1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q3,1759678,4201,85236,0,8099,472271,10086,67182,171505,223498,4279,1123072,243785,-181265,90340,40198,-347845,36042,1807559
2000:Q4,1785494,4653,79471,0,4933,424170,7371,64220,155330,197249,3728,1075978,236373,-43812,86127,35969,-193493,27585,1826014
2001:Q1,1813024,4762,68292,0,6499,437989,9361,68685,170239,189704,4582,959239,189862,141799,79575,27770,1828,32626,1860641
2001:Q2,1849257,4902,61232,0,5347,428276,8567,67620,167336,184753,4498,1051388,180257,113357,79265,22592,-17630,29130,1896323
2001:Q3,1885865,5070,52995,0,4320,419020,7797,66279,163792,181152,4397,933449,163762,302852,66630,16551,193440,26231,1932506
2001:Q4,1921982,5260,44347,0,3467,403952,7077,63867,157088,175920,4353,1060684,180811,219108,72357,10208,111746,24797,1968425
2002:Q1,1934432,4939,41725,0,2759,402338,6146,62330,151288,182574,4527,1031113,211161,235870,75960,8685,131548,19677,1981409
2002:Q2,1948606,4974,39871,0,2713,413542,5820,59711,155179,192832,4489,927167,195241,360609,81198,6199,249148,24064,1994206
2002:Q3,1962765,5024,38335,0,2915,393868,5675,56935,147457,183801,4593,836265,177519,504246,78065,10901,389560,25720,2007314
2002:Q4,1979057,5054,38823,0,2839,367272,5657,51169,139195,171251,4568,917633,188763,454105,86406,5703,339754,22242,2021095
2003:Q1,1990291,5069,34558,0,3108,385775,5853,57454,145444,177024,4435,910899,169054,477393,84357,8675,359139,25222,2031535
2003:Q2,2002236,5086,37915,0,3394,402002,3144,63601,153153,182104,4332,1049641,187897,311969,95304,5724,185526,25415,2042661
2003:Q3,2013194,5102,35513,0,3603,416300,2927,60711,164183,188479,4363,1088177,186198,273938,94488,4370,154091,20989,2053838
2003:Q4,2022770,5122,41116,0,3933,440647,4793,65515,174763,195576,4495,1170758,197429,159270,105719,5677,28232,19642,2064260
2004:Q1,2058458,5132,38943,0,4174,442502,4632,62426,175792,199652,4551,1214714,207358,141084,96864,4515,18330,21375,2100098
2004:Q2,2093949,5151,30356,0,4689,441553,4662,62732,179028,195131,4511,1211148,215877,180664,100812,7958,44536,27358,2135314
2004:Q3,2129430,5169,32191,0,4896,434441,4819,59407,181700,188515,4481,1214093,210473,223686,88754,4096,107671,23165,2170786
2004:Q4,2166467,5190,36332,0,4370,430257,4491,58574,182465,184727,4401,1294157,233612,158148,94971,3690,34297,25190,2207106
2005:Q1,2186950,5214,34688,0,5188,435622,5062,59471,184657,186432,4327,1282236,232157,187518,93438,2660,67312,24108,2227067
2005:Q2,2208318,5243,38277,0,5126,441978,5052,60297,184256,192373,4260,1313670,238988,160776,90497,656,46619,23004,2248080
2005:Q3,2230046,5286,41703,0,5029,448963,5033,60714,186783,196433,4205,1365730,247404,111726,90016,2731,-2809,21788,2269491
2005:Q4,2251208,5329,41950,0,5066,464296,5104,60001,198545,200646,4181,1392796,253409,84181,88822,1785,-30118,23692,2290385
2006:Q1,2279769,10527,26805,53293,4670,513419,30602,103989,131578,247250,9368,1094386,288307,278994,82785,32823,6351,157035,2318724
2006:Q2,2307813,10725,26661,53585,4275,515691,31100,104206,130786,249599,14555,1057299,285682,339340,73556,33862,71543,160379,2346485
2006:Q3,2335704,10923,26516,53878,3879,536468,31598,108294,136524,260052,19742,1088685,295029,300584,66824,34900,35138,163722,2374129
2006:Q4,2364346,11121,26371,54171,3484,532238,32096,109263,137833,253046,24929,1150677,313167,248188,61385,35939,-16201,167065,2402038
2007:Q1,2396645,11312,27224,54279,3543,541441,33069,109763,141824,256785,25357,1165659,318640,249190,62312,36555,-19610,169933,2433380
2007:Q2,2429030,11503,28077,54386,3603,539599,34042,108127,142503,254927,25785,1235157,334619,196301,64597,37172,-78269,172801,2465300
2007:Q3,2461069,11694,28930,54494,3663,555627,35015,111185,147086,262341,26213,1251552,342140,186756,66107,37789,-92808,175668,2497420
2007:Q4,2494906,11884,29783,54602,3723,572308,35987,114498,151624,270199,26641,1209252,332601,254112,65438,38406,-28268,178536,2529140
2008:Q1,2513843,10832,28418,50815,3480,561153,34000,114007,148153,264993,24725,1083659,319500,431261,63073,42583,144519,181086,2549192
2008:Q2,2532643,9780,27053,47028,3237,530621,32013,106085,143867,248656,22810,1056669,328251,507194,63403,46760,213396,183635,2568775
2008:Q3,2551877,8727,25688,43241,2995,503619,30026,103080,131507,239006,20895,954886,302809,689017,60223,50937,391672,186185,2588388
2008:Q4,2572927,7675,24323,39454,2752,508839,28040,106448,131427,242924,18979,726129,258473,986303,54794,55115,687659,188735,2608222
2009:Q1,2583074,7018,25172,39545,2791,509955,28831,104505,118836,257783,18491,634501,241526,1104075,52204,53778,802663,195430,2619465
2009:Q2,2594680,6362,26022,39635,2830,525055,29623,101158,120257,274017,18003,726482,275279,975012,54554,52442,665891,202125,2630980
2009:Q3,2605954,5705,26871,39726,2868,545950,30415,103478,117711,294346,17515,830332,312288,824699,57371,51106,507401,208821,2642317
2009:Q4,2616446,5049,27720,39816,2907,549078,31207,102450,106467,308954,17027,863834,321936,789079,57617,49770,466176,215516,2652864
2010:Q1,2671849,5715,27665,38529,2848,563195,30960,106593,110541,315101,17320,916180,331277,769120,56638,53110,441534,217838,2708320
2010:Q2,2726595,6380,27610,37242,2789,587393,30713,114737,115353,326590,17613,813825,305194,928549,52243,56451,599695,220160,2763117
2010:Q3,2781124,7046,27555,35955,2730,609493,30466,120998,121759,336270,17906,906358,331565,842516,52740,59792,507503,222481,2817651
2010:Q4,2835701,7711,27500,34667,2671,607969,30219,120772,120555,336423,18199,1010665,348140,778179,52759,63132,437485,224803,2872234
2011:Q1,2863537,8154,27802,34582,2680,621687,30484,127499,120720,342984,17592,1052300,366295,732445,57263,63550,381519,230113,2900077
2011:Q2,2891677,8596,28105,34497,2689,645527,30750,137442,122617,354718,16984,1029207,371622,754450,60398,63968,394661,235423,2928224
2011:Q3,2919807,9039,28407,34412,2698,678631,31015,152892,124642,370082,16377,849932,333590,966721,59587,64386,602016,240732,2956346
2011:Q4,2947234,9482,28709,34327,2707,697151,31280,160857,126164,378850,15770,929506,356277,873305,64519,64804,497940,246042,2983768
2012:Q1,2969199,9221,27876,33330,2628,710604,30372,164120,121929,394183,15741,1041570,379377,748852,64941,61708,371012,251191,3005728
2012:Q2,2989004,8960,27042,32333,2550,737829,29464,174471,117855,416039,15713,1001280,358934,804363,61327,58612,428085,256339,3025527
2012:Q3,3005772,8700,26208,31337,2471,760374,28556,180858,115264,435696,15685,1054946,366169,739882,60426,55516,362452,261488,3042296
2012:Q4,3018831,8439,25375,30340,2393,774254,27647,185835,109311,451461,15657,1047964,359278,755131,58168,52421,377906,266636,3055354
2013:Q1,3119810,8509,26490,31674,2498,779611,28863,184120,106792,459836,15388,1111733,376649,767258,59543,51387,389783,266545,3156332
2013:Q2,3218338,8580,27606,33008,2603,768523,30078,178488,100668,459289,15119,1090648,373088,899163,58689,50354,523667,266453,3254861
2013:Q3,3316099,8650,28722,34342,2708,778239,31294,177139,99422,470384,14850,1105706,389588,953294,59607,49321,578004,266362,3352620
2013:Q4,3414814,8720,29837,35676,2813,782963,32510,174266,98188,477999,14581,1164955,407942,967327,60786,48288,591983,266270,3451336
2014:Q1,3417341,9257,30328,36263,2860,808556,33044,177523,100934,497055,14607,1147457,414238,953775,60637,47317,574452,271369,3453866
2014:Q2,3421096,9794,30819,36849,2906,832604,33579,180705,103581,514739,14633,1161988,428130,903373,61096,46346,519463,276468,3457622
2014:Q3,3424796,10331,31310,37436,2952,845861,34114,181800,103393,526554,14659,1120399,421776,940072,59837,45376,553292,281567,3461325
2014:Q4,3427010,10868,31801,38023,2998,870127,34648,186300,104697,544482,14685,1137904,425645,894959,59817,44405,504071,286666,3463551
2015:Q1,3422018,10680,30939,36993,2917,871262,33710,186236,105695,545621,14499,1144498,426142,884088,59947,47722,490839,285580,3458571
2015:Q2,3415119,10491,30077,35963,2836,850829,32771,179489,101235,537334,14313,1132019,416621,921970,59157,51040,527278,284495,3451683
2015:Q3,3407274,10303,29216,34932,2755,851353,31832,179608,100268,539645,14127,1036102,381497,1046989,56311,54357,652912,283409,3443852
2015:Q4,3399725,10114,28354,33902,2673,835444,30893,174717,98339,531495,13941,1086928,382850,1005519,56536,57675,608985,282323,3436316
2016:Q1,3407579,9982,28140,33647,2653,864333,30660,181383,100780,551510,13989,1067243,384512,1003080,56196,59777,600828,286279,3444183
2016:Q2,3416207,9850,27927,33391,2633,885366,30428,185931,102697,566310,14037,1065791,384848,992364,56350,61878,583901,290235,3452823
2016:Q3,3424882,9718,27713,33136,2613,888442,30195,186084,102908,569255,14085,1083821,392084,973270,56894,63980,558205,294191,3461495
2016:Q4,3432877,9586,27499,32880,2593,859437,29962,179540,101251,548684,14132,1099076,385079,1002595,56030,66082,582336,298147,3469486
2017:Q1,3445456,9642,28428,33990,2680,889144,30974,188345,106166,563659,14551,1134909,395769,936343,57841,70397,507735,300370,3482062
2017:Q2,3457035,9697,29356,35101,2768,926151,31986,198255,111664,584246,14969,1141144,399417,898432,59106,74711,462021,302594,3493638
2017:Q3,3468127,9752,30285,36211,2856,954608,32997,206588,116438,598585,15387,1165315,405959,847754,60633,79025,403279,304817,3504723
2017:Q4,3479450,9807,31214,37321,2943,980664,34009,214283,120555,611817,15805,1210941,411486,779269,62192,83340,326696,307041,3516039
2018:Q1,3483001,9581,29912,35764,2820,971119,32590,213921,121049,603559,15421,1179284,399020,840080,62594,74208,397808,305470,3519582
2018:Q2,3487058,9355,28609,34207,2698,973145,31171,216510,122185,603279,15037,1200409,393620,829978,63939,65076,397063,303900,3523631
2018:Q3,3491388,9130,27307,32650,2575,985602,29753,217354,123583,614912,14654,1260979,395561,762930,65952,55944,338705,302329,3527952
2018:Q4,3495703,8904,26005,31093,2452,1000428,28334,225359,126694,620041,14270,1055518,344941,1012092,62832,46812,601689,300759,3532257
2019:Q1,3528859,8904,22056,33762,5784,1038436,27515,237652,128854,644415,14230,1164133,366538,875016,64112,45462,452140,313302,3565403
2019:Q2,3561417,8904,18107,36430,9115,1075144,26697,252214,131481,664752,14191,1172259,365288,861979,63136,44113,428886,325844,3597951
2019:Q3,3593229,8903,14159,39099,12447,1100978,25879,265402,133179,676518,14151,1146191,353934,903367,61191,42763,461026,338387,3629762
2019:Q4,3624359,8903,10210,41767,15779,1104620,25060,269786,132958,676816,14112,1210104,360874,857990,60867,41413,404780,350930,3660890
2020:Q1,3635171,8837,8659,42095,16726,1099186,24400,295810,138130,640846,13987,941274,296781,1207626,55052,38318,760086,354170,3671700
2020:Q2,3645512,8739,6387,42576,18114,1140894,23432,298667,122161,696634,13804,1142041,332578,940379,59008,33784,488670,358917,3682038
2020:Q3,3655487,8640,4094,43062,19516,1129416,22455,301478,116278,689205,13619,1237723,342339,857078,60226,29205,403938,363709,3692013
2020:Q4,3665540,8530,1546,43601,21073,1137222,21369,301852,111275,702726,13414,1399437,366231,674486,63196,24119,218137,369034,3702065
2021:Q1,3675593,8470,144,43897,21930,1071261,20772,288274,104342,657873,13301,1482903,371846,661841,63648,21322,204909,371962,3712117
2021:Q2,3685646,8365,696,44416,23426,1092621,19729,297618,101209,674065,13103,1586016,382669,534334,65801,16434,75021,377078,3722169
2021:Q3,3695704,8274,576,44864,24722,1086760,18825,300525,97016,670394,12932,1562724,371390,583462,64900,12202,124851,381509,3732221
2021:Q4,3705763,8186,40,45295,25966,1082883,17958,304409,91945,668571,12768,1684613,377277,468735,67466,8137,7369,385763,3742273
