1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1996:Q1,5168830,4556034,3964016,2385850,1578166,375495,32038,343457,73604,142918,612796,124140,71990,16764,27372,25057,2315,21349,21349,0,146401,204781,71729,2889,0,130163,1558625,1198506,204222,116623,877661,106292,33834,609,219384,3610205,3606444,3761,1538113,817554,33.19773046308849
1996:Q2,5209616,4568299,3966011,2386527,1579484,376917,32061,344856,74861,150509,641318,130842,72955,17816,29511,27092,2419,20789,20789,0,156103,213301,71802,2903,0,138597,1595308,1220295,212590,117601,890104,113253,34412,606,226742,3614309,3610599,3710,1552186,821841,33.76288325715858
1996:Q3,5271720,4608548,3997523,2413867,1583656,381060,32360,348700,75946,154019,663173,134738,73947,18095,30298,27775,2523,20600,20600,0,162696,222798,72249,2892,0,147658,1629253,1240931,225786,115219,899926,118371,35249,602,234100,3642467,3638733,3734,1574782,833934,34.06840569237908
1996:Q4,5375414,4688206,4046394,2438786,1607608,384648,32642,352006,77024,180140,687208,138984,75005,19237,31177,28550,2627,20386,20386,0,169841,232578,72474,3013,0,157092,1664691,1258226,229829,118284,910112,128525,35675,807,241458,3710723,3704902,5821,1588309,842168,33.90784555163939
1997:Q1,5554817,4837803,4190692,2472861,1717831,386787,32920,353867,78314,182010,717014,143458,78302,20334,32878,30114,2764,19688,19688,0,177235,245119,72782,3016,0,169321,1711171,1279069,242272,119945,916852,137737,36794,864,256707,3843646,3837771,5875,1604380,850776,33.27747972842508
1997:Q2,5650841,4898992,4248737,2519095,1729642,388644,32661,355983,79503,182108,751849,149656,81320,20951,33624,30723,2901,19416,19416,0,188027,258855,72919,3011,0,182925,1763681,1306894,256238,119694,930962,147113,38074,894,270706,3887160,3881296,5864,1621358,859377,33.6207983135965
1997:Q3,5772263,4990719,4334922,2560513,1774409,392028,32590,359438,81074,182695,781544,154818,83795,22014,34613,31574,3039,19037,19037,0,193636,273631,73452,3025,0,197154,1812410,1333581,264294,125893,943393,154235,38974,915,284705,3959853,3953775,6078,1643721,870380,33.6775412325322
1997:Q4,5936571,5118345,4458564,2611983,1846581,394954,32543,362411,82820,182007,818226,161336,85715,22906,35411,32235,3176,18743,18743,0,204925,289191,73176,3005,0,213009,1861452,1362776,276569,125148,961058,160442,39941,839,297455,4075119,4068301,6818,1664939,882126,33.44136667332691
1998:Q1,6136270,5266318,4606523,2669855,1936668,396378,32830,363548,83763,179654,869952,161595,95401,24672,37258,34170,3088,20632,20632,0,212329,318065,74136,3031,0,240898,1935131,1403132,277519,127703,997910,166922,41243,849,322985,4201139,4194326,6813,1679303,896936,33.39884936037034
1998:Q2,6219630,5295644,4637495,2703815,1933680,399244,32728,366516,84650,174254,923986,162360,104587,27531,38855,35854,3001,22521,22521,0,216784,351348,74803,3309,0,273237,2013917,1454990,289584,130616,1034790,172566,40730,866,344765,4205714,4198916,6798,1701298,909236,34.59555147478986
1998:Q3,6381267,5394164,4735181,2744042,1991139,403477,32994,370483,86769,168737,987104,164643,115272,29656,39952,37039,2913,24411,24411,0,227918,385251,75753,3297,0,306201,2093106,1499548,297105,130704,1071740,184084,43306,873,365295,4288161,4281451,6710,1728689,919165,34.96949811911521
1998:Q4,6500300,5459450,4793395,2772401,2020994,407456,32953,374503,90612,167986,1040851,167446,126458,32573,40799,37974,2825,26299,26299,0,233142,414133,76224,3045,0,334865,2170617,1545465,302100,134578,1108788,190752,44061,764,389575,4329683,4322459,7224,1755180,928853,35.6946351952743
1999:Q1,6564628,5477943,4802706,2792006,2010700,412545,32992,379553,91996,170696,1086685,166202,139221,34513,40068,37275,2793,25863,25863,0,241091,439727,76484,3027,0,360215,2238656,1590848,313186,136504,1141159,197517,43949,850,405492,4325972,4318548,7424,1778300,940509,36.77435628989692
1999:Q2,6670467,5543991,4862698,2870300,1992398,416142,33037,383105,94467,170683,1126477,166234,152233,34727,39588,36826,2762,25271,25271,0,251419,457005,76907,3032,0,377066,2315164,1631353,320663,139047,1171643,206961,49595,846,426409,4355304,4347786,7518,1804600,951579,37.45669878991466
1999:Q3,6899823,5723464,5036003,2975108,2060895,419504,33380,386124,97006,170952,1176359,168775,165996,36037,39608,36878,2730,24679,24679,0,263327,477937,77495,3026,0,397416,2396694,1684180,335401,140619,1208160,216520,50261,908,444825,4503129,4495492,7637,1826181,962550,37.40021771062827
1999:Q4,7072844,5846948,5146029,3040302,2105727,424173,33682,390491,101838,174908,1225897,172554,179509,40708,39877,37179,2698,24087,24087,0,272556,496606,77309,3031,0,416266,2485050,1742734,351696,144124,1246913,225220,52989,865,463242,4587795,4579762,8033,1847588,975252,37.98630380758346
2000:Q1,7174531,5884517,5172036,3075881,2096155,430451,33964,396487,104113,177916,1290014,179677,197527,41187,40310,37675,2635,23924,23924,0,288726,518663,77508,3046,0,438109,2567321,1786736,360317,147890,1278529,235288,58902,843,485552,4607210,4599432,7778,1881905,990210,38.7812885631289
2000:Q2,7306260,5946096,5224832,3124659,2100173,436556,34506,402050,107074,177634,1360165,184288,216045,41462,40493,37921,2572,23760,23760,0,310127,543990,77795,3018,0,463177,2665707,1850254,384669,150720,1314866,248503,61712,875,504362,4640554,4632529,8025,1903359,1002540,39.87141215689783
2000:Q3,7591890,6173380,5445085,3192969,2252116,442402,34751,407651,110512,175380,1418511,183887,232063,44994,41426,38917,2509,23597,23597,0,327177,565367,77922,3026,0,484419,2735222,1887939,390254,151939,1345746,258764,60513,983,527023,4856668,4848729,7939,1921918,1016526,38.87313837602927
2000:Q4,7798297,6325641,5580180,3264501,2315679,446602,35032,411570,114050,184809,1472655,180979,247580,49393,42608,40162,2446,23434,23434,0,342148,586514,77211,3065,0,506237,2819940,1938641,402120,155047,1381475,266732,64640,744,549183,4978356,4972899,5457,1941383,1032370,38.94139755305878
2001:Q1,7919848,6405890,5651105,3328226,2322879,450715,35530,415185,116236,187834,1513958,186196,250115,52366,44040,41329,2711,24276,24276,0,342111,614853,77632,3018,0,534204,2870062,1975207,414192,153720,1407296,266340,64763,779,562973,5049786,5044477,5309,1968269,1047400,39.11467278960409
2001:Q2,8038336,6481146,5722035,3392949,2329086,455532,35609,419923,118197,185382,1557191,190155,252399,53986,45222,42246,2976,25115,25115,0,342653,647660,78145,3496,0,566020,2928993,2021773,427554,156869,1437350,264596,65078,783,576763,5109343,5104055,5288,1994420,1063166,39.57010674632439
2001:Q3,8156615,6566632,5810458,3447176,2363282,457300,35950,421350,118534,180340,1589984,187852,253683,55664,45652,42412,3240,25956,25956,0,343626,677550,79854,3510,0,594187,2979772,2058413,436376,151517,1470520,262910,67078,818,590553,5176843,5171447,5396,2027894,1080171,39.76194495676067
2001:Q4,8216306,6586765,5827678,3507297,2320381,463393,36214,427179,121009,174685,1629541,181773,254718,58981,46334,42829,3505,26797,26797,0,343919,717019,79999,3517,0,633503,3038258,2102417,445636,151745,1505036,261979,68689,831,604343,5178048,5173483,4565,2040660,1087318,40.60249150581236
2002:Q1,8294374,6647029,5881882,3561943,2319939,467570,36509,431061,122343,175233,1647345,182469,258331,58231,46302,42831,3471,26639,26639,0,348578,726795,80862,3515,0,642418,3085252,2138108,449460,153270,1535378,267840,69438,843,609023,5209121,5204518,4603,2048465,1097220,41.0454695140369
2002:Q2,8402340,6734631,5964225,3634024,2330201,472745,36555,436190,124287,173374,1667709,183147,261945,59241,46270,42833,3437,26482,26482,0,353327,737297,82169,3530,0,651599,3138862,2180951,457793,156023,1567134,273730,69679,799,613703,5263478,5258776,4702,2072506,1109271,41.43554389002744
2002:Q3,8522190,6836558,6058519,3708857,2349662,474657,36650,438007,126856,176525,1685632,183820,265558,57595,46238,42835,3403,26326,26326,0,358077,748019,83686,3554,0,660779,3189302,2219549,463867,156814,1598868,280682,69919,767,618384,5332889,5328123,4766,2094061,1119185,41.62002252284597
2002:Q4,8435882,6974353,6183912,3793555,2390357,478896,36878,442018,128475,183070,1461529,184492,269172,61325,46206,42837,3369,26167,26167,0,362826,511341,84471,3570,0,423300,3241283,2259770,469317,159866,1630587,287373,70160,916,623064,5194599,5190416,4183,2142443,1131768,43.50230552075453
2003:Q1,8616091,7142454,6346208,3857687,2488521,481461,36776,444685,130131,184653,1473638,186023,280340,61898,46550,43351,3199,26196,26196,0,356544,516087,86123,3612,0,426352,3259903,2276204,469829,159708,1646668,283884,70033,871,628911,5356188,5351984,4204,2191677,1145572,42.49671895790586
2003:Q2,8738972,7253258,6451512,3949208,2502304,484668,36559,448109,132723,184354,1485714,187542,291507,62471,46895,43866,3029,26226,26226,0,350261,520811,87227,3632,0,429952,3276505,2295825,473860,159281,1662684,275150,69905,867,634758,5462466,5458218,4248,2199292,1146708,42.02908965095742
2003:Q3,8870062,7372263,6555214,4044589,2510625,486754,36871,449883,135198,195097,1497799,189065,302675,63045,47239,44380,2859,26256,26256,0,343979,525541,89028,3693,0,432820,3292253,2313294,476922,157665,1678707,267762,69778,814,640605,5577809,5573556,4253,2220460,1155674,41.47317052108397
2003:Q4,8965434,7455571,6629956,4115384,2514572,492359,36974,455385,136837,196419,1509862,190581,313842,63618,47584,44895,2689,26284,26284,0,337696,530258,89183,4165,0,436910,3312497,2334573,479686,160163,1694724,261194,69650,628,646452,5652937,5648717,4220,2267682,1172441,41.29841799674849
2004:Q1,9229110,7637075,6794616,4175831,2618785,500566,37348,463218,139508,202385,1592035,201120,326840,64236,49324,46220,3104,27422,27422,0,344356,578737,90575,4258,0,483904,3406956,2399968,492507,164418,1743043,270967,71739,638,663644,5822154,5817943,4211,2323210,1194984,41.22130826473053
2004:Q2,9620931,7946754,7083146,4326929,2756217,512310,37764,474546,141684,209614,1674178,211571,339767,65004,51064,47545,3519,28561,28561,0,351016,627195,91942,4264,0,530989,3491924,2462450,500461,161551,1800437,274221,73827,590,680836,6129008,6124930,4078,2377062,1221084,40.17697478463923
2004:Q3,10040985,8284633,7418943,4498917,2920026,517593,37982,479611,142906,205191,1756352,212034,362693,65772,52804,48870,3934,29698,29698,0,357675,675675,93476,4256,0,577944,3577419,2524379,507174,159318,1857888,278523,75915,573,698028,6463566,6459531,4035,2428806,1251856,39.05552050030867
2004:Q4,10351646,8513111,7635344,4626651,3008693,527433,38534,488899,143903,206432,1838535,217500,380620,66541,54544,50195,4349,30836,30836,0,364335,724159,93756,4209,0,626194,3667161,2588536,512638,160564,1915334,284876,78004,526,715220,6684485,6680524,3961,2476231,1288346,38.72453283180056
2005:Q1,10608517,8672049,7771176,4724612,3046564,542650,39881,502769,147628,210595,1936468,216641,406494,67152,56063,51689,4374,32172,32172,0,380986,776960,94643,4254,0,678063,3797810,2663857,548791,155461,1959604,302334,80173,552,750894,6810706,6806513,4193,2523077,1322827,39.11278565544066
2005:Q2,11010637,8976207,8063738,4916719,3147019,553548,40743,512805,150942,207979,2034429,215790,432369,67763,57582,53184,4398,33509,33509,0,397638,829778,95685,4052,0,730042,3932741,2750766,590193,156652,2003922,312562,82342,502,786569,7077896,7073712,4184,2579912,1351911,38.86417324847468
2005:Q3,11442150,9309679,8387108,5127332,3259776,556991,41338,515653,152698,212882,2132471,214968,458243,68374,59102,54679,4423,34846,34846,0,414289,882649,98261,4124,0,780264,4067178,2837106,631127,157613,2048366,322805,84511,513,822243,7374972,7370928,4044,2645450,1388529,38.46937997341433
2005:Q4,11827847,9597294,8662547,5282524,3380023,562288,41735,520553,154294,218165,2230553,224159,474117,68985,60621,56174,4447,36182,36182,0,430941,935548,99283,4125,0,832140,4206761,2927083,670528,163688,2092868,334529,86680,552,857917,7621086,7616984,4102,2711255,1430325,38.40769520156791
2006:Q1,12077685,9733489,8790384,5322941,3467443,573014,42604,530410,157082,213010,2344196,232812,489189,69779,60989,56213,4776,35797,35797,0,440929,1014700,100275,4131,0,910295,4351869,3027038,696844,166560,2163634,341285,88932,545,894069,7725816,7721708,4108,2771349,1465945,39.18082009632622
2006:Q2,12384934,9927045,8971523,5382510,3589013,581708,42909,538799,159056,214758,2457889,241483,504261,70573,61358,56252,5106,35411,35411,0,450917,1093886,101725,4151,0,988009,4498786,3134256,727837,171951,2234469,342694,91184,431,930221,7886149,7883099,3050,2812262,1500414,39.74381141695166
2006:Q3,12754095,10182522,9205140,5488105,3717035,594161,43671,550490,161201,222019,2571574,250151,519333,71367,61726,56291,5435,35024,35024,0,460905,1173068,103093,4247,0,1065728,4642828,3236617,757486,173847,2305284,345994,93437,408,966373,8111267,8108349,2918,2835459,1525578,39.90272957406545
2006:Q4,13051908,10366632,9372927,5593473,3779454,606949,44430,562519,164459,222297,2685277,258827,534405,72160,62093,56329,5764,34638,34638,0,470893,1252261,103725,4297,0,1144238,4790115,3342403,785821,180449,2376134,348868,95689,630,1002525,8261793,8257203,4590,2867417,1560718,40.4561479934557
2007:Q1,13270293,10477251,9455881,5568454,3887427,618441,44702,573739,167949,234980,2793042,265554,548134,72703,62724,57082,5642,36499,36499,0,484579,1322849,104832,4572,0,1213446,4937612,3456941,819381,184605,2452954,357432,96634,608,1025997,8332681,8328081,4600,2893613,1585070,41.4865371892794
2007:Q2,13485017,10584228,9546557,5527721,4018836,630659,45124,585535,170969,236043,2900789,272276,561864,73245,63353,57834,5519,38359,38359,0,498264,1393428,105919,4878,0,1282631,5083876,3573087,856400,186943,2529743,363136,97580,605,1049469,8401141,8396382,4759,2895239,1599326,42.53097004189044
2007:Q3,13683282,10674736,9622301,5482676,4139625,637959,45340,592619,173595,240881,3008546,279000,575593,73788,63984,58587,5397,40220,40220,0,511950,1464010,107148,4951,0,1351912,5229938,3688449,891439,190467,2606544,369456,98525,569,1072940,8453343,8448922,4421,2903995,1621379,43.63301714089353
2007:Q4,13764934,10648678,9582699,5403708,4178991,641944,45483,596461,177108,246927,3116256,285711,589322,74330,64613,59339,5274,42081,42081,0,525635,1534564,107406,5006,0,1422152,5378305,3806854,926671,196900,2683283,374905,99471,663,1096412,8386629,8382103,4526,2912283,1649425,45.39194176330302
2008:Q1,13511818,10388076,9304639,5270798,4033841,647005,45553,601452,178400,258032,3123742,276700,599014,74591,62642,57456,5186,41337,41337,0,524893,1544565,109513,5797,0,1429255,5501964,3890753,953764,206742,2730247,384457,101142,628,1124984,8009854,8006115,3739,2921477,1672861,48.57458718838172
2008:Q2,13308456,10177301,9073830,5159664,3914166,650076,45556,604520,179619,273776,3131155,267664,608705,74853,60670,55572,5098,40596,40596,0,524150,1554517,110554,5901,0,1438063,5612717,3978255,986530,214638,2777088,377440,102812,654,1153556,7695739,7692174,3565,2928067,1691073,51.69425022323669
2008:Q3,13251848,10113363,9005867,5025857,3980010,660369,46508,613861,181980,265147,3138485,258599,618396,75114,58699,53689,5010,39853,39853,0,523408,1564416,112311,6092,0,1446013,5719175,4049871,1016788,209265,2823818,382020,104483,673,1182128,7532673,7529200,3473,2913304,1721666,53.76406133120251
2008:Q4,12933109,9787390,8685887,4827540,3858347,678864,46768,632096,184486,238153,3145719,249502,628087,75375,56728,51806,4922,39109,39109,0,522666,1574252,111657,6363,0,1456232,5823633,4125384,1046270,208751,2870362,380715,106154,682,1210699,7109476,7106666,2810,2884195,1756650,58.02655133027843
2009:Q1,12600703,9476302,8381710,4598439,3783271,681265,46739,634526,182854,230472,3124401,243242,636894,74960,55353,50390,4963,38808,38808,0,516084,1559060,108876,5772,0,1444412,5820699,4110047,1031779,206843,2871425,386601,104589,601,1218861,6780004,6777756,2248,2864966,1749445,60.62013131219286
2009:Q2,12053395,8950439,7863623,4428233,3435390,681412,46422,634990,182252,223152,3102956,236942,645701,74545,53978,48975,5003,38506,38506,0,509502,1543783,106368,5874,0,1431541,5800028,4079672,1003382,205726,2870564,389713,103024,597,1227023,6253367,6250810,2557,2830412,1707335,65.23960652112028
2009:Q3,11715250,8633735,7554290,4324967,3229323,678335,45255,633080,184478,216632,3081515,230641,654508,74130,52604,47560,5044,38204,38204,0,502920,1528508,104042,6067,0,1418399,5779080,4047185,974613,202851,2869722,394533,101459,717,1235185,5936170,5932685,3485,2816079,1667181,68.17838617761664
2009:Q4,11617226,8557003,7480312,4275607,3204705,671872,44509,627363,187201,217619,3060223,224392,663315,73714,51229,46145,5084,37902,37902,0,496338,1513333,101869,6341,0,1405123,5757989,4016244,944299,202807,2869138,397605,99893,900,1243347,5859237,5854538,4699,2842809,1667758,68.54551042003236
2010:Q1,11605613,8508762,7430507,4263980,3166527,667135,44103,623032,187324,223796,3096851,213697,674048,74492,51844,46624,5220,38945,38945,0,505596,1538229,109125,6358,0,1422746,5740601,4006697,937121,204504,2865072,407491,99710,904,1225800,5865012,5860211,4801,2846543,1670310,68.31523912619537
2010:Q2,11898121,8764570,7684030,4348746,3335284,670373,43785,626588,188903,221264,3133551,203029,684781,75269,52460,47104,5356,39986,39986,0,514854,1563172,117305,6436,0,1439431,5729665,3999158,935110,203023,2861024,416537,99527,904,1213539,6168457,6164220,4237,2825217,1674961,64.83238939853806
2010:Q3,12050619,8880291,7784488,4426652,3357836,676771,43808,632963,189582,229450,3170328,192387,695514,76047,53074,47583,5491,41027,41027,0,524112,1588167,124962,6739,0,1456466,5719709,3996008,931503,207510,2856994,422191,99344,888,1201278,6330910,6326267,4643,2822532,1678667,63.11900588317788
2010:Q4,12147365,8940324,7821754,4436269,3385485,682380,43273,639107,191819,244372,3207040,181721,706247,76824,53689,48062,5627,42070,42070,0,533371,1613118,131839,6721,0,1474558,5701607,3986717,927538,206242,2852938,425773,99161,939,1189017,6445758,6440203,5555,2837000,1683587,61.85025182768291
2011:Q1,12215452,8969769,7824754,4397509,3427245,685676,42939,642737,193355,265984,3245682,177908,717745,77035,53965,48273,5692,40618,40618,0,552763,1625649,129552,6686,0,1489410,5687982,3964840,918145,205577,2841118,439186,99307,894,1183755,6527469,6521785,5684,2838920,1686683,60.74084326147978
2011:Q2,12258590,8978059,7824824,4396766,3428058,692792,43781,649011,194709,265734,3280530,174086,729242,77247,54240,48484,5756,39167,39167,0,568384,1638164,129043,6816,0,1502305,5678474,3944423,913061,199708,2831654,455214,99453,891,1178493,6580115,6574469,5646,2843313,1705146,59.94458933547308
2011:Q3,12304991,8989679,7826044,4439614,3386430,698719,45131,653588,195978,268938,3315312,170242,740740,77458,54515,48695,5820,37715,37715,0,584006,1650636,127949,6979,0,1515709,5669084,3923996,907360,194495,2822140,471356,99599,903,1173230,6635907,6631140,4767,2836648,1721786,59.13277070561706
2011:Q4,12438332,9088301,7910532,4444361,3466171,706841,45904,660937,197169,273759,3350030,166376,752237,77670,54791,48906,5885,36264,36264,0,599627,1663065,127240,7011,0,1528814,5662269,3912415,901515,198410,2812490,481066,99745,1075,1167968,6776063,6770046,6017,2831561,1741681,57.7387707081302
2012:Q1,12564195,9153102,7965407,4399637,3565770,712846,46779,666067,198855,275994,3411092,171264,764757,78423,55844,49910,5934,35661,35661,0,601243,1703900,130137,7092,0,1566672,5718964,3951308,914792,200110,2836406,484054,101647,1046,1180909,6845231,6838404,6827,2828486,1765800,57.72351453890497
2012:Q2,12703612,9231547,8043575,4451367,3592208,717211,47118,670093,199954,270807,3472065,176121,777276,79177,56898,50914,5984,35057,35057,0,602859,1744677,134358,7006,0,1603313,5782370,3996658,934540,201908,2860209,487196,103549,1118,1193849,6921242,6914235,7007,2842174,1787392,57.74480825760457
2012:Q3,12979468,9446499,8247932,4561363,3686569,723861,47000,676861,201543,273163,3532969,180955,789796,79930,57952,51918,6034,34453,34453,0,604475,1785408,138166,7107,0,1640135,5843386,4039436,950918,204645,2883874,490584,105451,1124,1206790,7136082,7128746,7336,2870329,1791935,56.60579966950677
2012:Q4,13196052,9602256,8397807,4637276,3760531,731838,47412,684426,201704,270907,3593796,185762,802315,80684,59005,52922,6083,33851,33851,0,606092,1826087,142908,7162,0,1676017,5905709,4085205,967444,210284,2907477,492419,107353,1002,1219731,7290342,7283494,6848,2895656,1783949,56.03583947274555
2013:Q1,13385927,9726302,8527263,4704444,3822819,738031,47389,690642,203686,257322,3659625,178774,815196,81190,59133,53481,5652,34101,34101,0,617910,1873321,135889,7118,0,1730313,5947407,4102937,966665,209645,2926627,505143,108146,999,1230182,7438520,7431050,7470,2928757,1785549,55.15797360088356
2013:Q2,13712440,9987012,8774056,4812193,3961863,744706,47368,697338,207019,261231,3725429,171778,828077,81696,59263,54041,5222,34350,34350,0,629728,1920537,130003,7383,0,1783151,5995164,4131100,975368,209861,2945871,513513,108940,979,1240633,7717276,7709775,7501,2956679,1805062,53.53054140212098
2013:Q3,14086483,10295394,9065943,4932299,4133644,751882,47253,704629,210471,267098,3791089,174732,830958,82202,59392,54600,4792,34599,34599,0,641546,1967660,123555,7639,0,1836466,6041615,4157621,982303,210286,2965032,522141,109733,1034,1251085,8044868,8036569,8299,2985908,1824510,51.6804157552285
2013:Q4,14359283,10502549,9254316,5039536,4214780,757095,47389,709706,214034,277104,3856734,177683,833839,82707,59520,55159,4361,34848,34848,0,653364,2014773,116743,7753,0,1890277,6089525,4189634,988998,216553,2984083,526751,110527,1077,1261536,8269758,8260278,9480,3033665,1860228,50.66211694073017
2014:Q1,14464185,10513850,9242607,5049016,4193591,764260,47461,716799,217011,289972,3950335,195012,837761,83440,59946,55668,4278,34753,34753,0,658708,2080716,119362,8030,0,1953324,6178553,4253065,1004883,217822,3030360,531233,112239,1003,1281013,8285632,8276855,8777,3100458,1884207,51.33060527652166
2014:Q2,14691137,10647281,9365729,5086968,4278761,772163,46795,725368,218744,290644,4043856,212312,841682,84172,60373,56178,4195,34659,34659,0,664053,2146605,123154,8110,0,2015341,6273712,4323296,1028415,218447,3076434,534918,113951,1057,1300490,8417424,8407963,9461,3109824,1905136,51.36127328874495
2014:Q3,15048607,10911119,9618909,5237724,4381185,779880,47109,732771,221262,291069,4137488,229651,845604,84904,60800,56688,4112,34564,34564,0,669397,2212568,126767,8287,0,2077514,6368590,4393991,1050990,220300,3122700,537841,115663,1128,1319967,8680017,8670680,9337,3167403,1926697,50.6219110013945
2014:Q4,15400538,11169170,9865859,5369862,4495997,788190,46987,741203,224403,290718,4231368,247073,849525,85636,61226,57197,4029,34470,34470,0,674742,2278696,129437,8501,0,2140757,6466436,4472411,1075202,227764,3169445,535747,117374,1460,1339444,8934102,8921364,12738,3175052,1941876,50.05999254141356
2015:Q1,15691916,11383417,10079071,5438851,4640220,791535,47041,744494,227525,285286,4308500,248831,852339,86252,62471,58363,4108,36234,36234,0,673851,2348522,126088,8593,0,2213841,6526487,4525078,1085660,226009,3213410,536521,118665,1608,1344615,9165429,9151690,13739,3212639,1952488,49.3711572649318
2015:Q2,15938536,11552658,10247069,5552243,4694826,794118,47475,746643,230068,281402,4385878,250671,855153,86869,63717,59529,4188,38000,38000,0,672961,2418507,124050,8719,0,2285737,6593396,4589918,1104338,227690,3257889,532042,119955,1696,1349785,9345139,9331001,14138,3245748,1955465,49.11556133921529
2015:Q3,16140419,11677017,10380743,5644902,4735841,796083,47667,748416,231715,268476,4463403,252563,857967,87485,64961,60694,4267,39764,39764,0,672070,2488593,122207,8869,0,2357517,6660131,4654844,1121682,230362,3302799,527391,121245,1696,1354956,9480288,9467054,13234,3293292,1974962,49.10023629519335
2015:Q4,16319650,11778709,10484989,5728772,4756217,799692,47897,751795,233254,260774,4540941,254458,860781,88102,66206,61860,4346,41528,41528,0,671180,2558686,119267,9019,0,2430400,6724292,4720068,1139319,232981,3347768,519701,122536,1860,1360127,9595358,9580052,15306,3333321,1983996,49.19116750061895
2016:Q1,16446964,11808283,10508731,5816474,4692257,802119,48060,754059,234019,263414,4638681,266925,868590,88750,66674,62137,4537,41030,41030,0,690367,2616345,118268,9106,0,2488971,6884721,4810420,1166116,229752,3414552,536931,125038,1863,1410468,9562244,9546285,15959,3351901,1985941,50.30639759919116
2016:Q2,16718101,11985857,10683337,5941037,4742300,805391,48473,756918,238756,258373,4732244,276754,874808,89397,67143,62415,4728,40533,40533,0,709554,2674054,117740,9491,0,2546823,7052017,4909403,1197671,230196,3481535,552214,127541,2051,1460809,9666084,9648668,17416,3400406,2011583,50.78998627734443
2016:Q3,17092460,12263047,10969918,6044790,4925128,807984,48271,759713,241654,243491,4829413,278858,892398,90045,67612,62692,4920,40036,40036,0,728741,2731723,117687,9777,0,2604259,7219763,5004486,1228851,227185,3548450,571771,130044,2310,1511151,9872697,9853235,19462,3457118,2023549,50.69016325269629
2016:Q4,17322080,12398225,11090429,6116882,4973547,809275,48462,760813,247767,250754,4923855,279267,908984,90692,68081,62970,5111,39538,39538,0,747928,2789365,116266,9763,0,2663336,7389694,5107511,1258441,233823,3615247,585468,132547,2676,1561492,9932386,9909445,22941,3508080,2050824,51.42279998796356
2017:Q1,17515250,12439313,11109449,6176084,4933365,818316,49152,769164,249776,261772,5075937,285678,930771,92866,69824,64482,5342,41645,41645,0,761681,2893472,115642,9959,0,2767871,7531004,5218542,1286893,233847,3697802,588491,133698,2684,1587589,9984246,9960251,23995,3545317,2080130,52.26776307276878
2017:Q2,17931796,12701978,11363110,6306282,5056828,821950,49131,772819,253229,263689,5229817,292453,953889,95173,71566,65994,5572,43750,43750,0,775435,2997551,117478,10162,0,2869911,7678219,5335450,1322216,233002,3780232,591537,134849,2698,1613686,10253576,10228662,24914,3602315,2108995,52.03501448410231
2017:Q3,18287864,12904171,11574011,6417332,5156679,823537,49425,774112,256953,249670,5383693,299226,977006,97479,73310,67507,5803,45854,45854,0,789188,3101630,121661,12233,0,2967736,7823614,5450173,1355364,232149,3862660,595039,136000,2619,1639783,10464250,10438871,25379,3632667,2132580,52.08373793321371
2017:Q4,18722273,13184678,11834662,6550331,5284331,828624,50238,778386,261373,260018,5537595,306009,1000123,99786,75053,69019,6034,47959,47959,0,802942,3205723,120322,12319,0,3073082,7970054,5571415,1387291,238965,3945158,593240,137151,2367,1665881,10752219,10727823,24396,3672329,2140119,51.81641970130839
2018:Q1,18877087,13262541,11897822,6654886,5242936,835930,50982,784948,264390,264399,5614546,308869,1012070,100978,75242,69311,5931,48220,48220,0,815351,3253817,119354,12080,0,3122382,8066690,5638896,1402478,240071,3996347,594569,141763,2177,1689285,10810397,10787376,23021,3750750,2154632,52.16178295592013
2018:Q2,19261384,13569829,12196112,6783691,5412421,845747,53402,792345,268356,259614,5691556,311748,1024016,102170,75432,69604,5828,48481,48481,0,827761,3301947,119476,12367,0,3170104,8171177,5711894,1424915,239203,4047777,598130,146376,2086,1712690,11090207,11065851,24356,3810685,2182238,51.50394591987144
2018:Q3,19394132,13625589,12240364,6889501,5350863,856896,55066,801830,272421,255908,5768544,314621,1035963,103362,75620,69896,5724,48742,48742,0,840170,3350066,120221,12494,0,3217350,8277261,5785670,1445992,240456,4099222,600589,150989,3919,1736094,11116872,11067434,49438,3833007,2208852,52.04404947753345
2018:Q4,19604678,13759146,12357106,6976852,5380254,863850,56388,807462,277123,261067,5845533,317493,1047910,104554,75809,70188,5621,49004,49004,0,852580,3398183,119015,12494,0,3266674,8384412,5863601,1465184,247761,4150657,598611,155601,7099,1759499,11220267,11140642,79625,3848559,2258593,52.25902034173138
