1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q3,892541,842003,702377,346764,355613,79567,4533,75034,8279,51780,50539,18776,2600,0,860,860,0,5082,1575,3507,8530,14690,10890,800,0,3000,187158,165708,23887,17793,124028,10291,674,62,10424,705383,705146,237,283900,120446,23.49190459325059
1971:Q4,914379,861879,719630,355950,363680,80393,4641,75752,8216,53640,52500,18824,3000,0,900,900,0,5587,1875,3712,8123,16066,11230,836,0,4000,193254,171162,24461,17809,128891,9517,1037,62,11476,721125,720885,240,291778,123503,23.73541936613476
1972:Q1,942365,887510,742508,367000,375508,81844,4778,77066,8337,54821,54855,18884,3400,0,950,950,0,5546,2175,3371,8636,17439,11593,846,0,5000,199529,175928,24887,18354,132687,9742,1400,63,12396,742836,742592,244,300867,126945,23.68323861653714
1972:Q2,967720,910211,760606,375299,385307,83073,4917,78156,8362,58169,57509,18963,3800,0,1000,1000,0,5857,2450,3407,8824,19066,11985,881,0,6200,210942,186158,26261,18803,141093,10276,1763,64,12681,756778,756530,248,307111,129334,24.59870322658047
1972:Q3,996549,936108,783638,388300,395338,84119,5056,79063,8342,60009,60440,19039,4200,0,1050,1050,0,6096,2725,3371,9386,20669,12382,888,0,7400,219525,193172,26176,18851,148145,10978,2126,65,13184,777024,776772,252,317437,131967,24.86052074562486
1972:Q4,1032245,969759,812021,406666,405355,85051,5213,79838,8279,64408,62486,19093,4600,0,1100,1100,0,6630,3000,3630,8770,22294,12761,933,0,8600,229928,202550,27222,19007,156321,10662,2489,67,14160,802317,802061,256,332705,135536,25.24569774944052
1973:Q1,1074565,1008058,841729,418413,423316,87153,5392,81761,8349,70828,66507,20221,5006,0,1133,1133,0,6461,3170,3291,9240,24446,13128,961,0,10356,244652,212979,30670,21069,161240,13620,2853,72,15128,829913,829636,277,342048,138492,25.66282317943747
1973:Q2,1123442,1053771,877440,434979,442461,89916,5579,84337,8383,78032,69671,21357,5411,0,1161,1161,0,6673,3299,3374,9753,25315,13475,1023,0,10817,260258,224678,35916,21841,166920,17017,3222,80,15261,863184,862876,308,355498,142458,26.028941095179
1973:Q3,1174240,1101651,918459,455456,463003,92526,5758,86768,8415,82250,72590,22506,5813,0,1176,1176,0,6598,3330,3268,10376,26120,13819,1075,0,11226,269652,229626,40998,22110,166518,20453,3599,86,15888,904589,904256,333,372407,147788,25.38457851333094
1973:Q4,1213180,1137616,952736,469182,483554,94516,5942,88574,8450,81914,75563,23653,6213,0,1183,1183,0,6722,3285,3437,11086,26706,14176,1103,0,11427,275681,230141,44887,22349,162906,24018,3985,90,17447,937498,937150,348,383352,152733,24.54841516543241
1974:Q1,1245301,1167150,981955,484223,497732,97210,6174,91036,8606,79379,78151,24095,6735,0,1199,1199,0,6475,3354,3121,12540,27108,14549,1126,0,11433,288374,239051,47909,23318,167824,26283,4419,98,18524,956927,956549,378,396195,157387,24.98106339177284
1974:Q2,1280190,1199806,1015815,500086,515729,101121,6494,94627,8745,74125,80384,24335,7205,0,1214,1214,0,6572,3406,3166,13632,27426,14937,1232,0,11258,303141,250896,50597,24324,175975,27920,4836,106,19382,977050,976642,408,409316,164860,25.67896333614476
1974:Q3,1334224,1253390,1056064,519837,536227,107047,6905,100142,8872,81407,80834,24181,7546,0,1226,1226,0,6458,3418,3040,13821,27602,15317,1280,0,11005,315263,260881,52204,25274,183403,28075,5208,114,20985,1018961,1018522,439,425973,173187,25.6026808428659
1974:Q4,1372859,1292560,1092686,536603,556083,114459,7295,107164,8952,76463,80299,23744,7784,0,1238,1238,0,6476,3393,3083,13288,27769,15664,1329,0,10776,323063,267249,53190,25928,188132,27123,5545,121,23025,1049796,1049329,467,440326,181207,25.45724961608567
1975:Q1,1408524,1328110,1125228,550397,574831,119509,7562,111947,9094,74279,80413,23714,7877,0,1228,1228,0,5923,3278,2645,13693,27978,16100,1369,0,10510,330012,272749,54100,26553,192097,27490,5847,120,23806,1078512,1078049,463,452003,186627,25.28940277774019
1975:Q2,1446035,1365071,1151517,560853,590664,123212,7757,115455,9291,81050,80964,23769,7964,0,1226,1226,0,5855,3196,2659,14062,28088,16552,1399,0,10137,337849,279857,55092,28203,196561,27932,6134,119,23807,1108187,1107728,459,460364,189837,25.25359581791874
1975:Q3,1469841,1388241,1171453,567444,604009,125261,7948,117313,9265,82262,81601,23989,8033,0,1243,1243,0,5722,3190,2532,14341,28273,17023,1430,0,9820,343203,284187,55983,29066,199138,28312,6383,118,24202,1126639,1126184,455,465164,191293,25.2243375171901
1975:Q4,1496710,1413721,1196957,578653,618304,127374,8177,119197,9264,80126,82989,24325,8088,0,1274,1274,0,5920,3252,2668,14551,28831,17524,1587,0,9719,348809,287601,56659,29985,200956,28435,6602,117,26055,1147900,1147450,450,474318,193189,25.05448826625792
1976:Q1,1525785,1441839,1222964,584894,638070,130399,8405,121994,9318,79158,83946,24600,8206,0,1249,1249,0,5665,3326,2339,14542,29684,18216,1645,0,9823,357435,295607,57632,31144,206831,29052,6894,118,25764,1168350,1167897,453,478394,195399,25.3012251959607
1976:Q2,1577678,1491685,1266334,605304,661030,132831,8629,124202,9496,83024,85993,24958,8417,0,1258,1258,0,5840,3462,2378,14666,30854,19039,1703,0,10112,366492,303302,59546,32630,211126,29996,7187,119,25888,1211186,1210730,456,493925,200062,25.04170583537023
1976:Q3,1615238,1526239,1302418,618478,683940,135743,8818,126925,9639,78439,88999,25526,8859,0,1352,1352,0,5997,3741,2256,15123,32142,19910,1739,0,10493,375295,310604,60857,34194,215554,30741,7484,119,26346,1239943,1239483,460,503332,204327,25.04989045332039
1976:Q4,1661762,1568517,1341057,633688,707369,139076,8996,130080,9686,78698,93245,26271,9490,0,1515,1515,0,6632,4151,2481,15849,33488,20748,1866,0,10873,383726,317082,62117,34953,220013,31438,7785,120,27301,1278036,1277573,463,514489,208682,24.81010698485994
1977:Q1,1709465,1613769,1381470,651848,729622,142540,9159,133381,9824,79935,95697,26808,9951,0,1686,1686,0,6482,4320,2162,15878,34891,21653,1942,0,11296,396391,327623,63660,37751,226212,32994,8065,119,27590,1313075,1312615,460,530015,216308,24.95078749159582
1977:Q2,1755967,1656354,1421959,673249,748710,145843,9363,136480,9914,78638,99613,27405,10491,0,1878,1878,0,6615,4557,2058,16826,36398,22604,1993,0,11802,409655,340345,66680,39258,234407,34219,8341,119,26631,1346312,1345856,456,547704,221186,25.27980212343383
1977:Q3,1811572,1707140,1467924,698948,768976,149508,9620,139888,9968,79740,104432,28130,11229,0,2123,2123,0,6805,4959,1846,18221,37924,23596,2011,0,12317,420819,350362,68840,40371,241151,34892,8609,118,26838,1390753,1390300,453,569349,226967,25.19224774875152
1977:Q4,1873159,1762656,1512675,723900,788775,153767,9927,143840,10008,86205,110504,28954,12127,0,2412,2412,0,7506,5509,1997,19976,39529,24627,2138,0,12764,431096,359811,70439,41385,247987,35037,8871,129,27248,1442064,1441570,494,590510,232228,24.95110633309474
1978:Q1,1948043,1832785,1567898,747044,820854,157880,10205,147675,10337,96669,115258,29752,12665,0,2732,2732,0,7489,6006,1483,21559,41062,25694,2217,0,13151,444014,370564,72859,43470,254235,35571,8965,135,28779,1504029,1503508,521,608848,238464,24.63807235275306
1978:Q2,2023932,1903380,1627928,773092,854836,162884,10533,152351,10561,102007,120552,30560,13327,0,3001,3001,0,7910,6563,1347,23113,42641,26824,2333,0,13485,462336,387212,77792,46934,262485,36474,9130,144,29376,1561596,1561044,552,628778,246542,24.79592152661654
1978:Q3,2095862,1969756,1685335,798406,886929,168329,10899,157430,10779,105313,126106,31385,14299,0,3143,3143,0,8476,7273,1203,24594,44209,27968,2428,0,13814,480384,403623,82437,49789,271396,37584,9470,154,29553,1615478,1614888,590,647485,254212,24.98472832240791
1978:Q4,2171163,2038866,1742628,823173,919455,173996,11294,162702,10958,111284,132298,32227,15522,0,3184,3184,0,9572,8114,1458,26018,45775,29075,2514,0,14186,497443,418206,85961,51893,280351,38623,9951,175,30488,1673721,1673048,673,666561,263014,24.98658392136966
1979:Q1,2263666,2125824,1806493,848519,957974,181008,11682,169326,11220,127103,137843,32981,17001,0,3192,3192,0,9922,8970,952,27421,47326,30145,2576,0,14604,514571,430837,89248,54256,287333,40543,10517,197,32477,1749095,1748337,758,685131,273310,24.63200409771592
1979:Q2,2357609,2214007,1884491,886757,997734,187908,12010,175898,11581,130027,143602,33724,18463,0,3159,3159,0,10622,9771,851,28676,48958,31187,2698,0,15073,542925,455968,94380,59157,302432,42710,11141,219,32887,1814684,1813841,843,713882,284842,25.12660389988467
1979:Q3,2449558,2300944,1963857,925259,1038598,194803,12334,182469,11869,130415,148614,34430,19882,0,3024,3024,0,11158,10437,721,29563,50558,32241,2787,0,15529,567129,476415,98714,61200,316501,44870,11910,241,33693,1882430,1881502,928,741944,297047,25.30853011100318
1979:Q4,2532187,2378703,2033458,956249,1077209,202094,12745,189349,12203,130949,153483,35110,21269,0,2805,2805,0,11884,11001,883,30154,52261,33350,3003,0,15908,589438,492017,101694,64222,326101,46885,12795,316,37425,1942749,1941536,1213,765002,306897,25.3257935689525
1980:Q1,2605313,2450492,2100246,993249,1106997,209107,13203,195904,12533,128605,154821,35869,21537,0,2635,2635,0,11188,10779,409,30642,52951,34300,3143,0,15507,611306,509472,102154,67947,339372,48603,13870,374,38986,1994007,1992567,1440,789655,316421,25.55018701041314
1980:Q2,2683916,2528520,2167113,1026808,1140305,215949,13674,202275,12894,132565,155396,36606,21994,0,2509,2509,0,10992,10767,225,31168,52127,35236,3268,0,13623,632372,525618,102796,70245,352576,50118,14768,429,41439,2051544,2049893,1651,811229,326819,25.62061490334243
1980:Q3,2767022,2608462,2237962,1061500,1176462,222425,14123,208302,13315,134760,158560,37289,22923,0,2493,2493,0,11428,11278,150,31791,52636,36145,3359,0,13132,650971,541012,103488,72178,365345,51537,15225,495,42702,2116051,2114147,1904,832850,338259,25.56704690599507
1980:Q4,2856330,2689178,2313816,1097635,1216181,227614,14512,213102,13666,134082,167152,37941,24231,0,2564,2564,0,12367,12217,150,32492,57557,37020,3630,0,16906,667931,555061,104594,74201,376266,52581,15328,758,44203,2188399,2185485,2914,855711,354365,25.36378602444121
1981:Q1,2926217,2751405,2368248,1129556,1238692,234959,14991,219968,14113,134085,174811,38429,24670,0,2728,2728,0,13981,13906,75,33031,61972,37821,3730,0,20421,685924,573155,106493,78543,388119,54087,15036,824,42822,2240293,2237123,3170,877296,371591,25.58391089162038
1981:Q2,2987192,2804507,2410788,1152618,1258170,242299,15471,226828,14408,137012,182685,38959,24981,0,2900,2900,0,15781,15731,50,33808,66255,38560,3885,0,23811,705144,591750,111361,83169,397220,56343,14703,891,41457,2282048,2278620,3428,892039,385890,25.93064362518925
1981:Q3,3030655,2839678,2445487,1172021,1273466,248209,15935,232274,14812,131170,190977,39574,25276,0,3091,3091,0,17948,17898,50,35180,69907,39293,4038,0,26576,720493,605455,114800,85209,405446,57776,14266,965,42032,2310161,2306451,3710,903208,397800,26.20833778734536
1981:Q4,3083129,2883139,2485585,1194394,1291191,253950,16274,237676,15311,128293,199990,40262,25700,0,3298,3298,0,20364,20339,25,37028,73338,40079,4293,0,28966,736062,619777,115997,85315,418465,58628,13744,1017,42896,2347067,2343154,3913,917883,411573,26.40645085872329
1982:Q1,3133897,2932137,2524585,1220457,1304128,257127,16678,240449,15410,135014,201760,40582,26211,0,3080,3080,0,21893,21868,25,38721,71273,40957,4482,0,25834,755349,631397,114721,85980,430697,59291,13774,877,50009,2378548,2376549,1999,931693,426271,26.54549580684892
1982:Q2,3173384,2969346,2554064,1248779,1305285,260968,17054,243914,15629,138685,204039,41153,26769,0,2945,2945,0,23247,23247,0,40591,69334,42067,4439,0,22827,783595,650036,114130,88514,447392,61728,13941,971,56919,2389789,2387628,2161,946235,436220,27.20055962785805
1982:Q3,3194342,2986686,2575497,1267600,1307897,263285,17296,245989,16003,131900,207656,42335,27392,0,3014,3014,0,24252,24252,0,42703,67959,42987,4528,0,20445,809648,667117,112249,89527,465341,63095,14450,1077,63908,2384694,2382280,2414,954136,442527,27.97497394897344
1982:Q4,3216882,3005156,2589753,1281919,1307834,265251,17500,247751,16566,133586,211726,44008,28100,0,3244,3244,0,24961,24961,0,45009,66404,43289,4678,0,18438,828370,677654,109439,88580,479636,63055,15235,954,71472,2388512,2385483,3029,959143,444883,28.37140884516786
1983:Q1,3259408,3041159,2618859,1300941,1317918,265412,17703,247709,16582,140305,218249,46000,28909,0,3987,3987,0,25509,25509,0,46965,66880,42775,4702,0,19403,848173,695767,108888,89344,497536,61351,15738,1079,74238,2411235,2407716,3519,965490,444815,28.85523387713608
1983:Q2,3276776,3052537,2634449,1314246,1320203,265470,17907,247563,16796,135822,224239,48048,29837,0,4711,4711,0,26274,26274,0,48878,66492,41320,4679,0,20493,870215,712881,110273,90873,511736,62266,16224,1189,77655,2406561,2402873,3688,969909,447029,29.62241310805292
1983:Q3,3307404,3075873,2663921,1335015,1328906,265973,18246,247727,17282,128697,231531,50223,30796,0,5386,5386,0,27574,27574,0,50683,66868,39947,4714,0,22208,891227,729855,110852,91569,527434,62716,16668,1323,80665,2416177,2412284,3893,977767,452920,30.20703509203016
1983:Q4,3361506,3120868,2704844,1361201,1343643,268062,18639,249423,17915,130047,240638,52493,31700,0,6023,6023,0,29305,29305,0,52404,68713,39667,4747,0,24299,914281,748980,111560,92163,545258,62983,17081,1143,84094,2447225,2443271,3954,989084,459546,30.60529346731851
1984:Q1,3397958,3144250,2720812,1387310,1333502,269351,18869,250482,18024,136063,253708,53425,32533,0,6139,6139,0,31772,31772,0,54394,75445,48243,4753,0,22449,943824,775239,115513,94126,565599,62914,17188,1232,87251,2454134,2449819,4315,997532,465403,31.58910381154813
1984:Q2,3422713,3164136,2738911,1412398,1326513,271346,19174,252172,18478,135401,258578,54469,33281,0,6155,6155,0,34252,34252,0,56277,74143,48907,4761,0,20475,978585,807403,121669,94928,590806,64770,17359,1383,87669,2444129,2439683,4446,1008505,475800,33.03440245108983
1984:Q3,3452873,3190023,2765063,1444382,1320681,273073,19318,253755,19160,132727,262851,55853,34089,0,5920,5920,0,36765,36765,0,57892,72332,49658,4798,0,17875,1012962,836358,126719,95901,613738,66509,17690,1405,91000,2439911,2435404,4507,1020862,484858,34.2782235438428
1984:Q4,3488875,3221700,2789414,1473981,1315433,275477,19643,255834,19854,136955,267175,57539,35100,0,5481,5481,0,39311,39311,0,59293,70451,50724,4826,0,14901,1043630,862648,129331,95807,637510,67829,18151,1329,93673,2445245,2441096,4149,1032998,493846,35.27859815418147
1985:Q1,3523534,3248343,2813346,1503676,1309670,276396,19953,256443,20214,138387,275191,59851,36370,0,5468,5468,0,41009,41009,0,60657,71836,52726,4842,0,14269,1074620,886857,129531,95730,661596,67916,18775,1421,99651,2448914,2444501,4413,1042726,504211,36.2142902468231
1985:Q2,3544969,3261576,2830101,1525096,1305005,277918,20120,257798,20620,132937,283393,62458,37956,0,5488,5488,0,42493,42493,0,61926,73072,54588,4721,0,13763,1110761,915931,132549,96194,687188,69987,19494,1422,103927,2434209,2429887,4322,1050128,511890,37.62747102815309
1985:Q3,3586572,3294305,2863586,1558836,1304750,279980,20276,259704,21259,129480,292268,65757,39489,0,5588,5588,0,43447,43447,0,62957,75030,56533,4616,0,13881,1140220,929119,132975,96350,699794,70920,20450,1435,118297,2446352,2442003,4349,1062939,520924,37.9797584661439
1985:Q4,3654992,3353922,2912260,1603320,1308940,283728,20657,263071,22011,135923,301070,71771,40600,0,5754,5754,0,43983,43983,0,63798,75165,56258,4532,0,14375,1145535,933047,131383,93849,707816,66558,21596,1512,122822,2509458,2503891,5567,1081326,530747,37.18122322006656
1986:Q1,3700177,3382671,2943501,1636177,1307324,284415,20993,263422,22408,132347,317506,73166,41380,3122,9425,9425,0,43818,43818,0,69046,77549,58108,4332,0,15109,1154874,951070,130931,93922,726217,54197,21836,1596,126175,2545302,2539603,5699,1100574,539573,37.36570028770507
1986:Q2,3739466,3413772,2975024,1665343,1309681,287953,21527,266426,22842,127953,325694,73741,41918,3182,10008,10008,0,45091,45091,0,71303,80451,60130,4352,0,15969,1174334,972756,132147,94736,745873,50678,22148,1654,127097,2565132,2559302,5830,1118001,548309,37.92226703801646
1986:Q3,3790297,3457095,3016220,1701314,1314906,291699,21945,269754,23532,125643,333203,73975,42224,3208,10530,10530,0,46259,46259,0,73364,83643,62033,4157,0,17453,1190986,988495,132675,93028,762792,49627,22637,1678,128549,2599311,2593374,5937,1139131,556317,38.02913140765046
1986:Q4,3834463,3498187,3054746,1735568,1319178,294535,22337,272198,24417,124489,336276,74350,42308,3227,10771,10771,0,44676,44676,0,74822,86123,62879,3931,0,19313,1207873,1000195,131977,93021,775197,51446,23269,1659,131304,2626590,2620479,6111,1158581,564459,38.07960273307975
1987:Q1,3879503,3543553,3093671,1758705,1334966,296519,22781,273738,24779,128584,335949,74594,42014,3220,10720,10720,0,42950,42950,0,75513,86939,62488,3726,0,20724,1223531,1016511,131935,92672,791904,54924,23459,1795,126841,2655972,2649877,6095,1173258,571047,38.27267834996479
1987:Q2,3911456,3579612,3128899,1777499,1351400,297568,23183,274385,25450,127695,331844,74788,41183,3166,10365,10365,0,40438,40438,0,75274,86630,60734,3634,0,22261,1236455,1031021,136343,93540,801138,53811,23480,1845,126297,2675001,2668792,6209,1185030,579853,38.54282992342392
1987:Q3,3944440,3615642,3163813,1797941,1365872,298854,23646,275208,26521,126454,328797,74980,40436,3117,9971,9971,0,38352,38352,0,75167,86775,58864,3489,0,24422,1249085,1044727,139569,93716,811442,54615,23542,2057,124144,2695354,2689248,6106,1197769,589773,38.76030130192707
1987:Q4,4000454,3669599,3208385,1819652,1388733,303633,23863,279770,28106,129475,330855,75214,40390,3118,9799,9799,0,37909,37909,0,76252,88173,57753,3461,0,26959,1270780,1064863,140669,101461,822733,56506,23851,698,124862,2729674,2727458,2216,1211463,602963,39.01063895983602
1988:Q1,4071928,3728172,3258009,1844131,1413878,307457,24246,283211,29092,133614,343756,76787,42658,3875,9796,9796,0,40185,40185,0,78516,91939,57432,3387,0,31120,1298153,1083585,142092,101409,840084,60292,24369,700,129207,2773774,2771353,2421,1221972,616278,39.06536956294003
1988:Q2,4135343,3776339,3300172,1867284,1432888,310739,24768,285971,30379,135049,359004,78201,44704,4558,9897,9897,0,43716,43716,0,81939,95989,57435,3398,0,35156,1326524,1109191,146079,103322,859790,57996,25051,734,133552,2808818,2806257,2561,1234700,626583,39.48960009252956
1988:Q3,4195188,3822935,3340495,1889072,1451423,313491,25065,288426,32074,136875,372253,79028,45875,4948,10079,10079,0,47078,47078,0,85529,99716,57651,3498,0,38567,1356384,1133921,148502,106237,879181,57922,25860,783,137898,2838804,2836143,2661,1245276,636803,39.94360734308978
1988:Q4,4259505,3877709,3388668,1914597,1474071,319662,25557,294105,33847,135532,381797,79791,46957,5310,10318,10318,0,47846,47846,0,88294,103281,58155,3522,0,41603,1383590,1149256,149960,101157,898139,63925,26761,1404,142243,2875916,2871018,4898,1258978,647658,39.96140121922389
1989:Q1,4319660,3932347,3433238,1936338,1496900,323247,25844,297403,35276,140586,387312,80373,47728,5567,10655,10655,0,46631,46631,0,90464,105895,59509,3181,0,43205,1402560,1160370,151423,103536,905411,65171,27852,1706,147461,2917100,2911976,5124,1267333,658020,39.77822401942284
1989:Q2,4377963,3989362,3486034,1966154,1519880,326247,26103,300144,36649,140432,388602,80221,47395,5455,11129,11129,0,43064,43064,0,92268,109069,61603,2785,0,44682,1424315,1175608,156759,105185,913665,64939,29234,1854,152679,2953649,2948156,5493,1282745,670602,39.8018982675885
1989:Q3,4412836,4024434,3519714,1979718,1539996,330592,26559,304033,38314,135814,388403,80064,47061,5344,11605,11605,0,39090,39090,0,93781,111458,63207,2716,0,45535,1444067,1187455,160650,103855,922950,66361,30543,1811,157897,2968769,2963151,5618,1286008,680093,39.99822289170243
1989:Q4,4459889,4070055,3557102,1997856,1559246,333527,26921,306606,39929,139497,389833,80976,48351,5775,11946,11946,0,35146,35146,0,95080,112559,63763,2784,0,46012,1460969,1197882,162723,105565,929594,66469,31417,2085,163116,2998920,2991042,7878,1294358,688411,39.94379343290067
1990:Q1,4495229,4103999,3584416,2025463,1558953,336256,27110,309146,40943,142385,391230,81907,49581,6185,12183,12183,0,33520,33520,0,96140,111714,63420,2588,0,45706,1465272,1201249,162736,106969,931544,67828,31781,2119,162295,3029957,3021902,8055,1306701,697636,39.64575114539453
1990:Q2,4516951,4126075,3604708,2047457,1557251,336848,27404,309444,42362,142158,390875,82404,50159,6378,12347,12347,0,32654,32654,0,96941,109993,61951,2516,0,45526,1465094,1202302,165597,106292,930412,67270,31863,2186,161474,3051856,3043558,8298,1313933,704608,39.39574696620167
1990:Q3,4537660,4145204,3618668,2059155,1559513,338543,27596,310947,44099,143894,392456,83368,51449,6808,12452,12452,0,32004,32004,0,97495,108880,60466,2443,0,45971,1462754,1202731,166892,106555,929283,65278,31919,2174,160653,3074906,3066511,8395,1320377,711871,39.11438338009973
1990:Q4,4550450,4158957,3627450,2065740,1561710,340707,27855,312852,46014,144787,391493,83198,51019,6665,12512,12512,0,31052,31052,0,97817,109230,60023,2417,0,46790,1457105,1197957,166680,106389,924888,66417,32000,898,159833,3093346,3090141,3205,1322744,717431,38.72689889232629
1991:Q1,4545027,4153427,3615560,2059603,1555957,343634,27870,315764,47303,146929,391600,83989,50085,6353,12497,12497,0,29581,29581,0,97716,111379,60765,2344,0,48270,1453629,1191102,165655,104855,920592,69889,32143,814,159681,3091398,3088281,3117,1327060,724556,38.52957308986101
1991:Q2,4540039,4143790,3612153,2061892,1550261,342711,27889,314822,48754,140172,396250,85255,51375,6784,12373,12373,0,28256,28256,0,97500,114706,62429,2402,0,49876,1454357,1194246,167327,106036,920884,66997,32226,859,160029,3085682,3082602,3080,1333624,726450,38.70282331495551
1991:Q3,4508126,4112448,3586967,2066434,1520533,341890,28512,313378,50326,133264,395678,84504,52250,7076,12254,12254,0,26934,26934,0,96420,116241,64175,2460,0,49606,1439543,1178337,167718,105909,904710,65630,32372,827,162377,3068583,3065439,3144,1341238,726511,38.40004821065258
1991:Q4,4482159,4082622,3556622,2064693,1491929,341091,28220,312871,51819,133090,399537,85327,53228,7402,12249,12249,0,26024,26024,0,96724,118583,65021,2599,0,50962,1434291,1169744,166737,105376,897631,67752,32479,841,163475,3047867,3043769,4098,1336201,719540,38.37909223445192
1992:Q1,4476198,4068371,3532868,2056600,1476268,343173,28463,314710,52461,139869,407826,87603,56386,8456,12356,12356,0,25359,25359,0,97908,119758,65265,2529,0,51964,1433692,1162450,165571,105576,891303,70839,32641,828,166934,3042505,3038375,4130,1333381,719604,38.20700911985583
1992:Q2,4464228,4050967,3514657,2053232,1461425,342938,28655,314283,53881,139491,413261,88771,57853,8946,12560,12560,0,24769,24769,0,99961,120401,64871,2438,0,53092,1432026,1158199,168579,105666,883955,69787,32794,853,170393,3032201,3028025,4176,1349465,722537,38.19665004494186
1992:Q3,4458608,4036392,3497867,2055111,1442756,342624,28910,313714,55451,140450,422216,90651,59755,9163,13040,13040,0,24858,24858,0,102668,122081,64206,2530,0,55344,1426821,1150049,170036,104953,875059,70374,32956,841,172602,3031787,3027567,4220,1359155,725306,37.93302881237447
1992:Q4,4456139,4029954,3489791,2065203,1424588,341465,28926,312539,57225,141474,426184,90703,60195,9727,12976,12976,0,25169,25169,0,103812,123602,64103,2528,0,56971,1428852,1143421,169474,106320,867627,74065,33121,933,177312,3027287,3022581,4706,1380595,730624,37.77048053310463
1993:Q1,4493096,4059686,3511525,2084576,1426949,342948,29064,313884,58190,147023,433409,92089,61900,9449,13288,13288,0,23509,23509,0,106272,126902,64491,2632,0,59779,1421076,1131448,165010,105261,861177,77383,32710,959,178576,3072020,3067326,4694,1394264,736460,36.83075181999487
1993:Q2,4517949,4078815,3531400,2103092,1428308,344477,29513,314964,59415,143523,439134,92689,62434,10019,13386,13386,0,22990,22990,0,107041,130575,65175,2689,0,62711,1419334,1130992,170132,105284,855575,75235,32276,992,179840,3098615,3094020,4595,1408435,743019,36.49990371763219
1993:Q3,4549519,4104677,3559356,2122720,1436636,345553,29829,315724,60375,139393,444843,93173,62271,10727,13453,13453,0,22629,22629,0,107576,135014,65991,2754,0,66269,1414189,1126103,170404,105451,850249,74097,31850,1034,181105,3135330,3130723,4607,1420160,749130,35.91658110271035
1993:Q4,4594711,4140930,3591179,2145818,1445361,347756,30066,317690,62097,139898,453782,93935,63605,10865,15084,13600,1484,21850,21850,0,108731,139711,66700,2809,0,70202,1414031,1123465,173860,104083,845522,75547,31387,1263,182369,3180681,3175202,5479,1424764,756397,35.32153003779314
1994:Q1,4664784,4199676,3639276,2177910,1461366,351868,30321,321547,63149,145383,465108,97729,64735,11153,12640,11124,1516,20829,20829,0,112710,145312,67230,2886,0,75196,1417905,1122256,175714,104869,841673,79327,31496,1257,183569,3246879,3241336,5543,1437294,761792,34.5641369635991
1994:Q2,4739337,4254546,3692764,2213792,1478972,356013,30707,325306,64231,141538,484791,100191,65545,13097,17056,15507,1549,22635,22635,0,116549,149718,67707,2946,0,79065,1429073,1129432,182362,105435,841634,77869,32000,1252,188520,3310264,3304729,5535,1446695,767723,34.11909596825817
1994:Q3,4791376,4290693,3724413,2228360,1496053,358816,31054,327762,65581,141883,500683,104345,66512,13326,17707,16126,1581,22891,22891,0,121182,154720,68155,3006,0,83559,1441225,1135531,187236,105718,842577,78658,32320,1245,193471,3350151,3344650,5501,1461687,778156,33.89491760538868
1994:Q4,4859895,4343667,3769774,2256328,1513446,359957,31165,328792,67201,146735,516228,106272,67176,15108,19944,18330,1614,23800,23800,0,125024,158904,68747,2979,0,87178,1454047,1138806,189177,108682,840947,82964,32807,1048,198422,3405848,3400968,4880,1480291,789622,33.43679410957771
1995:Q1,4920914,4381566,3799934,2274349,1525585,363244,31384,331860,69109,149279,539348,111358,68800,15123,22101,20338,1763,23022,23022,0,130824,168120,69821,2952,0,95347,1472403,1147745,191612,110490,845643,88932,32898,1004,201823,3448511,3443626,4885,1499549,798928,33.28234319017785
1995:Q2,4972189,4416116,3831958,2297937,1534021,368026,31481,336545,70196,145936,556072,113698,69532,16149,23157,21244,1913,22669,22669,0,133440,177427,70864,2922,0,103641,1488325,1160622,197179,110801,852642,88473,33006,1000,205224,3483863,3479007,4856,1508304,803373,33.31422472853655
1995:Q3,5040955,4465639,3881356,2331297,1550059,371077,31617,339460,71698,141508,575316,117415,70711,16374,24763,22701,2062,22104,22104,0,137647,186303,70847,2897,0,112559,1507466,1174013,200339,112099,861574,90679,33156,992,208625,3533490,3528635,4855,1515833,810669,33.22531681003678
1995:Q4,5111170,4518697,3928967,2361720,1567247,373810,31778,342032,72483,143436,592473,119807,71459,17035,25838,23626,2212,21747,21747,0,140320,196267,71497,2917,0,121853,1527838,1185165,200634,114605,869926,96728,33358,561,212026,3583332,3579726,3606,1525619,815453,33.0743906684424
