date,Finance companies; total financial assets,Finance companies; checkable deposits and currency; asset,Finance companies; total time and savings deposits; asset,Finance companies; corporate and foreign bonds; asset,Finance companies; loans; asset,Finance companies; nonfinancial business loans, including Paycheck Protection Program loans; asset,Finance companies; total mortgages; asset,Finance companies; consumer credit; asset,Finance companies; U.S. direct investment abroad (market value); asset,Finance companies; total miscellaneous assets,Finance companies; total liabilities,Finance companies; debt securities; liability,Finance companies; commercial paper; liability,Finance companies; corporate and foreign bonds; liability,Finance companies; loans; liability,Finance companies; depository institution loans n.e.c., including loans through the Paycheck Protection Program Liquidity Facility (PPPLF); liability,Finance companies; other loans and advances; liability,Finance companies; total taxes payable; liability,Finance companies; foreign direct investment in U.S.: intercompany debt; liability (market value),Finance companies; total miscellaneous liabilities,Finance companies; investment by parent companies; liability,Finance companies; unidentified miscellaneous liabilities,Finance companies; foreign direct investment in U.S.: equity; liability (market value),Finance companies; consumer leases; asset
1991:Q1,623600,10345,5570,46522,516147,265459,119752,130936,27401,17615,590252,368461,184974,183487,29471,29471,0,1555,434,190331,61599,128732,1660,27700
1991:Q2,629797,10019,6680,48812,522590,266945,124401,131244,23410,18286,605189,368224,181757,186467,33098,33098,0,1669,2465,199733,66861,132872,8828,30107
1991:Q3,622999,11107,7404,54108,503208,265605,109497,128106,24397,22775,601068,360841,173723,187118,33957,33957,0,1790,1146,203334,63639,139695,4351,31893
1991:Q4,647055,12165,8110,59266,513283,263800,123590,125893,27033,27198,625322,376896,182613,194283,34844,34844,0,1924,1202,210456,70543,139913,5862,33530
1992:Q1,649052,12036,8024,58637,513678,260589,130328,122761,31979,24698,636615,379512,183177,196335,30709,30709,0,2070,1292,223032,69986,153046,6446,34587
1992:Q2,629618,11482,7654,55935,504665,263023,120811,120831,30468,19414,623275,371991,172560,199431,32545,32545,0,2226,1382,215131,60481,154650,6772,37567
1992:Q3,638384,12130,8086,59092,507927,256724,129822,121381,30258,20891,635422,378973,179111,199862,34446,34446,0,2392,1476,218135,61022,157113,7400,39032
1992:Q4,645587,12556,8371,61171,513802,264909,126267,122626,29485,20202,647389,377509,174369,203140,39138,39138,0,2565,896,227281,64593,162688,4520,39012
1993:Q1,618801,13335,8890,64966,480719,255029,113292,112398,26910,23981,626544,364185,159325,204860,36731,36731,0,2749,585,222294,61342,160952,2863,40601
1993:Q2,640420,13823,9215,67343,488975,250894,127779,110302,35335,25729,643673,356099,150436,205663,42592,42592,0,2945,1112,240925,70478,170447,5152,44015
1993:Q3,642426,13444,10999,71449,485212,248006,126473,110733,33227,28095,652487,359115,145930,213185,47704,47704,0,3146,1357,241165,69815,171350,6048,47275
1993:Q4,683089,14072,11513,74787,488311,249047,123130,116134,65302,29104,663905,365098,149457,215641,50201,50201,0,3342,2465,242799,65776,177023,10696,49255
1994:Q1,678480,14225,11639,75602,484311,253565,110974,119772,67799,24904,667471,377098,155049,222049,43690,43690,0,3537,2390,240756,57127,183629,10539,52679
1994:Q2,678293,14601,11947,77603,485995,259174,102867,123954,66988,21159,676368,390257,159669,230588,37894,37894,0,3734,2477,242006,55658,186348,10944,58252
1994:Q3,680734,14918,12205,79283,490130,258560,101560,130010,66879,17319,690726,398667,158716,239951,37098,37098,0,3930,2498,248533,55658,192875,11035,63159
1994:Q4,672657,15500,12681,82376,512680,274916,103343,134421,36537,12883,722369,418949,171566,247383,38902,38902,0,4122,1306,259090,54118,204972,6080,67461
1995:Q1,692561,16433,13446,87339,521855,285122,101375,135358,37821,15667,745062,435010,167550,267460,37095,37095,0,4291,1071,267595,52731,214864,5211,71800
1995:Q2,717050,16811,13755,89347,543529,291433,110807,141289,38096,15512,773193,444951,166858,278093,42302,42302,0,4483,997,280460,59667,220793,4842,75673
1995:Q3,724015,16944,13864,90055,549456,288967,114765,145724,38218,15478,782344,449346,162830,286516,43235,43235,0,4685,1158,283920,61543,222377,5670,78957
1995:Q4,740377,16309,16309,95345,559218,301604,105491,152123,34982,18214,805075,468641,168617,300024,41643,41643,0,4864,1486,288441,57725,230716,9545,80848
1996:Q1,760447,16574,16574,96890,576314,303542,120257,152515,36394,17701,824963,475683,168174,307509,50491,50491,0,5049,1640,292100,61451,230649,10110,83386
1996:Q2,765249,16813,16813,98291,579247,305721,119661,153865,37558,16527,834963,488577,169568,319009,49991,49991,0,5259,1803,289333,63305,226028,11018,86729
1996:Q3,772236,17517,17517,102407,578707,299021,123847,155839,38397,17691,845080,497750,173311,324439,48332,48332,0,5469,1542,291987,65185,226802,9550,90185
1996:Q4,803063,18953,18953,110801,586313,304692,126724,154897,45148,22895,876505,514778,177984,336794,54118,54118,0,5663,1788,300158,61353,238805,12896,93177
1997:Q1,818663,18976,18976,110934,594177,308023,128558,157596,45571,30029,886249,516794,185857,330937,50732,50732,0,5847,2132,310744,60948,249796,14498,96563
1997:Q2,830540,20144,20144,117766,589057,302104,125282,161671,47248,36181,897856,548485,194460,354025,52354,52354,0,6051,2094,288872,49653,239219,13730,99779
1997:Q3,847284,19050,19050,111370,621287,307503,149090,164694,47712,28815,911576,523755,190475,333280,56494,56494,0,6271,1585,323471,66508,256963,10527,97751
1997:Q4,861027,18554,22677,120521,600265,304094,128629,167542,61698,37312,911683,544093,202613,341480,52555,52555,0,6473,1204,307358,50863,256495,9785,98800
1998:Q1,847264,19610,23968,127383,607503,309089,133161,165253,57433,11367,902279,566047,212935,353112,51089,51089,0,6670,1127,277346,48468,228878,9039,97486
1998:Q2,872505,20116,24586,130668,623131,315670,137098,170363,61307,12697,925888,594667,227355,367312,56968,56968,0,6884,1372,265997,38155,227842,10766,99656
1998:Q3,867511,18653,22798,121165,639574,313499,149901,176174,63304,2017,915281,586545,228577,357968,50745,50745,0,7100,1268,269623,44796,224827,9739,97835
1998:Q4,969924,19644,24010,127605,685154,340919,160890,183345,110401,3110,960772,598983,233340,365643,49534,49534,0,7293,1817,303145,50789,252356,17170,96605
1999:Q1,1014040,21241,25962,137978,704706,354283,166579,183844,113305,10848,993268,619647,224929,394718,45292,45292,0,7488,1475,319366,52650,266716,12886,97555
1999:Q2,1047863,21855,26712,141965,729760,363143,175630,190987,115699,11872,1029642,646842,233158,413684,47289,47289,0,7702,1882,325927,51813,274114,16707,99590
1999:Q3,1063387,21619,26424,140434,749829,370585,187786,191458,116965,8116,1031913,636604,207705,428899,50156,50156,0,7914,2232,335007,70078,264929,18756,102363
1999:Q4,1057461,21152,31728,154573,792034,395088,195304,201642,40760,17214,1115558,660739,230422,430317,60115,60115,0,8123,2413,384168,112457,271711,22377,102878
2000:Q1,1127602,21529,32294,157329,827819,422737,200092,204990,41238,47393,1209489,680100,232963,447137,54342,54342,0,8338,2133,464576,132551,332025,19652,106636
2000:Q2,1169661,21816,32724,159425,870291,441876,215452,212963,40781,44624,1253505,708258,224256,484002,61700,61700,0,8572,2187,472788,123891,348897,20024,109141
2000:Q3,1214090,22878,34318,167189,899402,441898,228449,229055,41340,48963,1302149,727582,219399,508183,64745,64745,0,8815,2370,498637,133033,365604,19121,110562
2000:Q4,1240970,23722,35584,173357,928526,456178,237899,234449,28058,51723,1343189,743347,240092,503255,63764,63764,0,9074,2127,524878,138582,386296,15579,109447
2001:Q1,1260198,24256,36385,177258,938904,455743,248467,234694,28378,55017,1352592,718484,182768,535716,70262,70262,0,9344,2961,551541,137865,413676,20170,108364
2001:Q2,1285554,23270,34904,170048,985730,477377,265087,243266,28702,42900,1379219,728401,184100,544301,76713,76713,0,9628,3165,561312,140646,420666,21360,112811
2001:Q3,1294006,24147,36221,176461,978106,445526,275416,257164,28427,50644,1380433,732951,174125,558826,76020,76020,0,9926,2260,559276,142965,416311,14894,111532
2001:Q4,1319873,23034,42777,192367,978378,440219,258189,279970,15852,67465,1407098,733687,162368,571319,84305,84305,0,10236,3227,575643,156515,419128,17727,107395
2002:Q1,1310726,22532,41844,188175,977035,435101,258857,283077,16573,64567,1386669,721283,141382,579901,82801,82801,0,10561,3175,568849,142518,426331,17342,102054
2002:Q2,1351066,23073,42851,192700,1009533,440427,275051,294055,16426,66483,1430582,740447,135880,604567,94207,94207,0,10898,2955,582075,150994,431081,17404,101516
2002:Q3,1410459,24183,44912,201971,1048873,435430,301005,312438,16543,73977,1486169,766068,148753,617315,95252,95252,0,11249,3138,610462,162298,448164,19508,94266
2002:Q4,1458544,25201,46801,210467,1082041,444043,330480,307518,12959,81075,1524824,783093,147805,635288,101111,101111,0,11614,3340,625666,179569,446097,15247,89763
2003:Q1,1475115,26226,48705,219026,1079190,441554,327715,309921,12576,89392,1529312,786298,134247,652051,96755,96755,0,11992,6273,627994,178907,449087,30271,88927
2003:Q2,1559997,28155,52288,235140,1129391,442347,359118,327926,12992,102031,1629209,831104,152843,678261,111156,111156,0,12384,6200,668365,200646,467719,30347,84425
2003:Q3,1641387,30386,56430,253769,1172848,430996,367209,374643,13490,114464,1708694,844984,141138,703846,111522,111522,0,12789,6002,733397,198422,534975,31345,83764
2003:Q4,1699518,27069,63162,263751,1204943,441742,370157,393044,20047,120546,1753934,888368,145140,743228,106923,106923,0,13209,5889,739545,202830,536715,39525,79045
2004:Q1,1732095,26569,61995,258880,1253283,458788,382525,411970,20620,110748,1792522,901406,148076,753330,110604,110604,0,13642,6501,760369,211789,548580,42878,76267
2004:Q2,1769693,25546,59607,248908,1316298,453349,426711,436238,21557,97777,1824225,910779,151519,759260,119173,119173,0,14088,6666,773519,234641,538878,46066,75260
2004:Q3,1811599,25974,60607,253082,1351672,437235,443319,471118,21967,98297,1865299,932021,165076,766945,131173,131173,0,14549,6848,780708,244070,536638,48192,73878
2004:Q4,1876681,26278,61314,256037,1419847,451548,475953,492346,18728,94477,1938380,992675,175322,817353,136948,136948,0,15024,3794,789939,257694,532245,28558,74122
2005:Q1,1861274,25476,59444,248228,1423009,447872,481756,493381,18807,86310,1918453,1010642,161177,849465,129272,129272,0,17735,4232,756572,258397,498175,32119,75947
2005:Q2,1889890,25921,60483,252567,1441727,455614,491055,495058,21084,88108,1936808,1013974,148832,865142,129889,129889,0,18287,4053,770605,259993,510612,33790,80147
2005:Q3,1800448,20960,48906,204224,1465216,450999,505792,508425,23151,37991,1878811,899795,146034,753761,134823,134823,0,19887,4393,819913,275007,544906,34650,82320
2005:Q4,1879592,17409,52226,203548,1537068,479170,541364,516534,22674,46667,1913608,966475,159997,806478,142103,142103,0,16943,6455,781632,312241,469391,47965,85309
2006:Q1,1866746,17148,51444,200501,1544514,482802,560591,501121,26696,26443,1899596,961901,150971,810930,137421,137421,0,17107,6730,776437,319007,457430,50747,91705
2006:Q2,1871684,16237,48711,189849,1576105,497351,572036,506718,27226,13556,1921862,985305,152685,832620,136939,136939,0,16630,7115,775873,327445,448428,50339,97767
2006:Q3,1885460,15695,47084,183508,1614531,490420,591633,532478,29198,-4556,1934903,988034,164014,824020,131487,131487,0,16844,7382,791156,336692,454464,52784,102124
2006:Q4,1946315,15808,47424,184833,1627347,498043,594372,534932,59784,11119,1978044,1014933,165267,849666,129240,129240,0,16969,9006,807896,338536,469360,65604,105956
2007:Q1,1945094,16176,48528,189133,1619478,505429,579815,534234,65209,6570,2012385,1096064,132480,963584,138132,138132,0,15497,7976,754716,327020,427696,60323,110718
2007:Q2,1974377,16418,49255,191967,1619460,509268,563172,547020,87865,9412,2035856,1086853,127034,959819,153453,153453,0,15402,8040,772108,344452,427656,63237,116317
2007:Q3,2006808,16759,50276,195949,1635106,507904,560390,566812,94621,14097,2067158,1103631,119756,983875,176736,176736,0,15695,7786,763310,327807,435503,60460,120465
2007:Q4,2160165,16194,48583,189350,1632708,522957,531857,577894,252042,21288,2069426,1097625,123528,974097,182006,182006,0,15508,12639,761648,321433,440215,86265,122898
2008:Q1,2177763,16964,50893,198352,1649568,541997,525830,581741,236615,25371,2107988,1118050,113543,1004507,183388,183388,0,15667,13710,777173,328662,448511,81677,124934
2008:Q2,2163005,16914,50743,197768,1628416,563927,491585,572904,230958,38206,2098543,1101679,112391,989288,197585,197585,0,15661,14124,769494,319914,449580,77033,121912
2008:Q3,2118859,16682,50047,195057,1606255,557003,468617,580635,194749,56069,2083466,1083805,103261,980544,180873,180873,0,15596,14488,788704,324826,463878,74783,118522
2008:Q4,2043352,16452,49357,192364,1549149,539882,447886,561381,174482,61548,2008776,1025341,100885,924456,174924,174924,0,15424,14596,778491,313046,465445,60088,111090
2009:Q1,1987728,17079,51238,199695,1492494,516685,440237,535572,159139,68083,1941866,980846,72834,908012,168365,167193,1172,15357,15152,762146,303178,458968,56621,101795
2009:Q2,1970272,17511,52532,204739,1444364,493012,426841,524511,189608,61518,1848315,924769,66766,858003,178834,177464,1370,14563,15652,714497,285033,429464,67074,94012
2009:Q3,1966585,17096,51287,199890,1402501,474268,415611,512622,224674,71137,1796824,913259,58972,854287,161685,161685,0,13779,16113,691988,279265,412723,78288,90228
2009:Q4,1856988,16987,50960,198615,1326997,448885,397357,480755,192322,71107,1717846,899562,62074,837488,144501,144501,0,12659,16926,644198,280451,363747,88355,85370
2010:Q1,1862681,15877,47630,87325,1436267,447526,386863,601878,196921,78661,1712396,922116,63987,858129,125990,125896,94,12555,16984,634751,277340,357411,90307,80746
2010:Q2,1816795,16140,48421,86006,1400942,439207,371051,590684,173880,91406,1676178,897070,63082,833988,120589,120009,580,12630,16420,629469,273519,355950,76984,77212
2010:Q3,1808529,15528,46584,84412,1390037,445748,361226,583063,195085,76883,1632822,879328,56817,822511,95524,94994,530,12784,17589,627597,272505,355092,92027,74790
2010:Q4,1814274,26534,79602,84123,1321259,372731,243542,704986,225774,76982,1670522,1188281,111029,1077252,92443,91538,905,6028,20314,363456,175688,187768,120266,111827
2011:Q1,1811553,28994,86983,84436,1300414,371665,236833,691916,239462,71264,1651104,1173614,114440,1059174,94329,93798,531,5889,19908,357364,172676,184688,126580,112750
2011:Q2,1785712,31732,95195,86157,1273344,361262,227786,684296,234505,64779,1627494,1162109,108727,1053382,90456,89444,1012,5745,20109,349075,170967,178108,127462,113459
2011:Q3,1768873,33739,101217,88663,1264487,361948,217715,684824,192893,87874,1657109,1164775,111762,1053013,99362,98338,1024,6563,20284,366125,168096,198029,107003,115112
2011:Q4,1780829,31664,94991,85002,1274551,375763,211223,687565,211552,83069,1652450,1158531,120987,1037544,103335,102080,1255,6702,16158,367724,163721,204003,90429,119737
2012:Q1,1790412,31267,93801,84900,1262038,375495,206346,680197,237329,81077,1639252,1151607,122810,1028797,98847,97548,1299,6998,15157,366643,157087,209556,98840,124200
2012:Q2,1734708,28589,85768,86899,1243223,375681,192277,675265,220278,69951,1604696,1128436,122535,1005901,105195,103475,1720,6626,14966,349473,151013,198460,93862,129902
2012:Q3,1746556,30796,92387,85315,1242171,377473,188058,676640,232796,63091,1610685,1126468,123055,1003413,117564,115846,1718,6481,15002,345170,150439,194731,97890,137166
2012:Q4,1724393,27843,83528,78701,1246241,386975,179481,679785,230701,57379,1589673,1084452,129147,955305,120667,118522,2145,6717,14037,363800,162821,200979,95897,144029
2013:Q1,1725534,30176,90527,74999,1236623,390907,174432,671284,245294,47915,1578610,1072147,121822,950325,120831,118690,2141,6918,13994,364720,160440,204280,104613,149809
2013:Q2,1715019,30007,90022,70078,1240564,394821,171164,674579,238928,45420,1579844,1066162,119555,946607,129876,127504,2372,6756,13908,363142,162643,200499,106534,157165
2013:Q3,1746036,34180,102539,69971,1241224,396898,165875,678451,258184,39938,1596069,1077540,124874,952666,129096,126688,2408,6991,13264,369178,163014,206164,106346,163896
2013:Q4,1736446,32062,96186,67939,1237490,401336,157014,679140,263679,39090,1591375,1078333,118815,959518,130986,128647,2339,6774,11167,364115,161776,202339,98218,167347
2014:Q1,1728344,32872,98617,71832,1221996,397961,154100,669935,261749,41278,1583175,1054631,114018,940613,127455,125178,2277,7448,12188,381453,167016,214437,106686,172147
2014:Q2,1728784,32325,96976,72451,1222685,401356,149646,671683,264916,39431,1584301,1059862,109795,950067,125207,122965,2242,7477,12241,379514,165076,214438,109697,177680
2014:Q3,1732154,31115,93346,69928,1226499,401676,148183,676640,253466,57800,1601913,1066592,115754,950838,132400,130227,2173,7683,13250,381988,162434,219554,109749,184354
2014:Q4,1745286,31894,95683,73938,1243717,411532,148083,684102,243926,56128,1627026,1080315,117764,962551,141227,139144,2083,7766,13321,384397,162732,221665,116214,188938
2015:Q1,1752481,32054,96162,68839,1234662,412333,144863,677466,251998,68766,1638801,1080032,114737,965295,144279,142181,2098,8395,13741,392354,159646,232708,117461,193319
2015:Q2,1734839,32943,98829,71818,1232348,416253,134030,682065,254299,44602,1623988,1060680,122086,938594,151706,149634,2072,8610,13606,389386,153113,236273,113424,199176
2015:Q3,1712662,33793,101380,70468,1239934,422822,127861,689251,233043,34044,1633566,1066468,121968,944500,153232,150371,2861,8707,12326,392833,152480,240353,96163,206874
2015:Q4,1603642,30406,91219,62654,1125483,404691,159465,561327,235717,58163,1495692,953441,66869,886572,159450,155767,3683,7620,11246,363935,156630,207305,92543,176080
2016:Q1,1613448,34383,103148,64021,1092499,384836,155829,551834,240820,78577,1495525,936519,66355,870164,160957,157269,3688,8580,10637,378832,147444,231388,91150,180387
2016:Q2,1579925,23174,69522,76754,1079521,382361,149073,548087,258891,72063,1452631,915798,68469,847329,158444,154774,3670,7765,11247,359377,146970,212407,95513,184356
2016:Q3,1574128,21573,64718,80229,1080406,382948,143743,553715,273468,53734,1434841,897860,67283,830577,161226,157601,3625,7987,11814,355954,138043,217911,99556,187188
2016:Q4,1531448,20758,62274,73130,1074679,387995,138319,548365,255577,45030,1411713,886308,71419,814889,159470,155998,3472,7870,8947,349118,132610,216508,76694,189519
2017:Q1,1526903,19002,57006,70124,1065289,388786,134138,542365,277642,37840,1379865,858763,67786,790977,157994,154709,3285,7712,8927,346469,130499,215970,79820,189274
2017:Q2,1516156,18354,55063,67969,1060986,388142,129548,543296,280442,33342,1373284,848642,69070,779572,156709,153589,3120,7760,8717,351456,133864,217592,80509,191053
2017:Q3,1511536,17732,53197,64359,1051806,383153,127799,540854,297293,27149,1351398,854880,69298,785582,157243,153973,3270,6807,8644,323824,128257,195567,83749,192537
2017:Q4,1523610,18613,55838,63783,1052316,387212,123796,541308,304773,28287,1344417,835107,72150,762957,148121,144741,3380,18281,9288,333620,139043,194577,95718,193240
2018:Q1,1499980,17322,51965,62668,1042741,387073,125538,530130,302127,23157,1321657,832972,66943,766029,149812,146517,3295,17618,9011,312244,135985,176259,95281,192786
2018:Q2,1487166,13597,40792,59971,1044485,390740,122569,531176,297829,30492,1318935,854909,69341,785568,148152,144914,3238,16035,8622,291217,133186,158031,100643,193694
2018:Q3,1492482,15085,45255,61355,1042269,391849,117800,532620,302956,25562,1316144,878682,65094,813588,144138,143210,928,15160,8726,269438,132882,136556,110046,193982
2018:Q4,1490126,14265,42796,55263,1046195,397054,114774,534367,277224,54383,1319402,879162,64605,814557,147703,147069,634,15312,9101,268124,128160,139964,102084,193889
2019:Q1,1512273,13703,41108,54065,1050631,400950,120295,529386,307062,45704,1307327,859216,64712,794504,150732,150105,627,15515,9195,272669,127670,144999,116807,192898
2019:Q2,1525320,13507,40521,53105,1053206,401188,118682,533336,318105,46876,1298538,844884,65392,779492,149565,148940,625,15011,9457,279621,125014,154607,125507,191672
2019:Q3,1525294,12802,38406,56737,1049034,394018,118880,536136,321436,46879,1296216,850033,59801,790232,153040,152146,894,14594,10297,268252,124053,144199,139030,191813
2019:Q4,1536782,12249,36748,59980,1041622,386679,117211,537732,334717,51466,1286397,835375,63533,771842,153645,152656,989,14942,9568,272867,122686,150181,142686,191494
2020:Q1,1495463,16484,49453,58813,1043781,399981,115262,528538,268749,58183,1325536,859355,61726,797629,160579,159636,943,15012,9436,281154,120594,160560,115761,188991
2020:Q2,1538980,20748,62244,68150,1021248,373077,111801,536370,305814,60776,1326162,849029,50836,798193,167050,166468,582,15153,9257,285673,116842,168831,139686,183666
2020:Q3,1543183,17017,51052,69905,1028987,372425,107933,548629,320669,55553,1301749,816438,42465,773973,175204,174485,719,14435,9454,286218,113052,173166,154582,182105
2020:Q4,1606626,16420,49261,73559,1031699,370252,110043,551404,372585,63102,1307333,815204,41832,773372,178422,177929,493,14438,9398,289871,117698,172173,174863,182060
2021:Q1,1634956,15749,47247,69685,1042851,373678,108628,560545,414752,44672,1290936,795008,41524,753484,175440,175343,97,14854,9232,296402,117030,179372,189606,182843
2021:Q2,1690255,16279,48837,77579,1061203,381939,106994,572270,447257,39100,1318321,798995,40875,758120,216187,216079,108,13755,8838,280546,106496,174050,211769,184021
2021:Q3,1671544,16537,49610,83792,1051483,368084,105439,577960,446570,23552,1292017,761645,38912,722733,209125,209014,111,14640,8817,297790,103692,194098,213086,180713
2021:Q4,1682193,15598,46793,98583,1026942,344850,104633,577459,485059,9218,1263927,770205,37614,732591,194549,194443,106,13729,8125,277319,104387,172932,231113,176322
