date,Exchange-traded funds; total financial assets,Exchange-traded funds; money market fund shares; asset,Exchange-traded funds; debt securities; asset,Exchange-traded funds; Treasury securities; asset,Exchange-traded funds; municipal securities; asset,Exchange-traded funds; corporate and foreign bonds; asset,Exchange-traded funds; corporate equities; asset,Exchange-traded funds; unidentified miscellaneous assets,Exchange-traded funds; total financial assets,Exchange-traded funds; total financial assets in domestic equity funds,Exchange-traded funds; total financial assets in world equity funds,Exchange-traded funds; total financial assets in other funds (commodity funds),Exchange-traded funds; total financial assets in hybrid funds,Exchange-traded funds; total financial assets in taxable bond funds,Exchange-traded funds; total financial assets in municipal bond funds
1945:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002:Q3,82259,0,3933,2209,0,1724,78326,0,82259,74016,4310,0,0,3933,0
2002:Q4,102142,0,3914,2057,0,1857,98228,0,102142,92904,5324,0,0,3914,0
2003:Q1,100831,0,3669,1614,0,2055,97162,0,100831,92004,5157,0,0,3669,0
2003:Q2,121572,0,3868,1367,0,2501,117704,0,121572,109585,8119,0,0,3868,0
2003:Q3,119753,0,4206,1860,0,2346,115547,0,119753,106180,9367,0,0,4206,0
2003:Q4,150983,0,4667,2147,0,2520,146316,0,150983,132332,13984,0,0,4667,0
2004:Q1,161704,0,6088,3108,0,2980,155616,0,161704,135566,20050,0,0,6088,0
2004:Q2,178537,0,6709,3740,0,2969,171828,0,178537,149560,22268,0,0,6709,0
2004:Q3,181392,0,7460,4191,0,3269,173932,0,181392,150030,23902,0,0,7460,0
2004:Q4,227539,0,8515,5005,0,3510,217689,1335,227539,184045,33644,1335,0,8515,0
2005:Q1,231307,0,11316,7286,0,4030,217437,2554,231307,179705,37732,2554,0,11316,0
2005:Q2,245299,0,12421,7946,0,4475,230240,2638,245299,189511,40729,2638,0,12421,0
2005:Q3,262858,0,13955,8952,0,5003,245509,3394,262858,192683,52826,3394,0,13955,0
2005:Q4,300819,0,15003,9691,0,5312,281018,4798,300819,215807,65210,4798,0,15003,0
2006:Q1,329207,0,15478,9857,0,5621,305814,7915,329207,224927,80887,7915,0,15478,0
2006:Q2,345705,0,17565,11517,0,6048,317546,10594,345705,234592,82954,10594,0,17565,0
2006:Q3,361698,0,18703,12045,0,6658,331600,11395,361698,243247,88353,11395,0,18703,0
2006:Q4,422550,0,20515,12883,0,7632,387336,14699,422550,276142,111194,14699,0,20515,0
2007:Q1,444260,0,22407,13832,0,8575,404508,17345,444260,283992,120516,17345,0,22407,0
2007:Q2,485926,0,25901,15794,0,10107,442671,17354,485926,300179,142492,17354,0,25901,0
2007:Q3,551101,0,29200,17664,0,11536,498523,23378,551101,337050,161473,23378,0,29201,0
2007:Q4,608422,0,34692,20789,0,13903,544824,28906,608422,365047,179702,28906,119,34648,0
2008:Q1,571109,0,40445,22318,1063,17064,494645,36019,571109,333206,161347,36019,146,39329,1062
2008:Q2,578067,0,45154,23387,1497,20270,492138,40775,578067,330211,161818,40775,176,43591,1497
2008:Q3,579509,0,50696,27033,1673,21990,491252,37561,579509,362734,128421,37561,158,48963,1672
2008:Q4,531285,0,57262,27785,2183,27294,438295,35728,531285,324533,113683,35728,132,55026,2183
2009:Q1,482018,0,69103,32941,3061,33101,361663,51252,482018,256486,105103,51252,126,65990,3060
2009:Q2,590338,0,82387,36921,3972,41494,449471,58480,590338,300328,149055,58480,150,78354,3971
2009:Q3,693377,0,95771,39843,5287,50641,534876,62730,693377,351992,182779,62730,170,90420,5287
2009:Q4,777127,0,107082,43267,6009,57806,595517,74528,777127,386097,209315,74528,169,101010,6008
2010:Q1,805365,0,118006,47878,6675,63453,615883,71476,805365,403085,212669,71476,206,111254,6674
2010:Q2,772206,0,129569,52999,7463,69107,558690,83947,772206,361286,197261,83947,236,122015,7462
2010:Q3,882747,0,141070,52991,8176,79903,653202,88475,882747,406902,246107,88475,308,132780,8175
2010:Q4,991989,4764,137680,52070,7573,78037,752507,97038,991989,476183,276621,101081,322,130198,7583
2011:Q1,1055034,5080,145553,54049,7410,84094,801067,103334,1055034,514341,286878,107640,342,138405,7428
2011:Q2,1077345,5207,157176,57891,7859,91426,811856,103106,1077345,519467,292415,107402,379,149794,7889
2011:Q3,951456,5385,167881,60915,8203,98763,671937,106253,951456,439773,232325,110680,361,160087,8229
2011:Q4,1048141,5520,183675,62397,9035,112243,754137,104809,1048141,509250,245116,109176,377,175156,9066
2012:Q1,1193178,6156,201949,62141,10164,129644,873198,111875,1193178,587523,286070,116536,434,192411,10204
2012:Q2,1166658,6075,221204,67447,11102,142655,835003,104376,1166658,577687,257759,108725,463,210875,11150
2012:Q3,1281126,6745,232560,63391,11981,157188,921317,120504,1281126,632415,289179,125525,563,221410,12034
2012:Q4,1337124,7690,241989,63990,12893,165106,972230,115215,1337124,644729,328521,120016,656,230236,12967
2013:Q1,1446268,6715,248340,63230,13589,171521,1086464,104749,1446268,740231,346525,109114,1004,235733,13661
2013:Q2,1417649,4765,243675,62602,12628,168445,1099591,69618,1417649,778781,320957,72519,1280,231445,12667
2013:Q3,1541948,4211,249081,62719,11485,174877,1215451,73205,1541948,847524,367835,76255,1349,237490,11496
2013:Q4,1674714,4166,245910,55628,11348,178934,1363158,61480,1674714,964505,398835,64042,1469,234501,11362
2014:Q1,1710738,4186,259018,57395,11939,189684,1382876,64658,1710738,981519,401165,67352,1694,247051,11956
2014:Q2,1831962,4070,274056,61482,12895,199679,1488754,65082,1831962,1048293,439998,67794,2108,260865,12904
2014:Q3,1831036,3881,276773,61928,13835,201010,1491337,59045,1831036,1058806,431816,61505,2668,262400,13840
2014:Q4,1974551,3847,296977,67375,15091,214511,1619032,54695,1974551,1203349,414805,56974,3047,281279,15097
2015:Q1,2063205,3878,318557,70659,16535,231363,1682806,57964,2063205,1208749,472549,60379,3415,301560,16553
2015:Q2,2083138,4649,314898,70601,16772,227525,1708047,55544,2083138,1193271,513883,57858,3687,297644,16795
2015:Q3,1955835,5003,333400,85001,17438,230961,1566839,50593,1955835,1121429,444947,52701,3647,315636,17475
2015:Q4,2100681,3925,340741,80095,19055,241591,1708671,47344,2100681,1232693,474640,49317,3738,321211,19082
