1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q3,11691885,51419,304724,351596,329218,11692,196328,99352,48484,16161,32331,125631,67834,57797,1089399,131207,2108390,2919161,4073119,280374,521,105574,0,3686650,10961425,3011306,116493,227097,2667716,2143460,589699,859401,694360,1655679,96934,258842,3795204,46226,-2809,3751787,13566792,2030231,2465583,3318206,74.30470795334097,30.37174909391317
2005:Q4,11952520,63571,326889,380360,359020,14560,212576,110974,52117,17372,32113,127833,68250,59583,1058806,134404,2108248,3064230,4102023,283910,529,117028,0,3700556,11145325,2992688,90071,243115,2659502,2260830,590882,903561,766386,1699382,86222,276048,3830155,44763,-30118,3815510,13574117,2045086,2550186,3370118,75.67051988577921,30.16101565977321
2006:Q1,12116786,41996,305782,375331,363225,10103,206557,105397,50010,16670,34480,119291,66171,53120,1043745,146510,2167880,3320854,4015510,285340,538,132005,0,3597626,11276606,3019366,96494,250528,2672344,2311473,600599,922012,788862,1708719,98139,284247,3854662,63258,6351,3785053,14510242,2137418,2493249,3425963,72.77513199679005,30.37242135652713
2006:Q2,12334166,53045,269150,355438,377091,12154,209504,118946,44880,14960,30718,114126,64068,50058,970391,149921,2235216,3339070,4249059,288595,548,135497,0,3824420,11485583,3076815,111671,267079,2698065,2378127,598879,974198,805049,1760837,95147,300380,3874277,63754,71543,3738980,13908849,2118222,2396694,3540733,67.68920673866951,30.88481762574075
2006:Q3,12507532,43697,264911,356342,398615,12668,205727,118689,44794,14931,27313,110266,61942,48324,964281,159532,2217738,3511852,4261902,291654,566,139323,0,3830359,11615730,3096399,110579,274886,2710934,2406228,607576,967008,831644,1777183,94466,314501,3926953,64249,35138,3827566,14257382,2241706,2405773,3556812,67.63846022802645,30.62470244151872
2006:Q4,12714756,49336,249199,386992,428003,15533,211417,122669,45463,15154,28131,108110,59817,48293,964060,173221,2099243,3747913,4281729,291492,580,140086,0,3849572,11781890,3145837,112517,297036,2736284,2512551,612332,1028421,871797,1812989,85421,322943,3902149,64745,-16201,3853605,15089636,2344607,2477761,3651680,67.85262548567108,30.98533484648805
2007:Q1,12945673,45306,236165,360421,442716,13914,189700,109057,39167,13056,28420,103084,55269,47815,974300,174805,2180375,3951970,4272917,294514,624,82932,0,3894846,12047152,3200183,126169,311414,2762600,2568523,610717,1082131,875676,1825123,73230,317745,4062348,65879,-19610,4016079,15691548,2405252,2437327,3717369,65.56591123066404,31.53248251708352
2007:Q2,13278298,55824,276781,331493,460558,8695,188115,114501,33119,11040,29455,99755,50671,49084,1039857,181888,2265597,4212351,4157384,297582,675,87353,0,3771774,12355836,3306218,154347,339145,2812726,2668804,614434,1160438,893933,1859504,63114,327440,4130756,67015,-78269,4142010,16562543,2581826,2543211,3851837,66.02592978496504,32.28805824410628
2007:Q3,13538689,56965,305384,289046,518735,7643,162356,79935,38968,12989,30464,96167,46022,50145,1065175,183739,2302048,4388339,4163092,300711,694,83132,0,3778554,12637160,3317513,131416,351204,2834893,2851341,670731,1250534,930075,1864257,51882,341056,4211111,68150,-92808,4235769,16923511,2654702,2589043,3968821,65.23456518994635,33.27492836509532
2007:Q4,13807689,50250,300583,261335,565641,8050,149742,69462,38319,12773,29188,90798,41374,49424,1033221,178028,2262207,4339610,4568224,299811,712,81515,0,4186186,12872594,3352608,123814,367681,2861113,2976719,714425,1315942,946352,1898892,35828,384157,4224390,69286,-28268,4183372,16333228,2627511,2546850,4088902,62.28689498509068,34.03492502438593
2008:Q1,13601629,55037,281716,198425,652124,7100,109999,52866,27239,9080,20814,85556,39453,46103,987843,161150,2295248,3995487,4771944,303139,435,84467,0,4383903,12961280,3399256,139956,377752,2881548,3038105,752016,1332349,953740,1856758,55007,400966,4211188,72970,144519,3993699,15030366,2390727,2453394,4136085,59.31681076391398,34.55329915734897
2008:Q2,13497127,36837,269689,227939,660757,8056,117130,58271,28797,9599,20463,84230,37533,46697,1011226,155506,2313176,3927288,4685293,307784,417,82218,0,4294873,13073464,3499304,139827,404847,2954630,3070268,758556,1362495,949216,1817609,37941,428233,4220109,76654,213396,3930059,14870208,2336273,2487140,4116429,60.41984600505285,34.41440009792407
2008:Q3,13280575,31580,251762,195910,690980,5300,115059,56981,25505,8502,24071,81927,35591,46336,971814,135848,2245395,3236263,5318737,314023,385,83481,0,4920848,13070088,3536033,146538,419202,2970293,3088422,782564,1393784,912074,1745659,54068,413873,4232033,80338,391672,3760023,13238762,2137658,2398253,4122613,58.17312544200119,35.0653182295309
2008:Q4,12975958,24704,166276,151888,837975,7178,124057,57286,30455,10152,26164,80591,33649,46942,791594,106333,2093967,2520213,6071182,310920,422,80453,0,5679387,13173320,3551066,131477,432619,2986970,3033286,777496,1383914,871877,1668971,38954,422721,4458322,84024,687659,3686639,10621521,1741398,2210005,4000811,55.23892110235516,34.82326186052009
2009:Q1,12874607,25736,180563,153930,814330,7469,122987,49862,41105,9702,22318,76327,32638,43689,678830,108583,2101539,2343070,6261243,309568,460,76946,0,5874269,12976460,3624950,106921,440047,3077982,2882275,716828,1308772,856675,1581848,40221,405713,4441453,81872,802663,3556918,9603014,1519857,2092428,3754590,55.72986525785906,32.7715902879075
2009:Q2,12986111,26241,190970,149233,761126,7904,133827,55949,41890,13963,22025,75020,31615,43405,758642,129437,2121900,2836811,5795000,308920,444,72341,0,5413295,12916938,3682023,86180,450897,3144946,2780483,658175,1283507,838801,1560598,34647,405508,4453679,79721,665891,3708066,10887220,1749579,2157380,3623108,59.54501307577359,31.37889053874209
2009:Q3,13152828,26260,273960,212428,695931,8997,128226,49698,40835,13612,24081,73330,30581,42749,845283,151868,2114745,3387568,5234232,308767,410,70878,0,4854177,12868448,3699936,72901,459061,3167974,2643356,588829,1251084,803442,1549190,41742,417564,4516660,77570,507401,3931689,12388260,2031455,2342953,3503747,66.86993360652639,30.15491952156367
2009:Q4,13375222,31528,340597,228801,725069,7852,140373,55987,42964,14321,27101,72768,29548,43220,863153,162039,2064452,3465918,5272672,306953,444,71178,0,4894097,12843912,3725726,58410,470256,3197060,2450166,549098,1138576,762492,1582043,35700,405516,4644761,75419,466176,4103166,13049303,2120860,2499412,3363827,74.30263551753062,28.27257759314436
2010:Q1,13533856,38111,391014,210549,637096,8996,140981,57137,42376,17459,24009,74005,29162,44843,892125,168312,2148168,3548831,5275668,308805,459,95877,0,4870527,12907422,3797487,73617,479258,3244612,2350054,501635,1103731,744688,1619159,49464,418018,4673240,79264,441534,4152442,13583850,2233298,2487184,3347606,74.29738763459309,27.31145998639269
2010:Q2,13615772,38657,407275,215201,586159,9221,148548,63594,45011,18337,21606,73252,28772,44480,774768,157789,2215741,3135411,5853750,313749,427,94555,0,5445019,12982381,3842494,81979,490074,3270441,2239850,467844,1071877,700130,1660536,43875,417914,4777712,83110,599695,4094907,12147825,1966708,2337618,3326110,70.28083085411322,26.66240678677044
2010:Q3,13841409,35791,466778,205539,568165,11547,160230,70683,46889,18963,23695,72557,28378,44179,845055,174166,2221506,3636755,5443320,317770,503,94205,0,5030842,13129736,3929086,97938,491930,3339218,2195108,459675,1061280,674154,1689181,47060,422403,4846898,86957,507503,4252437,13458340,2224887,2467271,3355134,73.53719201796044,26.43437532226505
2010:Q4,12155225,63991,470374,235240,555140,22034,211478,123511,48024,16008,23935,72377,27985,44392,917209,185670,2202562,3855226,3363924,318558,565,62334,0,2982467,13162363,3971185,82928,503018,3385239,2102203,482473,946393,673336,1738907,78398,406300,4865370,90802,437485,4337083,14830039,2423211,2661136,3329099,79.93561646097086,24.89210848087238
2011:Q1,12315659,74765,430830,208903,535697,23204,207394,129229,41312,13771,23082,71129,27845,43284,973102,189339,2298920,4099873,3202503,317842,647,62820,0,2821195,13321209,4024939,110460,505645,3408834,2070707,499436,942506,628765,1768658,102670,398936,4955299,91542,381519,4482238,15791418,2553324,2643234,3423730,77.20335159079778,25.46738438064321
2011:Q2,12474799,79608,519931,198719,523446,23193,213661,125792,48750,16250,22869,71365,27706,43659,975429,186159,2358709,4154319,3170260,322683,577,67292,0,2779708,13405221,4081296,106911,510272,3464113,2097842,525110,978343,594389,1788065,86907,401747,4949364,92282,394661,4462421,15672829,2562783,2720146,3485336,78.04544604428327,26.06130522374435
2011:Q3,12502714,58199,517923,182011,508102,22223,183761,106651,40857,13619,22634,71617,27567,44050,840928,161250,2331826,3441991,4182883,325271,509,69457,0,3787645,13520593,4140334,124685,509106,3506543,2135253,573656,987793,573805,1772949,99887,417689,4954481,93022,602016,4259442,13473596,2220501,2474397,3558970,69.52565594562124,26.86814174157301
2011:Q4,12522827,52528,565836,195351,515830,22906,203186,123604,42968,14323,22291,72445,27428,45017,940555,165891,2289401,3712763,3786135,330775,526,74968,0,3379866,13807920,4171988,116307,511645,3544036,2211636,629420,1006059,576157,1762612,91745,429192,5140747,93762,497940,4549045,14777979,2419115,2662083,3606142,73.82079446569679,27.44186540455352
2012:Q1,12656628,48491,491896,177363,492186,26299,186421,112071,38931,12977,22442,70485,26956,43529,1046924,179519,2339700,4086373,3510971,329276,632,70595,0,3110467,14037297,4261149,127583,512614,3620952,2163413,635317,991538,536558,1791247,110778,413698,5297012,90682,371012,4835318,16452936,2713922,2649099,3656463,72.44977124386244,27.30828695962532
2012:Q2,12937999,43135,552325,164188,476564,26202,183308,109188,38547,12849,22724,70052,26485,43567,1006139,172791,2351638,3862137,4029520,331272,551,65117,0,3632580,14218792,4336018,132081,523036,3680901,2155429,667102,986236,502092,1778882,100024,419577,5428862,87601,428085,4913176,15963823,2646537,2624652,3664324,71.62717440306956,27.50416571618421
2012:Q3,13071578,49706,580849,169606,480953,20661,186693,111150,39439,13146,22958,69622,26013,43609,1057400,179295,2377753,4187721,3711319,332859,555,68450,0,3309455,14450166,4441169,136003,521545,3783621,2179552,673429,1026928,479194,1833542,99318,427647,5468938,84521,362452,5021965,16772602,2803699,2725163,3769220,72.30044284008906,27.73656250253818
2012:Q4,12975201,53621,605603,209082,504912,18273,187630,112132,39437,13146,22915,69768,25542,44226,1040110,179281,2344826,4322676,3439419,338538,552,78887,0,3021442,14621803,4551411,130329,524022,3897060,2202498,711877,1011014,479607,1830684,93102,407218,5536890,81441,377906,5077543,16522480,2795947,2798512,3777007,74.09338222912693,27.43922918255148
2013:Q1,13206340,83188,600003,207248,493518,18561,179246,112897,32639,10880,22830,63870,25931,37939,1146896,189348,2443117,4488353,3292992,335570,624,84055,0,2872744,14775333,4608084,140086,526696,3941302,2190787,693908,1033980,462899,1831548,106315,407997,5630602,80822,389783,5159997,18558962,3065285,2918008,3805836,76.67192364230119,27.47475942619183
2013:Q2,13297126,98696,546387,191683,499451,16334,175062,103353,37330,12443,21936,64167,26319,37848,1176561,188970,2563800,4453490,3322525,335910,573,89275,0,2896767,14889372,4675130,147246,530593,3997291,2254040,712435,1077073,464532,1857970,83694,407986,5610552,80205,523667,5006680,18864337,3143363,2893144,3878418,74.59598585572697,27.95073188208029
2013:Q3,13654962,99460,580355,209659,523947,26188,185077,113827,37376,12459,21415,64495,26707,37788,1234370,198747,2614407,4891424,3026833,334734,561,92135,0,2599403,15183106,4806888,171169,526991,4108728,2278274,719402,1067979,490893,1923229,80643,410353,5683719,79587,578004,5026128,19960482,3308415,3057803,3962422,77.17005489982418,27.64297870842065
2013:Q4,14015686,122171,647694,248237,535492,22643,179434,106504,38822,12941,21167,65211,27096,38115,1359761,209809,2616645,5279870,2728719,332590,595,92973,0,2302561,15316397,4823079,144511,525474,4153094,2339414,765461,1086478,487475,1931206,83191,418959,5720548,78969,591983,5049596,21515318,3703444,3325241,4010847,82.9062059793764,27.87367489105928
2014:Q1,14074730,108869,594475,191652,521153,23186,189806,116600,38909,12970,21327,64840,27583,37257,1386292,218921,2663783,5431807,2679946,334146,747,100276,0,2244777,15510278,4922469,180154,524968,4217347,2364335,778023,1116197,470115,1970827,98508,414184,5739955,78253,574452,5087250,22189683,3644866,3234354,4143708,78.0545741749232,28.46753568535017
2014:Q2,14305725,128031,651580,167071,511125,27703,181044,105470,40664,13555,21355,65683,28069,37614,1460674,232137,2759437,5713828,2407412,338611,702,101307,0,1966792,15704745,5001222,185778,524381,4291063,2385226,815698,1104383,465145,2016708,84810,428016,5788763,77536,519463,5191764,23243541,3852034,3359365,4207377,79.84463834925884,28.50976764448258
2014:Q3,14580782,118642,683072,150745,523187,41545,179585,103087,41380,13793,21325,66547,28556,37991,1479025,234553,2763289,5502058,2838534,342478,696,101960,0,2393400,15999498,5069822,207060,522239,4340523,2427051,821613,1144742,460697,2081998,104861,468524,5847242,76820,553292,5217129,23091169,3894773,3410354,4360274,78.2142172385531,28.99094971648241
2014:Q4,14857661,112862,764448,160676,557351,50432,208384,131589,41679,13893,21223,66728,29043,37685,1553751,242448,2720773,5290394,3129414,342816,727,108754,0,2677118,16481493,5144045,182012,525058,4436975,2504732,865484,1168879,470369,2079753,95409,465888,6191666,76104,504071,5611491,23969972,4079838,3650352,4391537,83.12242304322537,28.97685521030486
2015:Q1,15059384,85895,716146,140012,542656,49903,196604,128850,34613,11538,21603,71572,34928,36644,1549779,250372,2696307,5420457,3339681,341467,805,106771,0,2890638,16766180,5264231,188286,531131,4544814,2553534,884405,1189083,480045,2033302,110474,495412,6309227,79894,490839,5738494,24229479,4249703,3531367,4405550,80.15722699163199,28.9312158214245
2015:Q2,15529599,97445,708602,148328,539736,54099,192966,128522,32123,10708,21613,78863,40813,38050,1535465,252562,2781422,5438276,3701835,343615,771,106000,0,3251450,17231582,5423054,177555,539429,4706070,2607413,917906,1183768,505740,2079893,101473,510699,6509050,83685,527278,5898087,24032835,4271151,3529203,4460595,79.1195606924347,28.38226838028113
2015:Q3,15912298,93866,777792,154289,550128,61040,199509,135588,31503,10501,21917,84985,46698,38287,1418991,239200,2796070,4934945,4601483,346540,775,109923,0,4144245,17621300,5532182,201257,540842,4790083,2585708,912780,1155737,517192,2117063,93886,504338,6788123,87475,652912,6047735,22113478,4009651,3494815,4480723,77.99668221012242,27.96014199450301
2015:Q4,15978877,93857,813814,171575,576361,64591,211563,139396,37425,12475,22267,89675,52583,37092,1499935,248180,2754199,5180795,4274332,345121,804,111317,0,3817090,17794460,5554365,179017,538639,4836709,2656623,956679,1131462,568482,2104094,74206,507867,6897305,91266,608985,6197055,23113601,4277665,3679876,4445458,82.77833757595168,27.6112674213187
2016:Q1,16037082,76374,732226,178547,551850,56522,221579,138410,45979,15326,21864,82615,46893,35722,1527627,247333,2766012,5193135,4403262,346507,895,102872,0,3952988,17941378,5694401,184673,542499,4967229,2692147,986159,1155813,550174,2083400,79163,490585,6901682,93472,600828,6207382,23506672,4306939,3592058,4489208,80.0154035579382,27.74258551908402
2016:Q2,16492942,89387,799146,155667,513195,54066,216922,147987,35391,11797,21747,77575,41204,36371,1573044,250247,2895883,5151220,4716590,349021,928,103540,0,4263101,18282836,5785545,185663,553871,5046011,2655278,984348,1123764,547167,2159510,61840,515690,7104973,95677,583901,6425395,23887214,4484291,3651674,4515124,80.87648569727956,27.17477289592796
2016:Q3,16843203,96159,930815,168311,483875,100293,234363,161276,39201,13067,20819,72503,35514,36989,1642010,257683,2914586,5448725,4493880,352696,871,96409,0,4043904,18525380,5859174,176268,557733,5125173,2676952,974932,1129647,572374,2240433,64117,450297,7234407,97884,558205,6578318,24468122,4784663,3913509,4585396,85.34723745239556,26.7199227046919
2016:Q4,17083234,97587,967887,189039,463847,90280,206694,132530,41185,13728,19251,68025,29825,38200,1712941,256019,2953031,5446598,4631286,351674,899,98171,0,4180542,18814038,5849223,180783,559437,5109003,2631133,951779,1109254,570100,2288325,66113,467240,7512004,100090,582336,6829578,24652951,5006014,3984294,4596254,86.68567743135229,26.43540000347092
2017:Q1,17191817,87663,911250,181737,456235,81450,206219,135989,38683,12894,18653,67162,30423,36739,1786453,269691,2944735,5835571,4363651,349041,1025,98161,0,3915424,18796609,5975153,195512,559673,5219968,2661670,933075,1190270,538325,2232614,90006,477756,7359410,104882,507735,6746793,26048826,5369564,3980698,4641477,85.7635994776185,26.84849756442859
2017:Q2,17377822,102936,959748,172120,454731,54700,219933,145288,42263,14088,18294,67683,31021,36662,1810517,278856,3012307,6092720,4151571,354673,955,102272,0,3693671,18879190,6055513,194666,567723,5293124,2701518,920899,1248565,532054,2256169,74445,473971,7317574,109673,462021,6745880,26456799,5540018,4053541,4694744,86.3421110910602,26.99693311151857
2017:Q3,17870421,228192,973152,176229,478521,39821,201370,127454,42195,14065,17656,68209,31620,36589,1859513,290220,3080475,6515013,3959706,372560,1099,99874,0,3486173,19198972,6130112,206063,562143,5361906,2676410,895469,1270394,510547,2319419,69590,470996,7532445,114464,403279,7014702,27229304,5803147,4247018,4760935,89.2055414509645,26.93374359833708
2017:Q4,17989370,216550,951711,181313,499476,39551,236034,123727,71295,23765,17247,68461,32218,36243,1949283,301002,3116388,6719153,3710448,365613,1172,110692,0,3232971,19142918,6175127,206670,574306,5394151,2800671,899629,1364832,536211,2369669,277226,471938,7048287,119256,326696,6602334,28747455,6154227,4374920,5118026,85.48061903670569,27.53104000689823
2018:Q1,18261348,210858,947420,180031,474336,30983,234652,127799,67136,22379,17338,67902,32717,35185,1915449,296761,3206266,6399587,4297103,367479,1337,115451,0,3812837,19420137,6277628,242010,571464,5464154,2807424,900987,1358946,547491,2386792,284808,462413,7201072,110618,397808,6692646,28535012,6093133,4290490,5173543,82.93137050745456,27.53911374673578
2018:Q2,18514422,222249,992083,179454,463443,16497,232544,133908,60598,20199,17839,68603,33215,35388,1961404,297742,3364432,6291828,4424143,370944,1244,113182,0,3938773,19684688,6281313,240837,574759,5465717,3177455,925226,1664988,587240,2503078,257824,420385,7044633,101979,397063,6545592,29525556,6259088,4365416,5591954,78.06602656645499,29.93044890616936
2018:Q3,18834768,132993,1136334,188264,455314,13118,229870,141763,52529,17510,18068,69371,33714,35657,2091549,304331,3523567,6326567,4363490,377557,1195,118863,0,3865876,20078328,6322082,223580,569299,5529203,3211043,911432,1702065,597546,2653107,266639,419369,7206088,93340,338705,6774043,31242306,6733939,4551773,5756823,79.0674474274841,29.76019943492034
2018:Q4,19112538,106290,1189690,187155,466114,14579,253214,162126,54404,18135,18549,70699,34213,36486,1789868,269922,3512687,5411820,5840500,377024,1240,113152,0,5349084,20371879,6326634,196467,571027,5559140,3339303,1003050,1709764,626489,2690361,266675,408185,7340721,84701,601689,6654331,26543606,5813202,4276832,5866317,72.90488923755105,30.09828457128962
2019:Q1,20149355,110718,1097862,204339,472618,12880,272014,168856,62347,20782,20029,69950,34764,35186,2026146,297353,3670847,5906331,6008297,378578,1330,114686,0,5513703,21452125,6463497,241104,574264,5648129,3422125,1024202,1758586,639337,2709790,293240,405694,8157779,83557,452140,7622082,30448507,6600752,4493930,6026922,74.56426933215742,30.5887841936341
2019:Q2,20896281,128879,1217901,211944,492222,12132,274721,178111,56379,18793,21438,70457,35316,35141,2105393,307208,3856077,6114100,6105247,383674,1313,112650,0,5607610,21900679,6539540,236578,577799,5725163,3462651,1031521,1782407,648722,2791484,252440,401304,8453260,82414,428886,7941961,31228480,6875327,4750400,6094430,77.94658046146571,30.49838200512695
2019:Q3,21631055,114639,1448140,192091,528718,11012,305444,207804,56134,18711,22795,71093,35867,35226,2132960,308878,3960598,5986565,6570917,385931,1248,112132,0,6071606,22434828,6612027,216317,578755,5816955,3506502,1027869,1810058,668575,2881917,262438,407097,8764847,81269,461026,8222552,31323741,6947512,5041882,6198599,81.33905535977934,30.1846648711443
2019:Q4,22481929,130983,1339891,201454,558303,13384,326633,217568,63629,21210,24226,72245,36419,35826,2317738,326445,4053223,6365237,6776393,392005,1313,112515,0,6270561,22974332,6596656,194530,586413,5815713,3550343,1033990,1837733,678620,2920483,259902,410706,9236242,80125,404780,8751337,33680489,7498182,5214831,6246638,83.48220481207814,30.21832135855761
2020:Q1,22659323,111341,1559938,298886,919642,27385,374544,227784,92200,30733,23827,71697,36994,34703,1832450,276861,3957308,4851072,8378199,394795,1379,111272,0,7870753,23586878,6830545,243129,588955,5998461,3978645,1367983,1924176,686485,2821102,285261,396349,9274976,79444,760086,8435446,27002731,5993631,5401047,6641651,81.32084664482076,32.70632069775251
2020:Q2,23238547,145347,2014005,329758,868882,32373,394894,219935,112918,37639,24402,72384,37579,34805,2165125,321584,3740757,5743643,7409795,402353,1295,107775,92481,6805890,23882265,7189876,166104,590086,6433686,4017557,1361591,1958112,697853,2694030,314082,383396,9283324,76355,488670,8718299,33391061,7192313,6271968,6493920,96.58216167470154,31.10264136276658
2020:Q3,23881799,159623,2104418,333481,686789,30282,391721,238656,96249,32083,24733,73236,38172,35064,2312848,342754,3948917,6040011,7457719,413994,1292,103793,223858,6714782,24041227,7205896,122229,590996,6492671,3864735,1164149,1993308,707278,2909910,268090,383925,9408671,73407,403938,8931326,36930148,7830745,6361916,6457686,98.51696052435132,29.62510394739884
2020:Q4,24315809,142615,2005218,308728,677856,39817,381255,255886,75178,25059,25132,74607,38776,35831,2543253,376424,4087966,6885377,6792693,413992,1388,109483,210037,6057793,24335564,7213373,132202,590248,6490923,3861573,1111758,2025776,724039,3055257,273727,366912,9564722,69668,218137,9276917,42438553,8712062,6475166,6598720,98.12760209552179,29.52372123832946
2021:Q1,24767074,141822,1986248,299225,628618,27093,346138,235649,64102,21367,25020,74091,39388,34703,2656041,390745,4243354,7279296,6694403,423970,1519,109388,163855,5995670,24691840,7339193,144023,590909,6604261,3940240,1119987,2081384,738869,3146317,274736,347383,9643971,67322,204909,9371740,45343377,9237511,6475930,6766446,95.70651353522243,29.65923515800529
2021:Q2,25239329,176795,1963441,305753,609698,36768,372928,268163,59542,19847,25376,74816,40011,34805,2839034,415332,4434831,7800338,6209595,431990,1490,99595,115630,5560889,24857254,7350011,131976,595690,6622345,3923291,1031334,2124036,767921,3309555,227450,313863,9733084,63573,75021,9594489,48791621,10010708,6719749,6824351,98.46722450990342,29.16045233514016
2021:Q3,25767118,168779,2104919,344213,660535,30774,388647,274255,66943,22314,25135,75707,40643,35064,2811645,415236,4600713,7752052,6413898,449099,1408,93821,67248,5802322,25212163,7411177,122448,597732,6690997,4016060,990998,2218896,806167,3472647,204288,322482,9785509,60392,124851,9600265,48368321,10066202,6924748,7009277,98.79404397750832,29.16139455730593
2021:Q4,26381364,156292,2014330,331424,694268,35191,394235,271261,71202,26488,25284,77116,41285,35831,3076989,433790,4767040,8000297,6400393,466927,1535,94241,19896,5817793,25573466,7390396,138243,599904,6652249,4260075,1066571,2334219,859285,3598953,204151,329614,9790278,57000,7369,9725909,51948953,11138697,7136518,7342136,97.19947473260702,30.37673619956058
