date,Domestic financial sectors; checkable deposits and currency; liability,Monetary authority; checkable deposits and currency; liability,Monetary authority; checkable deposits due to the federal government; liability,Monetary authority; checkable deposits due to government-sponsored enterprises, including FHLB deposits; liability,Monetary authority; total checkable deposits due to other financial business; liability,Monetary authority; checkable deposits due to rest of the world; liability,Monetary authority; currency outside banks; liability,U.S.-chartered depository institutions; checkable deposits; liability,U.S.-chartered depository institutions; checkable deposits due to the federal government, including demand notes issued to U.S. Treasury and tax and loan accounts; liability,U.S.-chartered depository institutions; transaction deposits due to state and local governments (including mail float); liability,U.S.-chartered depository institutions; checkable deposits due to rest of the world; liability,U.S.-chartered depository institutions; checkable deposits due to private domestic sectors; liability,Foreign banking offices in the U.S.; checkable deposits; liability,Foreign banking offices in the U.S.; checkable deposits due to rest of the world; liability,Foreign banking offices in the U.S.; checkable deposits due to private domestic sectors; liability,Banks in U.S.-affiliated areas; checkable deposits; liability,Credit unions; checkable deposits; liability,Domestic financial sectors; checkable deposits and currency; liability,Households and nonprofit organizations; checkable deposits and currency; asset,Nonfinancial business; checkable deposits and currency; asset,Nonfinancial corporate business; checkable deposits and currency; asset,Nonfinancial noncorporate business; checkable deposits and currency; asset,Federal government; checkable deposits and currency; asset,State and local governments; checkable deposits and currency; asset,Domestic financial sectors; checkable deposits and currency; asset,Property-casualty insurance companies; checkable deposits and currency, including those held by U.S. residual market reinsurers; asset,Life insurance companies; checkable deposits and currency; asset,Private pension funds; checkable deposits and currency; asset,Federal government retirement funds; checkable deposits and currency held by National Railroad Retirement Investment Trust; asset,State and local government employee defined benefit retirement funds; checkable deposits and currency; asset,Government-sponsored enterprises; checkable deposits and currency; asset,Finance companies; checkable deposits and currency; asset,Real estate investment trusts; checkable deposits and currency; asset,Security brokers and dealers; checkable deposits and currency; asset,Other financial business; checkable deposits and currency; asset,Rest of the world; U.S. checkable deposits and currency; asset,Rest of the world; checkable deposits; asset,Rest of the world; currency; asset,Instrument discrepancies; checkable deposits and currency (total mail float)
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1956:Q2,-2500,1972,-544,0,0,-172,2688,-4664,-3244,1040,296,-2756,116,40,76,76,0,-2500,-4,-40,-116,76,-2932,244,20,-36,144,-8,0,12,-64,-4,0,-24,0,164,164,0,48
1956:Q3,-1464,-2020,148,0,0,112,-2280,356,-4084,-1912,-392,6744,112,40,72,88,0,-1464,3428,508,368,140,-2864,-2496,-12,-100,-8,-12,0,20,48,-4,0,44,0,-240,-240,0,212
1956:Q4,1772,552,168,0,0,-36,420,1056,1228,-132,780,-820,60,16,44,104,0,1772,-2840,2320,2000,320,-388,-532,940,-160,788,4,0,28,176,4,0,100,0,760,760,0,1512
1957:Q1,10196,316,176,0,0,108,32,9804,8204,304,-1292,2588,-48,-4,-44,124,0,10196,4856,-344,-824,480,9548,-124,-920,-108,-828,36,0,40,-188,44,0,84,0,-1188,-1188,0,-1632
1957:Q2,-7400,492,-500,0,0,440,552,-8108,-6836,2516,2032,-5820,72,32,40,144,0,-7400,-3236,-368,-924,556,-7484,1848,432,-44,272,60,0,56,28,24,0,36,0,2504,2504,0,-1096
1957:Q3,3028,580,404,0,0,-328,504,2172,1012,-3452,-8,4620,128,0,128,148,0,3028,2832,2920,2212,708,1112,-4424,144,28,32,60,0,56,-44,28,0,-16,0,-336,-336,0,780
1957:Q4,-7736,-1244,24,0,0,-60,-1208,-6792,-1720,1608,468,-7148,164,8,156,136,0,-7736,-8048,592,-328,920,-2632,260,820,92,568,48,0,36,128,16,0,-68,0,416,416,0,856
1958:Q1,11216,416,264,0,0,-412,564,10876,6092,-288,-1336,6408,-212,16,-228,136,0,11216,7840,-664,-2200,1536,5468,-1528,-444,104,-488,36,0,20,-116,40,0,-40,0,-1732,-1732,0,2276
1958:Q2,14044,-824,-1140,0,0,60,256,14856,15096,3680,996,-4916,-132,48,-180,144,0,14044,-8028,3228,996,2232,12924,3036,408,92,160,28,0,12,100,16,0,0,0,1104,1104,0,1372
1958:Q3,-14300,1212,120,0,0,172,920,-15784,-28484,-3100,-1580,17380,148,12,136,124,0,-14300,13960,6020,4100,1920,-25928,-3244,68,64,28,24,0,0,-120,24,0,48,0,-1396,-1396,0,-3780
1958:Q4,12420,-172,-48,0,0,-164,40,12404,8704,648,1804,1248,116,0,116,72,0,12420,-2860,1940,1340,600,8768,896,932,32,596,32,0,-4,184,4,0,88,0,1640,1640,0,1104
1959:Q1,6092,1628,560,0,0,144,924,3612,-1460,3712,-428,1788,804,60,744,12,36,6092,8020,-1636,-976,-660,-1580,4268,-508,12,-592,36,0,-12,-168,140,0,76,0,-224,-224,0,-2248
1959:Q2,620,-1096,-1168,0,0,-36,108,648,668,-1228,656,552,1120,68,1052,-56,4,620,4020,-2548,-580,-1968,-332,-444,308,0,-48,44,0,-28,148,144,0,48,0,688,688,0,-1072
1959:Q3,5308,1892,384,0,0,48,1460,2384,-100,240,-428,2672,1092,76,1016,-60,0,5308,7792,-4040,-1792,-2248,816,1488,-40,-12,-192,44,0,-28,-32,168,0,12,0,-304,-304,0,-404
1959:Q4,-3920,-176,-360,0,0,140,44,-2356,4092,-604,184,-6028,-1376,52,-1428,-12,0,-3920,-10116,-1720,-200,-1520,3728,1372,920,-32,604,32,0,-24,180,180,0,-20,0,376,376,0,1520
1960:Q1,860,-1196,16,0,0,-488,-724,1900,-20,388,-1756,3288,108,-12,120,44,4,860,4644,-2028,-992,-1036,128,2160,-896,-12,-728,12,0,8,-220,48,0,-4,0,-2256,-2256,0,-892
