1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,3530,-18,3073,647,-447,264,0,-711,0,275,51,224,0,3530,0,3482,48,0,0
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,1818,5,684,13,1078,586,0,492,0,38,-8,46,0,1818,0,1766,52,0,0
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,-1066,16,-1894,-132,971,499,0,472,0,-27,-12,-15,0,-1066,0,-1201,135,0,0
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,5769,142,3688,910,1285,1182,0,103,0,-256,80,-336,0,5769,0,5659,110,0,0
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q1,-7928,-9356,-180,2312,-1220,-884,1020,-1356,0,516,-88,604,0,-7928,0,-7784,-144,0,0
1971:Q2,21296,6900,5864,2552,5300,6200,512,-1412,0,680,84,596,0,21296,0,19424,1872,0,0
1971:Q3,7356,-3356,12920,60,-3660,-7868,796,3412,0,1392,320,1072,0,7356,0,6552,804,0,0
1971:Q4,21244,6084,-768,3776,10236,6348,80,3808,0,1916,416,1500,0,21244,0,21916,-672,0,0
1972:Q1,13340,-6772,11704,1992,5132,-96,1836,3392,0,1284,20,1264,0,13340,0,10420,2920,0,0
1972:Q2,27576,6912,7488,4048,7320,3656,484,3180,0,1808,292,1516,0,27576,0,27316,260,0,0
1972:Q3,23220,-4820,17180,-324,9016,2804,-208,6420,0,2168,220,1948,0,23220,0,20352,2868,0,0
1972:Q4,53672,7432,14368,5308,24056,13456,3228,7372,0,2508,252,2256,0,53672,0,56668,-2996,0,0
1973:Q1,54144,5784,47468,6676,-6852,-1900,4180,-9132,0,1068,88,980,0,54144,0,51512,2632,0,0
1973:Q2,40668,1488,23572,6980,5948,9836,3912,-7800,0,2680,636,2044,0,40668,0,38980,1688,0,0
1973:Q3,34592,6496,23220,7796,-784,-1412,1840,-1212,0,-2136,-52,-2084,0,34592,0,30912,3680,0,0
1973:Q4,28868,-656,5544,9212,11920,7432,3508,980,0,2848,1080,1768,0,28868,0,26024,2844,0,0
1974:Q1,23332,-6584,27392,9532,-7720,-5808,4348,-6260,0,712,1060,-348,0,23332,0,21536,1796,0,0
1974:Q2,60320,10568,31952,9632,3156,3236,4808,-4888,0,5012,1216,3796,0,60320,0,53032,7288,0,0
1974:Q3,30920,5340,21400,8168,-4008,-6472,3124,-660,0,20,-248,268,0,30920,0,26600,4320,0,0
1974:Q4,28060,12964,7020,5876,1784,396,720,668,0,416,-968,1384,0,28060,0,21900,6160,0,0
1975:Q1,-40648,-4092,-22192,4524,-20032,-17136,-2044,-852,0,1144,24,1120,0,-40648,0,-42204,1556,0,0
1975:Q2,-7744,9740,-18680,1840,-3468,2268,-5840,104,0,2824,228,2596,0,-7744,0,-6688,-1056,0,0
1975:Q3,-14836,5356,-7396,3276,-20112,-18128,-5524,3540,0,4040,596,3444,0,-14836,0,-16768,1932,0,0
1975:Q4,10420,14260,-8224,4240,-2920,-2796,-3712,3588,0,3064,188,2876,0,10420,0,8932,1488,0,0
1976:Q1,-23820,-9476,-13916,5192,-6412,-752,-2140,-3520,0,792,468,324,0,-23820,0,-22576,-1244,0,0
1976:Q2,21256,8236,972,5092,4660,-380,-1856,6896,0,2296,340,1956,0,21256,0,18764,2492,0,0
1976:Q3,-172,-5720,4384,4744,-3948,-6496,-1256,3804,0,368,-292,660,0,-172,0,-200,28,0,0
1976:Q4,38508,7460,628,6804,16764,7696,-2348,11416,0,6852,3048,3804,0,38508,0,39608,-1100,0,0
1977:Q1,17024,2056,21784,7960,-12296,-4468,-2088,-5740,0,-2480,-1784,-696,0,17024,0,15324,1700,0,0
1977:Q2,23808,196,13936,9028,1164,1636,-2392,1920,0,-516,908,-1424,0,23808,0,19184,4624,0,0
1977:Q3,32780,-1904,11552,7980,12852,7108,-1120,6864,0,2300,528,1772,0,32780,0,30748,2032,0,0
1977:Q4,41800,1656,13548,8320,15964,9592,-520,6892,0,2312,676,1636,0,41800,0,37080,4720,0,0
1978:Q1,34704,-4376,43860,11912,-17836,-6500,-600,-10736,0,1144,168,976,0,34704,0,26376,8328,0,0
1978:Q2,52236,4148,16152,16168,12220,8976,-1472,4716,0,3548,-324,3872,0,52236,0,40828,11408,0,0
1978:Q3,26816,-2400,1060,17796,-732,-200,-504,-28,0,11092,2836,8256,0,26816,0,16700,10116,0,0
1978:Q4,69820,9016,19016,16216,6380,11080,-264,-4436,0,19192,5848,13344,0,69820,0,53200,16620,0,0
1979:Q1,35536,-5384,36008,15652,-11912,-3428,-240,-8244,0,1172,3224,-2052,0,35536,0,22884,12652,0,0
1979:Q2,64288,-3884,28632,16448,20984,11660,-320,9644,0,2108,-3276,5384,0,64288,0,46928,17360,0,0
1979:Q3,73856,-824,35208,16452,3996,8904,-360,-4548,0,19024,9968,9056,0,73856,0,51552,22304,0,0
1979:Q4,47488,3244,24612,14376,-1000,328,-400,-928,0,6256,-1384,7640,0,47488,0,40168,7320,0,0
1980:Q1,26340,-1484,34512,3608,-7876,-1024,-120,-6732,0,-2420,2268,-4688,0,26340,0,16160,9916,264,0
1980:Q2,-20880,2400,-26912,-3076,-548,-544,-196,192,0,7256,5416,1840,0,-20880,0,-24072,2804,388,0
1980:Q3,39048,-3456,37260,2008,-5308,2888,-164,-8032,0,8544,3096,5448,0,39048,0,35580,3004,464,0
1980:Q4,106540,7972,63764,9056,10720,2428,-120,8412,0,15028,7396,7632,0,106540,0,82312,23744,484,0
1981:Q1,-3800,-6456,-1816,9324,-10456,-3312,-116,-7028,0,5604,-3652,9256,0,-3800,0,-11356,7000,556,0
1981:Q2,102652,6500,57364,13812,20748,7920,-124,12952,0,4228,1152,3076,0,102652,0,96860,5324,468,0
1981:Q3,63944,-1564,48940,12992,-2084,1576,-120,-3540,0,5660,2280,3380,0,63944,0,51496,11692,756,0
1981:Q4,129484,11280,24668,9484,9968,1452,-120,8636,0,74084,21878,52206,0,129484,0,126604,1460,1420,0
1982:Q1,77843,-8288,65772,-3396,-15712,5192,-136,-20768,0,39467,5179,34288,0,77843,0,50075,25612,2156,0
1982:Q2,116525,4004,90452,-8800,4044,36,100,3908,0,26825,12992,13833,0,116525,0,86361,27180,2984,0
1982:Q3,72116,-2580,73860,-8492,5612,-356,88,5880,0,3716,4428,-711,0,72116,0,53468,15540,3108,0
1982:Q4,31069,9036,11584,-5544,10704,5492,12,5200,0,5289,3524,1765,0,31069,0,30901,-2384,2552,0
