1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,25616,9262,6040,1856,9376,284,0,21830,16942,15061,17256,-1996,-199,1881,3902,0,1042,0,0,0,1962,85,1844,0,33,566,-6,572,0,0,-960,631,661,0,2021,745,2899,-4,0,2903,-1316,-1894,-68,646,-262,-2302,-19,1745,0,771,974,1276,1212,64,4888,-6485
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,39202,16764,7375,-4965,10346,275,0,20719,15760,24225,18934,5560,-269,-8465,16784,47,1319,0,0,0,3218,-122,3173,0,167,1113,-1,1114,0,0,9943,585,559,0,25249,23814,1669,45,0,1624,4379,3688,238,453,7973,7255,-77,2615,0,844,1771,1435,1288,147,4959,3781
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,39909,21104,7042,-1199,11937,563,0,23064,5142,30962,22748,8486,-272,-25820,8027,34,1637,0,0,0,922,-53,783,0,192,627,3,624,0,0,3381,465,961,0,33847,31637,3356,62,0,3294,5073,4209,269,595,-378,4476,-26,19136,0,3695,15441,2210,2107,103,17922,8461
1952:Q1,35655,18228,6660,1272,12712,731,0,25482,-3982,27538,24191,3592,-245,-31520,-5960,-28,3264,0,0,0,-3232,8,-3164,0,-76,-2646,4,-2650,0,0,4274,1512,-9104,0,25560,23272,4404,80,0,4324,52,203,-774,624,2736,384,48,15648,556,-197,15289,2288,2292,-4,29464,2787
1952:Q2,33481,16976,7236,1156,13038,781,0,24244,1397,21525,24961,-3192,-244,-20128,-1412,72,1992,0,0,0,-4748,1508,-4908,0,-1348,802,4,798,0,0,-2222,2336,356,0,18716,16108,6036,156,0,5880,-325,-260,439,-504,-9572,-2552,56,22465,24,2771,19670,2608,2656,-48,22847,-1938
1952:Q3,33435,16836,7056,700,13439,768,0,24450,41608,26172,23186,3238,-252,15436,21308,-16,348,0,0,0,1804,-88,1532,0,360,1282,4,1278,0,0,6890,1192,9808,0,5872,4472,4536,28,0,4508,2585,1532,1093,-40,6908,-5772,36,-3821,24,3416,-7261,1400,1560,-160,-17158,2490
1952:Q4,37341,18668,7260,796,13911,775,0,26895,71843,29407,25087,4587,-267,42436,7736,-92,-2476,0,0,0,2448,-1008,2516,0,940,-78,4,-82,0,0,6670,-1800,3064,0,-34700,-37980,4092,-16,0,4108,3530,1708,970,852,2972,-4684,-44,-43846,36,3576,-47458,3280,2772,508,-44948,3287
1953:Q1,39342,19764,6848,-432,14456,719,0,27473,26577,29021,26351,2979,-309,-2444,-4956,108,-3648,0,0,0,2204,-72,2068,0,208,2125,4,2121,0,0,1423,1496,-8664,0,-2512,-4552,3052,12,0,3040,3402,1636,598,1168,2516,1924,68,-15514,28,3482,-19024,2040,2072,-32,896,2267
1953:Q2,39383,19836,7440,-1596,14957,658,0,26126,59897,30425,26718,4033,-326,29472,1088,-112,5192,0,0,0,-6384,184,-6840,0,272,-747,4,-751,0,0,391,1692,1056,0,-28384,-30304,4012,-40,0,4052,-218,-144,166,-240,360,3220,24,-37702,32,3410,-41144,1920,2180,-260,-33771,4957
1953:Q3,38385,19268,7416,-2004,15410,618,0,25725,57661,28625,27382,1580,-337,29036,16084,44,-1068,0,0,0,7556,92,7112,0,352,741,0,741,0,0,-2569,1464,9916,0,-12952,-14132,2160,40,0,2120,2065,984,821,260,124,472,68,-19021,28,3283,-22332,1180,1260,-80,-31936,3518
1953:Q4,28908,14608,7268,44,15817,567,0,23460,-30672,22824,27044,-3876,-344,-53496,-68,116,-840,0,0,0,3800,-168,4032,0,-64,-1079,0,-1079,0,0,-2625,-1940,2500,0,53428,51204,5120,272,0,4848,-4183,-4724,-979,1520,-4108,-3196,-36,57607,36,3051,54520,2224,1552,672,54132,-69
1954:Q1,31143,14320,7572,-12,16179,496,0,25914,-37824,23716,26686,-2654,-316,-61540,-15056,4,-2784,200,0,0,-5228,352,-5412,0,-168,1521,0,1521,0,0,-1505,1184,-8448,0,46484,43580,3480,372,0,3108,920,-72,-116,1108,-568,-6844,56,46536,32,2583,43921,2904,2948,-44,63738,-1702
1954:Q2,32177,14800,7048,-36,16652,506,0,27451,-42828,23136,26486,-3013,-337,-65964,-4132,52,3392,200,0,0,-12020,196,-12052,0,-164,-719,0,-719,0,0,3059,1636,268,0,61832,59676,3828,88,0,3740,-2329,-1380,-417,-532,-332,-5412,80,63841,24,2311,61506,2156,2088,68,70279,-3809
1954:Q3,34464,15844,7424,-684,17238,525,0,28275,-38230,23766,26778,-2635,-377,-61996,22624,88,4132,200,0,0,6172,-96,5968,0,300,805,0,805,0,0,935,836,9456,0,84620,83652,5328,228,0,5100,-737,-716,255,-276,2056,-1016,64,77957,32,2039,75886,968,912,56,66505,-3984
1954:Q4,37083,17148,7384,-540,17935,569,0,30515,21785,26277,26515,196,-434,-4492,18556,32,2376,200,0,0,4424,-104,4628,0,-100,-223,4,-227,0,0,11051,-1260,1956,0,23048,22492,2020,-172,0,2192,1864,-452,636,1680,6972,396,-164,11404,44,1815,9545,556,384,172,8730,-3669
1955:Q1,42191,19460,7984,-1108,18744,648,-8,33039,-6242,29970,26782,3728,-540,-36212,5584,-44,2764,-100,0,0,888,-164,80,600,372,2053,12,2041,0,0,6723,1180,-7880,0,41796,39740,1840,-192,0,2032,2380,2720,-1536,1196,6132,692,72,28624,52,1735,26837,2056,2124,-68,39281,-2421
1955:Q2,42857,19692,8216,-884,19424,744,-8,34241,-70083,32985,28162,5424,-601,-103068,9468,-80,476,-100,0,0,-2552,292,-3020,200,-24,-295,16,-311,0,0,9107,2024,888,0,112536,112040,2628,-268,0,2896,5439,4000,667,772,6644,3088,96,94145,88,1763,92294,496,640,-144,104324,-512
1955:Q3,43988,20216,8704,-2192,19974,787,-8,33645,-21852,34748,30092,5303,-647,-56600,29928,-16,1020,-100,0,0,7812,-312,7324,200,600,1517,16,1501,0,0,9679,1452,8564,0,86528,85592,1672,-224,0,1896,5197,3992,297,908,12752,4560,68,61343,84,1888,59371,936,1112,-176,55497,1890
1955:Q4,45976,21092,8756,-2760,20394,816,-8,34586,17635,38191,32281,6586,-676,-20556,24548,24,-448,-100,0,0,10776,-112,10648,200,40,-483,12,-495,0,0,12903,-1684,3560,0,45104,41288,5252,8,0,5244,9495,4892,1243,3360,10640,6312,-120,9709,60,1996,7653,3816,3000,816,16951,4421
1956:Q1,44166,20084,8880,-2912,20685,853,-18,33846,-52484,38852,33428,6095,-671,-91336,-12828,-136,-3420,0,0,0,-8804,-392,-9612,100,1100,2845,8,2837,0,0,771,2264,-6348,0,78508,76200,1648,-40,0,1688,8650,7228,490,932,564,-5284,88,70534,64,1793,68677,2308,2088,220,86330,5859
1956:Q2,45166,20440,8944,-3644,21072,919,-18,34147,60176,39120,35049,4752,-681,21056,-3588,184,-116,0,0,0,-12808,580,-12844,100,-644,-1503,4,-1507,0,0,7475,2700,480,0,-24644,-25900,3724,-116,0,3840,6994,6832,-250,412,7880,-5192,80,-39386,24,1817,-41227,1256,936,320,-26029,5892
1956:Q3,42232,19024,8868,-1192,21554,1004,-18,35724,69618,40074,36677,4083,-686,29544,19092,-88,368,0,0,0,-52,368,-368,100,-152,1101,4,1097,0,0,7091,3352,7320,0,-10452,-13080,4508,240,0,4268,3906,3284,290,332,3604,304,60,-25462,28,2153,-27643,2628,2292,336,-33894,5354
1956:Q4,44936,20128,9336,-3024,22133,1118,-18,35717,-44942,40258,37311,3637,-690,-85200,17448,76,2000,0,0,0,4656,-204,4572,100,188,-707,12,-719,0,0,7391,-876,4908,0,102648,99304,4088,-20,0,4108,5461,2992,421,2048,4424,3468,-32,81895,60,2761,79074,3344,3684,-340,80659,5659
1957:Q1,45544,20436,9288,-2424,22807,1208,-24,37435,83135,39251,38123,1817,-689,43884,-3468,240,-824,0,0,0,-1624,-124,-2208,400,308,2271,16,2255,0,0,865,2448,-6844,0,-47352,-50532,5744,-136,0,5880,5431,2156,1267,2008,644,-2796,28,-59583,36,3542,-63161,3180,3040,140,-45700,3024
1957:Q2,43089,19496,9148,-1508,23369,1208,-24,37538,-48104,39616,38396,1917,-697,-87720,-724,-88,-924,0,0,0,-7440,-20,-7756,400,-64,-1129,20,-1149,0,0,3189,4980,688,0,86996,83200,5856,-4,0,5860,6221,5648,297,276,1340,-2860,44,72599,88,4310,68201,3796,3612,184,85642,3286
1957:Q3,41859,18948,9232,-1280,23821,1171,-24,37415,158641,40785,39286,2208,-709,117856,15944,-92,2212,0,0,0,3260,248,2184,400,428,523,20,503,0,0,1881,1780,6380,0,-101912,-103140,5976,-76,0,6052,1851,-512,1931,432,1520,-1036,8,-111459,12,4506,-115977,1228,1196,32,-121226,4541
1957:Q4,37912,17044,9236,-944,24159,1082,-24,35953,31088,34204,38259,-3330,-725,-3116,6492,-88,-328,0,0,0,3956,416,3264,400,-124,-1501,16,-1517,0,0,573,140,3740,0,9608,7672,6728,392,0,6336,865,-2404,745,2524,2840,-1840,76,-997,20,3882,-4899,1936,1916,20,4865,-667
1958:Q1,31654,14032,9232,-220,24386,924,-29,33509,-37272,28028,34669,-5885,-756,-65300,-9104,116,-2200,2200,0,0,-5328,900,-4780,-400,-1048,1417,16,1401,0,0,1031,1276,-7616,0,56196,55040,8520,1060,0,7460,-575,-2652,981,1096,-9256,-5996,68,62279,60,2736,59483,1156,884,272,70781,-4557
1958:Q2,32346,14348,9224,312,24688,780,-29,34583,-47276,26976,33244,-5497,-771,-74252,1312,-112,996,2200,0,0,-8392,-1236,-8216,-800,1860,-1211,16,-1227,0,0,2675,2504,2652,0,75564,71832,4772,452,0,4320,-403,32,-1327,892,6792,-4640,80,65231,84,1960,63187,3732,3432,300,81859,-6827
1958:Q3,37108,16552,9132,-244,25063,680,-29,36952,-84780,31412,32774,-578,-784,-116192,29496,160,4100,-400,0,0,4028,-700,3340,200,1188,1049,16,1033,0,0,13679,1472,5408,0,145688,143464,5512,-272,0,5784,843,156,-417,1104,10268,-784,72,127553,104,1628,125821,2224,1940,284,121732,-4860
1958:Q4,43114,19324,8872,-868,25514,663,-29,40256,-15775,36501,33989,3305,-793,-52276,24416,-92,1340,-400,0,0,11920,136,11668,200,-84,-595,12,-607,0,0,8231,-912,4924,0,76692,75624,4712,-296,0,5008,5961,1184,881,3896,9124,1040,-184,54971,116,1792,53063,1068,1616,-548,56031,-3092
1959:Q1,46009,20800,9480,-628,26040,690,-44,41875,-928,38814,35667,3940,-793,-39742,7818,-24,-976,-400,0,0,5840,688,4752,400,0,2955,-52,3007,0,0,3817,2144,-5538,0,47560,45116,2156,-212,0,2368,2710,1460,1106,144,6464,4280,108,29398,60,2658,26680,2444,2044,400,42803,-2371
1959:Q2,50557,22876,9856,-996,26571,793,-40,44233,-23580,44671,36780,8691,-800,-68251,19193,-24,-580,-400,0,0,4692,392,3296,800,204,-477,-48,-429,0,0,9925,3084,2973,0,87444,84004,2852,-596,0,3448,9680,7944,1572,164,8660,7936,124,54752,104,2614,52034,3440,2952,488,67813,1231
1959:Q3,43832,19904,9944,-332,27105,864,-60,41681,77239,39040,37988,2432,-1380,38199,17771,32,-1792,-400,0,0,9732,-1280,8828,400,1784,203,-164,367,0,0,2773,1996,5227,0,-20428,-21836,2184,-88,0,2272,4379,3500,827,52,-388,-2100,92,-26003,40,3326,-29369,1408,1040,368,-35558,-1777
1959:Q4,42115,19148,9984,848,27645,958,-52,42486,-44883,42515,38339,5559,-1383,-87398,15614,-52,-200,-400,0,0,5724,2328,5240,800,-2644,2247,0,2247,0,0,5669,-2172,4798,0,103012,101388,3752,-476,0,4228,6614,1588,1818,3208,6424,-1620,-132,86350,108,2350,83892,1624,2276,-652,87369,987
1960:Q1,47264,21432,10324,-868,28189,1132,-84,44045,121440,47621,40055,8050,-484,73819,159,-44,-992,-928,0,0,-4440,-520,-6540,0,2620,-736,4,-740,0,0,7836,2180,-2717,0,-73660,-75364,1852,164,0,1688,8639,5344,3447,-152,5776,-468,72,-91235,8,2106,-93349,1704,1404,300,-77395,4708
1960:Q2,42763,19368,10340,-604,28644,1168,-100,42363,-9211,42154,41057,1813,-716,-51365,-3857,76,-208,-724,0,0,-7608,-144,-6956,572,-1080,32,4,28,0,0,3704,1004,-133,0,47508,45860,4332,768,0,3564,6221,3344,2445,432,4532,-380,40,31115,92,1434,29589,1648,1476,172,51574,959
1960:Q3,40714,18412,10696,516,29013,1162,-96,42393,152434,42344,40513,2569,-738,110090,9790,204,960,1036,0,0,-6436,-96,-7204,-612,1476,-556,4,-560,0,0,6428,1564,6590,0,-100300,-102108,3620,492,0,3128,1393,164,329,900,2916,-4128,76,-105985,4,778,-106767,1808,1600,208,-110041,1113
1960:Q4,38393,17356,10460,264,29294,1091,-92,41318,-140375,35272,40169,-4227,-670,-175647,5269,-224,-3520,6616,0,0,-2792,944,-2776,-296,-664,-708,0,-708,0,0,1732,6532,-2367,0,180916,179848,5700,392,0,5308,4028,-4,1948,2084,-1884,-1384,4,173384,160,-478,173702,1068,980,88,181693,-4955
1961:Q1,37241,17096,10256,-76,29487,979,-108,40387,-152728,36379,39352,-2374,-599,-189107,-2135,164,1856,1088,0,0,-2660,-1424,-2108,-720,1592,-271,8,-279,0,0,1955,2856,-7123,0,186972,184052,560,-884,0,1444,1836,3672,-1512,-324,2812,-2264,60,181048,176,250,180622,2920,2680,240,193115,-3029
1961:Q2,40661,18660,10464,1016,29976,920,-116,43565,40437,40317,40169,934,-786,120,20216,96,1240,2364,0,0,-1168,-8,-2356,1188,8,-351,8,-359,0,0,11967,2428,3640,0,20096,15108,8580,768,0,7812,-584,-1912,180,1148,6284,1108,88,-368,68,-878,442,4988,4672,316,3128,-2328
1961:Q3,43463,19964,10536,324,30762,838,-128,45015,-3441,44116,40539,4424,-847,-47557,15623,100,832,2972,0,0,-4648,-952,-5392,60,1636,633,8,625,0,0,8691,3248,3795,0,63180,61516,3436,608,0,2828,2512,904,668,940,6120,1124,44,48280,92,-1018,49206,1664,1532,132,48456,-61
1961:Q4,47677,21956,11048,-180,31843,809,-140,47285,-6451,44737,41825,3572,-660,-51188,19704,-8,8404,-2024,0,0,3636,3588,3232,0,-3184,1,12,-11,0,0,8955,1544,-804,0,70892,71020,6304,808,0,5496,6932,1072,1956,3904,5740,2516,-104,49632,172,-2182,51642,-128,-400,272,53736,-1739
1962:Q1,46562,20488,11392,444,33220,976,-120,49442,32549,47860,42508,6170,-818,-15311,2861,-8,-5380,5180,0,0,1892,-2476,484,-40,3924,1691,20,1671,0,124,3481,1880,-5999,0,18172,17788,3148,-156,0,3304,3027,2144,-453,1336,5580,2452,32,3549,36,-1958,5471,384,244,140,16893,-606
1962:Q2,45729,20128,11680,-124,34391,1009,-120,49317,38827,46822,43707,4065,-950,-7995,9753,128,1584,636,0,0,-4960,1108,-4624,-216,-1228,1103,24,1079,0,296,6005,2348,2613,0,17748,16912,6452,276,0,6176,6167,4260,243,1664,2844,2412,76,-1039,-252,-3690,2903,836,576,260,10490,-1486
1962:Q3,47292,20796,11880,-752,35356,1121,-108,50449,43439,48036,44213,4621,-798,-4597,18351,-76,5872,-2604,0,0,-3988,1232,-5664,496,-52,739,24,715,0,196,9281,2688,6243,0,22948,22548,2772,464,0,2308,6912,4372,556,1984,9596,1780,44,1444,120,-2286,3610,400,256,144,7010,-1292
1962:Q4,47764,20952,11408,536,36117,1127,-156,53340,57989,45618,44068,2345,-795,12371,16915,-544,12204,388,0,0,2076,996,2648,-132,-1436,-357,16,-373,0,80,-691,3876,-117,0,4544,3824,4172,-168,0,4340,9267,3788,1183,4296,-6280,-2320,196,-1211,208,-3210,1791,720,400,320,-4649,-6595
1963:Q1,47875,20924,12056,984,36670,1335,-92,53976,21152,47711,44423,3952,-664,-26559,-3375,152,-18368,1376,0,0,16272,-1264,16240,-1380,2676,2211,8,2203,-604,44,6337,3648,-14443,0,23184,23020,3584,-160,0,3744,4891,2480,863,1548,9712,424,52,4357,140,-1604,5821,164,-20,184,32824,-4930
1963:Q2,51843,22672,12424,216,37240,1360,-84,55647,45920,48499,45737,3725,-963,-2579,15181,484,2268,-736,0,0,-1712,-388,-4460,1536,1600,91,0,91,-628,-8,7977,3332,4113,0,17760,17404,3952,-512,0,4464,5446,2216,922,2308,6400,2980,116,-1490,124,-2028,414,356,-44,400,9727,-5788
1963:Q3,53512,23404,12544,-232,37824,1366,-92,56614,46136,51077,47089,4957,-969,-4941,17219,-260,3516,-172,0,0,-596,-1556,-2600,340,3220,1559,0,1559,-648,-4,5341,2736,5747,0,22160,21420,1904,-216,0,2120,6925,3580,809,2536,8536,1644,92,2319,120,-1459,3658,740,384,356,10478,-4171
1963:Q4,54927,24016,12752,-752,38424,1344,-84,57259,52311,51516,48577,3515,-576,795,19039,-1212,8636,2280,0,0,1672,1868,2104,836,-3136,-17,16,-33,-680,32,5577,3528,-777,0,18244,20076,4724,-32,0,4756,11553,5420,1833,4300,4812,508,-144,-1377,124,-1387,-114,-1832,-1684,-148,4948,-4399
1964:Q1,57599,23732,13080,-236,39039,1259,-84,60933,32237,53080,49580,4516,-1016,-20843,-2939,544,-9140,4148,0,272,4220,1124,4080,-1132,148,3431,20,3411,-436,-4,2929,3088,-11991,0,17904,15084,2364,-344,0,2708,7191,2344,2487,2360,376,632,68,4453,180,-1595,5868,2820,2548,272,28696,-6594
1964:Q2,57655,23712,13808,-144,39705,1215,-72,60983,47082,54154,50967,4417,-1230,-7072,15408,368,3940,-1088,0,404,-2396,-976,-3632,156,2056,-1149,28,-1177,-448,44,8109,3680,3944,0,22480,19036,5224,140,0,5084,8339,3996,2263,2080,6448,1476,92,-2543,152,-1535,-1160,3444,3128,316,13901,-5614
1964:Q3,59218,24284,14244,-900,40424,1198,-84,61496,52053,56470,52703,5033,-1266,-4417,23103,224,3172,-572,0,-136,-3028,3360,-3352,-848,-2188,1731,28,1703,-464,20,13853,3868,4435,0,27520,26640,2772,-12,0,2784,11100,5956,1852,3292,10648,420,44,1656,144,-482,1994,880,748,132,9443,-3828
1964:Q4,58417,23824,14852,-696,41193,1183,-84,61505,48404,58812,54211,4765,-164,-10408,15928,-724,324,1448,0,696,-1344,-608,316,-608,-444,-173,20,-193,-464,88,9277,3624,3176,0,26336,27896,6244,844,0,5400,12394,6976,326,5092,10364,-660,-44,-402,140,-1346,804,-1560,-1844,284,13101,-1510
