1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004:Q3,13872,18,1835,0,207,-7112,157,-3325,2672,-6616,-30,9901,-2382,11435,-10910,-3862,30400,-4193,13902
2004:Q4,14719,21,4141,0,-526,-4184,-328,-833,765,-3788,-80,-11920,3812,23455,1913,-406,19923,2025,14750
2005:Q1,15498,24,-1644,0,818,5365,571,897,2192,1705,-74,-11921,-1455,24385,22,-1030,26475,-1082,15519
2005:Q2,16549,29,3589,0,-62,6356,-10,826,-401,5941,-67,-13444,-1295,21443,-4077,-2004,28628,-1104,16571
2005:Q3,16947,43,3426,0,-97,6985,-19,417,2527,4060,-55,-9682,-2817,19144,-2348,2075,20633,-1216,16969
2005:Q4,16428,43,247,0,37,15333,71,-713,11762,4213,-24,-13906,-1416,16114,-2155,-946,17311,1904,16452
2006:Q1,15258,198,-145,293,-396,8606,498,1483,1749,4876,5187,-11009,2294,10230,-7739,1038,13588,3343,15266
2006:Q2,14679,198,-144,292,-395,8606,498,1483,1749,4876,5187,-11009,2294,9650,-7740,1039,13007,3344,14688
2006:Q3,14561,198,-145,293,-396,8606,498,1483,1749,4876,5187,-11009,2294,9533,-7739,1038,12891,3343,14571
2006:Q4,14826,198,-145,293,-395,8606,498,1483,1749,4876,5187,-11009,2294,9797,-7739,1039,13154,3343,14836
2007:Q1,14990,191,853,108,59,7234,973,197,3837,2227,428,3795,248,2074,492,616,-1902,2868,15006
2007:Q2,15567,191,853,107,60,7234,973,197,3837,2227,428,3795,248,2651,492,617,-1326,2868,15584
2007:Q3,15766,191,853,108,60,7234,973,197,3837,2227,428,3795,248,2849,491,617,-1126,2867,15784
2007:Q4,15365,190,853,108,60,7233,972,197,3837,2227,428,3795,248,2450,492,617,-1527,2868,15384
2008:Q1,14622,-1052,-1365,-3787,-243,-17447,-1987,-3980,-1273,-10207,-1916,-5148,12126,33454,820,4177,25907,2550,14649
2008:Q2,14153,-1052,-1365,-3787,-243,-17447,-1987,-3980,-1273,-10207,-1915,-5148,12126,32984,820,4177,25438,2549,14180
2008:Q3,14183,-1053,-1365,-3787,-242,-17447,-1987,-3980,-1273,-10207,-1915,-5148,12126,33014,819,4177,25468,2550,14210
2008:Q4,14405,-1052,-1365,-3787,-243,-17446,-1986,-3980,-1273,-10207,-1916,-5148,12126,33236,820,4178,25688,2550,14431
2009:Q1,14397,-657,849,91,39,10880,791,1821,-10784,19052,-488,-10451,-96,14230,-757,-1337,9629,6695,14418
2009:Q2,14671,-656,850,90,39,10881,792,1821,-10784,19052,-488,-10451,-96,14502,-757,-1336,9900,6695,14690
2009:Q3,14493,-657,849,91,38,10881,792,1821,-10784,19052,-488,-10451,-96,14326,-757,-1336,9723,6696,14512
2009:Q4,13703,-656,849,90,39,10881,792,1821,-10784,19052,-488,-10451,-96,13535,-758,-1336,8934,6695,13722
2010:Q1,12469,666,-55,-1287,-59,12308,-247,4437,2879,5239,293,3230,-1699,-928,-1988,3340,-4602,2322,12496
2010:Q2,11809,665,-55,-1287,-59,12308,-247,4437,2879,5239,293,3230,-1699,-1587,-1988,3341,-5262,2322,11837
2010:Q3,11545,666,-55,-1287,-59,12308,-247,4437,2879,5239,293,3230,-1699,-1852,-1988,3341,-5526,2321,11574
2010:Q4,11593,665,-55,-1288,-59,12308,-247,4437,2879,5239,293,3230,-1699,-1802,-1989,3340,-5475,2322,11623
2011:Q1,11583,443,302,-85,9,17111,265,8008,1008,7830,-607,-18170,4789,7791,3174,418,-1112,5310,11613
2011:Q2,11885,442,303,-85,9,17112,266,8008,1008,7830,-608,-18170,4789,8093,3174,418,-809,5310,11917
2011:Q3,11857,443,302,-85,9,17111,265,8008,1008,7830,-607,-18170,4789,8065,3174,418,-836,5309,11892
2011:Q4,11155,443,302,-85,9,17111,265,8008,1008,7830,-607,-18170,4789,7363,3174,418,-1539,5310,11192
2012:Q1,9635,-261,-833,-997,-79,17552,-908,6949,-5372,16883,-29,-2748,-9301,6331,-2495,-3096,6773,5149,9706
2012:Q2,7472,-261,-834,-997,-78,17552,-908,6949,-5372,16883,-28,-2748,-9301,4167,-2495,-3096,4610,5148,7545
2012:Q3,4443,-260,-834,-996,-79,17552,-908,6949,-5372,16883,-28,-2748,-9301,1137,-2495,-3096,1579,5149,4515
2012:Q4,730,-261,-833,-997,-78,17551,-909,6949,-5372,16883,-28,-2748,-9301,-2575,-2495,-3095,-2133,5148,804
2013:Q1,-2584,70,1115,1334,105,11759,1216,47,-930,11426,-269,-46522,-1592,31417,-908,-1034,33450,-91,-2608
2013:Q2,-5031,71,1116,1334,105,11758,1215,47,-930,11426,-269,-46522,-1592,28968,-908,-1033,31001,-92,-5057
2013:Q3,-5800,70,1116,1334,105,11759,1216,47,-930,11426,-269,-46522,-1592,28199,-908,-1033,30231,-91,-5827
2013:Q4,-4843,70,1115,1334,105,11759,1216,47,-930,11426,-269,-46522,-1592,29157,-908,-1033,31190,-92,-4870
2014:Q1,-3147,537,491,587,47,16897,534,1583,1112,13668,26,-35383,245,13406,-754,-971,10032,5099,-3165
2014:Q2,-1922,537,491,586,46,16898,535,1583,1112,13668,26,-35383,245,14632,-753,-971,11257,5099,-1939
2014:Q3,-1975,537,491,587,46,16898,535,1583,1112,13668,26,-35383,245,14579,-754,-970,11204,5099,-1992
2014:Q4,-3451,537,491,587,46,16897,534,1583,1112,13668,26,-35383,245,13103,-754,-971,9729,5099,-3469
2015:Q1,-5449,-188,-862,-1030,-81,-4957,-938,-2122,-225,-1672,-186,-8437,-8068,18360,-566,3317,16695,-1086,-5449
2015:Q2,-7357,-189,-862,-1030,-81,-4958,-939,-2122,-225,-1672,-186,-8437,-8068,16455,-566,3318,14788,-1085,-7357
2015:Q3,-8299,-188,-861,-1031,-81,-4958,-939,-2122,-225,-1672,-186,-8437,-8068,15511,-566,3317,13846,-1086,-8300
2015:Q4,-8005,-189,-862,-1030,-82,-4958,-939,-2122,-225,-1672,-186,-8437,-8068,15807,-567,3318,14142,-1086,-8005
2016:Q1,-7084,-132,-214,-255,-20,4562,-233,1867,874,2054,48,-23728,-6329,18985,-630,2102,13557,3956,-7062
2016:Q2,-6311,-132,-213,-256,-20,4563,-232,1867,874,2054,48,-23728,-6329,19757,-631,2101,14331,3956,-6289
2016:Q3,-6279,-132,-214,-255,-20,4562,-233,1867,874,2054,48,-23728,-6329,19789,-631,2102,14362,3956,-6257
2016:Q4,-6961,-132,-214,-256,-20,4562,-233,1867,874,2054,47,-23728,-6329,19109,-631,2102,13682,3956,-6938
2017:Q1,-7816,56,929,1110,87,27693,1012,8717,4732,13232,419,-22319,-6853,-8938,339,4315,-15815,2223,-7797
2017:Q2,-8817,55,928,1111,88,27693,1012,8717,4732,13232,418,-22319,-6853,-9938,340,4314,-16816,2224,-8797
2017:Q3,-9309,55,929,1110,88,27692,1011,8717,4732,13232,418,-22319,-6853,-10429,339,4314,-17305,2223,-9288
2017:Q4,-9079,55,929,1110,87,27693,1012,8717,4732,13232,418,-22319,-6853,-10199,339,4315,-17077,2224,-9057
2018:Q1,-8264,-226,-1302,-1557,-123,15663,-1419,3567,1762,11753,-384,-18959,-9747,8371,683,-9132,18391,-1571,-8299
2018:Q2,-7758,-226,-1303,-1557,-122,15663,-1419,3567,1762,11753,-384,-18959,-9747,8877,683,-9132,18896,-1570,-7793
2018:Q3,-7486,-225,-1302,-1557,-123,15664,-1418,3567,1762,11753,-383,-18959,-9747,9146,683,-9132,19166,-1571,-7521
2018:Q4,-7501,-226,-1302,-1557,-123,15663,-1419,3567,1762,11753,-384,-18959,-9747,9134,683,-9132,19153,-1570,-7537
2019:Q1,-7665,0,-3949,2669,3332,7210,-819,8676,424,-1071,-40,-33741,-11752,28606,-2175,-1350,19588,12543,-7679
2019:Q2,-8263,0,-3949,2668,3331,7211,-818,8676,424,-1071,-39,-33741,-11752,28008,-2176,-1349,18991,12542,-8277
2019:Q3,-9000,-1,-3948,2669,3332,7211,-818,8676,424,-1071,-40,-33741,-11752,27271,-2175,-1350,18253,12543,-9014
2019:Q4,-9683,0,-3949,2668,3332,7210,-819,8676,424,-1071,-39,-33741,-11752,26589,-2175,-1350,17571,12543,-9697
2020:Q1,-10202,-66,-1551,328,947,1755,-660,3615,646,-1846,-125,-10561,-6348,5419,-441,-3095,5715,3240,-10209
2020:Q2,-10671,-98,-2272,481,1388,-11103,-968,5297,-14054,-1378,-183,-1800,-9301,12217,-645,-4534,12649,4747,-10681
2020:Q3,-11035,-99,-2293,486,1402,-10009,-977,5347,-4045,-10334,-185,-3018,-9390,12071,-652,-4579,12510,4792,-11044
2020:Q4,-10958,-110,-2548,539,1557,1100,-1086,5941,-3939,184,-205,-15573,-10432,14714,-724,-5086,15199,5325,-10967
2021:Q1,-10960,-60,-1402,296,857,-6394,-597,3268,-4416,-4649,-113,-1565,-5738,3159,-398,-2797,3426,2928,-10967
2021:Q2,-10960,-105,552,519,1496,667,-1043,5709,-3980,-19,-198,-14573,-10024,10706,-696,-4888,11174,5116,-10967
2021:Q3,-10958,-91,-120,448,1296,4237,-904,4944,-4117,4314,-171,-16280,-8681,8404,-603,-4232,8808,4431,-10967
2021:Q4,-10957,-88,-536,431,1244,3870,-867,4747,-4152,4142,-164,-15435,-8336,8057,-578,-4065,8446,4254,-10967
