1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q2,88655,0,8476,23,0,19425,4509,4989,1678,8249,0,34491,0,26240,0,0,26240,88655
1977:Q3,91112,0,8846,53,0,19751,4524,5020,1894,8313,0,33733,0,28729,0,0,28729,91112
1977:Q4,92766,0,9233,94,0,20633,4526,5327,1870,8910,0,34611,0,28195,0,0,28195,92766
1978:Q1,95970,0,9678,150,0,20844,4540,5369,1864,9071,0,34181,0,31117,0,0,31117,95970
1978:Q2,100779,0,10147,212,0,21826,4534,5546,1853,9893,0,38367,0,30227,0,0,30227,100779
1978:Q3,108275,0,10579,272,0,22287,4469,5272,2194,10352,0,43231,0,31906,0,0,31906,108275
1978:Q4,110620,0,11120,359,0,22767,4465,5795,1910,10597,0,42086,0,34288,0,0,34288,110620
1979:Q1,120260,0,11622,500,0,23553,4637,5932,2177,10807,0,48762,0,35823,0,0,35823,120260
1979:Q2,124579,0,12068,688,0,25048,4999,6232,2361,11456,0,49791,0,36984,0,0,36984,124579
1979:Q3,130780,0,12556,913,0,26743,5558,6442,2641,12102,0,53555,0,37013,0,0,37013,130780
1979:Q4,136320,0,13110,1182,0,28158,6158,6499,2763,12738,0,52631,3013,38226,0,0,38226,136320
1980:Q1,133006,0,13550,1500,0,29895,6648,6801,2935,13511,0,45560,3158,39343,0,0,39343,133006
1980:Q2,143351,0,13959,1845,0,31917,7068,7347,3306,14196,0,52160,3308,40162,0,0,40162,143351
1980:Q3,152923,0,14344,2195,0,33708,7460,7642,3618,14988,0,57506,3697,41473,0,0,41473,152923
1980:Q4,158812,0,14959,2633,0,35447,7812,8054,4036,15545,0,61036,4035,40702,0,0,40702,158812
1981:Q1,161211,0,15474,3244,0,36855,8114,8338,4467,15936,0,61535,4239,39864,0,0,39864,161211
1981:Q2,163291,0,15852,4134,0,38554,8715,8636,5044,16159,0,60011,4273,40467,0,0,40467,163291
1981:Q3,162215,0,16431,5413,0,40076,9291,8689,5657,16439,0,54936,3883,41476,0,0,41476,162215
1981:Q4,169597,0,17144,6564,0,42583,9802,11671,4444,16666,0,59259,4226,39821,0,0,39821,169597
1982:Q1,173171,0,18605,7030,0,45367,8790,14009,5258,17310,0,61371,3998,36800,0,0,36800,173171
1982:Q2,177923,0,20226,6030,0,47609,8243,15510,6068,17788,0,62821,4022,37215,0,0,37215,177923
1982:Q3,194838,0,21689,5071,0,49138,7120,16976,6533,18509,0,73377,4512,41051,0,0,41051,194838
1982:Q4,202201,0,23226,4688,0,50958,6081,18793,7039,19045,0,76841,5405,41083,0,0,41083,202201
1983:Q1,219579,0,25141,4877,0,52783,5697,19932,7310,19844,0,86991,6054,43733,0,0,43733,219579
1983:Q2,241933,0,27753,5228,0,54592,6121,20763,7577,20131,0,98556,6779,49025,0,0,49025,241933
1983:Q3,243541,0,27834,5602,0,58205,6799,22276,8134,20996,0,96146,6869,48885,0,0,48885,243541
1983:Q4,246783,0,28610,5929,0,60377,6899,23333,8556,21589,0,94877,6980,50010,0,0,50010,246783
1984:Q1,251991,0,28279,6191,0,62085,7832,23756,8646,21851,0,100500,7016,47920,0,0,47920,251991
1984:Q2,244787,0,28209,6388,0,61250,8845,23031,8451,20923,0,95511,6758,46671,0,0,46671,244787
1984:Q3,265048,0,30491,6770,0,65224,8868,24691,9108,22557,0,105279,7398,49886,0,0,49886,265048
1984:Q4,278883,0,31972,6938,0,69441,7844,27101,9816,24680,0,111753,7619,51160,0,0,51160,278883
1985:Q1,313158,0,34402,7429,0,69602,7732,28038,10189,23643,0,138787,8293,54645,0,0,54645,313158
1985:Q2,313929,0,37410,8015,0,70796,7694,29860,10994,22248,0,130498,8820,58390,0,0,58390,313929
1985:Q3,305700,0,37047,8239,0,71666,7937,30743,11451,21535,0,123838,8603,56307,0,0,56307,305700
1985:Q4,420382,1912,35638,9087,5284,73939,7597,32138,14763,19441,2780,159035,15200,117507,49949,7125,60433,420382
1986:Q1,445451,1612,36017,9517,5417,76894,7622,32875,15102,21295,2438,168591,18558,126407,53712,7135,65560,445451
1986:Q2,447550,1372,34415,9427,5253,75833,7233,31712,14572,22316,2003,169492,19529,130226,56160,7150,66916,447550
1986:Q3,435940,1182,35578,10106,5512,77408,7428,31293,14408,24279,1604,150163,18772,135615,58337,7170,70108,435940
1986:Q4,455466,1106,37299,10990,5868,86029,7738,23580,11096,43615,1189,150937,19878,142170,61292,7224,73654,455466
1987:Q1,499549,1081,33592,11194,5679,97410,8054,27223,15313,46820,1418,176585,25169,147421,68238,7624,71559,499549
1987:Q2,523955,1061,31649,12008,5789,95567,8830,27583,15516,43638,1388,194957,28247,153289,77104,8374,67811,523955
1987:Q3,568019,1046,28317,12337,5651,97626,9270,29110,16374,42872,1443,215288,31057,175254,86405,9474,79375,568019
1987:Q4,535617,1038,25388,12832,5585,96953,9853,29513,16600,40987,1441,185107,25292,181981,94512,10229,77240,535617
1988:Q1,555572,1188,29077,13450,5773,89091,9221,25845,17230,36795,1750,196551,27864,190828,98182,10429,82217,555572
1988:Q2,571557,1538,33815,14631,6120,89369,8852,26624,17749,36144,2354,201039,29711,192980,102772,10129,80079,571557
1988:Q3,567437,1838,37171,15113,6182,88676,8096,27093,18062,35425,3057,189020,29448,196932,103512,9229,84191,567437
1988:Q4,577118,2021,39687,15263,6105,87600,7239,27576,17412,35373,4037,185835,31769,204801,108749,9335,86717,577118
1989:Q1,602809,2196,43448,16048,6518,83893,7407,24286,18052,34148,3936,202254,34204,210312,113287,9919,87106,602809
1989:Q2,629518,2346,48808,17220,7149,86727,7785,25507,18143,35292,4225,216561,37733,208749,116577,10653,81519,629518
1989:Q3,659658,2471,51373,17420,7354,92027,7674,27780,19094,37479,4702,231941,41823,210547,119364,11402,79781,659658
1989:Q4,688709,2584,57548,18678,8059,95664,8059,29360,19477,38768,5056,240717,44413,215990,124584,12162,79244,688709
1990:Q1,687751,2509,60745,19649,8565,96948,8565,26565,21567,40251,4996,227686,44878,221775,131344,12936,77495,687751
1990:Q2,693108,2309,58689,18997,8331,104104,8331,28695,22863,44215,5334,231692,49974,213678,132449,13750,67479,693108
1990:Q3,676619,2359,57466,18694,8214,104849,8214,28750,22085,45800,5279,209602,45430,224726,137282,14574,72870,676619
1990:Q4,708546,2273,58911,19150,8478,105628,8478,28660,21163,47327,5193,231398,50727,226788,141223,15410,70155,708546
1991:Q1,758025,2198,56724,18268,8577,110537,8577,30183,21853,49924,5330,264544,59983,231864,146564,16344,68956,758025
1991:Q2,771837,2128,57652,18785,9164,112466,9164,30642,21480,51180,5278,260142,63746,242476,154162,17308,71006,771837
1991:Q3,808073,2058,60957,20128,10192,113918,10192,30819,20823,52084,5178,275599,71946,248097,160151,18292,69654,808073
1991:Q4,852773,1977,58949,19840,10374,118708,10374,32264,21435,54635,5269,304116,76993,256547,167229,19319,69999,852773
1992:Q1,851829,1932,56616,19944,10608,119640,10608,32468,20806,55758,5068,297251,82176,258594,170597,20322,67675,851829
1992:Q2,866762,1914,54099,20012,10807,118347,10807,32002,19507,56031,4778,307971,88608,260226,172468,21356,66402,866762
1992:Q3,900562,1897,53383,20744,11385,125976,11385,34109,20781,59701,4839,323630,92878,265830,177017,22459,66354,900562
1992:Q4,930211,1907,50970,20909,11625,128326,11625,34713,20553,61435,4696,342162,104343,265273,177997,23670,63606,930211
1993:Q1,984543,1947,50353,23125,12369,132806,12369,35302,20308,64827,4934,374630,113735,270644,184189,24757,61698,984543
1993:Q2,1008763,1984,48759,25182,12964,129808,12964,33698,17871,65275,4885,388540,124082,272559,188982,25844,57733,1008763
1993:Q3,1039085,2018,43227,25370,12510,141830,12510,36788,20128,72404,5470,402165,134302,272193,192445,26981,52767,1039085
1993:Q4,1056833,2048,41167,27473,12557,141110,12557,35972,18480,74101,4534,404033,146308,277603,198158,28617,50828,1056833
1994:Q1,1063863,2054,41222,29978,12730,141226,12730,38450,20124,69922,4626,386892,155683,289452,205100,30151,54201,1063863
1994:Q2,1094145,2060,39682,31613,12427,148043,12427,42884,23725,69007,5065,395982,164031,295242,211155,31643,52444,1094145
1994:Q3,1137168,2066,36383,31907,11509,150155,11509,42550,26225,69871,5711,416996,181254,301187,215563,33129,52495,1137168
1994:Q4,1125844,2194,34568,32903,10563,146066,10563,42564,28376,64563,3094,398043,193845,304568,218703,34131,51734,1125844
1995:Q1,1187304,2340,35285,33791,10742,147600,10742,42748,28818,65292,3261,419206,223200,311879,223246,35078,53555,1187304
1995:Q2,1245266,2485,34277,36321,10921,147293,10921,42656,28631,65085,3429,438384,253076,319080,227679,36026,55375,1245266
1995:Q3,1323603,2631,34567,37509,11101,141674,11101,40901,27399,62273,3596,472961,291332,328232,234064,36973,57195,1323603
1995:Q4,1388463,2786,34398,39385,11279,140209,11279,40463,27054,61413,3764,494005,324263,338374,241437,37921,59016,1388463
1996:Q1,1449973,2936,33058,42285,11459,145553,11459,42048,28158,63888,3930,514700,352479,343573,243870,38868,60835,1449973
1996:Q2,1487203,3086,32789,44041,11637,144873,11637,41727,28033,63476,4097,523700,373794,349186,246715,39815,62656,1487203
1996:Q3,1538689,3239,31731,46749,11817,143047,11817,40483,27319,63428,4265,540574,400726,356541,251301,40763,64477,1538689
1996:Q4,1632519,3302,28811,50847,13161,141638,13161,40233,27287,60957,4437,551971,445797,392555,281053,41710,69792,1632519
1997:Q1,1634036,3628,26018,55669,13298,145287,13298,40458,27452,64079,4668,535690,460916,388862,275069,41998,71795,1634036
1997:Q2,1808495,3802,24857,58111,13434,145379,13434,39613,26901,65431,4910,611338,543423,403241,287096,42291,73854,1808495
1997:Q3,1954749,4294,20006,65500,13571,146757,13571,39243,26629,67314,5164,671213,613004,415240,296682,42588,75970,1954749
1997:Q4,1948201,4249,23029,64462,14299,147840,14299,39004,26412,68125,4734,648915,618614,422059,297781,44725,79553,1948201
1998:Q1,2137934,3804,26149,65068,14626,154832,14626,41597,30517,68092,4785,739916,693227,435527,307973,46369,81185,2137934
1998:Q2,2138492,3349,30257,65607,14954,158037,14954,44044,28799,70240,4837,736244,692024,433183,302125,48181,82877,2138492
1998:Q3,1953548,2890,33372,66380,15222,163870,15222,45085,31048,72515,4982,633781,613979,419072,284467,50169,84436,1953548
1998:Q4,2238002,2828,36286,67566,15411,160602,15411,45997,26524,72670,4903,786502,733289,430615,296528,49570,84517,2238002
1999:Q1,2295934,3116,30538,71636,16401,162911,15974,43870,29343,73724,5355,784677,787324,433976,299896,46858,87222,2295934
1999:Q2,2402090,3344,25905,74451,16537,164767,16537,43338,30357,74535,5807,810336,862151,438792,304717,44147,89928,2402090
1999:Q3,2314564,3523,19069,79597,17101,166565,17101,43506,30577,75381,6259,728981,853336,440133,306064,41435,92634,2314564
1999:Q4,2527758,3979,16817,80143,17663,170903,17663,44228,32791,76221,6711,800459,983407,447676,313613,38724,95339,2527758
2000:Q1,2630310,4203,16626,80428,17994,179078,17994,44369,40932,75783,7020,839036,1033929,451996,315301,38652,98043,2630310
2000:Q2,2591984,4593,16789,80441,18704,173614,18704,44961,35967,73982,7373,817245,1028930,444295,303482,38345,102468,2591984
2000:Q3,2619983,5271,16033,83354,19962,172845,19962,47431,34881,70571,7767,818339,1054292,442120,295205,37801,109114,2619983
2000:Q4,2497318,6054,17744,84218,21599,171966,21599,46574,38426,65367,8206,747088,1009738,430705,276209,37022,117474,2497318
2001:Q1,2265656,4745,16897,80667,15101,177453,15101,48127,40193,74032,5663,692331,901083,371716,248897,42991,79828,2265656
2001:Q2,2369049,4746,16873,80473,14978,167806,14978,43397,39399,70032,5584,748560,946272,383757,263338,41751,78668,2369049
2001:Q3,2122549,4716,16739,80084,14701,159735,14701,44082,32489,68463,5552,664554,828813,347655,228817,40656,78182,2122549
2001:Q4,2249748,4638,16420,78527,14207,155264,14207,39511,37483,64063,5397,724647,884401,366247,252145,38200,75902,2249748
2002:Q1,2370501,4965,17686,79647,15865,167681,15861,45688,40291,65841,5819,747461,933929,397448,270631,44680,82137,2370501
2002:Q2,2174559,4998,17806,84686,15972,171989,15968,45544,39248,71229,5831,649895,860428,362954,235836,44794,82324,2174559
2002:Q3,1954427,5030,17920,87802,16074,182422,16070,46504,39915,79933,5793,542071,774873,322442,196241,44446,81755,1954427
2002:Q4,2051380,5064,18040,87945,16182,183228,16178,47735,38811,80504,5769,575675,829327,330150,204520,44230,81400,2051380
2003:Q1,2048897,5111,18207,86769,16331,184271,16327,49170,40377,78397,5832,606585,799410,326381,199241,44795,82345,2048897
2003:Q2,2287077,5140,18310,87061,16423,181948,16419,47817,40148,77564,5765,704380,916719,351331,225778,44193,81360,2287077
2003:Q3,2331152,5161,18387,87404,16493,182238,16489,47610,40311,77828,5769,710535,940065,365100,239457,44227,81416,2331152
2003:Q4,2546469,5172,18424,87431,16526,182181,16522,47597,40672,77390,5754,796660,1043669,390652,265376,44087,81189,2546469
2004:Q1,2579919,5171,18422,87323,16519,181079,16523,47665,40407,76484,5631,811485,1062356,391933,269598,42972,79363,2579919
2004:Q2,2601691,5180,18453,87535,16547,183862,16551,48322,41071,77918,5626,819220,1072888,392380,270158,42929,79293,2601691
2004:Q3,2586452,5194,18504,87802,16592,188655,16596,49407,42250,80402,5723,812753,1057512,393717,269178,43808,80731,2586452
2004:Q4,2816422,5210,18558,87985,16641,190744,16645,49654,43816,80629,5629,899104,1175166,417385,295084,42958,79343,2816422
