1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q2,12336170,4716030,7620140,1612956,445113,390125,54988,0,39682,0,1272,14034,108699,1001467,879552,121915,17863,63034,0,3409,37609,4451904,1493595,10842575,3.608198100509596,5.841276631219836,8.118139368007164,13.14237646004766
1981:Q3,12468422,4842252,7626170,1673108,463786,406998,56788,0,41214,0,1284,14290,111927,844690,734949,109741,16392,57553,0,2951,32845,4532660,1524585,10943837,3.719681893991919,6.081501416864586,6.77463247813083,11.07619903762098
1981:Q4,12811799,4916986,7894813,1763221,477081,416425,60655,0,43822,0,1398,15435,119766,913725,796146,117579,16759,62109,0,3214,35497,4621021,1556065,11255734,3.7237591545573,6.042961949091179,7.131901484542742,11.57373705090827
1982:Q1,12952918,5030606,7922312,1813206,495818,431984,63833,0,46629,0,1424,15780,119980,789692,674820,114872,15505,63968,0,2929,32470,4703616,1560136,11392782,3.827846206201624,6.258498574342244,6.09663105512488,9.967944037294988
1982:Q2,13109509,5075210,8034299,1862108,513327,446703,66624,0,48914,0,1472,16238,125915,761483,646333,115150,14966,65386,0,2892,31906,4771466,1584350,11525159,3.915686250335494,6.389197612995959,5.808634594418992,9.477908063305069
1982:Q3,13345173,5096901,8248272,1927996,549749,480180,69569,0,50550,0,1593,17426,122082,819747,686622,133125,16739,76350,0,3354,36682,4828697,1594325,11750848,4.119459816340132,6.665020677911953,6.142650448892867,9.93841282215234
1982:Q4,13707046,5147965,8559081,1989205,552784,479836,72948,0,52509,0,1750,18689,134201,987572,837646,149926,20262,80568,0,4203,44893,4895319,1629030,12078016,4.032842873821237,6.45844598576886,7.204849545814717,11.53829521335779
1983:Q1,14036725,5221734,8814991,2044362,572014,494513,77500,0,54464,0,1895,21141,127671,1087245,916505,170740,21955,91192,0,4738,52855,4983699,1622222,12414503,4.07512203124981,6.489101077461562,7.745718779639129,12.33404832867185
1983:Q2,14386694,5290132,9096562,2082154,607760,525047,82713,0,56382,0,2019,24312,130213,1220014,1021592,198422,24360,103363,0,5421,65278,5056421,1673327,12713367,4.224459172001367,6.681205775717425,8.480152685184153,13.41181031520682
1983:Q3,14605360,5365194,9240166,2137739,655328,568013,87315,0,60029,0,2057,25229,130445,1186122,987949,198173,24327,101014,0,5490,67342,5130532,1731147,12874213,4.486901584114515,7.092168435845676,8.121142877065845,12.83658936929546
1983:Q4,14768828,5444616,9324212,2181405,653246,561831,91415,0,62296,0,2164,26955,133886,1128017,929300,198717,24771,99766,0,5513,68667,5227658,1793755,12975073,4.423141690067727,7.005912966667389,7.637819990316805,12.09771376471834
1984:Q1,15041661,5651389,9390272,2242238,658929,562066,96863,0,64207,0,2393,30263,129801,1067231,866844,200387,23606,105155,0,5250,66376,5292074,1826137,13215524,4.380692020267214,7.017143168443296,7.095165294950377,11.3652798343491
1984:Q2,15332429,5827923,9504506,2319319,712175,613968,98207,0,63429,0,2457,32321,131162,996867,805319,191548,22673,99837,0,4877,64161,5344983,1891150,13441279,4.644896699916325,7.493030109426958,6.501688037412177,10.4883590257902
1984:Q3,15719885,5991339,9728546,2373571,756821,649944,106877,0,67611,0,2692,36574,135305,1050372,838457,211915,24466,109989,0,5310,72150,5412477,1946892,13772993,4.814418050814924,7.779384242203513,6.681807067818919,10.79680743637042
1984:Q4,16071368,6149614,9921754,2482942,759993,645712,114281,0,71967,0,2849,39465,130906,1056199,834956,221243,23848,116578,0,5441,75376,5491713,2013977,14057391,4.728865637297727,7.659869539791726,6.571930955623453,10.64528739145164
1985:Q1,16547044,6326852,10220192,2526469,839934,714272,125662,0,72631,0,3416,49615,147256,1139812,882090,257722,25860,143816,0,5671,82375,5566721,2088221,14458823,5.07603669251108,8.218378090007251,6.888314052805747,11.15255320596645
1985:Q2,16960290,6522317,10437973,2570117,875594,733983,141611,0,74237,0,3880,63494,157818,1197719,933875,263844,27184,135656,0,5817,95187,5636725,2163818,14796472,5.162611038962981,8.388542543337204,7.061903599576816,11.47463528336926
1985:Q3,17258680,6729321,10529359,2611146,921361,764972,156389,0,75357,0,4162,76870,151605,1121631,864778,256853,25449,128524,0,5284,97596,5723617,2255833,15002847,5.338534796135541,8.750396254817948,6.498935821904612,10.65241041745426
1985:Q4,17871059,6935288,10935771,2633979,991746,801030,190717,0,81155,0,5380,104182,165942,1328691,1012735,315956,33327,166673,0,5694,110262,5815413,2369310,15501749,5.549453553174636,9.068826776720504,7.434878152653145,12.14995700502141
1986:Q1,18399196,7078879,11320317,2691771,1026628,802703,223925,0,85769,0,6519,131637,167507,1499663,1143468,356195,36439,177716,0,6702,135338,5934747,2393408,16005788,5.579745604756922,9.068900943615295,8.150700861237674,13.24753921909752
1986:Q2,18841532,7264989,11576543,2750980,1069148,818345,250803,0,85700,0,7210,157893,161641,1557508,1187795,369713,38532,178610,0,6662,145909,6037266,2459114,16382418,5.674421305519586,9.235467904897893,8.266355727523198,13.45399978280584
1986:Q3,19108771,7461602,11647169,2818914,1102057,820429,281628,0,87754,0,7509,186365,162446,1409508,1068236,341272,35222,158061,0,5732,142257,6154244,2545610,16563161,5.767283906255261,9.462016627166376,7.376237023086926,12.10172387779788
1986:Q4,19768236,7644018,12124218,2914563,1176478,861078,315401,0,97154,0,7964,210283,171599,1586681,1229639,357042,38285,159076,0,5827,153854,6274896,2632766,17135470,5.95135812751213,9.703541577928801,8.026416907008796,13.08687336742562
1987:Q1,20397342,7824064,12573278,2900265,1244621,876900,367721,0,111135,0,9560,247026,172468,1880456,1447647,432809,47209,187197,0,7392,191011,6375468,2638258,17759084,6.101877764174882,9.898937020764215,9.219122478287947,14.9559719690033
1987:Q2,20781219,8011674,12769545,2947277,1299430,936940,362490,0,110476,390,9626,241998,170858,1887950,1420164,467786,49449,207452,0,8068,202817,6464030,2731548,18049671,6.252906501449294,10.17600998632214,9.084887170872898,14.78478889041201
1987:Q3,21269167,8192943,13076224,2993577,1351417,994534,356883,0,113396,727,9722,233038,171409,1980904,1479801,501102,53345,229469,0,8742,209546,6578918,2809325,18459842,6.353877439256913,10.33491618692694,9.313500009417778,15.14889812157487
1987:Q4,21279252,8330502,12948750,3080283,1358586,1013353,345233,0,111020,1086,8369,224758,181024,1600187,1190377,409810,43188,195436,0,6145,165041,6728670,2875810,18403442,6.384555507498185,10.49202170974785,7.519940867236576,12.35785055708338
1988:Q1,21831928,8517225,13314703,3159477,1364337,1021495,342842,0,104181,1435,8663,228563,183422,1731300,1296317,434982,45906,208065,0,6610,174401,6876167,2920727,18911201,6.249274808006981,10.24684660473983,7.930127851036183,13.00291732113121
1988:Q2,22350569,8753208,13597361,3181135,1406340,1058389,347951,0,105423,1846,8957,231725,186738,1825395,1377165,448231,47150,213548,0,6979,180554,6997754,3006460,19344109,6.292187807434606,10.34274046398822,8.167109298027984,13.4246297783295
1988:Q3,22750905,8927680,13823225,3220078,1460280,1111182,349098,0,104845,2268,9045,232940,187607,1835866,1406622,429244,48598,201022,5,6714,172905,7119395,3087447,19663458,6.418556090050605,10.56395751339659,8.069417634521123,13.28102206368073
1988:Q4,23328528,9095132,14233396,3287758,1552377,1204772,347605,0,105029,2732,9211,230633,189097,1950590,1526934,423656,46288,198810,7,6857,171694,7253575,3161942,20166586,6.654414236776987,10.90658106395254,8.361391404363115,13.70431564886941
1989:Q1,23801068,9260974,14540094,3316766,1590705,1244743,345962,0,102381,3223,9504,230854,191536,2042101,1591738,450363,48684,216496,18,7322,177843,7398985,3206537,20594530,6.683336463844546,10.94013195312816,8.579872065198654,14.0446217307809
1989:Q2,24312181,9433813,14878368,3337234,1625683,1266977,358706,0,106468,3761,9760,238717,200331,2164464,1673344,491119,53059,232862,27,8059,197112,7550656,3294926,21017255,6.686703641359049,10.92649071248309,8.902794832124274,14.5477219069002
1989:Q3,24936068,9672554,15263514,3397162,1664617,1295633,368984,0,113204,4279,10285,241216,195115,2337937,1805059,532878,58433,250771,42,9146,214486,7668684,3379234,21556834,6.675537581149328,10.90585420097961,9.375724512747425,15.31716110074982
1989:Q4,25421828,9817873,15603955,3457579,1685882,1317981,367901,0,117914,4871,10293,234823,209615,2419248,1882865,536383,51354,261044,55,9404,214526,7831632,3462684,21959144,6.631630115236418,10.80419412970389,9.516419328622447,15.50406763638351
1990:Q1,25581136,9906239,15674897,3485943,1733001,1355435,377566,0,120400,5452,10340,241374,208763,2275159,1769721,505439,48982,247176,89,8594,200598,7972031,3530872,22050264,6.774528551682506,11.05590268614666,8.89389508316596,14.51466884966632
1990:Q2,25925272,9989700,15935572,3477237,1792833,1401444,391389,0,129418,6131,10596,245244,213432,2365918,1827236,538682,56069,254273,123,9452,218765,8086151,3603971,22321301,6.915386898396612,11.25050845615008,9.125914344043458,14.84677256764438
1990:Q3,25827854,10069351,15758503,3516059,1848700,1456543,392157,0,129954,6786,9819,245598,219587,1964655,1503312,461344,48281,227798,142,7117,178006,8209501,3667630,22160224,7.15777599436079,11.73144396942922,7.606730223678825,12.46727048736332
1990:Q4,26369209,10097900,16271309,3563066,1949499,1531229,418271,12697,133050,7571,10373,254580,231900,2213781,1701695,512086,55779,252460,340,7967,195540,8313063,3734297,22634912,7.393090347005262,11.98120835653588,8.395325075162821,13.60542536682521
1991:Q1,26938150,10150972,16787178,3625182,1973972,1515041,458932,13805,143283,8181,11884,281779,231793,2559800,1992615,567185,54125,289431,449,9031,214149,8396431,3760140,23178010,7.327795016638985,11.75881027397165,9.502509371759267,15.24854401295812
1991:Q2,27061311,10200828,16860483,3557009,2045565,1560719,484846,15892,148023,8926,12118,299887,231659,2541750,1962521,579229,66135,285971,474,8803,217846,8484501,3825484,23235827,7.559001067506991,12.13230235275163,9.392559242171199,15.07518884763636
1991:Q3,27409126,10252951,17156175,3539468,2093708,1576993,516715,17088,153710,9535,12753,323629,244074,2716530,2087818,628712,71107,305359,669,9538,242039,8562395,3867635,23541491,7.638726066395023,12.20381612637137,9.911042918644448,15.83412526492045
1991:Q4,28071277,10318399,17752878,3552730,2164797,1587370,577426,20655,162697,10353,14182,369539,265430,3140212,2454778,685434,79730,335026,1045,9966,259667,8629709,3951438,24119839,7.711786052811885,12.19406137428037,11.18656726943932,17.68846891198714
1992:Q1,28140843,10413693,17727150,3431869,2195276,1639260,556015,20075,162527,10899,12652,349862,247394,3078385,2379159,699226,56790,333621,1385,10729,296701,8774226,3971738,24169105,7.801029977446698,12.38369178271282,10.93920786102835,17.36537084072882
1992:Q2,28296349,10470088,17826261,3390686,2224607,1630422,594185,22317,165632,11729,13104,381403,254712,3066744,2343862,722882,59087,345874,1696,10504,305721,8889511,4015833,24280516,7.861817435779765,12.47938256907236,10.83794951074382,17.20351805593004
1992:Q3,28711615,10565174,18146441,3379184,2292547,1659884,632663,24464,175266,12498,13372,407063,253499,3188038,2428459,759579,62573,362600,2001,10572,321833,9033173,4083660,24627955,7.98473695799165,12.6335898377379,11.10365314824192,17.56839333761586
1992:Q4,29384760,10652429,18732331,3400695,2332666,1670973,661693,26908,182700,13398,13966,424721,250443,3599217,2763304,835913,71288,388484,2415,11898,361828,9149310,4156856,25227904,7.938352662829887,12.45261938171823,12.24858522297256,19.21393218776984
1993:Q1,29725201,10673004,19052197,3335263,2431707,1708086,723621,31150,192850,14093,14830,470698,264682,3732755,2823624,909131,78085,424539,2929,12327,391251,9287790,4165047,25560153,8.180624593060799,12.76339478360095,12.55754305597227,19.59225456591608
1993:Q2,30057311,10792832,19264479,3328148,2455915,1695177,760738,34668,194341,14967,14875,501887,274814,3801485,2823204,978281,84901,444220,3293,12835,433032,9404117,4233488,25823822,8.17077368249767,12.74841053856093,12.64745505309595,19.73313122479942
1993:Q3,30543450,10916010,19627440,3332330,2509824,1703699,806125,39478,209352,15823,14322,527150,270576,3988254,2919219,1069035,96739,464959,3779,13319,490239,9526456,4320533,26222917,8.21722437544976,12.78732141434204,13.05763998462865,20.31978582635109
1993:Q4,31080620,11048387,20032233,3336389,2601691,1761439,840252,44422,214273,16622,14893,550042,271867,4174055,3054193,1119862,105667,473489,4398,14138,522170,9648232,4414772,26665848,8.370782551592997,12.98752414853061,13.42976845333494,20.83669489941169
1994:Q1,31271284,11143117,20128167,3326840,2660562,1867724,792837,43599,214345,17162,13638,504093,275409,4037397,2917635,1119762,109066,463496,4792,14288,528120,9827959,4447496,26823788,8.508002353176682,13.21810170854941,12.91087696540139,20.05844354421506
1994:Q2,31533305,11274123,20259182,3273650,2727439,1951546,775893,44835,221911,17903,13167,478077,272577,4005055,2859610,1145445,114444,478311,5179,14675,532836,9980461,4533341,26999964,8.649391814547389,13.46273064727874,12.70103020059928,19.7690834453854
1994:Q3,31989079,11398377,20590702,3294602,2758888,1982976,775912,45460,227652,19028,13154,470618,271868,4149247,2910046,1239201,125336,512410,5832,16196,579427,10116096,4622878,27366201,8.624467805405631,13.3987070337719,12.97082381223892,20.15107159863621
