1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,1142467,340055,802412,121208,78704,77290,1414,0,1095,0,0,319,17695,145165,142455,2710,0,0,0,0,2710,439640,63061,1079406,6.888950878017995,9.808425892291604,12.70627355925343,18.09107725978998
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,1248299,387345,860954,126134,79646,78096,1550,0,1152,0,0,398,18660,167593,164696,2897,0,0,0,0,2897,468921,76803,1171496,6.380361223142156,9.250898276969512,13.4257072353924,19.46595930658352
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,1366145,430981,935164,135533,79302,77532,1770,0,1308,0,0,462,19516,187921,184698,3223,0,275,0,0,2948,512891,85567,1280578,5.804802119999803,8.480012098253413,13.75557008893197,20.09498314690524
1952:Q1,1384719,437146,947573,135930,81861,80001,1860,0,1359,0,0,501,19400,189706,186383,3323,0,289,0,0,3034,520676,86224,1298495,5.911743005324229,8.639022200078694,13.69996846566788,20.02020920203917
1952:Q2,1411453,448860,962593,136453,84011,82094,1917,0,1407,0,0,510,19608,195988,192556,3432,0,312,0,0,3120,526533,90411,1321042,5.952092017589338,8.727569455227439,13.88554606353096,20.360415688316
1952:Q3,1427479,453482,973997,140793,85759,83781,1978,0,1462,0,0,516,19803,195646,192065,3581,0,320,0,0,3261,531996,93441,1334038,6.007722478440566,8.804849084424173,13.70569703491159,20.08691220712988
1952:Q4,1436102,463972,972130,145149,86411,84342,2069,0,1530,0,0,539,20003,184802,181107,3695,0,369,0,0,3326,535765,97890,1338212,6.017051041511778,8.888830273894351,12.86830457434192,19.01000581264218
1953:Q1,1448807,472930,975877,147798,86871,84729,2142,0,1600,0,0,542,20356,181495,177857,3638,0,383,0,0,3255,539357,100207,1348600,5.996038293776721,8.901842490189802,12.52720666423784,18.59815016239019
1953:Q2,1455568,481964,973604,147194,90495,88303,2192,0,1672,0,0,520,20525,172187,168582,3605,0,408,0,0,3197,543203,104699,1350869,6.217161723454474,9.294849317588689,11.82954224737782,17.68553201223983
1953:Q3,1472718,493031,979687,151399,90888,88627,2261,0,1737,0,0,524,20683,167452,163848,3604,0,434,0,0,3170,549265,107229,1365489,6.17144535303232,9.277246693865028,11.37026744186216,17.09239408261912
1953:Q4,1496861,493420,1003441,154668,90391,88052,2339,0,1792,0,0,547,20993,181571,177572,3999,0,478,0,0,3521,555818,110624,1386237,6.038702904503201,9.008101434830355,12.13011610750573,18.09483229108631
1954:Q1,1519480,498300,1021180,155101,90884,88441,2443,0,1848,0,0,595,21278,192957,188593,4364,0,521,0,0,3843,560960,110496,1408984,5.981256160417105,8.899898819649406,12.69888258599537,18.89549069740648
1954:Q2,1544971,501393,1043578,157058,90509,87995,2514,0,1906,0,0,608,21650,208537,203782,4755,0,537,0,0,4218,565824,114312,1430659,5.85829579851834,8.672946088863263,13.49778951193383,19.98287638282688
1954:Q3,1584670,510852,1073818,162898,89693,87072,2621,0,1973,0,0,648,22026,227136,221823,5313,0,564,0,0,4749,572065,117763,1466907,5.660043031847669,8.352719527352333,14.33333185512529,21.15218916264033
1954:Q4,1607203,520881,1086322,166045,89772,87050,2722,0,2051,0,0,671,22443,228887,222895,5992,0,631,0,0,5361,579176,123092,1484111,5.585603462406592,8.263846253915451,14.24132268078975,21.06989905003727
1955:Q1,1632076,527824,1104252,167824,91720,88913,2807,0,2130,0,0,677,22819,235675,229212,6463,0,710,0,0,5753,586214,126315,1505761,5.619837380469835,8.306077354772416,14.44020033408448,21.34250742025719
1955:Q2,1674231,540614,1133617,168027,93353,90418,2935,0,2207,0,0,728,23002,257159,249889,7270,0,904,0,0,6366,592076,133426,1540805,5.575874433983596,8.234970631130761,15.35983089529836,22.68482868821522
1955:Q3,1718907,555201,1163706,173014,95522,92454,3068,0,2273,0,0,795,23300,271359,263912,7447,0,1089,0,0,6358,600510,138787,1580120,5.557136655943658,8.20843204524459,15.78671976947944,23.31852255360573
1955:Q4,1744973,565459,1179514,175816,96735,93597,3138,0,2318,0,0,820,23624,273298,265154,8144,0,1217,0,0,6927,610041,144426,1600547,5.543637923060621,8.201257278189683,15.66201640664312,23.17038519268811
1956:Q1,1789489,577339,1212150,177315,99212,95931,3281,0,2365,0,0,916,24171,290204,281337,8867,0,1363,0,0,7504,621248,146185,1643304,5.544153139674464,8.184796899367612,16.21714528228529,23.94126516332781
1956:Q2,1804893,588176,1216717,178870,100441,97192,3249,0,2423,0,0,826,24509,281285,272249,9036,0,1348,0,0,7688,631612,151446,1653447,5.564927621051393,8.255081815422137,15.58457866695315,23.11835493922816
1956:Q3,1826896,599584,1227312,183163,102362,98840,3522,0,2497,0,0,1025,24843,275948,267245,8703,0,1342,0,0,7361,640997,154833,1672063,5.603054274967374,8.340337414938233,15.10474219992475,22.48392400478083
1956:Q4,1870105,608091,1262014,187101,102839,99195,3644,0,2593,0,0,1051,25209,296891,287591,9300,0,1413,0,0,7887,649974,159600,1710505,5.499104267993298,8.148803053926709,15.87563633668937,23.52518293141079
1957:Q1,1884197,619062,1265135,189263,104983,101202,3781,0,2687,0,0,1094,25686,283367,274073,9294,0,1403,0,0,7891,661836,160761,1723436,5.571763129927527,8.298165071602218,15.03913779219658,22.39816105316771
1957:Q2,1926432,630621,1295811,190649,105713,101750,3963,0,2772,0,0,1191,26147,300333,290373,9960,0,1590,0,0,8370,672969,165828,1760604,5.48750255725883,8.158057604509118,15.59011763481517,23.17722431995153
1957:Q3,1928042,639368,1288674,195175,107638,103628,4010,0,2844,0,0,1166,26676,274037,264793,9244,0,1528,0,0,7716,685149,168971,1759071,5.582761024134666,8.352614085869133,14.21322472333926,21.26503006604842
1957:Q4,1947933,643760,1304173,198138,108084,103997,4087,0,2907,0,0,1180,27177,275143,266234,8909,0,1498,0,0,7411,695631,172076,1775857,5.54865137755128,8.287552095133389,14.12487126654816,21.0971276609978
1958:Q1,1980460,644332,1336128,201524,108794,104522,4272,0,2974,0,0,1298,27701,290010,280386,9624,0,1612,0,0,8012,708100,171212,1809248,5.493369780274475,8.142482373157398,14.64356646485468,21.70525316689686
1958:Q2,2011214,650040,1361174,202122,107152,102628,4524,0,3046,0,0,1478,28584,305533,294788,10745,0,1796,0,0,8949,717783,174783,1836431,5.327726378807927,7.872025816971792,15.19146841586085,22.44627878095456
1958:Q3,2068893,660429,1408464,210487,105598,100997,4601,0,3124,0,0,1477,29284,335770,323591,12179,0,2037,0,0,10142,727325,178359,1890534,5.104083119250065,7.497389140316615,16.22945499867985,23.83945104683905
1958:Q4,2104930,670318,1434612,214964,106670,102011,4659,0,3206,0,0,1453,30043,347385,333401,13984,0,2312,0,0,11672,735550,184149,1920781,5.067627590127861,7.435461275198467,16.50340124117903,24.21456562374444
1959:Q1,2127741,674228,1453513,217079,109364,104576,4788,0,3260,0,0,1528,30602,354574,339692,14882,0,2427,0,0,12455,741894,186644,1941097,5.139911649973064,7.524116470776885,16.66434140464457,24.3942803254201
1959:Q2,2162509,686606,1475903,220110,110067,105163,4904,0,3342,0,0,1562,31057,367199,351283,15916,0,2656,0,0,13260,747470,193679,1968830,5.08978234478424,7.457604048830007,16.98023010732034,24.87961649837217
1959:Q3,2181977,697402,1484575,225937,112778,107662,5116,0,3417,0,0,1699,31345,360944,345399,15545,0,2684,0,0,12861,753571,199894,1982083,5.168616162584917,7.596653813281697,16.54206487247557,24.3129565516426
1959:Q4,2222459,706025,1516434,228073,115743,110430,5313,0,3514,0,0,1799,30443,381214,364442,16772,0,2905,0,0,13867,760960,206702,2015757,5.207881218920021,7.632579883674897,17.15280605297406,25.13885338875995
1960:Q1,2231778,720533,1511245,228284,121032,115607,5425,0,3577,0,0,1848,30621,360200,344090,16110,0,2826,0,0,13284,771108,207626,2024152,5.423119204467684,8.008759162966971,16.13959562305225,23.83464745274558
1960:Q2,2256656,726937,1529719,230198,121723,116174,5549,0,3630,0,0,1919,31213,367083,350070,17013,0,3024,0,0,13989,779502,214485,2042171,5.393954919795117,7.957213764125516,16.26668052728861,23.99676232245744
1960:Q3,2256628,734743,1521885,236950,121190,115486,5704,0,3698,0,0,2006,32280,342221,325875,16346,0,2921,0,0,13425,789244,219067,2037561,5.370402164919674,7.96315086008947,15.16514893374846,22.48665278068057
1960:Q4,2315344,737554,1577790,241999,120691,114846,5845,0,3802,0,0,2043,33623,382668,364553,18115,0,3309,0,0,14806,798808,224550,2090794,5.212659766984657,7.64937080125921,16.52747999198353,24.25341927547422
1961:Q1,2366555,736012,1630543,245183,119781,113862,5919,0,3828,0,0,2091,33818,424085,403160,20925,0,3816,0,0,17109,807677,225311,2141244,5.061406775461897,7.346078201077303,17.91992630193235,26.00881253206992
1961:Q2,2395455,748140,1647315,248914,119943,113999,5944,0,3908,0,0,2036,35336,424712,403029,21683,0,3919,0,0,17764,818409,231512,2163943,5.007107758059579,7.281122257497739,17.72991129237221,25.78207978978665
1961:Q3,2436182,759563,1676619,254476,120873,114750,6123,0,3963,0,0,2160,35408,435351,412628,22723,0,4132,0,0,18591,830511,235787,2200395,4.961574846069444,7.209329626385939,17.87021560490083,25.96600450205377
1961:Q4,2499235,769627,1729608,259771,122376,115882,6494,0,4045,0,0,2449,36094,468040,443217,24823,0,4571,0,0,20252,843327,242913,2256322,4.896538169142254,7.075360070219851,18.72732990688812,27.0604655101139
1962:Q1,2513530,779418,1734112,264379,122604,116090,6514,0,4101,0,0,2413,36277,457876,433050,24826,0,4573,0,0,20253,852977,244240,2269290,4.877759295779889,7.070127730441277,18.21644745603289,26.40405204505532
1962:Q2,2425840,786529,1639311,269120,122386,115856,6530,0,4195,0,0,2335,37525,349028,329789,19239,0,3569,0,0,15670,861252,251339,2174501,5.04510155905643,7.465702663735836,14.38793658999201,21.29115841736501
1962:Q3,2471507,793700,1677807,276819,123964,117167,6797,0,4237,0,0,2560,38068,368225,348408,19817,0,3850,0,0,15967,870732,257554,2213953,5.015733498933296,7.388465670858678,14.89880001079501,21.94679450974788
1962:Q4,2584007,803579,1780428,285976,123190,116251,6939,0,4341,0,0,2598,38142,453634,431230,22404,0,4377,0,0,18027,879486,265049,2318958,4.767403046371741,6.919124624428018,17.55544503624808,25.47892654797476
1963:Q1,2621257,813445,1807812,294112,119916,112897,7019,0,4419,0,0,2600,37860,467898,443950,23948,0,4702,0,0,19246,888026,267959,2353298,4.574747902852753,6.633206707188807,17.85012634357393,25.88198963106302
1963:Q2,2662962,817644,1845318,300241,119547,112595,6952,0,4506,0,0,2446,39185,490841,465276,25565,0,4990,0,0,20575,895503,277476,2385486,4.489263527903295,6.478416389348575,18.43215790540979,26.59928362932139
1963:Q3,2712366,830885,1881481,307676,120254,112981,7273,0,4596,0,0,2677,39325,511556,485143,26413,0,5254,0,0,21159,902669,284993,2427373,4.43354792756806,6.391456954521351,18.86015332147162,27.18902785742093
1963:Q4,2716308,839160,1877148,316913,122571,115129,7442,0,4663,0,0,2779,39382,484501,457229,27272,0,5534,0,0,21738,913780,294004,2422304,4.512400040016441,6.529623208595474,17.83675595186631,25.81049875820303
1964:Q1,2766801,843875,1922926,320017,124284,116675,7609,0,4763,0,0,2846,40727,515456,486216,29240,0,5938,0,0,23302,922442,297969,2468832,4.491966390915614,6.463263388610829,18.63003791455805,26.80581987993256
1964:Q2,2820612,860171,1960441,327818,124977,117118,7859,0,4826,0,0,3033,39781,531535,501513,30022,0,6227,0,0,23795,936329,307566,2513046,4.430855653050314,6.374955726249078,18.84467252874066,27.11303695115427
1964:Q3,2873880,869243,2004637,338206,126242,118250,7992,0,4883,0,0,3109,41040,550142,518457,31685,0,6528,0,0,25157,949007,314378,2559502,4.392728433778161,6.297486691489433,19.14282431002902,27.44346324779342
1964:Q4,2927135,884106,2043029,345826,127109,118960,8149,0,5025,0,0,3124,41275,562152,530283,31869,79,6741,0,0,25049,966668,323369,2603766,4.342421668808443,6.22157323529005,19.20485128943267,27.51561176757998
1965:Q1,2974347,895205,2079142,351233,129062,120460,8602,0,5140,0,0,3462,41419,576727,543745,32982,80,6991,0,0,25911,980701,326864,2647483,4.339167741366204,6.207459649060634,19.3900410058261,27.73870574070036
1965:Q2,2980888,903705,2077183,357787,128769,120223,8546,0,5183,0,0,3363,41802,553329,520804,32525,78,6914,0,0,25533,995495,336469,2644419,4.319831994521877,6.199230362196451,18.56254827682449,26.63842321260557
1965:Q3,3065630,912547,2153083,369367,130703,121773,8930,0,5198,0,0,3732,41843,602054,566354,35700,87,7722,0,0,27891,1009117,343385,2722245,4.263487293496892,6.070492329815087,19.63881816013089,27.96239012827603
1965:Q4,3155441,930942,2224499,380034,130474,121426,9048,0,5276,0,0,3772,42301,639481,600948,38533,229,8151,0,0,30153,1032209,352786,2802655,4.134895855428514,5.865329553666562,20.2659844306022,28.74719982581977
1966:Q1,3165224,935825,2229399,384058,137859,128182,9677,0,5470,0,0,4207,41956,619933,580915,39018,228,8153,0,0,30637,1045593,355964,2809260,4.355430623909936,6.183690712474156,19.5857687823936,27.80720139392995
1966:Q2,3207097,971324,2235773,388431,139933,129939,9994,0,5530,0,0,4464,43122,593011,555299,37712,224,7974,0,0,29514,1071276,365660,2841437,4.363230478455041,6.258821214893491,18.49060046342967,26.52377934837199
1966:Q3,3182656,979823,2202833,393357,145712,135295,10417,0,5609,0,0,4808,43937,530838,497568,33270,206,7342,0,0,25722,1088989,369551,2813105,4.578321124657114,6.614764270143675,16.6790728376508,24.0979459635172
1966:Q4,3278162,1005994,2272168,400488,147897,137202,10695,0,5720,0,0,4975,44552,567955,531417,36538,515,7894,0,0,28129,1111276,376022,2902140,4.511585917884522,6.509073626115761,17.32542157257892,24.99618685579402
1967:Q1,3384083,1013807,2370276,410113,145896,135430,10466,0,5761,0,0,4705,45721,641393,598899,42494,588,9099,0,0,32807,1127153,375812,3008271,4.311249302171486,6.155243161837866,18.9532399775598,27.05985958821423
1967:Q2,3432446,1028922,2403524,421794,140974,130988,9986,0,5747,0,0,4239,46643,648819,604594,44225,595,9364,0,0,34266,1145293,383147,3049299,4.107113236502625,5.865323089205964,18.90253467364857,26.99450116945819
1967:Q3,3525142,1047820,2477322,433251,145266,135424,9842,0,5816,0,0,4026,47453,688660,640696,47964,633,10104,0,0,37227,1162692,389209,3135933,4.120851964257966,5.863827504731296,19.53568011656557,27.79858616245561
1967:Q4,3614460,1074447,2540013,445875,148597,138576,10021,0,5842,0,0,4179,48766,712492,663217,49275,1058,10221,0,0,37996,1184284,410869,3203591,4.111185698133466,5.850251928565308,19.71225556230572,28.05070594892098
1968:Q1,3628436,1104937,2523499,450725,152291,141562,10729,0,5978,0,0,4751,48881,659430,614335,45095,996,9656,0,0,34443,1212172,402468,3225968,4.197147923098714,6.034907455600847,18.17394564845333,26.13157365455952
1968:Q2,3779036,1130394,2648642,458177,153346,143180,10166,0,5979,0,0,4187,51479,750417,697357,53060,1158,11195,0,0,40707,1235223,415182,3363854,4.057819064068734,5.789624931774533,19.85736900282077,28.33214513584102
1968:Q3,3848646,1152220,2696426,470260,154360,143841,10519,0,6015,0,0,4504,53888,760631,704969,55662,1225,11774,0,0,42663,1257287,422781,3425865,4.010748809880491,5.724597280058752,19.76361094285311,28.20887540223879
1968:Q4,4031534,1200785,2830749,484971,152459,142391,10068,0,6077,0,0,3991,53960,850012,791225,58787,1946,12291,0,0,44550,1289347,436144,3595390,3.781657070226009,5.385811120534563,21.08408962801499,30.02782173956455
1969:Q1,4047693,1233251,2814442,482576,164453,153398,11055,0,6077,0,0,4978,48804,801324,744978,56346,1938,12163,0,0,42245,1317286,434920,3612773,4.062881771293933,5.843182264289312,19.79705186414928,28.47185540941106
1969:Q2,4066523,1259344,2807179,488918,162365,151756,10609,0,6033,0,0,4576,50309,761709,707381,54328,1960,12185,0,0,40183,1343879,446332,3620191,3.992711759029709,5.783903974460328,18.7312134302317,27.13432532678242
1969:Q3,4094323,1278153,2816170,486112,177650,166380,11270,0,6151,0,0,5119,47642,739149,685998,53151,1938,11951,0,0,39262,1365618,452181,3642142,4.338924565702108,6.308198141065695,18.05301414862146,26.24659372812549
1969:Q4,4124022,1308683,2815339,492052,184905,173775,11130,0,6202,0,0,4928,51888,692977,638787,54190,2774,12285,0,0,39131,1393518,463780,3660242,4.483600556988958,6.567758505178206,16.80343234180647,24.61434382397365
1970:Q1,4144211,1318327,2825884,489065,193616,182021,11595,0,6247,0,0,5348,48591,672085,614739,57346,2787,15335,0,0,39224,1422528,456241,3687970,4.671950757720432,6.851501863452484,16.21743221363201,23.78316313554841
1970:Q2,4087421,1356816,2730605,503472,187488,174668,12820,0,6267,0,0,6553,49323,529728,485356,44372,2234,12530,0,0,29608,1460594,462800,3624621,4.586956931352346,6.866179630105684,12.95994809921685,19.39964402932263
1970:Q3,4222090,1362891,2859199,525253,189005,176650,12355,0,6465,0,0,5890,51592,616820,564848,51972,2755,14978,0,0,34239,1476529,469739,3752351,4.476583709497042,6.610431265728733,14.60934576508291,21.57316433343232
1970:Q4,4354356,1390872,2963484,541812,187997,175932,12065,0,6619,0,0,5446,53672,676057,617555,58502,4006,16772,0,0,37724,1503946,478741,3875615,4.317450506697603,6.343788653256269,15.52599088736489,22.81290883798987
1971:Q1,4519761,1427159,3092602,565757,184738,173032,11706,0,6483,0,0,5223,51838,744987,677215,67772,4615,19215,0,0,43942,1545282,481495,4038266,4.087346067983204,5.973554642988288,16.48288932769062,24.08933289122536
1971:Q2,4607295,1461016,3146279,586950,181831,170459,11372,0,6301,0,0,5071,52070,741959,673031,68928,4742,19734,0,0,44452,1583468,495146,4112149,3.946596503574026,5.779250686505969,16.10400987365189,23.58211943722103
1971:Q3,4680407,1490789,3189618,602006,187069,176141,10928,0,6219,0,0,4709,50141,728578,658628,69950,5015,20825,0,0,44110,1621825,507891,4172516,3.996843534626421,5.864919799014856,15.56655014780742,22.84216716848956
1971:Q4,4818244,1517895,3300349,622731,183890,172223,11667,0,6387,0,0,5280,50938,782423,707302,75121,6477,22163,0,0,46481,1660367,524086,4294158,3.816534792622161,5.571833838844789,16.23876625543868,23.70729267241392
1972:Q1,4983811,1570890,3412921,641738,186295,174067,12228,0,6644,0,0,5584,49756,827684,748293,79391,7123,24058,0,0,48210,1707448,531333,4452478,3.738006960951664,5.458526551107443,16.60746032332517,24.25149660455811
1972:Q2,5068608,1600642,3467966,660025,184695,172125,12570,0,7071,0,0,5499,50502,823648,744562,79086,7303,24271,0,0,47512,1749096,551272,4517336,3.643894494518302,5.325736624920245,16.24998045432588,23.75017064572883
1972:Q3,5209383,1649565,3559818,683906,187089,173502,13587,0,7690,0,0,5897,48996,843007,764016,78991,7617,24841,0,0,46533,1796820,566724,4642659,3.591382582586845,5.255574269770716,16.18246927963139,23.68117771126636
1972:Q4,5474707,1714191,3760516,708033,186434,172544,13890,0,8125,0,0,5765,50969,966844,881667,85177,8727,26954,0,0,49496,1848236,585423,4889284,3.405369194773871,4.957670315992569,17.66018954229651,25.7103980393702
1973:Q1,5510828,1758700,3752128,728042,193706,178904,14802,0,8656,0,0,6146,48140,888521,811957,76564,8486,25565,0,0,42513,1893720,597546,4913282,3.514998714573558,5.162551322261813,16.12318691225632,23.68045813724901
1973:Q2,5569376,1819177,3750199,745664,195716,180522,15194,0,8978,0,0,6216,49631,813634,744190,69444,8169,23900,0,0,37375,1945554,616455,4952921,3.514150614013376,5.218823408336524,14.60906762026747,21.69575309794416
1973:Q3,5769558,1891339,3878219,757616,207309,191361,15948,0,9498,0,0,6450,48255,861419,785240,76179,9216,26195,0,0,40768,2003620,635549,5134009,3.593156028120996,5.345474738207087,14.9304142761639,22.21171352415121
1973:Q4,5750511,1943353,3807158,776400,209589,193539,16050,0,9826,0,0,6224,50804,714232,647014,67218,7924,23389,0,0,35905,2056133,651963,5098548,3.644705652466645,5.505135213925104,12.42032425634185,18.76024319979881
1974:Q1,5784349,1944537,3839812,793820,218649,201800,16849,0,10203,0,0,6646,49251,678022,612227,65795,8373,24216,0,0,33206,2100069,656214,5128135,3.780018583465273,5.694275524524919,11.7216684672169,17.65769357627866
1974:Q2,5787999,1962314,3825685,810250,219184,202003,17181,0,10653,0,0,6528,52085,596967,537702,59265,7823,22141,0,0,29301,2147199,677007,5110992,3.786875085606921,5.729282438511088,10.31386890214488,15.60417669934676
1974:Q3,5766593,2002139,3764454,819260,235839,217892,17947,0,11448,0,0,6499,52982,439589,395999,43590,5921,16570,0,0,21099,2216784,695427,5071166,4.089738989937434,6.264881924708019,7.623025280512238,11.67735970656749
1974:Q4,5918373,2064503,3853870,839408,246391,227446,18945,0,12250,0,0,6695,54027,440238,391559,48679,6146,18689,0,0,23844,2273806,708618,5209755,4.163158844124499,6.393346471980705,7.438502785233281,11.42327912995857
1975:Q1,6169758,2142419,4027339,855589,247120,226921,20199,0,13389,0,0,6810,47484,547388,485022,62366,7419,25731,0,0,29216,2329759,707942,5461816,4.005350465911815,6.136071998974712,8.872107069604564,13.5917913363701
1975:Q2,6416525,2216083,4200442,884178,247261,225828,21433,0,14439,0,0,6994,50693,629831,556439,73392,8536,30802,0,0,34054,2388478,721972,5694553,3.853504617094936,5.88654938027706,9.815768944021878,14.99440492118432
1975:Q3,6432689,2228654,4204035,901665,263015,240304,22711,0,15475,0,0,7236,50994,550002,485972,64030,7431,27970,0,0,28629,2438358,742057,5690632,4.088727840067214,6.256254801006977,8.550113353336044,13.0827215232509
1975:Q4,6624406,2286339,4338067,923496,276246,252707,23539,0,16309,0,0,7230,55203,593596,523768,69828,9276,30240,0,0,30312,2489527,765776,5858630,4.170117486854457,6.367939971759141,8.960742303880561,13.68342001715542
1976:Q1,6833265,2334914,4498351,947473,275220,251093,24127,0,17158,0,0,6969,56153,690185,609921,80264,10644,34626,0,0,34994,2529321,775307,6057958,4.027646329461439,6.118236527680255,10.10036308889228,15.34305779066686
1976:Q2,7036991,2420257,4616734,976186,280352,255514,24838,0,17954,0,0,6884,55980,709231,628914,80317,10834,34596,0,0,34887,2594984,802059,6234932,3.983976269169252,6.072519261816445,10.07861217968413,15.36218151376484
1976:Q3,7178403,2471450,4706953,998285,285534,260452,25082,0,18111,0,0,6971,56093,719122,639991,79131,11069,34586,0,0,33476,2647918,827219,6351184,3.977680110473026,6.066215612471533,10.01786074801007,15.27787594410593
1976:Q4,7375329,2543163,4832166,1025251,291048,265275,25773,0,18285,0,0,7488,60263,744494,663960,80534,12179,35140,0,0,33215,2711110,855353,6519976,3.946238388729791,6.023138848661213,10.09438010084697,15.40704005926369
1977:Q1,7500520,2630038,4870482,1060160,293834,267205,26629,0,18505,0,0,8124,55059,682601,608843,73758,11512,33238,0,0,29008,2778829,872133,6628387,3.917512699736784,6.032951450423637,9.10071268680894,14.01505547319904
1977:Q2,7718253,2742978,4975275,1083895,292697,264116,28581,0,19425,0,0,9156,56724,698843,622009,76834,11881,34491,0,0,30462,2843117,910866,6807387,3.792264478765516,5.883022798854305,9.054417934845358,14.04631650543279
1977:Q3,7896784,2839326,5057458,1117335,298310,268099,30211,0,19751,0,0,10460,55013,665446,591459,73987,11506,33733,0,0,28748,2921354,949050,6947734,3.777614332260202,5.898418505093006,8.42679846262029,13.15771797193223
1977:Q4,8093307,2947298,5146009,1141508,305612,274077,31535,0,20633,0,0,10902,60722,632755,558936,73819,10940,34611,0,0,28268,3005411,986885,7106422,3.776113343849361,5.938824594567086,7.818253916447532,12.29603945051002
1978:Q1,8289727,3042450,5247277,1172061,314480,282044,32436,0,20844,0,0,11592,58327,596589,525618,70971,10565,34181,0,0,26225,3105820,1009796,7279931,3.793606383159834,5.993196236249611,7.196727111090465,11.36949738037323
1978:Q2,8589258,3172610,5416648,1201164,316651,283201,33450,0,21826,0,0,11624,62616,637309,558997,78312,11524,38367,0,0,28421,3198908,1060157,7529101,3.686589364849869,5.845878883681788,7.419833606353022,11.76573909027647
1978:Q3,8883369,3288677,5594692,1233400,324543,290941,33602,0,22287,0,0,11315,66687,681523,594621,86902,12586,43231,0,0,31085,3288540,1107727,7775642,3.653371773006212,5.800900009546224,7.671892799465203,12.18159163063628
1978:Q4,9107511,3408033,5699478,1256270,334433,300508,33925,0,22767,0,0,11158,73592,649579,567785,81794,11466,42086,0,0,28242,3385603,1150252,7957259,3.672057675324986,5.867783945054179,7.132345599642888,11.39716929867079
1979:Q1,9445812,3562042,5883770,1278231,348781,313492,35289,0,23553,0,0,11736,69082,691927,601869,90058,12197,48762,0,0,29099,3495749,1177797,8268015,3.692444798352489,5.927855583172064,7.325227393205688,11.75992938884121
1979:Q2,9765926,3717645,6048281,1307621,361922,324330,37592,0,25048,0,0,12544,74717,704915,613708,91207,12337,49791,0,0,29079,3599106,1225353,8540573,3.705962550687406,5.983874882990524,7.218106011524123,11.65479755242279
1979:Q3,10099583,3845429,6254154,1349155,371107,331583,39524,0,26743,0,0,12781,79654,749291,652193,97098,13174,53555,0,0,30369,3704946,1275760,8823823,3.674477564558139,5.933766854785707,7.419031359848725,11.98069701181586
1979:Q4,10425614,3962150,6463464,1373000,409763,370824,38939,0,28158,0,0,10781,86010,781629,684584,97045,12811,55139,0,2828,26267,3813063,1321228,9104386,3.930351674875279,6.339685385687186,7.497193835832813,12.09302732336327
1980:Q1,10647282,4113377,6533905,1402350,418247,376148,42099,0,30730,0,941,10428,89737,715168,625344,89824,11954,47770,0,2492,27608,3908403,1350243,9297039,3.928199874516993,6.401172191194647,6.716905567698239,10.94548915643383
1980:Q2,11012169,4224000,6788169,1441376,419290,373162,46128,0,32836,0,1036,12256,95007,816591,715635,100956,13310,54454,0,2587,30605,4015905,1368494,9643675,3.807513127549895,6.176772898456922,7.415347063583989,12.02961440725788
1980:Q3,11442204,4369921,7072283,1490725,427538,379052,48486,0,34667,0,1081,12738,102933,919051,806770,112281,14419,60124,0,2951,34787,4132035,1404495,10037709,3.73650138528696,6.045263042792251,8.032119268932469,12.9951172942086
1980:Q4,11808992,4451457,7357535,1536746,441588,391446,50142,0,36425,0,1103,12614,109476,1019175,896593,122582,17582,63961,0,3299,37740,4250550,1446947,10362045,3.739424568679848,6.001851773526978,8.630501672032381,13.85212906835075
1981:Q1,12013534,4514991,7498543,1576631,438763,386543,52220,0,37916,0,1197,13107,104005,1023070,899147,123923,17894,64608,0,3466,37955,4356074,1456193,10557341,3.652237885975319,5.8513079094809,8.515982388132047,13.64358967306705
