1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q4,64396,2887,54853,0,6656,64396,0,60,1176,508,1324,4260,0,6988,640,164,10184,17208,24160,-1076,-1200
2002:Q1,24772,1076,20452,0,3244,24772,0,40,-220,268,-2484,9684,0,164,572,-40,7332,11432,1760,-3420,-316
2002:Q2,41384,2081,39539,0,-236,41384,0,40,-220,404,-2632,19468,0,596,476,964,6076,8640,8096,-800,276
2002:Q3,28468,1318,25042,0,2108,28468,0,44,-220,-2020,-3732,11404,0,416,448,804,8168,7372,6436,-460,-192
2002:Q4,66380,3236,61476,0,1668,66380,0,40,-220,3444,4,12936,0,3584,344,488,12448,24272,10204,-808,-356
2003:Q1,42620,2174,41314,0,-868,42620,0,40,40,-96,-108,14696,0,572,288,-1960,12580,14716,2444,-340,-252
2003:Q2,70220,3440,65360,0,1420,70220,0,40,44,656,2072,24772,0,2700,156,3080,14668,14480,7348,-20,224
2003:Q3,74972,3775,71721,0,-524,74972,0,40,40,12,4980,19188,0,2044,272,2528,5056,30620,10212,-32,12
2003:Q4,97288,4764,90524,0,2000,97288,0,40,40,364,10692,19896,0,1664,304,-8688,16292,46080,9240,420,944
2004:Q1,44852,1954,37126,0,5772,44852,0,40,1592,940,7896,25728,0,520,136,-3624,14520,-18168,15512,-208,-32
2004:Q2,60220,2815,53485,0,3920,60220,0,40,1596,304,-5468,22208,0,992,-32,3736,14784,12488,8944,-76,704
2004:Q3,61716,2968,56384,0,2364,61716,0,40,1592,-308,20112,23648,0,2128,64,-3572,16148,-3704,5760,168,-360
2004:Q4,31780,1476,28044,0,2260,31780,0,40,1592,856,-17084,23712,0,3956,-148,-652,11564,-2628,10884,-440,128
2005:Q1,39396,1974,37510,0,-88,39396,0,24,1872,704,1444,24804,0,1024,-68,-2820,9384,-4996,7932,-80,172
2005:Q2,76072,3826,72702,0,-456,76072,0,28,1872,-680,14468,43180,0,2044,-12,-280,5544,-5056,15244,-96,-184
2005:Q3,66760,3216,61112,0,2432,66760,0,24,1872,-448,24824,32024,0,1504,-16,-2488,7960,-4524,5352,-20,696
2005:Q4,77708,4007,76133,0,-2432,77708,0,24,1868,392,2712,23188,0,3432,-72,2092,19148,-3232,27336,296,524
2006:Q1,35908,1776,33744,0,388,35908,0,-128,-540,-1044,-11760,30472,0,2784,-84,940,13024,-11228,11968,0,1504
2006:Q2,35368,1817,34519,0,-968,35368,0,-128,-540,-176,11364,13752,0,5364,-60,1376,10524,-12784,8888,-1880,-332
2006:Q3,39956,1792,34056,0,4108,39956,0,-132,-540,172,14020,13280,0,3844,-72,2620,9460,-12952,9152,-404,1508
2006:Q4,61480,3187,60561,0,-2268,61480,0,-128,-540,364,15068,7668,0,2648,-176,-1212,16608,-12900,24032,388,9660
2007:Q1,75876,3836,72876,0,-836,75876,0,-288,2604,-380,18316,-92,0,3924,-28,1696,23644,-7124,32344,-1220,2480
2007:Q2,52484,2742,52098,0,-2356,52484,0,-292,2604,276,-10372,3576,0,5968,148,2012,32444,-5092,20616,-208,804
2007:Q3,100884,5378,102190,0,-6684,100884,0,-292,2608,-1084,17936,22080,0,5472,256,2152,27364,576,25460,44,-1688
2007:Q4,142888,7117,135231,0,540,142888,0,-292,2604,-188,1868,5496,0,22356,0,9368,85788,8840,6748,1176,-876
2008:Q1,54108,2460,46736,0,4912,54108,0,-92,-1040,-468,-2964,25672,0,-2524,936,-1820,46284,-1128,-10504,1808,-52
2008:Q2,52812,2649,50335,0,-172,52812,0,-120,-1040,16,-3480,22156,0,-2200,368,-10184,41440,10216,-5552,1676,-484
2008:Q3,23014,1041,19788,0,2184,23014,0,-120,-1040,-44,-8172,9428,-4,-3080,1046,-1936,46208,-7800,-8904,84,-2652
2008:Q4,21667,965,18330,0,2372,21667,0,-120,-1040,904,-14548,2220,-620,-4788,-1166,-2784,36128,17308,-6500,-2900,-428
2009:Q1,4072,47,889,0,3136,4072,0,-60,-424,-440,-12212,8660,12,-5468,-344,-556,18980,4212,-6908,-700,-680
2009:Q2,39324,1654,31426,0,6244,39324,0,-64,-420,-136,23708,260,332,-5184,380,-904,16772,14916,-8304,-356,-1676
2009:Q3,12692,623,11833,0,236,12692,0,-64,-424,48,11496,-9452,996,-4552,576,28,15660,13432,-8880,-748,-5424
2009:Q4,-16408,-792,-15052,0,-564,-16408,0,-64,-424,1072,5296,-35580,-2768,-6724,684,-856,5344,19272,-460,-812,-388
2010:Q1,-14711,-689,-13097,0,-924,-14711,0,-24,1460,-828,8316,-4596,244,-2556,1090,372,-19256,7688,-5504,-660,-456
2010:Q2,-20042,-998,-18956,0,-88,-20042,0,-24,1460,232,-8860,-16348,-288,-2280,1194,244,-1928,16032,-8652,-796,-28
2010:Q3,18049,783,14878,0,2388,18049,0,-24,1456,-752,14812,-7704,-808,-80,-415,352,8496,14064,-10628,-268,-452
2010:Q4,11644,568,10788,0,288,11644,0,-68,1460,136,11784,-20168,-1072,-692,-208,-796,20500,12196,-9940,-1184,-304
2011:Q1,-15700,-662,-12586,0,-2452,-15700,0,-8,-2032,-212,-4048,-13520,32,580,-204,-372,-1624,17344,-9016,-2000,-620
2011:Q2,-12168,-636,-12088,0,556,-12168,0,-8,-2032,-780,-8504,-4748,-1324,2732,-652,168,-5756,23196,-12864,-1576,-20
2011:Q3,2308,68,1296,0,944,2308,0,-8,-2032,-108,-5384,-6656,-1140,3492,-788,2668,7112,15868,-9468,-1120,-128
2011:Q4,26888,1275,24233,0,1380,26888,0,-12,-2032,-44,13876,-1320,220,2352,468,-952,11356,20556,-16244,-1208,-128
2012:Q1,8172,576,10952,0,-3356,8172,0,-28,-844,20,-5068,2144,-5564,3840,-448,-1840,8296,18856,-10488,-596,-108
2012:Q2,21252,1166,22146,0,-2060,21252,0,-28,-844,-632,-4184,8356,-468,3692,-248,-720,-3508,31760,-11456,-644,176
2012:Q3,41520,2078,39482,0,-40,41520,0,-28,-848,-760,9816,8420,52,3200,-312,-276,16556,20912,-14176,-1044,8
2012:Q4,40488,1981,37643,0,864,40488,0,-28,-844,36,-8692,18488,-52,1964,-320,120,3552,36032,-9328,-936,496
2013:Q1,37052,939,17845,0,18268,37052,0,24,352,-380,12068,10472,-532,8024,-356,-1244,-14144,29040,-6916,-428,1072
2013:Q2,38844,2067,39273,0,-2496,38844,0,24,348,-40,-3712,29404,-1588,10732,-368,-492,-15400,37348,-21940,-2168,6696
2013:Q3,59372,3050,57946,0,-1624,59372,0,24,348,-572,576,39428,624,13356,-360,-1796,-25060,34752,-1696,-140,-112
2013:Q4,63860,3306,62810,0,-2256,63860,0,20,348,1060,10880,42900,1648,12240,-284,-1264,-33188,33212,-4504,-636,1428
2014:Q1,50128,2581,49031,0,-1484,50128,0,32,-132,-160,2572,37140,-572,9876,-372,1132,-18452,19672,-760,68,84
2014:Q2,53820,2551,48469,0,2800,53820,0,28,-132,-428,-6520,43668,608,11988,388,2544,-18380,22256,-1996,168,-372
2014:Q3,58504,2938,55814,0,-248,58504,0,28,-132,-1048,-13060,31896,-528,13164,436,-2180,8592,22472,-2632,-308,1804
2014:Q4,93216,4440,84368,0,4408,93216,0,32,-132,-760,9552,38144,-388,15128,-588,588,17336,32784,-4224,324,-14580
2015:Q1,95688,4628,87936,0,3124,95688,0,352,2472,-328,9848,35720,644,7160,-260,680,25432,14388,1300,40,-1760
2015:Q2,105516,5114,97170,0,3232,105516,0,352,2468,-276,-3544,44148,792,10484,-260,552,22648,35516,-3996,-3076,-292
2015:Q3,75348,3872,73564,0,-2088,75348,0,352,2472,-748,-6500,60336,2208,10060,-260,280,-152,24100,-17900,-136,1236
2015:Q4,133572,6948,132008,0,-5384,133572,0,356,2468,92,14168,64048,1028,17352,-260,-1676,-14488,54708,-3904,-28,-292
2016:Q1,104437,5212,99028,0,196,104437,0,-344,-696,-244,2144,36168,900,10464,-260,484,39644,36568,-20196,-276,80
2016:Q2,102305,5002,95039,0,2264,102305,0,-340,-696,-212,2404,57112,3032,13648,-259,912,-17212,52280,-5080,-240,-3044
2016:Q3,130310,6258,118900,0,5152,130310,0,-340,-696,-824,10132,39892,2192,12800,-258,10800,42760,31176,-15904,-2568,1148
2016:Q4,132824,6553,124507,0,1764,132824,0,-344,-696,244,3772,39844,2624,16936,-260,-4376,39692,45352,-16424,5396,1064
2017:Q1,103880,5585,106123,0,-7828,103880,0,36,2948,-332,6920,32784,-568,15952,-260,-4972,43580,31880,-16540,-8712,1164
2017:Q2,102884,5374,102102,0,-4592,102884,0,36,2948,932,152,35224,3252,18472,-260,-2548,6884,46744,-10188,-564,1800
2017:Q3,106908,5584,106092,0,-4768,106908,0,36,2944,-1512,3224,10332,280,13480,-260,-4936,27868,51360,924,-156,3324
2017:Q4,193940,9782,185850,0,-1692,193940,0,36,2948,-508,12064,18756,2572,14956,-260,3296,48444,83780,7824,-168,200
2018:Q1,96796,5001,95011,0,-3216,96796,0,32,368,-524,-7264,31164,8624,20316,-260,648,-5076,48288,320,1316,-1156
2018:Q2,118649,5805,110295,0,2548,118649,0,28,364,-212,10552,32348,-2064,21752,-260,2384,21136,36920,-4656,-3948,4304
2018:Q3,147444,7535,143169,0,-3260,147444,0,32,364,-276,7200,29336,5912,23084,-260,3736,34428,32284,10012,-144,1736
2018:Q4,137984,7587,144157,0,-13760,137984,0,28,368,-192,-7608,17624,1644,22300,-260,-252,52752,54600,-3676,-136,792
2019:Q1,100340,5252,99781,0,-4692,100340,0,32,880,-168,-844,23188,1704,24584,-260,392,20516,28692,-10992,-196,12812
2019:Q2,106484,5386,102326,0,-1228,106484,0,36,808,-14908,-5292,37992,2124,21316,-260,-980,36652,26880,924,-144,1336
2019:Q3,184124,9318,177046,0,-2240,184124,0,32,1104,13700,512,29728,752,27956,-260,312,52912,46880,5672,-168,4992
2019:Q4,148648,7252,137788,0,3608,148648,0,32,960,20,2264,28068,3044,27056,-260,-1488,14540,49864,14344,-116,10320
2020:Q1,86780,4213,80039,0,2528,86780,0,36,2236,-912,-5468,44476,4776,8724,-260,504,18256,11492,26664,-236,-23508
2020:Q2,134640,6661,126555,0,1424,134640,0,36,2840,-180,6312,28592,1340,5580,-260,-1192,81296,10472,848,-240,-804
2020:Q3,124864,6410,121790,0,-3336,124864,0,36,916,-552,5616,22372,1980,2732,-260,280,19156,73040,-4124,-268,3940
2020:Q4,183920,9032,171608,0,3280,183920,0,36,-172,-272,3968,3880,2368,13684,-260,-712,102948,58044,-3508,-204,4120
2021:Q1,118404,5894,111982,0,528,118404,0,36,2088,56,2704,5876,116,5268,-260,592,29380,62808,5768,-236,4208
2021:Q2,102960,5217,99131,0,-1388,102960,0,36,248,-148,1600,40700,1680,10140,-260,-84,-9480,50100,1956,-236,6708
2021:Q3,110757,5499,104489,0,768,110757,0,40,1764,-220,173,24684,-472,15024,-260,260,37672,18808,8564,-236,4956
2021:Q4,175892,9028,171532,0,-4668,175892,0,40,1044,-728,-951,64628,5720,7847,-260,16,44612,19260,28320,-240,6584
