date,All sectors; total miscellaneous liabilities,Life insurance companies, general accounts; deferred and unpaid life insurance premiums; asset,Nonfinancial corporate business; total miscellaneous liabilities,Nonfinancial noncorporate business; unidentified miscellaneous liabilities,Federal government; total miscellaneous liabilities,State and local government employee defined benefit retirement funds; claims of pension fund on sponsor; asset,Monetary authority; total miscellaneous liabilities,U.S.-chartered depository institutions; total miscellaneous liabilities,Foreign banking offices in the U.S.; total miscellaneous liabilities,Banks in U.S.-affiliated areas; unidentified miscellaneous liabilities,Credit unions; unidentified miscellaneous liabilities,Property-casualty insurance companies; total miscellaneous liabilities,Life insurance companies; total miscellaneous liabilities,Government-sponsored enterprises; total miscellaneous liabilities,Finance companies; total miscellaneous liabilities,Real estate investment trusts; unidentified miscellaneous liabilities,Security brokers and dealers; total miscellaneous liabilities,Holding companies; unidentified miscellaneous liabilities,Other financial business; total miscellaneous liabilities,Rest of the world; total miscellaneous liabilities,All sectors; total miscellaneous assets,Households and nonprofit organizations; total miscellaneous assets,Nonfinancial corporate business; total miscellaneous assets,Nonfinancial noncorporate business; total miscellaneous assets,Federal government; total miscellaneous assets,State and local governments; unidentified miscellaneous assets,Monetary authority; total miscellaneous assets,U.S.-chartered depository institutions; total miscellaneous assets,Foreign banking offices in the U.S., including IBFs; unidentified miscellaneous assets,Banks in U.S.-affiliated areas; unidentified miscellaneous assets,Credit unions; total miscellaneous assets,Property-casualty insurance companies; total miscellaneous assets,Life insurance companies; total miscellaneous assets,Private pension funds; total miscellaneous assets,Federal government defined benefit retirement funds; claims of pension funds on sponsor; asset,State and local government employee retirement funds; miscellaneous assets,Money market funds; unidentified miscellaneous assets (net),Mutual funds; unidentified miscellaneous assets,Exchange-traded funds; unidentified miscellaneous assets,Government-sponsored enterprises; unidentified miscellaneous assets,Issuers of asset-backed securities; funding agreements backing securities; asset,Finance companies; total miscellaneous assets,Real estate investment trusts; total miscellaneous assets,Security brokers and dealers; total miscellaneous assets,Holding companies; total miscellaneous assets,Other financial business; total miscellaneous assets,Rest of the world; assumed policy payables by U.S. reinsurers from non-U.S. insurers; liability,Instrument discrepancies; total miscellaneous assets
2010:Q1,17605534,25359,4673240,1225800,1821384,2665606,20950,1751345,323544,22204,11364,1177177,1193260,170411,634751,62948,1036973,98140,375042,316036,20484047,902111,5275668,1538229,148375,115676,67607,759184,44206,7462,33250,356903,452401,1497157,1638156,2938211,31446,134694,71476,129453,82732,78661,65803,1527804,2378782,189452,19149,-2878513
2010:Q2,17852073,26253,4777712,1213539,1866848,2910627,20866,1751074,297623,26116,11963,1160824,1199272,157713,629469,60034,975018,96944,386577,283601,21414367,899296,5853750,1563172,131460,120965,68004,817984,43575,13277,31927,367666,462497,1643944,1682568,3176257,34097,95389,83947,120092,75956,91406,64028,1423088,2379399,150671,19952,-3562294
2010:Q3,18087406,23350,4846898,1201278,1903082,2877073,18410,1769072,335544,21563,12383,1171273,1216294,160408,627597,70099,1010973,103143,417795,301171,20972065,899653,5443320,1588167,137741,118554,65860,751442,42894,12091,33945,353692,449304,1574569,1714974,3155573,42514,103189,88475,146441,73774,76883,68739,1430048,2402133,177335,20754,-2884660
2010:Q4,17706544,25499,4865370,1189017,1909608,2854805,48183,1722822,293340,19999,11092,1164105,1235364,179352,363456,63680,1009165,99368,334664,317655,18582523,905218,3363924,1613118,142389,114181,81558,651466,29193,11015,74066,380858,413175,1524186,1703104,3150158,22399,-468,97038,148632,70698,76982,66136,1372561,2377521,171857,21557,-875978
2011:Q1,17886085,25872,4955299,1183755,1944830,2813841,19392,1717815,311269,18773,11618,1173470,1303738,139246,357364,68362,1102207,104578,329464,305192,18648764,910832,3202503,1625649,142536,103067,91127,643329,42698,10875,82996,374149,427577,1510722,1738508,3135735,13908,89779,103334,108822,70572,71264,75910,1440593,2419182,189225,23872,-762679
2011:Q2,18140021,26352,4949364,1178493,2046677,2841471,15227,1726312,308434,17170,12185,1191608,1316741,136457,349075,70355,1126374,107142,348417,372167,19009372,915513,3170260,1638164,143789,96332,103218,643420,47923,11948,72715,393081,439608,1540783,1846800,3166452,54875,172482,103106,109190,68237,64779,79191,1478353,2449265,173700,26188,-869351
2011:Q3,18319342,25106,4954481,1173230,1970499,3170686,25308,1730113,304543,20168,11454,1202623,1329144,139539,366125,73530,995959,107821,331801,387212,20860863,936612,4182883,1650636,143892,113166,102713,788080,44939,16687,65317,429902,498138,1746683,1761744,3487904,19047,340945,106253,153984,63141,87874,79997,1411108,2460300,140414,28503,-2541521
2011:Q4,18458285,25033,5140747,1167968,1943511,3131852,28825,1725130,303509,14827,12446,1212302,1334888,130180,367724,70813,968317,111265,314035,454913,20070175,964605,3786135,1663065,144222,113796,223853,713982,44219,11808,61859,415458,474074,1667621,1718882,3453785,51616,132976,104809,148492,63497,83069,74655,1323321,2461445,138113,30818,-1611889
2012:Q1,18951485,26863,5297012,1180909,1980611,2937955,31578,1799228,310541,14407,13216,1231207,1334026,132013,366643,86205,1078480,357758,350293,422540,19979670,959075,3510971,1703900,140946,97822,66073,589297,49910,12004,70296,408968,467429,1560153,1757240,3256337,12189,138749,111875,150059,62244,81077,80996,1407144,3099181,154538,31197,-1028185
2012:Q2,19077703,28722,5428862,1193849,1998692,3036748,28085,1837709,279642,13054,13080,1239564,1331216,128658,349473,82714,1005825,349915,344064,387831,20713080,957331,4029520,1744677,142315,101941,48580,653866,45588,16033,64153,421320,478703,1618446,1772577,3355305,13109,157536,104376,135949,64700,69951,83257,1414100,3059385,128786,31577,-1635378
2012:Q3,19169096,29125,5468938,1206790,1998874,3007900,34872,1887992,282568,13621,14420,1259152,1365545,124843,345170,105150,1054297,259225,348635,361979,20315645,957706,3711319,1785408,140625,103722,32239,604684,54288,13156,63554,409949,485456,1566419,1774541,3331145,11906,169583,120504,139629,65812,63091,91299,1408205,3061239,118210,31955,-1146548
2012:Q4,19166137,25665,5536890,1219731,2002420,3000985,34320,1890171,268202,12183,12726,1258861,1383067,124120,363800,96259,1022602,254523,339004,320608,20008230,971470,3439419,1826087,139464,99774,28544,582229,43919,11089,62683,410087,488710,1589243,1764888,3320955,34184,171225,115215,152575,62825,57379,100405,1281893,3095313,126321,32334,-842093
2013:Q1,19567158,26677,5630602,1230182,2010586,3110934,35343,1911130,284083,11603,15283,1265362,1399328,119940,364720,89359,1134652,248321,336016,343037,20177346,976283,3292992,1873321,138756,98048,29251,494900,52838,11427,70864,397459,500118,1617104,1774305,3434385,13635,206993,104749,167897,63835,47915,105890,1433445,3094439,143235,33263,-610188
2013:Q2,19766017,28580,5610552,1240633,2116394,3338983,31938,1976117,276160,10983,15547,1268785,1405192,121867,363142,91615,1001032,249612,316089,302796,20693587,986067,3322525,1920537,135324,95546,24552,532685,67312,12042,71674,394969,510564,1756561,1882617,3659979,23734,209689,69618,167708,56937,45420,112365,1388720,3069855,142392,34194,-927570
2013:Q3,19958864,27578,5683719,1251085,2154100,3452394,36266,1955354,241234,10468,15431,1272309,1411120,119630,369178,75713,997202,254493,302504,329086,20490246,1000333,3026833,1967660,139156,89640,22794,473998,63585,15586,61737,384488,506105,1824863,1920710,3773937,4157,223970,73205,166834,55737,39938,98152,1337082,3065634,118989,35123,-531382
2013:Q4,19862681,28690,5720548,1261536,2000398,3533384,32743,2023008,234605,9361,14210,1273857,1428258,114680,364115,74144,1046123,119184,283591,300246,20230420,1024854,2728719,2014773,143419,86445,24487,446761,65021,14379,61096,379918,510110,1854112,1751191,3858271,20078,221158,61480,165627,53804,39090,109181,1403341,3033237,123816,36052,-367738
2014:Q1,20149836,29674,5739955,1281013,2023586,3607514,35790,2079068,233748,9088,13793,1306479,1447195,111229,381453,79098,1079494,113937,284116,293606,20711655,1027637,2679946,2080716,146164,87880,25248,441547,70800,11299,72242,409088,542752,1845240,1775190,3930276,26305,322214,64658,152109,50739,41278,120607,1551875,3075694,124187,35964,-561819
2014:Q2,20329104,31046,5788763,1300490,2035035,3561988,36574,2147816,228281,9159,16142,1299290,1459137,111060,379514,82574,1118858,119280,300562,303535,20481819,1035858,2407412,2146605,150827,78069,26389,430722,71595,16315,68314,388652,549266,1801731,1784014,3884241,29821,338759,65082,151430,54660,39431,127742,1536798,3141074,121136,35876,-152715
2014:Q3,20600975,30386,5847242,1319967,2026940,3676103,36588,2240222,245190,7193,16857,1316986,1460086,112763,381988,82660,1069110,115308,313875,301511,21123156,1037946,2838534,2212568,153568,72233,26196,452408,73758,15087,64928,401281,562310,1838551,1776213,3993379,25902,359711,59045,149274,57631,57800,128819,1483577,3118485,128164,35788,-522182
2014:Q4,20946871,29916,6191666,1339444,1986882,3722699,33570,2322090,218317,7124,15403,1303821,1480835,111042,384397,82346,1040597,119741,262487,294494,21242177,1042789,3129414,2278696,155650,75284,28625,479282,70678,26745,66430,378012,589196,1798205,1727821,4041513,11645,285308,54695,154660,61452,56128,126864,1342176,3121583,103627,35699,-295306
2015:Q1,21231802,31021,6309227,1344615,2052191,3736113,37452,2356594,225666,5826,15897,1312096,1510835,109987,392354,81309,1051510,112494,240369,306246,21719094,1045572,3339681,2348522,160470,81971,26308,482170,75803,25039,75294,381286,631372,1787640,1797339,4056942,4147,300444,57964,164706,64496,68766,133475,1356958,3119664,96651,36414,-487292
2015:Q2,21541483,31884,6509050,1349785,2134330,3799887,37613,2413797,214212,6144,16677,1320882,1476947,104915,389386,82893,1001145,114837,238571,298528,22288535,1050646,3701835,2418507,164809,82235,26772,466273,70045,30638,71621,398237,616953,1822211,1882263,4117424,24693,286895,55544,166255,63677,44602,137876,1238915,3202938,109540,37131,-747052
2015:Q3,22160823,31668,6788123,1354956,2178094,4054152,36675,2472771,220767,5194,15728,1329011,1479611,105977,392833,93280,947234,105238,245319,304192,23765739,1064754,4601483,2488593,167517,96642,26072,524899,61205,29746,71662,419165,607913,1935692,1925736,4367897,23899,275276,50593,154161,59730,34044,141226,1255079,3236138,108771,37846,-1604916
2015:Q4,21918916,31636,6897305,1360127,1998146,4075347,35976,2427310,213688,5014,15950,1313742,1452037,106451,363935,80421,920643,98738,226693,295756,23200773,1082054,4274332,2558686,169909,98606,27286,546726,52308,28533,72532,416182,571380,1894898,1732272,4392762,41158,276120,47344,148156,64333,58163,138066,1255845,3108476,106086,38561,-1281858
2016:Q1,22312733,32814,6901682,1410468,2026889,4136071,37202,2491222,254683,4710,20982,1334528,1498599,104968,378832,86923,889057,89181,316202,297720,23809218,1092859,4403262,2616345,174979,100221,25469,580807,64063,34382,80345,435973,602185,1900595,1762887,4453455,25135,302497,61090,156127,63485,78577,147512,1304871,3175407,127829,38860,-1496484
2016:Q2,22815572,33640,7104973,1460809,2043601,4164201,37140,2553068,256154,4559,17137,1345286,1552352,105539,359377,99258,900923,91611,369060,316884,24318345,1108746,4716590,2674054,177958,98968,28576,627734,70659,31105,85802,447437,636579,1899944,1777741,4495103,21923,297776,73566,164025,65232,72063,154086,1269687,3168201,115631,39158,-1502773
2016:Q3,22945210,32674,7234407,1511151,2041385,4161186,37204,2643949,219055,4038,16546,1368613,1559890,106567,355954,97288,903946,-18818,437181,232994,24272713,1120177,4493880,2731723,180251,100165,31477,574264,64009,30106,75529,449306,628224,1892428,1775686,4503569,56352,301146,74300,171543,65600,53734,157043,1204964,3391153,106628,39456,-1327502
2016:Q4,23191482,31304,7512004,1561492,1988258,4221631,37617,2626941,197069,3833,17234,1373006,1539406,110132,349118,96691,845909,-12620,468036,224421,24273638,1138767,4631286,2789365,182866,99184,32049,564208,62969,35525,77592,433953,603147,1927571,1710130,4598014,43461,260276,60266,150714,71006,45030,169031,1101274,3344808,101392,39754,-1082156
2017:Q1,23211958,32682,7359410,1587589,2045612,4177281,37498,2681718,206016,3502,15729,1402822,1555985,101012,346469,94286,867596,-28387,494761,230377,24005325,1142637,4363651,2893472,187507,94993,29037,524793,55170,34912,84142,461137,604510,1882317,1769883,4569522,28565,287063,63466,124419,73564,37840,165925,1155076,3218604,110772,42349,-793368
2017:Q2,23348598,33101,7317574,1613686,2132309,4150223,38141,2680587,188631,3881,16575,1438982,1583397,102782,351456,101899,899274,-27025,481229,241896,23989349,1151673,4151571,2997551,186052,90290,27723,525448,65775,34553,80540,469361,602217,1863220,1858711,4558718,25969,290910,63690,132236,77345,33342,169551,1189877,3208326,89757,44943,-640752
2017:Q3,23576802,33156,7532445,1639783,2029889,4090343,37712,2751612,183936,3649,17688,1502621,1599093,109440,323824,112877,899995,-28770,502317,235192,23753287,1182383,3959706,3101630,188961,85131,28109,498119,72543,26544,77978,481957,610858,1832449,1754358,4513128,44287,235419,66209,134637,84743,27149,177571,1180518,3259238,82125,47537,-176485
2017:Q4,22911653,33081,7048287,1665881,1998233,4015608,38537,2739358,190844,4108,18268,1477514,1605740,110477,333620,101521,821357,-22716,480500,251435,23298741,1192996,3710448,3205723,193756,84196,37721,448469,96623,27110,79043,452795,580983,1784023,1711008,4454156,36274,279457,66170,110962,82960,28287,180515,1100729,3222811,81394,50131,-387088
2018:Q1,23328865,35520,7201072,1689285,2015078,4078851,37747,2718959,238412,3787,18487,1491241,1612968,109060,312244,106905,871354,-21551,546507,262939,24199648,1205026,4297103,3253817,196137,81277,29123,465674,96554,27290,87132,459219,595323,1842942,1728263,4522294,20067,259208,68811,104590,85658,23157,193002,1159733,3220634,125205,52409,-870783
2018:Q2,23285675,35376,7044633,1712690,2039532,4111866,38573,2716986,240027,3777,18926,1507640,1610552,111492,291217,114252,883079,-19885,542028,282914,24467891,1211543,4424143,3301947,202067,81508,26024,476340,99378,28470,83994,460010,610516,1834744,1751432,4566707,29017,220769,66176,106972,87087,30492,194816,1168156,3213667,137230,54686,-1182216
2018:Q3,23471790,36228,7206088,1736094,2029133,4118707,39675,2696740,231858,3166,19434,1533577,1630709,111538,269438,121794,891393,-13681,551009,258890,24318353,1225512,4363490,3350066,205480,75021,23411,477717,90253,27872,83648,461973,627357,1772199,1741914,4577402,29933,196409,60824,100972,87893,25562,203140,1175552,3151813,125977,56963,-846563
2018:Q4,23797502,35001,7340721,1759499,1981842,4488927,40553,2717154,217856,3235,18254,1519304,1587150,111885,268124,117618,784705,-13688,549182,270180,26416491,1245126,5840500,3398183,208748,102476,27331,497139,76226,28507,86489,477039,631721,2005740,1680982,4921680,-38053,236851,63233,95254,86047,54383,205306,1097077,3204855,124411,59240,-2618988
2019:Q1,24922818,36447,8157779,1777973,2044033,4334735,40034,2815179,248925,3210,19574,1536018,1635615,112093,272669,149625,835915,-14202,624976,292220,26960099,1245724,6008297,3444124,210737,88965,23481,413377,93249,24941,93718,470173,625444,1900550,1746923,5128887,-22927,352271,65083,102940,89426,45704,205673,1137099,3266597,140234,59408,-2037280
2019:Q2,25412176,35749,8453260,1794931,2147613,4310178,40891,2892796,239692,3206,20694,1564452,1673739,113159,279621,138092,822842,-10233,594269,297225,27442542,1253820,6105247,3486442,213766,77458,22847,430533,94928,19926,92456,477169,639110,1911174,1850205,5335588,9923,242547,68495,115500,89169,46876,190300,1148358,3336927,123650,60128,-2030365
2019:Q3,25639572,36623,8764847,1818100,2041679,4297490,40316,2903353,230278,3216,19515,1582833,1713608,117574,268252,145216,813518,631,540367,302156,27812391,1257250,6570917,3543581,215221,59759,21552,436455,85883,21657,94087,487449,665401,1972250,1743088,5215085,-26345,279636,80745,135347,90226,46879,186869,1127576,3320486,120964,60373,-2172819
2019:Q4,26007099,36495,9236242,1838229,1989130,4205490,40414,2899428,198436,2972,19442,1599656,1721448,114281,272867,147644,834568,13959,560269,276129,27987769,1286901,6776393,3593429,215748,43815,25402,410317,83722,16961,92162,493265,658771,1950388,1673932,5275818,15752,273348,81534,127333,92277,51466,192611,1073007,3301178,120987,61253,-1980670
2020:Q1,27151678,39049,9274976,1866189,2024275,4783359,50806,2865308,239051,3076,19940,1600066,1790518,128717,281154,146423,733545,63,684490,620673,31414323,1289694,8378199,3623134,218714,29756,382395,706120,105931,13074,106002,476274,771343,2323876,1710835,5758107,-3989,318936,90258,150169,98130,58183,197837,1117207,3308469,124683,60986,-4262644
2020:Q2,27227498,38092,9283324,1890863,2216904,4499440,43524,2823927,220793,3524,24051,1636629,1831379,118640,285673,148835,801780,10854,842065,507201,30035724,1312523,7409795,3714209,333819,45831,257526,607498,86978,10546,122822,462929,745602,2107357,1747683,5580321,-35458,272001,122726,170034,102549,60776,189217,1130635,3304441,113565,59798,-2808226
2020:Q3,27335696,37679,9408671,1909397,2432541,4390500,43193,2813028,203335,4111,23349,1675835,1839366,116340,286218,156326,849937,3876,855855,286139,29903859,1349914,7457719,3824894,335923,58546,53987,654434,81816,11751,120126,473801,733213,2062769,1738078,5442715,-66123,277426,145815,186473,108969,55553,188623,1127566,3318909,103140,57823,-2568163
2020:Q4,27218249,36591,9564722,1930766,2366903,4020321,44378,2840203,187251,3208,23251,1675845,1896568,120206,289871,160771,888876,4655,900826,263037,28993382,1368179,6792693,3852104,337736,61926,48977,624710,77596,11867,124779,522519,772413,1921893,1678555,5114204,7129,283705,144286,189682,113180,63102,199054,1121109,3409112,93740,59131,-1775133
2021:Q1,27600349,38712,9643971,1953244,2324850,3936497,44671,2875696,233267,2663,22587,1730044,1914915,120738,296402,165343,1082907,1468,942093,270281,28976153,1380077,6694403,3860901,278809,65440,33423,592342,83171,20675,116216,495891,780863,1917509,1711872,5055655,-37533,299941,127511,199262,123891,44672,215189,1274003,3445023,136392,60553,-1375803
2021:Q2,27521341,37893,9733084,1977196,2271958,3693183,44045,2919936,216556,2356,24975,1772884,1959770,114885,280546,166253,1105343,-775,926944,274309,28476578,1390633,6209595,3877421,269287,85440,32062,580647,93378,21097,130856,502279,803474,1824848,1726445,4849348,-60928,345816,139206,174628,138800,39100,218040,1327158,3573922,122356,61669,-955237
2021:Q3,27766658,37867,9785509,2001234,2214921,3737383,42694,3014196,224566,2298,27367,1845610,1975551,116774,297790,162143,1121546,9843,871130,278237,29111225,1418897,6413898,3870054,257094,94729,32381,629337,86245,10152,134485,488468,797884,1892787,1764811,4951802,41325,348847,131996,173533,149517,23552,216461,1389416,3601379,128057,64118,-1344566
2021:Q4,27443195,36740,9790278,2018783,1990262,3601836,45824,2991923,210689,2093,25062,1871136,1988789,115924,277319,167898,1150775,3627,881723,272513,28847859,1420219,6400393,3879462,253134,106522,36206,586301,93580,6812,121644,491450,879167,1802921,1618663,4836432,-2913,332749,133113,159007,152740,9218,230007,1504174,3621429,110338,65093,-1404664
