1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1957:Q3,2596,48,2548,0,2596,2596,0,0,0,0
1957:Q4,2712,28,2684,0,2712,2712,0,0,0,0
1958:Q1,2884,28,2856,0,2884,2884,0,0,0,0
1958:Q2,3100,44,3056,0,3100,3100,0,0,0,0
1958:Q3,3176,64,3112,0,3176,3176,0,0,0,0
1958:Q4,3132,88,3044,0,3132,3132,0,0,0,0
1959:Q1,3184,108,3076,0,3184,3184,0,0,0,0
1959:Q2,3208,124,3084,0,3208,3208,0,0,0,0
1959:Q3,3444,112,3332,0,3444,3444,0,0,0,0
1959:Q4,3848,92,3756,0,3848,3848,0,0,0,0
1960:Q1,3756,84,3672,0,3756,3756,0,0,0,0
1960:Q2,3508,72,3436,0,3508,3508,0,0,0,0
1960:Q3,3068,68,3000,0,3068,3068,0,0,0,0
1960:Q4,2580,80,2500,0,2580,2580,0,0,0,0
1961:Q1,2752,84,2668,0,2752,2752,0,0,0,0
1961:Q2,3172,88,3084,0,3172,3172,0,0,0,0
1961:Q3,3692,96,3596,0,3692,3692,0,0,0,0
1961:Q4,4172,104,4068,0,4172,4172,0,0,0,0
1962:Q1,4128,116,4012,0,4128,4128,0,0,0,0
1962:Q2,3952,124,3828,0,3952,3952,0,0,0,0
1962:Q3,3648,132,3516,0,3648,3648,0,0,0,0
1962:Q4,3340,128,3212,0,3340,3340,0,0,0,0
1963:Q1,3828,132,3696,0,3828,3828,0,0,0,0
1963:Q2,4092,136,3956,0,4092,4092,0,0,0,0
1963:Q3,4380,132,4248,0,4380,4380,0,0,0,0
1963:Q4,4648,124,4524,0,4648,4648,0,0,0,0
1964:Q1,4336,112,4224,0,4336,4336,0,0,0,0
1964:Q2,4348,96,4252,0,4348,4348,0,0,0,0
1964:Q3,4428,96,4332,0,4428,4428,0,0,0,0
1964:Q4,4552,112,4440,0,4552,4552,0,0,0,0
1965:Q1,4392,124,4268,0,4392,4392,0,0,0,0
1965:Q2,4932,136,4796,0,4932,4932,0,0,0,0
1965:Q3,5096,140,4956,0,5096,5096,0,0,0,0
1965:Q4,4880,136,4744,0,4880,4880,0,0,0,0
1966:Q1,4692,116,4576,0,4692,4692,0,0,0,0
1966:Q2,4564,112,4452,0,4564,4564,0,0,0,0
1966:Q3,4628,104,4524,0,4628,4628,0,0,0,0
1966:Q4,4884,96,4788,0,4884,4884,0,0,0,0
1967:Q1,5060,96,4964,0,5060,5060,0,0,0,0
1967:Q2,4948,96,4852,0,4948,4948,0,0,0,0
1967:Q3,4968,80,4888,0,4968,4968,0,0,0,0
1967:Q4,4884,48,4836,0,4884,4884,0,0,0,0
1968:Q1,4808,8,4800,0,4808,4808,0,0,0,0
1968:Q2,4736,-32,4768,0,4736,4736,0,0,0,0
1968:Q3,4756,-32,4788,0,4756,4756,0,0,0,0
1968:Q4,4852,0,4852,0,4852,4852,0,0,0,0
1969:Q1,4948,44,4904,0,4948,4948,0,0,0,0
1969:Q2,5012,80,4932,0,5012,5012,0,0,0,0
1969:Q3,5076,88,4988,0,5076,5076,0,0,0,0
1969:Q4,5116,52,5064,0,5116,5116,0,0,0,0
1970:Q1,5364,276,5088,0,5364,5364,0,0,0,0
1970:Q2,5100,48,5052,0,5100,5100,0,0,0,0
1970:Q3,5264,44,5220,0,5264,5264,0,0,0,0
1970:Q4,5632,56,5576,0,5632,5632,0,0,0,0
1971:Q1,5996,68,5928,0,5996,5996,0,0,0,0
1971:Q2,6336,72,6264,0,6336,6336,0,0,0,0
1971:Q3,6520,76,6444,0,6520,6520,0,0,0,0
1971:Q4,6552,68,6484,0,6552,6552,0,0,0,0
1972:Q1,6676,120,6556,0,6676,6676,0,0,0,0
1972:Q2,6824,156,6668,0,6824,6824,0,0,0,0
1972:Q3,6940,168,6772,0,6940,6940,0,0,0,0
1972:Q4,7056,164,6892,0,7056,7056,0,0,0,0
1973:Q1,7216,172,7044,0,7216,7216,0,0,0,0
1973:Q2,7416,188,7228,0,7416,7416,0,0,0,0
1973:Q3,7452,184,7268,0,7452,7452,0,0,0,0
1973:Q4,7304,156,7148,0,7304,7304,0,0,0,0
1974:Q1,7128,132,6996,0,7128,7128,0,0,0,0
1974:Q2,6928,108,6820,0,6928,6928,0,0,0,0
1974:Q3,7016,104,6912,0,7016,7016,0,0,0,0
1974:Q4,7404,116,7288,0,7404,7404,0,0,0,0
1975:Q1,12188,4576,7612,0,12188,12188,0,0,0,0
1975:Q2,9396,1516,7880,0,9396,9396,0,0,0,0
1975:Q3,8236,156,8080,0,8236,8236,0,0,0,0
1975:Q4,11080,2876,8204,0,11080,11080,0,0,0,0
1976:Q1,7952,-396,8348,0,7952,7952,0,0,0,0
1976:Q2,9840,1336,8504,0,9840,9840,0,0,0,0
1976:Q3,8884,212,8672,0,8884,8884,0,0,0,0
1976:Q4,10104,1244,8860,0,10104,10104,0,0,0,0
1977:Q1,9200,208,8992,0,9200,9200,0,0,0,0
1977:Q2,9728,668,9060,0,9728,9728,0,0,0,0
1977:Q3,9740,396,9344,0,9740,9740,0,0,0,0
1977:Q4,11256,1412,9844,0,11256,11256,0,0,0,0
1978:Q1,10624,212,10412,0,10624,10624,0,0,0,0
1978:Q2,12272,1224,11048,0,12272,12272,0,0,0,0
1978:Q3,11456,268,11188,0,11456,11456,0,0,0,0
1978:Q4,11880,1056,10824,0,11880,11880,0,0,0,0
1979:Q1,10528,-72,10600,0,10528,10528,0,0,0,0
1979:Q2,11572,1052,10520,0,11572,11572,0,0,0,0
1979:Q3,10384,8,10376,0,10384,10384,0,0,0,0
1979:Q4,11240,1084,10156,0,11240,11240,0,0,0,0
1980:Q1,9832,-128,9960,0,9832,9832,0,0,0,0
1980:Q2,10752,976,9776,0,10752,10752,0,0,0,0
1980:Q3,9668,72,9596,0,9668,9668,0,0,0,0
1980:Q4,10740,1340,9400,0,10740,10740,0,0,0,0
1981:Q1,9168,-128,9296,0,9168,9168,0,0,0,0
1981:Q2,10596,1336,9260,0,10596,10596,0,0,0,0
1981:Q3,8824,-96,8920,0,8824,8824,0,0,0,0
1981:Q4,9712,1440,8272,0,9712,9712,0,0,0,0
1982:Q1,7668,140,7528,0,7668,7668,0,0,0,0
1982:Q2,8136,1456,6680,0,8136,8136,0,0,0,0
1982:Q3,6580,40,6540,0,6580,6580,0,0,0,0
1982:Q4,8852,1748,7104,0,8852,8852,0,0,0,0
1983:Q1,7652,112,7540,0,7652,7652,0,0,0,0
1983:Q2,9472,1620,7852,0,9472,9472,0,0,0,0
1983:Q3,8172,208,7964,0,8172,8172,0,0,0,0
1983:Q4,9776,1892,7884,0,9776,9776,0,0,0,0
1984:Q1,5032,344,4688,0,5032,5032,0,0,0,0
1984:Q2,6080,1816,4264,0,6080,6080,0,0,0,0
1984:Q3,5424,212,5212,0,5424,5424,0,0,0,0
1984:Q4,7612,1964,5648,0,7612,7612,0,0,0,0
1985:Q1,8440,144,8296,0,8440,8440,0,0,0,0
1985:Q2,11372,1876,9496,0,11372,11372,0,0,0,0
1985:Q3,11252,224,11028,0,11252,11252,0,0,0,0
1985:Q4,15068,2188,12880,0,15068,15068,0,0,0,0
1986:Q1,15704,120,15584,0,15704,15704,0,0,0,0
1986:Q2,18364,1984,16380,0,18364,18364,0,0,0,0
1986:Q3,18272,292,17980,0,18272,18272,0,0,0,0
1986:Q4,20636,1772,18864,0,20636,20636,0,0,0,0
1987:Q1,27996,508,27488,0,27996,27996,0,0,0,0
1987:Q2,25524,1956,23568,0,25524,25524,0,0,0,0
1987:Q3,29228,4124,25104,0,29228,29228,0,0,0,0
1987:Q4,16920,-1768,18688,0,16920,16920,0,0,0,0
1988:Q1,23872,84,23788,0,23872,23872,0,0,0,0
1988:Q2,28776,2080,26696,0,28776,28776,0,0,0,0
1988:Q3,24404,148,24256,0,24404,24404,0,0,0,0
1988:Q4,33920,2380,31540,0,33920,33920,0,0,0,0
1989:Q1,15260,88,15172,0,15260,15260,0,0,0,0
1989:Q2,34076,2108,31968,0,34076,34076,0,0,0,0
1989:Q3,22520,-32,22552,0,22520,22520,0,0,0,0
1989:Q4,45340,2464,42876,0,45340,45340,0,0,0,0
1990:Q1,25532,-16,25548,0,25532,25532,0,0,0,0
1990:Q2,30108,2192,27916,0,30108,30108,0,0,0,0
1990:Q3,27620,140,27480,0,27620,27620,0,0,0,0
1990:Q4,24652,2436,22216,0,24652,24652,0,0,0,0
1991:Q1,24068,244,23824,0,24068,24068,0,0,0,0
1991:Q2,34096,2288,31808,0,34096,34096,0,0,0,0
1991:Q3,17548,-436,17984,0,17548,17548,0,0,0,0
1991:Q4,24764,2688,22076,0,24764,24764,0,0,0,0
1992:Q1,28732,-464,29196,0,28732,28732,0,0,0,0
1992:Q2,17624,2452,15172,0,17624,17624,0,0,0,0
1992:Q3,36660,668,35992,0,36660,36660,0,0,0,0
1992:Q4,31168,3100,28068,0,31168,31168,0,0,0,0
1993:Q1,31440,12,31428,0,31440,31440,0,0,0,0
1993:Q2,36424,2560,33864,0,36424,36424,0,0,0,0
1993:Q3,37156,276,36880,0,37156,37156,0,0,0,0
1993:Q4,38168,2724,35444,0,38168,38168,0,0,0,0
1994:Q1,26384,24,26360,0,26384,26384,0,0,0,0
1994:Q2,26604,2716,23888,0,26604,26604,0,0,0,0
1994:Q3,67020,392,66628,0,67020,67020,0,0,0,0
1994:Q4,23140,1940,21200,0,23140,23140,0,0,0,0
1995:Q1,44472,200,44272,0,44472,44472,0,0,0,0
1995:Q2,52728,1724,51004,0,52728,52728,0,0,0,0
1995:Q3,28420,296,28124,0,28420,28420,0,0,0,0
1995:Q4,34612,1856,32756,0,34612,34612,0,0,0,0
1996:Q1,16076,368,15708,0,16076,16076,0,0,0,0
1996:Q2,30236,2432,27804,0,30236,30236,0,0,0,0
1996:Q3,55940,156,55784,0,55940,55940,0,0,0,0
1996:Q4,57692,-488,58180,0,57692,57692,0,0,0,0
1997:Q1,47168,2840,44328,0,47168,47168,0,0,0,0
1997:Q2,51444,2204,49240,0,51444,51444,0,0,0,0
1997:Q3,54492,-96,54588,0,54492,54492,0,0,0,0
1997:Q4,31920,2000,29920,0,31920,31920,0,0,0,0
1998:Q1,26908,720,26188,0,26908,26908,0,0,0,0
1998:Q2,38740,2612,36128,0,38740,38740,0,0,0,0
1998:Q3,32372,12,32360,0,32372,32372,0,0,0,0
1998:Q4,78012,1824,76188,0,78012,78012,0,0,0,0
1999:Q1,43044,676,42368,0,43044,43044,0,0,0,0
1999:Q2,57924,2696,55228,0,57924,57924,0,0,0,0
1999:Q3,27376,228,27148,0,27376,27376,0,0,0,0
1999:Q4,65768,2004,63764,0,65768,65768,0,0,0,0
2000:Q1,53452,1168,51292,992,53452,50044,0,3396,0,12
2000:Q2,35384,2624,31764,996,35384,31980,0,3396,0,8
2000:Q3,50336,216,49128,992,50336,46932,0,3396,0,8
2000:Q4,49244,1752,46500,992,49244,45844,0,3392,0,8
2001:Q1,113992,636,109864,3492,113992,104564,0,9396,0,32
2001:Q2,115320,2372,109460,3488,115320,105904,0,9392,0,24
2001:Q3,25696,28,22180,3488,25696,16276,0,9388,0,32
2001:Q4,94832,2504,88840,3488,94832,85416,0,9392,0,24
2002:Q1,103376,-272,100176,3472,103376,94352,0,8992,0,32
2002:Q2,106520,4000,99044,3476,106520,97492,0,9000,0,28
2002:Q3,71736,-116,68384,3468,71736,62720,0,8988,0,28
2002:Q4,6972,2680,820,3472,6972,-2048,0,8992,0,28
2003:Q1,87688,76,82756,4856,87688,75840,0,11808,0,40
2003:Q2,89420,1680,82880,4860,89420,77568,0,11812,0,40
2003:Q3,95772,548,90372,4852,95772,83932,0,11800,0,40
2003:Q4,56708,2200,49652,4856,56708,44864,0,11808,0,36
2004:Q1,28540,-48,20352,8236,28540,8040,0,20432,0,68
2004:Q2,73144,1888,63016,8240,73144,52636,0,20440,0,68
2004:Q3,66528,216,58080,8232,66528,46036,0,20428,0,64
2004:Q4,71272,2288,60748,8236,71272,50772,0,20432,0,68
2005:Q1,30724,4,23264,7456,30724,22804,0,7664,0,256
2005:Q2,20632,1672,11512,7448,20632,12708,0,7660,0,264
2005:Q3,52616,280,44880,7456,52616,44696,0,7664,0,256
2005:Q4,24768,2588,14728,7452,24768,16852,0,7660,0,256
2006:Q1,116976,304,111208,5464,116976,95784,0,20800,0,392
2006:Q2,42228,2220,34564,5444,42228,16624,7320,20776,-2876,384
2006:Q3,93692,548,87692,5452,93692,59996,11224,20788,1292,392
2006:Q4,105600,2936,97212,5452,105600,69972,14304,20784,156,384
2007:Q1,64556,1444,54780,8332,64556,43972,12864,7372,-124,472
2007:Q2,79528,2268,68924,8336,79528,64284,5528,7380,1872,464
2007:Q3,58048,-64,49788,8324,58048,24360,9148,7364,16704,472
2007:Q4,82436,2612,71492,8332,82436,55836,16056,7372,2708,464
2008:Q1,69060,-348,57840,11568,69060,43640,4152,21180,-1148,1236
2008:Q2,79192,1952,65672,11568,79192,58496,12056,21180,-13772,1232
2008:Q3,138668,-464,127568,11564,138668,87712,26320,21172,2228,1236
2008:Q4,123480,2772,109144,11564,123480,109756,-16732,21176,8048,1232
2009:Q1,80036,-232,78780,1488,80036,65100,-1060,7760,6740,1496
2009:Q2,17216,2060,13668,1488,17216,6608,2724,7760,-1376,1500
2009:Q3,13464,140,11840,1484,13464,4076,-2960,7756,3096,1496
2009:Q4,55308,2424,51396,1488,55308,41940,4320,7760,-208,1496
2010:Q1,4196,-380,12312,-7736,4196,4012,2460,-6496,2732,1488
2010:Q2,12008,708,19032,-7732,12008,4908,2860,-6492,9248,1484
2010:Q3,53968,660,61040,-7732,53968,51476,6124,-6492,1372,1488
2010:Q4,2792,2460,8068,-7736,2792,-368,6512,-6496,1660,1484
2011:Q1,65228,280,77476,-12528,65228,61792,5360,-2924,176,824
2011:Q2,71860,1728,82656,-12524,71860,70504,3952,-2920,-500,824
2011:Q3,134464,1156,146484,-13176,134464,127240,4112,-3576,5872,816
2011:Q4,93388,1888,103560,-12060,93388,83226,7556,-2456,4238,824
2012:Q1,15416,424,14880,112,15416,-36006,12400,12940,24534,1548
2012:Q2,-37544,1440,-37784,-1200,-37544,-59968,4988,11628,4264,1544
2012:Q3,37360,-220,38084,-504,37360,11892,5796,12320,5804,1548
2012:Q4,41156,-496,42488,-836,41156,26516,6408,11992,-5304,1544
2013:Q1,31312,164,33912,-2764,31312,4872,4776,20844,4952,-4132
2013:Q2,45252,732,47540,-3020,45252,22900,4748,20584,1148,-4128
2013:Q3,58468,-496,61780,-2816,58468,32448,4848,20792,4516,-4136
2013:Q4,58472,520,60752,-2800,58472,23428,8760,20804,9612,-4132
2014:Q1,56272,-80,60832,-4480,56272,36844,5100,2912,4732,6684
2014:Q2,66036,552,69924,-4440,66036,45188,5956,2952,5252,6688
2014:Q3,70200,1224,73556,-4580,70200,51108,4796,2808,4804,6684
2014:Q4,87872,1384,91020,-4532,87872,65920,7076,2860,5332,6684
2015:Q1,84904,-2084,84056,2932,84904,62896,5520,16928,4200,-4640
2015:Q2,59564,924,55704,2936,59564,34648,8624,16932,4000,-4640
2015:Q3,82808,-580,80460,2928,82808,60868,5656,16924,4000,-4640
2015:Q4,53412,1308,49172,2932,53412,30480,6644,16928,4000,-4640
2016:Q1,114696,-396,90832,24260,114696,50356,5524,43800,4000,11016
2016:Q2,146688,780,121652,24256,146688,82184,5692,43792,4000,11020
2016:Q3,99320,64,74996,24260,99320,34548,5956,43800,4000,11016
2016:Q4,64152,8,39888,24256,64152,56,5288,43792,4000,11016
2017:Q1,70400,-1140,48448,23092,70400,23872,5572,34208,4000,2748
2017:Q2,49384,-508,26804,23088,49384,3048,5388,34204,4000,2744
2017:Q3,73308,648,49568,23092,73308,23836,8520,34204,4000,2748
2017:Q4,72340,308,48948,23084,72340,25244,6152,34200,4000,2744
2018:Q1,16324,416,47456,-31548,16324,52852,4872,-36152,4000,-9248
2018:Q2,12812,-616,44976,-31548,12812,50308,3904,-36148,4000,-9252
2018:Q3,2292,724,33120,-31552,2292,38576,5120,-36156,4000,-9248
2018:Q4,16248,252,47548,-31552,16248,55988,1668,-36156,4000,-9252
2019:Q1,22860,2036,19492,1332,22860,8288,5352,5012,4000,208
2019:Q2,33812,-412,32480,1744,33812,14748,8224,6564,4000,276
2019:Q3,80056,1632,75088,3336,80056,57156,5828,12552,4000,520
2019:Q4,828,332,-248,744,828,-13372,7288,2792,4000,120
2020:Q1,201660,-588,188616,13632,201660,197159,3604,4932,4001,-8036
2020:Q2,15280,-40,-4504,19824,15280,10532,5268,7172,4000,-11692
2020:Q3,86352,1356,71988,13008,86352,78192,7124,4704,4000,-7668
2020:Q4,99424,32,83904,15488,99424,90736,8220,5604,4000,-9136
2021:Q1,-77432,1136,-75884,-2684,-77432,-81296,8324,-8412,4000,-48
2021:Q2,64156,-3392,63180,4368,64156,27640,18744,13692,4000,80
2021:Q3,76544,3740,69540,3264,76544,52984,9272,10224,4000,64
2021:Q4,52368,-376,48080,4664,52368,16684,16976,14620,4000,88
