date,Private depository institutions; total time and savings deposits; liability,U.S.-chartered depository institutions, including IBFs; total time and savings deposits; liability,Foreign banking offices in the U.S., including IBFs; total time and savings deposits; liability,Banks in U.S.-affiliated areas; total time and savings deposits; liability,Credit unions; total time and savings deposits; liability,Private depository institutions; total time and savings deposits; liability,Households and nonprofit organizations; total time and savings deposits; asset,Nonfinancial business; total time and savings deposits; asset,Nonfinancial corporate business; total time and savings deposits; asset,Nonfinancial noncorporate business; total time and savings deposits; asset,Federal government; total time and savings deposits; asset,State and local governments; total time and savings deposits; asset,Domestic financial sectors; total time and savings deposits; asset,Private pension funds; total time and savings deposits; asset,State and local government employee defined benefit retirement funds; total time and savings deposits; asset,Money market funds; total time and savings deposits; asset,Government-sponsored enterprises; total time and savings deposits; asset,Finance companies; total time and savings deposits; asset,Holding companies; total time and savings deposits; asset,Rest of the world; U.S. total time and savings deposits; asset
1945:Q4,53501,53074,61,0,366,53501,50230,900,900,0,104,529,160,0,0,0,0,160,0,1578
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,60036,59530,77,0,429,60036,56568,900,900,0,120,708,158,0,0,0,0,158,0,1582
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,63631,63064,57,0,510,63631,60047,900,900,0,111,867,142,0,0,0,0,142,0,1564
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,66174,65521,50,0,603,66174,62248,900,900,0,117,1138,186,0,0,0,0,186,0,1585
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,69155,68381,73,0,701,69155,64842,900,900,0,182,1290,214,0,0,0,0,214,0,1727
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
