1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q1,5038176,3960667,820692,256817,11530,208061,37226,5038176,1309065,1424864,767233,551822,901134,84058,465,24459,23335,392,82,650,4290,3541,259,27,240,0,9079,3391,2923,35383,720,537395,377800
1975:Q2,5135518,4020481,852301,262736,12009,212324,38403,5135518,1334210,1465282,782704,560180,906443,86699,480,25439,24237,431,91,680,4442,3676,262,28,245,0,9489,3427,3005,36204,762,551000,382800
1975:Q3,5192092,4056418,868573,267101,12452,215993,38656,5192092,1349246,1489288,790983,563336,910817,88422,493,26134,24867,466,99,702,4546,3776,262,27,247,0,9789,3426,3054,36669,773,562642,387900
1975:Q4,5278082,4116583,890398,271101,12906,219125,39070,5278082,1376257,1516466,804145,572094,918768,90352,505,26892,25557,503,106,726,4661,3885,263,27,251,0,10107,3432,3105,37226,805,577817,387300
1976:Q1,5364558,4172017,917641,274900,13269,222218,39413,5364558,1398492,1545990,813510,584543,929453,92570,519,27784,26361,559,106,758,4784,4000,264,28,222,0,10465,3449,3168,37883,811,591888,393400
1976:Q2,5504070,4287699,935157,281214,13703,227168,40343,5504070,1452035,1584685,836314,592958,942696,95382,538,28799,27279,617,107,796,4939,4145,268,29,196,0,10854,3489,3243,38878,842,604583,408000
1976:Q3,5617180,4373032,956883,287265,14219,231726,41320,5617180,1489662,1623080,853041,604691,948504,98202,557,29853,28235,677,108,833,5096,4292,271,30,169,0,11256,3525,3328,39823,869,618235,412500
1976:Q4,5748234,4471178,983307,293749,14779,236711,42259,5748234,1533065,1663620,871933,619525,958936,101155,576,30979,29259,739,108,873,5260,4446,276,33,142,0,11680,3562,3418,40785,903,635565,419300
1977:Q1,5913992,4601036,1013668,299288,15293,240917,43078,5913992,1587186,1714100,898687,632426,976681,104912,600,32176,30312,828,110,926,5467,4638,282,32,146,0,12168,3663,3505,42234,892,652348,431500
1977:Q2,6066614,4719744,1041150,305720,15675,245911,44134,6066614,1646399,1753407,924647,643294,991013,107854,620,33189,31192,912,111,974,5631,4791,286,33,148,0,12592,3732,3570,43263,864,666296,436800
1977:Q3,6239809,4859538,1067585,312686,15965,251474,45247,6239809,1717464,1800049,955792,646157,1009102,111245,640,34344,32205,1002,113,1024,5810,4959,291,35,151,0,13066,3816,3644,44489,847,684250,446900
1977:Q4,6416296,4995363,1101045,319888,16184,257440,46264,6416296,1787475,1847844,986513,656003,1023738,114723,663,35569,33284,1093,114,1078,5991,5128,296,36,155,0,13561,3900,3718,45710,831,705080,462700
1978:Q1,6600586,5136287,1136539,327760,16474,263314,47972,6600586,1854294,1900114,1015529,670938,1041163,118548,682,36961,34479,1234,115,1133,6201,5324,300,37,150,0,14074,3995,3807,47019,830,724153,487700
1978:Q2,6822824,5311478,1175917,335429,16996,269442,48991,6822824,1927861,1963299,1048765,690309,1069249,123341,704,38655,35954,1385,118,1198,6473,5575,308,38,147,0,14677,4118,3939,48708,832,747349,508400
1978:Q3,7038571,5480087,1214306,344178,17626,276520,50032,7038571,1998363,2026177,1080805,707383,1097674,128169,727,40383,37460,1538,119,1266,6754,5835,315,40,143,0,15287,4240,4078,50366,831,770522,523600
1978:Q4,7261906,5654985,1253199,353722,18422,284299,51001,7261906,2071087,2094589,1114529,722130,1126093,133478,752,42249,39093,1697,122,1337,7073,6130,323,42,139,0,15940,4375,4238,52220,827,795147,546800
1979:Q1,7498275,5835769,1298594,363912,19406,292611,51895,7498275,2138174,2170593,1150669,742072,1156678,140089,777,44561,41055,1973,128,1405,7495,6512,334,44,131,0,16668,4501,4575,54490,832,821174,583300
1979:Q2,7791508,6073228,1342747,375533,20329,301650,53554,7791508,2234245,2252031,1198213,760950,1199040,147029,803,46947,43088,2251,134,1474,7937,6914,347,47,124,0,17418,4638,4922,56931,838,847192,607900
1979:Q3,8094692,6320006,1387036,387650,21369,311474,54807,8094692,2329062,2335690,1245663,782528,1247485,154264,832,49413,45190,2535,141,1547,8410,7343,360,49,117,0,18183,4777,5289,59490,846,869277,625900
1979:Q4,8361510,6528386,1432967,400157,22488,321331,56338,8361510,2408177,2410115,1286196,800182,1296016,160824,854,51719,47146,2812,146,1615,8853,7747,373,52,109,0,18888,4886,5652,61693,846,895778,644700
1980:Q1,8638897,6735952,1489025,413920,23532,333157,57231,8638897,2488746,2494369,1327716,816287,1343390,168389,883,54488,49486,3163,153,1686,9304,8150,383,53,108,0,19732,5017,6061,64208,846,928775,669600
1980:Q2,8918420,6941313,1549938,427169,24745,344006,58418,8918420,2560401,2580342,1366891,841414,1393296,176076,913,57221,51794,3511,160,1756,9772,8568,396,55,107,0,20568,5156,6472,66849,849,951028,686500
1980:Q3,9202817,7163543,1598461,440813,25948,354776,60089,9202817,2633115,2666376,1406849,861754,1450874,183849,944,59955,54103,3860,166,1826,10248,8993,408,55,107,0,21391,5295,6895,69560,851,970690,699500
1980:Q4,9513370,7412089,1646526,454755,27262,366163,61330,9513370,2712998,2761914,1451356,888644,1505883,192575,981,62840,56546,4220,172,1902,10793,9485,427,58,105,0,22245,5468,7350,72826,864,991196,710800
1981:Q1,9802685,7638779,1694787,469119,28726,377162,63231,9802685,2781929,2862169,1497959,903140,1556190,201298,1020,65999,59462,4395,179,1963,11334,9969,440,60,123,0,23013,5616,7898,75828,879,1008092,734400
1981:Q2,10050178,7817082,1748961,484135,30065,389901,64169,10050178,2830511,2953338,1534636,924123,1598064,209506,1054,69062,62291,4563,185,2023,11846,10428,452,62,139,0,23729,5734,8443,78554,890,1029290,746200
1981:Q3,10259044,7966206,1794639,498199,31531,400821,65847,10259044,2867498,3029701,1564029,944126,1636858,216832,1085,71816,64841,4712,190,2073,12324,10857,462,63,156,0,24315,5822,8978,80956,898,1048173,753000
1981:Q4,10491313,8142783,1833476,515054,33118,414135,67801,10491313,2916614,3120453,1598717,960014,1670133,225382,1121,74861,67655,4880,195,2131,12890,11366,475,65,173,0,24984,5938,9567,83944,910,1060997,754900
1982:Q1,10696578,8306625,1861696,528257,34631,424628,68998,10696578,2961520,3197566,1630501,973411,1698235,235345,1167,78205,70747,5027,200,2231,13551,11954,495,67,236,0,25557,6105,10356,87655,984,1073506,762200
1982:Q2,10900532,8448575,1910295,541662,36047,434868,70747,10900532,3005540,3257737,1659052,1002884,1731602,243717,1202,81185,73511,5152,204,2318,14106,12444,508,67,298,0,26026,6221,11082,90580,1020,1085457,765800
1982:Q3,11015286,8530901,1929963,554422,37410,444365,72647,11015286,3028618,3295239,1675951,1009626,1755692,250160,1229,83516,75691,5232,206,2387,14548,12835,518,68,358,0,26296,6289,11722,92782,1025,1092993,759000
1982:Q4,11084930,8562330,1954775,567825,38626,455026,74173,11084930,3041916,3315197,1685843,1024488,1762494,254992,1245,85365,77432,5283,207,2443,14889,13137,523,68,417,0,26420,6314,12285,94330,993,1102250,752100
1983:Q1,11144253,8594052,1969998,580203,39644,464384,76175,11144253,3067652,3321805,1692299,1032538,1770069,259890,1252,86690,78594,5349,208,2539,15241,13450,530,68,516,0,27157,6358,12925,95703,985,1117146,751300
1983:Q2,11211603,8631772,1988144,591687,40902,472909,77876,11211603,3090998,3336841,1699204,1046336,1772673,265551,1265,88149,79879,5425,208,2637,15644,13811,540,69,615,0,27955,6429,13605,97467,973,1132328,751100
1983:Q3,11330794,8715341,2008776,606677,42435,484554,79688,11330794,3127606,3368720,1713942,1068516,1779355,272655,1286,89973,81493,5522,210,2748,16141,14257,555,71,718,0,28883,6538,14375,99859,962,1151707,757900
1983:Q4,11469843,8811828,2036682,621333,44195,495867,81271,11469843,3175101,3410070,1734607,1084610,1784726,280729,1311,92171,83448,5642,212,2869,16692,14748,571,72,824,0,29967,6663,15247,102465,953,1174964,769600
1984:Q1,11610903,8902266,2071421,637216,45896,508575,82745,11610903,3214042,3446549,1750310,1117576,1794250,288176,1322,94072,85158,5744,213,2957,17228,15224,580,79,902,0,31182,6762,16151,104676,954,1195099,799200
1984:Q2,11786247,9027094,2107961,651192,47961,517555,85676,11786247,3263480,3504020,1774129,1135057,1811797,297764,1344,96539,87383,5878,216,3062,17906,15827,598,87,988,0,32604,6911,17200,107760,1016,1223604,818000
1984:Q3,11963722,9149870,2146473,667379,50013,528569,88797,11963722,3315959,3556345,1797953,1157888,1828761,306816,1361,98840,89455,6004,218,3163,18553,16404,612,94,1074,0,33992,7044,18246,110597,1059,1245881,831000
1984:Q4,12141164,9276414,2185254,679496,52336,536364,90796,12141164,3368015,3607406,1822175,1182183,1845356,316029,1379,101181,91565,6131,221,3264,19214,16991,628,102,1160,0,35415,7178,19340,113443,1097,1269638,845600
1985:Q1,12289468,9390962,2203334,695172,54586,547237,93349,12289468,3407317,3656713,1843547,1189841,1865761,326289,1409,103947,94077,6296,224,3350,20081,17760,650,108,1331,0,36784,7284,20539,116394,1188,1299446,848000
1985:Q2,12409494,9477973,2222089,709432,56553,557698,95181,12409494,3438460,3697743,1860556,1193438,1883582,335715,1434,106562,96452,6451,228,3431,20883,18471,669,114,1502,0,38131,7363,21693,118893,1222,1325529,844400
1985:Q3,12573244,9596053,2252744,724447,58571,568511,97365,12573244,3486410,3744863,1885102,1206414,1904937,345518,1462,109274,98915,6613,232,3514,21710,19204,689,120,1674,0,39492,7453,22842,121597,1299,1350434,839700
1985:Q4,12760424,9741540,2281528,737356,60468,577850,99038,12760424,3551264,3795553,1917812,1210428,1929568,355799,1491,112172,101544,6786,237,3605,22564,19960,710,126,1846,0,40937,7551,24020,124425,1412,1376882,856500
1986:Q1,12942635,9891095,2299838,751702,61989,587557,102156,12942635,3621429,3830907,1946970,1218714,1957516,367099,1524,115136,104215,6954,246,3721,23480,20772,739,130,1910,0,42803,7723,25587,127293,1506,1402013,847700
1986:Q2,13138440,10038066,2335102,765272,63856,597455,103961,13138440,3687450,3874925,1977105,1227833,1991963,379164,1560,118484,107234,7144,257,3849,24411,21597,768,134,1978,0,44874,7903,27183,130271,1609,1435734,844000
1986:Q3,13348805,10195651,2374568,778586,65916,606358,106312,13348805,3763909,3916150,2010679,1242510,2024752,390805,1593,121711,110143,7328,267,3973,25310,22393,797,139,2044,0,46907,8074,28743,133094,1694,1482372,840400
1986:Q4,13550224,10355107,2403117,792000,68271,615324,108405,13550224,3835364,3953179,2041992,1260085,2057519,402085,1626,124715,112849,7498,277,4091,26207,23189,825,143,2107,0,48847,8242,30301,135888,1981,1522048,839400
1987:Q1,13734888,10496236,2431652,807000,70483,626124,110393,13734888,3905241,3989818,2065603,1275675,2086759,411792,1653,127318,115134,7640,300,4244,26994,23896,844,152,2036,0,50513,8410,31888,138090,1938,1553918,855500
1987:Q2,13917688,10642409,2451370,823909,72725,638169,113015,13917688,3967897,4029388,2087901,1290751,2119943,421808,1684,129867,117369,7779,323,4396,27824,24643,867,163,1963,0,52109,8594,33501,140592,1986,1588289,868700
1987:Q3,14120664,10804351,2474031,842282,75251,650956,116075,14120664,4033918,4073517,2112917,1312808,2155127,432377,1716,132537,119711,7925,347,4554,28710,25436,891,173,1893,0,53747,8791,35196,143288,2090,1625091,874400
1987:Q4,14344852,10966457,2513357,865038,77870,668067,119101,14344852,4105574,4148109,2146165,1318182,2180829,445993,1761,136292,123036,8135,375,4746,29778,26394,923,187,1841,0,55845,9042,37115,146820,2388,1652722,901000
1988:Q1,14575331,11133014,2555190,887127,80459,685093,121575,14575331,4172009,4219461,2174799,1338567,2211258,459237,1795,140156,126259,8534,395,4968,30816,27347,939,211,1789,0,57871,9272,38896,150146,2460,1680168,916800
1988:Q2,14782993,11289689,2587314,905990,83049,699851,123090,14782993,4243831,4274156,2202401,1356270,2235522,470813,1822,143554,129060,8905,413,5176,31740,28199,951,234,1733,0,59738,9463,40574,152807,2508,1719131,936600
1988:Q3,14981217,11443020,2615249,922948,85502,711693,125753,14981217,4309352,4326336,2227644,1374191,2261639,482055,1848,146842,131763,9269,432,5378,32646,29036,962,257,1673,0,61550,9649,42212,155382,2552,1758495,953400
1988:Q4,15230955,11617749,2673328,939878,88017,723750,128111,15230955,4385882,4397357,2260145,1405825,2286272,495474,1879,150983,135234,9684,453,5612,33663,29972,977,283,1625,0,63802,9865,44033,158394,2651,1800452,968800
1989:Q1,15431338,11760719,2711118,959501,90272,737027,132202,15431338,4453072,4456675,2283876,1419010,2310658,508047,1911,154556,138150,10070,455,5881,34819,31038,1008,288,1582,0,66130,10091,45438,161186,2691,1836212,995700
1989:Q2,15687497,11963418,2746176,977903,93367,749606,134930,15687497,4542821,4519226,2316243,1439833,2348050,521324,1946,158177,141110,10458,457,6152,36055,32178,1044,296,1537,0,68462,10338,46961,164329,2760,1864191,1006400
1989:Q3,15892333,12100517,2795051,996765,96946,760930,138889,15892333,4593490,4581757,2335007,1464091,2383198,534790,1980,161985,144238,10858,459,6430,37290,33315,1079,305,1497,0,70984,10574,48551,167233,2825,1896350,1003900
1989:Q4,16096609,12252589,2829523,1014497,100833,772927,140737,16096609,4659584,4642384,2356225,1477700,2412950,547766,2012,165597,147192,11245,461,6699,38507,34439,1111,313,1454,0,73379,10805,50098,170054,2890,1925775,1016300
1990:Q1,16318572,12414331,2870920,1033321,104481,785223,143617,16318572,4727696,4707336,2381536,1493836,2448308,559860,2044,168886,151409,10696,439,6342,39818,35666,1109,352,1438,0,75582,11198,51203,172565,3011,1967129,1023600
1990:Q2,16504049,12550083,2899696,1054270,108398,798259,147613,16504049,4778069,4763537,2397751,1508945,2485402,570345,2071,171590,155100,10111,417,5962,41044,36820,1106,393,1417,1303,76149,11566,52177,174711,3110,1992511,1030600
1990:Q3,16705933,12689789,2941184,1074960,112192,811436,151332,16705933,4826202,4833258,2414890,1525717,2523478,582388,2104,174866,159300,9565,396,5605,42365,38057,1104,433,1401,1391,78239,11963,53266,177204,3230,2016246,1052900
1990:Q4,16859706,12779228,2990001,1090477,116865,820165,153447,16859706,4859234,4896762,2426896,1540998,2541762,594054,2132,178103,163465,9018,374,5246,43633,39245,1100,474,1384,1485,80399,12333,54348,179421,3320,2039120,1054600
1991:Q1,17027958,12882583,3030678,1114697,121283,835416,157998,17027958,4896159,4968387,2442553,1557483,2557969,605407,2175,181100,165835,9419,402,5444,44951,40541,1099,511,1442,1592,81871,12753,55337,182035,3457,2067829,1043700
1991:Q2,17156160,12984148,3037155,1134857,123328,850300,161229,17156160,4936893,4999198,2451539,1566808,2590709,611013,2199,182366,166615,9732,428,5591,45847,41470,1091,546,1485,1944,82213,13060,55701,183092,3580,2083707,1026600
1991:Q3,17278257,13076681,3049202,1152374,124784,864448,163142,17278257,4980615,5020784,2459965,1585924,2615680,615289,2220,183309,167101,10029,451,5728,46615,42288,1079,579,1526,2132,82599,13323,55911,183710,3730,2103443,1021300
1991:Q4,17276840,13042360,3073250,1161230,125566,871586,164078,17276840,4978175,5019189,2448651,1592542,2621535,616748,2225,183742,167122,10297,474,5849,47094,42844,1056,607,1561,1982,83283,13485,55824,183048,3825,2117389,1028000
1992:Q1,17363168,13090923,3103780,1168465,125404,878340,164721,17363168,5001447,5054908,2448619,1598407,2637692,622095,2256,186105,168610,10889,490,6116,48102,43873,1027,658,1650,1820,83705,13862,54912,184124,3784,2132095,1032500
1992:Q2,17571034,13262659,3122625,1185750,127519,891173,167058,17571034,5089574,5095970,2468821,1613414,2675098,628157,2294,188316,169961,11473,505,6377,49256,45046,1003,713,1738,1965,83665,14270,54223,185668,3623,2153079,1040100
1992:Q3,17747509,13399642,3144815,1203052,130694,902678,169680,17747509,5156716,5140545,2482536,1628432,2703786,635494,2334,190911,171656,12081,521,6653,50522,46315,980,768,1830,1691,84259,14701,53683,187502,3483,2171542,1047000
1992:Q4,18005194,13617041,3162467,1225686,134852,918346,172488,18005194,5265672,5195646,2509909,1652145,2738425,643397,2379,193467,173316,12688,536,6927,51895,47692,961,826,1922,1860,84317,15165,53233,189681,5708,2193255,1051900
1993:Q1,18242711,13812978,3195711,1234022,139294,920419,174309,18242711,5359427,5252827,2531862,1667768,2778421,652406,2496,194355,172928,13494,596,7337,52883,48676,956,870,1985,1773,87144,15570,54304,191395,7785,2206400,1069800
1993:Q2,18483262,14013088,3220980,1249194,142369,930112,176713,18483262,5456133,5317172,2555346,1677188,2816003,661420,2616,195183,172485,14297,654,7747,53860,49671,952,916,2052,1738,89916,15985,55348,193184,10449,2236252,1075500
1993:Q3,18695419,14186444,3250359,1258616,145143,934281,179192,18695419,5545144,5378383,2575218,1689330,2837242,670102,2736,195926,171966,15094,712,8154,54809,50625,948,962,2117,1468,92889,16400,56350,194874,15209,2265879,1075000
1993:Q4,18922537,14354403,3285054,1283080,147352,953142,182586,18922537,5612765,5459071,2591014,1704793,2874791,680103,2866,196995,171738,15914,772,8571,55850,51706,947,1011,2189,1873,95501,16847,57492,196828,21711,2302078,1082800
1994:Q1,19187777,14558753,3333816,1295208,148689,960199,186320,19187777,5724509,5530717,2614103,1713438,2913865,691145,3001,198451,172029,16604,841,8977,57244,53049,1019,977,2130,1605,99697,17258,58068,198642,24773,2326037,1097400
1994:Q2,19429119,14728254,3390369,1310496,151140,970571,188785,19429119,5809030,5601826,2634662,1735410,2946633,701558,3136,199626,172073,17271,911,9371,58625,54392,1090,941,2070,1631,103506,17660,58626,200255,28277,2359548,1114400
1994:Q3,19731722,14975451,3425484,1330787,153671,985662,191454,19731722,5916676,5688129,2664240,1750612,2998370,713695,3279,201014,172300,17959,981,9774,60209,55930,1168,913,2012,1739,107220,18147,59373,202692,33503,2396499,1132300
1994:Q4,20065818,15255513,3454329,1355976,156558,1004568,194850,20065818,6038841,5779054,2697071,1770425,3054114,726313,3430,202307,172444,18638,1051,10174,61879,57561,1249,888,1957,2156,110644,18668,60199,205376,38541,2424163,1162900
1995:Q1,20376525,15491693,3495455,1389377,159661,1031585,198131,20376525,6137783,5878038,2730830,1785938,3107833,736103,3674,203132,172513,19094,1060,10465,63237,58914,1278,900,1899,2014,113749,19218,60773,207315,40123,2460699,1196200
1995:Q2,20605228,15645354,3555758,1404116,162784,1039254,202078,20605228,6195367,5964360,2749899,1797615,3153131,744856,3916,203942,172574,19545,1068,10755,64459,60075,1303,910,1842,2451,116501,19715,61179,208568,41709,2484319,1211700
1995:Q3,20834951,15812021,3596476,1426454,165322,1054148,206984,20834951,6252320,6058313,2769277,1806086,3194778,754177,4157,204694,172586,19993,1074,11041,65772,61351,1333,923,1783,2599,119254,20279,61671,210359,42907,2504989,1213500
1995:Q4,21043842,15977162,3636450,1430230,167938,1051184,211108,21043842,6316183,6130054,2787365,1810977,3237506,761757,4395,204989,172203,20400,1079,11307,66950,62442,1359,933,1722,3461,121089,20800,61994,211626,44068,2529254,1222400
1996:Q1,21268891,16135909,3681655,1451327,169873,1066651,214803,21268891,6387206,6190809,2804766,1835640,3282575,767895,4583,205662,172417,20613,1114,11518,67161,62743,1375,942,1786,3324,124583,21237,62212,212288,44846,2562423,1223000
1996:Q2,21460154,16304737,3685917,1469500,171909,1077237,220354,21460154,6467190,6258456,2825805,1820510,3312959,775234,4782,206587,172841,20853,1148,11745,67486,63128,1395,953,1856,7566,123793,21739,62530,213418,45951,2578831,1235600
1996:Q3,21796176,16579815,3731112,1485249,174615,1086694,223940,21796176,6585486,6368461,2865722,1828956,3358739,788812,5022,209120,174615,21253,1191,12061,68350,63984,1429,974,1940,7439,128405,22443,63345,216359,47612,2605219,1247500
1996:Q4,22050880,16777827,3774509,1498544,178277,1093463,226804,22050880,6667186,6457778,2892149,1833753,3399939,800075,5255,211072,175902,21593,1232,12345,69007,64648,1457,992,2024,8743,131427,23072,63958,218425,49424,2627993,1284650
1997:Q1,22320770,16993135,3800428,1527207,182323,1113065,231819,22320770,6748316,6552116,2920257,1841025,3448763,810293,5478,213075,177113,22041,1261,12660,69707,65379,1492,1009,1968,8384,134434,23839,64782,220748,53355,2657101,1292242
1997:Q2,22605882,17217872,3832258,1555752,188653,1132717,234382,22605882,6833731,6647947,2948882,1849965,3504077,821280,5712,215246,178466,22505,1292,12983,70484,66183,1525,1026,1914,9216,136555,24607,65670,223141,57335,2667040,1303903
1997:Q3,22924188,17471835,3871933,1580420,194114,1148119,238187,22924188,6942011,6758443,2987203,1857379,3544746,834406,5970,217992,180294,23029,1326,13343,71420,67111,1564,1047,1867,10018,139178,25472,66712,226054,62540,2690060,1315475
1997:Q4,23238784,17745409,3901099,1592276,200370,1150861,241045,23238784,7046438,6854442,3024839,1864326,3602007,846732,6216,220489,181908,23531,1360,13690,72330,67960,1605,1070,1818,10848,141348,26363,67699,228991,68705,2718027,1329795
1998:Q1,23517193,17976072,3928926,1612195,204908,1158163,249124,23517193,7135441,6959230,3056380,1864577,3637768,863797,6434,223853,184368,23986,1402,14097,73772,69209,1660,1086,1767,10532,146349,27505,69284,232345,79664,2740136,1337984
1998:Q2,23834220,18233430,3967781,1633009,212546,1174030,246433,23834220,7253705,7057703,3094428,1873911,3673532,880941,6663,227250,186860,24443,1443,14504,75217,70495,1711,1101,1717,10889,150962,28639,70890,235404,90911,2767755,1336670
1998:Q3,24199493,18531048,4011865,1656580,221358,1187796,247426,24199493,7392327,7149957,3138100,1886535,3735208,897366,6889,230516,189244,24884,1485,14903,76599,71714,1760,1115,1663,14168,152696,29728,72422,238096,98239,2796770,1334575
1998:Q4,24578658,18822612,4060791,1695255,230704,1212525,252026,24578658,7529437,7255636,3182101,1902488,3794584,914412,7124,233891,191719,25336,1528,15308,78030,73022,1810,1129,1613,12655,159424,30828,74030,240857,106379,2833799,1342316
1999:Q1,24959766,19114961,4123269,1721536,240055,1222559,258922,24959766,7676509,7358682,3223350,1918883,3848929,933413,7489,237281,194151,25843,1528,15759,79630,74333,1820,1181,1525,12048,166493,31965,75942,243707,108321,2861307,1360077
1999:Q2,25364233,19435977,4168728,1759528,251493,1244242,263793,25364233,7836525,7455389,3266788,1934988,3919143,951400,7848,240285,196268,26310,1525,16182,81181,75644,1828,1232,1435,11328,173322,33076,77835,246384,107932,2904870,1373961
1999:Q3,25721563,19719966,4213922,1787675,264089,1256741,266845,25721563,7979242,7548077,3305241,1945436,3974027,969540,8209,243314,198402,26780,1523,16609,82771,76935,1838,1283,1344,10550,180207,34209,79743,249134,109357,2950733,1397566
1999:Q4,26154887,20036836,4277089,1840962,276065,1291730,273167,26154887,8124482,7675947,3348851,1967301,4048427,989879,8589,246951,201038,27314,1525,17074,84522,78479,1854,1340,1259,9737,187541,35412,81851,252348,112136,2991121,1433438
2000:Q1,26646226,20430013,4337651,1878562,286676,1313564,278322,26646226,8317165,7815638,3406679,1978073,4121050,1007621,8735,249943,202793,27980,1538,17632,86103,79853,1787,1465,1348,8840,194120,36584,84243,254600,114887,3047928,1457452
2000:Q2,27077493,20765327,4394823,1917343,299104,1335419,282820,27077493,8458721,7948995,3449529,1986467,4209397,1024384,8878,252628,204297,28612,1548,18171,87617,81153,1718,1588,1437,7873,200780,37724,86598,256394,119249,3104712,1480624
2000:Q3,27480290,21068742,4455173,1956375,312976,1356014,287385,27480290,8590484,8088900,3491358,1995162,4271941,1042445,9033,255630,206058,29278,1561,18733,89257,82558,1652,1714,1529,7169,207292,38958,89088,258569,121544,3148184,1496845
2000:Q4,27884601,21393694,4499521,1991386,323314,1375426,292646,27884601,8727350,8222539,3534405,2003809,4337187,1059311,9176,258381,207612,29921,1571,19277,90787,83876,1590,1844,1619,6563,212945,40249,91495,260788,124667,3201757,1524806
2001:Q1,28308314,21773013,4520163,2015138,330923,1387532,296683,28308314,8904760,8331626,3582620,2008537,4409649,1071122,9165,260234,208639,30253,1601,19741,92173,84870,1661,1827,1674,6608,216209,41445,92901,262356,125522,3246733,1523082
2001:Q2,28720672,22126470,4559133,2035069,339436,1396553,299080,28720672,9079746,8451082,3631315,2015772,4457964,1084793,9178,262706,210168,30655,1633,20250,93706,85979,1736,1814,1730,7625,218835,42723,94426,264333,125734,3278779,1509936
2001:Q3,29145693,22520471,4580344,2044878,339511,1404951,300416,29145693,9283744,8551698,3683899,2023328,4505981,1097043,9184,265022,211568,31041,1665,20748,95020,86934,1814,1804,1787,7019,222414,44064,95786,266195,124972,3311313,1485236
2001:Q4,29437558,22769222,4604590,2063746,344516,1416155,303075,29437558,9394812,8622785,3712380,2026401,4577599,1103581,9143,265885,211816,31251,1686,21132,95861,87477,1874,1774,1830,6825,225290,44945,96589,266092,127195,3364260,1447653
2002:Q1,29706154,23000202,4625081,2080871,346746,1430249,303876,29706154,9489049,8692232,3735598,2034157,4641712,1113406,9067,267391,212686,31412,1706,21587,96709,87894,1869,1806,1979,6482,229440,45567,97366,267837,126833,3398272,1433361
2002:Q2,30078581,23334995,4646807,2096779,345084,1441455,310240,30078581,9649473,8768820,3778809,2045428,4712844,1123207,8995,268973,213617,31581,1728,22047,97492,88255,1867,1841,2124,6189,233469,46219,98100,269684,128912,3442973,1446614
2002:Q3,30388680,23626891,4640517,2121272,348391,1457939,314942,30388680,9795819,8816194,3814759,2061096,4771443,1129369,8890,269560,213754,31634,1742,22430,98121,88494,1861,1872,2262,5960,235967,46734,98616,271034,130670,3490768,1470129
2002:Q4,30869051,24068744,4667160,2133147,347926,1466436,318785,30869051,10054460,8895037,3881582,2077616,4821062,1139294,8821,271219,214749,31813,1762,22895,98925,88853,1861,1909,2405,5742,239790,47405,99351,273017,132099,3526205,1495772
2003:Q1,31410707,24594793,4664651,2151263,346166,1481500,323597,31410707,10350341,8958537,3948841,2098740,4907612,1146636,8788,273196,216062,31964,1774,23396,100267,89103,1863,1948,2557,6183,240468,48231,99707,274327,133060,3549593,1532939
2003:Q2,31633276,24771525,4676961,2184790,348527,1508509,327754,31633276,10462604,8993087,3963391,2114092,4950717,1149385,8714,273931,216404,31962,1777,23788,101242,89050,1846,1969,2699,5959,242127,48617,99608,273625,135227,3586094,1524311
2003:Q3,31972852,25069382,4684204,2219266,349380,1537829,332057,31972852,10638223,9054131,3998086,2131465,4995299,1155648,8667,275548,217440,32066,1783,24259,102549,89282,1841,2001,2849,5745,243802,49286,99871,274207,137051,3630871,1539732
2003:Q4,32534715,25559681,4727190,2247844,348733,1563269,335842,32534715,10929528,9168869,4069319,2149792,5047918,1169289,8675,279006,219932,32386,1804,24884,104403,89955,1850,2047,3016,5538,247464,50282,100704,276352,139770,3677665,1560315
2004:Q1,33234058,26182863,4777020,2274175,352866,1580429,340880,33234058,11266377,9321289,4158268,2171832,5126944,1189348,8768,283662,223087,32917,1827,25831,105967,91053,1908,2115,3124,5339,252609,53147,102369,279288,141371,3737758,1600318
2004:Q2,34058432,26901612,4858932,2297888,356526,1595792,345570,34058432,11600674,9508066,4252140,2204540,5278743,1214269,8892,289478,227156,33582,1858,26882,107865,92408,1974,2190,3245,5149,259441,56268,104379,282978,144856,3795111,1643280
2004:Q3,34941669,27723318,4897979,2320372,362033,1610509,347830,34941669,11938965,9687188,4341161,2243810,5490327,1240218,9027,295567,231424,34286,1891,27966,110004,93951,2052,2279,3373,4966,265006,59768,106638,287588,148824,3827837,1672427
2004:Q4,35863853,28530661,4979988,2353204,364118,1638263,350823,35863853,12254393,9925650,4435913,2289100,5687227,1271570,9199,302998,236753,35144,1933,29168,112411,95799,2140,2378,3517,4792,272416,63618,109293,293013,152743,3898171,1700028
