date,Security brokers and dealers; total financial assets,Security brokers and dealers; checkable deposits and currency; asset,Security brokers and dealers; security repurchase agreements; asset,Security brokers and dealers; debt securities; asset,Security brokers and dealers; commercial paper; asset,Security brokers and dealers; Treasury securities (net); asset,Security brokers and dealers; agency- and GSE-backed securities (net); asset,Security brokers and dealers; municipal securities; asset,Security brokers and dealers; corporate and foreign bonds (net); asset,Security brokers and dealers; other loans and advances; asset,Security brokers and dealers; corporate equities; asset,Security brokers and dealers; U.S. direct investment abroad (market value); asset,Security brokers and dealers; total miscellaneous assets,Security brokers and dealers; receivables due from other brokers and dealers and clearing organizations; asset,Security brokers and dealers; unidentified miscellaneous assets,Security brokers and dealers; total liabilities,Security brokers and dealers; security repurchase agreements; liability,Security brokers and dealers; corporate and foreign bonds; liability,Security brokers and dealers; loans; liability,Security brokers and dealers; depository institution loans n.e.c.; liability,Households and nonprofit organizations; cash accounts at brokers and dealers,Security brokers and dealers; trade payables; liability,Security brokers and dealers; total taxes payable; liability,Security brokers and dealers; foreign direct investment in U.S.: intercompany debt, adjusted for U.S. Intermediate Holding Companies; liability (market value),Security brokers and dealers; total miscellaneous liabilities,Security brokers and dealers; payables owed to other brokers and dealers and clearing organizations; liability,Security brokers and dealers; equity investment by parent companies; liability,Security brokers and dealers; unidentified miscellaneous liabilities,Security brokers and dealers; proprietors' equity in noncorporate business,Security brokers and dealers; foreign direct investment in U.S.: equity, adjusted for U.S. Intermediate Holding Companies; liability (market value)
1983:Q2,155530,4013,53224,19032,8954,-871,0,3821,7128,32758,7423,735,38345,28130,10215,143811,66287,74,36396,17540,18856,3221,520,352,36961,24799,28544,-16382,3402,1090
1983:Q3,174432,3421,62693,25032,10208,4483,0,3614,6727,33781,7470,796,41239,31095,10144,162414,84353,122,35228,15455,19773,3083,494,385,38749,28679,29273,-19203,3408,1132
1983:Q4,193504,3641,78562,25539,11598,-473,0,6472,7942,34177,10005,612,40968,29674,11294,180847,95150,377,41033,18460,22573,5086,486,393,38322,24479,31312,-17469,3642,1358
1984:Q1,186401,3726,81202,19493,10641,-2602,0,3696,7758,31723,8127,426,41704,30092,11612,173622,96334,128,36500,17688,18812,4027,410,440,35783,24340,34116,-22673,3686,1541
1984:Q2,195440,3525,93633,14695,11596,-7718,0,3370,7447,32657,7653,578,42699,30342,12357,182843,101931,337,36398,17641,18757,4133,266,504,39274,27017,34769,-22512,3322,1621
1984:Q3,209889,3488,92034,27278,13092,491,0,4944,8751,30415,9111,475,47088,33731,13357,196544,109625,515,38518,17880,20638,4727,431,516,42212,28499,34256,-20543,3821,1652
1984:Q4,255130,3904,109699,54122,17301,12140,0,11008,13673,31834,8914,555,46102,32406,13696,241150,141650,1071,49589,21692,27897,5465,428,654,42293,27025,34672,-19404,3966,2043
1985:Q1,229399,3937,106799,26648,10499,-1600,1220,4511,12018,30614,10957,556,49888,35609,14279,215053,117147,382,43097,19567,23530,4199,482,594,49152,31510,37814,-20172,4284,1848
1985:Q2,253334,3751,108989,34157,12618,-3507,2440,5498,17108,36878,12039,553,56967,42156,14811,238231,123208,548,56463,24395,32068,5280,566,598,51568,36452,37729,-22613,4552,1819
1985:Q3,265873,4200,116430,39456,13928,-3436,3660,6133,19171,38968,10615,591,55613,40331,15282,249791,132932,622,55357,25835,29522,5699,624,602,53955,35835,39893,-21773,4724,1825
1985:Q4,356926,6275,143180,58195,14549,-4011,4880,19922,22855,50699,14070,910,83597,64599,18998,338390,168182,1342,79230,29462,49768,7998,773,690,80175,57730,43290,-20845,4718,2540
1986:Q1,372604,5531,136776,72666,16125,14590,6100,8541,27310,52848,16599,935,87249,63700,23549,351818,182329,990,81230,28838,52392,6745,654,730,79140,55975,40279,-17114,5285,2610
1986:Q2,391443,5225,155422,71529,18140,12498,7320,7737,25834,52842,16027,924,89474,66190,23284,369081,199594,1696,75341,29035,46306,7294,643,750,83763,54290,51565,-22092,6157,2644
1986:Q3,405218,6196,180321,70014,15109,11164,8540,10210,24991,55521,16727,968,75471,64859,10612,382094,218387,1322,73090,23580,49510,7077,638,762,80818,53557,47010,-19749,6136,2700
1986:Q4,426495,8450,188407,66254,12599,4120,9760,16595,23180,57429,17721,1551,86683,65514,21169,402590,224361,3397,83258,24261,58997,7632,932,690,82320,53503,47479,-18662,6398,2540
1987:Q1,432544,6775,197168,51374,10042,-6126,10908,12233,24317,53567,18314,1581,103765,82107,21658,407023,224187,2952,76068,21884,54184,8787,956,1005,93068,66324,50013,-23269,7192,3411
1987:Q2,430299,6312,210448,36325,11354,-17144,12200,8357,21558,56889,17614,1576,101135,79979,21156,404614,227971,3340,75248,22760,52488,8424,658,1150,87823,60604,47148,-19929,7056,3870
1987:Q3,471418,5968,240369,30299,12846,-26607,13420,7971,22669,59395,20423,1579,113385,90707,22678,444845,251798,4022,78408,25253,53155,8892,550,1351,99824,69844,54797,-24817,7278,4009
1987:Q4,451702,7448,264626,39779,14150,-16685,14640,8286,19388,41797,10685,3463,83904,64265,19639,425133,269097,3248,60204,19116,41088,6828,394,650,84712,49128,61454,-25870,5877,2066
1988:Q1,480741,9656,282706,42765,14564,-15703,15860,6006,22038,40625,11495,3099,90395,68878,21517,452428,295387,3498,63682,20744,42938,8300,459,754,80348,51490,77035,-48177,6345,2606
1988:Q2,497066,10951,289479,34283,17381,-31253,17080,7375,23700,41231,11075,2902,107145,86147,20998,468012,293874,5327,64324,18955,45369,9413,489,374,94211,63400,81419,-50608,6500,1305
1988:Q3,517410,10172,323899,33693,14158,-31306,18300,6967,25574,42131,11881,2814,92820,71996,20824,487876,324621,5511,63275,18193,45082,9012,507,781,84169,55689,84865,-56385,6664,2655
1988:Q4,502446,9390,312062,23518,14773,-47396,19520,7480,29141,43506,12233,3611,98126,77687,20439,473249,300811,7517,64156,19084,45072,8548,543,970,90704,54514,88222,-52032,6578,3383
1989:Q1,553902,8812,347904,37374,15336,-35659,20740,4891,32066,39338,12566,3659,104249,82434,21815,524630,346500,9649,66072,19626,46446,8463,412,979,92555,62072,88841,-58358,6649,2942
1989:Q2,641187,9731,387628,67678,15736,-8745,21960,7017,31710,44641,13423,3410,114676,92755,21921,611529,416032,10865,74415,22052,52363,8532,543,1097,100045,66459,92930,-59344,6188,3249
1989:Q3,621352,8749,350241,69531,14202,-4995,23180,5786,31358,44294,14081,3411,131045,108057,22988,590780,399576,10128,67212,23002,44210,8216,703,1043,103902,83963,98376,-78437,6475,3234
1989:Q4,615811,9758,317274,103686,17811,21506,24400,7097,32872,42540,14078,3411,125064,101238,23826,586163,396611,13783,76276,21011,55265,8005,606,1428,89454,61977,96319,-68842,5788,5400
1990:Q1,596622,10145,327226,72870,17097,-2986,25620,6162,26977,41977,9884,3520,131000,109747,21253,567676,377772,12289,70833,20113,50720,6095,645,1429,98613,64467,95082,-60936,5725,5437
1990:Q2,585681,8726,317861,68025,14484,-11205,27324,6726,30696,40022,12863,3541,134643,116918,17725,556446,365215,10825,71568,19180,52388,5866,696,1461,100815,63704,95408,-58297,5497,5550
1990:Q3,584625,10879,329569,50423,14150,-33339,31485,7389,30738,36722,8971,3646,144415,122664,21751,556741,372039,14312,73855,18495,55360,5720,688,1454,88673,55579,83018,-49924,5225,5619
1990:Q4,611464,10248,297813,106479,18393,7277,44013,7894,28902,38809,9555,2979,145581,122921,22660,584797,396720,15289,80736,15885,64851,6103,664,808,84477,51518,82727,-49768,4524,2882
1991:Q1,636614,10168,326912,91624,17322,-6815,45290,6636,29191,36867,12763,3039,155241,131467,23774,608137,410411,16421,80004,16642,63362,5774,568,1037,93922,59446,84466,-49990,5004,3970
1991:Q2,676860,10594,344404,100863,14620,-5679,49116,9149,33657,37562,12424,3139,167874,142190,25684,647964,442715,18154,80159,19038,61121,6469,605,1179,98683,62696,83050,-47063,5186,4225
1991:Q3,733987,9071,359831,124282,14795,8904,54652,8435,37496,45059,13757,3319,178668,156048,22620,704764,485325,18212,91588,18954,72634,6202,687,1188,101562,66028,83812,-48278,5644,4514
1991:Q4,725379,10191,319012,123988,13958,5669,54029,9448,40884,55066,14267,4426,198429,176794,21635,695767,441925,19000,117597,22136,95461,6785,850,1152,108458,73857,85942,-51341,5680,5614
1992:Q1,736879,9976,336591,108325,13573,-15437,57617,7866,44706,51227,12334,4625,213801,195789,18012,705940,462400,19686,99811,21357,78454,6002,877,1163,116001,77797,91616,-53412,5685,5799
1992:Q2,809304,10313,378374,135236,16668,-5661,66514,10120,47595,56332,12686,4888,211475,196904,14571,776127,507136,23104,108545,21645,86900,6432,908,1206,128796,87572,91868,-50644,5521,5910
1992:Q3,900447,10651,401339,145374,16195,-427,62053,9364,58189,55840,12072,4942,270229,247655,22574,867102,579111,22706,109574,22725,86849,6554,979,1188,146990,103387,101030,-57427,6048,5956
1992:Q4,866870,10367,407726,122695,15200,-7657,52981,11313,50858,53474,14783,6505,251320,230946,20374,832624,567447,21694,110928,25380,85548,7389,888,1055,123223,77412,102511,-56700,5889,5320
1993:Q1,963082,11086,439658,140812,15752,-4995,60300,9904,59851,59775,15807,6733,289211,267127,22084,927147,626314,19323,124191,23131,101060,8101,1091,1784,146343,107443,102852,-63952,6875,8725
1993:Q2,982082,10872,447275,154700,15267,-1318,65400,14351,61000,59048,19213,7428,283546,259453,24093,945748,623513,22754,140472,27947,112525,9931,1067,2602,145409,95962,111518,-62071,6516,12050
1993:Q3,1075908,11007,504000,154734,14642,-19674,73800,14216,71750,67376,21514,7435,309842,287292,22550,1034798,690693,26419,138895,29237,109658,10437,1447,3444,163463,109374,115862,-61773,7255,15352
1993:Q4,1078672,12281,490861,137533,14868,-28313,60800,17133,73045,76123,24247,6302,331325,306138,25187,1036831,675444,33734,144784,32473,112311,10069,1401,5675,165724,109033,127710,-71019,6966,24621
1994:Q1,1150376,14913,552305,115219,11372,-44830,58600,13079,76998,77033,22252,6356,362298,335061,27237,1108078,718235,31258,150874,34081,116793,12256,1428,5643,188384,128204,136636,-76456,6982,24879
1994:Q2,1157470,14181,560631,100804,18676,-53124,55300,12503,67449,76103,19739,6465,379547,353504,26043,1116369,734691,31324,144122,29090,115032,9989,1353,5675,189215,131259,133603,-75647,6352,25072
1994:Q3,1191533,13459,589408,95331,12164,-45723,50000,12402,66488,72568,20178,6524,394065,366385,27680,1150478,769031,29419,140737,25317,115420,10257,1409,5715,193910,132643,139355,-78088,6450,25250
1994:Q4,1078913,12022,487740,93329,11207,-42684,45000,15455,64351,75051,20126,3628,387017,358117,28900,1039275,652000,34255,143046,27301,115745,9149,1195,2976,196654,136449,144342,-84137,5868,13855
1995:Q1,1174312,13990,538204,101106,16822,-29236,45000,10838,57682,69850,22013,3470,425679,396950,28729,1132858,726541,26870,145370,24412,120958,9021,1047,2950,221059,163440,157288,-99669,6174,14358
1995:Q2,1199260,13270,568510,137410,17480,-129,42000,11702,66357,68742,23863,3532,383933,353632,30301,1157722,766201,26844,152295,29068,123227,9330,1072,3038,198942,138945,162716,-102719,5996,14745
1995:Q3,1245359,14788,584830,136112,22130,-8106,46000,9305,66783,77352,26753,3673,401851,369284,32567,1202744,785182,27368,155504,29991,125513,9997,1348,3098,220247,157359,171215,-108327,6900,15163
1995:Q4,1318132,13749,591187,180876,22065,18274,54000,12723,73814,81146,34176,4359,412639,375014,37625,1274441,827466,29300,173173,27783,145390,10261,1117,3401,229723,158840,168680,-97797,7005,21856
1996:Q1,1418952,12924,643711,153285,16766,5215,50000,8866,72438,92005,28171,3331,485525,448405,37120,1373175,877899,21360,185112,29114,155998,11613,1063,3649,272479,205833,183464,-116818,7699,22499
1996:Q2,1432981,15327,672305,134950,19921,-14080,48200,8802,72107,93088,31923,3537,481851,444870,36981,1386932,901200,24649,180270,27051,153219,13026,1196,3794,262797,195410,192103,-124716,7509,23191
1996:Q3,1479369,15300,678846,143485,18072,-3985,46500,7867,75031,90515,29142,4196,517885,482645,35240,1432157,909240,26068,178077,25665,152412,14461,1079,3864,299368,217397,198475,-116504,7972,23930
1996:Q4,1524421,15651,674251,163810,23686,-12836,55200,10830,86930,98331,37899,20201,514278,489881,24397,1476755,898114,27281,220677,30740,189937,14282,1264,4089,311048,213819,209822,-112593,7837,29483
1997:Q1,1675604,14760,726717,159711,25226,-22758,53807,10056,93380,106144,39279,20597,608396,584846,23550,1624584,973835,26567,213228,31966,181262,17663,1040,4502,387749,293492,209150,-114893,8898,30608
1997:Q2,1749969,18078,732277,154492,25935,-28009,53744,11363,91459,116050,44150,20851,664071,637513,26558,1697071,1011047,35301,231410,32341,199069,16356,889,4838,397230,300262,216349,-119381,10115,31719
1997:Q3,1895065,18951,814683,158132,24340,-42821,66391,11049,99173,133977,50737,20405,698180,665826,32354,1838053,1098341,33583,235401,33447,201954,23629,1110,4969,441020,331572,228095,-118647,11159,33004
1997:Q4,1837633,21682,773165,175194,24258,-5344,50432,13203,92645,138572,51922,7323,669775,618546,51229,1779146,1060896,35340,253705,33883,219822,19938,1345,6311,401611,285274,248359,-132022,10911,51271
1998:Q1,2149500,24927,828640,235435,25079,31929,67883,12381,98163,147314,62800,7890,842494,756852,85642,2086085,1141532,35082,282098,36812,245286,19532,1085,6348,600408,402751,270636,-72979,11746,50901
1998:Q2,2167522,22235,838291,202356,28296,-29276,86937,15294,101105,158536,66679,8148,871277,794705,76572,2102653,1154988,40084,297815,37895,259920,20869,1095,6460,581342,412156,293085,-123899,11439,50672
1998:Q3,2162561,25934,793020,239004,33417,38103,61524,14699,91261,155927,55447,8537,884692,797457,87235,2099068,1147679,39435,330984,31843,299141,21782,793,6564,551831,379838,304065,-132072,11183,50428
1998:Q4,1947576,25378,681271,182635,28031,15817,50922,13145,74720,159480,54351,14659,829802,748379,81423,1882470,985457,42533,323446,31107,292339,18932,1264,6644,504194,345126,322001,-162933,11257,62764
1999:Q1,2039113,24459,701566,204568,28801,48120,32874,12390,82383,167378,61035,16736,863371,803739,59632,1971224,1009463,34756,316763,29102,287661,19429,1289,7300,582224,443792,363536,-225104,11389,63740
1999:Q2,2051072,27641,701006,152055,28785,-12250,34718,14339,86463,190591,68117,18910,892752,824924,67828,1977689,984322,30182,320822,32279,288543,31539,1385,7037,602402,449581,384153,-231332,11785,62449
1999:Q3,2052233,26734,722563,159971,29344,-21843,57294,12844,82332,192629,55535,20806,873995,805539,68456,1976780,1003400,34623,335954,28690,307264,30022,1498,7449,563834,408306,366917,-211389,12148,62587
1999:Q4,2177094,28711,726688,147857,25987,-42626,65950,11947,86599,234738,66885,99437,872778,868937,3841,2097955,1037512,25309,383071,33410,349661,30859,2180,8987,610037,449404,356983,-196350,13774,83352
2000:Q1,2490880,27117,728626,187397,30206,-6509,50284,10842,102574,299730,74383,102069,1071558,1050953,20605,2404535,1084020,36416,444454,36281,408173,33766,2423,9105,794351,629613,338404,-173666,14011,83895
2000:Q2,2471863,26969,751545,180131,38226,-24138,55092,9868,101083,282709,74528,104920,1051061,1032253,18808,2383994,1106944,36247,426203,33906,392297,39405,1719,9246,764230,585161,353319,-174250,14904,84690
2000:Q3,2509752,20781,735559,234835,45430,7847,62613,10836,108109,289020,81519,107143,1040895,1015229,25666,2420114,1137895,42588,447203,35157,412046,35912,1772,10430,744314,564355,354874,-174915,14560,84173
2000:Q4,2522374,30329,798457,214702,39210,-3252,63695,11289,103760,250416,77220,105911,1045339,982654,62685,2432298,1194356,40944,493852,33114,460738,35915,2096,11890,653245,496547,360591,-203893,14609,87121
2001:Q1,2605015,30954,853403,308411,44637,61131,75298,12658,114687,211781,78268,106140,1016058,1003264,12794,2512525,1263615,35007,480380,32119,448261,35339,1208,12841,684135,538739,377401,-232005,16446,87495
2001:Q2,2771937,37066,882604,278601,44830,1549,96345,13677,122200,214013,89825,105799,1164029,1072752,91277,2677930,1314999,43913,487398,33312,454086,33321,1320,13185,783794,551401,379789,-147396,17853,89002
2001:Q3,2919959,53727,888072,356303,50792,48095,137587,15997,103832,280936,66595,119099,1155227,1094421,60806,2825680,1370856,47064,581345,35736,545609,36136,1447,13718,775114,561277,366674,-152837,18342,90407
2001:Q4,2975864,47120,909954,305789,48160,12177,116656,19010,109786,216592,85080,111244,1300085,1142891,157194,2878783,1362191,42343,530427,28281,502146,39211,1890,13758,888963,595091,336069,-42197,19232,75597
2002:Q1,3032331,43054,949294,289586,47646,-4675,122495,13606,110514,202596,86247,115460,1346094,1199501,146593,2933130,1409490,38425,516276,28848,487428,36347,1911,13662,917019,639162,368029,-90172,18313,74634
2002:Q2,2991422,45690,986128,342998,50808,-3852,148485,17419,130138,184279,83728,118054,1230545,1114557,115988,2892123,1516532,42805,483002,31168,451834,30582,1632,12775,804795,539264,345901,-80370,18197,75249
2002:Q3,2975691,40460,1050004,325826,44347,-3337,135610,20266,128940,166664,69384,120696,1202657,1080156,122501,2877804,1538119,46614,472222,26158,446064,31767,1615,12051,775416,504622,322398,-51604,17944,74920
2002:Q4,2869132,44217,1016817,335518,43495,2574,129262,21026,139161,163786,74894,105406,1128494,1069196,59298,2771019,1487519,40624,464115,22265,441850,37418,1347,7932,732064,511842,333579,-113357,18595,36212
2003:Q1,3065545,44176,987076,381982,46693,11907,163228,19208,140946,175380,67679,108389,1300863,1233406,67457,2965439,1477932,50232,481447,27333,454114,28501,1634,7732,917961,680219,348451,-110709,17966,37309
2003:Q2,3453736,43579,1081286,332174,41865,-27582,134457,22129,161305,256659,87637,110285,1542116,1457356,84760,3348638,1575031,46175,587710,34134,553576,35253,1929,7740,1094800,842830,343891,-91921,18723,37886
2003:Q3,3407760,43857,1020545,365973,46074,-3727,128714,24085,170827,245767,86803,112519,1532296,1463671,68625,3297927,1575534,48640,569043,29357,539686,32468,1985,7349,1062908,814957,352951,-105000,18727,38379
2003:Q4,3480456,47162,1035966,415017,49356,445,151613,24858,188745,200008,100537,176467,1505299,1481097,24202,3370072,1653056,46991,549593,28518,521075,28218,1751,6952,1083511,826043,363710,-106242,19076,46656
2004:Q1,3743074,52962,1125794,395180,49519,-7884,142625,25028,185892,221463,113454,188178,1646043,1625784,20259,3630888,1756239,59978,592036,33296,558740,34599,1920,6826,1179290,909794,385591,-116095,17579,45026
2004:Q2,3917262,53428,1269228,314079,49956,-89332,129761,30172,193522,236167,117847,192981,1733532,1698425,35107,3804618,1802454,60596,613193,30429,582764,32077,2034,6335,1287929,982405,363614,-58090,17364,43784
2004:Q3,4179266,53080,1372586,440788,49876,-27190,184639,33582,199881,232995,110251,194073,1775493,1745876,29617,4063159,2020283,68897,604034,33284,570750,34236,2333,6308,1327068,1018022,362231,-53185,18193,44397
2004:Q4,4298177,62881,1314909,380661,48015,-62545,159478,31961,203752,286409,129065,242367,1881885,1881979,-94,4181530,1950572,62237,665357,30157,635200,36040,2195,7639,1457490,1129813,374021,-46344,18810,57503
2005:Q1,4542507,60832,1389900,424130,50399,-45073,160797,36344,221663,291863,134575,247357,1993850,1953921,39929,4424544,2142962,65026,653822,31136,622686,34972,2608,7485,1517669,1202376,460244,-144951,19090,56807
2005:Q2,4629056,58952,1432068,439468,62476,-77454,179082,32413,242951,281255,131123,247612,2038578,2015423,23155,4510223,2248693,63720,664998,32350,632648,35049,1254,6723,1489786,1153114,478147,-141475,18939,56041
2005:Q3,4790104,57728,1515538,412535,63811,-89334,155942,35288,246828,282905,132883,247549,2140966,2095955,45011,4668766,2372700,70720,659508,33352,626156,45227,1794,7006,1511811,1151268,488367,-127824,18752,55253
2005:Q4,4708550,56460,1441689,455243,60246,-69937,135786,42885,286263,264472,158331,258806,2073549,2033547,40002,4584158,2320420,62361,660821,37379,623442,43079,2080,7260,1488137,1135904,499812,-147579,18965,53942
2006:Q1,5130413,62521,1475444,471606,66698,-66542,148683,35553,287214,284094,167166,277470,2392112,2325547,66565,4998095,2451964,71136,695986,44373,651613,35902,2566,6510,1734031,1367079,488327,-121375,19411,49090
2006:Q2,5168426,74653,1481833,439393,67615,-116715,161322,37889,289282,291185,166945,274423,2439994,2350571,89423,5034995,2484115,72769,737540,45198,692342,48938,2812,6407,1682414,1278760,499340,-95686,18968,45331
2006:Q3,5477961,69778,1560711,502975,73995,-93890,180419,38392,304059,304488,172725,280796,2586488,2506738,79750,5342385,2713889,74011,746782,45772,701010,43328,3269,6330,1754776,1329521,500119,-74864,18772,45266
2006:Q4,5547796,80480,1426501,541659,64305,-83433,185687,50868,324232,345473,186369,347522,2619792,2611721,8071,5414095,2707100,68788,749054,48460,700594,48279,2805,9593,1828476,1376819,527270,-75613,16977,69874
2007:Q1,6230096,81859,1588288,632100,77128,-76454,214192,48412,368822,335506,202062,346625,3043656,2989073,54583,6087656,3031200,83652,791649,49888,741761,51652,3548,10251,2115704,1619813,478458,17433,19907,77524
2007:Q2,6545134,89825,1631506,535151,79874,-131121,146306,53953,386139,400812,223084,381866,3282890,3164618,118272,6399599,3040040,93615,856136,50613,805523,65473,3483,10533,2330319,1747556,486881,95882,20495,82845
2007:Q3,6428153,86295,1621607,667426,86029,-50420,199009,45124,387684,364900,220624,384716,3082585,3003659,78926,6284709,3132240,86273,861103,56089,805014,62129,3469,10951,2128544,1605851,536443,-13750,21103,85027
2007:Q4,6166708,104980,1593897,750262,87115,-23007,276820,50122,359212,393441,224757,262558,2836813,2707812,129001,6031443,2972596,64803,969466,52453,917013,45842,2186,10452,1966098,1483490,530756,-48148,22230,71348
2008:Q1,6348464,122378,1687891,810638,107489,-4738,299613,66073,342201,438714,180134,239243,2869466,2699928,169538,6213272,3109008,80369,1136773,94008,1042765,43494,2043,12494,1829091,1376885,535912,-83706,22774,74425
2008:Q2,5822971,115605,1693690,637566,102908,-32117,268221,51803,246751,366425,189631,228589,2591465,2450264,141201,5681592,2878762,84481,1062791,43479,1019312,39087,2617,14888,1598966,1145518,578977,-125529,22916,81203
2008:Q3,5935976,161934,1778442,764964,153941,-13149,366279,61946,195947,465197,160646,190118,2414675,2217011,197664,5798077,2936749,76926,1275885,257206,1018679,34362,2538,18787,1452830,1118564,552788,-218522,24026,96974
2008:Q4,4035201,120078,1288380,661503,65701,64620,377250,38741,115191,265482,109172,147936,1442650,1387286,55364,3904097,2107189,97067,822724,85291,737433,21167,2485,11951,841514,533111,630514,-322111,21785,49201
2009:Q1,3834583,103164,1353304,543767,49879,83280,279769,38740,92099,211799,79551,135672,1407326,1334766,72560,3698036,1972935,82039,722519,58456,664063,47794,2681,10862,859206,556304,615212,-312310,24653,40589
2009:Q2,3886466,92028,1306277,553287,61262,85504,259643,38308,108570,215841,89312,161872,1467849,1392451,75398,3726908,1934789,97137,714865,39092,675773,54513,4500,11346,909758,568516,643997,-302755,21522,48623
2009:Q3,4007087,81933,1348320,490977,49532,38616,223225,41895,137709,240938,108514,192650,1543755,1457878,85877,3840303,1958487,104025,732662,29859,702803,66910,6248,11538,960433,597940,597189,-234696,20954,56061
2009:Q4,3868204,90721,1185046,465209,41538,43257,208204,35430,136780,290583,124151,237643,1474851,1424269,50582,3697265,1810404,92851,733731,32001,701730,70062,5719,10393,974105,598517,592820,-217232,23035,54257
2010:Q1,4148060,90177,1409996,492790,38495,58615,214253,40342,141085,268778,112353,246162,1527804,1477372,50432,3970202,2029430,92252,732915,31840,701075,62213,4384,12035,1036973,646158,611496,-220681,23884,63988
2010:Q2,4087722,86072,1494231,478946,33091,50268,222820,35015,137752,289919,98409,217057,1423088,1357702,65386,3908050,2029815,100907,734444,30716,703728,51991,4360,11515,975018,615522,598144,-238648,23645,53988
2010:Q3,4078395,89523,1419807,491051,34189,50420,219980,39207,147255,300741,100587,246638,1430048,1383751,46297,3900739,1972256,96115,748719,32083,716636,55073,6368,11235,1010973,632561,590037,-211625,24579,58783
2010:Q4,4132946,96923,1428487,510121,36240,50578,213608,40017,169678,345330,117240,262284,1372561,1345157,27404,3945092,2006272,129722,763493,38247,725246,18072,3648,14720,1009165,629809,625219,-245863,29197,87143
2011:Q1,4317382,88761,1488070,509960,39578,31904,220779,36472,181227,379403,131652,278943,1440593,1427765,12828,4125886,2087152,128238,770359,38545,731814,18386,4228,15316,1102207,735372,634945,-268110,27432,97383
2011:Q2,4373357,105410,1505538,500696,42229,30458,225341,40045,162623,379832,131158,272370,1478353,1455358,22995,4180677,2077502,110065,826966,48335,778631,19234,4340,16196,1126374,746583,601032,-221241,27752,102662
2011:Q3,4277450,111054,1649834,456198,40742,48329,218776,36066,112285,328827,97695,222734,1411108,1357936,53172,4090676,2105050,99211,853232,66003,787229,16304,3689,17231,995959,656686,590999,-251726,26440,90897
2011:Q4,4143391,111849,1583056,508850,42143,130705,216152,30899,88951,320762,103166,192387,1323321,1238617,84704,3966477,2076730,91829,795358,69234,726124,14262,2533,17448,968317,610490,616497,-258670,27446,97657
2012:Q1,4309519,117367,1550051,580102,43707,129566,239273,34685,132871,325432,116254,213169,1407144,1319351,87793,4123472,2108585,98018,801027,77312,723715,17316,2989,17057,1078480,696100,800628,-418248,37054,111238
2012:Q2,4289161,105181,1575758,567609,34691,152726,235757,31167,113268,315010,113471,198032,1414100,1324389,89711,4102859,2143688,102140,817697,74969,742728,13480,2846,17183,1005825,660669,768785,-423629,37479,107760
2012:Q3,4359467,113489,1608449,557200,33220,127124,244905,29027,122924,334839,127909,209376,1408205,1324580,83625,4165518,2164911,85832,825929,74628,751301,12988,3676,17885,1054297,702450,949781,-597934,38088,116697
2012:Q4,4378225,128190,1638171,616981,29934,184538,245625,26632,130252,369933,126702,216355,1281893,1216277,65616,4182704,2207900,90164,828163,70099,758064,14227,3080,16568,1022602,671361,1068848,-717607,37886,113195
2013:Q1,4368228,111634,1518523,577744,29958,147438,227379,31048,141921,376940,117149,232793,1433445,1359227,74218,4166582,2084684,89105,821604,80132,741472,15380,4421,16736,1134652,760438,1052183,-677969,38699,125103
2013:Q2,4214058,121757,1478930,489697,29399,134147,177310,19031,129810,385898,121355,227701,1388720,1306266,82454,4012071,2001025,103067,869984,70913,799071,15637,4437,16889,1001032,652439,1074337,-725744,39236,129373
2013:Q3,4108945,116797,1413888,471676,30953,150170,143355,18269,128929,396279,126753,246470,1337082,1279950,57132,3908315,1909900,96121,870034,79458,790576,13324,4599,17135,997202,635355,1032816,-670969,36589,137387
2013:Q4,4064272,111720,1320966,442575,28654,123713,145723,18637,125848,427003,172386,186281,1403341,1273981,129360,3860919,1768587,112398,897052,78803,818249,14540,3723,18496,1046123,656136,1061217,-671230,40794,162667
2014:Q1,4113030,112216,1273270,417676,34350,100047,143123,16861,123295,418990,153118,185885,1551875,1412517,139358,3905218,1712628,122725,952511,87317,865194,14779,4521,18560,1079494,685098,1076100,-681704,42404,162478
2014:Q2,4110476,114345,1230272,395522,32400,89257,126702,18197,128966,474300,167675,191564,1536798,1411805,124993,3905244,1677145,113379,954076,87569,866507,17764,5141,18881,1118858,727394,1087037,-695573,43464,169201
2014:Q3,4034508,116708,1220427,348799,20877,64616,122657,16203,124446,502218,176891,185888,1483577,1355167,128410,3827182,1606312,123900,982417,89491,892926,19862,5412,20169,1069110,698820,1070288,-699998,44360,167062
2014:Q4,3929484,111762,1152749,350192,20840,54200,150738,18865,105549,500837,187782,283986,1342176,1310452,31724,3719657,1547722,123878,962486,92166,870320,17906,4049,23019,1040597,675181,1054298,-688882,45121,200841
2015:Q1,3916504,117661,1138802,360937,21692,69101,139791,20629,109724,484569,162857,294720,1356958,1346192,10766,3706416,1535275,107412,964402,93806,870596,19168,4873,23776,1051510,680223,1038098,-666811,45418,203241
2015:Q2,3818821,114093,1171209,334708,19634,59718,129876,18963,106517,500386,164244,295266,1238915,1231712,7203,3608858,1480318,135794,938992,96478,842514,23602,4247,24760,1001145,624340,1101655,-724850,45459,206414
2015:Q3,3778726,115552,1243636,323509,19537,72445,127814,15893,87820,425469,143287,272194,1255079,1225360,29719,3563766,1493738,135387,934861,91265,843596,24192,4078,24276,947234,578056,1110387,-741209,49711,189392
