date,Rest of the world; U.S. private deposits, including negotiable certificates of deposit; liability,Households and nonprofit organizations; private foreign deposits; asset,Nonfinancial corporate business; private foreign deposits; asset,Money market funds; private foreign deposits; asset,Instrument discrepancies; private foreign deposits
1945:Q4,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND
1946:Q4,35,0,35,0,0
1947:Q1,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND
1947:Q4,-17,0,-17,0,0
1948:Q1,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND
1948:Q4,-41,0,-41,0,0
1949:Q1,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND
1949:Q4,0,0,0,0,0
1950:Q1,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND
1950:Q4,47,0,47,0,0
1951:Q1,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND
1979:Q3,5293,0,-1496,1558,5231
1979:Q4,-369,0,303,1253,-1925
1980:Q1,3158,0,-906,1207,2857
1980:Q2,1733,0,-610,740,1603
1980:Q3,-2357,0,106,1601,-4064
1980:Q4,1945,0,1026,-1888,2807
1981:Q1,6535,0,-312,3985,2862
1981:Q2,1198,0,27,3420,-2249
1981:Q3,818,0,1084,2898,-3164
1981:Q4,1868,0,1891,1774,-1797
1982:Q1,5363,0,-2320,3620,4063
1982:Q2,1112,0,1244,738,-870
1982:Q3,-7127,0,-3042,-385,-3700
1982:Q4,2656,0,1795,940,-79
1983:Q1,2225,109,1517,-4577,5176
1983:Q2,-929,-46,-35,462,-1310
1983:Q3,2264,111,1631,246,276
1983:Q4,2891,142,1217,2021,-489
1984:Q1,4865,253,1148,1863,1601
1984:Q2,1525,90,962,-803,1276
1984:Q3,-5164,-254,-4085,680,-1505
1984:Q4,-2173,-91,866,-2454,-494
1985:Q1,1780,115,-716,-256,2637
1985:Q2,-5517,-205,-673,-2359,-2280
1985:Q3,5072,395,619,401,3657
1985:Q4,5765,511,3509,28,1717
1986:Q1,4456,161,1711,146,2438
1986:Q2,6415,174,1120,2873,2248
1986:Q3,9606,321,-750,582,9453
1986:Q4,7120,120,1097,-472,6375
1987:Q1,1091,-66,-2375,4921,-1389
1987:Q2,406,-162,-930,-3172,4670
1987:Q3,1233,-125,-815,-1221,3394
1987:Q4,5826,222,1181,-1089,5512
1988:Q1,-1883,-35,2072,488,-4408
1988:Q2,8835,406,7064,13,1352
1988:Q3,4080,188,875,383,2634
1988:Q4,3620,353,-4719,7185,801
1989:Q1,13727,445,-2932,-665,16879
1989:Q2,2695,-121,-1509,-6687,11012
1989:Q3,5248,236,-3121,7058,1075
1989:Q4,7427,205,713,-3026,9535
1990:Q1,-5617,-119,964,668,-7130
1990:Q2,12369,557,-118,994,10936
1990:Q3,14145,637,-1042,3766,10784
1990:Q4,7014,335,208,-4731,11202
1991:Q1,-931,532,632,5867,-7962
1991:Q2,-12172,-2,-2750,-5701,-3719
1991:Q3,-2299,452,979,-3027,-703
1991:Q4,-11074,46,2857,-2358,-11619
1992:Q1,-8693,1,-1457,-1382,-5855
1992:Q2,2174,387,9,-3638,5416
1992:Q3,4980,551,652,4790,-1013
1992:Q4,-1898,234,152,-1019,-1265
1993:Q1,-2650,-155,-2302,-1676,1483
1993:Q2,-1587,-93,178,380,-2052
1993:Q3,-11205,-655,1611,-5249,-6912
1993:Q4,-3032,-177,-776,-3929,1850
1994:Q1,-701,-41,1228,1374,-3262
1994:Q2,19327,1131,350,-2498,20344
1994:Q3,8722,510,-3442,-387,12041
1994:Q4,25541,1494,3026,7448,13573
1995:Q1,8158,1477,-1814,-781,9276
1995:Q2,27986,2137,604,360,24885
1995:Q3,-6125,-358,1402,5910,-13079
1995:Q4,5285,1309,1547,-1453,3882
1996:Q1,25191,2665,2984,1533,18009
1996:Q2,747,1672,-543,-7186,6804
1996:Q3,29972,4000,1078,3568,21326
1996:Q4,30027,4028,7286,5597,13116
1997:Q1,46088,2811,760,-2423,44940
1997:Q2,6044,346,4494,-490,1694
1997:Q3,25419,1555,-211,2794,21281
1997:Q4,30155,1821,-10112,152,38294
1998:Q1,-6036,-362,3976,5177,-14827
1998:Q2,16139,968,-6538,-6503,28212
1998:Q3,28580,1715,-2192,4873,24184
1998:Q4,-29581,-1775,12133,3566,-43505
1999:Q1,27377,1643,5717,9414,10603
1999:Q2,18639,1118,-3892,5362,16051
1999:Q3,11400,684,1147,9879,-310
1999:Q4,-8522,-511,-2030,-13273,7292
2000:Q1,74857,4491,4290,20670,45406
2000:Q2,11518,691,-6008,6335,10500
2000:Q3,-22199,-1332,-15744,-363,-4760
2000:Q4,62703,3762,10031,17488,31422
2001:Q1,41976,2519,-7101,22681,23877
2001:Q2,-38845,-2331,165,-2749,-33930
2001:Q3,-1184,-71,-2724,685,926
2001:Q4,4805,288,1148,10900,-7531
2002:Q1,-15075,-905,1155,-7301,-8024
2002:Q2,7462,448,1828,-1998,7184
2002:Q3,26036,1562,1500,2591,20383
2002:Q4,2607,156,587,-14,1878
2003:Q1,26454,1691,1346,-9741,33158
2003:Q2,41724,2487,8364,-10851,41724
2003:Q3,-45810,-2969,4216,-5776,-41281
2003:Q4,21388,1695,3632,-11828,27889
2004:Q1,35298,2363,3554,3171,26210
2004:Q2,65639,2685,5926,6771,50257
2004:Q3,-844,975,-2928,-8438,9547
2004:Q4,54068,2900,9008,-652,42812
2005:Q1,91333,5638,7596,-4703,82802
2005:Q2,-47861,-2853,-3805,13769,-54972
2005:Q3,20485,2035,-6077,11125,13402
2005:Q4,-42080,-2737,12152,-12408,-39087
2006:Q1,68875,4032,-21575,5521,80897
2006:Q2,97662,4787,11049,-18835,100661
2006:Q3,16665,-917,-9348,-8254,35184
2006:Q4,-2746,-1803,5639,11455,-18037
2007:Q1,41061,3588,-4030,-3946,45449
2007:Q2,134844,6395,10518,-9300,127231
2007:Q3,97872,4914,1141,27922,63895
2007:Q4,20731,2879,-6715,20358,4209
2008:Q1,-36399,-3657,4787,10259,-47788
2008:Q2,-111745,-5557,-18200,126,-88114
2008:Q3,-133529,-7982,-5257,-10302,-109988
2008:Q4,-49323,-634,-6876,-14812,-27001
2009:Q1,-36629,-4377,1032,-10519,-22765
2009:Q2,45364,72,505,12430,32357
2009:Q3,63192,428,19,16327,46418
2009:Q4,-115779,-3291,5268,-6668,-111088
2010:Q1,-53485,-4252,6583,-4700,-51116
2010:Q2,42259,2869,546,195,38649
2010:Q3,41303,2534,-2866,11779,29856
2010:Q4,41484,3396,8940,1627,27521
2011:Q1,48432,2337,10774,3595,31726
2011:Q2,-95534,-4312,4843,4635,-100700
2011:Q3,-38655,-914,-21409,-44648,28316
2011:Q4,-129219,-7022,-5671,-27735,-88791
2012:Q1,-25622,-1103,-4037,-2877,-17605
2012:Q2,-101364,-5560,-5356,-7281,-83167
2012:Q3,25195,1340,6571,7294,9990
2012:Q4,-45606,-2557,3915,3127,-50091
2013:Q1,50776,3219,29567,5529,12461
2013:Q2,50143,3812,15508,-11873,42696
2013:Q3,-9133,-23,764,-834,-9040
2013:Q4,-60654,-4409,22711,-2643,-76313
2014:Q1,-2178,432,-13302,-14549,25241
2014:Q2,-43822,-2717,19162,7381,-67648
2014:Q3,50465,2894,-9389,-3487,60447
2014:Q4,-122237,-6968,-5780,892,-110381
2015:Q1,-16518,-1166,-26967,-4032,15647
2015:Q2,-81999,-5106,11550,2005,-90448
2015:Q3,-59089,-3307,-3579,-9926,-42277
2015:Q4,-78205,-4257,-9,-1494,-72445
2016:Q1,37312,726,-17483,6494,47575
2016:Q2,-27761,-1310,13013,-4644,-34820
2016:Q3,-19232,-500,6772,-8598,-16906
2016:Q4,-75126,-4530,1428,-2465,-69559
2017:Q1,88052,4532,-9924,1733,91711
2017:Q2,67991,3100,15273,-329,49947
2017:Q3,111146,5928,125256,2276,-22314
2017:Q4,-10222,-856,-11642,-1814,4090
2018:Q1,46418,3126,-5692,-2488,51472
2018:Q2,28525,328,11391,1648,15158
2018:Q3,-2393,-650,-89256,-785,88298
2018:Q4,-6191,59,-26703,-564,21017
2019:Q1,6645,-724,4428,-75,3016
2019:Q2,-21615,-1387,18161,691,-39080
2019:Q3,25246,-118,-14240,1784,37820
2019:Q4,9988,1205,16344,3446,-11007
2020:Q1,174484,9358,-19642,-3629,188397
2020:Q2,-131299,-6460,34006,-1639,-157206
2020:Q3,61619,3952,14276,-1217,44608
2020:Q4,-3567,926,-17008,-177,12692
2021:Q1,32806,1371,-793,1443,30785
2021:Q2,-3616,-1084,34973,-1901,-35604
2021:Q3,-21945,-594,-8016,598,-13933
2021:Q4,-20830,-2330,-12487,-594,-5420
