1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q4,953,0,953,-545,1996,-498,953,1219,7,-545,2006,-249,0,0,0,-266,-7,-10,-249
1984:Q1,657,0,657,226,200,231,657,539,10,226,187,116,0,0,0,119,-10,13,116
1984:Q2,565,0,565,288,321,-44,565,613,11,288,336,-22,0,0,0,-48,-11,-15,-22
1984:Q3,799,0,799,271,331,197,799,701,3,271,328,99,0,0,0,99,-3,3,99
1984:Q4,1109,0,1109,194,143,772,1109,742,0,194,162,386,1,1,0,366,-1,-19,386
1985:Q1,233,0,233,264,-281,250,233,85,3,264,-307,125,0,0,0,148,-3,26,125
1985:Q2,356,0,356,180,-72,248,356,244,2,180,-62,124,0,0,0,112,-2,-10,124
1985:Q3,121,0,121,264,-388,245,121,-3,1,264,-390,123,0,0,0,124,-1,2,123
1985:Q4,3147,0,3147,189,-168,3126,3147,1580,0,189,-172,1563,0,0,0,1567,0,4,1563
1986:Q1,115,0,115,274,-344,185,115,19,0,274,-348,93,0,0,0,97,0,4,93
1986:Q2,-16,0,-16,104,-366,246,-16,-119,6,104,-352,123,0,0,0,103,-6,-14,123
1986:Q3,-280,0,-280,-163,-508,391,-280,-479,0,-163,-511,196,0,0,0,199,0,3,196
1986:Q4,-132,0,-132,31,-283,120,-132,-163,20,31,-274,60,0,0,0,31,-20,-9,60
1987:Q1,-1956,0,-1956,-76,-606,-1274,-1956,-1334,-17,-76,-604,-637,0,0,0,-622,17,-2,-637
1987:Q2,-3419,0,-3419,171,-335,-3255,-3419,-1774,12,171,-329,-1628,0,0,0,-1646,-12,-6,-1628
1987:Q3,-32,0,-32,210,-407,165,-32,-125,-6,210,-411,83,0,0,0,93,6,4,83
1987:Q4,-3742,0,-3742,205,-722,-3225,-3742,-2131,-3,205,-720,-1613,0,0,0,-1612,3,-2,-1613
1988:Q1,-1502,0,-1502,-155,-446,-901,-1502,-1041,15,-155,-450,-451,0,0,0,-462,-15,4,-451
1988:Q2,-39,0,-39,-180,-69,210,-39,-146,0,-180,-71,105,0,0,0,107,0,2,105
1988:Q3,7380,0,7380,35,-202,7547,7380,3613,0,35,-196,3774,1,1,0,3767,-1,-6,3774
1988:Q4,-1925,0,-1925,173,-307,-1791,-1925,-1036,2,173,-315,-896,0,0,0,-890,-2,8,-896
1989:Q1,4000,0,4000,188,-316,4128,4000,1948,-1,188,-303,2064,0,0,0,2052,1,-13,2064
1989:Q2,12095,0,12095,-68,159,12004,12095,6082,0,-68,148,6002,-2,-2,0,6015,2,11,6002
1989:Q3,5996,0,5996,211,-337,6122,5996,2943,0,211,-329,3061,-2,-2,0,3055,2,-8,3061
1989:Q4,3202,0,3202,204,23,2975,3202,1711,6,204,13,1488,0,0,0,1492,-6,10,1488
1990:Q1,3177,0,3177,247,-234,3164,3177,1598,0,247,-231,1582,-1,-1,0,1580,1,-3,1582
1990:Q2,-371,0,-371,216,-493,-94,-371,-326,0,216,-495,-47,-5,-5,0,-40,5,2,-47
1990:Q3,-1739,0,-1739,-363,-8,-1368,-1739,-1053,0,-363,-6,-684,2,2,0,-688,-2,-2,-684
1990:Q4,1092,0,1092,93,4,995,1092,593,0,93,2,498,5,5,0,495,-5,2,498
1991:Q1,353,0,353,-31,341,43,353,329,0,-31,338,22,0,0,0,25,0,3,22
1991:Q2,-1014,0,-1014,190,-72,-1132,-1014,-442,0,190,-66,-566,-4,-4,0,-568,4,-6,-566
1991:Q3,-3878,0,-3878,-6,114,-3986,-3878,-1884,0,-6,115,-1993,0,0,0,-1994,0,-1,-1993
1991:Q4,-1226,0,-1226,23,-17,-1232,-1226,-612,-2,23,-17,-616,5,5,0,-619,-3,0,-616
1992:Q1,1057,0,1057,172,-111,996,1057,565,2,172,-107,498,0,0,0,492,-2,-4,498
1992:Q2,-1464,0,-1464,168,-1,-1631,-1464,-647,-1,168,2,-816,-2,-2,0,-816,3,-3,-816
1992:Q3,-1952,0,-1952,173,118,-2243,-1952,-827,2,173,120,-1122,0,0,0,-1126,-2,-2,-1122
1992:Q4,-1542,0,-1542,-2829,2685,-1398,-1542,-822,-1,-2829,2707,-699,3,3,0,-723,-2,-22,-699
1993:Q1,983,0,983,140,228,615,983,675,0,140,227,308,2,2,0,307,-2,1,308
1993:Q2,-822,0,-822,166,-313,-675,-822,-473,0,166,-301,-338,-3,-3,0,-347,3,-12,-338
1993:Q3,544,0,544,118,48,378,544,349,0,118,42,189,0,0,0,195,0,6,189
1993:Q4,673,0,673,113,80,480,673,436,0,113,83,240,4,4,0,233,-4,-3,240
1994:Q1,59,0,59,101,3,-45,59,79,0,101,0,-23,1,1,0,-21,-1,3,-23
1994:Q2,-3537,0,-3537,108,-251,-3394,-3537,-1840,0,108,-251,-1697,0,0,0,-1697,0,0,-1697
1994:Q3,165,0,165,111,-273,327,165,1,0,111,-274,164,-2,-2,0,167,2,1,164
1994:Q4,-2033,0,-2033,121,27,-2181,-2033,-943,0,121,27,-1091,3,3,0,-1094,-3,0,-1091
1995:Q1,5318,0,5318,867,526,3925,5318,3355,0,867,525,1963,-2,-2,0,1966,2,1,1963
1995:Q2,2722,0,2722,156,786,1780,2722,1832,0,156,786,890,-1,-1,0,891,1,0,890
1995:Q3,1893,0,1893,-362,991,1264,1893,1260,0,-362,990,632,3,3,0,630,-3,1,632
1995:Q4,-324,0,-324,147,161,-632,-324,-8,0,147,161,-316,1,1,0,-317,-1,0,-316
1996:Q1,-17,0,-17,199,849,-1065,-17,515,0,199,848,-533,-3,-3,0,-529,3,1,-533
1996:Q2,523,0,523,133,220,170,523,438,0,133,220,85,3,3,0,82,-3,0,85
1996:Q3,-7489,0,-7489,-848,183,-6824,-7489,-4078,0,-848,182,-3412,0,0,0,-3411,0,1,-3412
1996:Q4,315,0,315,146,28,141,315,246,1,146,28,71,1,1,0,69,-2,0,71
1997:Q1,-4480,0,-4480,-72,-1055,-3353,-4480,-2806,-1,-72,-1056,-1677,-1,-1,0,-1674,2,1,-1677
1997:Q2,236,0,236,133,-54,157,236,158,0,133,-54,79,0,0,0,79,0,0,79
1997:Q3,730,0,730,139,463,128,730,666,0,139,463,64,0,0,0,64,0,0,64
1997:Q4,4524,0,4524,150,4221,153,4524,4451,3,150,4221,77,0,0,0,74,-3,0,77
1998:Q1,444,0,444,182,85,177,444,350,-2,182,81,89,0,0,0,95,2,4,89
1998:Q2,1945,0,1945,-73,1032,986,1945,1453,2,-73,1031,493,0,0,0,492,-2,1,493
1998:Q3,2025,0,2025,-189,2078,136,2025,1957,3,-189,2075,68,0,0,0,68,-3,3,68
1998:Q4,2369,0,2369,227,1924,218,2369,2267,-2,227,1933,109,0,0,0,102,2,-9,109
1999:Q1,-4068,0,-4068,-562,-3,-3503,-4068,-2291,-3,-562,26,-1752,0,0,0,-1778,3,-29,-1752
1999:Q2,-1159,0,-1159,190,-1413,64,-1159,-1181,3,190,-1406,32,0,0,0,22,-3,-7,32
1999:Q3,-1951,0,-1951,184,-2268,133,-1951,-2033,-1,184,-2282,67,0,0,0,82,1,14,67
1999:Q4,-1569,0,-1569,178,-1800,53,-1569,-1589,-1,178,-1792,27,0,0,0,20,1,-8,27
2000:Q1,554,0,554,180,237,137,554,476,0,180,227,69,0,0,0,79,0,10,69
2000:Q2,-2020,0,-2020,180,-2328,128,-2020,-2082,2,180,-2328,64,0,0,0,62,-2,0,64
2000:Q3,346,0,346,182,-1300,1464,346,-386,0,182,-1300,732,0,0,0,732,0,0,732
2000:Q4,1410,0,1410,180,1083,147,1410,1343,0,180,1089,74,0,0,0,68,0,-6,74
2001:Q1,-190,0,-190,189,-574,195,-190,-289,0,189,-575,98,0,0,0,99,0,1,98
2001:Q2,1343,0,1343,156,1015,172,1343,1260,2,156,1016,86,0,0,0,83,-2,-1,86
2001:Q3,3559,0,3559,145,3242,172,3559,3467,-1,145,3237,86,0,0,0,92,1,5,86
2001:Q4,199,0,199,140,-83,142,199,127,0,140,-84,71,0,0,0,72,0,1,71
2002:Q1,-390,0,-390,109,-652,153,-390,-484,1,109,-670,77,0,0,0,94,-1,18,77
2002:Q2,1843,0,1843,107,1607,129,1843,1798,0,107,1626,65,0,0,0,46,0,-19,65
2002:Q3,1416,0,1416,132,1136,148,1416,1356,6,132,1144,74,0,0,0,60,-6,-8,74
2002:Q4,812,0,812,127,541,144,812,706,-1,127,508,72,0,0,0,106,1,33,72
