1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q3,184280,366,0,4716,3479,658,2055,766,0,0,172483,72961,0,28800,44161,97244,55536,0,55536,6643,0,6643,35065,2278,3236,179496,0,150744,0,150744,2345,26407
1980:Q4,195140,533,0,6008,2881,374,1682,825,0,0,181612,78191,0,29228,48963,100782,57758,0,57758,6744,0,6744,36280,2639,4106,190359,0,159926,0,159926,2720,27713
1981:Q1,199694,384,0,6940,950,267,3,680,0,0,185935,79475,0,30300,49175,103049,58050,0,58050,6724,0,6724,38275,3411,5485,194831,0,163383,0,163383,3395,28053
1981:Q2,210453,384,0,6767,2897,300,1734,863,0,0,196881,87380,0,31285,56095,105852,58624,0,58624,6705,0,6705,40523,3649,3524,205243,0,173398,0,173398,3400,28445
1981:Q3,227397,450,0,9211,2975,402,1828,745,0,0,210825,96397,0,32050,64347,110097,61015,0,61015,6717,0,6717,42365,4331,3936,222054,0,186719,0,186719,4300,31035
1981:Q4,232638,710,0,9476,3570,686,1901,983,0,0,214135,95898,0,30704,65194,113411,63990,0,63990,5482,0,5482,43939,4826,4747,227415,0,190431,0,190431,4600,32384
1982:Q1,235842,521,0,9480,3178,432,1871,875,0,0,217693,96493,0,30331,66162,116158,65298,0,65298,5459,0,5459,45401,5042,4970,230426,0,192214,0,192214,5000,33212
1982:Q2,245706,491,0,10939,3671,486,2102,1083,0,0,225798,100419,0,31021,69398,119961,67837,0,67837,5434,0,5434,46690,5418,4807,239789,0,201009,0,201009,5000,33780
1982:Q3,250517,427,0,11661,7427,246,6133,1048,0,0,228761,98242,0,30600,67642,124500,71692,0,71692,5396,0,5396,47412,6019,2241,244219,0,207102,0,207102,5000,32117
1982:Q4,254793,560,0,14855,4735,404,3402,929,0,0,228975,95062,0,29061,66001,127500,74316,0,74316,5361,0,5361,47823,6413,5668,248414,0,205373,0,205373,5000,38041
1983:Q1,251929,499,0,15568,4656,658,3407,460,131,0,224972,89491,475,29000,60016,129691,76228,0,76228,5351,0,5351,48112,5790,6234,245289,0,202193,0,202193,5000,38096
1983:Q2,252710,356,0,14223,4398,304,3198,556,340,0,227116,89202,1251,29158,58793,132551,78617,0,78617,5389,0,5389,48545,5363,6617,245853,0,202669,0,202669,5000,38184
1983:Q3,253972,623,0,13604,5268,520,3864,320,564,0,228043,89063,2051,29150,57862,133975,79822,0,79822,5293,0,5293,48860,5005,6434,246859,0,203580,0,203580,5000,38279
1983:Q4,256520,765,0,12569,3846,783,1824,497,742,0,232592,90113,2596,28564,58953,137898,83685,0,83685,5284,0,5284,48929,4581,6748,249577,0,206780,0,206780,5000,37797
1984:Q1,262030,764,0,13279,4257,754,2412,205,886,0,236014,89731,2923,29200,57608,141926,87569,0,87569,5336,0,5336,49021,4357,7716,254855,0,212323,0,212323,5000,37532
1984:Q2,273983,663,0,12746,5104,619,3048,426,1011,0,247376,97760,3069,28832,65859,144588,89128,0,89128,6157,0,6157,49303,5028,8094,266754,0,221368,0,221368,5000,40386
1984:Q3,288762,952,0,13171,8742,452,6411,755,1124,0,256945,105110,3165,28940,73005,146406,90598,0,90598,6281,0,6281,49527,5429,8952,281362,0,233824,0,233824,5000,42538
1984:Q4,297722,1346,0,20912,5347,683,2707,725,1232,0,260588,104892,3342,26929,74621,150123,94426,0,94426,6510,0,6510,49187,5573,9529,290245,0,237210,0,237210,5000,48035
1985:Q1,301030,944,0,18115,7435,526,5333,250,1326,0,265132,104114,3573,25850,74691,155376,99584,0,99584,6752,0,6752,49040,5642,9404,293407,0,241132,0,241132,5000,47275
1985:Q2,314180,1147,0,21372,9476,430,6720,928,1398,0,272763,108465,3832,25004,79629,158216,102889,0,102889,7277,0,7277,48050,6082,9422,306262,0,249936,0,249936,5000,51326
1985:Q3,324461,2008,0,21349,13534,351,10557,1150,1476,0,279785,114398,4093,24560,85745,158983,104812,0,104812,7811,0,7811,46360,6404,7785,317035,0,253532,0,253532,5300,58203
1985:Q4,323951,2129,0,26909,9272,98,6786,799,1589,0,281721,115188,4330,22023,88835,159734,111639,0,111639,8457,0,8457,39638,6799,3920,318754,0,257795,0,257795,6085,54874
1986:Q1,323479,2106,0,27825,12192,36,10035,379,1742,0,276912,112550,4540,20779,87231,157415,111517,0,111517,7872,0,7872,38026,6947,4444,318850,0,256553,0,256553,6200,56097
1986:Q2,328541,2450,0,27597,15484,40,13315,188,1941,0,282496,120240,4715,20685,94840,154448,108912,0,108912,9139,0,9139,36397,7808,514,324125,0,261301,0,261301,6489,56335
1986:Q3,336909,2662,0,33048,16268,82,13844,209,2133,0,283494,123367,4905,19426,99036,152140,107951,0,107951,9440,0,9440,34749,7987,1437,332181,0,267223,0,267223,6056,58902
1986:Q4,346434,3657,0,29396,18843,87,16288,200,2268,0,288715,132766,5158,18963,108645,147775,105943,0,105943,8731,0,8731,33101,8174,5823,341839,0,273010,0,273010,5720,63109
1987:Q1,343429,3065,0,29098,21195,104,18578,220,2293,0,282422,130106,5298,18048,106760,144011,103920,0,103920,8200,0,8200,31891,8305,7649,338543,0,268376,0,268376,5000,65167
1987:Q2,349002,2366,0,31444,17848,69,15114,200,2465,0,288253,138880,6268,18277,114335,140414,101270,0,101270,8476,0,8476,30668,8959,9091,343666,0,275771,0,275771,4970,62925
1987:Q3,353395,2093,0,27805,19882,34,17056,165,2627,0,294947,145095,6493,18512,120090,140290,102506,0,102506,8353,0,8353,29431,9562,8668,348101,0,283725,0,283725,4970,59406
1987:Q4,374384,3587,0,27189,23599,40,20990,126,2443,0,307313,157811,6602,18151,133058,139459,102840,0,102840,8425,0,8425,28194,10043,12696,368844,0,303214,0,303214,4970,60660
1988:Q1,390165,3353,0,39023,27619,262,24459,475,2423,0,307317,154341,6321,18514,129506,142285,106069,0,106069,8596,0,8596,27620,10691,12853,383710,0,313519,0,313519,4970,65221
1988:Q2,391386,3140,0,34687,23178,200,20108,400,2470,0,316628,160429,6251,19343,134835,144704,108749,0,108749,8909,0,8909,27046,11495,13753,384581,0,317882,0,317882,4970,61729
1988:Q3,404340,3301,0,37546,24211,200,21301,400,2310,0,323781,167533,6425,19546,141562,143781,108159,0,108159,9156,0,9156,26466,12467,15501,397728,0,328487,0,328487,4970,64271
1988:Q4,421722,3556,0,33782,29921,395,26261,339,2926,0,334248,176589,6314,17494,152781,144457,109044,0,109044,9528,0,9528,25885,13202,20215,414837,0,348097,0,348097,4970,61770
1989:Q1,437845,3101,0,40715,30730,400,27272,321,2737,0,345213,187820,6338,17699,163783,143720,108372,0,108372,9843,0,9843,25505,13673,18086,430052,0,364316,0,364316,4970,60766
1989:Q2,444052,3400,0,60350,11322,800,7264,570,2688,0,345959,186371,5944,18553,161874,145345,109892,0,109892,10334,0,10334,25119,14243,23021,435834,0,368986,0,368986,4970,61878
1989:Q3,449542,3169,0,58721,20255,1397,14714,1383,2761,0,338967,176086,6276,18700,151110,147965,112360,0,112360,10876,0,10876,24730,14916,28430,442120,0,370429,0,370429,4970,66721
1989:Q4,454242,2284,0,61793,25406,3251,12990,6262,2903,0,334500,167980,6800,19383,141797,150491,114121,0,114121,12029,0,12029,24341,16029,30259,446329,0,373327,0,373327,4970,68032
1990:Q1,452740,2055,0,59695,32679,3027,18507,8008,3137,0,328954,159401,7249,19300,132852,152793,116565,0,116565,12104,0,12104,24124,16760,29357,444728,0,378070,0,378070,4970,61688
1990:Q2,457212,2234,0,61508,39197,2315,23942,9390,3550,0,321586,153830,7935,19600,126295,150461,114468,0,114468,12087,0,12087,23905,17295,32687,448645,0,380974,0,380974,4970,62701
1990:Q3,458238,2112,0,52423,56454,2246,40079,10440,3689,0,316029,145959,8273,19800,117886,152202,115825,0,115825,12693,0,12693,23683,17868,31220,449243,0,384410,0,384410,4970,59863
1990:Q4,477621,2109,0,68691,53659,3765,34326,11883,3685,0,320221,144835,7832,19900,117103,156143,119462,0,119462,13219,0,13219,23462,19243,32941,467788,0,393694,0,393694,4850,69244
1991:Q1,483078,1955,0,70120,65413,1314,37728,22869,3502,0,313296,134006,7302,19700,107004,159163,122760,0,122760,13111,0,13111,23292,20127,32294,472076,0,396972,0,396972,4850,70254
1991:Q2,477958,1855,0,71960,66819,1206,38214,23957,3442,0,306195,123584,7513,21329,94742,161994,125485,0,125485,13388,0,13388,23121,20617,31129,466476,0,389601,0,389601,4850,72025
1991:Q3,490140,1753,0,75985,83520,7627,43002,29465,3426,0,296709,113616,7664,22007,83945,162324,125887,0,125887,13489,0,13489,22948,20769,32173,477794,0,394741,0,394741,4850,78203
1991:Q4,496852,1205,0,67570,89358,10859,40754,34764,2981,0,299511,110734,8979,22690,79065,167673,130700,0,130700,14198,0,14198,22775,21104,39208,484231,0,402903,0,402903,4820,76508
1992:Q1,512033,1269,0,68778,105101,8153,53606,40286,3056,0,305812,108185,8589,23321,76275,175727,138227,0,138227,14702,0,14702,22798,21900,31073,498944,0,405736,0,405736,4820,88388
1992:Q2,521319,1009,0,67459,108689,8953,51144,45517,3075,0,311807,108976,8650,23467,76859,180157,142379,0,142379,14958,0,14958,22821,22674,32356,507105,0,418289,0,418289,4820,83996
1992:Q3,543508,927,0,71751,115461,12175,54792,45374,3120,0,322300,111866,8156,23552,80158,186746,148618,0,148618,15284,0,15284,22844,23689,33069,528839,0,435214,0,435214,4820,88805
1992:Q4,552814,1196,0,66578,122898,13526,58702,47482,3188,0,335241,111327,7406,24040,79881,199742,161047,0,161047,15828,0,15828,22867,24173,26901,537365,0,443609,0,443609,4790,88966
1993:Q1,549188,1011,0,57305,115661,9488,56305,45843,3025,1000,345734,116172,7395,23807,84970,204935,166021,0,166021,16160,0,16160,22754,24627,29477,532926,0,451677,0,451677,4790,76459
1993:Q2,573163,851,0,49568,122930,10042,59358,47525,3005,3000,371051,123348,7155,24119,92074,222373,183355,0,183355,16378,0,16378,22640,25330,28763,556309,0,468841,0,468841,4790,82678
1993:Q3,613538,1303,0,48602,140914,13355,65354,52576,2629,7000,388852,130098,6715,24460,98923,232709,193292,0,193292,16892,0,16892,22525,26045,33867,595571,0,510764,0,510764,4790,80017
1993:Q4,631659,2123,0,50334,143682,11866,51593,66041,3129,11053,402982,135157,6577,25449,103131,241020,201093,0,201093,17517,0,17517,22410,26805,32538,613009,0,524171,0,524171,4790,84048
1994:Q1,655479,1720,0,53931,161215,10237,57066,77659,3153,13100,407861,133438,6731,26284,100423,246877,206572,0,206572,17963,0,17963,22342,27546,30753,635795,0,564165,0,564165,0,71630
1994:Q2,685742,1579,0,61773,177463,13591,55481,89461,3730,15200,416559,140592,6126,25965,108501,247264,206827,0,206827,18163,0,18163,22274,28703,28368,665210,0,600793,0,600793,0,64417
1994:Q3,721930,1649,0,69243,199636,19984,46405,111418,4529,17300,425019,148948,6727,26035,116186,246636,206185,0,206185,18245,0,18245,22206,29435,26384,700912,0,638791,0,638791,0,62121
1994:Q4,782314,1337,0,85771,234196,26302,51942,130793,5170,19989,433717,158767,6599,26279,125889,244580,204067,0,204067,18376,0,18376,22137,30370,27293,760167,0,701044,0,701044,0,59123
1995:Q1,795240,1276,0,92298,246047,25307,56621,136137,4744,23238,428117,153450,6336,27119,119995,243207,202815,0,202815,18170,0,18170,22222,31460,27502,772093,0,716783,0,716783,0,55310
1995:Q2,833865,1603,0,103364,268872,22080,56338,158901,5235,26318,430996,154378,6150,27695,120533,243507,203073,0,203073,18127,0,18127,22307,33112,29030,809655,0,748564,0,748564,0,61091
1995:Q3,862286,1098,0,107536,275863,28058,53727,163941,5992,24145,438675,156714,5746,28858,122110,247915,207233,0,207233,18288,0,18288,22394,34046,39114,837632,0,774093,0,774093,0,63539
1995:Q4,897446,1512,0,106257,312060,25470,57996,190828,7846,29920,450734,165955,3536,30156,132263,250443,209497,0,209497,18466,0,18466,22480,34336,26883,872136,0,807007,0,807007,0,65129
1996:Q1,907418,1064,0,103951,326959,24506,54195,208504,10353,29401,445273,165904,3018,31513,131373,245489,204128,0,204128,18639,0,18639,22722,33881,30171,880941,0,814908,0,814908,0,66033
1996:Q2,934506,711,0,103408,319317,23583,34513,222433,11812,26976,458416,179367,2605,31816,144946,245397,204200,0,204200,18234,0,18234,22963,33652,52654,907251,0,846568,0,846568,0,60683
1996:Q3,955483,605,0,103478,334266,24588,34454,236746,11924,26554,464461,187320,2700,31329,153291,244274,203072,0,203072,17991,0,17991,23211,32867,52673,927173,0,866605,0,866605,0,60568
1996:Q4,989190,780,0,94467,360661,35095,18760,256631,12111,38064,473180,195345,2400,31576,161369,244083,202918,0,202918,17702,0,17702,23463,33753,60102,963140,0,897443,0,897443,0,65697
1997:Q1,995115,1170,0,96064,381508,40565,19057,271911,11958,38017,463604,190414,2070,31700,156644,240344,199191,0,199191,17330,0,17330,23823,32847,52769,968403,0,895813,0,895813,0,72590
1997:Q2,1039945,3250,0,102181,401093,42182,13465,294515,11716,39215,476732,206834,2021,32446,172367,238410,197408,0,197408,16792,0,16792,24210,31488,56689,1012064,0,945532,0,945532,0,66532
1997:Q3,1056473,2190,0,102582,409250,29341,21687,311779,11753,34690,484808,216474,2010,32655,181809,237933,196864,0,196864,16492,0,16492,24577,30401,57643,1028954,0,957099,0,957099,0,71855
1997:Q4,1100759,2097,6409,90378,434512,27635,25879,324238,12658,44102,499668,230732,1368,31576,197788,239416,198229,0,198229,16215,0,16215,24972,29521,67695,1071119,0,996511,0,996511,0,74608
1998:Q1,1151628,1797,3984,86711,485452,60082,11960,356552,13678,43180,508050,240028,1424,32714,205890,240297,199413,0,199413,15439,0,15439,25445,27725,65634,1121920,0,1032256,0,1032256,0,89664
1998:Q2,1191334,2238,5255,80024,510664,47582,15089,385173,14209,48611,525215,258775,1189,32500,225086,240847,199675,0,199675,15226,0,15226,25946,25593,67938,1161253,0,1073954,0,1073954,0,87299
1998:Q3,1269412,2501,1975,79108,571167,52493,19024,424912,17584,57154,548867,280829,1171,34000,245658,241288,199440,0,199440,15412,0,15412,26436,26750,65794,1237243,0,1147570,0,1147570,0,89673
1998:Q4,1405763,4952,4718,77007,651927,56210,25158,482679,19159,68721,599562,324200,1090,34921,288189,246992,203861,0,203861,16175,0,16175,26956,28370,67597,1371022,0,1275425,0,1275425,0,95597
1999:Q1,1448396,3289,6055,70429,690912,29116,29837,538853,18342,74764,607296,334396,1019,34627,298750,242665,198401,0,198401,17149,0,17149,27115,30235,70415,1412824,0,1323758,0,1323758,0,89066
1999:Q2,1522442,2727,10652,68251,732809,21783,27339,587557,19751,76379,638404,364159,696,34944,328519,242425,196222,0,196222,18693,0,18693,27510,31820,69599,1486414,0,1400457,0,1400457,0,85957
1999:Q3,1622295,3175,5659,69738,790383,28271,28188,628103,21395,84426,679872,401451,718,35439,365294,242639,195029,0,195029,19863,0,19863,27747,35782,73469,1584917,0,1502334,0,1502334,0,82583
1999:Q4,1723165,12107,9956,89730,830637,23851,30943,655590,22735,97518,708186,432342,782,35815,395745,242035,193454,0,193454,20497,0,20497,28084,33809,72549,1684341,0,1594210,0,1594210,0,90131
2000:Q1,1754908,1055,10082,90592,860846,27978,25151,684393,22315,101009,716575,441175,684,36192,404299,243696,193464,0,193464,21749,0,21749,28483,31704,75758,1715122,0,1620483,0,1620483,0,94639
2000:Q2,1814783,1596,10492,80851,884524,24296,20659,703786,22893,112890,758133,474221,767,36845,436609,252740,201549,0,201549,22308,0,22308,28883,31172,79187,1773794,0,1682743,0,1682743,0,91051
2000:Q3,1884830,1503,15984,83691,942266,26220,29023,742238,24177,120608,760526,468047,804,37408,429835,257009,204646,0,204646,23063,0,23063,29300,35470,80861,1841649,0,1752603,0,1752603,0,89046
2000:Q4,1965000,4412,22184,80584,1015603,31100,13262,810911,29197,131133,778844,477599,841,38897,437861,264253,209580,0,209580,24951,0,24951,29722,36992,63374,1923459,0,1826417,0,1826417,0,97042
2001:Q1,2053253,4482,17487,100072,1078120,21292,11891,875635,29450,139852,790170,484653,845,38959,444849,267937,210690,0,210690,26763,0,26763,30484,37580,62923,2023064,104,1892900,0,1892900,0,130060
2001:Q2,2127248,5239,19102,92994,1143284,24370,12281,920150,30619,155864,802941,486965,785,40139,446041,277238,217118,0,217118,28781,0,28781,31339,38738,63688,2091996,230,1964609,0,1964609,0,127157
2001:Q3,2221283,8357,19789,91413,1210412,22829,12581,978722,30814,165466,819802,496561,792,40374,455395,283950,221119,0,221119,30632,0,30632,32199,39291,71510,2193928,254,2046278,0,2046278,0,147396
2001:Q4,2310485,6667,30326,105467,1256355,33829,13613,1017821,35357,155735,842760,505857,801,41759,463297,297476,231241,0,231241,33178,0,33178,33057,39427,68910,2278751,800,2130565,0,2130565,0,147386
2002:Q1,2359112,7212,26059,94032,1320740,19619,18049,1078501,36412,168159,842375,498279,762,42009,455508,305120,235721,0,235721,35011,0,35011,34388,38976,68694,2321870,2290,2175623,0,2175623,0,143957
2002:Q2,2398147,8561,30522,81616,1342791,20183,20635,1085988,37473,178512,860516,503129,480,43204,459445,316662,243980,0,243980,36530,0,36530,36152,40725,74141,2363254,1704,2210400,0,2210400,0,151150
2002:Q3,2479382,13181,31552,90166,1370730,10113,25025,1108404,38602,188586,888462,514597,493,43135,470969,333009,256993,0,256993,38572,0,38572,37444,40856,85291,2456138,1500,2282789,0,2282789,0,171849
2002:Q4,2552219,14756,25263,98260,1414264,10353,25729,1149520,39394,189268,908809,514713,448,43783,470482,357278,276813,0,276813,41684,0,41684,38781,36818,90867,2538826,1699,2350398,0,2350398,0,186729
2003:Q1,2608139,21107,23067,82001,1452223,11088,25256,1177833,39076,198970,937518,519880,415,43130,476335,382396,299877,0,299877,44829,0,44829,37690,35242,92224,2589554,1900,2406836,0,2406836,0,180818
2003:Q2,2660628,19251,27228,93704,1442512,9132,25477,1168142,39037,200724,976853,529195,378,42791,486026,416408,331377,0,331377,48496,0,48496,36535,31250,101080,2639924,2200,2454945,0,2454945,0,182779
2003:Q3,2770651,20287,18580,76516,1537862,8385,23967,1259985,40357,205168,1011836,533097,372,42450,490275,451559,366451,0,366451,49760,0,49760,35348,27180,105571,2742929,2700,2569913,0,2569913,0,170316
2003:Q4,2797802,28778,16749,78769,1376222,6687,13462,1088880,44381,222812,1187923,545850,346,43822,501682,621521,519127,0,519127,68197,0,68197,34197,20552,109362,2752814,6373,2601271,0,2601271,0,145170
2004:Q1,2823461,29027,21426,87245,1379202,7983,13049,1051276,47928,258966,1202274,561248,348,44272,516628,625062,518086,0,518086,71827,0,71827,35149,15964,104287,2774344,2700,2602671,0,2602671,0,168973
2004:Q2,2867881,28119,25532,90650,1390576,7759,13724,1021389,50201,297503,1230281,601493,208,43219,558066,626560,514961,0,514961,75523,0,75523,36076,2228,102724,2799946,2700,2656374,0,2656374,0,140872
2004:Q3,2878335,19949,19817,92787,1411375,6602,13024,1000184,53207,338358,1225014,597383,68,43050,554265,627631,511066,0,511066,79560,0,79560,37005,0,109394,2839525,2700,2685944,0,2685944,0,150881
2004:Q4,2885660,39135,23289,96346,1364622,5814,12860,886503,44644,414801,1248416,619390,0,43574,575816,629026,508610,0,508610,82451,0,82451,37965,0,113852,2819922,5179,2676270,0,2676270,0,138473
2005:Q1,2866319,33325,21611,98428,1332777,7895,13033,844217,43176,424456,1244980,623207,0,44640,578567,621773,498023,0,498023,84797,0,84797,38953,0,135198,2794053,4077,2640891,0,2640891,0,149085
2005:Q2,2848092,26442,26709,93942,1306912,10221,12569,796413,42827,444882,1269480,657757,0,45879,611878,611723,485593,0,485593,86183,0,86183,39947,0,124607,2777483,3333,2624974,0,2624974,0,149176
2005:Q3,2788654,20523,27608,112749,1289771,10923,12814,760913,42185,462936,1262017,662212,0,47736,614476,599805,470659,0,470659,88173,0,88173,40973,0,75986,2709792,2367,2557661,0,2557661,0,149764
2005:Q4,2822002,14603,35342,110294,1283331,13813,13069,751078,39695,465676,1260602,671799,0,51632,620167,588803,453866,0,453866,92960,0,92960,41977,0,117830,2734014,3299,2592229,0,2592229,0,138486
2006:Q1,2831567,16483,34456,118708,1288763,17856,13435,746154,38174,473144,1263726,670147,0,53280,616867,593579,454842,0,454842,96216,0,96216,42521,0,109431,2743765,2395,2589715,0,2589715,0,151655
2006:Q2,2888956,30929,41359,111372,1295614,22954,13758,743257,36521,479124,1295634,697582,0,56091,641491,598052,456117,0,456117,98847,0,98847,43088,0,114048,2801821,2397,2638504,0,2638504,0,160920
2006:Q3,2871894,15589,35728,118792,1275671,25666,13971,724757,34617,476660,1303286,701777,0,58097,643680,601509,456652,0,456652,101212,0,101212,43645,0,122828,2767065,2200,2617630,0,2617630,0,147235
2006:Q4,2875061,16374,33872,119622,1278440,32352,14247,714013,36091,481737,1312102,704925,0,63539,641386,607177,457587,0,457587,105364,0,105364,44226,0,114651,2781231,2900,2627811,0,2627811,0,150520
2007:Q1,2890109,15078,38587,154513,1256721,17779,14526,697344,34062,493010,1301679,690156,0,65732,624424,611523,455227,0,455227,111275,0,111275,45021,0,123531,2796387,3400,2644481,0,2644481,0,148506
2007:Q2,2941350,19000,36823,148511,1269010,30088,14837,688355,34490,501240,1327671,708568,0,66616,641952,619103,453856,0,453856,119386,0,119386,45861,0,140335,2843942,3112,2684834,0,2684834,0,155996
2007:Q3,3085622,17998,47402,125863,1237320,14155,15050,693931,33612,480572,1521573,891965,0,70211,821754,629608,456689,0,456689,126227,0,126227,46692,0,135466,2994595,3045,2823986,0,2823986,0,167564
2007:Q4,3175660,13654,46642,144128,1243820,27655,15547,702944,33324,464350,1585721,942625,0,75483,867142,643096,447861,0,447861,147674,0,147674,47561,0,141695,3081338,2269,2910192,0,2910192,0,168877
2008:Q1,3228905,11383,41292,133015,1277834,39788,15716,728377,33137,460816,1637997,977112,0,81277,895835,660885,450945,0,450945,159245,0,159245,50695,0,127384,3126720,1911,2938117,0,2938117,0,186692
2008:Q2,3359524,58542,53159,143254,1309013,9346,24046,851373,31323,392925,1667181,993605,0,87127,906478,673576,450970,0,450970,169605,0,169605,53001,0,128375,3279574,1643,3102075,0,3102075,0,175856
2008:Q3,3378017,94445,28498,139677,1253294,6837,24580,832609,28746,360522,1754360,1083212,0,79785,1003427,671148,434338,0,434338,181157,0,181157,55653,0,107743,3355110,3079,3152680,0,3152680,0,199351
2008:Q4,3363313,135814,21012,115791,1305544,6791,25092,919168,27519,326974,1686039,980716,0,80252,900464,705323,456647,0,456647,190189,0,190189,58487,0,99113,3390158,1277,3181923,0,3181923,0,206958
2009:Q1,3342036,126391,21061,160574,1325449,11237,29184,971687,29057,284284,1598910,872968,0,80032,792936,725942,469826,0,469826,194934,0,194934,61182,0,109651,3363331,1212,3118309,0,3118309,0,243810
2009:Q2,3222897,125159,22450,103428,1330648,12044,38460,965688,28905,285551,1513990,800840,0,80293,720547,713150,450019,0,450019,199127,0,199127,64004,0,127222,3195311,1200,2948078,0,2948078,0,246033
2009:Q3,3106316,87525,30246,117586,1319054,9675,41827,940784,29396,297372,1447247,736787,0,78118,658669,710460,440459,0,440459,203042,0,203042,66959,0,104658,3063606,1312,2800509,0,2800509,0,261785
2009:Q4,3006116,99406,25744,123336,1253705,9741,44730,944141,28138,226955,1403612,695928,0,80028,615900,707684,433446,0,433446,204378,0,204378,69860,0,100313,2977015,1200,2706589,0,2706589,0,269226
2010:Q1,6953137,99015,21248,177803,786703,8611,98119,428004,27391,224578,5738915,634503,0,77717,556786,5104412,4783934,4386382,397552,249691,58932,190759,70787,0,129453,6875578,1380,6703787,4445314,2258473,0,170411
2010:Q2,6861676,99106,23692,165174,770061,10441,108089,403055,26849,221627,5683551,599142,0,76517,522625,5084409,4763409,4238699,524710,249209,60027,189182,71791,0,120092,6777923,1342,6618868,4298726,2320142,0,157713
2010:Q3,6731147,47321,22066,165135,752777,8573,107868,391120,25624,219592,5597407,561605,0,81885,479720,5035802,4711756,4177242,534514,251333,63026,188307,72713,0,146441,6665362,1385,6503569,4240268,2263301,0,160408
2010:Q4,6687220,63364,26050,151208,725724,9903,91551,388630,23826,211814,5572242,551263,0,87277,463986,5020979,4690718,4141016,549702,256458,75393,181065,73803,0,148632,6615127,1252,6434523,4216409,2218114,0,179352
2011:Q1,6642072,70422,23713,157476,704244,9472,96369,367507,22780,208116,5577395,522829,0,89616,433213,5054566,4723822,4170451,553371,256052,81361,174691,74692,0,108822,6577769,1225,6437298,4251812,2185486,0,139246
2011:Q2,6520224,62253,23096,116317,690734,9283,93663,365222,22384,200182,5518634,500212,0,85106,415106,5018422,4688305,4146393,541912,254613,87329,167284,75504,0,109190,6454976,1200,6317319,4233722,2083597,0,136457
2011:Q3,6493829,63671,11672,115474,704592,9207,99527,383435,22184,190239,5444436,479806,0,80956,398850,4964630,4631976,4085277,546699,256391,92643,163748,76263,0,153984,6423480,1200,6282741,4177920,2104821,0,139539
2011:Q4,6455723,72669,13391,112262,697832,6479,113279,372984,21473,183617,5411077,487038,0,83752,403286,4924039,4587726,4032089,555637,259230,99872,159358,77083,0,148492,6377904,400,6247324,4131961,2115363,0,130180
2012:Q1,6386926,42469,11083,107156,686103,5170,117165,360894,20569,182305,5390056,467280,0,86614,380666,4922776,4583096,4033763,549333,261304,106214,155090,78376,0,150059,6310610,0,6178597,4139977,2038620,0,132013
2012:Q2,6342075,52916,9778,138878,643079,5723,89445,355835,19938,172138,5361475,491306,0,86963,404343,4870169,4530002,3998215,531787,260427,111346,149081,79740,0,135949,6268650,153,6139839,4109561,2030278,0,128658
2012:Q3,6304170,36147,3730,174945,617636,4153,85032,337366,18670,172415,5332083,487552,0,89250,398302,4844531,4498932,3978020,520912,264566,118601,145965,81033,0,139629,6236384,0,6111541,4096621,2014920,0,124843
2012:Q4,6284171,52582,4290,150830,594716,3398,82016,322776,17537,168989,5329178,505668,0,92068,413600,4823510,4475578,3958029,517549,265454,127401,138053,82478,0,152575,6216809,0,6092689,4085430,2007259,0,124120
2013:Q1,6338712,64110,3617,193608,585636,4175,83397,311549,16808,169707,5323844,498811,0,91400,407411,4825033,4479370,3982163,497207,261918,133944,127974,83745,0,167897,6223632,218,6103474,4116107,1987367,0,119940
2013:Q2,6315496,51730,4809,151275,562914,4292,84463,299335,14884,159940,5377060,540989,0,90288,450701,4836071,4492827,4005631,487196,258068,139239,118829,85176,0,167708,6259530,20,6137643,4144870,1992773,0,121867
2013:Q3,6346353,77358,7512,133421,541885,5042,91779,300485,13717,130862,5419343,547341,0,89673,457668,4872002,4533723,4064330,469393,251803,141890,109913,86476,0,166834,6267330,0,6147700,4206220,1941480,0,119630
2013:Q4,6376347,81607,5378,152286,506148,4426,68434,292062,13252,127974,5465301,587534,0,94975,492559,4877767,4546391,4087746,458645,243506,146258,97248,87870,0,165627,6314906,0,6200226,4234004,1966222,0,114680
2014:Q1,6274313,45420,7943,127250,503682,4762,74835,287992,12813,123280,5437909,576860,0,98320,478540,4861049,4533351,4085637,447714,238893,148832,90061,88805,0,152109,6222607,25,6111353,4234469,1876884,0,111229
2014:Q2,6304104,49318,5917,132647,496708,5664,74363,290883,12466,113332,5468084,627984,0,97422,530562,4840100,4516095,4073245,442850,234298,151046,83252,89707,0,151430,6261627,0,6150567,4224291,1926276,0,111060
2014:Q3,6341994,89298,5438,109290,494762,5973,75065,295126,11990,106608,5493932,639100,0,99310,539790,4854832,4527778,4090790,436988,236446,157979,78467,90608,0,149274,6298952,0,6186189,4248769,1937420,0,112763
