date,All sectors; U.S. government agency securities; liability,Federal government; budget agency securities; liability,Government-sponsored enterprises; GSE issues; liability,Agency-and GSE-backed mortgage pools; total mortgages; asset,All sectors; agency- and GSE-backed securities; asset,Households and nonprofit organizations; agency- and GSE-backed securities; asset,Nonfinancial corporate business; agency- and GSE-backed securities; asset,Federal government; agency- and GSE-backed securities; asset,State and local governments; agency- and GSE-backed securities; asset,Monetary authority; agency- and GSE-backed securities; asset,U.S.-chartered depository institutions; agency- and GSE-backed securities; asset,Foreign banking offices in the U.S.; agency- and GSE-backed securities; asset,Banks in U.S.-affiliated areas; agency- and GSE-backed securities; asset,Credit unions; agency- and GSE-backed securities; asset,Property-casualty insurance companies; agency- and GSE-backed securities, including those held by U.S. residual market reinsurers; asset,Life insurance companies; agency- and GSE-backed securities; asset,Private pension funds; agency- and GSE-backed securities; asset,Federal government retirement funds; agency- and GSE-backed securities; asset,State and local government employee defined benefit retirement funds; agency- and GSE-backed securities; asset,Money market funds; agency- and GSE-backed securities; asset,Mutual funds; agency- and GSE-backed securities; asset (market value),Government-sponsored enterprises; agency- and GSE-backed securities; asset,Issuers of asset-backed securities; agency- and GSE-backed securities; asset,Mortgage real estate investment trusts; agency- and GSE-backed securities; asset,Security brokers and dealers; agency- and GSE-backed securities (net); asset,Holding companies; agency- and GSE-backed securities; asset,Rest of the world; agency- and GSE-backed securities; asset,Instrument discrepancies; agency and GSE-backed securities (level)
1945:Q4,1181,308,873,0,1181,61,0,0,234,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,1273,105,1168,0,1273,93,0,0,134,0,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,1352,68,1284,0,1352,148,0,0,137,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
