1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1988:Q4,1532424,4547,86942,15263,22583,351363,26485,112722,86584,125572,16666,486477,38262,510321,186900,19012,142506,161903,1557430,980312,837806,142506,955306,577118
1989:Q1,1571901,5122,94517,16048,23571,354088,26616,104456,97388,125628,17630,516157,40630,504138,192621,20696,128102,162719,1598740,995931,867829,128102,969092,602809
1989:Q2,1612389,5072,101600,17220,24017,365805,26081,109626,101011,129087,19272,550139,44371,484893,196637,22555,110425,155276,1640695,1011177,900752,110425,982871,629518
1989:Q3,1655813,4697,108691,17420,25085,379038,26155,115216,104862,132805,21079,607148,48823,443832,202090,24454,73057,144231,1686090,1026432,953375,73057,996155,659658
1989:Q4,1699233,4141,114406,18678,24814,395377,24814,122396,110428,137739,23294,599629,51196,467698,204708,26280,89030,147680,1730727,1042018,952988,89030,1010524,688709
1990:Q1,1713423,3666,116002,19649,24854,399411,24854,111101,122943,140513,23310,573647,51205,501679,207757,28004,126141,139777,1744293,1056542,930401,126141,1025672,687751
1990:Q2,1734487,3266,113279,18997,24503,417060,24503,116508,127920,148129,24179,607628,57280,468295,210073,29268,98250,130704,1764914,1071806,973556,98250,1041379,693108
1990:Q3,1734401,3416,111111,18694,24146,427635,24146,119700,130652,153137,24614,515493,51499,557793,210651,30642,186565,129935,1764285,1087666,901101,186565,1057782,676619
1990:Q4,1782956,3311,110223,19150,23504,435846,23504,122254,132637,157451,24901,572836,57503,535682,214824,32331,174553,113974,1812271,1103725,929172,174553,1074410,708546
1991:Q1,1848576,3226,107637,18268,23125,449133,23125,114699,146543,164766,23391,669778,68466,485552,221275,35015,118159,111103,1877447,1119422,1001263,118159,1090551,758025
1991:Q2,1878365,3141,109796,18785,24039,450260,24039,114156,144457,167608,21380,663272,72702,514990,227141,38479,130491,118879,1906890,1135053,1004562,130491,1106528,771837
1991:Q3,1930111,3056,114389,20128,25471,464217,25471,116866,147391,174489,19993,698467,82613,501777,235003,41713,107867,117194,1958536,1150463,1042596,107867,1122038,808073
1991:Q4,1989578,2965,115719,19840,27237,468462,27237,116946,145747,178532,18226,762709,88416,486004,244532,44403,85151,111918,2018205,1165432,1080281,85151,1136805,852773
1992:Q1,2004940,2917,110670,19944,27061,475638,27061,106319,157123,185135,17243,733323,94592,523552,245603,46813,131441,99695,2032719,1180890,1049449,131441,1153111,851829
1992:Q2,2036019,2909,106119,20012,27189,477665,27189,105472,155059,189945,16074,750537,102272,533242,246814,49189,134049,103190,2062880,1196118,1062069,134049,1169257,866762
1992:Q3,2086422,2904,102989,20744,27356,491775,27356,107974,157006,199439,15422,770972,106492,547768,248455,51659,146032,101622,2112074,1211512,1065480,146032,1185860,900562
1992:Q4,2132986,2919,98608,20909,27424,498293,27424,108371,156333,206165,14546,826681,119962,523644,247586,54321,122915,98822,2157410,1227199,1104284,122915,1202775,930211
1993:Q1,2202540,2953,99701,23125,28361,512420,28361,98822,171023,214214,14654,895716,130698,494912,255081,56975,84123,98733,2226628,1242085,1157962,84123,1217997,984543
1993:Q2,2242763,2978,99409,25182,28799,513658,28799,97622,169668,217569,14330,908457,142528,507422,257893,59829,95592,94108,2266238,1257475,1161883,95592,1234000,1008763
1993:Q3,2289245,2995,95060,25370,28085,536332,28085,110389,167978,229880,14824,936966,154751,494862,261806,62933,82087,88036,2312298,1273213,1191126,82087,1250160,1039085
1993:Q4,2322910,3055,95254,27473,28339,535408,28339,104033,170207,232829,12984,959673,168654,492070,267861,66636,70968,86605,2345800,1288967,1217999,70968,1266077,1056833
1994:Q1,2344454,3184,96975,29978,27158,535120,27158,103736,175517,228709,12547,916720,178759,544013,272422,69970,118023,83598,2367985,1304122,1186099,118023,1280591,1063863
1994:Q2,2389067,3362,97401,31613,25772,555540,25772,112112,188455,229201,12563,926180,188074,548562,278678,73062,109450,87372,2413544,1319399,1209949,109450,1294922,1094145
1994:Q3,2446984,3541,96231,31907,23915,573262,23915,118097,202501,228749,12561,988483,207870,509214,283400,75948,60400,89466,2472110,1334942,1274542,60400,1309816,1137168
1994:Q4,2439486,3988,101717,32903,22157,579670,22157,120741,210789,225983,7795,957924,232886,500446,297926,78325,37678,86517,2476579,1350735,1313057,37678,1313642,1125844
1995:Q1,2515660,4200,104456,33791,22229,587327,22229,121464,212380,231254,7991,1020651,270407,464608,303617,79682,-6711,88020,2553623,1366319,1373030,-6711,1328356,1187304
1995:Q2,2588495,4414,105521,36321,22300,591123,22300,121526,212445,234852,8188,1085160,308500,426968,309154,81041,-52749,89522,2627329,1382063,1434812,-52749,1343229,1245266
1995:Q3,2681511,4629,107911,37509,22373,590690,22373,120109,211891,236317,8384,1150487,353986,405542,315759,82398,-83639,91024,2721215,1397612,1481251,-83639,1357908,1323603
1995:Q4,2760392,4853,109819,39385,22443,595534,22443,120195,212661,240235,8581,1182795,392724,404258,322167,83757,-94193,92527,2800966,1412503,1506696,-94193,1371929,1388463
1996:Q1,2836645,5076,111933,42285,23466,602404,23466,121265,212456,245217,8776,1216346,425959,400400,326999,85114,-108591,96878,2878089,1428116,1536707,-108591,1386672,1449973
1996:Q2,2888146,5297,115084,44041,24487,606864,24487,121061,212494,248822,8971,1234430,452156,396816,332133,86471,-123019,101231,2930461,1443258,1566277,-123019,1400943,1487203
1996:Q3,2954030,5521,117470,46749,25509,594953,25509,116806,207148,245490,9169,1266377,483812,404470,340885,87829,-129828,105584,2997215,1458526,1588354,-129828,1415341,1538689
1996:Q4,3062736,5519,118497,50847,27332,585711,27332,114885,200606,242888,9297,1316271,536840,412422,370915,89185,-160015,112337,3106790,1474271,1634286,-160015,1430217,1632519
1997:Q1,3078128,6059,120706,55669,27044,596884,27045,115830,202344,251665,9560,1267457,555280,439469,362427,91610,-127640,113072,3123063,1489027,1616667,-127640,1444092,1634036
1997:Q2,3267161,6339,123716,58111,27508,605418,27509,115729,203419,258761,9835,1441013,651303,343918,377741,93059,-243002,116120,3312995,1504500,1747502,-243002,1458666,1808495
1997:Q3,3428350,7165,123443,65500,27468,616285,27470,116364,205385,267066,10140,1548592,731126,298631,387588,94508,-301175,117710,3475100,1520351,1821526,-301175,1473601,1954749
1997:Q4,3437228,6889,129471,64462,28537,628734,28542,116875,206810,276507,10094,1492906,740922,335213,389827,97572,-274511,122325,3484240,1536039,1810550,-274511,1489027,1948201
1998:Q1,3658083,6562,137042,65068,28934,627032,28946,113845,206165,278076,10125,1680465,830815,272040,403924,101929,-357995,124182,3706035,1568101,1926096,-357995,1520149,2137934
1998:Q2,3689588,6221,145409,65607,29310,619335,29337,111506,201145,277347,10170,1646721,833026,333789,395905,106429,-294589,126044,3738499,1600007,1894596,-294589,1551096,2138492
1998:Q3,3535657,5875,152485,66380,29583,617319,29641,107362,198451,281865,10312,1416009,749151,488543,373469,110976,-123569,127667,3585547,1631999,1755568,-123569,1582109,1953548
1998:Q4,3848029,6025,159171,67566,29690,618172,29801,103244,188681,296446,9887,1735641,889897,331980,391642,110453,-297703,127588,3902203,1664201,1961904,-297703,1610027,2238002
1999:Q1,3927677,5756,150187,71636,30857,635507,30630,105128,197595,302154,10340,1718908,953675,350811,394833,107339,-283572,132211,3983027,1687093,1970665,-283572,1631743,2295934
1999:Q2,4055778,6184,141764,74451,31023,663942,31361,112405,207008,313168,10794,1773829,1038731,315060,399477,103373,-325509,137719,4112314,1710224,2035733,-325509,1653688,2402090
1999:Q3,3990065,6514,130203,79597,31434,684961,31971,119550,213129,320311,11247,1591834,1028757,425518,395647,98336,-211234,142769,4047795,1733231,1944465,-211234,1675501,2314564
1999:Q4,4225755,7398,119998,80143,31634,717506,32439,120121,225397,339549,11700,1806759,1182367,268250,405519,92083,-376648,147296,4283404,1755646,2132294,-376648,1697997,2527758
2000:Q1,4346842,7744,117159,80428,30689,709576,31833,117782,228716,331245,11913,1950310,1248153,190870,409332,90069,-454370,145839,4403288,1772978,2227348,-454370,1716532,2630310
2000:Q2,4328830,8339,108497,80441,29423,678148,30967,116398,215439,315344,12002,1908923,1253357,249700,394385,83290,-373714,145739,4382019,1790035,2163749,-373714,1736846,2591984
2000:Q3,4379661,9472,101269,83354,28061,645116,30048,114613,206386,294069,12046,1941411,1298077,260855,385545,77999,-347845,145156,4427542,1807559,2155404,-347845,1759678,2619983
2000:Q4,4282812,10707,97215,84218,26532,596136,28970,110794,193756,262616,11934,1823066,1246111,386893,362336,72991,-193493,145059,4323332,1826014,2019507,-193493,1785494,2497318
2001:Q1,4078680,9507,85189,80667,21600,615442,24462,116812,210432,263736,10245,1651570,1090945,513515,328472,70761,1828,112454,4126297,1860641,1858813,1828,1813024,2265656
2001:Q2,4218306,9648,78105,80473,20325,596082,23545,111017,206735,254785,10082,1799948,1126529,497114,342603,64343,-17630,107798,4265372,1896323,1913953,-17630,1849257,2369049
2001:Q3,4008414,9786,69734,80084,19021,578755,22498,110361,196281,249615,9949,1598003,992575,650507,295447,57207,193440,104413,4055055,1932506,1739066,193440,1885865,2122549
2001:Q4,4171730,9898,60767,78527,17674,559216,21284,103378,194571,239983,9750,1785331,1065212,585355,324502,48408,111746,100699,4218173,1968425,1856679,111746,1921982,2249748
2002:Q1,4304933,9904,59411,79647,18624,570019,22007,108018,191579,248415,10346,1778574,1145090,633318,346591,53365,131548,101814,4351910,1981409,1849861,131548,1934432,2370501
2002:Q2,4123165,9972,57677,84686,18685,585531,21788,105255,194427,264061,10320,1577062,1055669,723563,317034,50993,249148,106388,4168765,1994206,1745058,249148,1948606,2174559
2002:Q3,3917192,10054,56255,87802,18989,576290,21745,103439,187372,263734,10386,1378336,952392,826688,274306,55347,389560,107475,3961741,2007314,1617754,389560,1962765,1954427
2002:Q4,4030437,10118,56863,87945,19021,550500,21835,98904,178006,251755,10337,1493308,1018090,784255,290926,49933,339754,103642,4072475,2021095,1681341,339754,1979057,2051380
2003:Q1,4039188,10180,52765,86769,19439,570046,22180,106624,185821,255421,10267,1517484,968464,803774,283598,53470,359139,107567,4080432,2031535,1672396,359139,1990291,2048897
2003:Q2,4289313,10226,56225,87061,19817,583950,19563,111418,193301,259668,10097,1754021,1104616,663300,321082,49917,185526,106775,4329738,2042661,1857135,185526,2002236,2287077
2003:Q3,4344346,10263,53900,87404,20096,598538,19416,108321,204494,266307,10132,1798712,1126263,639038,333945,48597,154091,102405,4384990,2053838,1899747,154091,2013194,2331152
2003:Q4,4569239,10294,59540,87431,20459,622828,21315,113112,215435,272966,10249,1967418,1241098,549922,371095,49764,28232,100831,4610729,2064260,2036028,28232,2022770,2546469
2004:Q1,4638377,10303,57365,87323,20693,623581,21155,110091,216199,276136,10182,2026199,1269714,533017,366462,47487,18330,100738,4680017,2100098,2081768,18330,2058458,2579919
2004:Q2,4695640,10331,48809,87535,21236,625415,21213,111054,220099,273049,10137,2030368,1288765,573044,370970,50887,44536,106651,4737005,2135314,2090778,44536,2093949,2601691
2004:Q3,4715882,10363,50695,87802,21488,623096,21415,108814,223950,268917,10204,2026846,1267985,617403,357932,47904,107671,103896,4757238,2170786,2063115,107671,2129430,2586452
2004:Q4,4982889,10400,54890,87985,21011,621001,21136,108228,226281,265356,10030,2193261,1408778,575533,390055,46648,34297,104533,5023528,2207106,2172809,34297,2166467,2816422
2005:Q1,4982779,10443,53318,88368,21901,627865,21761,109570,228844,267690,9943,2136868,1433288,600785,384726,45497,67312,103250,5022896,2227067,2159755,67312,2186950,2795829
2005:Q2,5096299,10489,56969,88711,21894,635926,21806,110449,229122,274549,9922,2171903,1520619,579866,388188,43906,46619,101153,5136061,2248080,2201461,46619,2208318,2887981
2005:Q3,5254666,10566,60515,89376,21905,647695,21895,111797,232976,281027,9894,2245396,1629455,539864,397767,46226,-2809,98680,5294111,2269491,2272300,-2809,2230046,3024620
2005:Q4,5391305,10652,60914,90123,22079,664889,22103,111423,245249,286114,9813,2287801,1727011,518023,405228,44763,-30118,98150,5430482,2290385,2320503,-30118,2251208,3140097
2006:Q1,5487179,16073,29028,144359,6180,658181,36851,125213,163484,332633,15345,1863657,1841598,912758,408263,63258,6351,434886,5526134,2318724,2312373,6351,2279769,3207410
2006:Q2,5487063,16494,29143,145853,5282,661403,37599,125483,163159,335162,20877,1805783,1827270,974958,398039,63754,71543,441622,5525735,2346485,2274942,71543,2307813,3179250
2006:Q3,5611766,16915,29257,147252,4382,688311,38347,130414,170969,348581,26409,1864725,1888253,946262,398517,64249,35138,448358,5650191,2374129,2338991,35138,2335704,3276062
2006:Q4,5801423,17336,29370,148580,3484,682519,39095,131590,173251,338583,31940,1976297,2003479,908418,404781,64745,-16201,455093,5839115,2402038,2418239,-16201,2364346,3437077
2007:Q1,5891964,17639,30277,150520,3543,694303,40194,132726,177727,343656,32495,1992967,2049298,920922,411508,65879,-19610,463145,5928699,2433380,2452990,-19610,2396645,3495319
2007:Q2,6084118,17942,31184,152531,3603,691865,41293,131281,178053,341238,33049,2102757,2164695,886492,426550,67015,-78269,471196,6120388,2465300,2543569,-78269,2429030,3655088
2007:Q3,6190875,18245,32091,154625,3663,712416,42391,135527,183267,351231,33603,2121664,2224041,890527,435938,68150,-92808,479247,6227226,2497420,2590228,-92808,2461069,3729806
2007:Q4,6157122,18546,32998,156551,3723,733828,43489,140096,188424,361819,34157,2040978,2174149,962192,433876,69286,-28268,487298,6191356,2529140,2557408,-28268,2494906,3662216
2008:Q1,5960038,17130,31802,158194,3480,733874,41897,143945,191288,356744,32154,1844741,2022613,1116050,411169,72970,144519,487392,5995387,2549192,2404673,144519,2513843,3446195
2008:Q2,5964995,15714,30606,159478,3237,708565,40304,138548,192994,336719,30153,1814610,2019444,1183188,405652,76654,213396,487486,6001127,2568775,2355379,213396,2532643,3432352
2008:Q3,5719045,14297,29410,160977,2995,687533,38712,139402,183717,325702,28151,1655710,1802504,1337468,377878,80338,391672,487580,5755556,2588388,2196716,391672,2551877,3167168
2008:Q4,5296276,12881,28214,163164,2752,710197,37120,148919,190979,333179,26148,1275037,1480194,1597689,338332,84024,687659,487674,5331571,2608222,1920563,687659,2572927,2723349
2009:Q1,5183493,12239,28981,161004,2791,710435,37718,149354,173388,349975,25536,1111499,1405308,1725700,346531,81872,802663,494634,5219884,2619465,1816802,802663,2583074,2600419
2009:Q2,5488547,11597,29748,158229,2830,730913,38317,147669,176231,368696,24924,1269941,1628107,1632258,385051,79721,665891,501595,5524847,2630980,1965089,665891,2594680,2893867
2009:Q3,5824202,10954,30514,155425,2868,759314,38916,154098,173339,392961,24312,1448752,1872389,1519674,426147,77570,507401,508556,5860565,2642317,2134916,507401,2605954,3218248
2009:Q4,5951801,10312,31281,152772,2907,762342,39515,155555,157697,409575,23701,1504445,1955289,1508752,451641,75419,466176,515516,5988219,2652864,2186688,466176,2616446,3335355
2010:Q1,6142100,10845,31183,150042,2848,787839,39169,166612,164387,417671,24394,1599649,2038143,1497157,457304,79264,441534,519055,6178571,2708320,2266786,441534,2671849,3470251
2010:Q2,6012801,11377,31086,147380,2789,827762,38823,183910,172181,432848,25088,1424962,1898413,1643944,438545,83110,599695,522594,6049323,2763117,2163422,599695,2726595,3286206
2010:Q3,6334705,11910,30988,144682,2730,864807,38477,198338,182365,445627,25782,1590991,2088246,1574569,453977,86957,507503,526132,6371232,2817651,2310148,507503,2781124,3553581
2010:Q4,6604136,12442,30891,141940,2671,867278,38131,202198,181169,445780,26476,1778082,2220170,1524186,466228,90802,437485,529671,6640669,2872234,2434749,437485,2835701,3768435
2011:Q1,6787625,13815,31331,146058,2680,876822,38718,209176,178669,450259,25323,1862638,2318236,1510722,483557,91542,381519,554104,6824165,2900077,2518558,381519,2863537,3924088
2011:Q2,6833654,15187,31772,150258,2689,901078,39307,221475,178751,461545,24170,1833265,2334452,1540783,488665,92282,394661,565175,6870201,2928224,2533563,394661,2891677,3941977
2011:Q3,6513582,16559,32213,154722,2698,938994,39895,242590,179000,477509,23017,1525638,2073058,1746683,475403,93022,602016,576242,6550121,2956346,2354330,602016,2919807,3593775
2011:Q4,6737538,17932,32653,158859,2707,955513,40482,251646,178505,484880,21864,1680431,2199958,1667621,488614,93762,497940,587305,6774072,2983768,2485828,497940,2947234,3790304
2012:Q1,7060107,17442,31712,154514,2628,979643,39323,258532,176136,505652,22162,1882071,2409782,1560153,502626,90682,371012,595833,7096636,3005728,2634716,371012,2969199,4090908
2012:Q2,7017263,16953,30771,150381,2550,1023528,38164,276545,174033,534786,22461,1808310,2343863,1618446,498409,87601,428085,604351,7053786,3025527,2597442,428085,2989004,4028259
2012:Q3,7208059,16464,29829,146229,2471,1060580,37005,288307,174161,561107,22761,1904268,2459038,1566419,506583,84521,362452,612863,7244583,3042296,2679844,362452,3005772,4202287
2012:Q4,7259242,15975,28888,142108,2393,1085388,35845,297816,169305,582422,23060,1890700,2481487,1589243,508528,81441,377906,621368,7295765,3055354,2677448,377906,3018831,4240411
2013:Q1,7608327,15877,30060,145172,2498,1090253,37193,295615,166298,591147,22885,2037753,2646725,1617104,517633,80822,389783,628866,7644849,3156332,2766549,389783,3119810,4488517
2013:Q2,7746937,15781,31233,148437,2603,1071741,38541,287120,157664,588416,22711,2032448,2665422,1756561,516312,80205,523667,636377,7783460,3254861,2731194,523667,3218338,4528599
2013:Q3,8055944,15684,32406,151672,2708,1082662,39890,285496,156623,600653,22536,2095274,2828139,1824863,523371,79587,578004,643901,8092465,3352620,2774616,578004,3316099,4739845
2013:Q4,8420570,15587,33578,154758,2813,1086697,41239,281413,155598,608447,22362,2243776,3006887,1854112,531723,78969,591983,651437,8457092,3451336,2859353,591983,3414814,5005756
2014:Q1,8496914,16400,34054,155105,2860,1122718,41738,287664,160488,632828,22777,2232247,3065513,1845240,534142,78253,574452,658393,8533439,3453866,2879414,574452,3417341,5079573
2014:Q2,8656986,17214,34530,155437,2906,1156737,42239,293805,165229,655464,23192,2283371,3181868,1801731,539398,77536,519463,665334,8693512,3457622,2938159,519463,3421096,5235890
2014:Q3,8620619,18027,35007,155793,2952,1175383,42740,296560,165455,670628,23607,2225200,3146099,1838551,536176,76820,553292,672263,8657148,3461325,2908033,553292,3424796,5195823
2014:Q4,8719879,18841,35483,156078,2998,1209746,43239,304867,168063,693577,24022,2284263,3190243,1798205,538852,76104,504071,679178,8756420,3463551,2959480,504071,3427010,5292869
2015:Q1,8806257,19081,34632,155429,2917,1215670,42327,304967,169776,698600,23510,2307117,3260261,1787640,540623,79894,490839,676284,8842810,3458571,2967732,490839,3422018,5384239
2015:Q2,8791105,19320,33781,154918,2836,1189832,41413,294125,162722,691572,22998,2291650,3253559,1822211,537845,83685,527278,673403,8827669,3451683,2924405,527278,3415119,5375986
2015:Q3,8513054,19560,32931,154478,2755,1194448,40499,294529,161279,698141,22486,2107237,3043467,1935692,524773,87475,652912,670532,8549632,3443852,2790940,652912,3407274,5105780
2015:Q4,8649407,19799,32079,153862,2673,1175795,39586,286719,158288,691202,21974,2220447,3127880,1894898,526972,91266,608985,667675,8685998,3436316,2827331,608985,3399725,5249682
2016:Q1,8740370,19123,31909,155129,2653,1222053,39455,300117,163515,718966,22041,2200332,3186535,1900595,530861,93472,600828,675434,8776974,3444183,2843355,600828,3407579,5332791
2016:Q2,8846593,18447,31740,156209,2633,1257298,39325,310075,167911,739987,22108,2217884,3240330,1899944,537186,95677,583901,683180,8883209,3452823,2868922,583901,3416207,5430386
2016:Q3,9023720,17771,31570,157246,2613,1267021,39194,312739,169531,745557,22176,2276407,3356488,1892428,545427,97884,558205,690912,9060333,3461495,2903290,558205,3424882,5598838
2016:Q4,9073442,17095,31399,158297,2593,1231582,39063,304124,168065,720330,22242,2329911,3352752,1927571,546515,100090,582336,698630,9110051,3469486,2887151,582336,3432877,5640565
2017:Q1,9346882,18269,32304,158208,2680,1270754,40018,316008,174604,740124,23345,2439909,3519096,1882317,552506,104882,507735,717194,9383488,3482062,2974327,507735,3445456,5901426
2017:Q2,9534268,19442,33208,158172,2768,1320102,40973,329745,182098,767286,24448,2488019,3624889,1863220,555750,109673,462021,735776,9570871,3493638,3031617,462021,3457035,6077233
2017:Q3,9763172,20615,34112,158593,2856,1357414,41927,340841,188401,786245,25550,2576101,3755482,1832449,560331,114464,403279,754375,9799768,3504723,3101444,403279,3468127,6295045
2017:Q4,10020077,21788,35017,158868,2943,1391161,42882,350889,193640,803750,26652,2713027,3886598,1784023,565080,119256,326696,772991,10056666,3516039,3189343,326696,3479450,6540627
2018:Q1,9986496,20533,33756,158760,2820,1376989,41559,351012,194818,789600,25940,2664578,3860178,1842942,563912,110618,397808,770604,10023077,3519582,3121774,397808,3483001,6503495
2018:Q2,10090821,19279,32494,158503,2698,1379220,40236,355964,197024,785996,25227,2735148,3903508,1834744,567472,101979,397063,768230,10127394,3523631,3126568,397063,3487058,6603763
2018:Q3,10317282,18025,31233,158301,2575,1394587,38914,358044,199651,797978,24516,2896356,4019490,1772199,574290,93340,338705,765864,10353846,3527952,3189247,338705,3491388,6825894
2018:Q4,9695803,16770,29972,158458,2452,1416067,37591,371912,205044,801520,23803,2447979,3594562,2005740,555839,84701,601689,763511,9732357,3532257,2930568,601689,3495703,6200100
2019:Q1,10296745,18604,26110,163672,5784,1469607,36975,390904,210753,830975,23648,2735930,3952840,1900550,573889,83557,452140,790964,10333289,3565403,3113263,452140,3528859,6767886
2019:Q2,10540811,20437,22248,169010,9115,1522365,36360,413608,217254,855143,23493,2792123,4070846,1911174,581458,82414,428886,818416,10577345,3597951,3169065,428886,3561417,6979394
2019:Q3,10629320,22270,18387,174443,12447,1560253,35745,434030,222259,868219,23338,2768196,4077736,1972250,584086,81269,461026,845869,10665853,3629762,3168736,461026,3593229,7036091
2019:Q4,11042873,24103,14525,179697,15779,1565782,35129,440034,224081,866538,23183,2961841,4307575,1950388,592160,80125,404780,873323,11079404,3660890,3256110,404780,3624359,7418514
2020:Q1,10052683,26817,13417,195040,16726,1601124,35502,505543,245920,814159,21525,2286320,3567838,2323876,562468,79444,760086,921878,10089212,3671700,2911614,760086,3635171,6417512
2020:Q2,10927329,28383,11410,203501,18114,1674880,35152,521841,230576,887311,20424,2762900,4100360,2107357,588467,76355,488670,953865,10963855,3682038,3193368,488670,3645512,7281817
2020:Q3,11328882,30162,9416,212919,19516,1677028,34873,539876,226225,876054,19203,2982492,4315377,2062769,596065,73407,403938,989359,11365408,3692013,3288075,403938,3655487,7673395
2020:Q4,12025694,31603,7115,219657,21073,1695503,34363,549984,221782,889374,18142,3381812,4728896,1921893,614001,69668,218137,1020087,12062219,3702065,3483928,218137,3665540,8360154
2021:Q1,12280740,32062,5796,221843,21930,1602698,33959,527292,208883,832564,17743,3585598,4875561,1917509,613566,67322,204909,1031712,12317264,3712117,3507208,204909,3675593,8605147
2021:Q2,12753521,33269,6557,227715,23426,1641848,33404,551611,207002,849831,16821,3846095,5132942,1824848,627888,63573,75021,1058366,12790044,3722169,3647148,75021,3685646,9067875
2021:Q3,12735986,34388,6629,233765,24722,1640491,32950,563809,202633,841099,15982,3804526,5082696,1892787,624865,60392,124851,1082679,12772503,3732221,3607370,124851,3695704,9040282
2021:Q4,13152305,35075,6217,237646,25966,1636569,32371,574005,194344,835849,15391,4120259,5272261,1802921,638774,57000,7369,1099778,13188815,3742273,3734904,7369,3705763,9446542
