1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003:Q1,10655,544,10328,0,-217,10655,0,10,10,-24,-27,3674,0,143,72,-490,3145,3679,611,-85,-63
2003:Q2,17555,860,16340,0,355,17555,0,10,11,164,518,6193,0,675,39,770,3667,3620,1837,-5,56
2003:Q3,18743,944,17930,0,-131,18743,0,10,10,3,1245,4797,0,511,68,632,1264,7655,2553,-8,3
2003:Q4,24322,1191,22631,0,500,24322,0,10,10,91,2673,4974,0,416,76,-2172,4073,11520,2310,105,236
2004:Q1,11213,489,9282,0,1443,11213,0,10,398,235,1974,6432,0,130,34,-906,3630,-4542,3878,-52,-8
2004:Q2,15055,704,13371,0,980,15055,0,10,399,76,-1367,5552,0,248,-8,934,3696,3122,2236,-19,176
2004:Q3,15429,742,14096,0,591,15429,0,10,398,-77,5028,5912,0,532,16,-893,4037,-926,1440,42,-90
2004:Q4,7945,369,7011,0,565,7945,0,10,398,214,-4271,5928,0,989,-37,-163,2891,-657,2721,-110,32
2005:Q1,9849,494,9377,0,-22,9849,0,6,468,176,361,6201,0,256,-17,-705,2346,-1249,1983,-20,43
2005:Q2,19018,957,18175,0,-114,19018,0,7,468,-170,3617,10795,0,511,-3,-70,1386,-1264,3811,-24,-46
2005:Q3,16690,804,15278,0,608,16690,0,6,468,-112,6206,8006,0,376,-4,-622,1990,-1131,1338,-5,174
2005:Q4,19427,1002,19033,0,-608,19427,0,6,467,98,678,5797,0,858,-18,523,4787,-808,6834,74,131
2006:Q1,8977,444,8436,0,97,8977,0,-32,-135,-261,-2940,7618,0,696,-21,235,3256,-2807,2992,0,376
2006:Q2,8842,454,8630,0,-242,8842,0,-32,-135,-44,2841,3438,0,1341,-15,344,2631,-3196,2222,-470,-83
2006:Q3,9989,448,8514,0,1027,9989,0,-33,-135,43,3505,3320,0,961,-18,655,2365,-3238,2288,-101,377
2006:Q4,15370,797,15140,0,-567,15370,0,-32,-135,91,3767,1917,0,662,-44,-303,4152,-3225,6008,97,2415
2007:Q1,18969,959,18219,0,-209,18969,0,-72,651,-95,4579,-23,0,981,-7,424,5911,-1781,8086,-305,620
2007:Q2,13121,686,13025,0,-589,13121,0,-73,651,69,-2593,894,0,1492,37,503,8111,-1273,5154,-52,201
2007:Q3,25221,1345,25547,0,-1671,25221,0,-73,652,-271,4484,5520,0,1368,64,538,6841,144,6365,11,-422
2007:Q4,35722,1779,33808,0,135,35722,0,-73,651,-47,467,1374,0,5589,0,2342,21447,2210,1687,294,-219
2008:Q1,13527,615,11684,0,1228,13527,0,-23,-260,-117,-741,6418,0,-631,234,-455,11571,-282,-2626,452,-13
2008:Q2,13203,662,12584,0,-43,13203,0,-30,-260,4,-870,5539,0,-550,92,-2546,10360,2554,-1388,419,-121
2008:Q3,5753,260,4947,0,546,5753,0,-30,-260,-11,-2043,2357,-1,-770,261,-484,11552,-1950,-2226,21,-663
2008:Q4,5417,241,4582,0,593,5417,0,-30,-260,226,-3637,555,-155,-1197,-291,-696,9032,4327,-1625,-725,-107
2009:Q1,1018,12,222,0,784,1018,0,-15,-106,-110,-3053,2165,3,-1367,-86,-139,4745,1053,-1727,-175,-170
2009:Q2,9831,414,7857,0,1561,9831,0,-16,-105,-34,5927,65,83,-1296,95,-226,4193,3729,-2076,-89,-419
2009:Q3,3173,156,2958,0,59,3173,0,-16,-106,12,2874,-2363,249,-1138,144,7,3915,3358,-2220,-187,-1356
2009:Q4,-4102,-198,-3763,0,-141,-4102,0,-16,-106,268,1324,-8895,-692,-1681,171,-214,1336,4818,-115,-203,-97
2010:Q1,-3678,-172,-3274,0,-231,-3678,0,-6,365,-207,2079,-1149,61,-639,272,93,-4814,1922,-1376,-165,-114
2010:Q2,-5011,-249,-4739,0,-22,-5011,0,-6,365,58,-2215,-4087,-72,-570,298,61,-482,4008,-2163,-199,-7
2010:Q3,4512,196,3719,0,597,4512,0,-6,364,-188,3703,-1926,-202,-20,-104,88,2124,3516,-2657,-67,-113
2010:Q4,2911,142,2697,0,72,2911,0,-17,365,34,2946,-5042,-268,-173,-52,-199,5125,3049,-2485,-296,-76
2011:Q1,-3925,-166,-3146,0,-613,-3925,0,-2,-508,-53,-1012,-3380,8,145,-51,-93,-406,4336,-2254,-500,-155
2011:Q2,-3042,-159,-3022,0,139,-3042,0,-2,-508,-195,-2126,-1187,-331,683,-163,42,-1439,5799,-3216,-394,-5
2011:Q3,577,17,324,0,236,577,0,-2,-508,-27,-1346,-1664,-285,873,-197,667,1778,3967,-2367,-280,-32
2011:Q4,6722,319,6058,0,345,6722,0,-3,-508,-11,3469,-330,55,588,117,-238,2839,5139,-4061,-302,-32
2012:Q1,2043,144,2738,0,-839,2043,0,-7,-211,5,-1267,536,-1391,960,-112,-460,2074,4714,-2622,-149,-27
2012:Q2,5313,291,5537,0,-515,5313,0,-7,-211,-158,-1046,2089,-117,923,-62,-180,-877,7940,-2864,-161,44
2012:Q3,10380,520,9871,0,-10,10380,0,-7,-212,-190,2454,2105,13,800,-78,-69,4139,5228,-3544,-261,2
2012:Q4,10122,495,9411,0,216,10122,0,-7,-211,9,-2173,4622,-13,491,-80,30,888,9008,-2332,-234,124
2013:Q1,9263,235,4461,0,4567,9263,0,6,88,-95,3017,2618,-133,2006,-89,-311,-3536,7260,-1729,-107,268
2013:Q2,9711,517,9818,0,-624,9711,0,6,87,-10,-928,7351,-397,2683,-92,-123,-3850,9337,-5485,-542,1674
2013:Q3,14843,762,14487,0,-406,14843,0,6,87,-143,144,9857,156,3339,-90,-449,-6265,8688,-424,-35,-28
2013:Q4,15965,826,15703,0,-564,15965,0,5,87,265,2720,10725,412,3060,-71,-316,-8297,8303,-1126,-159,357
2014:Q1,12532,645,12258,0,-371,12532,0,8,-33,-40,643,9285,-143,2469,-93,283,-4613,4918,-190,17,21
2014:Q2,13455,638,12117,0,700,13455,0,7,-33,-107,-1630,10917,152,2997,97,636,-4595,5564,-499,42,-93
2014:Q3,14626,734,13954,0,-62,14626,0,7,-33,-262,-3265,7974,-132,3291,109,-545,2148,5618,-658,-77,451
2014:Q4,23304,1110,21092,0,1102,23304,0,8,-33,-190,2388,9536,-97,3782,-147,147,4334,8196,-1056,81,-3645
2015:Q1,23922,1157,21984,0,781,23922,0,88,618,-82,2462,8930,161,1790,-65,170,6358,3597,325,10,-440
2015:Q2,26379,1279,24292,0,808,26379,0,88,617,-69,-886,11037,198,2621,-65,138,5662,8879,-999,-769,-73
2015:Q3,18837,968,18391,0,-522,18837,0,88,618,-187,-1625,15084,552,2515,-65,70,-38,6025,-4475,-34,309
2015:Q4,33393,1737,33002,0,-1346,33393,0,89,617,23,3542,16012,257,4338,-65,-419,-3622,13677,-976,-7,-73
2016:Q1,26109,1303,24757,0,49,26109,0,-86,-174,-61,536,9042,225,2616,-65,121,9911,9142,-5049,-69,20
2016:Q2,25576,1251,23760,0,566,25576,0,-85,-174,-53,601,14278,758,3412,-65,228,-4303,13070,-1270,-60,-761
2016:Q3,32577,1564,29725,0,1288,32577,0,-85,-174,-206,2533,9973,548,3200,-65,2700,10690,7794,-3976,-642,287
2016:Q4,33206,1638,31127,0,441,33206,0,-86,-174,61,943,9961,656,4234,-65,-1094,9923,11338,-4106,1349,266
2017:Q1,25970,1396,26531,0,-1957,25970,0,9,737,-83,1730,8196,-142,3988,-65,-1243,10895,7970,-4135,-2178,291
2017:Q2,25721,1343,25526,0,-1148,25721,0,9,737,233,38,8806,813,4618,-65,-637,1721,11686,-2547,-141,450
2017:Q3,26727,1396,26523,0,-1192,26727,0,9,736,-378,806,2583,70,3370,-65,-1234,6967,12840,231,-39,831
2017:Q4,48485,2445,46463,0,-423,48485,0,9,737,-127,3016,4689,643,3739,-65,824,12111,20945,1956,-42,50
2018:Q1,24199,1250,23753,0,-804,24199,0,8,92,-131,-1816,7791,2156,5079,-65,162,-1269,12072,80,329,-289
2018:Q2,29662,1451,27574,0,637,29662,0,7,91,-53,2638,8087,-516,5438,-65,596,5284,9230,-1164,-987,1076
2018:Q3,36861,1884,35792,0,-815,36861,0,8,91,-69,1800,7334,1478,5771,-65,934,8607,8071,2503,-36,434
2018:Q4,34496,1897,36039,0,-3440,34496,0,7,92,-48,-1902,4406,411,5575,-65,-63,13188,13650,-919,-34,198
2019:Q1,25085,1313,24945,0,-1173,25085,0,8,220,-42,-211,5797,426,6146,-65,98,5129,7173,-2748,-49,3203
2019:Q2,26621,1346,25582,0,-307,26621,0,9,202,-3727,-1323,9498,531,5329,-65,-245,9163,6720,231,-36,334
2019:Q3,46031,2330,44261,0,-560,46031,0,8,276,3425,128,7432,188,6989,-65,78,13228,11720,1418,-42,1248
2019:Q4,37162,1813,34447,0,902,37162,0,8,240,5,566,7017,761,6764,-65,-372,3635,12466,3586,-29,2580
2020:Q1,21695,1053,20010,0,632,21695,0,9,559,-228,-1367,11119,1194,2181,-65,126,4564,2873,6666,-59,-5877
2020:Q2,33660,1665,31639,0,356,33660,0,9,710,-45,1578,7148,335,1395,-65,-298,20324,2618,212,-60,-201
2020:Q3,31216,1603,30448,0,-834,31216,0,9,229,-138,1404,5593,495,683,-65,70,4789,18260,-1031,-67,985
2020:Q4,45980,2258,42902,0,820,45980,0,9,-43,-68,992,970,592,3421,-65,-178,25737,14511,-877,-51,1030
2021:Q1,29601,1473,27996,0,132,29601,0,9,522,14,676,1469,29,1317,-65,148,7345,15702,1442,-59,1052
2021:Q2,25740,1304,24783,0,-347,25740,0,9,62,-37,400,10175,420,2535,-65,-21,-2370,12525,489,-59,1677
2021:Q3,27689,1375,26122,0,192,27689,0,10,441,-55,43,6171,-118,3756,-65,65,9418,4702,2141,-59,1239
2021:Q4,43973,2257,42883,0,-1167,43973,0,10,261,-182,-238,16157,1430,1962,-65,4,11153,4815,7080,-60,1646
