1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1998:Q2,312659,14741,280080,0,17838,312659,0,1238,7545,13842,47754,111443,0,30618,964,5791,15226,40393,27857,7762,2226
1998:Q3,321177,15004,285067,0,21106,321177,0,1159,8207,13684,50200,110305,0,30565,954,6020,15412,44580,29894,7810,2387
1998:Q4,334477,15542,295305,0,23630,334477,0,1080,8868,13634,53129,111670,0,31757,875,6275,16175,48255,33100,7522,2137
1999:Q1,344256,15948,303018,0,25290,344256,0,1038,8661,13617,53591,115017,0,31515,935,6382,17149,50636,36077,7608,2030
1999:Q2,350702,16321,310103,0,24278,350702,0,996,8453,13638,53772,115773,0,31800,995,6711,18693,52722,37734,7483,1932
1999:Q3,361316,16813,319452,0,25051,361316,0,954,8246,13652,53918,121470,0,31998,1055,6679,19863,54814,39306,7530,1831
1999:Q4,375156,18030,342565,0,14561,375156,0,912,8039,13631,55005,126974,0,32818,1116,7192,20497,57478,41626,7560,2308
2000:Q1,381966,18331,348294,0,15341,381966,0,895,7982,13698,55166,130459,0,32655,1123,6794,21749,59102,42613,7612,2118
2000:Q2,390385,18721,355702,0,15962,390385,0,878,7925,13756,54858,134972,0,33150,1125,6955,22308,61029,43749,7595,2085
2000:Q3,395707,18957,360182,0,16568,395707,0,861,7867,13818,54914,137235,0,33478,1133,6138,23063,62982,44505,7739,1974
2000:Q4,404487,19343,367521,0,17623,404487,0,844,7810,13941,54497,139061,0,33681,1133,6237,24951,65989,47042,7572,1729
2001:Q1,409263,19567,371764,0,17933,409263,0,859,8105,13332,54243,142678,0,33558,882,6194,26763,69264,44194,7470,1721
2001:Q2,420602,20122,382327,0,18153,420602,0,874,8399,13376,54711,143714,0,33858,1085,5823,28781,74062,46747,7429,1743
2001:Q3,429993,20627,391908,0,17458,429993,0,890,8693,13619,53825,148355,0,33887,1275,5964,30632,77308,46439,7362,1744
2001:Q4,446092,21349,405622,0,19122,446092,0,905,8987,13746,54156,149420,0,35634,1435,6005,33178,81610,52479,7093,1444
2002:Q1,452285,21618,410734,0,19933,452285,0,915,8932,13813,53535,151841,0,35675,1578,5995,35011,84468,52919,6238,1365
2002:Q2,462631,22138,420619,0,19874,462631,0,925,8877,13914,52877,156708,0,35824,1697,6236,36530,86628,54943,6038,1434
2002:Q3,469748,22467,426880,0,20401,469748,0,936,8822,13409,51944,159559,0,35928,1809,6437,38572,88471,56552,5923,1386
2002:Q4,486343,23276,442249,0,20818,486343,0,946,8767,14270,51945,162793,0,36824,1895,6559,41684,94539,59103,5721,1297
2003:Q1,496998,23820,452577,0,20601,496998,0,956,8777,14246,51918,166467,0,36967,1967,6069,44829,98218,59714,5636,1234
2003:Q2,514553,24680,468917,0,20956,514553,0,966,8788,14410,52436,172660,0,37642,2006,6839,48496,101838,61551,5631,1290
2003:Q3,533296,25624,486847,0,20825,533296,0,976,8798,14413,53681,177457,0,38153,2074,7471,49760,109493,64104,5623,1293
2003:Q4,559706,26919,511462,0,21325,559706,0,986,8808,14504,56354,182431,0,38569,2150,5299,68197,108737,66414,5728,1529
2004:Q1,570919,27408,520743,0,22768,570919,0,996,9206,14739,58328,188863,0,38699,2184,4393,71827,104195,70292,5676,1521
2004:Q2,585974,28111,534115,0,23748,585974,0,1006,9605,14815,56961,194415,0,38947,2176,5327,75523,107317,72528,5657,1697
2004:Q3,601403,28853,548211,0,24339,601403,0,1016,10003,14738,61989,200327,0,39479,2192,4434,79560,106391,73968,5699,1607
2004:Q4,609348,29222,555222,0,24904,609348,0,1026,10401,14952,57718,206255,0,40468,2155,4271,82451,105734,76689,5589,1639
2005:Q1,619197,29716,564599,0,24882,619197,0,1032,10869,15128,58079,212456,0,40724,2138,3566,84797,104485,78672,5569,1682
2005:Q2,638215,30672,582775,0,24768,638215,0,1039,11337,14958,61696,223251,0,41235,2135,3496,86183,103221,82483,5545,1636
2005:Q3,654905,31476,598053,0,25376,654905,0,1045,11805,14846,67902,231257,0,41611,2131,2874,88173,102090,83821,5540,1810
2005:Q4,674332,32478,617086,0,24768,674332,0,1051,12272,14944,68580,237054,0,42469,2113,3397,92960,101282,90655,5614,1941
2006:Q1,683309,32922,625522,0,24865,683309,0,1019,12137,14683,65640,244672,0,43165,2092,3632,96216,98475,93647,5614,2317
2006:Q2,692151,33376,634152,0,24623,692151,0,987,12002,14639,68481,248110,0,44506,2077,3976,98847,95279,95869,5144,2234
2006:Q3,702140,33825,642666,0,25650,702140,0,954,11867,14682,71986,251430,0,45467,2059,4631,101212,92041,98157,5043,2611
2006:Q4,717510,34621,657806,0,25083,717510,0,922,11732,14773,75753,253347,0,46129,2015,4328,105364,88816,104165,5140,5026
2007:Q1,736479,35580,676025,0,24874,736479,0,850,12383,14678,80332,253324,0,47110,2008,4752,111275,87035,112251,4835,5646
2007:Q2,749600,36266,689049,0,24285,749600,0,777,13034,14747,77739,254218,0,48602,2045,5255,119386,85762,117405,4783,5847
2007:Q3,774821,37610,714597,0,22614,774821,0,704,13686,14476,82223,259738,0,49970,2109,5793,126227,85906,123770,4794,5425
2007:Q4,810543,39390,748404,0,22749,810543,0,631,14337,14429,82690,261112,0,55559,2109,8135,147674,88116,125457,5088,5206
2008:Q1,824070,40005,760088,0,23977,824070,0,608,14077,14312,81949,267530,0,54928,2343,7680,159245,87834,122831,5540,5193
2008:Q2,837273,40667,772672,0,23934,837273,0,578,13817,14316,81079,273069,0,54378,2435,5134,169605,90388,121443,5959,5072
2008:Q3,847518,41152,781886,0,24480,847518,0,548,13557,14305,79036,275426,4491,53608,2696,4650,181157,88438,119217,5980,4409
2008:Q4,852935,41393,786469,0,25073,852935,0,518,13297,14531,75399,275981,4336,52411,2405,3954,190189,92765,117592,5255,4302
2009:Q1,853953,41405,786691,0,25857,853953,0,503,13191,14421,72346,278146,4339,51044,2319,3815,194934,93818,115865,5080,4132
2009:Q2,863784,41818,794548,0,27418,863784,0,487,13086,14387,78273,278211,4422,49748,2414,3589,199127,97547,113789,4991,3713
2009:Q3,866957,41974,797506,0,27477,866957,0,471,12980,14399,81147,275848,4671,48610,2558,3596,203042,100905,111569,4804,2357
2009:Q4,862855,41776,793743,0,27336,862855,0,455,12874,14667,82471,266953,3979,46929,2729,3382,204378,105723,111454,4601,2260
2010:Q1,859327,41611,790611,0,27105,859327,0,449,13239,14460,84550,265954,4040,46290,3001,3475,249691,57518,110078,4436,2146
2010:Q2,854317,41362,785872,0,27083,854317,0,443,13604,14518,82335,261867,3968,45720,3300,3536,249209,61526,107915,4237,2139
2010:Q3,858829,41557,789592,0,27680,858829,0,437,13968,14330,86038,259941,3766,45700,3196,3624,251333,65042,105258,4170,2026
2010:Q4,862970,41761,793457,0,27752,862970,0,420,14333,14364,88984,254899,3498,45527,3144,3425,256458,68091,102773,5104,1950
2011:Q1,859045,41595,790311,0,27139,859045,0,418,13825,14311,87972,251519,3506,45672,3093,3332,256052,72427,100519,4604,1795
2011:Q2,856003,41436,787289,0,27278,856003,0,416,13317,14116,85846,250332,3175,46355,2930,3374,254613,78226,97303,4210,1790
2011:Q3,856580,41453,787613,0,27514,856580,0,414,12809,14089,84500,248668,2890,47228,2733,4041,256391,82193,94936,3930,1758
2011:Q4,863302,41772,793671,0,27859,863302,0,411,12301,14078,87969,248338,2945,47816,2850,3803,259230,87332,90875,3628,1726
2012:Q1,865345,41916,796409,0,27020,865345,0,404,12090,14083,86702,248874,1554,48776,2738,3343,261304,92046,88253,3479,1699
2012:Q2,870658,42208,801945,0,26505,870658,0,397,11879,13925,85656,250963,1437,49699,2676,3163,260427,99986,85389,3318,1743
2012:Q3,881038,42727,811816,0,26495,881038,0,390,11667,13735,88110,253068,1450,50499,2598,3094,264566,105214,81845,3057,1745
2012:Q4,891160,43222,821227,0,26711,891160,0,383,11456,13744,85937,257690,1437,50990,2518,3124,265454,114222,79513,2823,1869
2013:Q1,900423,43457,825688,0,31278,900423,0,389,11544,13649,88954,260308,1304,52996,2429,2813,261918,121482,77784,2716,2137
2013:Q2,910134,43974,835506,0,30654,910134,0,395,11631,13639,88026,267659,907,55679,2337,2690,258068,130819,72299,2174,3811
2013:Q3,924977,44736,849993,0,30248,924977,0,401,11718,13496,88170,277516,1063,59018,2247,2241,251803,139507,71875,2139,3783
2013:Q4,940942,45563,865695,0,29684,940942,0,406,11805,13761,90890,288241,1475,62078,2176,1925,243506,147810,70749,1980,4140
2014:Q1,953474,46208,877953,0,29313,953474,0,414,11772,13721,91533,297526,1332,64547,2083,2208,238893,152728,70559,1997,4161
2014:Q2,966929,46846,890070,0,30013,966929,0,421,11739,13614,89903,308443,1484,67544,2180,2844,234298,158292,70060,2039,4068
2014:Q3,981555,47580,904024,0,29951,981555,0,428,11706,13352,86638,316417,1352,70835,2289,2299,236446,163910,69402,1962,4519
2014:Q4,1009092,48902,929137,0,31053,1009092,0,436,11673,13162,89026,325953,1255,74617,2142,2446,240780,172106,68346,2043,5107
2015:Q1,1033014,50059,951121,0,31834,1033014,0,524,12291,13080,91488,334883,1416,76407,2077,2616,247138,175703,68671,2053,4667
2015:Q2,1059393,51338,975413,0,32642,1059393,0,612,12908,13011,90602,345920,1614,79028,2012,2754,252800,184582,67672,1284,4594
2015:Q3,1078230,52306,993805,0,32120,1078230,0,700,13526,12824,88977,361004,2166,81543,1947,2824,252762,190607,63197,1250,4903
2015:Q4,1118811,54402,1033635,0,30774,1118811,0,789,14143,12847,92519,377016,2423,85881,1882,2405,249140,204284,62221,8431,4830
2016:Q1,1144920,55705,1058392,0,30823,1144920,0,703,13969,12786,93055,386058,2648,88497,1817,2526,259051,213426,57172,8362,4850
2016:Q2,1170496,56955,1082152,0,31389,1170496,0,618,13795,12733,93656,400336,3406,91909,1752,2754,254748,226496,55902,8302,4089
2016:Q3,1203074,58520,1111877,0,32677,1203074,0,533,13621,12527,96189,410309,3954,95109,1688,5454,265438,234290,51926,7660,4376
2016:Q4,1236280,60158,1143004,0,33118,1236280,0,447,13447,12588,97132,420270,4610,99343,1623,4360,275361,245628,47820,9009,4642
2017:Q1,1262250,61554,1169534,0,31161,1262250,0,456,14184,12505,98862,428466,4468,103331,1558,3117,286256,253598,43685,6831,4933
2017:Q2,1287971,62898,1195060,0,30013,1287971,0,465,14921,12738,98900,437272,5281,107949,1493,2480,287977,265284,41138,6690,5383
2017:Q3,1314698,64294,1221583,0,28821,1314698,0,474,15657,12360,99706,439855,5351,111319,1428,1246,294944,278124,41369,6651,6214
2017:Q4,1363183,66739,1268046,0,28398,1363183,0,483,16394,12233,102722,444544,5994,115058,1363,2070,307055,299069,43325,6609,6264
2018:Q1,1387382,67989,1291798,0,27594,1387382,0,491,16486,12102,100906,452335,8150,120137,1298,2232,305786,311141,43405,6938,5975
2018:Q2,1417044,69441,1319372,0,28231,1417044,0,498,16577,12049,103544,460422,7634,125575,1233,2828,311070,320371,42241,5951,7051
2018:Q3,1453905,71324,1355164,0,27416,1453905,0,506,16668,11980,105344,467756,9112,131346,1168,3762,319677,328442,44744,5915,7485
2018:Q4,1488401,73221,1391204,0,23976,1488401,0,513,16760,11932,103442,472162,9523,136921,1103,3699,332865,342092,43825,5881,7683
2019:Q1,1512591,74493,1415372,0,22726,1512591,0,521,16980,11890,103231,477959,9949,143067,1038,2902,337994,349265,41077,5832,10886
2019:Q2,1539212,75840,1440953,0,22419,1539212,0,530,17182,8163,101908,487457,10480,148396,973,2657,347157,355985,41308,5796,11220
2019:Q3,1585243,78169,1485215,0,21859,1585243,0,538,17458,11588,102036,494889,10668,155385,908,2735,360385,367705,42726,5754,12468
2019:Q4,1622405,79982,1519662,0,22761,1622405,0,546,17698,11593,102602,501906,11429,162149,843,2363,364020,380171,46312,5725,15048
2020:Q1,1644100,81035,1539672,0,23393,1644100,0,555,18257,11365,101235,513025,12623,164330,778,2489,368584,383044,52978,5666,9171
2020:Q2,1677760,82701,1571311,0,23749,1677760,0,564,18967,11320,102813,520173,12958,165725,713,2191,388908,385662,53190,5606,8970
2020:Q3,1708976,84303,1601758,0,22915,1708976,0,573,19196,11182,104217,525766,13453,166408,648,2261,393697,403922,52159,5539,9955
2020:Q4,1754956,86561,1644660,0,23735,1754956,0,582,19153,11114,105209,526736,14045,169829,583,2083,419434,418433,51282,5488,10985
2021:Q1,1784557,88035,1672656,0,23867,1784557,0,591,19675,11128,105885,528205,14074,171146,518,2231,426779,434135,52724,5429,12037
2021:Q2,1810298,89339,1697439,0,23520,1810298,0,600,19737,11091,106285,538380,14494,173681,453,2210,424409,446660,53213,5370,13714
2021:Q3,1837987,90714,1723561,0,23712,1837987,0,610,20178,11036,106329,544551,14376,177437,388,2275,433827,451362,55354,5311,14953
2021:Q4,1881960,92971,1766444,0,22545,1881960,0,620,20439,10854,106091,560708,15806,179399,323,2279,444980,456177,62434,5251,16599
