date,Other financial business; total financial assets,Other financial business; checkable deposits and currency; asset,Other financial business; money market fund shares; asset,Other financial business; security repurchase agreements; asset,Other financial business; debt securities; asset,Other financial business; commercial paper; asset,Other financial business; Treasury securities; asset,Other financial business; corporate and foreign bonds, including financial stabilization programs; asset,Other financial business; municipal securities held by COVID-19 Municipal Liquidity Facility (MLF); asset,Other financial business; other loans and advances; asset,Other financial business; corporate equities; asset,Other financial business; total miscellaneous assets,Foreign banking offices in the U.S.; equity investment by funding corporations; liability,Security brokers and dealers; investment by funding corporations; liability,Other financial business; unidentified miscellaneous assets of central clearing parties,Other financial business; total liabilities,Other financial business; debt securities; liability,Other financial business; commercial paper; liability,Other financial business; corporate and foreign bonds where the proceeds are down-streamed to broker-dealer subsidiaries by investment banks that are holding-company parents; liability,Other financial business; loans; liability,Monetary authority; depository institution loans n.e.c. to other financial business; asset,Other financial business; other loans and advances; liability,Other financial business; foreign direct investment in U.S.: intercompany debt; liability (market value),Other financial business; total miscellaneous liabilities,Security brokers and dealers; securities borrowed (net); asset,Other financial business; equity investment in funds associated with PPIP; liability,Other financial business; Exchange Stabilization Fund Economic Recovery Programs Equity Investment in Federal Reserve credit facility LLCs; liability,Other financial business; unidentified miscellaneous liabilities (net)
1945:Q4,25,0,0,0,25,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,25
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,119,0,0,0,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,119,0,0,0,119
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,138,0,0,0,138,138,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,138,0,0,0,138
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,268,0,0,0,268,268,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,268,0,0,0,268
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,345,0,0,0,345,345,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,345,0,0,0,345
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,491,0,0,0,491,491,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,491,0,0,0,491
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,862,0,0,0,862,862,0,0,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,862,0,0,0,862
1952:Q1,1054,0,0,0,1054,1054,0,0,0,0,0,0,0,0,0,1054,0,0,0,0,0,0,0,1054,0,0,0,1054
1952:Q2,958,0,0,0,958,958,0,0,0,0,0,0,0,0,0,958,0,0,0,0,0,0,0,958,0,0,0,958
1952:Q3,1107,0,0,0,1107,1107,0,0,0,0,0,0,0,0,0,1107,0,0,0,0,0,0,0,1107,0,0,0,1107
1952:Q4,1106,0,0,0,1106,1106,0,0,0,0,0,0,0,0,0,1106,0,0,0,0,0,0,0,1106,0,0,0,1106
1953:Q1,1340,0,0,0,1340,1340,0,0,0,0,0,0,0,0,0,1340,0,0,0,0,0,0,0,1340,0,0,0,1340
1953:Q2,1273,0,0,0,1273,1273,0,0,0,0,0,0,0,0,0,1273,0,0,0,0,0,0,0,1273,0,0,0,1273
1953:Q3,1447,0,0,0,1447,1447,0,0,0,0,0,0,0,0,0,1447,0,0,0,0,0,0,0,1447,0,0,0,1447
1953:Q4,1374,0,0,0,1374,1374,0,0,0,0,0,0,0,0,0,1374,0,0,0,0,0,0,0,1374,0,0,0,1374
1954:Q1,1498,0,0,0,1498,1498,0,0,0,0,0,0,0,0,0,1498,0,0,0,0,0,0,0,1498,0,0,0,1498
1954:Q2,1368,0,0,0,1368,1368,0,0,0,0,0,0,0,0,0,1368,0,0,0,0,0,0,0,1368,0,0,0,1368
1954:Q3,1372,0,0,0,1372,1372,0,0,0,0,0,0,0,0,0,1372,0,0,0,0,0,0,0,1372,0,0,0,1372
1954:Q4,1149,0,0,0,1149,1149,0,0,0,0,0,0,0,0,0,1149,0,0,0,0,0,0,0,1149,0,0,0,1149
1955:Q1,1456,0,0,0,1456,1456,0,0,0,0,0,0,0,0,0,1456,0,0,0,0,0,0,0,1456,0,0,0,1456
1955:Q2,1548,0,0,0,1548,1548,0,0,0,0,0,0,0,0,0,1548,0,0,0,0,0,0,0,1548,0,0,0,1548
1955:Q3,1607,0,0,0,1607,1607,0,0,0,0,0,0,0,0,0,1607,0,0,0,0,0,0,0,1607,0,0,0,1607
1955:Q4,1445,0,0,0,1445,1445,0,0,0,0,0,0,0,0,0,1445,0,0,0,0,0,0,0,1445,0,0,0,1445
1956:Q1,1967,0,0,0,1967,1967,0,0,0,0,0,0,0,0,0,1967,0,0,0,0,0,0,0,1967,0,0,0,1967
1956:Q2,1780,0,0,0,1780,1780,0,0,0,0,0,0,0,0,0,1780,0,0,0,0,0,0,0,1780,0,0,0,1780
1956:Q3,1721,0,0,0,1721,1721,0,0,0,0,0,0,0,0,0,1721,0,0,0,0,0,0,0,1721,0,0,0,1721
1956:Q4,1528,0,0,0,1528,1528,0,0,0,0,0,0,0,0,0,1528,0,0,0,0,0,0,0,1528,0,0,0,1528
