date,All sectors; total loans; liability,Domestic financial sectors; depository institution loans n.e.c.; asset,All sectors; other loans and advances; liability,All sectors; total mortgages; asset,All sectors; one-to-four-family residential mortgages; asset,All sectors; multifamily residential mortgages; asset,All sectors; commercial mortgages; asset,All sectors; farm mortgages; asset,Households and nonprofit organizations; consumer credit; liability,All sectors; total loans; liability,Domestic nonfinancial sectors; loans; liability,Households and nonprofit organizations; loans; liability,Nonfinancial corporate business; loans; liability,Nonfinancial noncorporate business; loans; liability,Federal government; loans; liability,State and local governments; U.S. government loans; liability,Domestic financial sectors; loans; liability,U.S.-chartered depository institutions; FHLB advances and Sallie Mae loans; liability,Credit unions; FHLB advances; liability,Property-casualty insurance companies; FHLB advances; liability,Life insurance companies, general accounts; FHLB advances; liability,Government-sponsored enterprises; U.S. government loans to Sallie Mae; liability,Finance companies; loans; liability,Real estate investment trusts; loans; liability,Security brokers and dealers; loans; liability,Other financial business; loans; liability,Rest of the world; loans; liability,All sectors; total loans; liability,Domestic nonfinancial sectors; loans; asset,Households and nonprofit organizations; loans; asset,Nonfinancial corporate business; loans; asset,Nonfinancial noncorporate business; loans; asset,Federal government; loans; asset,State and local governments; total mortgages; asset,Domestic financial sectors; loans; asset,Monetary authority; depository institution loans n.e.c.; asset,U.S.-chartered depository institutions; loans; asset,Foreign banking offices in the U.S.; loans; asset,Banks in U.S.-affiliated areas; loans; asset,Credit unions; loans; asset,Property-casualty insurance companies; commercial mortgages, including those held by U.S. residual market reinsurers; asset,Life insurance companies; loans; asset,Private pension funds; total mortgages; asset,Federal government; other loans and advances due to federal government defined contribution retirement funds; liability,State and local government employee defined benefit retirement funds; total mortgages; asset,Mutual funds; syndicated loans to nonfinancial corporate business; asset,Government-sponsored enterprises; loans; asset,Agency-and GSE-backed mortgage pools; total mortgages; asset,Issuers of asset-backed securities; loans; asset,Finance companies; loans; asset,Real estate investment trusts; total mortgages; asset,Security brokers and dealers; other loans and advances; asset,Holding companies; other loans and advances; asset,Other financial business; other loans and advances; asset,Rest of the world; U.S. nonfinancial business loans; asset
1964:Q4,548562,90007,64169,307034,202335,34578,51179,18942,87352,548562,502079,317130,94392,86267,1826,2464,22221,5325,0,0,0,131,8388,0,8377,0,24262,548562,94576,41275,12365,3779,34633,2524,453986,0,317414,2738,301,6887,120,62292,2778,0,3070,0,14245,624,0,37907,0,5610,0,0,0
1965:Q1,556881,91087,65418,312731,205891,35384,51982,19474,87645,556881,511329,320497,98084,88375,1850,2523,20197,4747,0,0,0,27,7881,0,7542,0,25355,556881,94367,41419,11493,3495,35386,2574,462514,0,323262,2794,319,6994,124,63586,2919,0,3221,0,14052,676,0,38995,0,5572,0,0,0
1965:Q2,578142,97692,68197,320010,210329,36300,53197,20184,92243,578142,528172,329929,102184,91528,1876,2655,24285,5586,0,0,0,0,9726,0,8973,0,25685,578142,96273,41802,12125,3662,36062,2622,481869,0,337587,2723,338,7453,130,64766,3175,0,3389,0,15321,730,0,40665,0,5592,0,0,0
1965:Q3,587312,97101,68425,327395,215042,37243,54413,20697,94391,587312,538530,336667,103575,93708,1861,2719,23105,5802,0,0,0,129,10233,0,6941,0,25677,587312,96857,41843,12131,3670,36546,2667,490455,0,343397,2850,357,7705,137,65974,3298,0,3567,0,15802,797,0,41151,0,5420,0,0,0
1965:Q4,609161,105630,71532,334510,219449,38213,55661,21187,97489,609161,556215,345863,110136,95594,1845,2777,26776,5997,0,0,0,336,11706,0,8737,0,26170,609161,99908,42301,13314,4040,37540,2713,509253,0,357548,2570,374,7904,142,67691,3385,0,3746,0,16369,869,0,42669,0,5986,0,0,0
1966:Q1,615871,104231,73285,341259,223358,39187,57017,21697,97096,615871,565059,348849,112566,98991,1830,2823,24299,5687,0,0,0,238,10895,0,7479,0,26513,615871,99409,41956,12265,3701,38729,2758,516462,0,360969,2632,390,7979,140,69093,3508,0,3936,0,17306,949,0,43423,0,6137,0,0,0
1966:Q2,638625,113634,76362,348424,227232,40075,58796,22321,100205,638625,583942,358365,118663,102189,1815,2910,27733,6783,0,0,0,0,12095,0,8855,0,26950,638625,102024,43122,12891,3830,39376,2805,536601,0,375726,2614,404,8385,140,70682,3591,0,4143,0,19387,1033,0,44193,0,6303,0,0,0
1966:Q3,642935,110787,77087,354072,230272,40708,60317,22775,100989,642935,590721,362093,119907,103714,1800,3207,25408,7175,0,0,0,401,10585,0,7247,0,26806,642935,103912,43937,12560,3725,40842,2848,539023,0,375941,2754,418,8679,140,72222,3710,0,4344,0,20369,1167,0,43374,0,5905,0,0,0
1966:Q4,657781,116906,78916,358537,232742,41275,61468,23052,103422,657781,602686,368393,123828,105278,1783,3404,27688,6935,0,0,0,103,11074,0,9576,0,27407,657781,106387,44552,13511,3988,41448,2888,551394,0,384056,3018,433,8888,143,73726,3911,0,4516,0,20502,1314,0,44937,0,5950,0,0,0
1967:Q1,658331,114065,81056,361862,234221,41968,62233,23440,101348,658331,605660,368006,125358,107112,1770,3414,24183,5175,0,0,0,56,9285,0,9667,0,28488,658331,107823,45721,12509,3654,43017,2922,550508,0,382185,3121,448,8866,171,74865,3991,0,4681,0,19438,1480,0,44783,0,6479,0,0,0
1967:Q2,672887,118872,82437,367447,237076,42801,63577,23993,104131,672887,619392,375100,128539,110534,1755,3464,24318,4302,0,0,0,0,10311,0,9705,0,29177,672887,110168,46643,13006,3730,43841,2948,562719,0,392552,3183,464,9251,176,75796,3976,0,4847,0,19040,1660,0,44791,0,6983,0,0,0
1967:Q3,682194,117645,84240,374765,241547,43748,64924,24546,105544,682194,626597,380913,127532,112844,1738,3570,25909,4122,0,0,0,497,10233,0,11057,0,29688,682194,112144,47453,12806,3627,45283,2975,570050,0,397437,3265,480,9489,181,76507,4059,0,4925,0,19477,1821,0,44487,0,7922,0,0,0
1967:Q4,711556,133476,87458,382055,245974,44815,66249,25017,108567,711556,653311,402322,130079,115611,1720,3579,27879,4386,0,0,0,36,10712,0,12745,0,30366,711556,115450,48766,13793,3872,46016,3003,596106,0,418769,3285,494,9671,185,77575,4083,0,5003,0,20434,1988,0,45455,0,9164,0,0,0
1968:Q1,706528,122267,88968,388021,249378,45477,67543,25623,107272,706528,650827,393697,134278,117514,1702,3636,24702,4269,0,0,0,62,8707,145,11519,0,30999,706528,115819,48881,12730,3592,47572,3044,590709,0,410912,3441,499,9714,188,78309,4091,0,5148,0,21439,2169,0,46055,151,8593,0,0,0
1968:Q2,731422,128992,95608,395418,253675,46242,69114,26387,111404,731422,671707,406261,138539,121388,1684,3835,28472,4889,0,0,0,56,10278,287,12962,0,31243,731422,119842,51479,13144,3677,48452,3090,611580,0,424568,3532,505,10231,190,79118,4050,0,5269,0,22879,2359,0,47982,383,10514,0,0,0
1968:Q3,744673,129278,98148,403087,258183,47141,70927,26836,114160,744673,681976,413578,139162,123688,1670,3878,31107,5026,0,0,0,294,9889,495,15403,0,31590,744673,123084,53888,12687,3532,49836,3141,621589,0,432151,3664,511,10638,192,79949,4071,0,5275,0,23254,2444,0,48142,539,10759,0,0,0
1968:Q4,772004,140129,101170,411381,262934,48251,73019,27177,119324,772004,705721,426692,146800,126582,1654,3993,34326,5259,0,0,0,283,11819,766,16199,0,31957,772004,125737,53960,13896,3852,50834,3195,646267,0,450420,3654,517,11007,193,81281,4067,0,5362,0,23783,2526,0,50622,830,12005,0,0,0
1969:Q1,772224,138544,98729,416067,264857,49196,74367,27647,118884,772224,710472,425240,149814,129653,1635,4130,29349,5331,0,0,0,0,10803,982,12233,0,32403,772224,120470,48804,12925,3530,51968,3243,651754,0,453544,3908,548,11225,195,82107,4079,0,5426,0,24921,2616,0,51572,992,10271,350,0,0
1969:Q2,801229,146765,106565,424224,269738,50352,75792,28342,123675,801229,734067,436394,157072,134786,1610,4205,34021,6413,0,0,0,0,13021,1078,13509,0,33141,801229,123604,50309,13326,3667,53000,3302,677625,0,469921,4183,593,11958,196,83219,4069,0,5475,0,27094,2701,0,55438,1275,9841,1662,0,0
1969:Q3,810160,143920,108380,432047,274512,51512,77271,28752,125813,810160,746083,441993,159611,138610,1598,4271,30760,7940,0,0,0,0,11103,1154,10563,0,33317,810160,122106,47642,13251,3685,54096,3432,688054,0,473017,4617,642,12448,197,84550,4134,0,5550,0,29856,2949,0,56522,1498,8216,3858,0,0
1969:Q4,838599,153314,116143,439911,278689,53176,79051,28995,129231,838599,768012,453272,166523,141905,1573,4739,36664,9289,0,0,0,0,12817,1385,13173,0,33923,838599,129085,51888,14263,4012,55270,3652,709514,0,485479,4973,685,12759,200,85852,4216,0,5575,0,32960,3204,0,59182,2007,8476,3946,0,0
1970:Q1,835736,146427,119666,442980,280971,53467,78950,29592,126663,835736,767905,445469,181106,135076,1556,4698,33575,9745,0,0,0,0,11674,1224,10932,0,34256,835736,125847,48591,13199,3814,56165,4078,709889,0,478159,5794,715,12706,208,87217,4230,0,5650,0,35561,3499,0,59660,2355,7298,6837,0,0
1970:Q2,856074,152395,123663,450595,284366,55054,81253,29922,129421,856074,785781,451801,187854,140022,1532,4572,35431,10236,0,0,0,0,14194,1345,9656,0,34862,856074,127853,49323,13497,3978,56868,4187,728221,0,489075,5888,738,13248,220,88418,4213,0,5808,0,37735,3713,0,61806,2744,6532,8083,0,0
1970:Q3,869138,155114,122285,460315,288349,57668,84057,30241,131424,869138,796992,458431,187596,144693,1506,4766,37329,10525,0,0,0,0,14178,1414,11212,0,34817,869138,131666,51592,13887,4180,57654,4353,737472,0,496760,6888,759,13672,233,89285,4193,0,5789,0,39610,4132,0,60976,3152,6795,5228,0,0
1970:Q4,888774,161869,123881,469364,292240,60129,86503,30492,133660,888774,811529,467163,189495,148557,1498,4816,41324,10615,0,0,0,0,14977,1579,14153,0,35921,888774,135800,53672,14876,4529,58154,4569,752974,0,509160,7529,783,13786,245,90439,4171,0,5920,0,40665,4755,0,61475,3904,7188,2954,0,0
1971:Q1,893866,157893,124717,477184,296349,62312,87700,30823,134072,893866,817979,469639,189253,152694,1484,4909,39044,9690,0,0,0,0,14756,1870,12728,0,36843,893866,135633,51838,15887,4431,58602,4875,758233,0,511075,7363,809,13813,245,90829,4080,0,6019,0,40310,5957,0,63251,4322,7302,2858,0,0
1971:Q2,919841,164977,125818,490134,303206,65052,90090,31786,138912,919841,844447,483064,194719,160360,1463,4841,37755,7241,0,0,0,0,16306,2032,12176,0,37639,919841,137772,52070,16379,4816,59476,5031,782069,0,530564,7348,863,14513,240,91040,3914,0,6170,0,38618,7572,0,65035,4975,8159,3058,0,0
1971:Q3,939524,165434,126405,504220,311379,67399,93327,32115,143465,939524,864772,495415,197114,165708,1445,5090,36481,7637,0,0,0,0,14339,2248,12257,0,38271,939524,137205,50141,16633,5082,59991,5358,802319,0,545077,7797,890,15145,233,91563,3768,0,6178,0,40656,8369,0,65383,5515,8785,2960,0,0
1971:Q4,970062,172894,130056,517869,318411,70094,96983,32381,149243,970062,889419,511310,200340,171162,1426,5181,41476,7936,0,0,0,0,15926,2315,15299,0,39167,970062,140005,50938,17553,5587,60279,5648,830057,0,564425,8160,915,15617,223,92561,3658,0,6288,0,42290,9516,0,67597,6203,9764,2840,0,0
1972:Q1,985729,173818,131501,531563,325753,72680,100034,33096,148847,985729,906372,518277,205318,175928,1401,5448,39363,5992,0,0,0,0,15902,2823,14646,0,39994,985729,138671,49756,16284,5546,61102,5983,847058,0,576094,8619,917,15791,215,92665,3332,0,6309,0,41621,10542,0,69400,7135,11646,2772,0,0
1972:Q2,1023121,183464,133248,550187,335726,76046,104306,34109,156222,1023121,941609,537901,211022,186158,1383,5145,41708,6075,0,0,0,0,16816,3146,15671,0,39804,1023121,140774,50502,16804,5857,61225,6386,882347,0,603406,8442,894,16937,204,92926,3133,0,6257,0,42989,11748,0,71896,8219,13000,2296,0,0
1972:Q3,1050443,186789,132759,569366,347347,78834,108330,34855,161529,1050443,967170,553025,214340,193172,1362,5271,43021,6736,0,0,0,0,17517,3206,15562,0,40252,1050443,141086,48996,17228,6096,62093,6673,909357,0,624270,9068,971,17445,193,93359,2865,0,6340,0,44696,12815,0,72756,8921,13394,2264,0,0
1972:Q4,1101156,202517,140096,589786,357381,82876,114168,35361,168757,1101156,1007146,571267,226463,202550,1340,5526,52483,7979,0,0,0,0,20881,4121,19502,0,41527,1101156,144986,50969,18224,6630,62128,7035,956170,0,657081,10402,924,17964,181,94951,2728,0,6470,0,47050,14404,0,77536,10396,13485,2598,0,0
1973:Q1,1132183,213491,141873,605291,365955,84593,118253,36490,171528,1132183,1040639,583178,238367,212979,1318,4797,48934,8420,0,0,0,0,20406,5289,14819,0,42610,1132183,142318,48140,17290,6461,63114,7313,989676,0,683824,10744,920,18465,176,95450,2514,0,6632,0,49595,15160,0,79365,11269,12401,3161,0,189
1973:Q2,1182623,226429,147846,627950,378024,87957,124008,37961,180398,1182623,1084068,601606,251929,224678,1300,4555,54391,11145,0,0,0,0,22865,6405,13976,0,44164,1182623,144658,49631,18279,6673,62519,7556,1037799,0,718288,11183,915,19653,173,96695,2439,0,6821,0,54387,16615,0,83310,12955,10845,3520,0,166
1973:Q3,1221698,232673,153322,649008,389894,91127,129035,38952,186695,1221698,1121288,620316,265091,229626,1284,4971,56585,14298,0,0,0,0,22512,6870,12905,0,43825,1221698,145755,48255,18394,6598,64506,8002,1075919,0,742563,12353,975,20605,171,98784,2361,0,6888,0,60051,17057,0,84384,14909,10181,4637,0,24
1973:Q4,1260932,242085,159324,666543,399840,93191,133706,39806,192980,1260932,1152319,636277,279716,230141,1269,4916,63373,15147,0,0,0,0,24370,7781,16075,0,45240,1260932,150545,50804,19480,6722,64804,8735,1110355,0,763884,13563,1036,21074,166,101568,2376,0,7141,0,62672,18040,0,89430,15956,9149,4300,0,32
1974:Q1,1276419,245131,159415,681413,407909,95355,137455,40694,190460,1276419,1172632,639936,287422,239051,1249,4974,58865,14995,0,0,0,0,22918,8935,12017,0,44922,1276419,146686,49251,18532,6475,63240,9188,1129682,0,775680,13919,1092,21003,164,102823,2393,0,7277,0,64537,19709,0,90979,16700,8502,4904,0,51
1974:Q2,1330291,262935,169825,700754,418838,97221,142377,42318,196777,1330291,1217075,659905,300266,250896,1227,4781,64365,17642,0,0,0,0,23727,10146,12850,0,48851,1330291,152883,52085,19803,6572,64771,9652,1177290,0,809518,16322,1148,21920,162,104530,2377,0,7330,0,71079,20132,0,92729,16638,8033,5372,0,118
1974:Q3,1365149,268407,178927,716574,428859,98933,145045,43737,201241,1365149,1247502,677711,302541,260881,1196,5173,66540,20772,0,0,0,110,22109,10955,12594,0,51107,1365149,157455,52982,20335,6458,67585,10095,1207550,0,826832,18059,1382,23101,161,106602,2368,0,7423,0,78334,20537,0,93763,16342,7732,4914,0,144
1974:Q4,1396587,277743,188492,728426,435176,100049,148279,44922,201926,1396587,1274072,690172,309896,267249,1163,5592,69017,21804,0,0,0,695,22208,11160,13150,0,53498,1396587,164950,54027,21022,6476,72220,11205,1231384,0,839498,20421,1512,23408,157,109096,2372,0,7702,0,82321,21458,0,94810,16145,7583,4901,0,253
1975:Q1,1385743,264601,187497,737733,439951,100586,150411,46785,195912,1385743,1270916,688974,302346,272749,1159,5688,59974,18164,0,0,0,953,17924,10647,12286,0,54853,1385743,167833,47484,28173,5923,74499,11754,1217620,0,826966,20622,1537,23564,151,110572,2409,0,7705,0,80247,24420,0,93275,13894,7581,4677,0,290
1975:Q2,1405014,265422,190137,753522,450826,100735,153431,48530,195933,1405014,1290581,702394,301535,279857,1117,5678,58817,16803,0,0,0,1247,18491,9160,13116,0,55616,1405014,176461,50693,29100,5855,78611,12202,1228315,0,837723,20249,1567,24622,172,111675,2378,0,7810,0,81157,25603,0,91340,11643,7709,4667,0,238
1975:Q3,1421112,259340,190851,769738,462776,100820,157058,49084,201183,1421112,1312066,721767,299219,284187,1100,5793,52519,17482,0,0,0,1408,13959,7736,11934,0,56527,1421112,181140,50994,29630,5722,82294,12500,1239723,0,844057,20538,1627,26574,191,112430,2366,0,7875,0,83193,26785,0,92561,9000,8030,4496,0,249
1975:Q4,1456315,264307,199444,785568,474003,100693,161019,49853,206996,1456315,1341820,744777,302588,287601,1073,5781,55508,17845,0,0,0,1559,13260,6810,16034,0,58987,1456315,190486,55203,30909,5920,85642,12812,1265504,0,862860,21534,1688,27659,221,113635,2383,0,7542,0,85279,28511,0,95047,7140,8605,3400,0,325
1976:Q1,1467012,254363,205349,802392,486205,102169,163221,50797,204908,1467012,1355155,753581,297876,295607,1051,7040,51928,15757,0,0,0,1534,13072,6336,15229,0,59929,1467012,193822,56153,30170,5665,89082,12752,1272900,0,865068,20914,1712,28486,221,114190,2383,0,7543,0,84478,31152,0,96784,6510,9959,3500,0,290
1976:Q2,1508269,262515,209299,823307,501045,103607,166345,52310,213148,1508269,1394830,779804,304962,303302,1029,5733,51816,15274,0,0,0,1534,12977,5994,16037,0,61623,1508269,193903,55980,31349,5840,87513,13221,1313989,0,894940,21548,1734,30565,245,114842,2383,0,7623,0,85498,34016,0,99892,5880,11223,3600,0,377
1976:Q3,1543837,260461,214928,847760,518784,104909,170146,53921,220688,1543837,1430531,804218,307742,310604,997,6970,50962,16062,0,0,0,1490,11353,5785,16272,0,62344,1543837,199561,56093,31983,5997,91881,13607,1343783,0,915106,21589,1730,32563,244,115696,2373,0,7625,0,88018,36984,0,101260,5250,11645,3700,0,493
1976:Q4,1600289,272450,228360,870518,535022,105895,174189,55412,228961,1600289,1474962,831561,317520,317082,982,7817,59096,15862,0,0,0,1172,13277,5400,23385,0,66231,1600289,208615,60263,33867,6632,93791,14062,1391179,0,949004,22242,1727,33669,273,117389,2414,0,7732,0,88528,40693,0,106597,4620,12510,3781,0,495
1977:Q1,1623458,273370,228676,892257,550282,107142,177453,57380,229155,1623458,1508561,847274,324556,327623,949,8159,47847,14462,0,0,0,410,12160,4858,15957,0,67050,1623458,203341,55059,32380,6482,95203,14217,1419475,0,966278,22480,1729,34640,327,118092,2420,0,7684,0,89406,45418,0,110055,4310,12936,3700,0,642
1977:Q2,1687419,282560,236541,926270,575838,109746,180348,60338,242048,1687419,1569466,884821,337263,340345,919,6118,50161,15717,0,0,0,430,12569,4168,17277,0,67792,1687419,207385,56724,34094,6615,95956,13996,1479440,0,1008376,23315,1731,37008,368,119643,2539,0,7864,0,92647,47980,0,116145,4000,14024,3800,0,594
1977:Q3,1745439,289318,239975,963193,603197,111835,185795,62366,252953,1745439,1623565,921797,343178,350362,894,7334,52181,17054,0,0,0,510,14346,3831,16440,0,69693,1745439,211946,55013,35337,6805,100508,14283,1532945,0,1047131,24005,1770,39094,395,121311,2486,0,7622,0,95242,52412,0,120006,3690,13981,3800,0,548
1977:Q4,1823902,301003,258794,999213,627724,114279,193261,63949,264892,1823902,1687757,958409,360646,359811,869,8022,64901,20173,0,0,0,515,16744,3680,23789,0,71244,1823902,224342,60722,37943,7506,103554,14617,1598915,0,1089233,26103,1807,40405,384,124405,2497,0,8041,0,98951,56803,0,128569,3380,14527,3810,0,645
1978:Q1,1865088,306631,264673,1026813,646079,116827,197958,65949,266971,1865088,1733052,980148,373188,370564,845,8307,57878,21278,0,0,0,590,15119,3224,17667,0,74158,1865088,225886,58327,37140,7489,107756,15174,1638409,0,1112850,27792,1700,41639,375,125929,2559,0,8082,0,102488,59512,0,131784,3298,16401,4000,0,793
1978:Q2,1954614,323273,279918,1066897,674540,120272,203343,68742,284526,1954614,1811862,1029366,388002,387212,818,6464,66866,25274,0,0,0,690,17363,3001,20538,0,75886,1954614,235240,62616,38259,7910,110697,15758,1718331,0,1164892,29739,1590,44988,365,128478,2647,0,8246,0,110360,62611,0,138050,3215,18950,4200,0,1043
1978:Q3,2027911,329149,290779,1109961,707359,122681,208876,71045,298022,2027911,1878312,1075905,391531,403623,792,6461,72248,29158,0,0,0,745,17313,3033,21999,0,77351,2027911,247959,66687,39361,8476,117147,16288,1778540,0,1200309,32300,1604,46569,366,131419,2706,0,8407,0,118694,65755,0,142180,3100,20731,4400,0,1412
1978:Q4,2116102,345295,308828,1150674,738254,125152,214511,72757,311305,2116102,1947677,1117324,404909,418206,772,6466,83759,32670,0,0,0,915,20083,3120,26971,0,84666,2116102,262658,73592,42037,9572,120341,17116,1852543,0,1242038,37468,1619,47684,391,136313,2721,0,8586,0,126244,70407,0,154249,3050,17145,4628,0,901
1979:Q1,2160332,350854,309542,1186117,762873,127635,219175,76434,313819,2160332,2000894,1143615,419215,430837,746,6481,73291,31881,0,0,0,1030,19226,3117,18037,0,86147,2160332,263091,69082,41436,9922,124435,18216,1895900,0,1263062,40659,1635,48154,448,139492,2798,0,8797,0,131575,75627,0,159809,3018,16326,4500,0,1341
1979:Q2,2261353,370730,331886,1231418,794869,129903,225711,80935,327319,2261353,2087972,1189963,434688,455968,705,6648,84201,35071,0,0,0,1140,22141,3024,22825,0,89180,2261353,278987,74717,42940,10622,131133,19575,1980488,0,1313660,43986,1655,49166,428,143109,2750,0,9017,0,139812,80506,0,170056,2985,18958,4400,0,1878
1979:Q3,2355501,388907,346134,1278932,828850,132396,233353,84333,341528,2355501,2167324,1239248,444430,476415,680,6551,90647,38596,0,0,0,1275,24367,2896,23513,0,97530,2355501,292419,79654,44530,11158,135808,21269,2060623,0,1359866,51435,1676,50499,458,147170,2968,0,9322,0,146775,87309,0,175643,2953,20249,4300,0,2459
1979:Q4,2437233,400076,365511,1317030,855779,135048,239448,86755,354616,2437233,2236953,1283309,454311,492017,654,6662,99777,41838,0,0,0,1505,24449,2781,29204,0,100503,2437233,310093,86010,47101,11884,141523,23575,2124252,0,1392128,54632,1700,50490,650,153247,3139,0,9604,0,155896,94778,0,183380,2920,17458,4230,0,2888
1980:Q1,2488738,404877,376585,1357614,886093,137027,243912,90582,349662,2488738,2291136,1311016,463301,509472,633,6714,94705,44122,0,0,0,1785,24193,2742,21863,0,102897,2488738,320720,89737,45853,11188,148341,25601,2164566,0,1404180,57928,1721,50200,774,159290,3191,0,10054,0,165304,99954,0,186265,2870,18735,4100,0,3452
1980:Q2,2515095,396676,389086,1383696,902289,138408,248864,94135,345637,2515095,2310626,1328092,449536,525618,601,6779,96517,42364,0,0,0,2180,24057,2681,25235,0,107952,2515095,337855,95007,48835,10992,154908,28113,2171672,0,1400966,56731,1863,47700,821,164941,3263,0,10295,0,167538,104016,0,188098,2820,18620,4000,0,5568
1980:Q3,2580042,408252,400027,1421427,931530,140218,253808,95871,350336,2580042,2366609,1362685,455202,541012,572,7138,101172,44161,0,0,0,2345,24779,2629,27258,0,112261,2580042,357492,102933,52123,11428,160135,30873,2217287,0,1425715,60808,2030,48000,865,168268,3471,0,10597,0,172483,109691,0,188717,2770,19972,3900,0,5263
1980:Q4,2678691,437838,424981,1457828,957912,142526,259903,97487,358044,2678691,2446823,1403502,480124,555061,550,7586,115145,48963,0,0,0,2720,25386,2590,35486,0,116723,2678691,377548,109476,56795,12367,165553,33357,2296641,0,1467938,67308,2200,48700,994,172492,3564,0,10890,0,181612,113959,0,195824,2720,24737,3703,0,4502
1981:Q1,2704531,434948,430996,1484685,973129,143948,267511,100097,353902,2704531,2477243,1411232,484523,573155,520,7813,105823,49175,0,0,0,3395,24558,2561,26134,0,121465,2704531,383983,104005,57251,13981,173192,35554,2312836,0,1471831,69777,2450,48900,1055,176128,3748,0,11166,0,185935,117260,0,197379,2700,21807,2700,0,7712
1981:Q2,2797627,458125,454326,1523566,996937,144952,278496,103181,361610,2797627,2554905,1446912,507180,591750,493,8570,116374,56095,0,0,0,3400,26538,2532,27809,0,126348,2797627,403205,108699,60390,15781,180542,37793,2386345,0,1514458,69299,2730,50200,1147,179598,3871,0,11602,0,196881,120851,0,207682,2680,22179,3167,0,8077
1981:Q3,2873886,475338,471479,1555141,1014571,146039,288922,105609,371928,2873886,2620727,1476150,530188,605455,465,8469,124237,64347,0,0,0,4300,26932,2508,26150,0,128922,2873886,417458,111927,62684,17948,185352,39547,2445652,0,1541419,75397,3070,51200,1249,183078,3878,0,12200,0,210825,124370,0,211588,2660,21068,3650,0,10776
1981:Q4,2965257,510908,496963,1579504,1030213,142377,299685,107229,377882,2965257,2680813,1505467,546304,619777,441,8824,133958,65194,0,0,0,4600,27295,2490,34379,0,150486,2965257,437230,119766,66228,20364,189833,41039,2512627,0,1584583,78463,3500,50400,1341,186453,3913,0,12519,0,214135,128986,0,218578,2641,23023,4092,0,15400
1982:Q1,2993446,523726,495388,1600795,1041585,143640,306619,108951,373537,2993446,2706868,1507348,558640,631397,415,9068,127165,66162,0,0,0,5000,28593,2478,24932,0,159413,2993446,441571,119980,64508,21893,193017,42173,2535222,0,1589626,84935,4047,49700,1406,188843,3913,0,12990,0,217693,137628,0,219011,2680,19250,3500,0,16653
1982:Q2,3071779,552558,512667,1625667,1055044,144694,315647,110282,380887,3071779,2767426,1529156,578245,650036,383,9606,134515,69398,0,0,0,5000,28602,2537,28978,0,169838,3071779,456749,125915,65968,23247,198425,43194,2597763,0,1619579,89987,4738,50100,1448,191042,5386,0,13226,0,225798,146951,0,224761,2720,19099,2928,0,17267
1982:Q3,3112027,568426,521380,1635406,1055314,144215,324780,111097,386815,3112027,2802222,1536483,588616,667117,353,9653,134577,67642,0,0,0,5000,28513,2593,30829,0,175228,3112027,461400,122082,66827,24252,203637,44602,2630529,0,1623372,95561,5435,51300,1501,192900,6361,0,13667,0,228761,160231,0,224882,2760,20798,3000,0,20098
1982:Q4,3174202,582053,534141,1661290,1070187,146112,333680,111311,396718,3174202,2852932,1568308,596857,677654,322,9791,141394,66001,0,0,0,5000,29886,2619,37888,0,179876,3174202,480523,134201,69033,24961,206050,46278,2673535,0,1633161,96793,6000,51500,1600,194950,7770,0,13773,0,228975,178519,0,228850,2800,25791,3053,0,20144
1983:Q1,3192968,585395,523634,1692029,1087139,147020,346330,111540,391910,3192968,2879527,1558062,615358,695767,307,10033,130897,60467,0,0,0,5000,31095,2628,31707,0,182544,3192968,475923,127671,67578,25509,207280,47885,2695546,0,1629614,101078,6454,51600,1749,196756,9056,0,13983,0,224972,196517,0,231654,2770,26743,2600,0,21499
1983:Q2,3278029,593687,540860,1739644,1116296,150761,360215,112372,403838,3278029,2956383,1605334,627543,712881,275,10350,135394,59980,0,0,0,5000,31471,2547,36396,0,186252,3278029,487215,130213,69881,26274,211092,49755,2767375,0,1667493,98293,6818,54200,1954,198436,9709,0,14099,0,227116,213061,0,238458,2740,32758,2240,0,23439
1983:Q3,3373992,606795,550234,1796351,1153484,155784,373975,113108,420612,3373992,3043007,1659338,642850,729855,261,10703,134102,59807,0,0,0,5000,31576,2491,35228,0,196883,3373992,494465,130445,71455,27574,213344,51647,2855542,0,1714200,108192,7147,57500,2160,201216,10569,0,14149,0,228043,231538,0,241887,2710,33781,2450,0,23985
1983:Q4,3480875,615569,569783,1850645,1186271,161229,389424,113721,444878,3480875,3158320,1718608,679591,748980,241,10900,142182,61416,0,0,0,5000,32314,2419,41033,0,180373,3480875,507575,133886,75406,29305,214814,54164,2947410,0,1764855,111417,7500,60500,2311,205062,10124,0,14651,0,232592,244807,0,254008,2680,34177,2726,0,25890
1984:Q1,3566209,633213,576142,1904844,1216062,167158,408654,112970,452010,3566209,3242543,1748091,708296,775239,204,10713,135198,60382,0,0,0,5000,30805,2511,36500,0,188468,3566209,510510,129801,75953,31772,216404,56580,3023876,0,1817836,113589,7847,64000,2414,205485,9892,0,14726,0,236014,255930,0,259218,2902,31723,2300,0,31823
1984:Q2,3719501,661918,605352,1972432,1254448,174957,429688,113339,479799,3719501,3375169,1810350,746236,807403,180,11000,147007,68772,0,0,0,5000,34169,2668,36398,0,197325,3719501,524151,131162,80278,34252,219096,59363,3156024,0,1910070,117327,8159,68400,2490,207856,9369,0,14935,0,247376,263344,0,268947,3124,32657,1970,0,39326
