date,Monetary authority; gross saving,Monetary authority; gross fixed investment, nonresidential structures, equipment, and intellectual property products,Monetary authority; total financial assets,Monetary authority; U.S. official reserve assets,Monetary authority; SDR certificates issued by federal government; asset,Monetary authority; Treasury currency; asset,Monetary authority; Federal Reserve float; asset,Monetary authority; loans to depository institutions, including AMLF, MMLF, and PPPLF; asset,Monetary authority; loans to domestic banks through the discount window; asset,U.S.-chartered depository institutions; commercial paper funded by borrowing from the Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (AMLF) and Money Market Mutual Fund Liquidity Facility (MMLF); asset,Monetary authority; loans to depository institutions under the Paycheck Protection Program Liquidity Facility (PPPLF), assets,Monetary authority; security repurchase agreements; asset,Monetary authority; debt securities; asset,Monetary authority; bankers' acceptances; asset,Monetary authority; total Treasury securities; asset,Monetary authority; Treasury bills; asset,Monetary authority; other Treasury securities, excluding Treasury bills; asset,Monetary authority; agency- and GSE-backed securities; asset,Monetary authority; agency mortgage-backed securities; asset,Monetary authority; agency- and GSE-backed securities other than MBS; asset,Monetary authority; depository institution loans n.e.c.; asset,Monetary authority; depository institution loans n.e.c. to households under Term Asset-Backed Securities Loan Facility (TALF I); asset,Monetary authority; loans to brokers and dealers; asset,Monetary authority; loans to finance companies under the Paycheck Protection Program Liquidity Facility (PPPLF); asset,Monetary authority; depository institution loans n.e.c. to other financial business; asset,Monetary authority; corporate equities; asset,Monetary authority; total miscellaneous assets,Monetary authority; nonofficial foreign currencies (swap lines); asset,Monetary authority; unidentified miscellaneous assets,Monetary authority; total liabilities,Monetary authority; depository institution reserves, excluding FHLB deposits; liability,Private depository institutions; vault cash; asset,Monetary authority; checkable deposits and currency; liability,Monetary authority; checkable deposits due to the federal government; liability,Monetary authority; Treasury cash holdings; liability,Monetary authority; deposits in Treasury general deposit account; liability,Monetary authority; deposits in Treasury temporary supplementary financing account; liability,Monetary authority; checkable deposits due to government-sponsored enterprises, including FHLB deposits; liability,Monetary authority; total checkable deposits due to other financial business; liability,Monetary authority; checkable deposits due to rest of the world; liability,Monetary authority; currency outside banks; liability,Monetary authority; security repurchase agreements; liability,Monetary authority; security repurchase agreements, reverse repurchase agreement operations; liability,Monetary authority; security repurchase agreements, excluding those in the reverse repurchase agreement operations; liability,Monetary authority; total miscellaneous liabilities,Federal government; Exchange Stabilization Fund Economic Recovery Programs investment in Money Market Mutual Fund Liquidity Facility (MMLF); asset,Monetary authority; Federal Reserve bank stock; liability,Monetary authority; unidentified miscellaneous liabilities,Monetary authority; sector discrepancy
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,58,5,2325,1488,0,27,6,-1,-1,0,0,0,774,0,774,-6665,7439,0,0,0,0,0,0,0,0,0,31,0,31,2264,2580,-238,63,242,-11,253,0,0,0,227,-406,0,0,0,-141,0,5,-146,-8
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,40,5,-4333,184,0,9,-7,-25,-25,0,0,0,-4448,0,-4448,-461,-3987,0,0,0,0,0,0,0,0,0,-46,0,-46,-4393,-3916,37,-828,-315,-13,-302,0,0,0,148,-661,0,0,0,314,0,10,304,-25
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,-9,11,1374,-1475,0,38,834,59,59,0,0,53,1840,0,1840,-7526,9366,0,0,0,0,0,0,0,0,0,25,0,25,1358,1118,159,-350,-172,-19,-153,0,0,0,-160,-18,0,0,0,431,0,14,417,-36
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,37,12,2876,-5,0,73,-184,-48,-48,0,0,144,2879,0,2879,9615,-6736,0,0,0,0,0,0,0,0,0,17,0,17,2852,2375,523,385,-444,-23,-421,0,0,0,-113,942,0,0,0,-431,0,12,-443,1
1952:Q1,13,3,-965,593,0,22,-474,138,138,0,0,103,-1376,0,-1376,-1383,7,0,0,0,0,0,0,0,0,0,29,0,29,-1046,220,-277,-814,-228,12,-240,0,0,0,14,-600,0,0,0,-175,0,5,-180,-71
1952:Q2,12,3,242,56,0,23,-129,-113,-113,0,0,100,278,0,278,392,-114,0,0,0,0,0,0,0,0,0,27,0,27,237,-895,-24,1054,327,1,326,0,0,0,6,721,0,0,0,102,0,3,99,4
1952:Q3,13,2,1373,-5,0,27,157,311,311,0,0,100,709,0,709,687,22,0,0,0,0,0,0,0,0,0,74,0,74,1360,1200,134,195,-78,-9,-69,0,0,0,186,87,0,0,0,-169,0,2,-171,-3
1952:Q4,14,3,761,-154,0,31,229,-228,-228,0,0,164,819,0,819,-7151,7970,0,0,0,0,0,0,0,0,0,-100,0,-100,816,-631,223,904,121,-4,125,0,0,0,-180,963,0,0,0,320,0,6,314,66
1953:Q1,12,3,-1018,-626,0,14,-157,563,563,0,0,-64,-765,0,-765,-227,-538,0,0,0,0,0,0,0,0,0,17,0,17,-1108,198,-203,-1023,-346,36,-382,0,0,0,-47,-630,0,0,0,-80,0,4,-84,-82
1953:Q2,12,3,-114,-98,0,28,-209,-636,-636,0,0,0,877,0,877,912,-35,0,0,0,0,0,0,0,0,0,-76,0,-76,-105,-587,40,582,78,-47,125,0,0,0,19,485,0,0,0,-140,0,3,-143,17
1953:Q3,13,3,627,-335,0,18,84,275,275,0,0,0,489,0,489,1372,-883,0,0,0,0,0,0,0,0,0,96,0,96,590,-252,60,609,534,24,510,0,0,0,-15,90,0,0,0,173,0,2,171,-28
1953:Q4,12,3,486,-111,0,22,250,-316,-316,0,0,-2,682,0,682,618,64,0,0,0,0,0,0,0,0,0,-39,0,-39,568,851,-138,-261,-818,-522,-296,0,0,0,-87,644,0,0,0,116,0,3,113,90
1954:Q1,12,3,-1567,-58,0,41,-400,119,119,0,0,-198,-1085,0,-1085,-451,-634,0,0,0,0,0,0,0,0,0,14,0,14,-1654,-966,118,-693,434,58,376,0,0,0,65,-1192,0,0,0,-113,0,5,-118,-78
1954:Q2,12,3,244,-38,0,24,32,-110,-110,0,0,-100,505,0,505,954,-449,0,0,0,0,0,0,0,0,0,-69,0,-69,243,-183,30,388,145,-8,153,0,0,0,58,185,0,0,0,8,0,2,6,8
1954:Q3,11,3,-918,-117,0,12,-56,152,152,0,0,-200,-791,0,-791,-767,-24,0,0,0,0,0,0,0,0,0,82,0,82,-919,-680,170,-332,-121,-15,-106,0,0,0,-41,-170,0,0,0,-77,0,4,-81,7
1954:Q4,10,3,895,-98,0,14,297,-164,-164,0,0,-56,942,0,942,7900,-6958,0,0,0,0,0,0,0,0,0,-40,0,-40,950,545,-361,724,-206,0,-206,0,0,0,-18,948,0,0,0,42,0,12,30,62
1955:Q1,9,3,-969,7,0,12,-256,588,588,0,0,56,-1383,0,-1383,-5206,3823,0,0,0,0,0,0,0,0,0,7,0,7,-1021,-488,361,-919,321,33,288,0,0,0,-108,-1132,0,0,0,25,0,6,19,-46
1955:Q2,9,3,-271,-67,0,5,298,-523,-523,0,0,100,-82,16,-98,-1737,1639,0,0,0,0,0,0,0,0,0,-2,0,-2,-282,-322,-149,149,-488,-17,-471,0,0,0,-3,640,0,0,0,40,0,1,39,-5
1955:Q3,10,3,664,39,0,4,-62,574,574,0,0,100,-2,3,-5,-5579,5574,0,0,0,0,0,0,0,0,0,11,0,11,644,409,279,-58,111,-21,132,0,0,0,1,-170,0,0,0,14,0,3,11,-13
1955:Q4,12,3,1336,-26,0,2,797,-542,-542,0,0,98,994,5,989,3897,-2908,0,0,0,0,0,0,0,0,0,13,0,13,1392,530,-278,981,-142,-24,-118,0,0,0,25,1098,0,0,0,159,0,5,154,65
1956:Q1,13,4,-1363,57,0,7,-792,599,599,0,0,-98,-1097,-9,-1088,4208,-5296,0,0,0,0,0,0,0,0,0,-39,0,-39,-1458,-423,208,-1050,138,20,118,0,0,0,-60,-1128,0,0,0,-193,0,7,-200,-86
1956:Q2,15,5,308,85,0,17,413,-474,-474,0,0,0,157,3,154,125,29,0,0,0,0,0,0,0,0,0,110,0,110,292,-139,-617,1042,-9,-19,10,0,0,0,-43,1094,0,0,0,6,0,6,0,-6
1956:Q3,16,5,187,82,0,14,-146,341,341,0,0,0,-165,-1,-164,-123,-41,0,0,0,0,0,0,0,0,0,61,0,61,165,213,827,-780,73,12,61,0,0,0,28,-881,0,0,0,-95,0,4,-99,-11
1956:Q4,17,5,1460,37,0,20,605,-548,-548,0,0,40,1334,17,1317,1020,297,0,0,0,0,0,0,0,0,0,-28,0,-28,1551,403,161,812,-147,-5,-142,0,0,0,-9,968,0,0,0,175,0,6,169,104
1957:Q1,17,6,-1886,386,0,19,-858,567,567,0,0,60,-1955,-11,-1944,-987,-957,0,0,0,0,0,0,0,0,0,-105,0,-105,-2017,-709,-351,-858,85,36,49,0,0,0,27,-970,0,0,0,-99,0,5,-104,-120
1957:Q2,18,6,751,314,0,22,222,232,232,0,0,0,-31,0,-31,-46,15,0,0,0,0,0,0,0,0,0,-8,0,-8,734,278,40,638,-45,-53,8,0,0,0,110,573,0,0,0,-222,0,2,-224,-5
1957:Q3,20,6,58,22,0,19,-44,-48,-48,0,0,0,111,-6,117,8890,-8773,0,0,0,0,0,0,0,0,0,-2,0,-2,120,-34,90,-148,129,22,107,0,0,0,-82,-195,0,0,0,212,0,5,207,76
1957:Q4,22,6,1106,140,0,20,439,-726,-726,0,0,142,993,26,967,407,560,0,0,0,0,0,0,0,0,0,98,0,98,1141,440,295,404,-143,-19,-124,0,0,0,-15,562,0,0,0,2,0,7,-5,51
1958:Q1,20,4,-1802,-397,0,36,-720,68,68,0,0,-132,-608,-14,-594,-79,-515,0,0,0,0,0,0,0,0,0,-49,0,-49,-1865,-608,-445,-858,111,-31,142,0,0,0,-103,-866,0,0,0,46,0,5,41,-48
1958:Q2,19,4,996,-1046,0,21,92,10,10,0,0,-100,2019,6,2013,1810,203,0,0,0,0,0,0,0,0,0,0,0,0,987,142,127,286,-251,-38,-213,0,0,0,15,522,0,0,0,432,0,3,429,5
1958:Q3,16,4,-759,-527,0,16,153,209,209,0,0,-100,-495,-17,-478,-157,-321,0,0,0,0,0,0,0,0,0,-15,0,-15,-732,-467,123,-2,74,-6,80,0,0,0,43,-119,0,0,0,-386,0,4,-390,38
1958:Q4,16,4,1292,-283,0,15,347,-291,-291,0,0,-109,1617,25,1592,-1592,3184,0,0,0,0,0,0,0,0,0,-4,0,-4,1336,403,109,732,-135,-3,-132,0,0,0,-41,908,0,0,0,92,0,6,86,55
1959:Q1,-35,4,-988,-91,0,12,-550,526,526,0,0,-31,-859,-31,-828,-754,-74,0,0,0,0,0,0,0,0,0,5,0,5,-964,-310,-159,-635,190,31,159,0,0,0,36,-861,0,0,0,140,0,11,129,-15
1959:Q2,-39,4,314,-737,0,33,100,320,320,0,0,0,564,-6,570,528,42,0,0,0,0,0,0,0,0,0,34,0,34,200,-6,170,260,-302,-320,18,0,0,0,-9,571,0,0,0,-224,0,6,-230,-157
1959:Q3,-49,4,-228,-353,0,30,105,-563,-563,0,0,0,513,-6,519,-7605,8124,0,0,0,0,0,0,0,0,0,40,0,40,-268,-428,-20,118,152,-17,169,0,0,0,12,-46,0,0,0,62,0,3,59,-93
1959:Q4,-57,4,1025,76,0,2,639,124,124,0,0,3,137,44,93,44,49,0,0,0,0,0,0,0,0,0,44,0,44,1332,414,-228,819,-186,14,-200,0,0,0,35,970,0,0,0,327,0,4,323,247
1960:Q1,12,4,-1841,-42,0,29,-767,362,362,0,0,52,-1477,-37,-1440,-3343,1903,0,0,0,0,0,0,0,0,0,2,0,2,-1934,-458,348,-1448,52,45,7,0,0,0,-122,-1378,0,0,0,-376,0,8,-384,-86
1960:Q2,12,4,826,-110,0,14,45,-548,-548,0,0,100,1155,-2,1157,1208,-51,0,0,0,0,0,0,0,0,0,170,0,170,833,-188,130,365,-48,-41,-7,0,0,0,33,380,0,0,0,526,0,5,521,14
1960:Q3,10,4,-88,-663,0,21,119,326,326,0,0,100,160,3,157,5836,-5679,0,0,0,0,0,0,0,0,0,-151,0,-151,-86,530,50,-155,59,9,50,0,0,0,-64,-150,0,0,0,-511,0,3,-514,7
1960:Q4,9,4,1,-913,0,23,881,-568,-568,0,0,95,550,46,504,-4854,5358,0,0,0,0,0,0,0,0,0,-67,0,-67,62,-977,-194,1024,-96,-27,-69,0,0,0,26,1094,0,0,0,209,0,6,203,65
1961:Q1,21,3,-2058,-325,0,11,-1092,81,81,0,0,-110,-615,-19,-596,-4235,3639,0,0,0,0,0,0,0,0,0,-9,0,-9,-2141,-1089,284,-1214,64,60,4,0,0,0,56,-1334,0,0,0,-122,0,14,-136,-66
1961:Q2,20,3,1090,192,0,28,416,-71,-71,0,0,-50,606,-9,615,1626,-1011,0,0,0,0,0,0,0,0,0,-31,0,-31,1079,724,-727,1152,-139,-58,-81,0,0,0,-26,1317,0,0,0,-70,0,2,-72,5
1961:Q3,19,3,-24,-195,0,125,129,47,47,0,0,-50,-125,-3,-122,-4760,4638,0,0,0,0,0,0,0,0,0,45,0,45,-28,-406,967,-490,114,37,77,0,0,0,113,-717,0,0,0,-99,0,7,-106,11
1961:Q4,20,3,2403,-438,0,23,1000,33,33,0,0,-48,1866,25,1841,272,1569,0,0,0,0,0,0,0,0,0,-33,0,-33,2431,1077,-181,1352,-14,6,-20,0,0,0,-75,1441,0,0,0,183,0,13,170,44
1962:Q1,11,3,-1604,-226,0,3,-1382,55,55,0,0,58,-170,-27,-143,3094,-3237,0,0,0,0,0,0,0,0,0,58,0,58,-1690,-601,211,-1191,12,15,-3,0,0,0,-32,-1171,0,0,0,-109,0,8,-117,-79
1962:Q2,14,3,1498,-11,0,10,544,-127,-127,0,0,50,853,19,834,489,345,0,0,0,0,0,0,0,0,0,179,0,179,1489,420,-715,1708,92,-58,150,0,0,0,91,1525,0,0,0,76,0,5,71,1
1962:Q3,14,3,-157,-416,0,-48,179,719,719,0,0,50,-637,-26,-611,3465,-4076,0,0,0,0,0,0,0,0,0,-4,0,-4,-165,-101,1085,-1160,-75,26,-101,0,0,0,-80,-1005,0,0,0,11,0,4,7,2
1962:Q4,13,3,2000,-268,0,17,1262,-725,-725,0,0,80,1714,38,1676,3713,-2037,0,0,0,0,0,0,0,0,0,-81,0,-81,2053,349,249,1321,61,-25,86,0,0,0,19,1241,0,0,0,134,0,5,129,62
1963:Q1,14,3,-1861,-85,0,11,-1680,157,157,0,0,-80,-164,-23,-141,422,-563,0,0,0,0,0,0,0,0,0,-21,0,-21,-1954,-1044,-309,-350,314,60,254,0,0,0,-73,-591,0,0,0,-251,0,11,-262,-82
1963:Q2,14,3,1522,-192,0,9,415,-98,-98,0,0,-100,1484,-6,1490,1740,-250,0,0,0,0,0,0,0,0,0,4,0,4,1514,555,-727,1641,-116,-71,-45,0,0,0,0,1757,0,0,0,45,0,3,42,3
1963:Q3,14,3,104,-91,0,1,-203,369,369,0,0,-100,173,-7,180,-3754,3934,0,0,0,0,0,0,0,0,0,-45,0,-45,89,-344,1067,-583,153,19,134,0,0,0,-39,-697,0,0,0,-51,0,6,-57,-4
1963:Q4,15,3,2305,-45,0,-10,1165,-434,-434,0,0,-17,1629,54,1575,-2825,4400,0,0,0,0,0,0,0,0,0,17,0,17,2364,428,-291,2092,-87,-27,-60,0,0,0,36,2143,0,0,0,135,0,10,125,71
1964:Q1,-112,3,-1137,66,0,1,-1103,24,24,0,0,177,-429,-30,-399,-3794,3395,0,0,0,0,0,0,0,0,0,127,0,127,-1255,-438,241,-985,275,54,221,0,0,0,-42,-1218,0,0,0,-73,0,11,-84,-233
1964:Q2,-116,3,1262,-128,0,-1,136,24,24,0,0,80,1294,-17,1311,-2242,3553,0,0,0,0,0,0,0,0,0,-143,0,-143,1251,362,39,816,-186,-24,-162,0,0,0,22,980,0,0,0,34,0,5,29,-130
1964:Q3,-116,3,647,26,0,-25,-66,14,14,0,0,80,492,36,456,-204,660,0,0,0,0,0,0,0,0,0,127,0,127,636,148,241,199,37,43,-6,0,0,0,-21,183,0,0,0,48,0,5,43,-130
1964:Q4,-122,3,2601,29,0,-148,1039,63,63,0,0,133,1556,0,1556,1077,479,0,0,0,0,0,0,0,0,0,-71,0,-71,3204,729,-248,2022,219,178,41,0,0,0,94,1709,0,0,0,701,0,6,695,478
1965:Q1,6,4,-1601,-799,0,-15,-1492,-47,-47,0,0,-23,619,34,585,782,-197,0,0,0,0,0,0,0,0,0,156,0,156,-1716,-767,308,-1196,-17,90,-107,0,0,0,-68,-1111,0,0,0,-61,0,12,-73,-113
1965:Q2,6,4,1615,-600,0,22,235,537,537,0,0,-100,1519,-90,1609,935,674,0,0,0,0,0,0,0,0,0,2,0,2,1608,952,138,629,-150,45,-195,0,0,0,13,766,0,0,0,-111,0,5,-116,-5
1965:Q3,7,4,434,128,0,60,56,-523,-523,0,0,-100,577,8,569,635,-66,0,0,0,0,0,0,0,0,0,237,0,237,428,-432,392,561,237,57,180,0,0,0,19,305,0,0,0,-93,0,3,-96,-3
1965:Q4,6,4,1888,-213,0,103,843,-27,-27,0,0,52,1273,64,1209,705,504,0,0,0,0,0,0,0,0,0,-143,0,-143,1991,650,-519,1898,-228,-44,-184,0,0,0,-32,2158,0,0,0,-38,0,7,-45,105
1966:Q1,2,4,-907,-220,0,161,-860,483,483,0,0,-2,-327,-45,-282,136,-418,0,0,0,0,0,0,0,0,0,-142,0,-142,-1038,-506,619,-1048,58,180,-122,0,0,0,140,-1246,0,0,0,-103,0,9,-112,-133
1966:Q2,2,4,2363,-121,0,242,569,-292,-292,0,0,100,1681,108,1573,1210,363,0,0,0,0,0,0,0,0,0,184,0,184,2351,623,-236,1865,329,109,220,0,0,0,175,1361,0,0,0,99,0,2,97,-14
1966:Q3,4,4,199,46,0,108,-310,692,692,0,0,0,-322,-90,-232,5009,-5241,0,0,0,0,0,0,0,0,0,-15,0,-15,185,-494,596,154,589,42,547,0,0,0,-123,-312,0,0,0,-71,0,4,-75,-14
1966:Q4,6,4,2843,-18,0,231,863,-806,-806,0,0,285,2139,21,2118,699,1419,0,0,0,0,0,0,0,0,0,149,0,149,2985,1724,-380,1405,-812,85,-897,0,0,0,12,2205,0,0,0,236,0,4,232,144
1967:Q1,4,5,-1746,-559,0,187,-1250,-144,-144,0,0,-185,305,-69,374,1005,-631,0,0,0,0,0,0,0,0,0,-101,0,-101,-1911,-1175,520,-1059,420,159,261,0,0,0,-21,-1458,0,0,0,-197,0,8,-205,-166
1967:Q2,5,5,2767,216,0,108,85,24,24,0,0,-100,2326,36,2289,1199,1090,1,0,1,0,0,0,0,0,0,108,0,108,2768,886,-1116,2881,771,137,634,0,0,0,18,2092,0,0,0,117,0,7,110,2
1967:Q3,6,5,442,128,0,148,-110,118,118,0,0,-100,107,24,84,-4262,4346,-1,0,-1,0,0,0,0,0,0,151,0,151,436,534,1398,-1513,-549,51,-600,0,0,0,26,-990,0,0,0,17,0,4,13,-5
