1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q1,3529,3529,0,0,0,1291,1291,0,0,0,0,0,0,0,6087,6087,18415,0,18415,0,43819,0,16232,14459,13128,0,0,0,0,0,2695,2695,1250,0,1250,0,0,56170,336628,182522,56170,336628,182522
1973:Q2,3554,3554,0,0,0,1453,1453,0,0,0,0,0,0,0,6185,6185,18832,0,18832,0,45006,0,16579,14952,13475,0,0,0,0,0,2634,2634,1500,0,1500,0,0,63511,342638,183297,63511,342638,183297
1973:Q3,3523,3523,0,0,0,1178,1178,0,0,0,0,0,0,0,6278,6278,19255,0,19255,0,46196,0,16921,15456,13819,0,0,0,0,0,2826,2826,1750,0,1750,0,0,58182,350439,180928,58182,350439,180928
1973:Q4,4102,4102,0,0,0,1745,1745,0,0,0,0,0,0,0,6376,6376,19681,0,19681,0,47399,0,17253,15970,14176,0,0,0,0,0,2697,2697,2000,0,2000,0,0,69686,357846,183418,69686,357846,183418
1974:Q1,4283,4283,0,0,0,2027,2027,0,0,0,0,0,0,0,6530,6530,20095,0,20095,0,48618,0,17572,16497,14549,0,0,0,0,0,2791,2791,2250,0,2250,0,0,70258,365776,189098,70258,365776,189098
1974:Q2,3692,3692,0,0,0,2064,2064,0,0,0,0,0,0,0,6715,6715,20500,0,20500,0,49859,0,17884,17038,14937,0,0,0,0,0,2718,2718,2500,0,2500,0,0,79617,370629,197007,79617,370629,197007
1974:Q3,3548,3548,0,0,0,2063,2063,0,0,0,0,0,0,0,6908,6908,20915,0,20915,0,51093,0,18188,17588,15317,0,0,0,0,0,2459,2459,2750,0,2750,0,0,98259,379000,208109,98259,379000,208109
1974:Q4,3561,3561,0,0,0,2393,2393,0,0,0,0,0,0,0,7086,7086,21351,0,21351,0,52293,0,18486,18143,15664,0,0,0,0,0,2670,2670,3000,0,3000,0,0,92791,386649,213418,92791,386649,213418
1975:Q1,3532,3532,0,0,0,2889,2889,0,0,0,0,0,0,0,7258,7258,21814,0,21814,0,53679,0,18885,18694,16100,0,0,0,0,0,3035,3035,3250,0,3250,0,0,81676,394581,216467,81676,394581,216467
1975:Q2,3539,3539,0,0,0,2721,2721,0,0,0,0,0,0,0,7431,7431,22309,0,22309,0,55061,0,19254,19255,16552,0,0,0,0,0,3436,3436,3500,0,3500,0,0,66956,398180,219280,66956,398180,219280
1975:Q3,3494,3494,0,0,0,2245,2245,0,0,0,0,0,0,0,7596,7596,22803,0,22803,0,56611,0,19759,19829,17023,0,0,0,0,0,3431,3431,3750,0,3750,0,0,72385,406855,229321,72385,406855,229321
1975:Q4,3570,3570,0,0,0,2662,2662,0,0,0,0,0,0,0,7744,7744,23261,0,23261,0,58502,0,20545,20433,17524,0,0,0,0,0,3665,3665,4000,0,4000,0,0,66111,414606,234423,66111,414606,234423
1976:Q1,3622,3622,0,0,0,3121,3121,0,0,0,0,0,0,0,7902,7902,23818,0,23818,0,60744,0,21318,21210,18216,0,0,0,0,0,3965,3965,3937,310,4247,0,0,56866,423245,229291,56866,423245,229291
1976:Q2,3472,3472,0,0,0,2860,2860,0,0,0,0,0,0,0,8045,8045,24394,0,24394,0,63347,0,22227,22081,19039,0,0,0,0,0,3984,3984,3842,178,4020,0,0,60902,425934,226065,60902,425934,226065
1976:Q3,3455,3455,0,0,0,3067,3067,0,0,0,0,0,0,0,8196,8196,24972,0,24972,0,66100,0,23192,22998,19910,0,0,0,0,0,4032,4032,3837,198,4035,0,0,65248,435048,224662,65248,435048,224662
1976:Q4,854,854,0,0,0,3866,3866,0,0,0,0,0,0,0,8375,8375,25543,0,25543,0,68792,0,24132,23912,20748,0,0,0,0,0,4130,4130,4660,610,5270,0,0,67307,443026,224127,67307,443026,224127
1977:Q1,786,786,0,0,0,3509,3509,0,0,0,0,0,0,0,8582,8582,26271,0,26271,0,71737,0,25136,24948,21653,0,0,0,0,0,4140,4140,4519,931,5450,0,0,73641,451856,232091,73641,451856,232091
1977:Q2,884,884,0,0,0,3712,3712,0,0,0,0,0,0,0,8818,8818,27088,0,27088,0,74852,0,26207,26041,22604,0,0,0,0,0,4284,4284,5529,540,6069,0,0,71857,459632,235472,71857,459632,235472
1977:Q3,841,841,0,0,0,3572,3572,0,0,0,0,0,0,0,9060,9060,27925,0,27925,0,78085,0,27288,27201,23596,0,0,0,0,0,4348,4348,5488,443,5931,0,0,75551,461802,241498,75551,461802,241498
1977:Q4,818,818,0,0,0,4146,4146,0,0,0,0,0,0,0,9284,9284,28714,0,28714,0,81385,0,28323,28435,24627,0,0,0,0,0,4459,4459,5499,491,5990,0,0,75987,470644,245814,75987,470644,245814
1978:Q1,861,861,0,0,0,4439,4439,0,0,0,0,0,0,0,9534,9534,29515,0,29515,0,84775,0,29306,29775,25694,0,0,0,0,0,4551,4551,5055,561,5616,0,0,79480,481381,252220,79480,481381,252220
1978:Q2,849,849,0,0,0,5010,5010,0,0,0,0,0,0,0,9790,9790,30318,0,30318,0,88282,0,30235,31223,26824,0,0,0,0,0,4845,4845,5859,360,6219,0,0,71078,491176,253960,71078,491176,253960
1978:Q3,827,827,0,0,0,5624,5624,0,0,0,0,0,0,0,10059,10059,31110,0,31110,0,91856,0,31183,32705,27968,0,0,0,0,0,5214,5214,6249,517,6766,0,0,59414,494982,256656,59414,494982,256656
1978:Q4,935,935,0,0,0,6206,6206,0,0,0,0,0,0,0,10349,10349,31871,0,31871,0,95447,0,32224,34148,29075,0,0,0,0,0,5270,5270,5719,1016,6735,0,0,61741,505123,263514,61741,505123,263514
1979:Q1,982,982,0,0,0,6689,6689,0,0,0,0,0,0,0,10665,10665,32641,0,32641,0,99066,0,33335,35586,30145,0,0,0,0,0,5571,5571,5307,555,5862,0,0,53407,516892,269664,53407,516892,269664
1979:Q2,965,965,0,0,0,7948,7948,0,0,0,0,0,0,0,11010,11010,33402,0,33402,0,102724,0,34494,37043,31187,0,0,0,0,0,5772,5772,6281,604,6885,0,0,46839,526960,275852,46839,526960,275852
1979:Q3,924,924,0,0,0,8271,8271,0,0,0,0,0,0,0,11360,11360,34132,0,34132,0,106427,0,35717,38469,32241,0,0,0,0,0,6095,6095,7372,777,8149,0,0,36875,529730,283554,36875,529730,283554
1979:Q4,942,942,0,0,0,9254,9254,0,0,0,0,0,0,0,11692,11692,34808,0,34808,0,110182,0,37022,39810,33350,0,0,0,0,0,6196,6196,8147,1146,9293,0,0,43256,539975,293550,43256,539975,293550
1980:Q1,778,778,0,0,0,9684,9684,0,0,0,0,0,0,0,12003,12003,35352,0,35352,0,114012,0,38599,41113,34300,0,0,0,0,0,6240,6240,6731,720,7451,0,0,52946,552350,295082,52946,552350,295082
1980:Q2,729,729,0,0,0,10126,10126,0,0,0,0,0,0,0,12288,12288,35817,0,35817,0,117350,0,39773,42341,35236,0,0,0,0,0,6761,6761,9746,773,10519,0,0,48827,562733,288870,48827,562733,288870
1980:Q3,720,720,0,0,0,9498,9498,0,0,0,0,0,0,0,12587,12587,36274,0,36274,0,120571,0,40926,43500,36145,0,0,0,0,0,7241,7241,10869,1793,12662,0,0,48109,563652,287443,48109,563652,287443
1980:Q4,1842,1842,0,0,0,10068,10068,0,0,0,0,0,0,0,12939,12939,36791,0,36791,0,123727,0,42115,44592,37020,0,0,0,0,0,7566,7566,12951,1130,14081,0,0,52291,574425,287752,52291,574425,287752
1981:Q1,1674,1674,0,0,0,9694,9694,0,0,0,0,0,0,0,13358,13358,37559,0,37559,0,126814,0,43349,45644,37821,0,0,0,0,0,7697,7697,11653,797,12450,0,0,61919,587592,298374,61919,587592,298374
1981:Q2,1851,1851,0,0,0,9793,9793,0,0,0,0,0,0,0,13859,13859,38363,0,38363,0,129799,0,44604,46635,38560,0,0,0,0,0,7753,7753,13620,1040,14660,0,0,72448,598436,307345,72448,598436,307345
1981:Q3,1820,1820,0,0,0,11801,11801,0,0,0,0,0,0,0,14345,14345,39184,0,39184,0,132592,0,45743,47556,39293,0,0,0,0,0,7600,7600,11592,576,12168,0,0,91231,598057,322444,91231,598057,322444
1981:Q4,1573,1573,0,0,0,11914,11914,0,0,0,0,0,0,0,14722,14722,39996,0,39996,0,135270,0,46795,48396,40079,0,0,0,0,0,7953,7953,13860,2084,15944,0,0,82382,608987,329487,82382,608987,329487
1982:Q1,1636,1636,0,0,0,12590,12590,0,0,0,0,0,0,0,15001,15001,40905,0,40905,0,137461,0,47336,49168,40957,0,0,0,0,0,8215,8215,11788,1977,13765,0,0,76213,623088,341221,76213,623088,341221
1982:Q2,1861,1861,0,0,0,12200,12200,0,0,0,0,0,0,0,15194,15194,41793,0,41793,0,139615,0,47765,49783,42067,0,0,0,0,0,8534,8534,13004,3068,16072,0,0,70545,634004,351239,70545,634004,351239
1982:Q3,1913,1913,0,0,0,13813,13813,0,0,0,0,0,0,0,15349,15349,42711,0,42711,0,141792,0,48397,50408,42987,0,0,0,0,0,9410,9410,20878,3684,24562,0,0,43404,633494,355293,43404,633494,355293
1982:Q4,1798,1798,0,0,0,14732,14732,0,0,0,0,0,0,0,15515,15515,43710,0,43710,0,146102,0,51600,51213,43289,0,0,0,0,0,9871,9871,22977,2280,25257,0,0,39216,644332,358735,39216,644332,358735
1983:Q1,1875,1875,0,0,0,13782,13782,0,0,0,0,0,0,0,15665,15665,44623,0,44623,0,148572,0,53786,52011,42775,0,0,0,0,0,10730,10730,22267,4003,26270,0,0,21096,658945,356627,21096,658945,356627
1983:Q2,1913,1913,0,0,0,13083,13083,0,0,0,0,0,0,0,15810,15810,45619,0,45619,0,150698,0,56555,52823,41320,0,0,0,0,0,11738,11738,24799,3331,28130,0,0,-101,669541,350360,-101,669541,350360
1983:Q3,1875,1875,0,0,0,12440,12440,0,0,0,0,0,0,0,15950,15950,46642,0,46642,0,153812,0,60148,53717,39947,0,0,0,0,0,11868,11868,28679,2416,31095,0,0,18812,668730,358952,18812,668730,358952
1983:Q4,1812,1812,0,0,0,11841,11841,0,0,0,0,0,0,0,16099,16099,47639,0,47639,0,158322,0,63899,54756,39667,0,0,0,0,0,12011,12011,24479,5195,29674,0,0,33448,679787,365575,33448,679787,365575
1984:Q1,2064,2064,0,0,0,10901,10901,0,0,0,0,0,0,0,15949,15949,48683,0,48683,0,161848,0,57737,55868,48243,0,0,0,0,0,11629,11629,24340,5752,30092,0,0,93417,695616,371786,93417,695616,371786
1984:Q2,2061,2061,0,0,0,12351,12351,0,0,0,0,0,0,0,15600,15600,49670,0,49670,0,165451,0,59350,57194,48907,0,0,0,0,0,11259,11259,27017,3325,30342,0,0,134697,706516,374416,134697,706516,374416
1984:Q3,2191,2191,0,0,0,14942,14942,0,0,0,0,0,0,0,15255,15255,50638,0,50638,0,169030,0,60801,58571,49658,0,0,0,0,0,12189,12189,28499,5232,33731,0,0,111095,706886,369814,111095,706886,369814
1984:Q4,2088,2088,0,0,0,18852,18852,0,0,0,0,0,0,0,15108,15108,51663,0,51663,0,173138,0,62521,59893,50724,0,0,0,0,0,12913,12913,27025,5381,32406,0,0,95811,717413,375577,95811,717413,375577
1985:Q1,2158,2158,0,0,0,15404,15404,0,0,0,0,0,0,0,15071,15071,52569,0,52569,0,177502,0,63656,61120,52726,0,0,0,0,0,13761,13761,31510,4099,35609,0,0,85642,723909,378607,85642,723909,378607
1985:Q2,1892,1892,0,0,0,20318,20318,0,0,0,0,0,0,0,15180,15180,53554,0,53554,0,186584,0,69414,62582,54588,0,0,0,0,0,14718,14718,36452,5704,42156,0,0,72794,734456,380973,72794,734456,380973
1985:Q3,1874,1874,0,0,0,18136,18136,0,0,0,0,0,0,0,15279,15279,54547,0,54547,0,199049,0,78845,63671,56533,0,0,0,0,0,14545,14545,35835,4496,40331,0,0,113176,735426,395210,113176,735426,395210
1985:Q4,1938,1938,0,0,0,23342,23342,0,0,0,0,0,0,0,15209,15209,55472,0,55472,0,210175,0,89762,64155,56258,0,0,131774,131774,0,18707,18707,57730,6869,64599,0,0,-23961,737105,382839,-23961,737105,382839
1986:Q1,1916,1916,0,0,0,25662,25662,0,0,0,0,0,0,0,14968,14968,56471,0,56471,0,219607,0,92915,68584,58108,0,0,138808,138808,0,18707,18707,55975,7725,63700,0,0,-63525,757380,376696,-63525,757380,376696
1986:Q2,1873,1873,0,0,0,23325,23325,0,0,0,0,0,0,0,14548,14548,57462,0,57462,0,229527,0,96710,72687,60130,0,0,140989,140989,0,18707,18707,54290,11900,66190,0,0,-55625,769515,375058,-55625,769515,375058
1986:Q3,920,920,0,0,0,25041,25041,0,0,0,0,0,30,30,14129,14129,58397,0,58397,0,241131,0,101732,77366,62033,0,0,141730,141730,0,18712,18712,53557,11302,64859,0,0,2447,775792,390431,2447,775792,390431
1986:Q4,927,927,0,0,0,26954,26954,0,0,0,0,0,30,30,13885,13885,59229,0,59229,0,252382,0,106421,83082,62879,0,0,146862,146862,0,18742,18742,53503,12011,65514,0,0,10026,778230,381572,10026,778230,381572
1987:Q1,1080,1080,0,0,0,25191,25191,0,0,0,0,0,30,30,13853,13853,60489,0,60489,0,262972,0,112696,87788,62488,0,0,161214,161214,0,19042,19042,66324,15783,82107,0,0,-87868,796671,350785,-87868,796671,350785
1987:Q2,921,921,0,0,0,21327,21327,0,0,0,0,0,30,30,14193,14193,61902,0,61902,0,273839,0,118333,94772,60734,0,0,171248,171248,0,19492,19492,60604,19375,79979,0,0,-100382,806218,347941,-100382,806218,347941
1987:Q3,925,925,0,0,0,18127,18127,0,0,0,0,0,30,30,14503,14503,63210,0,63210,0,284329,0,123646,101819,58864,0,0,184348,184348,0,20142,20142,69844,20863,90707,0,0,-116598,807805,345108,-116598,807805,345108
1987:Q4,781,781,0,0,0,20351,20351,0,0,0,0,0,30,30,15093,15093,64138,0,64138,0,293788,0,129445,106590,57753,0,0,186265,186265,0,20250,20250,49128,15137,64265,0,0,83270,809011,394372,83270,809011,394372
1988:Q1,673,673,0,0,0,24544,24544,0,0,0,0,0,30,30,14963,14963,65981,0,65981,0,302176,0,132211,112533,57432,0,0,184762,184762,0,19750,19750,51490,17388,68878,0,0,99713,828431,389254,99713,828431,389254
1988:Q2,650,650,0,0,0,20268,20268,0,0,0,0,0,30,30,15023,15023,67525,0,67525,0,309455,0,134937,117083,57435,0,0,187501,187501,0,19050,19050,63400,22747,86147,0,0,97605,837146,390057,97605,837146,390057
1988:Q3,590,590,0,0,0,19706,19706,0,0,0,0,0,30,30,15187,15187,68697,0,68697,0,316433,0,139109,119673,57651,0,0,183436,183436,0,17800,17800,55689,16307,71996,0,0,130916,839756,397420,130916,839756,397420
1988:Q4,729,729,0,0,0,19030,19030,0,0,0,0,0,30,30,15542,15542,69904,0,69904,0,323916,0,144137,121624,58155,0,0,186900,186900,0,19012,19012,54514,23173,77687,0,0,142506,839078,402728,142506,839078,402728
1989:Q1,726,726,0,0,0,17674,17674,0,0,0,0,0,30,30,15450,15450,71055,0,71055,0,331848,0,146395,125944,59509,0,0,192621,192621,0,20696,20696,62072,20362,82434,0,0,128102,859426,423974,128102,859426,423974
1989:Q2,673,673,0,0,0,21455,21455,0,0,0,0,0,30,30,15565,15565,71811,0,71811,0,340175,0,149339,129233,61603,0,0,196637,196637,0,22555,22555,66459,26296,92755,0,0,110425,867892,430985,110425,867892,430985
1989:Q3,705,705,0,0,0,23333,23333,0,0,0,0,0,30,30,15693,15693,72486,0,72486,0,348311,0,153384,131720,63207,0,0,202090,202090,0,24454,24454,83963,24094,108057,0,0,73057,871213,451210,73057,871213,451210
1989:Q4,586,586,0,0,0,25897,25897,0,0,0,0,0,30,30,16371,16371,74587,0,74587,0,355670,0,155955,135952,63763,0,0,204708,204708,0,26280,26280,61977,39261,101238,0,0,89030,869492,486670,89030,869492,486670
1990:Q1,660,660,0,0,0,24378,24378,0,0,0,0,0,30,30,16011,16011,75097,0,75097,0,362296,0,163946,134930,63420,0,0,207757,207757,0,28004,28004,64467,45280,109747,0,0,126141,890722,511516,126141,890722,511516
1990:Q2,646,646,0,0,0,23935,23935,0,0,0,0,0,30,30,16022,16022,76082,0,76082,0,368235,0,164481,141803,61951,0,0,210073,210073,0,29268,29268,63704,53214,116918,0,0,98250,899896,517805,98250,899896,517805
1990:Q3,674,674,0,0,0,26665,26665,0,0,0,0,0,30,30,15972,15972,77408,0,77408,0,373891,0,167872,145553,60466,0,0,210651,210651,0,30642,30642,55579,67085,122664,0,0,186565,902690,580217,186565,902690,580217
1990:Q4,628,628,0,0,0,30667,30667,0,0,0,0,0,30,30,16459,16459,79400,0,79400,0,379667,0,170339,149305,60023,0,0,214824,214824,0,32331,32331,51518,71403,122921,0,0,174553,901237,583776,174553,901237,583776
1991:Q1,691,691,0,0,0,31142,31142,0,0,0,0,0,30,30,16331,16331,80658,0,80658,0,383448,0,170713,151970,60765,0,0,221275,221275,0,35015,35015,59446,72021,131467,0,0,118159,923730,563573,118159,923730,563573
1991:Q2,893,893,0,0,0,31035,31035,0,0,0,0,0,30,30,16104,16104,81905,0,81905,0,385780,0,171614,151737,62429,0,0,227141,227141,0,38479,38479,62696,79494,142190,0,0,130491,931451,590339,130491,931451,590339
1991:Q3,1330,1330,0,0,0,33479,33479,0,0,0,0,0,30,30,15875,15875,83140,0,83140,0,388067,0,172548,151344,64175,0,0,235003,235003,0,41713,41713,66028,90020,156048,0,0,107867,934249,596872,107867,934249,596872
1991:Q4,1646,1646,0,0,0,31691,31691,0,0,0,0,0,30,30,15737,15737,84360,0,84360,0,391713,0,175175,151517,65021,0,0,244532,244532,0,44403,44403,73857,102937,176794,0,0,85151,931249,601160,85151,931249,601160
1992:Q1,1714,1714,0,0,0,35309,35309,0,0,0,0,0,30,30,15673,15673,86218,0,86218,0,396645,0,177223,154157,65265,0,0,245603,245603,0,46813,46813,77797,117992,195789,0,0,131441,955360,662633,131441,955360,662633
1992:Q2,1853,1853,0,0,0,34861,34861,0,0,0,0,0,30,30,15652,15652,88061,0,88061,0,402793,0,179849,158073,64871,0,0,246814,246814,0,49189,49189,87572,109332,196904,0,0,134049,963709,716350,134049,963709,716350
1992:Q3,1624,1624,0,0,0,35858,35858,0,0,0,0,0,30,30,15680,15680,89889,0,89889,0,409039,0,182713,162120,64206,0,0,248455,248455,0,51659,51659,103387,144268,247655,0,0,146032,966266,753570,146032,966266,753570
1992:Q4,1670,1670,0,0,0,30773,30773,0,0,0,0,0,30,30,15762,15762,91703,0,91703,0,414265,0,184966,165196,64103,0,0,247586,247586,0,54321,54321,77412,153534,230946,0,0,122915,962905,779988,122915,962905,779988
1993:Q1,2001,2001,0,0,0,28736,28736,0,0,0,0,0,30,30,15889,15889,93320,0,93320,0,418557,0,186683,167383,64491,0,0,255081,255081,0,56975,56975,107443,159684,267127,0,0,84123,987799,776348,84123,987799,776348
1993:Q2,2423,2423,0,0,0,24871,24871,0,0,0,0,0,30,30,16015,16015,94807,0,94807,0,422000,0,187941,168884,65175,0,0,257893,257893,0,59829,59829,95962,163491,259453,0,0,95592,995106,789025,95592,995106,789025
1993:Q3,2985,2985,0,0,0,22755,22755,0,0,0,0,0,30,30,16141,16141,97542,0,97542,0,425370,0,189116,170263,65991,0,0,261806,261806,0,62933,62933,109374,177918,287292,0,0,82087,997116,785215,82087,997116,785215
1993:Q4,1947,1947,0,0,0,23745,23745,0,0,0,0,0,30,30,16268,16268,97909,0,97909,0,429441,0,190665,172076,66700,0,0,267861,267861,0,66636,66636,109033,197105,306138,0,0,70968,993098,795626,70968,993098,795626
1994:Q1,1911,1911,0,0,0,21916,21916,0,0,0,0,0,30,30,16400,16400,99473,0,99473,0,433000,0,192295,173475,67230,0,0,272422,272422,0,69970,69970,128204,206857,335061,0,0,118023,1017626,838317,118023,1017626,838317
1994:Q2,2076,2076,0,0,0,18205,18205,0,0,0,0,0,30,30,16533,16533,100165,0,100165,0,436500,0,193887,174906,67707,0,0,278678,278678,0,73062,73062,131259,222245,353504,0,0,109450,1024906,865836,109450,1024906,865836
1994:Q3,2410,2410,0,0,0,15410,15410,0,0,0,0,0,30,30,16665,16665,102836,0,102836,0,440000,0,195507,176338,68155,0,0,283400,283400,0,75948,75948,132643,233742,366385,0,0,60400,1027823,870270,60400,1027823,870270
1994:Q4,2024,2024,0,0,0,15994,15994,0,0,0,0,0,0,0,16797,16797,104247,0,104247,0,443988,0,197268,177973,68747,0,0,297926,297926,0,78325,78325,136449,221668,358117,0,0,37678,1023135,883293,37678,1023135,883293
1995:Q1,2027,2027,0,0,0,14796,14796,0,0,0,0,0,0,0,16977,16977,106501,0,106501,0,453000,0,201577,181602,69821,0,0,303617,303617,0,79682,79682,163440,233510,396950,0,0,-6711,1048889,859773,-6711,1048889,859773
1995:Q2,2039,2039,0,0,0,17927,17927,0,0,0,0,0,0,0,17156,17156,108729,0,108729,0,461890,0,205839,185187,70864,0,0,309154,309154,0,81041,81041,138945,214687,353632,0,0,-52749,1056614,838055,-52749,1056614,838055
1995:Q3,2281,2281,0,0,0,16922,16922,0,0,0,0,0,0,0,17336,17336,109306,0,109306,0,459591,0,204395,184349,70847,0,0,315759,315759,0,82398,82398,157359,211925,369284,0,0,-83639,1059826,817657,-83639,1059826,817657
1995:Q4,2262,2262,0,0,0,19254,19254,0,0,0,0,0,0,0,17515,17515,110162,0,110162,0,464792,0,206825,186470,71497,0,0,322167,322167,0,83757,83757,158840,216174,375014,0,0,-94193,1072271,812648,-94193,1072271,812648
1996:Q1,2409,2409,0,0,0,17505,17505,0,0,0,0,0,0,0,17713,17713,109767,0,109767,0,467493,0,208188,187576,71729,0,0,326999,326999,0,85114,85114,205833,242572,448405,0,0,-108591,1085025,799154,-108591,1085025,799154
1996:Q2,2148,2148,0,0,0,14856,14856,0,0,0,0,0,0,0,17911,17911,110118,0,110118,0,468940,0,208958,188180,71802,0,0,332133,332133,0,86471,86471,195410,249460,444870,0,0,-123019,1090837,789163,-123019,1090837,789163
1996:Q3,2065,2065,0,0,0,15357,15357,0,0,0,0,0,0,0,18108,18108,110807,0,110807,0,474150,0,211620,190281,72249,0,0,340885,340885,0,87829,87829,217397,265248,482645,0,0,-129828,1095100,796294,-129828,1095100,796294
1996:Q4,2124,2124,0,0,0,18025,18025,0,0,0,0,0,0,0,18306,18306,115382,0,115382,0,471354,0,209578,189302,72474,0,0,429552,370915,58637,89185,89185,213819,276062,489881,0,0,-160015,1086666,770841,-160015,1086666,770841
1997:Q1,2149,2149,0,0,0,15240,15240,0,0,0,0,0,0,0,18390,18390,117614,0,117614,0,473775,0,210697,190296,72782,0,0,423782,362427,61355,91610,91610,293492,291354,584846,0,0,-127640,1113747,782413,-127640,1113747,782413
1997:Q2,2160,2160,0,0,0,13037,13037,0,0,0,0,0,59,59,18473,18473,120423,0,120423,0,475131,0,211330,190882,72919,0,0,445345,377741,67604,93059,93059,300262,337251,637513,0,0,-243002,1121585,679229,-243002,1121585,679229
1997:Q3,2189,2189,0,0,0,15324,15324,0,0,0,0,0,92,92,18557,18557,123189,0,123189,0,480640,0,214073,193115,73452,0,0,459895,387588,72307,94508,94508,331572,334254,665826,0,0,-301175,1123508,611881,-301175,1123508,611881
1997:Q4,2068,2068,0,0,0,18025,18025,0,0,0,0,0,92,92,18641,18641,125651,0,125651,0,476153,0,211578,191399,73176,0,0,465024,389827,75197,97572,97572,285274,333272,618546,0,0,-274511,1115494,626467,-274511,1115494,626467
1998:Q1,2090,2090,0,0,0,22330,22330,0,0,0,0,0,99,99,18607,18607,126679,0,126679,0,480131,0,212862,193133,74136,0,0,485699,403924,81775,101929,101929,402751,354101,756852,0,0,-357995,1144024,529255,-357995,1144024,529255
1998:Q2,2116,2116,0,0,0,21615,21615,0,0,0,0,0,581,581,18892,18892,126933,0,126933,0,481274,0,212734,193737,74803,0,0,481068,395905,85163,106429,106429,412156,382549,794705,0,0,-294589,1151935,546673,-294589,1151935,546673
1998:Q3,1978,1978,0,0,0,22799,22799,0,0,0,0,0,858,858,18379,18379,129033,0,129033,0,484650,0,213688,195209,75753,0,0,457579,373469,84110,110976,110976,379838,417619,797457,0,0,-123569,1155307,733425,-123569,1155307,733425
1998:Q4,1918,1918,0,0,0,24873,24873,0,0,0,0,0,917,917,17227,17227,132448,0,132448,0,480414,0,210532,193658,76224,0,0,484610,391642,92968,110453,110453,345126,403253,748379,0,0,-297703,1146814,574598,-297703,1146814,574598
1999:Q1,2040,2040,0,0,0,21497,21497,0,0,0,0,0,2091,2091,18523,18523,132912,0,132912,0,480882,0,210421,193977,76484,0,0,490004,394833,95171,107339,107339,443792,359947,803739,0,0,-283572,1175166,567024,-283572,1175166,567024
1999:Q2,2152,2152,0,0,0,17323,17323,0,0,0,0,0,3699,3699,18604,18604,132599,0,132599,0,483829,0,211710,195212,76907,0,0,498549,399477,99072,103373,103373,449581,375343,824924,0,0,-325509,1183422,508093,-325509,1183422,508093
1999:Q3,2269,2269,0,0,0,15885,15885,0,0,0,0,0,4230,4230,18645,18645,137030,0,137030,0,487850,0,213491,196864,77495,0,0,494549,395647,98902,98336,98336,408306,397233,805539,0,0,-211234,1187330,634718,-211234,1187330,634718
1999:Q4,2570,2570,0,0,0,17078,17078,0,0,0,0,0,4230,4230,19435,19435,156991,6051,147406,15636,647920,45289,266856,195025,77309,148919,5100,511516,405519,105997,92083,92083,449404,419533,868937,0,0,-376648,1179114,473958,-376648,1179114,473958
2000:Q1,2276,2276,0,0,0,15054,15054,0,0,0,0,0,4951,4951,18702,18702,159145,6467,148903,16709,656391,48282,270662,195467,77508,155461,5575,516521,409332,107189,90069,90069,629613,421340,1050953,0,0,-454370,1207712,452013,-454370,1207712,452013
2000:Q2,2335,2335,0,0,0,12870,12870,0,0,0,0,0,8025,8025,18896,18896,161898,6882,150999,17781,667490,51275,275959,196955,77795,162005,6051,499597,394385,105212,83290,83290,585161,447092,1032253,0,0,-373714,1215552,531971,-373714,1215552,531971
2000:Q3,2436,2436,0,0,0,13577,13577,0,0,0,0,0,9542,9542,18750,18750,166086,7296,154531,18851,676858,54268,280348,197784,77922,168547,6525,489583,385545,104038,77999,77999,564355,450874,1015229,0,0,-347845,1220029,546610,-347845,1220029,546610
2000:Q4,2594,2594,0,0,0,17100,17100,0,0,0,0,0,11682,11682,19560,19560,168747,7711,156535,19923,677180,57261,280082,195059,77211,175089,7000,462076,362336,99740,72991,72991,496547,486107,982654,0,0,-193493,1230983,717447,-193493,1230983,717447
2001:Q1,2494,2494,0,0,0,29883,29883,0,0,0,0,0,14479,14479,18723,18723,167451,8161,154527,21085,692829,63375,287895,195984,77632,187143,7550,422393,328472,93921,70761,70761,538739,464525,1003264,0,0,1828,1241343,926170,1828,1241343,926170
2001:Q2,2520,2520,0,0,0,26113,26113,0,0,0,0,0,20408,20408,18461,18461,174255,8610,160619,22246,713123,69491,298456,198713,78145,199199,8101,437558,342603,94955,64343,64343,551401,521351,1072752,0,0,-17630,1249701,878116,-17630,1249701,878116
2001:Q3,2550,2550,0,0,0,29415,29415,0,0,0,0,0,23499,23499,19264,19264,180166,9060,165818,23408,743436,75605,313821,205465,79854,211251,8650,384492,295447,89045,57207,57207,561277,533144,1094421,0,0,193440,1255348,1128245,193440,1255348,1128245
