1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1958:Q4,24591,20823,1300,2468,24448,20563,3885,0,0,143,2324,0,2324,2536,1388,0,-724,1640,-480,0,0,1528,-100,1544,0,0,84,0,8,0,-96,0,0,-728,0,212,1500,-292,-92,0,876,0,876,1292,272,1020,44,0,0,-32,-296,0,-296,0,0,0,-1288,-512,-776,-2181,-260,2585,2468,0,-143
1959:Q1,27287,21396,1379,4512,25877,21915,3962,0,0,1410,1568,0,1568,3496,384,0,652,-224,120,0,0,1692,-360,2028,0,0,24,0,140,0,216,0,0,516,0,1928,-24,-660,-24,0,676,0,676,-204,-388,184,-124,0,0,88,224,0,224,0,0,0,1952,-208,2160,-158,519,2583,4512,0,-1410
1959:Q2,28721,22544,1457,4720,25833,21776,4057,0,0,2888,4100,0,4100,10812,2960,0,-368,688,-1440,0,0,7684,-36,7648,0,0,72,0,388,0,244,0,0,656,0,6712,3636,1272,-24,0,260,0,260,1208,140,1068,280,0,0,124,516,0,516,0,0,0,3076,8,3068,-1212,-768,2600,4720,0,-2888
1959:Q3,28425,22868,1549,4008,28458,24079,4379,0,0,-33,2608,0,2608,4720,668,0,-512,-304,-844,0,0,4804,-60,4724,0,0,140,0,348,0,56,0,0,504,0,2112,564,-104,32,0,520,0,520,708,324,384,16,0,0,80,-688,0,-688,0,0,0,1548,-476,2024,-2641,1211,2830,4008,0,33
1959:Q4,28632,22504,1648,4480,27809,23131,4678,0,0,823,4440,0,4440,1916,288,0,-4,376,-1192,0,0,2552,112,2900,0,0,-460,0,528,0,92,0,0,-724,0,-2524,-112,-352,-52,0,436,0,436,-260,516,-776,200,0,0,-80,-4,0,-4,0,0,0,-2412,-436,-1976,-3617,627,3030,4480,0,-823
1960:Q1,29050,23288,1842,3920,30914,26145,4769,0,0,-1864,-1964,0,-1964,1900,200,0,1152,-2256,-400,0,0,1544,1304,108,0,0,132,0,548,0,696,0,0,416,0,3864,1712,-436,-44,0,1116,0,1116,420,-356,776,0,0,0,92,564,0,564,0,0,0,2152,-52,2204,100,2857,2927,3920,0,1864
1960:Q2,29919,23455,1788,4676,31642,26850,4792,0,0,-1723,-884,0,-884,3336,376,0,1424,1188,512,0,0,-408,-168,-364,0,0,124,0,344,0,-392,0,0,292,0,4220,2996,-324,76,0,500,0,500,1224,-116,1340,544,0,0,56,920,320,600,0,0,0,1224,164,1060,-839,3395,3004,4676,0,1723
1960:Q3,28281,22879,1770,3632,32495,27561,4934,0,0,-4214,2476,0,2476,5880,2552,0,936,-148,876,0,0,1384,772,532,0,0,80,0,-60,0,-24,0,0,364,0,3404,1636,-408,204,0,304,0,304,1044,36,1008,56,0,0,56,380,0,380,0,0,0,1768,140,1628,-6690,4682,3164,3632,0,4214
1960:Q4,27795,21742,1701,4352,32679,27622,5057,0,0,-4884,-5464,0,-5464,6112,3684,0,-360,1144,148,0,0,1096,228,888,0,0,-20,0,-20,0,232,0,0,188,0,11576,5072,-600,-224,0,388,0,388,1948,860,1088,2444,0,0,252,864,296,568,0,0,0,6504,92,6412,580,5880,3356,4352,0,4884
1961:Q1,27422,21658,1724,4040,32860,27560,5300,0,0,-5438,-945,-1,-944,4084,1484,0,884,2080,-1584,0,0,176,208,-64,0,0,32,0,384,0,280,0,0,380,0,5028,1960,0,164,0,340,0,340,2072,-140,2212,-1040,0,0,116,308,0,308,0,0,0,3068,200,2868,-4493,5902,3576,4040,0,5438
1961:Q2,28556,21899,1741,4916,31768,26627,5141,0,0,-3212,-4253,-1,-4252,260,-680,0,1068,-496,660,0,0,-1452,-84,-1388,0,0,20,0,588,0,124,0,0,448,0,4512,1768,600,96,0,692,0,692,-876,544,-1420,732,0,0,112,412,0,412,0,0,0,2744,292,2452,1041,4728,3400,4916,0,3212
1961:Q3,28792,23326,1814,3652,33095,27779,5316,0,0,-4303,-2825,-1,-2824,5664,584,0,-48,904,1100,0,0,2784,476,2344,0,0,-36,0,48,0,72,0,0,220,0,8488,5000,1436,100,0,268,0,268,2408,116,2292,608,0,0,124,56,0,56,0,0,0,3488,228,3260,-1478,4453,3502,3652,0,4303
1961:Q4,30011,23870,1873,4268,33912,28442,5470,0,0,-3901,-2797,-1,-2796,2572,2040,0,-2360,1416,32,0,0,308,-324,644,0,0,-12,0,272,0,668,0,0,196,0,5368,3164,-1032,-8,0,448,0,448,2620,1408,1212,124,0,0,60,952,684,268,0,0,0,2204,580,1624,-1104,4572,3597,4268,0,3901
1962:Q1,30617,24314,1803,4500,33729,28325,5404,0,0,-3112,-1563,1,-1564,4192,1216,0,648,1132,-28,0,0,852,96,-48,336,0,468,0,112,0,40,0,0,220,0,5756,3828,-492,-8,0,804,0,804,2236,956,1280,1016,0,0,80,192,0,192,0,0,0,1928,-20,1948,-1549,4011,3601,4500,0,3112
1962:Q2,31747,24884,1839,5024,35493,29662,5831,0,0,-3746,-3563,1,-3564,2452,464,0,-112,156,348,0,0,1768,-268,1780,340,0,-84,0,108,0,-660,0,0,380,0,6016,3660,1120,128,0,1260,0,1260,620,24,596,-184,0,0,112,604,0,604,0,0,0,2356,-28,2384,-183,4778,3992,5024,0,3746
1962:Q3,30729,25111,1858,3760,35502,29593,5909,0,0,-4773,1361,1,1360,3336,1780,0,72,-2236,552,0,0,2640,-96,2600,336,0,-200,0,108,0,192,0,0,228,0,1976,-744,-1740,-76,0,376,0,376,-584,76,-660,880,0,0,100,300,0,300,0,0,0,2720,-28,2748,-6134,4482,4051,3760,0,4773
1962:Q4,31733,25550,1887,4296,35300,28683,6617,0,0,-3567,-1791,1,-1792,3472,100,0,-2020,1488,1120,0,0,1672,376,1044,336,0,-84,0,108,0,448,0,0,556,0,5264,1412,-1460,-544,0,1536,0,1536,1172,-336,1508,180,0,0,156,372,488,-116,0,0,0,3852,-24,3876,-1776,3133,4730,4296,0,3567
1963:Q1,31609,25185,1912,4512,35580,29161,6419,0,0,-3971,-3148,0,-3148,4556,444,0,2752,-1276,1572,0,0,576,-68,476,336,0,-168,0,224,0,-12,0,0,276,0,7704,3920,316,152,0,1976,0,1976,1388,-380,1768,-256,0,0,144,200,0,200,0,0,0,3784,112,3672,-823,3976,4507,4512,0,3971
1963:Q2,33452,25890,2010,5552,37795,31448,6347,0,0,-4343,-3140,0,-3140,5636,464,0,-680,1344,548,0,0,3004,228,2212,332,0,232,0,224,0,216,0,0,516,0,8776,5308,-28,484,0,2028,0,2028,3104,480,2624,-1488,0,0,144,1064,0,1064,0,0,0,3468,116,3352,-1203,5558,4337,5552,0,4343
1963:Q3,32535,26704,2103,3728,37756,31215,6541,0,0,-5221,-168,0,-168,3920,784,0,164,-324,756,0,0,1352,564,472,336,0,-20,0,224,0,516,0,0,448,0,4088,1160,-124,-260,0,284,0,284,844,540,304,192,0,0,100,124,0,124,0,0,0,2928,116,2812,-5053,4511,4438,3728,0,5221
1963:Q4,33036,26764,2188,4084,39287,32474,6813,0,0,-6251,-5720,0,-5720,432,152,0,-1768,1320,528,0,0,-548,-524,-544,336,0,184,0,228,0,836,0,0,-316,0,6152,2492,172,-1212,0,-316,0,-316,2916,1108,1808,132,0,0,152,648,248,400,0,0,0,3660,104,3556,-531,5710,4625,4084,0,6251
1964:Q1,33288,26978,2230,4080,41480,34192,7288,0,0,-8192,-6264,0,-6264,820,184,0,88,296,1080,0,0,-1516,580,-2556,336,0,124,0,-292,0,640,0,0,340,0,7084,3568,388,544,0,-444,0,-444,2792,712,2080,436,0,0,124,-272,0,-272,0,0,0,3516,364,3152,-1928,7214,5058,4080,0,8192
1964:Q2,35223,27726,2293,5204,41198,34030,7168,0,0,-5975,-4212,0,-4212,2068,-292,0,-1092,1404,1360,0,0,420,456,-508,336,0,136,0,-80,0,-96,0,0,444,0,6280,2356,-1504,368,0,608,0,608,2696,536,2160,124,0,0,156,-92,200,-292,0,0,0,3924,216,3708,-1763,6304,4875,5204,0,5975
1964:Q3,34598,28429,2305,3864,42728,35375,7353,0,0,-8130,-2192,0,-2192,5052,-80,0,448,912,1260,0,0,2692,-172,2196,336,0,332,0,-452,0,60,0,0,212,0,7244,3156,-360,224,0,-176,0,-176,2432,856,1576,976,0,0,148,-88,0,-88,0,0,0,4088,168,3920,-5938,6946,5048,3864,0,8130
1964:Q4,36053,29285,2448,4320,43626,36480,7146,0,0,-7573,-5816,0,-5816,6812,688,0,260,1224,1320,0,0,2464,-132,2020,336,0,240,0,-344,0,908,0,0,292,0,12628,8864,1292,-724,0,1880,0,1880,3828,1816,2012,1456,0,0,156,976,248,728,0,0,0,3764,96,3668,-1757,7195,4698,4320,0,7573
1965:Q1,35234,28457,2489,4288,40893,32969,7924,0,0,-5659,-6352,0,-6352,3856,3332,0,1432,-972,616,0,0,-1664,1060,-3132,336,0,72,0,156,0,236,0,0,720,0,10208,3424,-40,-256,0,360,0,360,4392,2504,1888,-716,0,0,248,-564,0,-564,0,0,0,6784,432,6352,693,4512,5435,4288,0,5659
