1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q4,6387267,4638513,2546255,1238977,234767,618514,1748754,10063,68019,63573,19031,2435,44459,7948,21011,3322,12178,69033,38246,30787,128675,3070,569115,242640,528641,2453726,533077,37614,74466,420997,596857,323733,145927,127196,394163,35585,27257,866787,3933541,1386269,1386269,0,86561,37.44285291427067,76.71853282226216,28.72560740262609,4283659,2534905,914078,847446,185449,587932,1829933,16183,806837
1983:Q1,6479059,4685521,2585747,1247685,241095,610995,1793538,11580,61905,63337,17526,3278,49745,8071,24404,2830,14440,67578,38689,28889,141890,3409,581521,244356,547413,2485865,545301,41187,76920,427194,615358,326056,145888,143413,376759,41447,26800,880200,3993194,1533575,1533575,0,87383,40.59301529522233,71.6032465892895,29.06591683986604,4368691,2575153,932998,860422,191148,590585,1882826,16353,824020
1983:Q2,6555688,4696909,2580932,1253927,246772,615278,1858779,11545,68535,67829,14825,3899,56051,9343,26870,3753,16085,69881,39136,30745,158078,3707,602729,248006,553694,2523109,556969,38849,79803,438317,627543,325790,153678,148074,380096,37404,28549,892548,4032579,1736437,1736437,0,88571,45.2565935310108,64.90445579428396,29.37354574233368,4471841,2613062,950358,874476,197102,591126,1948732,16557,839622
1983:Q3,6624026,4732627,2588533,1260934,253957,629203,1891399,13176,73516,66597,12259,3847,51430,9943,24105,3141,14241,71455,39589,31866,158269,4044,630051,253384,553372,2567319,565361,40547,81876,442938,642850,331693,158128,153029,376903,41038,30398,910769,4056707,1709243,1709243,0,89413,44.33783882355993,67.17296678772942,29.78304174734692,4551574,2660175,968154,890013,203426,598582,1984255,16791,855569
1983:Q4,6719191,4792825,2616851,1275677,260744,639553,1926366,14393,89573,69974,11153,3248,64787,12188,30144,4187,18268,75406,40041,35365,159277,4501,626517,289719,517818,2609588,567652,36775,83897,446980,679591,352715,168609,158266,401994,38646,29770,891935,4109603,1630197,1630197,0,102936,42.17276092025843,71.96462103663733,30.34946757695106,4644902,2718536,986648,908841,210200,612847,2035314,17035,872071
1984:Q1,6856410,4853773,2632615,1289680,268341,663137,2002637,15541,102485,67460,11509,4127,76853,12632,38101,2548,23572,75953,42877,33076,156938,5034,662415,294079,530243,2719251,583617,42518,85897,455202,708296,368369,178987,160941,410679,43234,30089,943336,4137159,1527519,1527519,0,105426,39.47020459223302,79.11552638072705,31.22706012669505,4790910,2788273,1006578,927771,217351,636573,2071659,17295,889916
1984:Q2,7019004,4934791,2669602,1306947,275643,682599,2084213,16503,97238,65810,13318,5917,74845,11246,37282,3291,23026,80278,45712,34566,154115,5604,693100,299010,578475,2819878,605223,53463,88116,463644,746236,388451,190168,167617,429080,39561,34059,965719,4199126,1455724,1455724,0,109517,37.27539836360227,86.34188851840176,32.18428289989162,4938540,2854327,1028001,948392,224825,653109,2118662,17557,909232
1984:Q3,7193375,5018539,2712824,1323322,284120,698273,2174836,12418,96723,61132,15272,3928,69308,11189,33740,3715,20664,83559,48579,34980,170467,6295,717799,302954,634980,2906386,628268,60349,90480,477439,761974,391315,198699,171960,428203,40087,34848,1013006,4286989,1542913,1542913,0,111727,38.59678268083346,84.02079683187894,32.42932435990492,5097738,2922902,1050496,969716,232549,670141,2191352,17817,929447
1984:Q4,7296134,5095532,2755196,1341267,290424,708645,2200602,13284,102698,69124,16062,3919,74011,9742,36467,5319,22483,89824,51446,38378,175013,7193,694120,288062,667292,2928516,657987,58490,104439,495058,799981,411929,214839,173213,436676,42167,35874,955831,4367618,1553280,1553280,0,112020,38.12833468708599,87.54985450481716,33.38130154365352,5186169,2985567,1073591,991623,240422,679931,2257653,18089,949921
1985:Q1,7402087,5137421,2772643,1356529,298636,709613,2264666,12568,90366,73050,15820,8081,62817,10202,30156,4183,18276,88325,52819,35506,187569,8651,724675,291289,701455,3033747,682669,62972,106139,513558,803627,422840,218787,162000,433874,42555,37203,1033819,4368340,1671084,1671084,0,115539,40.89935688230312,83.19024914468707,34.02427688896268,5332016,3067350,1098362,1012032,248274,708682,2298269,18376,971611
1985:Q2,7499853,5188470,2796190,1374988,305829,711463,2311383,11895,96506,66808,14675,4225,82688,9798,42730,3502,26658,91298,54207,37091,197608,10112,736169,295346,704052,3105822,715218,68886,110639,535693,812051,425185,222247,164619,437622,38470,38896,1063565,4394031,1743624,1743624,0,118160,42.37075347635469,82.03255046657981,34.75780972856078,5440913,3129530,1123545,1032731,256156,717098,2335091,18674,993142
1985:Q3,7605307,5246441,2828741,1394082,313398,710220,2358866,12514,107016,68688,14413,4794,70885,9326,35913,3533,22113,93710,55610,38100,186046,10393,746326,298482,745598,3185077,739841,69036,116039,554766,818612,434380,223552,160680,434607,41296,39870,1110851,4420230,1641750,1641750,0,120862,39.876020969186,88.41726875976896,35.25728863102701,5539158,3180292,1147796,1051709,263955,716832,2354081,18987,1013781
1985:Q4,7800474,5329625,2872856,1416404,319788,720577,2470849,16023,125714,69301,14516,3374,81169,10478,41102,4017,25572,99518,57013,42505,214143,10799,739342,391367,705583,3308203,777480,72207,127039,578234,861463,453929,238234,169299,479653,39009,40132,1110466,4492271,1916908,1916908,0,147722,45.9596068427458,79.38192021167617,36.48361843350853,5709439,3238590,1171266,1070707,271824,724793,2401236,19313,1034295
1986:Q1,7839209,5364698,2892728,1428941,327676,715353,2474511,17734,115339,74757,16069,3349,69882,11646,33539,4167,20530,95439,55321,40118,247091,12589,724905,398376,698981,3308690,807745,69514,124039,614192,875229,460434,244322,170473,444559,40329,41811,1099017,4530519,2136797,2136797,0,157381,50.63830565239146,73.35847121158889,37.14748687404598,5764923,3290412,1192862,1087999,279633,729918,2456233,19667,1053546
1986:Q2,7927180,5413971,2911224,1452123,334577,716047,2513209,18854,112387,80427,16952,2900,80815,10268,40715,4518,25314,95210,53610,41600,264642,13947,739512,403687,683877,3344201,842883,68654,120767,653462,898790,469700,254865,174225,439233,39574,43400,1080321,4582979,2244577,2244577,0,162526,52.52267076938006,72.35555280843764,38.00306878494064,5846142,3332933,1210767,1105239,287311,729616,2501941,20054,1069684
1986:Q3,8052395,5466436,2935497,1474775,341408,714757,2585959,18104,103940,92218,18216,3742,78234,9378,38961,5750,24145,94395,51880,42515,248845,14709,759201,408495,745861,3441160,874104,72779,119531,681794,913599,471790,263030,178779,445482,41274,44548,1122153,4611235,2031804,2031804,0,168829,47.7232843717406,81.23583641241093,38.76840922285687,5955135,3369176,1227433,1121625,294784,725334,2513975,20444,1084693
1986:Q4,8150950,5511206,2956923,1491381,347991,714911,2639744,19201,123998,85530,18117,5073,77913,10173,40325,2360,25055,97167,50150,47017,265538,15676,741486,517615,672430,3498215,885353,62865,117138,705350,979134,519640,274200,185294,477971,42784,49532,1063441,4652735,2240835,2240835,0,194800,52.34845602181561,76.55034092648712,40.07292155445204,6046021,3406277,1244656,1138056,302088,721477,2547806,20820,1099889
1987:Q1,8302953,5564169,2975393,1506545,355315,726916,2738784,16826,124940,81118,18826,5556,75671,12384,37705,2274,23308,94913,50490,44423,321289,16057,772240,523775,687573,3573196,911433,63593,117349,730491,998040,504674,278169,215197,477734,43947,55308,1086734,4729757,2708148,2708148,0,202796,61.54532133269951,65.59633262144291,40.37147369433343,6203418,3464634,1261369,1151764,309169,742332,2630222,21163,1114456
1987:Q2,8410634,5622441,3002854,1515221,363361,741005,2788193,15896,129056,81792,18518,5532,69549,13815,32734,3006,19994,97404,50833,46571,336338,15039,788985,531330,698754,3624500,932274,67916,116146,748212,1024118,508793,289192,226133,473369,46928,57155,1090656,4786134,2783592,2783592,0,210992,62.56790927429164,65.33100687381354,40.87624510878889,6298933,3510740,1278273,1165860,316048,750559,2674433,21490,1129310
1987:Q3,8530386,5677020,3032658,1524572,371844,747946,2853366,15081,129178,80483,18611,5601,70878,16886,31671,3036,19285,99255,51180,48075,357654,14628,811164,538818,712014,3673779,952968,68108,116097,768763,1041748,512770,293539,235439,482992,47763,68018,1080290,4856607,2944431,2944431,0,220494,65.16741559765237,63.02568069296397,41.07220727043318,6417174,3563808,1296502,1180431,322774,764101,2743395,21797,1145158
1987:Q4,8673107,5802585,3096102,1552976,381982,771525,2870522,16262,133651,85943,18940,3362,68768,14966,31790,2648,19364,105555,51527,54028,275803,12817,805346,565167,778908,3773980,974107,73768,116224,784115,1077438,524047,307345,246046,522356,47866,66301,1085912,4899127,2286653,2286653,0,234602,51.46335451624714,81.36997941039677,41.87572097376979,6492616,3622094,1316016,1193995,329477,782606,2718636,22091,1161523
1988:Q1,8841467,5901654,3154576,1572336,391556,783186,2939813,18334,128805,81972,19578,3658,66367,12295,31319,3702,19051,106594,55681,50913,270421,12167,841376,567787,822755,3863671,998872,73507,115753,809612,1106818,527447,330501,248870,524786,48823,63262,1121110,4977796,2419233,2419233,0,250376,53.6303362947696,78.8763364803422,42.30164451140156,6635084,3695271,1335519,1208982,336119,814651,2771413,22361,1177061
1988:Q2,8991122,5989070,3199840,1588669,399010,801551,3002052,25398,135592,74680,17533,3075,64426,15348,26880,6107,16091,112666,59836,52830,266069,11478,877010,571338,842788,3931617,1034690,77847,116168,840675,1129603,543546,336235,249822,534527,46307,66278,1120212,5059505,2514872,2514872,0,268114,55.00510561420161,77.76872947793809,42.77677178416259,6747173,3745121,1356463,1225008,342657,820993,2815556,22621,1193152
1988:Q3,9114068,6067924,3241818,1603653,405928,816525,3046144,26273,133955,78949,16336,3695,62416,13725,26761,5918,16012,117777,63990,53787,245024,10912,890081,578928,881799,3981763,1061889,80303,115932,865654,1134089,544311,344464,245315,531229,45149,70320,1139087,5132305,2459275,2459275,0,280328,53.3795842423377,80.15680802114534,42.78737086361618,6838823,3792679,1377317,1241147,349257,824958,2857060,22877,1208922
1988:Q4,9428267,6178147,3297032,1634974,412873,833268,3250120,21554,145405,82273,15649,4981,64397,13648,27933,6022,16794,128902,68145,60757,230344,10627,895916,646438,1003634,4191650,1089317,85676,116409,887232,1175888,565416,353269,257203,576096,44371,76451,1229527,5236617,2558076,2558076,0,309155,54.75349501176807,79.00321673440148,43.25702233380683,7097343,3847223,1397752,1258002,356524,834945,2905693,23146,1224686
1989:Q1,9834086,6443036,3510165,1655276,422481,855114,3391050,18622,138197,74379,16461,3744,82449,14686,37140,7692,22931,117409,64756,52653,243434,10876,927042,658811,1099625,4373886,1113576,96147,115626,901803,1210886,568118,373997,268772,577312,49134,88918,1334060,5460200,2669423,2669423,0,313167,54.6241917345659,77.93435912315286,42.57101375453617,7325626,3934576,1426225,1274855,364174,869322,2951740,23419,1240701
1989:Q2,9897752,6465262,3496299,1671839,431156,865968,3432490,17113,139884,80721,16718,3524,88980,17526,39716,7090,24648,115720,61328,54392,261289,11643,955263,662640,1078994,4428494,1148350,110059,115090,923201,1238318,577005,390399,270914,581921,43378,92560,1323967,5469258,2835812,2835812,0,322350,57.74388302002706,75.57143347243493,43.63788014088041,7416401,3983911,1442310,1292403,372161,877037,2987907,23688,1256517
1989:Q3,9943865,6481826,3476757,1696331,440652,868086,3462039,13992,141324,73203,17033,2449,93651,14351,44739,6564,27997,113640,57864,55776,285558,12045,964676,668479,1075988,4482220,1166999,113273,114688,939038,1239848,580513,387529,271806,577571,42076,92871,1362855,5461645,3056089,3056089,0,336600,62.11844201320417,70.9421562449666,44.06816218994627,7490563,4028524,1459935,1311238,380509,876842,3008343,23956,1273874
1989:Q4,9970031,6491136,3446477,1718935,448921,876803,3478895,14705,153925,80610,16224,2783,107244,14291,51432,9170,32351,118228,54399,63829,287674,11709,937992,741789,1006012,4532736,1183681,107112,115490,961079,1271540,604541,402431,264568,597901,38289,96187,1345138,5437295,3138600,3138600,0,416172,65.37758593147956,69.06830130878092,45.15518803956147,7539376,4060481,1478663,1328761,389167,863890,3006640,24210,1292348
1990:Q1,9999059,6514810,3432876,1742071,458647,881215,3484249,15669,144236,69847,19781,2036,87382,11574,44125,7046,24637,112510,53998,58512,278230,11097,943706,754650,1045105,4582524,1208939,126034,114943,967962,1303087,598251,424819,280017,588308,42256,98824,1341110,5416535,3005478,3005478,0,428428,63.39673295366902,73.1535896712336,46.37698588989478,7703581,4219332,1586243,1347322,398030,887737,3121057,24464,1313000
1990:Q2,10032454,6536336,3420724,1757506,469663,888442,3496118,15551,144172,70925,21192,1800,87450,12555,45692,5292,23911,113177,53592,59585,294621,11261,979042,761299,995628,4597267,1228355,128659,115278,984418,1323082,600956,438658,283469,593497,37130,101537,1313666,5435187,3134877,3134877,0,438759,65.75001476490168,71.39611794513401,46.94295809049223,7757920,4261802,1609222,1364115,407066,881399,3160653,24695,1334807
1990:Q3,10145131,6607983,3435752,1783072,480153,909006,3537148,14509,138790,72369,24301,2792,77320,12016,36616,2886,25802,113257,53182,60075,253215,9296,1012945,777138,1041216,4689360,1238704,131811,115026,991867,1332581,592325,453160,287096,616321,40934,102448,1358372,5455771,2653601,2653601,0,457011,57.01507612469001,82.66170834000044,47.12963593602048,7863015,4325867,1644010,1382212,415888,883757,3173655,24912,1357175
1990:Q4,10233077,6645566,3435531,1813320,486901,909813,3587511,14717,159167,74564,26329,2137,79441,13836,37649,3285,24671,119913,52772,67141,274682,9723,967178,657935,1201725,4729421,1240172,116852,115153,1008167,1345217,594058,463042,288117,626310,38302,104730,1374690,5503656,2955814,2955814,0,439126,61.68518345054989,76.15419331854584,46.9758538538314,7951196,4363685,1664029,1399735,424557,875364,3221775,25126,1377914
1991:Q1,10279115,6659180,3424133,1838316,499961,896771,3619935,15349,126388,77964,30192,1324,76700,13845,34502,2873,25480,113487,54301,59186,313678,11775,950905,669216,1232957,4752528,1262042,119851,114860,1027331,1316207,581382,440808,294017,587704,34609,99439,1452527,5526587,3396441,3396441,0,449864,69.59638753007036,67.03183194682497,46.65173353021782,8060188,4440253,1690889,1415133,433589,900642,3307660,25338,1397906
1991:Q2,10296997,6646785,3405641,1843769,510947,886428,3650212,12599,133193,81294,30081,1430,81002,15866,34726,4955,25455,113232,55847,57385,311831,12357,980610,676426,1216157,4769951,1286441,119437,115537,1051467,1295069,565328,434803,294937,600650,27402,105700,1454689,5527046,3354319,3354319,0,444698,68.73503096892809,67.95204579189708,46.70685971908065,8114400,4464188,1710188,1429816,443053,881131,3344449,25584,1416808
1991:Q3,10272051,6563039,3305892,1848891,520221,888036,3709012,13578,145376,84043,31041,1635,96531,14318,42221,3350,36642,114652,57409,57243,327479,13606,995877,685760,1199434,4830993,1294169,107016,115277,1071876,1265655,552776,425172,287707,616179,31379,101449,1522162,5441058,3536308,3536308,0,445024,73.17201445749217,64.29566642669354,47.04643433328114,8213546,4504534,1726727,1445143,452201,880463,3382553,25844,1433449
1991:Q4,10203266,6488682,3207411,1861340,525021,894910,3714584,16435,164495,77581,32331,1620,108051,14695,43426,5112,44818,121960,58972,62988,353898,14828,961380,742902,1119103,4829771,1299396,98477,113984,1086935,1227244,542316,405643,279284,649415,28892,98120,1526704,5373495,3998481,3998481,0,530447,84.28271738773972,55.78890927002923,47.02040873376126,8244644,4530060,1741641,1460108,461554,866757,3414873,26085,1448960
1992:Q1,10279654,6448242,3143592,1882756,529263,892631,3831412,14978,154598,74167,37900,3211,97058,13853,42011,7872,33322,115269,59237,56032,334622,16197,977573,757148,1248690,5058119,1330818,110434,114334,1106050,1216136,536795,405603,273738,627620,34543,96259,1752743,5221535,3908353,3908353,0,543600,85.26139099967747,57.20980551147279,48.77787596729185,8423765,4592353,1753766,1474289,470416,893882,3365646,26321,1463705
1992:Q2,10258680,6420942,3088244,1893297,538792,900609,3837738,14987,153585,73250,40597,3872,120338,14122,57611,7727,40878,116374,59501,56873,330317,17119,1019494,768289,1179514,5065846,1352584,111996,115097,1125491,1197568,525425,403709,268434,646811,31419,98492,1738972,5192834,3870341,3870341,0,548213,85.08944689839623,57.71463415711718,49.10906298372388,8475703,4637965,1772822,1491880,479129,894134,3409857,26547,1478282
1992:Q3,10228044,6379705,3018527,1906588,548040,906550,3848339,15639,151780,74612,44253,3194,115495,14757,52292,8462,39984,117612,59769,57843,329952,18891,1031412,777469,1168028,5083058,1365248,108216,116104,1140928,1181194,517213,404866,259115,655379,35418,97055,1748764,5144986,3966349,3966349,0,549027,87.76265243853625,56.39490157285867,49.49366146044256,8543768,4695429,1789570,1510532,487617,907710,3460710,26755,1493192
1992:Q4,10214772,6335594,2949432,1915613,560122,910426,3879178,15791,158671,75991,47346,5057,132031,17044,60589,8585,45813,125777,60036,65741,335563,21148,988942,703724,1269137,5109733,1379895,107106,118285,1154504,1165105,513956,411957,239192,682817,35344,100117,1746455,5105039,4361179,4361179,0,559391,96.38653999890214,51.72164643871758,49.85270543274527,8614156,4734978,1805198,1530640,496606,902534,3504423,26973,1508884
1993:Q1,10320814,6352300,2929437,1935244,564842,922777,3968514,13489,152194,82120,47510,3905,118464,15860,42943,15167,44494,121475,58124,63351,359409,23483,1025995,710184,1310286,5210385,1445589,113900,119327,1212362,1143794,508097,405744,229953,666438,41686,103766,1809112,5110429,4481787,4481787,0,566741,98.78874067310257,51.2898541026211,50.66860096105101,8774874,4806360,1819795,1551484,505661,929420,3564489,27183,1524720
1993:Q2,10428305,6380116,2920836,1953572,573731,931977,4048189,13667,158090,85412,45896,3071,124607,18076,47830,11620,47081,120744,56191,64553,370027,25215,1057388,724775,1319297,5266220,1503576,124025,120705,1258846,1127962,507802,398592,221569,668865,38333,109112,1818372,5162085,4502439,4502439,0,567120,98.20759388147182,51.90862591649827,50.97821252952706,8912132,4863943,1844956,1574201,514859,929927,3645912,27392,1540508
1993:Q3,10535252,6412295,2926125,1970875,579688,935607,4122957,15278,154034,81130,44699,1963,143150,16698,53078,17224,56150,120845,54237,66608,388666,27899,1082549,739686,1323058,5314480,1548852,123232,122697,1302923,1109696,500973,390574,218149,678048,41382,113751,1822751,5220772,4628385,4628385,0,560165,99.38280513208427,51.23875280607319,50.92250985337008,9046989,4924032,1860294,1596701,523774,943263,3732509,27618,1556513
1993:Q4,10696671,6467758,2936062,1994414,594380,942902,4228913,14502,178018,91982,44812,2506,142017,19411,48839,19059,54708,129512,52283,77229,406967,29776,1035046,890698,1263077,5388621,1580574,117829,124864,1337881,1110098,506662,384664,218772,719258,40725,118993,1818973,5308050,4842338,4842338,0,571322,101.9896120026709,49.70154036888809,50.69040818157981,9204221,4975308,1879614,1622438,532618,940638,3815600,27879,1573267
1994:Q1,10814958,6558527,2974880,2028818,602812,952017,4256431,15730,175081,87310,47195,2579,148522,16511,57537,22414,52060,124992,53287,71705,381249,29526,1064540,919037,1260670,5426412,1630903,129885,126947,1374071,1135926,513379,409189,213357,701141,45468,118179,1794795,5388546,4630536,4630536,0,587483,96.83538400800123,53.02450131846575,51.34647947006398,9304677,5048246,1897314,1649797,541221,959914,3878265,28165,1588408
1994:Q2,10982678,6665394,3019388,2061086,612058,972862,4317284,16080,175125,90287,47676,2514,145902,17880,53152,24901,49969,127557,54301,73256,372317,29114,1111514,934612,1264585,5483635,1661478,135680,129467,1396331,1149514,523931,411568,214016,728065,41256,118848,1784474,5499043,4541826,4541826,0,589773,93.31803664351273,54.77810017421806,51.11784759319692,9427335,5110051,1916593,1676797,549816,966845,3943700,28480,1604497
1994:Q3,11134556,6760166,3059384,2086309,624056,990417,4374390,12638,177254,90528,49330,2696,143547,17818,60794,14900,50035,130068,55327,74741,379788,30922,1125020,952844,1279754,5522329,1679354,138683,130445,1410226,1162415,535277,412262,214876,742957,42676,121185,1773742,5612227,4800739,4800739,0,608064,96.3753506643548,52.53970405155034,50.63532401769586,9557087,5182697,1933253,1704966,558895,985583,4034758,28823,1620731
1994:Q4,11370460,6870184,3108693,2106491,638835,1016165,4500276,15664,185515,96369,52209,2178,146227,18826,50820,19875,56706,142974,56353,86621,369073,31061,1106979,971611,1380416,5627385,1699387,139238,131689,1428460,1188659,554175,422135,212350,796530,40315,114500,1787994,5743075,4796829,4796829,0,603366,94.02967632591397,53.48040563147964,50.28745231306617,9757392,5257116,1955399,1737163,568568,995986,4130007,29212,1638236
1995:Q1,11531426,6975132,3129426,2139893,658892,1046921,4556294,13850,163852,82205,57503,3707,127895,18211,41270,21042,47372,136486,56739,79747,401714,34725,1131862,991336,1411159,5694632,1722105,149799,131748,1440558,1236770,584346,438718,213706,786451,49454,111778,1788074,5836794,5167983,5167983,0,622434,99.2054419321983,51.09950647909338,50.69349122775689,9912688,5356394,1974603,1773250,579195,1029346,4218056,29641,1657921
1995:Q2,11742019,7065488,3145400,2184961,669363,1065764,4676531,14454,159423,91827,64388,9019,153014,17386,47962,24306,63360,137635,57130,80505,436328,38408,1156199,1006142,1409694,5777195,1761207,162887,132761,1465559,1264450,605399,445825,213226,799388,40898,113813,1797439,5964824,5594356,5594356,0,635622,104.4453014841656,48.56609091247982,50.72500007261348,10112053,5435522,2000544,1808731,590717,1035530,4334858,30099,1679087
1995:Q3,11967750,7162933,3186848,2218980,685113,1071992,4804817,15856,165359,93237,69660,3771,122720,18004,43647,20783,40286,135805,57525,78280,467322,42323,1205810,1027350,1455605,5877018,1771961,163268,133510,1475183,1273637,615857,445182,212599,832922,42359,115195,1840944,6090732,6024123,6024123,0,651330,109.6001808020629,45.62384557220815,50.00381723599408,10314868,5510051,2025081,1843041,603031,1038898,4437850,30589,1700970
1995:Q4,12227384,7245646,3227115,2249065,690503,1078964,4981738,17403,188079,99688,76969,2440,137448,20142,57098,23421,36787,142982,57921,85061,491714,45668,1184941,1199403,1395003,6009523,1785204,157351,134758,1493095,1308811,631493,467293,210025,877498,40309,113366,1884335,6217861,6406754,6406754,0,810799,116.0777433840185,42.86792079216324,49.76011509119155,10550827,5569089,2044052,1878044,615493,1031500,4541304,31049,1722803
1996:Q1,12436664,7320860,3260967,2273336,706476,1080082,5115804,20387,158999,95849,84858,2428,123661,17436,57356,20853,28016,133711,57033,76678,521977,50177,1222302,1224015,1477439,6120036,1824895,174174,134937,1515784,1316206,629014,474101,213091,863816,49331,120966,1944822,6316628,6683652,6683652,0,826671,118.8976559098477,41.82377922346863,49.72749310961412,10787147,5671343,2072203,1913306,629029,1056805,4667111,31483,1745399
1996:Q2,12586286,7350069,3247858,2295865,721256,1085091,5236217,19844,164724,103832,84764,4322,138351,20928,63106,22880,31437,128162,56145,72017,549214,54306,1269179,1238300,1481218,6203068,1860871,181726,137110,1542035,1337082,637523,482210,217349,889439,45602,124082,1945992,6383218,6988156,6988156,0,848477,122.7693076439358,40.8077445600583,50.09938546148945,10953221,5717004,2085433,1948993,643107,1039471,4750153,31899,1768887
1996:Q3,12764218,7417313,3256778,2333208,733846,1093481,5346905,20922,175619,112984,88884,4674,135161,23488,52144,25926,33603,123767,55247,68520,569961,57743,1295612,1259375,1502202,6290747,1868210,172999,137084,1558127,1358221,654084,488555,215582,876673,49068,124923,2013652,6473471,7047824,7047824,0,858314,122.1313503293868,40.80919658575436,49.84082284875584,11154516,5807611,2110920,1987010,657797,1051884,4863769,32328,1792943
1996:Q4,13033086,7551700,3333976,2368652,744562,1104510,5481386,28208,187358,129670,94627,3904,138126,31534,47095,28480,31017,132095,54350,77745,621908,62566,1273063,1408107,1401754,6378563,1876162,156405,137851,1581906,1368399,662307,484638,221455,927011,49872,125607,2031512,6654523,7136150,6256035,880115,985202,122.0425790270631,39.95099424595606,48.75722372471834,11385549,5904163,2138833,2024648,672993,1067689,5006986,32822,1818543
1997:Q1,13501151,7956492,3688298,2392073,765889,1110232,5544659,28968,188790,132912,103040,3732,130759,26721,54405,19272,30361,130692,60735,69957,655484,62961,1311149,1436405,1359768,6447246,1916803,168747,138652,1609404,1393914,681234,490933,221747,905003,62141,135119,2034266,7053905,7172828,6251433,921395,1004761,115.9299568559811,40.48525137382143,46.9345344507067,11552558,6007899,2158270,2062126,690056,1097447,5105312,33391,1843985
1997:Q2,13671688,8029325,3701127,2419790,786613,1121795,5642363,33462,182078,146321,104608,3249,113996,25733,40178,11823,36262,135164,67191,67973,789496,69664,1365473,1458798,1240056,6488537,1963972,179286,139800,1644886,1413577,694276,491727,227574,917933,57173,141475,1994407,7183151,8281378,7239458,1041920,1017911,129.4597540098476,36.32050621684223,47.02043800345535,11717605,6075242,2173490,2101087,707800,1092865,5229068,34046,1868662
1997:Q3,14012208,8240562,3848512,2453773,805497,1132780,5771646,33251,185313,141792,112057,4004,106964,28351,36848,8394,33371,142375,73718,68657,869725,74632,1388629,1479939,1232967,6575428,2014135,176649,141682,1695804,1441728,701623,500125,239981,938196,64368,141919,1975082,7436780,8956472,7880488,1075984,1020301,134.1544715466724,34.6390854522878,46.46988203711697,11949619,6177973,2212366,2143243,725834,1096530,5374191,34729,1894970
1997:Q4,14355096,8523777,4082672,2477401,815916,1147788,5831319,23139,175917,164374,118834,4562,98342,36145,26846,7971,27380,164654,80245,84409,916390,74492,1361106,1642023,1087486,6628782,2021164,168598,142002,1710564,1500906,716874,534908,249125,992089,59214,147048,1908361,7726314,9055845,7901557,1154288,1276237,133.7258923849093,34.08868098577455,45.58539285047191,12099487,6268168,2244727,2181187,743253,1099001,5470705,35376,1921870
1998:Q1,14895729,8872412,4383959,2497331,832792,1158330,6023317,27115,187792,205028,130272,3717,90540,32204,21850,7283,29203,155340,77043,78297,1072297,84641,1395370,1689203,982002,6787129,2119864,193105,143842,1782917,1517453,725632,550237,241584,1003982,69045,151037,1925748,8108600,10355601,8991919,1363682,1296902,143.705482893057,31.21489885831493,44.8575211389208,12420916,6397599,2274757,2220400,760421,1142021,5633787,35992,1948911
1998:Q2,15083969,8892809,4361972,2522370,846052,1162416,6191160,20577,188432,202999,135402,2491,81409,28870,19024,7036,26479,150856,73806,77050,1136358,88194,1432830,1728051,1023561,6946989,2214311,202491,145492,1866328,1543899,753418,553909,236572,1000609,59915,156045,1972210,8136980,10582784,9210143,1372641,1306229,146.110876901509,31.61078322566488,46.18679256645407,12675548,6484388,2304846,2258554,777330,1143658,5728559,36591,1978603
1998:Q3,15377134,9130289,4551885,2550998,861568,1165838,6246845,18385,185749,201597,149180,3252,85684,31301,20292,8288,25803,146225,70534,75691,1048714,83020,1480470,1749138,1095431,7061398,2255163,216872,147009,1891282,1568944,776539,558909,233495,1022821,68559,161395,1984516,8315736,9568672,8293749,1274923,1309322,130.8121579319537,35.1545197443205,45.98638588816038,12842488,6595643,2341268,2295062,794695,1164618,5781090,37202,2008349
1998:Q4,16121728,9280402,4636896,2582498,886679,1174330,6841326,30518,159681,192588,161719,4208,99405,39433,23615,10609,25748,146610,67261,79349,1303141,97645,1448432,1984406,1212973,7457590,2266737,192958,147763,1926016,1643212,797481,595095,250635,1049696,64058,171885,2262002,8664138,11482812,10031223,1451589,1683980,151.9688566772077,29.69553462065638,45.12796444719587,13494626,6653300,2369035,2334157,812808,1137300,6037036,37861,2037979
