1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q1,958539,721304,403906,171811,34805,110782,237235,1033,29399,7704,0,280,21054,995,14092,1078,4889,11493,86,11407,14085,270,110418,44164,-2665,304244,94189,847,0,93342,98084,52461,13442,32181,82781,15891,1281,12018,654295,559834,559834,0,4925,86.31565159221995,34.04522147087575,29.38635474860076,756339,519104,219185,151191,32307,116421,452095,5233,187952
1965:Q2,975531,732676,409070,174914,35637,113055,242855,822,30209,8601,0,198,19512,678,12320,1059,5455,12125,86,12039,13763,289,113626,45578,-1868,311892,95668,727,0,94941,102184,55467,14108,32609,85261,15316,1282,12181,663639,539451,539451,0,4927,82.02928561050319,36.34459356073112,29.81321045590868,772472,529617,222984,154596,33023,119014,460580,5334,190893
1965:Q3,993032,744273,413283,179089,36574,115327,248759,892,29266,9212,0,336,19162,893,11829,1254,5186,12131,86,12045,14731,309,119193,46527,-3000,319839,97560,926,0,96634,103575,56660,13777,33139,88536,16329,1313,12526,673193,587928,587928,0,5058,88.08552217608081,33.91906272067594,29.87778351473977,790846,542087,226856,158386,33788,123057,471007,5429,193891
1965:Q4,1023638,761292,423994,182211,37496,117591,262346,781,33053,8993,0,593,19756,1370,12548,1238,4600,13314,88,13226,15148,330,120892,53344,-3858,335211,98057,797,0,97260,110136,61141,14894,34101,94592,18294,1329,12803,688427,623812,623812,0,5104,91.35556553803058,33.10339657130706,30.24179515001459,816900,554554,230969,162393,34608,126584,481689,5522,197207
1966:Q1,1037056,772632,426137,186749,38559,121187,264424,884,27944,9886,0,512,20617,2375,12958,1216,4068,12265,93,12172,15646,351,124146,54309,-2136,339538,101043,820,0,100223,112566,62119,15760,34688,93372,18132,1354,13071,697518,606267,606267,0,5216,87.66554268586756,34.93297890241514,30.62418553114185,831690,567266,235279,166791,35488,129708,492152,5748,200645
1966:Q2,1065620,795739,438944,192296,39599,124899,269881,917,28747,9708,0,439,19245,2473,11330,1382,4060,12891,100,12791,15829,370,128445,55794,-2504,348223,103651,861,0,102790,118663,66583,16261,35819,95670,15594,1375,13270,717397,581050,581050,0,5294,81.7322076719171,37.91535790440179,30.98905906197632,850979,581098,239567,171458,36422,133651,502756,5961,204114
1966:Q3,1084590,810723,443923,197766,40586,128448,273867,932,27617,9774,0,481,18339,1952,10774,1107,4506,12560,108,12452,15179,393,133794,56929,-2131,356737,106689,1466,0,105223,119907,67759,15365,36783,98923,16562,1369,13287,727853,523227,523227,0,5264,72.60960749548676,42.8759579674905,31.13206479012473,869602,595735,243957,176076,37393,138309,512865,6162,207711
1966:Q4,1109493,832789,454030,204158,41639,132962,276704,885,32371,8603,0,895,18572,2852,11054,1027,3639,13511,114,13397,16847,425,133268,56731,-5404,369173,109096,1622,0,107474,123828,69715,16422,37691,103800,17414,1434,13601,740320,547891,547891,0,5513,74.75199269750344,42.0892665350657,31.46256544672507,886912,610208,248227,180752,38391,142838,517739,6342,211198
1967:Q1,1121859,846675,458412,209317,42679,136267,275184,951,29265,9556,0,568,18078,3495,10445,793,3345,12509,115,12394,18608,469,133760,58053,-6633,370432,113294,2677,0,110617,125358,70151,16930,38277,99739,16730,1474,13837,751427,625556,625556,0,5667,84.0031890929819,37.80782856775058,31.75978172371795,898663,623479,252547,184925,39396,146611,528231,6491,214757
1967:Q2,1137314,860946,464960,214441,43932,137614,276368,843,31172,8777,0,667,15334,3418,7908,686,3322,13006,113,12893,18388,523,135559,58881,-6782,373775,117478,3242,0,114236,128539,73315,16578,38646,100977,11296,1518,13967,763539,641312,641312,0,5837,84.75649025261842,38.01552718414875,32.22062659231455,910634,634266,256776,189095,40386,148009,536859,6661,218197
1967:Q3,1160388,877285,472338,219590,45284,140073,283103,827,32297,9099,0,605,14993,3916,7287,684,3106,12806,111,12695,19289,581,139850,60053,-7297,380979,122009,3264,0,118745,127532,72504,16088,38941,103648,11866,1546,14378,779409,678588,678588,0,5946,87.82732802918903,36.45415505031257,32.01671033630721,928880,645777,261060,193067,41397,150253,547901,6822,221712
1967:Q4,1192886,898434,483207,225192,46782,143253,294452,1055,34817,9682,0,670,16871,3952,8614,1005,3300,13793,112,13681,18911,635,141598,63037,-6617,397015,125166,3034,0,122132,130079,76269,16575,37235,109723,13225,1567,17255,795871,712221,712221,0,6028,90.24686298929109,35.53709400692679,32.07111253880679,952646,658194,265346,197335,42432,153081,555631,6958,225284
1968:Q1,1216731,917058,492622,230391,48354,145692,299673,1357,33207,9375,0,1103,19243,3819,9950,1184,4290,12730,106,12624,18496,692,144408,64147,-5085,406167,128216,3482,0,124734,134278,75965,17656,40657,108829,17667,1640,15537,810564,652734,652734,0,6306,81.30632844275904,39.82980365411905,32.38415097712408,970787,671114,269678,201939,43502,155995,564620,7057,229008
1968:Q2,1242692,936153,501875,236455,49667,148156,306539,1749,35000,8129,0,1067,18304,4603,8627,1333,3741,13144,104,13040,21318,759,149697,65433,-8061,414454,131662,3400,0,128262,138539,79707,17958,40874,113445,13031,1668,16109,828238,731114,731114,0,6411,89.04743876150006,36.63612625488303,32.62353209140282,990658,684119,273862,206279,44613,159365,576204,7118,232728
1968:Q3,1267907,954648,510631,242659,51001,150356,313259,1832,34846,8539,0,1021,17515,5071,7879,1364,3201,12687,103,12584,22906,816,156494,67032,-10429,426456,136491,4928,0,131563,139162,80255,17507,41400,119316,12930,1691,16866,841451,728536,728536,0,6505,87.35400880072946,37.50172148150994,32.75925708338325,1011212,697953,278072,210843,45748,163290,584756,7164,236424
1968:Q4,1307715,980225,524866,249670,52536,153153,327490,1587,37531,9056,0,1121,19274,5099,8959,1434,3782,13896,100,13796,24109,845,160123,70780,-10832,445991,139274,4249,0,135025,146800,86106,18296,42399,126213,14330,1702,17672,861724,843150,843150,0,6548,98.60446257491905,33.66772160703732,33.19787595183905,1038879,711389,282744,215745,46908,165992,592888,7228,240330
1969:Q1,1338613,1003238,536335,255520,54261,157122,335375,1856,36754,7692,0,2202,20976,6207,9399,1770,3600,12925,123,12802,25548,845,165141,72317,-10881,455207,143342,4880,0,138462,149814,87278,19325,43212,126219,15517,1765,18550,883406,803399,803399,0,6793,91.7123044946903,36.18356524687815,33.18478153625183,1063277,727902,287844,220942,48078,171038,608070,7330,244363
1969:Q2,1371496,1028231,550670,261813,55866,159882,343265,1809,40552,4593,0,1946,19656,6806,7949,1601,3300,13326,160,13166,26502,816,171408,74151,-11494,468361,146657,4914,0,141743,157072,91765,22533,42775,131262,12220,1811,19339,903135,774485,774485,0,6964,86.52631181229729,38.8674387394647,33.63056123716287,1088282,745017,293354,226161,49288,176214,619921,7447,248498
1969:Q3,1405701,1054548,563559,269137,57657,164195,351153,1618,41094,3525,0,2868,17611,7206,5786,1569,3050,13251,201,13050,27077,777,179673,75781,-12122,481859,150245,5778,0,144467,159611,91186,25853,42572,137469,12507,1860,20167,923842,743955,743955,0,7157,81.30306698367478,41.25300264960684,33.53995637698699,1113718,762565,299212,231462,50503,181388,631859,7571,252968
1969:Q4,1445458,1083799,580412,276216,59275,167897,361659,1173,43122,3652,0,3311,17750,7628,5646,1676,2800,14263,236,14027,28569,745,182946,79799,-13671,500409,152356,5356,0,147000,166523,95655,27575,43292,145730,12628,1979,21193,945049,705075,705075,0,7611,75.41257648235199,44.74322418321433,33.74201815783672,1141194,779535,304836,236565,51715,186419,640785,7686,257495
1970:Q1,1472498,1106717,592236,283570,61091,169820,365781,1172,40690,4348,0,3762,17562,8156,5255,1476,2675,13199,194,13005,28802,719,186944,81920,-13337,506349,157113,7044,0,150069,181106,93524,31125,56458,143498,12846,2102,9684,966149,677754,677754,0,8077,70.98608360928509,49.31526142026904,35.0069727039297,1159306,793525,310200,241507,52882,188936,652957,7788,262017
1970:Q2,1513921,1143024,617939,290422,62451,172212,370897,1220,39393,5311,0,1259,19033,8432,6065,1486,3050,13497,202,13295,24169,688,189675,84423,-7771,518803,162692,6895,0,155797,187854,96837,33716,57300,146363,10054,2147,9693,995118,541573,541573,0,8253,55.25233219158295,63.75574749052959,35.22653739469423,1177144,806247,315474,246313,53976,190484,658341,7887,266655
1970:Q3,1532922,1158371,622639,296675,63903,175154,374551,1141,40512,5325,0,63,18488,8433,6966,1164,1925,13887,208,13679,28916,662,192568,86057,-13068,526801,168518,7361,0,161157,187596,98636,30461,58499,148279,10159,2220,10029,1006121,633467,633467,0,8543,63.81041716302803,55.46858340636221,35.39473446602187,1192820,818269,320665,251085,55017,191502,666019,7988,271281
1970:Q4,1565980,1182929,638014,303435,65342,176138,383051,798,44059,5347,0,234,19056,9389,6283,1209,2175,14876,214,14662,32658,645,191389,90606,-16617,539623,173889,7133,0,166756,189495,101697,28035,59762,153602,9996,2286,10355,1026357,702189,702189,0,8788,69.27189587473276,51.11049415395071,35.40520829138612,1213316,830265,325860,255141,55969,193295,673693,8103,275842
1971:Q1,1600986,1211980,654188,310534,66848,180410,389006,1082,39955,7544,0,1318,19163,9954,5735,1049,2425,15887,219,15668,35609,645,193247,89150,-14594,546116,180555,8333,0,172222,189253,99687,28661,60905,151671,11698,2327,10612,1054870,774490,774490,0,8953,74.26912994468063,47.20289278511866,35.05717778022805,1232092,843086,331089,259331,56906,195760,685976,8229,280423
1971:Q2,1637065,1239981,672198,316394,67845,183544,397084,1102,40676,8824,0,6,20525,9791,7130,929,2675,16379,199,16180,35451,659,196592,91419,-14549,556453,184497,6856,20,177621,194719,102607,30091,62021,153719,10799,2359,10360,1080612,778343,778343,0,9072,72.86749694181141,48.15955602668741,35.0926630149364,1251394,854310,336321,263697,57839,196453,694941,8373,285041
1971:Q3,1674321,1265969,690481,320659,68809,186020,408352,1239,40734,9265,0,1063,20548,10510,6211,902,2925,16633,220,16413,35026,677,201971,93658,-12462,567535,188691,7434,53,181204,197114,104363,29810,62941,156998,12131,2292,10309,1106786,765304,765304,0,8823,69.94366494843885,49.83744677134314,34.8581367886048,1275749,867397,341682,268009,58788,198918,708214,8527,289742
1971:Q4,1713178,1288572,707036,324761,69715,187060,424606,1234,42581,9509,0,1077,24418,11275,9057,911,3175,17553,239,17314,36422,690,203801,99578,-12257,585310,191896,6247,86,185563,200340,106157,29248,64936,167228,13086,2307,10453,1127868,823753,823753,0,8874,73.82308848439246,47.10824698431067,34.7767628546738,1304692,880086,347299,272634,59798,200355,719382,8694,294562
1972:Q1,1757593,1321858,728970,331984,71225,189679,435735,1421,40251,11740,0,2565,23843,12388,7207,823,3425,16284,237,16047,37700,701,210218,96557,-5545,594281,196002,7538,126,188338,205318,106744,30562,68012,166069,14398,2260,10234,1163312,871948,871948,0,8689,75.70086131511965,45.57158953005238,34.49808578924053,1334457,898722,353339,277710,60904,206769,740176,8912,299659
1972:Q2,1793054,1348170,743308,338605,72627,193631,444884,1626,40246,12324,0,3111,22902,13219,5200,808,3675,16804,199,16605,37135,711,215549,98126,-3650,605108,200569,8126,293,192150,211022,110749,30838,69436,168842,12257,2309,10109,1187946,874936,874936,0,8878,74.39848093754074,46.5699128940514,34.64730776711015,1362420,917536,359599,283033,62076,212828,757312,9136,304905
1972:Q3,1831943,1375604,758900,344615,73998,198091,456339,1820,43158,10941,0,2103,23241,13513,4828,975,3925,17228,271,16957,37755,721,222993,100132,-3753,620892,203414,7761,466,195187,214340,112568,30460,71312,177323,13824,2386,9605,1211051,893435,893435,0,9173,74.53098399589307,46.28298121274219,34.49516132049107,1394225,937886,366024,288528,63261,220073,773333,9365,310215
1972:Q4,1896388,1403407,775700,350015,75300,202392,492981,2172,44938,11890,0,2688,26327,14235,6881,1036,4175,18224,226,17998,39717,732,230207,120465,-4379,649539,205352,6968,634,197750,226463,119174,33116,74173,190373,15521,2465,9365,1246849,1032664,1032664,0,9481,83.58226601444997,41.43517358467242,34.63245700909,1450739,957758,372735,294833,64468,225722,801200,9605,315670
1973:Q1,1950543,1440618,793180,358317,77148,211972,509925,2722,41062,15583,0,6514,24727,13258,5947,1097,4425,17290,264,17026,41532,743,240370,104576,14806,667193,206028,5871,955,199202,238367,126700,35284,76383,191868,17634,2659,10637,1283350,970552,970552,0,10232,76.42374418286249,45.31015751220998,34.6277188659834,1492049,982124,379883,301786,65697,234758,824856,9811,321413
1973:Q2,2017297,1489785,819298,369308,79111,222068,527512,3005,41060,17879,0,6345,24502,13437,4759,1256,5050,18279,300,17979,42579,754,251373,107275,14461,694574,209771,6032,1490,202249,251929,131863,37122,82945,203022,15760,2895,11197,1322723,903639,903639,0,11136,69.15848524306718,50.47146093865628,34.90529786522102,1535098,1007586,387543,309337,66954,243752,840524,10005,327444
1973:Q3,2085756,1541424,851935,379772,81368,228350,544332,2729,42702,17271,0,9501,21890,13633,1923,1659,4675,18394,312,18082,48182,765,264071,109121,9706,722178,213220,6335,1979,204906,265091,132131,39101,93859,211491,17565,2992,11819,1363578,953484,953484,0,11509,70.76915782461195,49.56626525353733,35.07762848504163,1578569,1034237,395592,317033,68254,253358,856391,10191,333882
1973:Q4,2167498,1596516,883295,388355,83980,240886,570982,3329,46315,16623,0,11262,23431,14876,2482,2035,4038,19480,324,19156,46857,775,269317,120302,13291,760753,217721,8382,2430,206909,279716,134126,40752,104837,228428,19305,3011,12572,1406745,809377,809377,0,11576,58.35835218276346,60.59263166111618,35.36086138159882,1633129,1062147,403613,324994,69641,263899,872376,10365,340562
1974:Q1,2240379,1656429,911391,402407,86910,255721,583950,3729,42253,18791,0,12472,24079,16212,968,2330,4569,18532,397,18135,52182,785,281929,119192,10006,778251,222690,9235,2841,210614,287422,137548,43064,106810,228286,22325,3383,14145,1462128,784167,784167,0,13011,54.52176369472214,63.98977731967723,34.88835517901332,1677294,1093344,411834,333096,71081,277333,899043,10613,347560
1974:Q2,2340115,1741797,956292,421743,89787,273975,598318,3529,42598,19179,0,10046,23788,15131,1492,2607,4558,19803,471,19332,54194,794,297374,121047,5966,807680,229232,9967,3265,216000,300266,147980,44885,107401,238995,21308,3489,14390,1532435,723296,723296,0,13415,48.0745338932671,71.87319884852836,34.55270534061103,1723065,1124747,420398,341495,72579,290275,915385,10852,355037
1974:Q3,2459371,1842893,1010500,448388,92712,291293,616478,3129,45449,19045,0,8630,26587,16933,1981,3080,4593,20335,617,19718,44800,804,305285,125217,17197,833923,236357,12569,3596,220192,302541,151507,46427,104607,248794,25444,3814,16973,1625448,540407,540407,0,14671,34.14923402807366,97.08503961834853,33.15379738551787,1775657,1159179,428846,350495,74149,305689,941734,11075,362556
1974:Q4,2558446,1943129,1062857,478836,95599,305837,615317,4946,47772,20464,0,5485,26740,16520,2613,2953,4654,21022,746,20276,53476,816,245519,128224,60853,764624,243170,12513,4078,226579,309896,156066,50091,103738,165205,24516,3981,17856,1793822,557581,557581,0,15314,31.93711025263175,96.53879441444678,30.83170120870337,1807107,1191790,437356,359194,75714,319526,1042483,11257,370334
1975:Q1,2751344,2011342,1104445,505566,97810,303521,740002,2170,52231,19761,0,1453,22971,6255,6488,3999,6229,28173,9247,18926,62821,832,262584,132008,154998,1033896,254526,14009,4508,236009,302346,147759,50686,103900,153059,22901,4005,297059,1717448,684902,684902,0,15404,40.77597190680018,79.51835956738583,32.4243839579456,1955351,1215349,445280,366860,77210,325999,921455,11362,377814
1975:Q2,2819297,2060463,1132711,525655,100348,301750,758834,1739,54311,21958,0,794,25659,6685,8123,3555,7296,29100,9397,19703,69226,851,269070,135936,150190,1048466,261258,11658,5319,244281,301535,145314,51207,105015,153416,18582,4164,309511,1770831,791599,791599,0,16014,45.60643633461833,69.68598322132198,31.78129357198502,1981984,1223150,452687,374382,78705,317376,933518,11453,385059
1975:Q3,2857458,2095044,1149775,537658,101973,305638,762414,1760,53584,24292,0,813,25362,7267,9192,3484,5419,29630,9547,20083,58781,871,285011,137066,145244,1073241,265658,11780,5920,247958,299219,141120,51417,106682,163619,20917,4161,319667,1784217,701690,701690,0,16002,40.22447043856432,78.7074183442416,31.65964222483662,1998225,1235811,460150,382141,80271,313249,924984,11540,392393
1975:Q4,2905163,2131816,1170931,550136,103575,307174,773347,2622,58272,24130,0,1189,30745,8371,14264,3264,4846,30909,9697,21212,60832,890,271441,141045,151272,1086949,270077,9616,6678,253783,302588,141944,52700,107945,176372,22292,4434,311186,1818214,754817,754817,0,17056,42.45226567107117,74.19167162497388,31.49604554404264,2029823,1256476,467854,390232,81934,316456,942874,11631,399755
1976:Q1,2982576,2174034,1189774,564946,105072,314242,808542,3182,58428,24945,0,3107,35755,9324,19259,3088,4084,30170,9864,20306,68056,912,290075,144667,149245,1113916,278165,10926,6985,260254,297876,134401,55715,107760,167962,25583,4714,339616,1868660,868179,868179,0,18135,47.43044645889829,64.99289725535323,30.82642133478709,2088268,1279726,475943,398709,83795,321279,974352,11691,407378
1976:Q2,3075124,2235675,1225910,576981,107808,324976,839449,3298,59066,26347,0,1329,36008,9073,20432,3029,3474,31349,10030,21319,67776,942,305080,146557,161697,1139562,284516,11818,7487,265211,304962,136841,58008,110113,176210,22915,4897,346062,1935562,887651,887651,0,18837,46.83331927991721,65.02880784674723,30.45514920279098,2143878,1304429,484203,407543,85787,326896,1004316,11756,415067
1976:Q3,3155278,2294723,1258739,591481,110442,334061,860555,2709,58507,25462,0,1961,35022,9486,18534,3018,3984,31983,10199,21784,67108,964,317988,149422,169429,1172262,290157,10889,8360,270908,307742,135801,59147,112793,182625,26002,5063,360673,1983016,897275,897275,0,19469,46.22978164475327,65.21979871084407,30.15097053317082,2194446,1333891,492707,417011,87931,336242,1022184,11818,422924
1976:Q4,3217331,2354268,1292062,608321,113283,340602,863063,3439,62967,28783,0,1459,39154,10511,21547,2868,4228,33867,10367,23500,67205,964,302449,211984,110792,1189321,296826,11049,9163,276614,317520,138761,63866,114892,195180,27790,8872,343133,2028010,927300,927300,0,34129,47.40750073799588,63.89924779100548,30.29303636809474,2228835,1365772,501365,427244,90219,346944,1039514,11900,430859
1977:Q1,3305844,2425119,1331390,626562,115602,351565,880725,3897,58578,27955,31,1701,39768,10494,22381,2789,4104,32380,11160,21220,64801,941,325485,213519,111669,1224064,306027,12083,11928,282016,324556,141318,67140,116098,196568,29197,9034,358682,2081780,856996,856996,0,34742,42.8353539496522,70.713983797792,30.29058525168391,2276373,1395648,510278,439134,92581,353655,1052309,11990,438974
1977:Q2,3384055,2482846,1361526,644664,118494,358162,901209,4744,60714,29290,74,1848,34028,9442,17508,2682,4396,34094,11961,22133,69475,895,338436,216971,110640,1248168,312705,12914,14079,285712,337263,147277,70964,119022,204530,23478,9202,360990,2135887,881959,881959,0,35397,42.9496589242578,70.852314041708,30.4308272208576,2331488,1430279,519806,451790,95068,363615,1083320,12102,447604
1977:Q3,3479658,2550234,1396991,664448,121635,367160,929424,4914,60460,29897,130,2167,33482,8984,17055,2375,5068,35337,12772,22565,69931,841,355283,219060,117922,1288659,320704,13175,15713,291816,343178,148563,71302,123313,210061,26812,9385,378519,2190999,845194,845194,0,36095,40.22316636419128,75.33079715583162,30.30043186346163,2394826,1465402,529783,465124,97601,372894,1106167,12220,456620
1977:Q4,3582292,2618158,1430748,686106,124810,376495,964134,5686,66717,35456,200,2115,32988,9390,16556,2672,4370,37943,13582,24361,72035,790,346406,235712,128086,1335343,329676,12808,17377,299491,360646,153766,77648,129232,227047,29134,10368,378472,2246949,819054,819054,0,39878,38.22658666582766,80.36982791313686,30.72264192039181,2469110,1504976,540150,479667,100124,385035,1133767,12346,465983
1978:Q1,3686637,2694270,1466861,707947,128432,391031,992367,7097,59929,35080,255,2376,31857,10332,14993,2897,3635,37140,14065,23075,67468,738,366132,240120,144175,1385065,336357,13719,18702,303936,373188,162017,78546,132625,229719,32136,10622,403043,2301572,773767,773767,0,40851,35.39397577273343,87.10159228950305,30.82871647261176,2539321,1546954,550833,494367,102631,399123,1154256,12483,475605
1978:Q2,3804956,2787805,1517557,732107,131748,406393,1017151,7450,62348,35386,268,2272,31087,9330,13970,3358,4429,38259,14552,23707,72135,667,389338,243580,134361,1423624,345610,14419,20838,310353,388002,168747,82257,136999,241512,27075,11049,410376,2381332,833089,833089,0,42501,36.76891779238832,83.78484930311885,30.80678236274021,2605400,1588249,563288,511168,105278,408515,1181776,12640,486923
1978:Q3,3931855,2877225,1566324,757085,135529,418287,1054630,6457,63256,34266,349,2038,29508,9061,12692,2779,4976,39361,15046,24315,77307,615,415102,245214,141157,1467734,353531,14992,23017,315522,391531,167988,83421,140123,247814,30596,11542,432720,2464121,895681,895681,0,44395,38.15055586125136,79.25552074902603,30.23642171648284,2687353,1632723,577069,528423,108076,419155,1219619,12816,499512
1978:Q4,4077479,2978655,1620822,782627,139690,435516,1098824,8317,73015,38182,610,2509,31966,9512,15070,2773,4611,42037,15539,26498,72345,618,407281,272921,149023,1532276,361147,15499,25041,320607,404909,173563,89550,141797,271823,34055,12979,447363,2545203,856213,856213,0,49919,35.60155829423829,84.54136600195545,30.09804369993152,2786673,1687849,591790,546499,111133,438427,1254397,13014,513006
1979:Q1,4232779,3089738,1675604,813960,143977,456197,1143041,12524,70571,36026,1028,3434,31664,8896,14519,3364,4885,41436,16344,25092,76954,680,438034,278507,152183,1599377,370006,17665,27366,324975,419215,180067,93963,145185,275152,38940,13211,482853,2633402,910760,910760,0,50807,36.51424931832173,82.07652588368153,29.96962729298435,2887537,1744496,606645,565968,114467,457416,1288160,13252,526594
1979:Q2,4384074,3208429,1736605,844806,149145,477873,1175645,11273,68771,33981,1581,2949,34343,8604,17689,3430,4620,42940,17158,25782,78445,800,459209,285589,155764,1648259,380512,20564,29681,330267,434688,190082,99016,145589,289137,34071,13756,496095,2735815,920994,920994,0,52911,35.59834863844455,83.70421962514247,29.79731992724754,2972982,1797337,622052,584997,117992,472296,1324723,13510,540728
1979:Q3,4568917,3329795,1804871,875088,154351,495485,1239122,9777,68762,37659,2246,2685,28160,7732,13855,2570,4003,44530,17980,26550,83852,939,490540,292149,177823,1724136,390286,23828,32325,334133,444430,198376,99700,146354,305384,38687,14309,531040,2844781,980996,980996,0,55036,36.41869232425962,80.56853011866755,29.34200509409598,3090913,1851791,638816,604934,121700,486341,1366777,13781,556142
1979:Q4,4717142,3439598,1860175,905871,159800,513751,1277544,10080,79073,40414,3000,3116,29316,9586,13472,1800,4458,47101,18803,28298,83307,1060,479655,323562,177860,1789349,397461,24518,35028,337915,454311,204440,105883,143988,327378,40986,16399,552814,2927793,1014625,1014625,0,63076,36.80933450330283,79.03606199581003,29.09264843827551,3183799,1906255,656696,624412,125509,499638,1394450,14043,572540
1980:Q1,4868083,3565894,1912087,947320,165493,540995,1302189,9174,76665,38748,3757,2334,34124,10176,14300,1933,7715,45853,20939,24914,80503,1177,511553,329488,168813,1861029,412059,31052,37147,343860,463301,211726,109698,141876,328407,46024,16881,594357,3007054,956763,956763,0,64924,33.97633817034558,85.67785612315745,29.11019813350612,3277772,1975583,675321,644673,129482,526107,1416743,14281,589603
1980:Q2,4999178,3682261,1970949,986333,171043,553935,1316917,8564,78363,36770,4432,3023,29518,9757,9914,1969,7878,48835,23075,25760,91998,1304,510604,332458,171048,1886011,431388,36334,40024,355030,449536,200606,112178,136753,321601,39592,17867,626027,3113167,1076420,1076420,0,68724,36.78389768397562,76.92691377855411,28.29671725574349,3342604,2025687,693842,662404,133429,536012,1456593,14466,606550
1980:Q3,5198971,3799329,2034912,1022742,176935,564740,1399642,8670,78961,37399,5389,3443,31966,9264,13704,1679,7319,52123,25235,26888,103136,1421,530436,336240,210458,1958845,437306,32189,42743,362374,455202,211545,109773,133885,328719,42354,18554,676710,3240126,1213806,1213806,0,71357,39.66397803631318,69.4470839060877,27.54547610737061,3463268,2063626,712814,680658,137431,532723,1504423,14663,623795
1980:Q4,5369790,3925220,2112581,1053072,182849,576718,1444570,9696,78660,45022,6993,3887,34396,9132,13697,2205,9362,56795,27394,29401,113879,1507,529353,376110,188272,2011204,439488,28026,45892,365570,480124,231595,114209,134320,356520,43864,22988,668220,3358586,1346332,1346332,0,88418,42.71887614061234,64.09563378264662,27.38093440714929,3551895,2107325,732895,699435,141693,533302,1540691,14894,641899
1981:Q1,5625149,4059617,2184019,1086069,189214,600315,1565532,9384,73026,51034,9437,3459,28656,8799,12593,2243,5021,57251,29493,27758,115801,1541,572031,378620,265292,2155182,452370,31837,48925,371608,484523,229633,119793,135097,374568,46958,23596,773167,3469967,1350793,1350793,0,90754,41.54354039810686,64.99222038510982,27.00006933131473,3758019,2192487,753731,719460,146541,572755,1602837,15118,660478
1981:Q2,5770224,4178681,2254902,1119025,195566,609188,1591543,9411,68773,50593,12915,2925,32498,8163,17272,3864,3199,60390,31615,28775,113383,1504,588802,384088,266261,2194040,469953,37819,52894,379240,507180,240073,126043,141064,381680,41488,24441,769298,3576184,1315628,1315628,0,94013,39.41746708738359,69.31787811538972,27.32335179180641,3838774,2247231,776138,740024,151677,579392,1644734,15339,680276
1981:Q3,5898291,4284925,2316255,1144963,201877,621830,1613366,10495,64426,49315,16288,1514,36467,8021,19985,4475,3986,62684,33761,28923,101866,1498,603446,385587,279780,2262582,483822,44081,56029,383712,530188,253344,130388,146456,378052,44008,25323,801189,3635709,1135956,1135956,0,97403,33.92347859383552,82.2153295927902,27.8902997352615,3919681,2306315,799429,761388,157004,588494,1657099,15535,700980
1981:Q4,6041819,4403676,2397012,1170454,209603,626607,1638143,12386,57674,54971,18416,1784,43236,8199,18652,5779,10606,66228,35906,30322,109002,1624,574123,398245,300454,2293519,492376,42722,59323,390331,546304,263884,141066,141354,383423,39864,29910,801642,3748300,1225445,1225445,0,115036,35.76236865965502,77.48560988253223,27.71068946437326,4004054,2365911,824854,781886,162639,596532,1710535,15696,724201
1982:Q1,6177509,4521735,2488814,1190125,215611,627186,1655774,10066,53891,54405,19547,1820,36605,7908,16030,3809,8858,64508,36483,28025,100296,1882,580813,228047,503894,2357566,511040,49836,62963,398241,558640,276786,141959,139894,372047,39220,31800,844819,3819943,1090243,1090243,0,72489,30.43846449482928,91.99708953785786,28.00250143525717,4084520,2428746,849221,800876,168331,610318,1726954,15824,746706
1982:Q2,6238304,4576558,2514367,1212969,222107,627115,1661746,11310,53690,50577,19930,2452,31586,8236,12805,3837,6708,65968,37066,28902,98889,2265,587005,232278,505797,2384180,521369,51741,66287,403341,578245,297491,144419,136335,374910,33080,32933,843643,3854124,1073469,1073469,0,73334,29.75521499986619,95.88516348576857,28.53083654816362,4128270,2466524,872314,817817,174092,602301,1744090,15939,768220
1982:Q3,6335184,4620755,2537426,1227817,228413,627100,1714429,8268,54252,58000,19711,3305,33659,7731,15150,2506,8272,66827,37656,29171,109408,2689,598450,234190,525671,2438528,531636,49726,70589,411321,588616,313553,145584,129479,377195,34754,33494,872833,3896656,1172612,1172612,0,75116,32.02047822418801,89.78331517490705,28.7490468845352,4218479,2504050,893592,833395,179845,597218,1779951,16052,787995
