1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1959:Q3,3650,0,0,188,0,187,1,0,0,3462,0,780,2682,0,0,3343,-1641,10,4210,0,0,764,0
1959:Q4,3816,0,0,191,0,190,1,0,0,3625,0,752,2873,0,0,3494,-1745,10,4431,0,0,798,0
1960:Q1,3933,0,0,193,0,192,1,0,0,3740,0,930,2810,0,0,3599,-1783,11,4537,0,0,834,0
1960:Q2,4194,0,0,195,0,194,1,0,0,3999,0,906,3093,0,0,3848,-1693,11,4661,0,0,869,0
1960:Q3,4377,0,0,197,0,196,1,0,0,4180,0,875,3305,0,0,4017,-1633,11,4742,0,0,897,0
1960:Q4,4501,0,0,201,0,200,1,0,0,4300,0,853,3447,0,0,4130,-1776,12,4969,0,0,925,0
1961:Q1,4497,0,0,205,0,204,1,0,0,4292,0,993,3299,0,0,4115,-1945,12,5094,0,0,954,0
1961:Q2,4684,0,0,210,0,209,1,0,0,4474,0,926,3548,0,0,4291,-1943,12,5239,0,0,983,0
1961:Q3,4811,0,0,215,0,214,1,0,0,4596,0,1015,3581,0,0,4406,-1967,12,5352,0,0,1009,0
1961:Q4,4931,0,0,221,0,220,1,0,0,4710,0,1083,3627,0,0,4516,-2156,13,5626,0,0,1033,0
1962:Q1,4934,0,0,226,0,225,1,0,0,4708,0,1134,3574,0,0,4502,-2350,13,5789,0,0,1050,0
1962:Q2,5214,0,0,230,0,229,1,0,0,4984,0,1095,3889,0,0,4764,-2240,14,5925,0,0,1065,0
1962:Q3,5413,0,0,235,0,234,1,0,0,5178,0,1158,4020,0,0,4943,-2179,14,6034,0,0,1074,0
1962:Q4,5571,0,0,241,0,240,1,0,0,5330,0,1227,4103,0,0,5084,-2329,15,6316,0,0,1082,0
1963:Q1,5605,0,0,251,0,249,2,0,0,5354,0,1327,4027,0,0,5101,-2504,15,6503,0,0,1087,0
1963:Q2,5936,0,0,263,0,260,3,0,0,5673,0,1321,4352,0,0,5413,-2364,16,6675,0,0,1086,0
1963:Q3,6148,0,0,275,0,271,4,0,0,5873,0,1395,4478,0,0,5606,-2309,16,6815,0,0,1084,0
1963:Q4,6314,0,0,286,0,280,6,0,0,6028,0,1482,4546,0,0,5755,-2493,17,7148,0,0,1083,0
1964:Q1,6376,0,0,294,0,286,8,0,0,6082,0,1486,4596,0,0,5788,-2641,17,7340,0,0,1072,0
1964:Q2,6729,0,0,300,0,290,10,0,0,6429,0,1428,5001,0,0,6113,-2585,18,7617,0,0,1063,0
1964:Q3,7006,0,0,306,0,293,13,0,0,6700,0,1485,5215,0,0,6359,-2523,18,7810,0,0,1054,0
1964:Q4,7198,0,0,311,0,295,16,0,0,6887,0,1450,5437,0,0,6521,-2751,19,8206,0,0,1047,0
1965:Q1,7310,0,0,316,0,297,19,0,0,6994,0,1589,5405,0,0,6603,-2834,19,8379,0,0,1039,0
1965:Q2,7771,0,0,318,0,298,20,0,0,7453,0,1586,5867,0,0,7033,-2643,20,8624,0,0,1032,0
1965:Q3,8028,0,0,323,0,299,24,0,0,7705,0,1505,6200,0,0,7257,-2562,20,8776,0,0,1023,0
1965:Q4,8242,0,0,338,0,303,35,0,0,7904,0,1426,6478,0,0,7441,-2797,21,9199,0,0,1018,0
1966:Q1,8342,0,0,363,0,308,55,0,0,7979,0,1672,6307,0,0,7509,-2895,22,9369,0,0,1013,0
1966:Q2,8784,0,0,399,0,315,84,0,0,8385,0,1623,6762,0,0,7919,-2718,22,9604,0,0,1011,0
1966:Q3,9116,0,0,437,0,322,115,0,0,8679,0,1502,7177,0,0,8214,-2510,23,9697,0,0,1004,0
1966:Q4,9355,0,0,467,0,327,140,0,0,8888,0,1434,7454,0,0,8421,-2652,23,10048,0,0,1002,0
1967:Q1,9356,0,0,490,0,329,161,0,0,8866,0,1435,7431,0,0,8395,-2858,24,10225,0,0,1004,0
1967:Q2,9758,0,0,507,0,328,179,0,0,9251,0,1428,7823,0,0,8773,-2809,24,10549,0,0,1009,0
1967:Q3,10014,0,0,525,0,328,197,0,0,9489,0,1425,8064,0,0,9001,-2735,25,10702,0,0,1009,0
1967:Q4,10220,0,0,549,0,331,218,0,0,9671,0,1384,8287,0,0,9182,-2934,26,11077,0,0,1013,0
1968:Q1,10296,0,0,582,0,334,248,0,0,9714,0,1319,8395,0,0,9228,-3132,26,11322,0,0,1012,0
1968:Q2,10848,0,0,617,0,334,283,0,0,10231,0,1311,8920,0,0,9751,-3003,27,11715,0,0,1012,0
1968:Q3,11297,0,0,659,0,339,320,0,0,10638,0,1279,9359,0,0,10165,-2695,27,11825,0,0,1008,0
1968:Q4,11719,0,0,712,0,357,355,0,0,11007,0,1276,9731,0,0,10558,-2766,29,12283,0,0,1012,0
1969:Q1,12003,0,0,778,0,390,388,0,0,11225,0,1259,9966,0,0,10807,-2876,29,12642,0,0,1012,0
1969:Q2,12816,0,0,858,0,441,417,0,0,11958,0,1182,10776,0,0,11585,-2476,30,13016,0,0,1015,0
1969:Q3,13391,0,0,943,0,492,451,0,0,12448,0,1087,11361,0,0,12118,-2135,31,13207,0,0,1015,0
1969:Q4,13787,0,0,1028,0,527,501,0,0,12759,0,1055,11704,0,0,12479,-2286,32,13708,0,0,1025,0
1970:Q1,13820,0,0,1114,0,546,568,0,0,12706,0,745,11961,0,0,12477,-2674,33,14081,0,0,1037,0
1970:Q2,14454,0,0,1206,0,553,653,0,0,13248,0,764,12484,0,0,13076,-2584,34,14573,0,0,1053,0
1970:Q3,14967,0,0,1295,0,555,740,0,0,13672,0,784,12888,0,0,13548,-2354,34,14804,0,0,1064,0
1970:Q4,15157,0,0,1371,0,558,813,0,0,13786,0,800,12986,0,0,13704,-2866,36,15450,0,0,1084,0
1971:Q1,15243,0,0,1430,0,562,868,0,0,13813,0,813,13000,0,0,13744,-3605,38,16223,0,0,1088,0
1971:Q2,15981,0,0,1468,0,566,902,0,0,14513,0,824,13689,0,0,14434,-3754,40,17059,0,0,1089,0
1971:Q3,16656,0,0,1511,0,567,944,0,0,15145,0,835,14310,0,0,15051,-3617,41,17545,0,0,1082,0
1971:Q4,17204,0,0,1587,0,564,1023,0,0,15617,0,847,14770,0,0,15546,-3895,43,18315,0,0,1083,0
1972:Q1,17485,0,0,1694,0,554,1140,0,0,15791,0,881,14910,0,0,15772,-4647,45,19288,0,0,1086,0
1972:Q2,18768,0,0,1831,0,533,1298,0,0,16937,0,927,16010,0,0,16995,-4313,47,20173,0,0,1088,0
1972:Q3,19422,0,0,1977,0,517,1460,0,0,17445,0,972,16473,0,0,17577,-4200,48,20648,0,0,1081,0
1972:Q4,20072,0,0,2108,0,518,1590,0,0,17964,0,1000,16964,0,0,18162,-4548,50,21576,0,0,1084,0
1973:Q1,20694,0,0,2229,0,641,1588,0,0,18465,0,1155,17310,0,0,18754,-5137,53,22716,0,0,1122,0
1973:Q2,22006,0,0,2353,0,690,1663,0,0,19653,0,1264,18389,0,0,20034,-5086,56,23902,0,0,1162,0
1973:Q3,23078,0,0,2473,0,740,1733,0,0,20605,0,1369,19236,0,0,21050,-4124,56,23937,0,0,1181,0
1973:Q4,23659,0,0,2585,0,777,1808,0,0,21074,0,1441,19633,0,0,21584,-4140,57,24455,0,0,1212,0
1974:Q1,23680,0,0,2677,0,798,1879,0,0,21003,0,1476,19527,0,0,21627,-5257,59,25510,0,0,1315,0
1974:Q2,24658,0,0,2738,0,802,1936,0,0,21920,0,1471,20449,0,0,22628,-5456,62,26599,0,0,1423,0
1974:Q3,25920,0,0,2819,0,811,2008,0,0,23101,0,1470,21631,0,0,23892,-4314,62,26634,0,0,1510,0
1974:Q4,26381,0,0,2973,0,848,2125,0,0,23408,0,1513,21895,0,0,24370,-4755,64,27454,0,0,1607,0
1975:Q1,26765,0,0,3201,0,912,2289,0,0,23564,0,1605,21959,0,0,24709,-6225,68,29237,0,0,1629,0
1975:Q2,28130,0,0,3508,0,1004,2504,0,0,24622,0,1744,22878,0,0,26026,-6715,72,31027,0,0,1642,0
1975:Q3,30400,0,0,3826,0,1100,2726,0,0,26574,0,1887,24687,0,0,28224,-5185,74,31704,0,0,1631,0
1975:Q4,31747,0,0,4088,0,1177,2911,0,0,27659,0,1993,25666,0,0,29507,-5140,76,32937,0,0,1634,0
1976:Q1,32773,0,0,4287,0,1232,3055,0,0,28486,0,2119,26367,0,0,30474,-6153,133,34831,0,0,1663,0
1976:Q2,35013,0,0,4448,0,1275,3173,0,0,30565,0,2251,28314,0,0,32648,-5741,180,36513,0,0,1696,0
1976:Q3,37151,0,0,4588,0,1310,3278,0,0,32563,0,2381,30182,0,0,34698,-4484,231,37233,0,0,1718,0
1976:Q4,38395,0,0,4726,0,1343,3383,0,0,33669,0,2500,31169,0,0,35866,-4898,283,38722,0,0,1759,0
1977:Q1,39502,0,0,4862,0,1378,3484,0,0,34640,0,2590,32050,0,0,37042,-6254,362,40992,0,0,1942,0
1977:Q2,42001,0,0,4993,0,1419,3574,0,0,37008,0,2656,34352,0,0,39605,-5932,458,42956,0,0,2123,0
1977:Q3,44200,0,0,5106,0,1443,3663,0,0,39094,0,2721,36373,0,0,41855,-5345,553,44351,0,0,2296,0
1977:Q4,45589,0,0,5184,0,1424,3760,0,0,40405,0,2800,37605,0,0,43302,-5876,638,46058,0,0,2482,0
1978:Q1,47002,0,0,5131,0,1254,3877,0,0,41639,0,2915,38724,0,232,44658,-7422,747,48771,0,0,2562,24
1978:Q2,50610,0,0,4839,0,1023,3816,0,0,44988,0,3052,41936,0,783,48192,-6099,902,50756,0,0,2633,60
1978:Q3,52449,0,0,4640,0,895,3745,0,0,46569,0,2702,43867,0,1240,49925,-5137,980,51414,0,0,2668,92
1978:Q4,53832,0,0,4353,0,727,3626,0,0,47684,0,2512,45172,0,1795,51194,-4537,1079,51969,0,0,2683,128
1979:Q1,54529,0,0,4229,0,772,3457,0,0,48154,0,2641,45513,0,2146,51861,-5922,1168,53849,0,0,2766,164
1979:Q2,55787,0,0,4099,0,863,3236,0,0,49166,0,2632,46534,0,2522,53089,-6803,1337,55724,0,0,2831,200
1979:Q3,57385,0,0,3909,0,887,3022,0,0,50499,0,2499,48000,0,2977,54637,-6412,1441,56751,0,0,2857,236
1979:Q4,57365,0,0,3283,0,625,2658,0,0,50490,0,3102,47388,0,3592,54527,-5760,1456,56003,0,0,2828,272
1980:Q1,57855,0,158,2724,0,599,2125,0,0,50200,0,4477,45723,0,4773,54996,-5445,1714,54086,0,0,4641,308
1980:Q2,57315,0,332,3640,0,801,2839,0,0,47700,0,4732,42968,0,5643,54471,-7985,1921,55879,0,0,4656,344
1980:Q3,58792,0,488,4243,0,933,3310,0,0,48000,0,4432,43568,0,6061,55969,-8808,2316,58684,0,0,3777,380
1980:Q4,60730,0,732,4267,0,939,3328,0,0,48700,0,4645,44055,0,7031,57910,-8270,3288,58412,0,0,4480,471
1981:Q1,61036,0,1273,4424,0,973,3451,0,0,48900,0,4505,44395,0,6439,58167,-9164,3424,59576,0,0,4331,493
1981:Q2,62278,0,1805,4353,0,957,3396,0,0,50200,0,4136,46064,0,5920,59347,-8522,3653,60347,0,0,3869,516
1981:Q3,63944,0,2007,3932,0,865,3067,0,0,51200,0,3828,47372,0,6805,60949,-7456,3716,59984,0,0,4705,515
1981:Q4,63591,0,2397,4611,0,1014,3597,0,0,50400,0,3686,46714,0,6183,60537,-8709,3881,60719,0,0,4646,552
1982:Q1,62523,0,2532,5124,0,1127,3997,0,0,49700,0,3125,46575,0,5167,59272,-12577,4165,63435,0,0,4249,688
1982:Q2,64797,0,2805,5471,0,1203,4268,0,0,50100,0,3082,47018,0,6421,61331,-12903,4579,65321,0,0,4334,757
1982:Q3,65534,0,3032,4938,0,1086,3852,0,0,51300,0,3099,48201,0,6264,61824,-14066,4915,66685,0,0,4290,796
1982:Q4,66370,0,3186,5802,0,1276,4526,0,0,51500,0,2686,48814,0,5882,62424,-16330,5719,69081,0,0,3954,714
1983:Q1,66246,0,2883,5934,0,1543,4391,0,0,51600,0,2765,48835,0,5829,62243,-21954,6425,73575,0,0,4197,646
1983:Q2,71483,0,3309,9398,0,2913,6485,0,0,54200,0,3535,50665,0,4576,67407,-21717,7190,77610,0,0,4324,628
1983:Q3,77867,0,3813,10710,0,3213,7497,0,0,57500,0,4051,53449,0,5844,73666,-17933,7627,79573,0,0,4399,677
1983:Q4,79924,0,4270,8947,0,2684,6263,0,0,60500,0,4381,56119,0,6207,75590,-18376,7996,81704,0,0,4266,693
1984:Q1,85256,0,5549,9794,119,3294,6381,0,0,64000,0,5538,58462,0,5913,80771,-19544,8243,87757,0,0,4315,742
1984:Q2,90268,0,5075,10791,181,3813,6797,0,0,68400,0,6398,62002,0,6002,85544,-20232,8784,92416,0,0,4576,626
1984:Q3,93143,0,4420,11021,153,4105,6763,0,0,72000,0,7020,64980,0,5702,88138,-18857,9281,93219,0,0,4495,710
1984:Q4,95416,0,4614,9633,62,3711,5860,0,0,75400,0,7534,67866,0,5769,90141,-17584,9495,93105,0,0,5125,814
1985:Q1,100424,0,6017,11213,153,4925,6135,0,0,76700,0,7788,68912,0,6494,94871,-19676,10135,99365,0,0,5047,894
1985:Q2,106256,0,7614,12295,126,5642,6527,0,0,79800,0,8821,70979,0,6547,100411,-21244,11182,105918,0,0,4555,967
1985:Q3,111689,0,7927,13242,192,5950,7100,0,0,82900,0,10041,72859,0,7620,105537,-21611,11791,110909,0,0,4448,1034
1985:Q4,113944,0,8356,13321,176,6153,6992,0,0,85100,0,11086,74014,0,7167,107444,-23256,12641,112859,0,0,5200,1158
1986:Q1,118481,0,10910,13876,151,6336,7389,0,0,85700,0,13622,72078,0,7995,111653,-26519,12400,120700,0,0,5072,1223
1986:Q2,124579,0,12044,15019,148,7198,7673,0,0,88500,0,15128,73372,0,9016,117425,-29021,12219,129481,0,0,4746,1249
1986:Q3,129906,0,11500,16249,100,7757,8392,0,0,92800,0,17255,75545,0,9357,122453,-30794,12600,135100,0,0,5547,1416
1986:Q4,135093,0,10867,17486,744,7959,8783,0,0,96400,0,19325,77075,0,10340,127358,-31007,13036,139664,0,0,5665,1820
1987:Q1,141914,0,14002,19025,157,9208,9660,0,0,96700,0,22046,74654,0,12187,133858,-33386,13500,147900,0,0,5844,1584
1987:Q2,145997,0,11848,20766,198,10014,10554,0,0,101300,0,24928,76372,0,12083,137651,-35303,14194,153006,0,0,5754,1989
1987:Q3,150079,0,9967,20633,204,10970,9459,0,0,107400,0,27623,79777,0,12079,141423,-31721,14400,152100,0,0,6644,1747
1987:Q4,150392,0,9234,20448,459,11186,8803,0,0,110900,0,29872,81028,1752,8058,141535,-31408,14721,151279,0,0,6943,2082
1988:Q1,153443,0,8587,20398,470,12458,7470,0,0,112600,0,31520,81080,1700,10158,144262,-34457,14800,157000,0,0,6919,1966
1988:Q2,159808,0,10549,21154,599,13487,7068,0,0,117200,0,34063,83137,1642,9263,150336,-32892,14861,161639,0,0,6728,2761
1988:Q3,165856,0,8883,21856,724,13874,7258,0,0,122900,0,36377,86523,1500,10717,156075,-29644,15280,162420,0,0,8019,2192
1988:Q4,168049,0,9369,22450,868,14440,7142,0,0,126400,0,38060,88340,1366,8464,157953,-28151,15486,162914,0,0,7704,2454
1989:Q1,171423,0,10342,22230,1270,13994,6966,0,0,127500,0,40753,86747,1300,10051,159973,-28177,15800,165700,0,0,6650,2559
1989:Q2,172866,0,9964,21648,1476,13327,6845,0,0,131200,0,42912,88288,1210,8844,161199,-26534,16121,164979,0,0,6633,2462
1989:Q3,177433,0,10921,20444,1046,12822,6576,0,0,135300,0,44352,90948,1215,9553,165383,-25667,16470,167530,0,0,7050,4000
1989:Q4,179753,0,12494,19499,1125,12115,6259,0,0,136500,17882,26964,91654,1218,10042,168534,-26047,16812,170188,0,0,7581,5536
