1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q1,222820,13163,209657,0,222820,222820,0,0,0,0
1981:Q2,225469,13497,211972,0,225469,225469,0,0,0,0
1981:Q3,227675,13473,214202,0,227675,227675,0,0,0,0
1981:Q4,230103,13833,216270,0,230103,230103,0,0,0,0
1982:Q1,232020,13868,218152,0,232020,232020,0,0,0,0
1982:Q2,234054,14232,219822,0,234054,234054,0,0,0,0
1982:Q3,235699,14242,221457,0,235699,235699,0,0,0,0
1982:Q4,237912,14679,223233,0,237912,237912,0,0,0,0
1983:Q1,239825,14707,225118,0,239825,239825,0,0,0,0
1983:Q2,242193,15112,227081,0,242193,242193,0,0,0,0
1983:Q3,244236,15164,229072,0,244236,244236,0,0,0,0
1983:Q4,246680,15637,231043,0,246680,246680,0,0,0,0
1984:Q1,247938,15723,232215,0,247938,247938,0,0,0,0
1984:Q2,249458,16177,233281,0,249458,249458,0,0,0,0
1984:Q3,250814,16230,234584,0,250814,250814,0,0,0,0
1984:Q4,252717,16721,235996,0,252717,252717,0,0,0,0
1985:Q1,254827,16757,238070,0,254827,254827,0,0,0,0
1985:Q2,257670,17226,240444,0,257670,257670,0,0,0,0
1985:Q3,260483,17282,243201,0,260483,260483,0,0,0,0
1985:Q4,264250,17829,246421,0,264250,264250,0,0,0,0
1986:Q1,268176,17859,250317,0,268176,268176,0,0,0,0
1986:Q2,272767,18355,254412,0,272767,272767,0,0,0,0
1986:Q3,277335,18428,258907,0,277335,277335,0,0,0,0
1986:Q4,282494,18871,263623,0,282494,282494,0,0,0,0
1987:Q1,289493,18998,270495,0,289493,289493,0,0,0,0
1987:Q2,295874,19487,276387,0,295874,295874,0,0,0,0
1987:Q3,303181,20518,282663,0,303181,303181,0,0,0,0
1987:Q4,307411,20076,287335,0,307411,307411,0,0,0,0
1988:Q1,313598,20097,293501,0,313598,313598,0,0,0,0
1988:Q2,320976,20617,300359,0,320976,320976,0,0,0,0
1988:Q3,327230,20654,306576,0,327230,327230,0,0,0,0
1988:Q4,335493,21249,314244,0,335493,335493,0,0,0,0
1989:Q1,339256,21271,317985,0,339256,339256,0,0,0,0
1989:Q2,347913,21798,326115,0,347913,347913,0,0,0,0
1989:Q3,353699,21790,331909,0,353699,353699,0,0,0,0
1989:Q4,365056,22406,342650,0,365056,365056,0,0,0,0
1990:Q1,371121,22402,348719,0,371121,371121,0,0,0,0
1990:Q2,379039,22950,356089,0,379039,379039,0,0,0,0
1990:Q3,385062,22985,362077,0,385062,385062,0,0,0,0
1990:Q4,391499,23594,367905,0,391499,391499,0,0,0,0
1991:Q1,398156,23655,374501,0,398156,398156,0,0,0,0
1991:Q2,406828,24227,382601,0,406828,406828,0,0,0,0
1991:Q3,411498,24118,387380,0,411498,411498,0,0,0,0
1991:Q4,418284,24790,393494,0,418284,418284,0,0,0,0
1992:Q1,425297,24674,400623,0,425297,425297,0,0,0,0
1992:Q2,429671,25287,404384,0,429671,429671,0,0,0,0
1992:Q3,439062,25454,413608,0,439062,439062,0,0,0,0
1992:Q4,447350,26229,421121,0,447350,447350,0,0,0,0
1993:Q1,455592,26232,429360,0,455592,455592,0,0,0,0
1993:Q2,464817,26872,437945,0,464817,464817,0,0,0,0
1993:Q3,474544,26941,447603,0,474544,474544,0,0,0,0
1993:Q4,484371,27622,456749,0,484371,484371,0,0,0,0
1994:Q1,490401,27628,462773,0,490401,490401,0,0,0,0
1994:Q2,496976,28307,468669,0,496976,496976,0,0,0,0
1994:Q3,514310,28405,485905,0,514310,514310,0,0,0,0
1994:Q4,519806,28890,490916,0,519806,519806,0,0,0,0
1995:Q1,532123,28940,503183,0,532123,532123,0,0,0,0
1995:Q2,547402,29371,518031,0,547402,547402,0,0,0,0
1995:Q3,556073,29445,526628,0,556073,556073,0,0,0,0
1995:Q4,565522,29909,535613,0,565522,565522,0,0,0,0
1996:Q1,570593,30001,540592,0,570593,570593,0,0,0,0
1996:Q2,579028,30609,548419,0,579028,579028,0,0,0,0
1996:Q3,593814,30648,563166,0,593814,593814,0,0,0,0
1996:Q4,609828,30526,579302,0,609828,609828,0,0,0,0
1997:Q1,621756,31236,590520,0,621756,621756,0,0,0,0
1997:Q2,639332,31787,607545,0,639332,639332,0,0,0,0
1997:Q3,656347,31763,624584,0,656347,656347,0,0,0,0
1997:Q4,664058,32263,631795,0,664058,664058,0,0,0,0
1998:Q1,676162,32443,643719,0,676162,676162,0,0,0,0
1998:Q2,686806,33096,653710,0,686806,686806,0,0,0,0
1998:Q3,688394,33099,655295,0,688394,688394,0,0,0,0
1998:Q4,716983,33555,683428,0,716983,716983,0,0,0,0
1999:Q1,729587,33724,695863,0,729587,729587,0,0,0,0
1999:Q2,748612,34398,714214,0,748612,748612,0,0,0,0
1999:Q3,751383,34455,716928,0,751383,751383,0,0,0,0
1999:Q4,849328,34956,793606,20766,849328,802712,0,46467,0,149
2000:Q1,868264,35248,812002,21014,868264,820796,0,47316,0,152
2000:Q2,872734,35904,815567,21263,872734,824415,0,48165,0,154
2000:Q3,885616,35958,828147,21511,885616,836446,0,49014,0,156
2000:Q4,888851,36396,830696,21759,888851,838831,0,49862,0,158
2001:Q1,905607,36555,846420,22632,905607,853230,0,52211,0,166
2001:Q2,938846,37148,878194,23504,938846,884115,0,54559,0,172
2001:Q3,930319,37155,868788,24376,930319,873233,0,56906,0,180
2001:Q4,963187,37781,900158,25248,963187,903747,0,59254,0,186
2002:Q1,991224,37713,927395,26116,991224,929528,0,61502,0,194
2002:Q2,1005715,38713,940017,26985,1005715,941762,0,63752,0,201
2002:Q3,1009729,38684,943193,27852,1009729,943522,0,65999,0,208
2002:Q4,1016857,39354,948783,28720,1016857,948395,0,68247,0,215
2003:Q1,1036389,39373,967082,29934,1036389,964965,0,71199,0,225
2003:Q2,1071385,39793,1000443,31149,1071385,996998,0,74152,0,235
2003:Q3,1099641,39930,1027349,32362,1099641,1022294,0,77102,0,245
2003:Q4,1126264,40480,1052208,33576,1126264,1045956,0,80054,0,254
2004:Q1,1137425,40468,1061322,35635,1137425,1051992,0,85162,0,271
2004:Q2,1156389,40940,1077754,37695,1156389,1065829,0,90272,0,288
2004:Q3,1172242,40994,1091495,39753,1172242,1076559,0,95379,0,304
2004:Q4,1203255,41566,1119877,41812,1203255,1102447,0,100487,0,321
2005:Q1,1207144,41567,1121901,43676,1207144,1104356,0,102403,0,385
2005:Q2,1216445,41985,1128922,45538,1216445,1111676,0,104318,0,451
2005:Q3,1235803,42055,1146346,47402,1235803,1129054,0,106234,0,515
2005:Q4,1245095,42702,1153128,49265,1245095,1136367,0,108149,0,579
2006:Q1,1281825,42778,1188416,50631,1281825,1067102,85180,113349,15517,677
2006:Q2,1288666,43333,1193341,51992,1288666,1067542,87010,118543,14798,773
2006:Q3,1318638,43470,1221813,53355,1318638,1089090,89816,123740,15121,871
2006:Q4,1357363,44204,1258441,54718,1357363,1118908,93392,128936,15160,967
2007:Q1,1375964,44565,1274598,56801,1375964,1132363,96608,130779,15129,1085
2007:Q2,1406054,45132,1302037,58885,1406054,1158642,97990,132624,15597,1201
2007:Q3,1426440,45116,1320358,60966,1426440,1170606,100277,134465,19773,1319
2007:Q4,1440343,45769,1331525,63049,1440343,1177859,104291,136308,20450,1435
2008:Q1,1438444,45682,1326821,65941,1438444,1169605,105329,141603,20163,1744
2008:Q2,1454692,46170,1339689,68833,1454692,1180679,108343,146898,16720,2052
2008:Q3,1465955,46054,1348177,71724,1465955,1179203,114923,152191,17277,2361
2008:Q4,1460721,46747,1339359,74615,1460721,1170538,110740,157485,19289,2669
2009:Q1,1471244,46689,1349568,74987,1471244,1177327,110475,159425,20974,3043
2009:Q2,1494191,47204,1371628,75359,1494191,1197622,111156,161365,20630,3418
2009:Q3,1519447,47239,1396478,75730,1519447,1220531,110416,163304,21404,3792
2009:Q4,1539847,47845,1415900,76102,1539847,1237589,111496,165244,21352,4166
2010:Q1,1547277,47750,1425359,74168,1547277,1244973,112111,163620,22035,4538
2010:Q2,1535723,47927,1415561,72235,1535723,1231644,112826,161997,24347,4909
2010:Q3,1564742,48092,1446348,70302,1564742,1260040,114357,160374,24690,5281
2010:Q4,1578276,48707,1461201,68368,1578276,1272784,115985,158750,25105,5652
2011:Q1,1603177,48777,1489164,65236,1603177,1292601,121550,158019,25149,5858
2011:Q2,1621350,49209,1510036,62105,1621350,1310435,122538,157289,25024,6064
2011:Q3,1631488,49498,1523179,58811,1631488,1318767,123566,156395,26492,6268
2011:Q4,1665630,49970,1559864,55796,1665630,1350369,125455,155781,27552,6474
2012:Q1,1686731,50076,1580831,55824,1686731,1353417,133752,159016,33685,6861
2012:Q2,1670742,50436,1564782,55524,1670742,1331822,134999,161923,34751,7247
2012:Q3,1689651,50381,1583872,55398,1689651,1344364,136448,165003,36202,7634
2012:Q4,1701549,50257,1596103,55189,1701549,1352602,138050,168001,34876,8020
2013:Q1,1721953,50298,1617157,54498,1721953,1366396,139244,173212,36114,6987
2013:Q2,1732970,50481,1628746,53743,1732970,1371825,140431,178358,36401,5955
2013:Q3,1757789,50357,1654393,53039,1757789,1390139,141643,183556,37530,4921
2013:Q4,1784201,50487,1681375,52339,1784201,1407790,143833,188757,39933,3888
2014:Q1,1802416,50467,1700730,51219,1802416,1421148,145108,189485,41116,5559
2014:Q2,1827004,50605,1726290,50109,1827004,1440524,146597,190223,42429,7231
2014:Q3,1841855,50911,1741980,48964,1841855,1450602,147796,190925,43630,8902
2014:Q4,1868879,51257,1769791,47831,1868879,1472138,149565,191640,44963,10573
2015:Q1,1894634,50736,1795334,48564,1894634,1492391,150945,195872,46013,9413
2015:Q2,1907842,50967,1807577,49298,1907842,1499370,153101,200105,47013,8253
2015:Q3,1910925,50822,1810073,50030,1910925,1496968,154515,204336,48013,7093
2015:Q4,1930607,51149,1828695,50763,1930607,1510917,156176,208568,49013,5933
2016:Q1,1961375,51050,1853497,56828,1961375,1525600,157557,219518,50013,8687
2016:Q2,2004063,51245,1889926,62892,2004063,1552162,158980,230466,51013,11442
2016:Q3,2038142,51261,1917924,68957,2038142,1570048,160469,241416,52013,14196
2016:Q4,2052232,51263,1925948,75021,2052232,1568114,161791,252364,53013,16950
2017:Q1,2081983,50978,1950211,80794,2081983,1586233,163184,260916,54013,17637
2017:Q2,2101932,50851,1964515,86566,2101932,1594598,164531,269467,55013,18323
2017:Q3,2130017,51013,1986665,92339,2130017,1610315,166661,278018,56013,19010
2017:Q4,2158038,51090,2008838,98110,2158038,1626562,168199,286568,57013,19696
2018:Q1,2159842,51194,2018425,90223,2159842,1637498,169417,277530,58013,17384
2018:Q2,2168435,51040,2035059,82336,2168435,1655465,170393,268493,59013,15071
2018:Q3,2179830,51221,2054161,74448,2179830,1675931,171673,259454,60013,12759
2018:Q4,2153057,51284,2035213,66560,2153057,1659093,172090,250415,61013,10446
2019:Q1,2186596,51793,2067910,66893,2186596,1688989,173428,251668,62013,10498
2019:Q2,2204911,51690,2085892,67329,2204911,1702538,175484,253309,63013,10567
2019:Q3,2226849,52098,2106588,68163,2226849,1718751,176941,256447,64013,10697
2019:Q4,2242932,52181,2122402,68349,2242932,1731284,178763,257145,65013,10727
2020:Q1,2246432,52034,2122641,71757,2246432,1733659,179664,258378,66014,8718
2020:Q2,2290070,52024,2161333,76713,2290070,1776109,180981,260171,67014,5795
2020:Q3,2327914,52363,2195586,79965,2327914,1811913,182762,261347,68014,3878
2020:Q4,2385145,52371,2248937,83837,2385145,1866971,184817,262748,69015,1594
2021:Q1,2373386,52655,2237565,83166,2373386,1854246,186898,260645,70015,1582
2021:Q2,2414800,51807,2278735,84258,2414800,1886531,191584,264068,71015,1602
2021:Q3,2431298,52742,2293482,85074,2431298,1897139,193902,266624,72015,1618
2021:Q4,2472480,52648,2333592,86240,2472480,1929400,198146,270279,73016,1640
