date,Issuers of asset-backed securities; total financial assets,Issuers of asset-backed securities; debt securities; asset,Issuers of asset-backed securities; Treasury securities; asset,Issuers of asset-backed securities; agency- and GSE-backed securities; asset,Issuers of asset-backed securities; loans; asset,Issuers of asset-backed securities; securitized other loans and advances; asset,Issuers of asset-backed securities; total mortgages; asset,Issuers of asset-backed securities; one-to-four-family residential mortgages; asset,Issuers of asset-backed securities; multifamily residential mortgages; asset,Issuers of asset-backed securities; commercial mortgages; asset,Issuers of asset-backed securities; consumer credit; asset,Issuers of asset-backed securities; trade receivables; asset,Issuers of asset-backed securities; funding agreements backing securities; asset,Issuers of asset-backed securities; debt securities; liability,Issuers of asset-backed securities; debt securities; liability,Issuers of asset-backed securities; commercial paper, excluding U.S.-chartered commercial banks' asset-backed commercial paper; liability,Issuers of asset-backed securities; corporate and foreign bonds; liability,Issuers of asset-backed securities; consumer leases,Real estate investment trusts; securitized assets,U.S.-chartered depository institutions; asset-backed commercial paper; liability
1945:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
