1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q2,4616734,0,160004,812841,3341,255514,107997,7584,73874,66059,55980,3881,52099,0,628914,42441,0,173063,1225423,712901,512522,1212591,46621,802059,3575,779804,483990,213148,23638,43672,15356,10635,8045
1976:Q3,4706953,0,161997,832966,3322,260452,108305,6993,74962,70192,56093,3165,52928,0,639991,40957,0,175284,1246444,724958,521486,1241282,48164,827219,4082,804218,501121,220688,22208,44704,15497,10723,8196
1976:Q4,4832166,0,169708,852444,3099,265275,102804,11611,72859,78001,60263,7424,52839,0,663960,41436,0,177810,1268980,734460,534520,1279516,49675,855353,4700,831561,517073,228961,24073,45896,15558,10717,8375
1977:Q1,4870482,0,169574,887647,2939,267205,107210,7418,73367,79210,55059,1431,53628,0,608843,37826,0,180110,1295455,757588,537867,1314418,51407,872133,5453,847274,531310,229155,24587,46514,15708,10824,8582
1977:Q2,4975275,0,172912,907966,3017,264116,99559,7507,77953,79097,56724,2271,54453,0,622009,40651,0,182542,1324260,766961,557299,1347783,53295,910866,6363,884821,554091,242048,24636,48103,15943,10864,8818
1977:Q3,5057458,0,180829,933550,2956,268099,103718,7832,76821,79728,55013,-282,55295,0,591459,40413,0,184977,1352772,778851,573921,1392177,55213,949050,7291,921797,579911,252953,24160,48680,16093,10902,9060
1977:Q4,5146009,0,184665,953646,3197,274077,104849,8260,78817,82151,60722,5344,55378,0,558936,40355,0,187791,1382302,792445,589857,1443281,57037,986885,8100,958409,602997,264892,24474,49728,16318,11092,9284
1978:Q1,5247277,0,184363,982964,4734,282044,108498,8452,84708,80386,58327,1906,56421,0,525618,39400,0,190447,1415193,813081,602112,1505366,58821,1009796,8808,980148,621021,266971,23380,52193,16583,11306,9534
1978:Q2,5416648,0,191103,1004011,6050,283201,103882,8340,92098,78881,62616,3598,59018,0,558997,41664,0,193515,1451956,816214,635742,1562981,60553,1060157,9431,1029366,648036,284526,24417,55477,16910,11570,9790
1978:Q3,5594692,0,198214,1027971,7215,290941,109593,8388,97663,75297,66687,5066,61621,0,594621,43683,0,196379,1489718,811052,678666,1616970,62293,1107727,10039,1075905,678951,298022,23817,58223,16892,11724,10059
1978:Q4,5699478,0,201337,1046005,8928,300508,109094,9657,104168,77589,73592,11147,62445,0,567785,41080,0,199349,1521778,830378,691400,1675021,64095,1150252,10700,1117324,708641,311305,24471,55754,17153,11879,10349
1979:Q1,5883770,0,195195,1067343,15693,313492,116054,11425,109320,76693,69082,4274,64808,0,601869,42476,0,201981,1560261,839963,720298,1750402,65976,1177797,11398,1143615,733605,313819,22925,56035,17231,12119,10665
1979:Q2,6048281,0,206801,1078139,22681,324330,119609,11300,116924,76497,74717,6651,68066,0,613708,43252,0,204874,1595727,849651,746076,1816156,67896,1225353,12118,1189963,763421,327319,21881,60075,17267,12262,11010
1979:Q3,6254154,0,220038,1099295,29822,331583,126951,12373,121212,71047,79654,8476,71178,0,652193,44837,0,207470,1635416,850159,785257,1883997,69849,1275760,12854,1239248,795927,341528,21675,62614,17504,12298,11360
1979:Q4,6463464,0,221039,1112502,39459,370824,156100,12405,123569,78750,86010,14399,71611,0,684584,38388,0,210280,1684319,876781,807538,1944230,71830,1321228,13600,1283309,826724,354616,22486,61871,17612,12627,11692
1980:Q1,6533905,0,211672,1136153,54525,376148,162305,18949,123903,70991,89737,8741,80996,0,625344,39456,0,212738,1720020,900378,819642,1994161,73951,1350243,14339,1311016,856228,349662,22115,65448,17563,12885,12003
1980:Q2,6788169,0,216035,1155413,69928,373162,157425,17399,126511,71827,95007,12065,82942,0,715635,44130,0,215426,1775914,900430,875484,2051929,75590,1368494,15056,1328092,873960,345637,22715,67904,17876,13058,12288
1980:Q3,7072283,0,234910,1185812,70003,379052,160995,16719,128655,72683,102933,16096,86837,0,806770,49129,0,217843,1832462,899204,933258,2116169,77200,1404495,15820,1362685,901374,350336,21851,70792,18332,13403,12587
1980:Q4,7357535,0,238699,1233681,64366,391446,173142,18565,129980,69759,109476,22221,87255,0,896593,52060,0,220528,1884123,914468,969655,2187657,78906,1446947,16700,1403502,926526,358044,23844,76832,18256,13806,12939
1981:Q1,7498543,0,241672,1236437,98522,386543,164932,14183,142831,64597,104005,14626,89379,0,899147,52359,0,222820,1936656,947885,988771,2239474,80908,1456193,17634,1411232,940590,353902,22230,76061,18449,13969,13358
1981:Q2,7620140,0,249611,1254781,108564,390125,159455,14166,150846,65658,108699,13063,95636,0,879552,53153,0,225469,1986110,978229,1007881,2281109,82967,1493595,18563,1446912,964154,361610,23855,78570,18723,14261,13859
1981:Q3,7626170,0,259581,1276129,137398,406998,169801,13443,159179,64575,111927,12289,99638,0,734949,48742,0,227675,2029134,1011732,1017402,2308710,84927,1524585,19660,1476150,981849,371928,23464,79902,19007,14430,14345
1981:Q4,7894813,0,284890,1323721,154610,416425,168182,14503,159290,74450,119766,18359,101407,0,796146,52640,0,230103,2084376,1020856,1063520,2345345,86791,1556065,21100,1505467,998261,377882,26284,83987,19053,14776,14722
1982:Q1,7922312,0,278757,1369564,164885,431984,172555,14032,171865,73532,119980,14104,105876,0,674820,49981,0,232020,2133338,1040522,1092816,2378741,88241,1560136,22860,1507348,1007909,373537,24266,81708,19928,14927,15001
1982:Q2,8034299,0,280294,1406433,175381,446703,177157,13880,189001,66665,125915,17173,108742,0,646333,50031,0,234054,2189682,1055788,1133894,2389915,89558,1584350,24914,1529156,1019260,380887,25267,83431,20311,15086,15194
1982:Q3,8248272,0,293329,1433304,201364,480180,195251,13848,199607,71474,122082,17554,104528,0,686622,55666,0,235699,2264107,1032191,1231916,2384812,91108,1594325,27186,1536483,1017736,386815,24622,86833,20477,15307,15349
1982:Q4,8559081,2427,305157,1494909,186712,479836,187493,14634,201436,76273,134201,23313,110888,0,837646,65110,0,237912,2331384,1042283,1289101,2388477,95310,1629030,29600,1568308,1031175,396718,26881,92616,20918,15607,15515
1983:Q1,8814991,2536,310556,1566941,164329,494513,195183,13772,212809,72749,127671,17947,109724,0,916505,76160,0,239825,2406659,1036668,1369991,2410887,98409,1622222,32309,1558062,1026258,391910,23251,94186,22457,16186,15665
1983:Q2,9096562,2490,317506,1611504,150654,525047,211824,13570,230972,68681,130213,18856,111357,0,1021592,92057,0,242193,2494857,1019800,1475057,2406275,102174,1673327,35463,1605334,1053751,403838,23371,100633,23741,16720,15810
1983:Q3,9240166,2601,317164,1667061,150913,568013,229989,15265,245528,77231,130445,19773,110672,0,987949,95017,0,244236,2554285,1046494,1507791,2415692,106790,1731147,38535,1659338,1087568,420612,23017,102153,25988,17324,15950
1983:Q4,9324212,6937,315392,1709133,149944,561831,229992,15982,246846,69011,133886,22573,111313,0,929300,98040,0,246680,2614619,1078810,1535809,2446913,111538,1793755,41000,1718608,1116384,444878,25965,102953,28428,18048,16099
1984:Q1,9390272,7190,300196,1770948,163904,562066,246237,17247,255286,43296,129801,18812,110989,0,866844,100040,0,247938,2681420,1160819,1520601,2453505,106420,1826137,43368,1748091,1144101,452010,19588,100544,31848,18729,15949
1984:Q2,9504506,7280,307729,1837592,166718,613968,272409,18352,274693,48514,131162,18757,112405,0,805319,100241,0,249458,2733014,1215629,1517385,2443005,109020,1891150,45649,1810350,1177677,479799,17216,101793,33865,19551,15600
1984:Q3,9728546,7026,306037,1892858,167650,649944,289882,21295,290727,48040,135305,20638,114667,0,838457,113338,0,250814,2816453,1187795,1628658,2439225,111439,1946892,48212,1863135,1211497,501839,14718,100118,34963,20290,15255
1984:Q4,9921754,6902,327378,1954344,194318,645712,279888,28852,291045,45927,130906,27897,103009,0,834956,119018,0,252717,2896256,1188801,1707455,2445062,114184,2013977,51171,1926507,1243294,526584,19631,101644,35354,21191,15108
1985:Q1,10220192,7017,321737,1996126,201589,714272,300575,27955,318434,67308,147256,23530,123726,0,882090,135840,0,254827,2994428,1188158,1806270,2448785,116225,2088221,53635,1997703,1304981,536023,18349,101284,37066,21812,15071
1985:Q2,10437973,6812,332403,2023778,207124,733983,284777,41449,331444,76313,157818,32068,125750,0,933875,162766,0,257670,3064338,1188223,1876115,2434439,122968,2163818,56013,2069948,1343287,559592,24054,105823,37192,22677,15180
1985:Q3,10529359,7207,344072,2056325,203542,764972,300689,36538,347919,79826,151605,29522,122083,0,864778,179161,0,260483,3117095,1243812,1873283,2446727,133392,2255833,57850,2158958,1402164,585905,20334,112784,37771,23746,15279
1985:Q4,10935771,7791,338859,2081265,206063,801030,291512,26235,396557,86726,165942,49768,116174,0,1012735,219442,0,264250,3184551,1095983,2088568,2508609,145234,2369310,81334,2248450,1450249,610574,26136,122919,38572,24317,15209
1986:Q1,11320317,7952,351593,2108973,223253,802703,266644,23010,401061,111988,167507,52392,115115,0,1143468,275257,0,268176,3277160,1070551,2206609,2544888,149386,2393408,78698,2274705,1476952,606799,25032,125798,40124,25037,14968
1986:Q2,11576543,8126,385015,2123592,234247,818345,246344,26301,414905,130795,161641,46306,115335,0,1187795,312493,0,272767,3352890,1088948,2263942,2565459,154172,2459114,78393,2340567,1525857,627891,17137,126441,43241,25606,14548
1986:Q3,11647169,8447,403893,2156320,250254,820429,269180,27121,401511,122617,162446,49510,112936,0,1068236,338139,0,277335,3402031,1168670,2233361,2599510,160129,2545610,79199,2426301,1587994,649888,13052,129755,45612,25981,14129
1986:Q4,12124218,8753,456032,2203125,246652,861078,287362,28333,415426,129957,171599,58997,112602,0,1229639,375743,0,282494,3496575,1169828,2326747,2626877,165650,2632766,78372,2513920,1649024,666355,22885,132416,43240,26589,13885
1987:Q1,12573278,8687,420106,2212626,258846,876900,265026,24622,439311,147941,172468,54184,118284,0,1447647,453009,0,289493,3603243,1059588,2543655,2657069,173185,2638258,78339,2516654,1681564,644317,18688,126023,46062,29412,13853
1987:Q2,12769545,8525,432879,2249077,256795,936940,284246,23579,467885,161230,170858,52488,118370,0,1420164,458493,0,295874,3683857,1053777,2630080,2675848,180235,2731548,78188,2609135,1752706,660313,19610,129548,46958,30032,14193
1987:Q3,13076224,8400,437622,2285379,262175,994534,297432,25247,495166,176689,171409,53155,118254,0,1479801,458924,0,303181,3791416,1036315,2755101,2696526,186856,2809325,77948,2686738,1802929,679637,25738,131715,46719,30136,14503
1987:Q4,12948750,9759,451269,2347114,272141,1013353,314223,32650,522408,144072,181024,63195,117829,0,1190377,404113,51818,307411,3793453,1286653,2506800,2733335,193583,2875810,78073,2739416,1828608,698640,26822,131595,53751,43228,15093
1988:Q1,13314703,9724,442448,2411172,296133,1021495,315830,29363,530837,145465,183422,65445,117977,0,1296317,422040,52512,313598,3889951,1317398,2572553,2777698,198192,2920727,78178,2783719,1875598,693732,28582,130013,55794,43867,14963
1988:Q2,13597361,10130,446997,2445932,278076,1058389,344410,23996,546663,143320,186738,68276,118462,0,1377165,428843,53230,320976,3975667,1324808,2650859,2812757,202462,3006460,78285,2868618,1942104,710128,27891,131386,57109,44534,15023
1988:Q3,13823225,10318,445791,2488162,275807,1111182,370220,28115,570922,141925,187607,68389,119218,0,1406622,424255,53960,327230,4041678,1368092,2673586,2842807,207806,3087447,78989,2948070,1999589,725838,30938,133281,58424,45201,15187
1988:Q4,14233396,10708,461030,2530956,285064,1204772,393146,49653,594022,167951,189097,68779,120318,0,1526934,420389,54690,335493,4122627,1384312,2738315,2877596,214041,3161942,79564,3020992,2054832,745206,27035,135587,58332,45844,15542
1989:Q1,14540094,11153,441463,2553371,310778,1244743,408420,45376,592872,198076,191536,70735,120801,0,1591738,427100,56177,339256,4236703,1411502,2825201,2918625,217450,3206537,79271,3061829,2088877,753193,31561,127642,60556,49987,15450
1989:Q2,14878368,11032,437678,2556432,332092,1266977,427922,38927,598924,201204,200331,77234,123097,0,1673344,456276,57688,347913,4363111,1409302,2953809,2954344,221150,3294926,79517,3145734,2146493,769617,32793,134557,62274,54110,15565
1989:Q3,15263514,11268,434964,2586767,364163,1295633,431648,49637,609002,205346,195115,69663,125452,0,1805059,476389,59187,353699,4485774,1395480,3090294,2969626,225870,3379234,80471,3224841,2210690,784207,30530,135587,63827,58229,15693
1989:Q4,15603955,11874,452195,2614912,378599,1317981,405759,75461,624005,212756,209615,81300,128315,0,1882865,468721,60646,365056,4614121,1445192,3168929,2996830,230542,3462684,82715,3301235,2260115,809285,31077,135204,65554,62363,16371
1990:Q1,15674897,11755,437794,2630986,405408,1355435,424184,81808,639185,210259,208763,77200,131563,0,1769721,461905,62140,371121,4693199,1528379,3164820,3027627,239043,3530872,82882,3366855,2334912,792320,32533,139804,67286,65124,16011
1990:Q2,15935572,12312,446443,2627545,390937,1401444,433317,97519,653836,216772,213432,79313,134119,0,1827236,484148,63586,379039,4799831,1515951,3283880,3049055,240563,3603971,83695,3436366,2395411,798712,32020,141378,68845,67888,16022
1990:Q3,15758503,12949,446108,2643007,413995,1456543,478322,107364,653763,217094,219587,82730,136857,0,1503312,444432,65030,385062,4851462,1669472,3181990,3071736,245280,3667630,84265,3496733,2446737,812302,30188,136920,70586,70660,15972
1990:Q4,16271309,13427,463000,2665845,420793,1531229,504684,117763,659885,248897,231900,92666,139234,0,1701695,470940,66518,391499,4970059,1659566,3310493,3094665,249739,3734297,85694,3558700,2489255,824391,31355,140847,72852,73444,16459
1991:Q1,16787178,13959,473979,2669140,468104,1515041,503579,93979,655848,261635,231793,91433,140360,0,1992615,516151,67527,398156,5096058,1605462,3490596,3093285,251371,3760140,85495,3582616,2529152,802207,33900,142325,75032,75698,16331
1991:Q2,16860483,13957,475889,2620285,446878,1560719,513454,97392,676350,273524,231659,89448,142211,0,1962521,537636,68572,406828,5194232,1652281,3541951,3087788,253519,3825484,86925,3644486,2590113,801306,32075,143765,77227,77969,16104
1991:Q3,17156175,14409,481253,2601064,442742,1576993,522073,101953,692550,260418,244074,101217,142857,0,2087818,585136,69625,411498,5314792,1638988,3675804,3071083,255688,3867635,89027,3682490,2613968,802500,32550,154048,79424,80243,15875
1991:Q4,17752878,14565,510351,2582320,445494,1587370,527786,105075,694930,259579,265430,124300,141130,0,2454778,646801,70662,418284,5447838,1617560,3830278,3049449,259535,3951438,89511,3763689,2667356,815581,33942,165202,81608,82501,15737
1992:Q1,17727150,14566,523621,2426341,467341,1639260,563728,112298,694118,269117,247394,107723,139671,0,2379159,670372,71284,425297,5555013,1749434,3805579,3044060,263441,3971738,90587,3781795,2707721,793353,35198,162248,83275,83683,15673
1992:Q2,17826261,14953,531476,2395721,448536,1630422,571981,100150,686403,271889,254712,116599,138113,0,2343862,714710,71906,429671,5688835,1814108,3874727,3033546,267910,4015833,91820,3823496,2740695,792332,36406,169120,84943,84865,15652
1992:Q3,18146441,15504,554972,2368820,439888,1659884,596610,116147,687019,260108,253499,116978,136521,0,2428459,767030,72530,439062,5840576,1865868,3974708,3033615,272602,4083660,91436,3890497,2795327,801933,35837,170791,86610,86047,15680
1992:Q4,18732331,15600,618253,2341890,424952,1670973,625522,120632,653544,271275,250443,116107,134336,0,2763304,815039,73154,447350,6006234,1865808,4140426,3028470,276669,4156856,91891,3961974,2840353,824769,37172,171404,88277,87229,15762
1993:Q1,19052197,15445,594708,2291703,433407,1708086,642106,107398,649607,308975,264682,132351,132331,0,2823624,891599,74214,455592,6144933,1848270,4296663,3074201,280003,4165047,92579,3967354,2854188,807262,36092,179014,90798,89225,15889
1993:Q2,19264479,15352,614469,2274208,424119,1695177,644312,74334,643024,333507,274814,144548,130266,0,2823204,965013,75276,464817,6254746,1879723,4375023,3100536,282748,4233488,93812,4032439,2907828,818662,33081,179551,93317,91222,16015
1993:Q3,19627440,14697,639765,2256968,420899,1703699,644510,69733,628936,360520,270576,142413,128163,0,2919219,1048508,76336,474544,6377592,1864418,4513174,3137978,286658,4320533,93740,4117434,2958017,842668,31022,189889,95838,93218,16141
1993:Q4,20032233,15757,671975,2218371,430286,1761439,690850,52126,606038,412426,271867,145798,126069,0,3054193,1099943,77398,484371,6475892,1859692,4616200,3182168,288574,4414772,92952,4210337,2999178,886169,28329,197580,99081,95215,16268
1994:Q1,20128167,15716,648731,2218574,443819,1867724,729782,108433,596875,432635,275409,151342,124067,0,2917635,1073303,78544,490401,6558224,1973966,4584258,3248318,291768,4447496,93617,4241158,3029469,883876,30025,198905,98883,96321,16400
1994:Q2,20259182,16847,638845,2180233,437726,1951546,757252,130266,607281,456747,272577,150643,121934,0,2859610,1061616,79688,496976,6658386,2000192,4658194,3311081,294052,4533341,94724,4324657,3074622,918580,32040,200730,98685,97427,16533
1994:Q3,20590702,17357,628692,2201021,447532,1982976,784766,147328,584469,466414,271868,152093,119775,0,2910046,1100712,80834,514310,6785910,1958493,4827417,3351100,298343,4622878,95193,4412486,3121049,959953,32497,200499,98488,98534,16665
1994:Q4,20827341,18847,643709,2184727,468051,2111198,845958,183543,576847,504850,270722,153480,117242,0,2960362,1019327,81980,519806,6840261,1944106,4896155,3406836,301515,4743693,96138,4531119,3165940,1021168,34748,210974,98289,99639,16797
1995:Q1,21328249,20324,623771,2229701,488421,2085003,853709,156353,553169,521772,275208,160022,115186,0,3176847,1058545,82957,532123,6997471,1901951,5095520,3449800,308078,4774615,96515,4558956,3191926,1024546,36102,208132,98250,102167,16977
1995:Q2,21885822,22461,628444,2266556,517225,2056102,853381,162950,524787,514984,276714,163620,113094,0,3387999,1126823,83934,547402,7172590,1841920,5330670,3485003,314568,4867511,97003,4648657,3238302,1063126,38755,210263,98211,104695,17156
1995:Q3,22515449,22103,594783,2295147,530516,2095087,843706,183969,519744,547668,278238,167235,111003,0,3652736,1200705,84913,556073,7355913,1793844,5562069,3535535,313701,4981921,96364,4760998,3289771,1109599,41330,222126,98172,107223,17336
1995:Q4,23222522,23356,597447,2313112,556982,2148957,835244,211757,493892,608064,297775,188574,109201,0,3976190,1239948,85890,565522,7513624,1790726,5722898,3586731,316987,5077496,96359,4853872,3319925,1168160,48120,219534,98133,109750,17515
1996:Q1,23747706,26021,583696,2383923,609954,2139328,828230,206350,485750,618998,307679,200404,107275,0,4126502,1317576,87635,570593,7662701,1775588,5887113,3614143,317955,5148970,97616,4921580,3378306,1162207,41156,240946,98966,112061,17713
1996:Q2,24158894,27693,565446,2401487,599424,2215719,822273,262744,483862,646840,304094,198846,105248,0,4246641,1407588,89380,579028,7785211,1756981,6028230,3618108,319076,5249926,99207,5018436,3431661,1196579,47708,242688,99800,114372,17911
1996:Q3,24442179,31693,548226,2435618,621546,2230520,843829,299344,461996,625351,302436,199260,103176,0,4241262,1458120,91125,593814,7918686,1761566,6157120,3646705,322427,5348914,100371,5113752,3488838,1229847,50336,244097,100634,116683,18108
1996:Q4,25129402,35469,537964,2446247,652572,2281474,888016,339881,448485,605093,341546,240436,101110,0,4462417,1489156,93226,609828,8141805,1697492,6444313,3712739,324960,5450328,102440,5210847,3538132,1273878,44805,252835,101198,118735,18306
1997:Q1,25359115,34112,511189,2493526,693981,2160015,885174,319460,421673,533709,332135,233037,99098,0,4497999,1508970,95095,621756,8235356,1768520,6466836,3846669,328311,5492810,103523,5249783,3580473,1254175,53145,259915,102076,121114,18390
1997:Q2,26655830,34459,506205,2515773,685712,2177416,841918,339356,439298,556844,349384,252120,97264,0,5172003,1692950,96964,639332,8562468,1557812,7004656,3891411,331753,5589696,106529,5341201,3631924,1278038,57168,271117,102954,123493,18473
1997:Q3,27631536,36014,472566,2575508,714233,2208010,830838,350044,441735,585393,351813,256281,95532,0,5512158,1864889,98833,656347,8838969,1434214,7404755,3964934,337262,5711192,107244,5459519,3717007,1305805,43708,289167,103832,125872,18557
1997:Q4,28131290,37179,501994,2591256,744849,2262224,806072,399223,464727,592202,368858,275426,93432,0,5651290,1884773,100702,664058,8907665,1467450,7440215,4079212,337229,5808104,109571,5551641,3754238,1344165,55874,292655,104710,128251,18641
1998:Q1,29671199,36817,466943,2618710,806597,2264950,812980,361294,458811,631865,393096,301907,91189,0,6358030,2126512,103169,676162,9274601,1315284,7959317,4206072,339541,5865039,113584,5602678,3809490,1324043,59460,302468,107217,130170,18607
1998:Q2,30132002,37785,471922,2608432,821838,2379415,802261,398272,484045,694837,406438,317558,88880,0,6421063,2220616,105636,686806,9422029,1404019,8018010,4210355,339667,6005438,117536,5736921,3888138,1367744,57331,313984,109724,132089,18892
1998:Q3,29370588,39500,461170,2620108,894009,2449180,822741,469993,478899,677547,444499,357796,86703,0,5703748,2024941,108103,688394,9301580,1765163,7536417,4292634,342721,6122270,118674,5851209,3964840,1400718,61210,312210,112231,134008,18379
1998:Q4,31276334,37725,520016,2669482,954349,2332989,774034,470679,465480,622796,440302,352011,88291,0,6745162,2281268,110570,716983,9790792,1423709,8367083,4333716,342980,6269583,121329,5995100,4057442,1441272,67444,314204,114738,135927,17227
1999:Q1,31460249,39368,508133,2667425,1012262,2303958,715723,460506,469587,658142,439661,349551,90110,0,6683086,2321695,111299,729587,9970504,1458618,8511886,4329937,343333,6358247,123350,6079004,4136676,1442398,65099,319274,115557,137370,18523
1999:Q2,32364623,40486,479854,2669385,991575,2239073,661836,482019,464167,631051,444231,352652,91579,0,7224573,2477109,112028,748612,10233818,1366006,8867812,4359571,344309,6514618,126171,6231030,4233199,1471581,67229,342645,116376,138813,18604
1999:Q3,32104178,41170,463972,2713054,1024374,2193241,633176,508628,433852,617585,466954,373594,93360,0,6903632,2361899,112757,751383,10213581,1610814,8602767,4507640,350521,6676360,128874,6388585,4351224,1511895,61639,346632,117195,140256,18645
1999:Q4,34548568,40659,498609,2748004,1120484,2034134,699712,503365,420539,410518,513143,418211,94932,0,8243610,2744523,113486,802712,10681406,1276424,9404982,4593536,414262,6849061,131742,6556185,4434475,1553622,60472,389602,118014,141699,19435
2000:Q1,35438610,45150,462074,2837060,1186131,1905556,635509,488680,430565,350802,573872,478689,95183,0,8579940,2951579,116011,820796,10927434,1205355,9722079,4613443,419565,6977980,132517,6683530,4496731,1553765,62949,449259,120826,143231,18702
2000:Q2,34866592,45841,425587,2880146,1158353,1879226,527305,517010,455420,379491,560180,464779,95401,0,8093677,2838840,118536,824415,10967400,1373809,9593591,4647433,426958,7128436,135917,6828860,4609105,1601771,60188,434158,123638,144763,18896
2000:Q3,35292235,44509,387551,2921358,1207534,1889467,469431,540924,453322,425791,582063,486494,95569,0,8043396,2847388,121061,836446,11113294,1418794,9694500,4863289,434879,7311017,136330,7009642,4721811,1667073,54875,439433,126450,146295,18750
2000:Q4,34452220,48271,396732,2999641,1295928,2035153,538198,578745,475606,442605,632916,537165,95751,0,7068176,2557928,123586,838831,11030931,1754937,9275994,4987508,436617,7455208,137501,7150320,4816784,1741267,60588,402419,129262,147827,19560
2001:Q1,33628579,50790,420312,3157090,1429578,1976440,494803,452984,493107,535546,623787,526480,97307,0,6314543,2313967,123807,853230,10861690,2169341,8692349,5060923,442422,7502643,138656,7197688,4901360,1749724,49580,365213,131811,147576,18723
2001:Q2,34639251,48459,397299,3212560,1426440,1914999,392294,452086,520049,550570,632866,534140,98726,0,6781692,2513215,124028,884115,11122594,2110187,9012407,5121908,459075,7699307,142324,7391197,5062201,1784249,43934,366453,134360,147325,18461
2001:Q3,33436356,48388,395881,3279140,1492368,2013860,405528,503538,529427,575367,727581,627380,100201,0,5689797,2176229,124249,873233,10946202,2577033,8369169,5189789,479639,7955307,144462,7644507,5210501,1814351,51575,431171,136909,147074,19264
2001:Q4,34728603,48676,475262,3281086,1567428,1903286,367919,390737,520005,624625,687019,585596,101423,0,6398936,2417682,124470,903747,11241123,2406152,8834971,5192715,487174,8082313,151328,7765045,5324935,1891827,38256,370569,139458,146823,19117
2002:Q1,35063106,47771,414592,3442440,1536693,1873103,347278,371255,532755,621815,678581,575360,103221,0,6422255,2431136,125655,929528,11444040,2457159,8986881,5222831,494480,8217263,153440,7893208,5462408,1883516,36206,369197,141881,151179,19436
2002:Q2,34226965,48219,407324,3458531,1485487,1985641,314988,358566,590209,721878,648797,544255,104542,0,5763205,2280406,126840,941762,11294187,2780809,8513378,5276973,509594,8408852,156625,8077386,5639129,1917644,25579,350730,144304,155535,19306
2002:Q3,32911868,49781,408868,3579033,1457111,2059170,314579,315795,630121,798675,649328,542962,106366,0,4672989,1972705,128025,943522,11123054,3076094,8046960,5346067,522216,8627417,158059,8289439,5833621,1951608,24324,333159,146727,159891,20028
2002:Q4,33664953,49937,451266,3576062,1530305,2159032,265526,274315,646225,972966,651397,543257,108140,0,4970585,2062603,129210,948395,11382616,3067522,8315094,5209011,544535,8878092,163897,8529945,6031127,1997008,17774,334886,149150,164247,20003
2003:Q1,33636401,51628,445388,3775717,1482264,2042735,355614,180749,631820,874552,666734,557584,109150,0,4626423,2052483,130312,964965,11470673,3106824,8363849,5369950,557130,9066454,167987,8711202,6205332,1989123,18834,347268,150645,165897,21368
2003:Q2,35474673,54115,454972,3839962,1451615,2035275,346270,149531,684721,854753,769878,659107,110771,0,5450752,2370188,131414,996998,11874660,2944010,8930650,5476941,567903,9458594,171757,9097582,6463499,2021930,21817,438196,152140,167547,21708
2003:Q3,36185671,51146,414001,3895931,1401333,2021204,350714,247225,661066,762199,758239,647276,110963,0,5793595,2475040,132516,1022294,12041321,2923782,9117539,5592283,586769,9719982,174523,9354539,6707863,2059675,14918,418448,153635,169197,21723
2003:Q4,37904255,52841,444530,3923962,1364121,2253391,381206,307380,678771,886034,742732,630769,111963,0,6506891,2732990,133618,1045956,12428322,2698679,9729643,5667793,607109,9975252,177703,9605083,6914875,2102932,57395,374751,155130,170847,21619
2004:Q1,39768442,55204,430883,4074162,1323820,3062286,371385,284735,1483278,922888,785070,670993,114077,0,6811207,2905190,136016,1051992,12682293,2779678,9902615,5835522,614797,10181333,190960,9793511,7089700,2096472,55903,395113,156323,175307,21555
2004:Q2,40118615,57889,406340,4180525,1280612,2891868,313396,226049,1471996,880428,814274,697978,116296,0,6759564,2859137,138414,1065829,12899512,2832612,10066900,6142294,622357,10499939,196502,10101343,7360240,2114539,55819,413229,157516,179767,22327
2004:Q3,40846992,58864,389994,4237474,1238347,3060798,268386,294037,1554154,944222,807105,688818,118287,0,6705288,2924090,140812,1076559,13090120,3101561,9988559,6477724,639816,10777976,197875,10373215,7605404,2164875,34888,409339,158709,184227,22659
2004:Q4,42701733,61764,443775,4311855,1240100,3178159,383069,371201,1605423,818466,877179,756216,120963,0,7220951,3181585,143210,1102447,13579752,2817872,10761880,6699334,661622,11152371,201993,10738566,7859149,2220119,33548,465848,159902,188687,23125
2005:Q1,42965238,67402,437811,4430282,1197229,3103234,333527,328680,1610602,830425,867498,743733,123765,0,7269266,3156943,145680,1104356,13684590,2956522,10728068,6825603,675343,11365559,205112,10944823,8089019,2204974,21341,467627,161862,192211,23413
2005:Q2,44014682,64549,398581,4532944,1173209,3248028,289584,420316,1673321,864807,879865,753844,126021,0,7531289,3204789,148150,1111676,13944456,3033125,10911331,7092651,684495,11698134,207373,11270888,8379699,2232389,29066,465912,163822,195735,24138
2005:Q3,45113735,66584,342436,4699063,1190848,3038419,250746,364928,1684899,737846,874599,747366,127233,0,7923979,3357249,150620,1129054,14239419,3045252,11194167,7389680,711785,12048298,213341,11612284,8677991,2278385,29901,460225,165782,199259,23414
