1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q4,3012633,1304,1055,175844,367985,0,926,181432,3952,107448,11288,43633,15111,115450,40358,57539,17553,682128,43608,164281,115533,520252,7800,543197,63037,28801,1682157,0,0,4646,537601,3034,290462,8180,113793,122132,653311,107330,55359,382055,108567,148798,7200,13225,1611,315765,712221,543197,6199
1968:Q1,3005535,1959,1357,168975,377005,0,1972,187453,3819,112891,11947,43512,15284,115819,40923,58680,16216,632831,41215,166109,116735,532409,10407,556272,64147,30870,1698657,0,0,4870,547876,3482,295845,8537,115278,124734,650827,98836,56738,387981,107272,145938,7202,17667,1685,322593,652734,556272,6480
1968:Q2,3137200,2748,1749,173046,381610,0,1267,189267,4603,110262,13944,43951,16507,119842,43605,59520,16717,718675,46731,171706,117919,547540,6460,564493,65433,28714,1730892,0,0,4930,550969,3400,292526,9458,117323,128262,671707,104742,60223,395338,111404,151085,7194,13031,1714,330261,731114,564493,6588
1968:Q3,3199234,3058,1832,178569,390729,0,2390,190306,5071,111125,14383,42971,16756,123084,46054,60914,16116,727875,49116,179454,119108,561505,6816,571546,67032,26814,1771596,0,0,4976,565546,4928,299259,10477,119319,131563,681976,104388,60501,402927,114160,158261,7186,12930,1738,338983,728536,571546,6686
1968:Q4,3347785,3340,1587,184574,400846,0,-152,191620,5099,110920,15112,42443,18046,125737,46451,61638,17648,815334,50374,182961,120321,576542,8632,588293,70780,26996,1821536,0,0,5062,573971,4249,301225,11340,122132,135025,705721,112034,63182,411181,119324,165588,7186,14330,1750,347928,843150,588293,6734
1969:Q1,3345037,3371,1856,176901,403637,0,2042,205659,6207,119225,16059,45830,18338,120470,43944,60194,16332,770526,49399,189090,121558,590724,10211,599729,72317,27547,1845208,0,0,5108,581891,4880,301194,11552,125803,138462,710472,112133,63745,415710,118884,166111,7197,15517,1814,357098,803399,599729,6983
1969:Q2,3343867,3915,1809,183620,403851,0,3246,203100,6806,111647,17664,47818,19165,123604,46489,60382,16733,733883,47006,196129,122811,606475,3697,608676,74151,27895,1875917,0,0,5166,577369,4914,290326,11043,129343,141743,734067,118683,67853,423856,123675,172226,7217,12220,1861,365791,774485,608676,7158
1969:Q3,3365658,4076,1618,183099,398147,0,7726,216408,7206,118859,18739,50607,20997,122106,44329,61242,16535,713075,46781,205387,124080,622258,4445,612644,75781,28027,1916054,0,0,5198,588502,5778,296824,9379,132054,144467,746083,117846,70755,431669,125813,179469,7239,12507,1912,375144,743955,612644,7355
1969:Q4,3378345,4691,1173,192185,398210,0,5910,224880,7628,122319,20593,52280,22060,129085,47690,63656,17739,667356,46323,208397,125359,638886,5369,623263,79799,27459,1966047,0,0,5334,596884,5356,301974,9036,133518,147000,768012,125086,74214,439481,129231,188362,7252,12628,2032,385543,705075,623263,7814
1970:Q1,3397960,4872,1172,186210,401818,0,5772,233479,8156,128039,22846,52962,21476,125847,47329,62099,16419,643541,46998,212431,126700,659467,6342,632629,81920,28762,1981193,867,400,5397,605753,7044,304398,8584,135658,150069,767905,120558,78137,442547,126663,186668,7321,12846,2156,391880,677754,632629,8287
1970:Q2,3305134,4340,1220,193513,413538,0,1259,227711,8432,119767,23218,53571,22723,127853,47774,63306,16773,509525,37715,214690,127975,675310,268,650391,84423,35403,2015852,867,400,5421,610266,6895,300478,8098,138998,155797,785781,125039,81174,450147,129421,189847,7333,10054,2203,403679,541573,650391,8469
1970:Q3,3441486,3785,1141,196866,434731,0,1136,228223,8433,117395,23170,52763,26462,131666,48920,65487,17259,593764,42581,217146,129291,695984,2175,645880,86057,31060,2056509,867,400,5492,626186,7361,308087,7999,141582,161157,796992,126791,78982,459795,131424,192364,7344,10159,2278,414427,633467,645880,8765
1970:Q4,3556273,3573,798,202733,453747,0,-1182,226195,9389,112964,22335,51703,29804,135800,51185,66124,18491,650213,45146,215198,130699,716279,3321,654582,90606,28565,2106281,867,400,5556,644919,7133,317451,8078,145501,166756,811529,131477,77574,468818,133660,197346,7358,9996,2345,425965,702189,654582,9017
1971:Q1,3695929,3672,1082,195967,482977,0,-501,221358,9954,108433,20040,50885,32046,135633,50636,65873,19124,712824,50974,218401,132198,738457,6570,674669,89150,32498,2141929,1584,400,5654,657909,8333,320237,7371,149746,172222,817979,127677,79628,476602,134072,197836,7375,11698,2387,439106,774490,674669,9184
1971:Q2,3761440,3149,1102,206918,500315,0,6,219306,9791,105975,17342,51381,34817,137772,51351,66700,19721,708482,51230,220843,133782,759971,2925,689717,91419,34504,2194624,1584,400,5797,669620,6856,324021,7136,153986,177621,844447,133266,82751,489518,138912,199726,7393,11110,2420,452126,778343,689717,9306
1971:Q3,3824539,2053,1239,209348,515034,0,2964,224832,10510,107276,17989,51774,37283,137205,51163,66122,19920,693654,50475,226587,135412,781999,6238,705146,93658,38695,2252476,1584,400,5911,686861,7434,333600,6695,157928,181204,864772,134290,83430,503587,143465,203681,7412,12805,2354,466697,765304,705146,9060
1971:Q4,3959494,2192,1234,219139,534300,0,214,225289,11275,106744,18555,51277,37438,140005,53723,65256,21026,743724,53696,228335,137050,805219,7681,720885,99578,40953,2323156,1720,400,6046,706781,6247,346291,7028,161652,185563,889419,138712,84275,517189,149243,213325,7429,14123,2369,481544,823753,720885,9114
1972:Q1,4090223,2897,1421,211696,558615,0,2502,227382,12388,108309,16893,51988,37804,138671,52959,66294,19418,785993,55785,235292,138719,830991,11425,742592,96557,49685,2369542,2491,400,6219,718988,7538,350191,7114,165807,188338,906372,138032,88659,530834,148847,212894,7459,15798,2323,496598,871948,742592,8933
1972:Q2,4157003,2989,1626,214746,578903,0,3111,225535,13219,105073,16676,52308,38259,140774,53357,67405,20012,781697,54891,241024,140425,857232,5427,756530,98126,53967,2425492,2491,400,6372,723051,8126,346318,7099,169358,192150,941609,145396,90735,549256,156222,216559,7498,14020,2373,511119,874936,756530,9126
1972:Q3,4270656,2785,1820,220819,598045,0,4417,228768,13513,106528,16806,53043,38878,141086,52622,68136,20328,801771,54433,249363,142160,883637,8459,776772,100132,56189,2490270,2491,400,6483,734517,7761,351066,7561,172942,195187,967170,145925,91393,568323,161529,226796,7540,15950,2451,526472,893435,776772,9425
1972:Q4,4518075,2627,2172,234745,618293,0,1736,233033,14235,110234,16267,53692,38605,144986,55377,67981,21628,921384,57115,256023,143924,911037,10510,802061,120465,57965,2578943,2491,400,6579,751946,6968,363483,7927,175818,197750,1007146,155012,94742,588635,168757,241191,7581,18010,2532,541067,1032664,802061,9737
1973:Q1,4542865,2814,2722,228835,648730,0,6168,239950,13258,113402,17338,57090,38862,142318,54124,67877,20317,853489,50967,267050,145728,924593,14859,829893,104576,80173,2643504,2767,400,6667,764767,5871,371244,8188,180262,199202,1040639,167432,97662,604017,171528,246108,7624,20487,2731,551314,970552,829636,10509
1973:Q2,4560798,2810,3005,233868,666923,0,6345,243542,13437,113661,19143,58624,38677,144658,55666,67639,21353,786769,46044,279660,147582,938527,8838,863382,107275,81569,2711634,2767,400,6860,767317,6032,367336,7771,183929,202249,1084068,178213,98919,626538,180398,261704,7671,18982,2975,558890,903639,862876,11444
1973:Q3,4712821,2810,2729,229437,680947,0,11207,253740,13633,116315,22339,60811,40642,145755,55925,68480,21350,833422,49855,293551,149445,956046,11289,904991,109121,78476,2776649,2767,400,6924,772921,6335,365479,8213,187988,204906,1121288,185187,101815,647591,186695,274726,7717,21164,3078,565664,953484,904256,11842
1973:Q4,4683739,2887,3329,248177,691710,0,11759,259244,14876,118210,23331,61236,41591,150545,59506,68446,22593,693871,44470,300550,151271,969401,14092,938100,120302,84031,2860042,2767,400,7001,788544,8382,372203,8357,192693,206909,1152319,190907,103340,665092,192980,296893,7756,23290,3101,577971,809377,937150,11924
1974:Q1,4736710,3101,3729,236750,717500,263,15220,269825,16212,124247,22669,63242,43455,146686,55523,69907,21256,664409,42275,315101,153053,992808,17004,957695,119192,82099,2915200,2767,400,6988,800581,9235,374816,8714,197202,210614,1172632,195705,106572,679895,190460,299746,7789,26744,3481,594073,784167,956549,13389
1974:Q2,4739794,3371,3529,239823,737230,570,10046,271096,15131,119348,25411,64905,46301,152883,58234,72151,22498,591896,38351,332592,154785,1014934,10985,977985,121047,78671,2995658,2767,400,7085,809186,9967,372699,8685,201835,216000,1217075,211467,109604,699227,196777,313467,7816,26144,3595,608123,723296,976642,13823
1974:Q3,4706218,4159,3129,241165,743335,1386,11961,290910,16933,124713,31002,69522,48740,157455,59540,75157,22758,440799,29927,341660,156539,1033504,14253,1020052,125217,90767,3080825,2723,400,7188,823633,12569,376391,8477,206004,220192,1247502,217936,113306,715019,201241,324982,7842,30652,3928,631975,540407,1018522,15110
1974:Q4,4795270,4312,4946,250453,758308,2379,4226,300577,16520,126627,32666,69404,55360,164950,63019,78572,23359,445035,32629,277914,158390,1060356,16035,1051035,128224,135501,3060984,2809,400,7333,842385,12513,387067,8227,207999,226579,1274072,226722,118578,726846,201926,242193,7871,30061,4102,649757,557581,1049329,15781
1975:Q1,5098348,4655,2170,241716,784026,3620,2406,297000,6255,128579,31855,71394,58917,167833,64379,81883,21571,547843,38268,295260,161437,1092874,16529,1079878,132008,230825,3374562,2862,400,7500,874912,14009,406793,7934,210167,236009,1270916,218302,120547,736155,195912,235371,9015,28748,4125,940713,684902,1078049,15867
1975:Q2,5291224,4625,1739,257156,804330,3661,794,299525,6685,132773,29934,72823,57310,176461,67174,86925,22362,625665,43134,302828,163786,1126023,8810,1109649,135936,227102,3444211,2836,500,7711,906813,11658,428741,7885,214248,244281,1290581,219284,123393,751971,195933,237792,9394,24716,4283,959585,791599,1107728,16473
1975:Q3,5312599,4662,1760,258934,821110,3708,2759,315797,7267,143229,29671,73795,61835,181140,66782,91743,22615,544753,37706,320114,165845,1151659,13894,1128199,137066,223493,3539104,2671,500,7910,935694,11780,451163,7876,216917,247958,1312066,217220,125433,768230,201183,250387,9433,27300,4279,988863,701690,1126184,16457
1975:Q4,5466680,4571,2622,266233,841897,3645,-891,335684,8371,155108,29054,76624,66527,190486,71221,95385,23880,584600,39639,307678,168615,1182138,17591,1149585,141045,231542,3627714,2685,500,8170,971208,9616,476979,7874,222956,253783,1341820,222151,128615,784058,206996,264596,10152,28894,4551,995139,754817,1147450,17506
1976:Q1,5676808,4801,3182,258478,872852,3557,1592,344227,9324,162904,28440,79972,63587,193822,74045,97132,22645,677977,43531,326171,170603,1205619,24131,1169734,144667,231864,3707299,2653,500,8318,1006709,10926,500032,8406,227091,260254,1355155,213612,135814,800821,204908,259723,10053,32477,4832,1026879,868179,1167897,18588
1976:Q2,5833974,5759,3298,274299,894873,3341,1329,351586,9073,162764,29342,84348,66059,193903,72697,97509,23697,696690,43383,342276,173063,1225423,18315,1212591,146557,247288,3793812,2629,500,8657,1037882,11818,515607,8448,236798,265211,1394830,220025,140043,821614,213148,270865,10387,30102,5016,1032944,887651,1210730,19293
1976:Q3,5963117,6752,2709,277425,915393,3322,2533,359455,9486,163727,29756,86294,70192,199561,75555,99966,24040,707099,41921,356253,175284,1246444,20032,1241282,149422,258229,3892050,2654,800,8556,1063705,10889,532091,8733,241084,270908,1430531,218866,145015,845962,220688,280979,10440,33486,5182,1055716,897275,1239483,19929
1976:Q4,6101535,7005,3439,286602,941660,3099,-416,373885,10511,166107,34838,84428,78001,208615,81652,100982,25981,731165,42400,342164,177810,1268980,23565,1279516,211984,200062,3976377,2665,1200,8659,1090269,11049,550401,8329,243876,276614,1474962,224951,152532,868518,228961,296692,10751,35575,8992,1046612,927300,1277573,34592
1977:Q1,6170999,7452,3897,278054,979043,2970,347,383319,10494,174903,34157,84555,79210,203341,76854,103105,23382,673644,38767,365383,180110,1295455,27085,1314418,213519,204195,4077454,2659,1200,8648,1117708,12083,567090,8175,248344,282016,1508561,229565,159564,890277,229155,302083,10803,37262,9153,1079377,856996,1312615,35202
1977:Q2,6306929,7500,4744,292863,1000429,3091,1848,381572,9442,168724,35019,89290,79097,207385,77245,105949,24191,691484,41546,379690,182542,1324260,16404,1347783,216971,206817,4174757,2674,1200,8765,1135243,12914,567606,8097,260914,285712,1569466,238593,164443,924382,242048,313275,10970,31819,9321,1092024,881959,1345856,35853
1977:Q3,6445466,7350,4914,303040,1029678,3086,2882,393343,8984,178776,36609,89246,79728,211946,77961,109574,24411,661390,41254,398819,184977,1352772,21105,1392177,219060,217673,4306072,2669,1200,8864,1174105,13175,593712,7599,267803,291816,1623565,241563,167687,961362,252953,321564,11069,35421,9503,1118112,845194,1390300,36548
1977:Q4,6584388,7605,5686,308702,1059289,3397,145,405465,9390,185180,37637,91107,82151,224342,85153,112831,26358,630971,41145,391830,187791,1382302,25286,1443281,235712,231439,4439675,2787,1250,8909,1207656,12808,614181,7556,273620,299491,1687757,248679,176783,997403,264892,339930,11422,38005,10497,1131462,819054,1441570,40372
1978:Q1,6736165,7429,7097,294606,1092735,4989,994,422381,10332,194997,39764,96902,80386,225886,85408,115920,24558,593086,40138,414734,190447,1415193,29787,1505366,240120,251177,4571976,2837,1250,9045,1241971,13719,633741,7233,283342,303936,1733052,258256,182516,1025309,266971,345531,11475,41101,10757,1174957,773767,1503508,41372
1978:Q2,6953346,7128,7450,317042,1114549,6318,2272,432276,9330,194454,44738,104873,78881,235240,89184,121002,25054,631132,42331,440826,193515,1451956,19896,1562981,243580,244853,4707602,2843,1250,9142,1268371,14419,637824,7136,298639,310353,1811862,270956,191132,1065248,284526,360277,11781,36205,11193,1194678,833089,1561044,43053
1978:Q3,7204019,7188,6457,329864,1141082,7564,2517,447006,9061,206093,45748,110807,75297,247959,95120,127321,25518,671928,44298,468936,196379,1489718,25736,1616970,245214,255202,4857499,2939,1300,9271,1307942,14992,659402,6584,311442,315522,1878312,274242,197894,1108154,298022,370155,11848,40066,11696,1223970,895681,1614888,44985
1978:Q4,7375908,5402,8317,339043,1165917,9538,4667,466071,9512,211028,51925,116017,77589,262658,103522,131180,27956,640130,41698,464783,199349,1521778,31807,1675021,272921,266808,5027961,2989,1300,9383,1342328,15499,675125,6221,324876,320607,1947677,283995,203663,1148714,311305,398175,12112,44006,13154,1256837,856213,1673048,50592
1979:Q1,7626484,6446,12524,320609,1189526,16721,7217,487310,8896,223275,57784,120662,76693,263091,98785,138262,26044,678823,43156,497627,201981,1560261,38613,1750402,278507,273670,5175629,4077,1300,9659,1366466,17665,684106,5593,334127,324975,2000894,292240,210735,1184100,313819,405723,12094,49457,13408,1312551,910760,1748337,51565
1979:Q2,7843588,7036,11273,342667,1196493,24262,10949,504048,8604,229788,61234,127925,76497,278987,106150,146204,26633,692153,44052,521804,204874,1595727,26548,1816156,285589,280970,5324765,4090,1800,9982,1382241,20564,681578,5146,344686,330267,2087972,306343,224896,1229414,327319,424332,12357,45212,13975,1342804,920994,1813841,53754
1979:Q3,8141703,5826,9777,362012,1223120,32068,13213,509501,7732,233916,65154,131652,71047,292419,111074,154074,27271,736045,45776,555485,207470,1635416,30713,1883997,292149,306717,5516281,4175,1800,10262,1420406,23828,701618,5070,355757,334133,2167324,318765,230065,1276966,341528,445431,12359,50597,14550,1389377,980996,1881502,55964
1979:Q4,8407781,5328,10080,368016,1239443,42459,14897,554550,9586,257837,73562,134815,78750,310093,121355,159557,29181,767891,39448,547585,210280,1684319,35118,1944230,323562,310482,5694143,4173,1800,10493,1451870,24518,720317,4938,364182,337915,2236953,328620,238638,1315079,354616,470272,12630,53781,16715,1435456,1014625,1941536,64289
1980:Q1,8518986,8013,9174,347126,1263512,58282,16347,563703,10176,261269,82613,138654,70991,320720,120019,175378,25323,705847,40633,581911,212738,1720020,42992,1994161,329488,304319,5854457,5058,2968,10709,1486474,31052,735824,4874,370864,343860,2291136,335995,249807,1355672,349662,475586,12598,59894,17255,1492778,956763,1992567,66364
1980:Q2,8788337,8463,8564,361075,1277416,74360,20523,555356,9757,252325,79704,141743,71827,337855,127821,184049,25985,807633,45434,581988,215426,1775914,26508,2051929,332458,307436,5939761,5353,3018,10849,1520490,36334,743632,4685,380809,355030,2310626,326117,257106,1381766,345637,472570,12842,54360,18296,1531357,1076420,2049893,70375
1980:Q3,9187488,9620,8670,387877,1308276,75392,23696,568374,9264,265179,77865,143383,72683,357492,135825,194629,27038,909906,50550,604283,217843,1832462,31421,2116169,336240,349217,6113256,5305,3268,10925,1571066,32189,781070,4573,390860,362374,2366609,336884,259881,1419508,350336,483501,12860,57579,19049,1583094,1213806,2114147,73261
1980:Q4,9539659,10550,9696,384517,1366241,71359,20884,588457,9132,282725,80491,146350,69759,377548,145701,202296,29551,1010472,53567,606153,220528,1884123,36902,2187657,376110,334895,6268341,5155,2518,11057,1604670,28026,807189,4445,399440,365570,2446823,360033,272828,1455918,358044,514446,13195,59192,23746,1587539,1346332,2185485,91332
1981:Q1,9836624,12240,9384,383297,1377427,107959,20594,583016,8799,277904,76990,154726,64597,383983,144370,211780,27833,1014948,53900,651277,222820,1936656,42571,2239474,378620,418458,6504010,6019,2818,11167,1654696,31837,838634,4391,408226,371608,2477243,358356,282210,1482775,353902,537177,13163,61994,24420,1715313,1350793,2237123,93924
1981:Q2,9988705,12042,9411,386585,1392727,121479,19226,598408,8163,283172,80658,160757,65658,403205,148619,225761,28825,992935,54657,670122,225469,1986110,24814,2281109,384088,426318,6625900,5637,3068,11266,1677192,37819,837682,4232,418219,379240,2554905,375289,296352,1521654,361610,548417,13497,56191,25332,1730395,1315628,2278620,97441
1981:Q3,10042609,13037,10495,397714,1413666,153686,18829,626663,8021,299806,84171,170090,64575,417458,151922,236563,28973,836815,50240,686828,227675,2029134,20275,2308710,385587,445796,6795671,5608,3318,11374,1730861,44081,867051,4170,431847,383712,2620727,391608,303968,1553223,371928,547682,13473,58274,26288,1778067,1135956,2306451,101113
1981:Q4,10349965,13834,12386,411781,1469925,173026,15445,647498,8199,298447,89367,177035,74450,437230,161180,245703,30347,905148,54264,660335,230103,2084376,19325,2345345,398245,471699,6936588,5703,3318,11502,1783923,42722,903113,4104,443653,390331,2680813,406165,319192,1577574,377882,555227,13833,53608,30927,1797734,1225445,2343154,118949
1982:Q1,10409101,13881,10066,401638,1520456,184432,13716,661715,7908,308350,83604,188321,73532,441571,159536,253985,28050,775116,51863,669436,232020,2133338,18281,2378741,228047,674783,7090202,5454,3568,11606,1841692,49836,933246,3506,456863,398241,2706868,415773,318715,1598843,373537,547336,13868,52994,32677,1874138,1090243,2376549,74488
1982:Q2,10532630,14782,11310,403035,1552855,195311,15902,678585,8236,318407,81967,203310,66665,456749,166980,260867,28902,745222,52296,679251,234054,2189682,4845,2389915,232278,676558,7217925,5351,3818,11693,1877174,51741,944377,3485,474230,403341,2767426,436888,325970,1623681,380887,556307,14232,47021,33904,1900999,1073469,2387628,75495
1982:Q3,10846979,14760,8268,434314,1589959,221075,18006,717171,7731,336206,86276,215484,71474,461400,172627,259602,29171,796030,58355,693096,235699,2264107,18748,2384812,234190,696989,7395503,5254,4218,11764,1969801,49726,1013958,3443,491353,411321,2802222,450424,331597,1633386,386815,563349,14242,49204,34571,1940877,1172612,2382280,77530
1982:Q4,11204819,17076,12490,452087,1658594,205743,18521,731374,7948,338020,88136,220997,76273,480523,179987,269749,30787,966321,68180,669448,237912,2331384,21355,2388477,242640,702694,7555391,5405,4618,11859,2047367,37614,1077356,3351,508049,420997,2852932,460053,336914,1659247,396718,582659,14679,50820,28211,1956841,1386269,2385483,89590
1983:Q1,11527609,18173,14116,447756,1732052,181855,21795,758683,8071,355754,87184,234800,72874,475923,176280,270754,28889,1058395,79569,684415,239825,2406659,27669,2410887,244356,725482,7675861,5285,4618,11971,2122923,41187,1130245,3387,520910,427194,2879527,458195,339451,1689971,391910,566091,14707,57185,27879,1985675,1533575,2407716,90902
1983:Q2,11908240,18459,14035,477810,1778211,165479,27321,804623,9343,383658,88380,254311,68931,487215,180212,276258,30745,1179670,95764,709075,242193,2494857,23561,2406275,248006,735687,7860566,5234,4618,12104,2203282,38849,1179462,3344,543310,438317,2956383,459434,355534,1737577,403838,574553,15112,53628,29738,2005914,1736437,2402873,92259
1983:Q3,12111487,18255,15777,491059,1832148,163172,34642,846026,9943,402324,88753,267275,77731,494465,183019,279580,31866,1146218,99061,738671,244236,2554285,23627,2415692,253384,740769,8066094,5178,4618,12241,2285477,40547,1238968,3320,559704,442938,3043007,465562,362553,1794280,420612,575916,15164,57706,31721,2035066,1709243,2412284,93306
1983:Q4,12236087,18986,21330,484031,1878901,161097,35913,860873,12188,415382,90223,273069,70011,507575,186791,285419,35365,1088577,102541,739510,246680,2614619,26934,2446913,289719,711889,8264546,5130,4618,12327,2339400,36775,1277228,3311,575106,446980,3158320,490240,374625,1848577,444878,604984,15637,55727,30913,2037490,1630197,2443271,106890
1984:Q1,12423385,19888,22731,486653,1937950,175413,40708,880442,12632,443987,91434,287312,45077,510510,184940,292494,33076,1023782,105074,779409,247938,2681420,37230,2453505,294079,726653,8520277,5214,4618,12501,2415246,42518,1324160,3274,590092,455202,3242543,503470,384370,1902693,452010,618751,15723,60422,31321,2113938,1527519,2449819,109741
1984:Q2,12638124,19764,23783,492802,2003700,180036,45917,937874,11246,475427,93350,306462,51389,524151,187334,302251,34566,959434,105845,815587,249458,2733014,27376,2443005,299010,777368,8790201,5052,4618,12656,2489875,53463,1358733,3262,610773,463644,3375169,527336,397889,1970145,479799,644371,16177,56920,35442,2149920,1455724,2439683,113963
1984:Q3,13001989,19734,19444,505806,2058769,182922,52195,975226,11189,491467,100426,320073,52071,540016,193368,311668,34980,1008924,119633,843513,250814,2816453,30528,2439225,302954,835833,9050054,4895,4618,12739,2598300,60349,1425508,3255,631749,477439,3473560,532752,406659,2032310,501839,649721,16230,57777,36253,2195961,1542913,2435404,116234
1984:Q4,13241629,20307,20186,525202,2130598,210380,57041,979785,9742,487829,108743,322544,50927,556296,208290,309628,38378,1009969,126211,822194,252717,2896256,32509,2445062,288062,868853,9265166,4803,4618,12880,2700467,58490,1493072,3244,650603,495058,3607918,560891,430931,2089512,526584,662636,16721,60318,37203,2157602,1553280,2441096,116169
1985:Q1,13652909,20469,19585,502659,2183639,217409,66629,1058166,10202,512427,117025,345360,73152,581102,209923,335673,35506,1069659,144491,856367,254827,2994428,36979,2448785,291289,906426,9565354,4857,4618,13157,2799896,62972,1544223,3230,675913,513558,3709409,570720,436907,2165759,536023,665649,16757,61330,38624,2251057,1671084,2444501,119952
1985:Q2,13962886,20897,18707,536055,2204831,221799,71441,1116447,9798,523539,133919,366253,82938,601751,221458,343202,37091,1131483,172878,871602,257670,3064338,25712,2434439,295346,917491,9843846,4891,4618,13175,2907777,68886,1594076,3221,705901,535693,3822393,581788,448631,2232382,559592,677383,17226,57964,40318,2298101,1743624,2429887,122482
1985:Q3,14148570,22289,19721,553230,2242405,217955,78408,1145754,9326,539139,130942,379177,87170,611073,227901,345072,38100,1050824,189554,884131,260483,3117095,37547,2446727,298482,972892,10151578,5191,4618,13255,3019414,69036,1654805,3215,737592,554766,3932307,587689,458221,2300492,585905,681398,17282,61746,41305,2375063,1641750,2442003,125211
1985:Q4,14784754,25129,23814,587499,2271629,220579,77502,1269311,10478,597038,135335,431734,94726,634321,247135,344681,42505,1226878,230241,879375,264250,3184551,39650,2508609,391367,950050,10580462,5382,4718,13267,3271867,72207,1758725,3217,859484,578234,4069852,611448,481822,2366008,610574,726857,17829,60605,41644,2368441,1916908,2503891,153289
1986:Q1,15186852,26196,25686,569988,2308221,242444,77728,1266580,11646,572813,130142,431413,120566,638396,251900,346378,40118,1390559,287846,867658,268176,3277160,46522,2544888,398376,950427,10670608,5577,4718,13478,3336642,69514,1793895,3163,855878,614192,4128007,616397,490984,2413827,606799,684519,17859,62165,43407,2374236,2136797,2539603,163080
1986:Q2,15528166,27405,26980,618159,2327192,254381,78537,1316680,10268,589762,126488,450305,139857,637945,247530,348815,41600,1452437,326440,885504,272767,3352890,37110,2565459,403687,944592,10897796,5770,4818,13571,3459172,68654,1850659,3165,883232,653462,4239215,618984,503092,2489248,627891,683579,18355,61722,45054,2366539,2244577,2559302,168356
1986:Q3,15709298,27928,26551,632362,2370427,271678,85215,1323872,9378,611250,135144,435968,132132,643477,253010,347952,42515,1317167,352848,907164,277335,3402031,46937,2599510,408495,1016301,11213311,5945,5018,13647,3576180,72779,1919205,3559,898843,681794,4355434,617517,512812,2575217,649888,697468,18428,63911,46226,2431054,2031804,2593374,174766
1986:Q4,16274434,28032,27954,707590,2410526,267996,84050,1389567,10173,654185,134356,450896,139957,656897,262090,347790,47017,1495396,391419,891154,282494,3496575,49857,2626877,517615,950435,11482432,5993,5018,13756,3696109,62865,2003903,3608,920383,705350,4520542,674502,526894,2652791,666355,736467,18871,66053,51191,2368432,2240835,2620479,200911
1987:Q1,16826536,28338,25513,646085,2418001,280892,87229,1421847,12384,658233,119710,473063,158457,651172,251522,355227,44423,1769303,469066,928465,289493,3603243,52913,2657069,523775,974134,11624814,6299,5018,13884,3775617,63593,2027895,4594,949044,730491,4558298,655297,523930,2734754,644317,747306,18998,67406,57103,2374884,2708148,2649877,208891
1987:Q2,17104150,24962,24421,699162,2452869,278479,90723,1481210,13815,675950,120827,498325,172293,649122,246591,355960,46571,1757002,473532,946685,295874,3683857,46485,2675848,531330,992589,11846617,6262,5018,13991,3851431,67916,2066019,4127,965157,748212,4689474,664746,537455,2826960,660313,746240,19487,70408,59000,2385305,2783592,2668792,217201
1987:Q3,17484291,26958,23481,697108,2485798,283903,96257,1550266,16972,691893,128301,524832,188268,644550,246650,349825,48075,1838064,473552,970764,303181,3791416,49739,2696526,538818,1013909,12052920,6270,5018,14105,3932469,68108,2102052,3901,989645,768763,4798583,678077,544318,2896551,679637,761764,20518,71305,70075,2372813,2944431,2689248,226600
1987:Q4,17390274,29112,26021,702936,2555653,294199,94270,1580866,15185,713438,144194,551977,156072,661475,256417,351030,54028,1466867,416930,1020007,307411,3793453,50732,2733335,565167,1091840,12393706,6951,5018,14225,4051551,73768,2176549,5144,1011975,784115,4906636,691538,565299,2951159,698640,820117,20076,71717,66999,2430417,2286653,2727458,236818
1988:Q1,17846755,25533,28058,692869,2621437,319586,91799,1592939,12662,723974,138598,559927,157778,667050,257088,359049,50913,1567534,434207,1060806,313598,3889951,58412,2777698,567787,1137490,12621507,6797,5018,14354,4122770,73507,2213876,5021,1020754,809612,4998333,698121,586113,3020367,693732,832255,20097,73192,63962,2484729,2419233,2771353,252797
1988:Q2,18218225,23799,35528,728628,2646645,300167,95276,1630040,15848,744626,140991,572754,155821,679588,259548,367210,52830,1644234,440321,1101568,320976,3975667,44867,2812757,571338,1166827,12856389,6421,5018,14454,4196374,77847,2238405,6952,1032495,840675,5130734,717516,594243,3108847,710128,845604,20617,71358,67012,2498797,2514872,2806257,270675
