1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1988:Q3,18519704,27264,36591,730543,2695474,297091,96471,1687525,14334,762915,158642,597020,154614,680051,251444,374820,53787,1652943,435222,1117924,327230,4041678,57187,2842807,578928,1214776,13100407,6322,5018,14574,4300965,80303,2286249,12176,1056583,865654,5231100,723751,598982,3182529,725838,846731,20654,71009,71103,2532931,2459275,2836143,282989
1988:Q4,19141051,27671,32262,747636,2742071,306023,94875,1799431,14335,795653,187388,621104,180951,681312,237582,382973,60757,1758966,431110,1130339,335493,4122627,59645,2877596,646438,1347557,13511809,6593,5018,14736,4422469,85676,2347021,22578,1079962,887232,5355152,742411,599013,3268522,745206,902665,21249,71132,77855,2634940,2558076,2871018,314053
1989:Q1,19600532,28725,29775,697884,2760210,332806,101616,1862036,15482,812129,196595,626317,211514,668114,235046,380415,52653,1837282,438187,1167561,339256,4236703,73461,2918625,658811,1449480,13847335,6334,5368,14876,4488168,96147,2380469,22284,1087465,901803,5442477,751102,614551,3323631,753193,914755,21271,76986,90624,2786476,2669423,2911976,318291
1989:Q2,20015285,30632,28145,727570,2767026,354265,103761,1904276,18526,837351,198949,634245,215205,673030,241894,376744,54392,1937133,468419,1201450,347913,4363111,55067,2954344,662640,1436503,14064100,6107,8518,15056,4548615,110059,2397204,23567,1094584,923201,5569078,766557,639544,3393360,769617,929661,21798,72612,94414,2798241,2835812,2948156,327843
1989:Q3,20451616,31356,25260,718782,2787788,386540,106069,1948892,15617,847799,217796,647770,219910,660253,231524,372953,55776,2093492,489379,1214473,353699,4485774,60776,2969626,668479,1450978,14318075,6270,8518,15166,4636304,113273,2446148,25342,1112503,939038,5660958,771693,635772,3469286,784207,935417,21790,72619,94682,2866351,3056089,2963151,342218
1989:Q4,20828538,32275,26579,741074,2824779,400598,108823,1996266,15854,838224,247260,667172,227756,676761,242826,370106,63829,2173789,481961,1191836,365056,4614121,63580,2996830,741789,1392422,14601091,6439,8518,15303,4748498,107112,2526312,24197,1129798,961079,5779440,798341,651970,3519844,809285,963950,22406,69706,98272,2888559,3138600,2991042,424050
1990:Q1,20937853,31852,27424,704628,2831814,431374,108437,2036241,13528,881604,240845,674693,225572,679785,241358,379915,58512,2051576,475228,1201861,371121,4693199,72182,3027627,754650,1438854,14841586,6373,8518,15453,4845530,126034,2572450,31590,1147494,967962,5880225,793520,680612,3613773,792320,959011,22402,74037,100943,2929094,3005478,3021902,436483
1990:Q2,21251097,32067,27863,732045,2827057,418507,111362,2087201,15055,896355,254771,688747,232273,695649,242887,393177,59585,2125857,498409,1241190,379039,4799831,55652,3049055,761299,1409015,15006023,6486,8518,15614,4921277,128659,2615484,32933,1159783,984418,5970930,798573,695498,3678147,798712,970976,22950,68993,103723,2916556,3134877,3043558,447057
1990:Q3,21147913,34568,27458,728726,2844166,445104,112749,2135469,15196,934651,262045,690794,232783,717577,247832,409670,60075,1760902,457595,1277535,385062,4851462,59559,3071736,777138,1461107,15314692,6823,8518,15713,5018929,131811,2692566,32603,1170082,991867,6041624,789405,706205,3733712,812302,997284,22985,72853,104622,3025340,2653601,3066511,465406
1990:Q4,21725257,39684,28144,759716,2868077,453787,113908,2216322,17805,965400,272081,696139,264897,735635,252361,416133,67141,1981127,485507,1230345,391499,4970059,59175,3094665,657935,1639673,15532880,6970,10018,16256,5134398,116852,2798410,32350,1178619,1008167,6111532,792093,719926,3775122,824391,1010499,23594,70302,105628,3043683,2955814,3090141,442331
1991:Q1,22294316,36904,29308,743151,2875924,504649,110996,2205979,18744,966197,249757,693224,278057,736259,248737,428336,59186,2311418,533825,1212590,398156,5096058,67637,3093285,669216,1668961,15638608,6596,10018,15958,5214376,119851,2849066,26350,1191778,1027331,6099516,780937,697568,3818804,802207,978220,23655,66752,100253,3123263,3396441,3088281,452981
1991:Q2,22420417,35258,26556,764706,2827388,483743,116071,2259680,21866,977388,256160,713805,290462,742468,245467,439616,57385,2279852,556993,1243246,406828,5194232,54279,3087788,676426,1664902,15831751,6441,10018,16070,5310789,119437,2903119,24800,1211966,1051467,6143214,764730,694007,3883171,801306,994518,24227,59628,106559,3160287,3354319,3082602,447778
1991:Q3,22815881,37793,27987,768690,2809450,480859,117246,2310256,21654,1006783,262818,741099,277903,754932,253828,443861,57243,2421172,606898,1258990,411498,5314792,54750,3071083,685760,1683726,16071310,6703,10018,16170,5459021,107016,3020264,17602,1242263,1071876,6136293,753044,694930,3885819,802500,1014720,24118,63751,102276,3238240,3536308,3065439,448168
1991:Q4,23463954,39097,31000,845328,2779975,485227,120062,2344529,23664,1018999,272912,751375,277579,777570,276445,438137,62988,2814926,671004,1225365,418284,5447838,55468,3049449,742902,1615930,16291421,7008,10018,16296,5604844,98477,3128797,18556,1272079,1086935,6170697,742995,686232,3925889,815581,1052151,24790,61371,98961,3245284,3998481,3043769,534545
1992:Q1,23567012,37607,29544,821389,2625056,513697,118999,2397200,24470,1078112,268325,738724,287570,756396,259896,440468,56032,2720406,697225,1243327,425297,5555013,70079,3044060,757148,1754568,16706132,6721,10018,16314,5716358,110434,3208656,15765,1275453,1106050,6170440,737564,683477,3956046,793353,1037323,24674,67184,97087,3560012,3908353,3038375,547730
1992:Q2,23695366,41615,29940,856955,2589563,498079,126222,2407822,26122,1077715,274504,738281,291201,759502,268600,434029,56873,2681179,743829,1286758,429671,5688835,52943,3033546,768289,1700617,16907420,7012,10018,16386,5822261,111996,3281821,15862,1287091,1125491,6189272,730410,688495,3978035,792332,1061627,25287,64213,99345,3612000,3870341,3028025,552389
1992:Q3,24043273,43109,31143,892254,2566479,493304,125377,2434308,27913,1091252,297116,737754,280273,752398,269089,425466,57843,2765786,799327,1299558,439062,5840576,55719,3033615,777469,1693789,17134653,7216,10018,16433,5939197,108216,3370625,18119,1301309,1140928,6231698,723086,690560,4016119,801933,1074854,25454,68374,97896,3663513,3966349,3027567,553247
1992:Q4,24622717,38847,31391,937493,2536211,482025,128107,2454584,31169,1117262,304119,709859,292175,753535,268227,419567,65741,3106617,851062,1258940,447350,6006234,57953,3028470,703724,1800174,17352972,6737,8018,16516,6048134,107106,3472337,18786,1295401,1154504,6280378,720602,699551,4035456,824769,1108139,26229,68465,101050,3689306,4361179,3022581,564097
1993:Q1,25043549,41089,28934,898143,2497524,490392,129775,2482940,30896,1132395,284192,704358,331099,756089,283139,409599,63351,3191161,931494,1298989,455592,6144933,71973,3074201,710184,1840136,17549591,6848,8018,16588,6184048,113900,3523422,19576,1314788,1212362,6252354,709199,699769,4036124,807262,1101867,26232,74396,104725,3774515,4481787,3067326,571435
1993:Q2,25356791,40682,29019,966188,2479853,480087,127327,2490763,34087,1146956,252472,700112,357136,755700,294578,396569,64553,3201737,1008241,1331264,464817,6254746,49435,3100536,724775,1851621,17794322,6877,8018,16678,6339563,124025,3593018,20596,1343078,1258846,6301014,711015,693040,4078297,818662,1109441,26872,70609,110104,3805146,4502439,3094020,571715
1993:Q3,25792376,41605,29975,980056,2458751,476430,127975,2514002,33687,1132128,267683,694845,385659,745750,291321,387821,66608,3316776,1096083,1359080,474544,6377592,54799,3137978,739686,1861294,18004264,6949,8018,16784,6460728,123232,3649853,24654,1360066,1302923,6362678,702399,695352,4122259,842668,1125273,26941,73232,114785,3808876,4628385,3130723,564772
1993:Q4,26328724,40151,30259,1036296,2429789,486121,136527,2568568,37312,1173991,246552,671733,438981,758753,287422,393749,77582,3470446,1151110,1315420,484371,6475892,60495,3182168,890698,1811659,18291641,6730,8018,16962,6601735,117829,3757742,26585,1361698,1337881,6453064,708851,695485,4162559,886169,1172008,27622,72112,120256,3813134,4842338,3175202,576801
1994:Q1,26454641,42559,31446,1007643,2429373,502378,131357,2672741,35393,1217636,299446,659705,460562,744315,286459,385801,72055,3308557,1126014,1349046,490401,6558224,74996,3248318,919037,1818236,18477957,6921,8018,17126,6692998,129885,3801381,26259,1361402,1374071,6508499,719118,722117,4183389,883876,1163157,27628,76964,119436,3857210,4630536,3241336,593026
1994:Q2,26650753,42371,32927,1007043,2391989,498815,128822,2759392,37962,1239001,328526,667836,486067,743289,284625,385054,73610,3241968,1115833,1402038,496976,6658386,49291,3311081,934612,1835921,18677538,7096,8018,17285,6729079,135680,3817354,27438,1352276,1396331,6612849,738333,726973,4228963,918580,1194724,28307,73256,120100,3886824,4541826,3304729,595308
1994:Q3,27045027,42379,29995,985559,2415339,510609,121694,2789904,39393,1261260,347193,644929,497130,746419,286693,384427,75299,3300210,1158889,1422035,514310,6785910,55726,3351100,952844,1862104,18868677,7189,8018,17477,6786357,138683,3868006,28162,1341280,1410226,6720121,755010,728162,4276996,959953,1215073,28405,74996,122430,3888611,4800739,3344650,613565
1994:Q4,27430442,41351,34511,1005401,2406762,535895,121627,2900097,41266,1286738,391291,643834,536968,770276,297128,379662,93486,3340105,1079686,1409891,519806,6840261,60882,3406836,971611,1985444,19183166,7153,8018,17648,6871287,139238,3951076,26743,1325770,1428460,6868144,778100,751345,4317531,1021168,1276913,28890,73122,115548,3916443,4796829,3400968,608246
1995:Q1,28024906,50519,34174,954584,2444613,561644,114331,2861214,42415,1267538,384878,610811,555572,766598,303568,376409,86621,3589566,1124865,1441967,532123,6997471,84753,3449800,991336,2025348,19347399,7646,8018,17832,6936560,149799,4008374,26436,1311393,1440558,6953140,812060,767003,4349531,1024546,1278002,28940,82352,112782,3922126,5167983,3443626,627319
1995:Q2,28729867,55145,36915,1002522,2489564,598554,111151,2821166,43833,1238209,389600,598445,551079,764725,306532,371477,86716,3835871,1199022,1469968,547402,7172590,54237,3485003,1006142,2079889,19556027,7686,8018,18002,7003052,162887,4043573,26838,1304195,1465559,7083361,841333,776515,4402387,1063126,1296579,29371,73904,114813,3921241,5594356,3479007,640478
1995:Q3,29493657,54544,37959,957043,2522849,617385,110664,2803170,53290,1216376,378785,569361,585358,761575,309955,366174,85446,4140304,1277779,1525566,556073,7355913,60364,3535535,1027350,2149585,19787494,7380,10168,18199,7021931,163268,4078084,26940,1278456,1475183,7218869,857526,789622,4462122,1109599,1338794,29445,75515,116187,3951006,6024123,3528635,656185
1995:Q4,30363668,53779,40759,970417,2551622,651946,119546,2842158,59992,1208036,388539,538069,647522,774751,318943,361565,94243,4494643,1321046,1511534,565522,7513624,60078,3586731,1199403,2106109,20081387,7283,10168,18326,7061676,157351,4114850,28223,1268157,1493095,7366460,880247,820038,4498015,1168160,1394515,29909,73667,113927,4005456,6406754,3579726,814405
1996:Q1,31075871,53266,46408,929804,2624358,712587,139766,2818577,59744,1196646,379733,520190,662264,784107,338870,357023,88214,4679534,1403974,1557595,570593,7662701,83007,3614143,1224015,2171437,20369528,7159,10168,18325,7182860,174174,4200416,27643,1264843,1515784,7446123,874392,841495,4568030,1162207,1397454,30001,83165,121575,4072698,6683652,3606444,830432
1996:Q2,31638419,52880,47537,943949,2653892,703008,149947,2922872,72002,1198070,436936,522572,693292,775811,337643,353112,85056,4832805,1501496,1616949,579028,7785211,54868,3618108,1238300,2161758,20583283,7072,10168,18280,7209992,181726,4188197,28205,1269829,1542035,7586202,897821,852883,4638919,1196579,1438288,30609,80014,124688,4077971,6988156,3610599,852187
1996:Q3,32064474,45069,52615,944396,2698936,729545,150693,2909675,78289,1189627,464827,502740,674192,769659,336953,348657,84049,4852744,1556870,1652509,593814,7918686,62479,3646705,1259375,2220702,20854015,7052,9718,18866,7251630,172999,4241371,27437,1251696,1558127,7723545,930206,858508,4704984,1229847,1438286,30648,84317,125525,4164428,7047824,3638733,862048
1996:Q4,32920525,44872,63677,943243,2728149,767519,153684,2943135,92013,1222733,486124,486830,655436,814288,373554,345318,95416,5131849,1593304,1643024,609828,8141805,69204,3712739,1408107,2152098,21123664,7045,9718,18865,7343023,156405,4316468,26613,1261631,1581906,7842323,936941,860606,4770899,1273878,1504150,30526,85547,126414,4156052,7136150,3704902,991023
1997:Q1,33284969,38315,63080,921442,2785245,818535,157586,2803035,93025,1219865,449202,459291,581653,808396,370396,347531,90469,5203744,1613056,1691134,621756,8235356,92106,3846669,1436405,2149108,21368826,6795,9200,18974,7425703,168747,4354993,26258,1266301,1609404,7933006,976651,881033,4821148,1254175,1496918,31236,98935,135983,4212076,7172828,3837771,1010636
1997:Q2,34736967,38886,67921,936317,2823476,812505,154835,2816746,93753,1158103,474510,483066,607314,831339,388097,352384,90858,6022505,1801998,1760193,639332,8562468,60233,3891411,1458798,2058004,21421581,6801,9200,19013,7428935,179286,4295238,26319,1283206,1644886,8071688,1007682,892554,4893414,1278038,1525442,31787,95247,142369,4091099,8281378,3881296,1023775
1997:Q3,35966182,38599,69265,902643,2883560,849632,158946,2825708,100668,1136337,470345,482206,636152,847767,396821,356675,94271,6453347,1975949,1789344,656347,8838969,133202,3964934,1479939,2098031,21648140,6689,9200,19326,7514209,176649,4321648,26089,1294019,1695804,8245365,1009625,925722,5004213,1305805,1557488,31763,103342,142834,4017925,8956472,3953775,1026379
1997:Q4,36589423,41957,60318,923685,2925521,887996,158334,2885329,111318,1106297,524459,499245,644010,888026,414594,361388,112044,6647349,1993434,1776730,664058,8907665,131091,4079212,1642023,1976695,21938856,6611,9200,19325,7604184,168598,4379966,26526,1318530,1710564,8425312,1049317,962700,5069131,1344165,1621866,32263,99155,147887,3973053,9055845,4068301,1283055
1998:Q1,38457947,41682,63932,893475,3008533,963025,166285,2881912,112745,1108729,480572,494658,685208,909776,441468,358614,109694,7519308,2242142,1823773,676162,9274601,156549,4206072,1689203,1941518,22197155,6545,9200,19405,7741394,193105,4395245,25918,1344209,1782917,8533237,1062611,990382,5156201,1324043,1645532,32443,110288,151886,3947224,10355601,4194326,1303715
1998:Q2,39201259,42836,58362,947552,3006689,986475,159262,3034648,108120,1117471,540192,516579,752286,924365,457839,355890,110636,7653054,2342323,1868408,686806,9422029,121878,4210355,1728051,2008166,22559458,6524,9200,19461,7793151,202491,4324866,25558,1373908,1866328,8745892,1100333,1008591,5269224,1367744,1653531,33096,100645,156911,4041048,10582784,4198916,1313027
1998:Q3,38562186,46269,57885,898536,3030077,1074706,158291,3136847,113616,1154009,621524,510714,736984,961234,496603,351948,112683,6838457,2134895,1932678,688394,9301580,130758,4292634,1749138,2129806,23055739,6719,9200,19886,7825105,216872,4310920,25455,1380576,1891282,8930047,1134854,1012169,5382306,1400718,1693927,33099,111865,162268,4263622,9568672,4281451,1316032
1998:Q4,41155350,51037,68243,913942,3088400,1152842,166433,3078580,129952,1121334,642002,497384,687908,964316,488883,359568,115865,8151080,2414515,1910653,716983,9790792,125791,4333716,1984406,2243621,23588712,6899,9200,19885,7916788,192958,4366585,28501,1402728,1926016,9193894,1167025,1053994,5531603,1441272,1730808,33555,108119,172649,4396916,11482812,4322459,1691204
1999:Q1,41730996,48262,75603,894805,3104820,1224011,166485,3074967,135328,1069603,643398,500526,726112,957033,485785,355342,115906,8262830,2459250,1976509,729587,9970504,152385,4329937,2047509,2256499,24026512,6653,8200,19885,8016234,223886,4364067,28118,1425161,1975002,9374752,1186133,1094140,5652081,1442398,1747666,33724,113269,188330,4517799,11743420,4318548,1687801
1999:Q2,43056359,45974,72829,919070,3137685,1202343,163701,3038347,146152,1023790,675288,491501,701616,956750,489013,350084,117653,9023725,2622791,2070682,748612,10233818,132536,4359571,2092712,2235214,24350215,6545,8200,20402,8005539,232365,4266094,28268,1441525,2037287,9573337,1199920,1107901,5793935,1471581,1808275,34398,120531,197057,4575931,12769204,4347786,1764749
1999:Q3,43116782,46378,74660,912504,3202744,1244146,164735,3020428,150439,996124,713539,469546,690780,1009429,510722,378385,120322,8703774,2505785,2162767,751383,10213581,135510,4507640,2151918,2309400,24978774,6799,7200,20902,8081793,239280,4262488,28276,1447418,2104331,9844160,1226255,1113322,5992688,1511895,1895717,34455,123848,211394,4752506,12317109,4495492,1775791
1999:Q4,46120153,44452,72119,994907,3278623,1362580,165482,2885661,156448,1066842,722708,451910,487753,1047836,548228,375500,124108,10421176,2906648,2171436,802712,10681406,140661,4593536,2513813,2037105,25398875,6725,6200,20901,8180508,230326,4336716,28284,1457089,2128093,10108011,1258250,1165391,6130748,1553622,1978184,34956,124021,225439,4713931,15036312,4579762,2097278
2000:Q1,47374820,44052,80900,910420,3387295,1436338,165922,2785290,159285,1007583,722341,465171,430910,1108462,608746,375623,124093,10756451,3118804,2277098,820796,10927434,169451,4613443,2545529,2227136,25869513,6599,6200,21441,8220067,260797,4298636,27768,1461603,2171263,10335947,1284639,1264840,6232703,1553765,2050383,35248,141658,231639,4820332,15922815,4599432,2126418
2000:Q2,47191403,41473,75583,907495,3467215,1401807,160706,2790222,166069,904920,763533,493836,461864,1097841,593937,375506,128398,10167152,3000769,2414120,824415,10967400,140637,4647433,2594069,2493066,26380593,6552,4200,22124,8118840,296844,4119004,28227,1472014,2202751,10596634,1328184,1273522,6393157,1601771,2155641,35904,141956,241554,5057187,15221012,4632529,2204561
2000:Q3,48043614,39682,58507,887716,3545389,1460198,158329,2823229,179461,846042,800079,486599,511049,1123307,614785,374676,133846,10051325,3008890,2517512,836446,11113294,149489,4863289,2627240,2779771,26944648,6359,3200,23181,8123504,307039,4079861,27621,1466923,2242060,10814822,1336522,1266905,6544322,1667073,2263221,35958,140869,277936,5255598,14978622,4848729,2234706
2000:Q4,47954326,41051,72300,873499,3645275,1564082,153197,2984219,182472,913403,844389,513876,530080,1180186,664418,374616,141152,8883011,2708137,2542980,838831,11030931,148258,4987508,2381520,3919340,27611102,6384,2200,23180,8116683,278402,4062699,27326,1480713,2267543,11055620,1364006,1267265,6683082,1741267,2369688,36396,142632,281589,5576730,13087586,4972899,2054434
2001:Q1,47202661,38741,67718,841508,3791868,1733297,149174,2940058,183333,876299,728475,526393,625558,1167870,651499,376556,139815,7867438,2451614,2555567,853230,10861690,165741,5060923,2418560,4237663,28106475,6177,2200,23578,8233458,235619,4095263,26767,1509553,2366256,11102541,1353223,1233068,6766526,1749724,2343381,36555,147623,305959,5905004,11502240,5044477,2074706
2001:Q2,48406766,39495,65552,849720,3851847,1744855,147698,2911704,190920,782849,743023,550489,644423,1178198,657683,380620,139895,8359553,2656603,2565773,884115,11122594,137143,5121908,2448202,4321804,28296083,6103,2200,23904,8218907,206256,3949181,27048,1548554,2487868,11340424,1325895,1259405,6970875,1784249,2322729,37148,142646,315411,5886611,12377309,5104055,2119244
2001:Q3,47205382,44666,62757,844351,3923783,1838082,143036,3025319,193649,793574,804233,563048,670815,1271911,750669,380653,140589,6995850,2305358,2528032,873233,10946202,152651,5189789,2481625,4578737,28970884,6316,2200,24462,8326520,189571,4031221,26960,1557240,2521528,11633137,1317524,1320805,7180457,1814351,2301420,37155,170203,324607,6144865,10342205,5171447,2129953
2001:Q4,48654257,43164,64193,946774,3959047,1945613,141653,2955905,203113,764021,707888,556983,723900,1235332,705022,384787,145523,7777486,2556014,2437637,903747,11241123,135238,5192715,2042610,5076006,29193746,6157,2200,24462,8490133,177726,4118460,26777,1603398,2563772,11771200,1280711,1234318,7364344,1891827,2290373,37781,149734,333850,6087856,11677540,5173483,1826080
2002:Q1,49015170,42247,64443,849824,4127297,1911063,135980,2940578,201070,746596,699419,570230,723263,1224448,694490,385563,144395,7797109,2568589,2481828,929528,11444040,141082,5222831,2083423,5050859,29541759,6109,2200,24696,8578899,162983,4157645,26328,1627094,2604849,11914117,1268732,1230021,7531848,1883516,2312100,37713,154505,339201,6172219,11714607,5204518,1844409
2002:Q2,48210124,47606,66719,873422,4146141,1855023,134486,3078700,205033,725022,697524,625659,825462,1194837,664025,385549,145263,6958619,2407548,2507052,941762,11294187,129221,5276973,2116554,5181274,30100069,6519,2200,24846,8672271,141454,4187119,26775,1681145,2635778,12122643,1219001,1232164,7753834,1917644,2331819,38713,158259,318982,6423816,10113628,5258776,1870933
2002:Q3,46910257,48815,69781,893766,4264001,1822486,128934,3182931,212730,732905,662476,670946,903874,1197750,662568,385173,150009,5669667,2086536,2467586,943522,11123054,162088,5346067,2149526,5353748,30633063,6481,2200,25450,8778701,136423,4287334,27170,1706636,2621138,12379364,1204062,1225673,7998021,1951608,2351038,38684,170974,306426,6573745,8408369,5328123,1896749
2002:Q4,47573931,50977,70524,900299,4304487,1916626,126824,3328244,222757,703276,634473,686005,1081733,1206238,662161,388789,155288,6037667,2178846,2362200,948395,11382616,164198,5209011,1755079,5631701,31212930,6661,2200,25450,8939783,119813,4400053,27275,1762821,2629821,12678563,1180521,1239255,8261779,1997008,2381687,39354,163114,309012,6667107,8991360,5190416,1403232
2003:Q1,47576135,51745,73561,879378,4525405,1861295,126308,3208830,219780,792369,541789,671630,983262,1220012,676488,387952,155572,5631844,2167607,2450683,964965,11470673,197035,5369950,1776892,5599953,31599609,6731,2200,25591,9018909,119825,4441492,26880,1793878,2636834,12910636,1157316,1299920,8464277,1989123,2370351,39373,167247,298359,6760212,8720675,5351984,1432215
2003:Q2,49509841,52934,84412,929258,4632116,1827009,128013,3204543,229464,779356,508240,722936,964547,1323587,777516,391500,154571,6575875,2499756,2445283,996998,11874660,175406,5476941,1819386,5463663,32137300,6864,2200,25992,9222522,100995,4558534,27009,1853615,2682369,13251648,1133771,1344210,8751737,2021930,2366278,39793,166318,294485,6761200,10022037,5458218,1434327
2003:Q3,50274133,54879,85659,919939,4696389,1769359,130346,3228702,240222,797753,613161,703111,874455,1315970,764639,394964,156367,6912901,2610089,2424537,1022294,12041321,170727,5592283,1856258,5442481,32560132,7005,2200,26015,9384766,103978,4675606,27023,1865836,2712323,13512427,1114377,1308946,9029429,2059675,2382285,39930,168750,279291,6757463,10403742,5573556,1451043
2003:Q4,52196529,54972,90986,953358,4762805,1727358,133578,3495689,239713,840642,689779,721825,1003730,1292913,748007,403475,141431,7721552,2880713,2340855,1045956,12428322,187795,5667793,2331481,5080404,32932369,7281,2200,26014,9548140,82481,4823169,24866,1900376,2717248,13795398,1151130,1282385,9258951,2102932,2408291,40480,150872,266877,6686817,11540719,5648717,1783835
2004:Q1,54404027,54360,96903,934359,4940923,1689442,135554,4344515,245008,849886,679907,1525165,1044549,1348306,789542,417358,141406,8043454,3057078,2462716,1051992,12682293,221261,5835522,2392796,5112553,34377533,7254,2200,26210,10509964,91623,4944973,25132,2722738,2725498,14059170,1128837,1315101,9518760,2096472,2471988,40468,162486,274186,6823607,11858412,5817943,1798485
2004:Q2,54991484,52282,105514,962761,5045766,1647592,130509,4155400,237384,794215,611309,1513405,999088,1374972,814654,419490,140828,8008426,3011508,2531605,1065829,12899512,202374,6142294,2456902,5198238,35026711,7184,2200,26499,10623147,98673,4994623,24221,2797632,2707998,14454331,1138462,1340751,9860579,2114539,2499868,40940,166001,265844,6940698,12121492,6124930,1824769
2004:Q3,56042515,52002,103561,950868,5155062,1607332,140728,4402209,254188,768091,710931,1595807,1073193,1384657,804313,439100,141244,7926406,3075019,2563894,1076559,13090120,177862,6477724,2507360,5351151,35837670,7197,2200,26673,10760471,105121,5093081,24183,2834015,2704071,14827257,1134757,1337783,10189842,2164875,2547343,40994,176321,264133,7185081,11826934,6459531,1846031
2004:Q4,58173867,54298,115469,973501,5237289,1619237,130498,4466793,248348,872546,760199,1647299,938401,1452725,870561,436879,145285,8550855,3344490,2524893,1102447,13579752,190855,6699334,2845584,5285847,36449544,7609,2200,26703,10928533,97782,5226622,24261,2883060,2696808,15329299,1164188,1429650,10515342,2220119,2592428,41566,166000,263413,7091794,12946710,6680524,1968381
2005:Q1,58782258,47496,128703,971646,5372131,1578798,129415,4431971,241608,861381,724502,1653518,950962,1437752,850385,442592,144775,8518622,3318028,2661871,1104356,13684590,238515,6825603,2900224,5432536,37345937,7402,2200,26902,11149652,112001,5379919,24076,2942478,2691178,15643156,1181019,1452874,10804289,2204974,2667891,41567,179862,264817,7362488,12902601,6806513,1994837
2005:Q2,60290567,46157,122045,987499,5479981,1561632,137643,4661470,246451,867704,840353,1714270,992692,1460582,859838,455792,144952,8746576,3368547,2777175,1111676,13944456,213193,7092651,2931548,5647735,38142508,7137,2200,27172,11145290,110679,5333242,23730,3006246,2671393,16146137,1236316,1482409,11195023,2232389,2753054,41985,180403,242479,7596651,13112723,7073712,2011004
2005:Q3,61899816,41025,118003,960707,5687397,1596586,151998,4570954,267140,873218,823255,1728918,878423,1477360,852614,475234,149512,9130041,3528349,2881098,1129054,14239419,191352,7389680,2919161,5887632,38999176,7102,2200,27401,11278022,116493,5420140,23636,3050037,2667716,16603278,1250727,1487667,11586499,2278385,2850973,42055,181445,259355,7747345,13566792,7370928,2034275
2005:Q4,63350224,35057,127418,1015650,5798342,1697500,154390,4754378,276265,881541,832515,1752634,1011423,1479128,850238,479485,149405,9241846,3580174,2905645,1136367,14516017,207228,7635949,3064230,6000905,39801700,7003,2200,27482,11440372,90071,5560940,23835,3106024,2659502,17098328,1297149,1513230,11967394,2320555,2921206,42702,172902,276600,7812905,13574117,7616984,2049188
2006:Q1,65565653,34898,109875,975088,6029955,1704459,142156,4719299,259640,963549,796911,1727608,971591,1580586,882719,467253,230614,10323608,3818121,2976902,1067102,14795187,246544,7741119,3320854,5979899,40500607,7059,2200,27626,11616693,96494,5703174,23582,3121099,2672344,17604957,1345743,1557457,12364172,2337585,2953343,42778,187071,284792,7774088,14510242,7721708,2141526
2006:Q2,65988711,36558,125711,967460,6095669,1758142,148078,4710157,275764,910315,728889,1760819,1034370,1625802,928832,468546,228424,9975977,3770680,3062356,1067542,14892149,205181,7902067,3339070,6306112,41314991,7248,2200,27815,11650978,111671,5632891,23639,3184712,2698065,18114495,1385790,1616399,12762695,2349611,3026950,43333,186331,300811,7954830,13908849,7883099,2121272
2006:Q3,67505768,35088,115446,935156,6250489,1848503,153624,4774092,279255,905697,797664,1794468,997008,1643311,942285,468898,232128,10255423,3927130,3057568,1089090,15170207,206954,8127121,3511852,6404715,42019663,7234,2200,28065,11748112,110579,5691443,23385,3211771,2710934,18576349,1431583,1628814,13104511,2411441,3059994,43470,187903,314909,8051428,14257382,8108349,2244624
2006:Q4,69492437,34239,119282,934012,6381484,1975850,161857,4694893,287172,839528,681584,1810980,1075629,1651757,948164,471796,231797,10951169,4226034,2942093,1118908,15537275,219056,8274180,3747913,6522435,42732136,7371,2200,28064,11944766,112517,5780414,23509,3292042,2736284,19054927,1485073,1739642,13373496,2456716,3106133,44204,181110,323573,8039788,15089636,8257203,2349197
2007:Q1,71326165,34491,118840,910568,6571184,2043037,166967,4872195,278803,882593,763058,1824124,1123617,1709757,994650,477313,237794,11401869,4421602,3042687,1132363,15746303,253001,8347988,3951970,6601343,43637358,7399,2200,28166,12198707,126169,5917644,23180,3369114,2762600,19394351,1507649,1786895,13659635,2440172,3149873,44565,169864,318353,8323880,15691548,8328081,2409852
