1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q1,4619109,359798,1793895,654303,855878,955235,4619109,3336642,78698,807745,1797058,653141,1178125,63509,24309,256553,394587,45700,222402,4638,990,114461,50976,104342,4645629,1266580,802703,69882,9425,0,384570,2994059,184807,763217,20234,2706,13876,198257,436879,329103,169702,243096,201439,162931,4542,0,12192,17040,18777,4005,72666,8800,129790,384990,-26520
1986:Q2,4821748,374342,1850659,693538,883232,1019977,4821748,3459172,78393,842883,1853824,684072,1254627,63587,24954,261301,429072,53248,233494,5137,1696,130286,51852,107949,4846357,1316680,818345,80815,10008,0,407512,3113622,191986,788906,24234,2891,15019,207983,450657,327777,175169,250530,203985,193260,5337,0,15484,21667,18823,5247,71529,8037,135101,416055,-24609
1986:Q3,5023017,388864,1919205,746678,898843,1069427,5023017,3576180,79199,874104,1922764,700113,1334400,65264,27909,267223,475896,59631,243523,5902,1322,135542,52188,112437,5046680,1323872,820429,78234,10530,0,414679,3287357,192484,832053,28139,3062,16249,218916,468009,336055,186641,263318,220283,224394,6132,0,16268,25345,23130,6489,70014,8376,142000,435451,-23663
1986:Q4,5237298,384904,2003903,808209,920383,1119899,5237298,3696109,78372,885353,2007511,724873,1431421,63771,27240,273010,531591,74753,255842,9519,3397,141270,51028,109768,5270897,1389567,861078,77913,10771,0,439805,3422596,205454,851716,30821,3173,17486,230237,484824,321538,201682,281535,214131,252046,6986,0,18843,53525,22392,7731,66254,7910,144312,458734,-33599
1987:Q1,5399496,396222,2027895,848405,949044,1177930,5399496,3775617,78339,911433,2032489,753356,1513854,67424,27218,268376,575435,93231,263330,10092,2952,149572,56224,110025,5424548,1421847,876900,75671,10720,0,458556,3526854,204128,857154,33736,3227,19025,240407,504141,325035,198583,293098,216543,294154,7587,0,21195,69250,23284,9346,51374,8624,146963,475847,-25052
1987:Q2,5557951,414601,2066019,895040,965157,1217134,5557951,3851431,78188,932274,2070146,770823,1598584,65950,32669,275771,615142,104186,270760,12473,3340,151804,66489,107936,5577223,1481210,936940,69549,10365,0,464356,3603344,217931,880310,35083,3222,20766,250627,519343,325972,204634,299182,211240,290508,7933,0,17848,76028,22848,10961,36325,9122,163461,492669,-19272
1987:Q3,5714592,421195,2102052,934710,989645,1266990,5714592,3932469,77948,952968,2105953,795600,1667733,64741,32394,283725,647084,116106,284144,14603,4022,158384,62530,114390,5723531,1550266,994534,70878,9971,0,474883,3674704,219564,903291,35677,3203,20633,260504,541932,332763,218568,303473,211957,282446,8956,0,19882,81439,25370,12576,30299,9124,153047,498561,-8939
1987:Q4,5888863,437922,2176549,977752,1011975,1284665,5888863,4051551,78073,974107,2181693,817678,1716727,67806,33830,303214,669394,118339,280555,16682,3248,156190,67469,120585,5894089,1580866,1013353,68768,9799,0,488946,3804773,226459,945850,37041,3207,20448,269647,554951,338234,233036,313435,216367,267780,10967,0,23599,81771,28095,14191,39779,9347,170569,508450,-5226
1988:Q1,6003975,447503,2213876,996381,1020754,1325461,6003975,4122770,78178,998872,2218897,826823,1755549,63436,32744,313519,677841,130411,276922,17193,3498,157740,82245,125656,6014029,1592939,1021495,66367,9796,0,495281,3876684,225049,945591,37801,3152,20398,278031,578651,331869,229394,317490,236812,272177,14134,0,27619,91720,29466,14824,42765,8345,171396,544406,-10054
1988:Q2,6143288,474751,2238405,1020149,1032495,1377488,6143288,4196374,78285,1034690,2245357,838042,1819895,64833,33269,317882,695315,139000,290265,17722,5327,160246,96036,127019,6150181,1630040,1058389,64426,9897,0,497328,3959457,230003,960920,38116,3039,21154,285635,598494,333028,236775,325603,224575,276416,19708,0,23178,98092,32269,15457,34283,8227,194485,560684,-6893
1988:Q3,6302406,484669,2286249,1061800,1056583,1413105,6302406,4300965,78989,1061889,2298425,861662,1870720,65587,32532,328487,721137,145804,288777,17743,5511,163143,101999,130721,6308576,1687525,1111182,62416,10079,0,503848,4051179,231126,976833,37704,2949,21856,292942,618123,348593,250461,330853,217873,277215,24682,0,24211,101944,31672,16090,33693,8446,203913,569872,-6170
1988:Q4,6543018,513359,2347021,1115962,1079962,1486714,6543018,4422469,79564,1089317,2369599,883989,1944025,66146,34360,348097,745287,154412,304717,18356,7517,160448,104685,176524,6536487,1799431,1204772,64397,10318,0,519944,4148387,241215,979861,37247,3009,22450,300435,637443,351363,267462,334934,227898,276008,28834,0,29921,107131,32918,16723,23518,9492,220525,588669,6531
1989:Q1,6709422,543026,2380469,1157059,1087465,1541403,6709422,4488168,79271,1113576,2402753,892568,2038975,64059,30500,364316,770459,194169,310873,19081,9649,167627,108242,182279,6699184,1862036,1244743,82449,10655,0,524189,4222224,235422,976899,36472,3176,22230,307659,656826,354088,263399,345503,247478,278528,31464,0,30730,109991,33992,16941,37374,9437,224615,614923,10238
1989:Q2,6815142,562198,2397204,1187035,1094584,1574121,6815142,4548615,79517,1148350,2420771,899977,2084215,63805,33087,368986,794482,195175,322545,19238,10865,166809,109223,182312,6819661,1904276,1266977,88980,11129,0,537190,4303343,238421,957098,36957,3351,21648,314893,678776,365805,271951,356190,260035,287690,31645,0,11322,107924,36113,17158,67678,9337,229351,612042,-4519
1989:Q3,6949453,569591,2446148,1222783,1112503,1598428,6949453,4636304,80471,1166999,2471490,917344,2124489,62394,34250,370429,827012,196980,334042,19403,10128,169845,100006,188660,6949815,1948892,1295633,93651,11605,0,548003,4359486,227606,931804,38706,3544,20444,322050,693290,379038,285458,361431,277738,292106,34512,0,20255,110046,37252,17376,69531,8950,228349,641437,-362
1989:Q4,7139716,579222,2526312,1267073,1129798,1637311,7139716,4748498,82715,1183681,2550509,931593,2192836,60268,35386,373327,869549,209855,341386,19142,13783,169139,101001,198382,7156617,1996266,1317981,107244,11946,0,559095,4466924,233300,917502,41019,3717,19499,329181,713349,395377,304158,366167,297379,296256,35390,0,25406,99100,38981,17593,103686,10714,219150,693427,-16901
1990:Q1,7289047,594386,2572450,1314825,1147494,1659892,7289047,4845530,82882,1208939,2604040,949669,2240307,57523,33173,378070,905165,220160,354725,18602,12289,167418,93182,203210,7298413,2036241,1355435,87382,12183,0,581241,4574745,224423,935530,45640,4634,22006,336211,735618,399411,299490,382642,340615,306031,37898,0,32679,105141,38818,17318,72870,11553,226217,687426,-9366
1990:Q2,7424935,593977,2615484,1358105,1159783,1697586,7424935,4921277,83695,1228355,2648417,960810,2289771,52967,32955,380974,944198,236567,358845,19022,10825,156582,96836,213887,7437776,2087201,1401444,87450,12347,0,585960,4651770,237829,924335,48258,3909,23241,343050,761925,417060,307206,389877,329771,314179,36563,0,39197,105931,40978,17043,68025,9459,233934,698805,-12841
1990:Q3,7579782,612854,2692566,1395546,1170082,1708734,7579782,5018929,84265,1238704,2725169,970791,2340085,51760,32129,384410,978533,250067,353358,18193,14312,143557,113766,220768,7586243,2135469,1456543,77320,12452,0,589154,4740210,240750,921542,50792,3973,24137,349980,787418,427635,321534,392299,357389,313906,36398,0,56454,107378,42534,16768,50423,8921,229979,710564,-6461
1990:Q4,7786737,609879,2798410,1445905,1178619,1753924,7786737,5134398,85694,1240172,2830760,977772,2424397,54502,34501,393694,1019861,269216,362910,18998,15289,133440,121986,227942,7783553,2216322,1531229,79441,12512,0,593140,4857897,241432,916488,56387,4057,25278,357274,801109,435846,340212,385928,377358,325997,36692,0,53659,103252,44427,16493,106479,8389,221140,709334,3184
1991:Q1,7914582,607807,2849066,1473629,1191778,1792302,7914582,5214376,85495,1262042,2875416,991423,2457103,51598,28106,396972,1050307,280019,368461,19434,16421,129099,116686,243103,7912578,2205979,1515041,76700,12497,0,601741,4987035,247307,922202,59504,4160,27978,365315,830761,449133,334812,390515,416657,365298,38766,0,65413,101467,46522,16517,91624,8139,204945,719564,2004
1991:Q2,8037252,583624,2903119,1500385,1211966,1838158,8037252,5310789,86925,1286441,2927919,1009504,2493698,49051,28010,389601,1085984,293897,368224,19162,18154,126012,115603,232765,8032999,2259680,1560719,81002,12373,0,605586,5037219,253697,917859,57073,4281,30491,373473,864257,450260,344927,394449,395345,390682,42557,0,66819,94215,48812,16541,100863,8062,182556,736099,4253
1991:Q3,8245193,572015,3020264,1535656,1242263,1874995,8245193,5459021,89027,1294169,3037866,1037959,2545449,47224,26181,394741,1123313,310980,360841,18700,18212,122678,122579,240723,8251547,2310256,1576993,96531,12254,0,624478,5192952,264708,937532,60526,4392,32725,381120,883563,464217,360169,391528,394524,425634,46088,0,83520,87131,54108,16565,124282,8584,172036,748338,-6354
1991:Q4,8456861,565918,3128797,1577948,1272079,1912119,8456861,5604844,89511,1299396,3147353,1068584,2605638,46671,24906,402903,1156489,322980,376896,18846,19000,122393,114554,246379,8484680,2344529,1587370,108051,12249,0,636859,5355606,272530,957593,72504,4466,36264,387614,888099,468462,381352,387730,409201,486059,49482,0,89358,76631,59266,16589,123988,8761,179657,784545,-27819
1992:Q1,8623651,574110,3208656,1601229,1275453,1964203,8623651,5716358,90587,1330818,3224421,1070532,2661400,44824,23137,405736,1179728,339038,379512,19938,19686,125053,124748,245893,8639197,2397200,1639260,97058,12356,0,648526,5435484,271756,981990,70402,4977,41451,394153,912978,475638,375584,397418,430118,464474,55306,0,105101,76437,58637,16671,108325,10694,183374,806512,-15546
1992:Q2,8809102,579920,3281821,1653139,1287091,2007131,8809102,5822261,91820,1352584,3297683,1080174,2729022,46197,22045,418289,1218988,351799,371991,18782,23104,121285,136542,257819,8833237,2407822,1630422,120338,12560,0,644502,5584235,282593,995034,77409,5814,46183,399421,937577,477665,386103,402636,419423,508162,60007,0,108689,71788,55935,16752,135236,10665,187143,841180,-24135
1992:Q3,9000756,583561,3370625,1696980,1301309,2048281,9000756,5939197,91436,1365248,3388744,1093769,2796599,49073,20142,435214,1243647,367588,378973,18761,22706,123382,137113,264960,9035788,2434308,1659884,115495,13040,0,645889,5747864,285246,1024336,79202,6584,49964,400805,962770,491775,402400,419036,416916,541276,64628,0,115461,64032,59092,16804,145374,13554,188610,853616,-35032
1992:Q4,9176761,579048,3472337,1734442,1295401,2095533,9176761,6048134,91891,1379895,3491123,1085225,2856687,51753,21155,443609,1272047,385568,377509,19115,21694,122806,141431,271940,9181404,2454584,1670973,132031,12976,0,638604,5873669,300424,1045589,83149,7243,51552,404695,984291,498293,424184,425302,413324,571309,69666,0,122898,59971,61171,16915,122695,14059,196940,853151,-4643
1993:Q1,9374595,565470,3523422,1771049,1314788,2199866,9374595,6184048,92579,1445589,3542998,1102882,2904601,50591,19304,451677,1299796,401062,364185,19008,19323,127920,151735,285946,9388598,2482940,1708086,118464,13288,0,643102,6042112,303584,1076164,88188,7800,56252,411987,1021485,512420,416913,424066,415016,634134,74662,0,115661,65634,64966,16879,140812,13379,182110,863546,-14003
1993:Q2,9582616,572048,3593018,1790737,1343078,2283735,9582616,6339563,93812,1503576,3613614,1128561,2941039,51788,18173,468841,1301300,416780,356099,17710,22754,128304,159290,302014,9587592,2490763,1695177,124607,13386,0,657593,6204700,318175,1082655,88345,8219,58027,421065,1054490,513658,427350,435798,414676,677266,79658,0,122930,68925,67343,16843,154700,14894,179683,892129,-4976
1993:Q3,9840803,568184,3649853,1865973,1360066,2396727,9840803,6460728,93740,1548852,3674507,1143629,3047139,51578,16490,510764,1330555,437602,359115,17260,26419,129456,167900,332936,9865148,2514002,1703699,143150,13453,0,653700,6419654,324161,1102879,90370,8601,59040,430487,1086787,536332,443053,452871,414741,713579,84654,0,140914,76924,71449,15909,154734,15608,196561,931492,-24345
1993:Q4,10117351,580012,3757742,1907522,1361698,2510377,10117351,6601735,92952,1580574,3784327,1143882,3143163,51309,16027,524171,1356766,468064,365098,17385,33734,133049,177560,372453,10117002,2568568,1761439,142017,15084,0,650028,6567599,336653,1110852,98316,8933,61116,438809,1106457,535408,464486,454083,432996,752418,89650,0,143682,83563,74787,16770,137533,16169,204918,980834,349
1994:Q1,10320330,582087,3801381,1989720,1361402,2585740,10320330,6692998,93617,1630903,3827640,1140838,3279092,51525,14372,564165,1399296,492130,377098,16976,31258,134386,197886,348240,10277880,2672741,1867724,148522,12640,0,643855,6595574,341487,1137064,103486,8800,65372,443678,1130131,535120,457110,459417,438767,702237,88725,0,161215,94748,75602,15408,115219,17166,204822,1009565,42450
1994:Q2,10453228,587978,3817354,2060648,1352276,2634972,10453228,6729079,94724,1661478,3844792,1128085,3377811,51155,14163,600793,1432417,504252,390257,16090,31324,137133,200227,346338,10395790,2759392,1951546,145902,17056,0,644888,6611166,351564,1125799,105346,8900,66767,448801,1138314,555540,467276,458923,438703,677415,87800,0,177463,101126,77603,14045,100804,16531,192446,1025232,57438
1994:Q3,10611810,599158,3868006,2121886,1341280,2681480,10611810,6786357,95193,1679354,3896168,1115642,3474636,52465,14652,638791,1454933,521277,398667,16101,29419,139718,208613,350817,10547116,2789904,1982976,143547,17707,0,645674,6698162,356816,1114984,103863,8700,66215,454672,1161277,573262,482911,459577,445072,675872,86875,0,199636,105535,79283,12683,95331,17347,198251,1059050,64694
1994:Q4,10837955,623463,3951076,2200192,1325770,2737454,10837955,6871287,96138,1699387,3977819,1097943,3602592,53628,13439,701044,1472405,538291,418949,15278,34255,146634,208669,364076,10710136,2900097,2111198,146227,19944,0,622728,6769367,368156,1090161,99102,9041,65070,461774,1177143,579670,505433,463505,466746,650510,85950,0,234196,106736,82376,11320,93329,16972,202177,1040672,127819
1995:Q1,10990282,654723,4008374,2223465,1311393,2792327,10990282,6936560,96515,1722105,4034810,1083130,3676586,55197,13041,716783,1480246,552219,435010,15294,26870,151586,230340,377136,10875212,2861214,2085003,127895,22101,0,626215,6913748,367115,1077511,128014,9225,63714,468741,1211320,587327,498211,483917,488218,670972,89146,0,246047,106906,87339,11052,101106,15951,201916,1100250,115070
1995:Q2,11170436,673805,4043573,2274800,1304195,2874063,11170436,7003052,97003,1761207,4070411,1074431,3777932,56801,12876,748564,1499398,578437,444951,15332,26844,154882,239847,389452,11078101,2821166,2056102,153014,23157,0,588893,7084122,375737,1065890,140900,9709,65196,475723,1242946,591123,509192,485294,515833,683957,93397,0,268872,111121,89347,10784,137410,17458,194234,1172813,92335
1995:Q3,11331872,692724,4078084,2328063,1278456,2954545,11331872,7021931,96364,1771961,4105024,1048582,3896063,59175,11643,774093,1527030,619031,449346,15358,27368,161683,251336,413878,11243917,2803170,2095087,122720,24763,0,560600,7185885,370564,1078750,141031,9652,63769,482980,1255991,590690,524557,487519,513454,718407,96307,0,275863,124146,90055,10515,136112,15363,200160,1254862,87955
1995:Q4,11582062,700379,4114850,2405961,1268157,3092715,11582062,7061676,96359,1785204,4143073,1037040,4032279,58607,10356,807007,1570731,666360,468641,15498,29300,160147,245632,488107,11558050,2842158,2148957,137448,25838,0,529915,7373214,380831,1059570,145062,10523,64608,490309,1264204,595534,521019,493864,553527,758138,100693,0,312060,127556,95345,11887,180876,16178,191430,1342678,24012
1996:Q1,11795235,717560,4200416,2442646,1264843,3169770,11795235,7182860,97616,1824895,4228059,1032290,4113935,60863,10033,814908,1600095,692959,475683,15638,21360,165586,256810,498440,11740044,2818577,2139328,123661,27372,0,528216,7502909,379582,1062996,151060,10166,67509,496220,1276222,602404,534997,509040,603617,761903,97876,0,326959,130457,96890,13258,153285,15285,213184,1418558,55191
1996:Q2,11985720,753577,4188197,2518478,1269829,3255639,11985720,7209992,99207,1860871,4216402,1033512,4269796,64111,8780,846568,1643705,728583,488577,15835,24649,170095,278893,505932,11922976,2922872,2215719,138351,29511,0,539291,7527469,386302,1054421,156342,10010,69464,500114,1274063,606864,547452,523235,603610,774865,97671,0,319317,129785,98291,14630,134950,16555,209528,1472635,62744
1996:Q3,12156705,777382,4241371,2573406,1251696,3312850,12156705,7251630,100371,1868210,4268808,1014241,4366560,65458,8898,866605,1679364,748336,497750,16070,26068,168745,289266,538515,12096190,2909675,2230520,135161,30298,0,513696,7615430,386219,1037217,160566,9719,68580,505628,1304831,594953,561045,511657,619063,794514,98877,0,334266,127192,102407,16001,143485,17670,221540,1571085,60515
1996:Q4,12418449,802977,4316468,2635764,1261631,3401609,12418449,7343023,102440,1876162,4343081,1021340,4508353,67615,9643,897443,1711708,781007,514778,16800,27281,168417,313661,567073,12395024,2943135,2281474,138126,31177,0,492358,7782273,393132,1017409,178299,9239,68398,511823,1355432,585711,587494,521621,644395,814396,100005,0,360661,122972,110801,16524,163810,19873,200278,1669616,23425
1997:Q1,12579271,861087,4354993,2662430,1266301,3434460,12579271,7425703,103523,1916803,4381251,1024126,4579327,69252,9738,895813,1740359,786673,516794,18271,26567,168176,347684,574241,12484106,2803035,2160015,130759,32878,0,479383,7938128,397070,1032862,196478,10661,81686,513436,1381916,596884,577825,541152,671488,814851,97473,0,381508,116493,110934,17107,159711,20833,217760,1742943,95165
1997:Q2,12741757,893081,4295238,2734372,1283206,3535860,12741757,7428935,106529,1963972,4321557,1036877,4723790,71589,10347,945532,1762521,803957,548485,20209,35301,176198,349651,589032,12712636,2816746,2177416,113996,33624,0,491710,8091609,412410,1039004,190341,10733,83859,519524,1426213,605418,588193,557669,667064,843887,99195,0,401093,114677,117766,19432,154492,22195,218444,1804281,29121
1997:Q3,12938997,925714,4321648,2774276,1294019,3623340,12938997,7514209,107244,2014135,4347737,1045093,4804217,72339,9249,957099,1791088,845136,523755,26169,33583,183340,362459,620571,12967247,2825708,2208010,106964,34613,0,476121,8255092,412747,1037619,198330,11668,81762,528244,1453735,616285,603756,573056,688733,893328,100607,0,409250,105090,111370,21818,158132,21214,228348,1886447,-28250
1997:Q4,13235680,979423,4379966,2849331,1318530,3708430,13235680,7604184,109571,2021164,4406492,1066957,4998254,78145,7215,996511,1826294,918436,544093,31670,35340,187945,372605,633242,13324604,2885329,2262224,98342,35411,0,489352,8546923,431421,1077642,206101,11495,78808,535969,1461305,628734,629758,580667,732284,927807,102220,0,434512,101229,120521,27652,175194,25407,258198,1892352,-88924
1998:Q1,13579542,1074753,4395245,2905729,1344209,3859606,13579542,7741394,113584,2119864,4421163,1086783,5180735,79712,5511,1032256,1847555,963406,566047,39869,35082,200997,410300,657413,13663583,2881912,2264950,90540,37258,0,489164,8847352,433807,1095797,216923,12549,81303,542469,1487494,627032,618839,595950,785469,969838,102862,0,485452,99724,127383,31231,235435,29069,268726,1934319,-84041
1998:Q2,13885985,1112723,4324866,3008901,1373908,4065587,13885985,7793151,117536,2214311,4350424,1110880,5410979,79756,3996,1073954,1909389,1039640,594667,47691,40084,212751,409051,681855,14001813,3034648,2379415,81409,38855,0,534969,8975917,440299,1084363,221390,12847,83901,542746,1500509,619335,630483,613538,828335,1007170,105053,0,510664,99880,130668,29482,202356,24856,288042,1991248,-115828
1998:Q3,14128098,1165059,4310920,3149272,1380576,4122271,14128098,7825105,118674,2255163,4336375,1114893,5625056,81549,3541,1147570,1976247,1102059,586545,50355,39435,221494,416261,677937,14328336,3136847,2449180,85684,39952,0,562031,9202886,446450,1105288,200652,12922,84567,544341,1517414,617319,645546,627731,885269,1026616,108372,0,571167,112088,121165,25979,239004,26409,284586,1988603,-200238
1998:Q4,14479745,1172560,4366585,3322895,1402728,4214977,14479745,7916788,121329,2266737,4395086,1133636,5888509,83857,2406,1275425,2018969,1177345,598983,53584,42533,222831,412576,674448,14611593,3078580,2332989,99405,40799,0,605387,9473280,452479,1168925,205051,15195,87102,546927,1529623,618172,673757,639064,987231,1043094,108208,0,651927,126445,127605,19189,182635,22693,267959,2059733,-131848
1999:Q1,14848582,1227578,4364067,3464886,1425161,4366890,14848582,8016234,123350,2348031,4392185,1152668,6153513,83950,2132,1323758,2113010,1226159,619647,59848,34756,233157,457096,678835,14891635,3074967,2303958,99543,40068,0,631398,9722661,465997,1196432,203073,14752,92078,542543,1541903,635507,663334,657123,1052849,1048425,108739,0,690912,144241,137978,20517,204568,21728,279961,2094007,-43053
1999:Q2,15065494,1243339,4266094,3612367,1441525,4502169,15065494,8005539,126171,2419949,4294362,1165057,6381516,84018,2100,1400457,2183642,1283711,646842,58301,30182,244759,447504,678439,14986352,3038347,2239073,100917,39588,0,658769,9837684,485125,1228486,194213,15693,95808,542830,1540556,663942,674454,660889,1021217,1065169,108297,0,732809,159185,141965,20423,152055,21191,313377,2110321,79142
1999:Q3,15382138,1284463,4262488,3777827,1447418,4609942,15382138,8081793,128874,2495588,4290764,1166567,6605367,84577,1821,1502334,2247217,1329647,636604,59065,34623,249895,459584,694978,15225448,3020428,2193241,110677,39608,0,676902,10008109,489275,1243484,206474,16732,92769,540702,1537071,684961,689673,670704,1074755,1049863,108296,0,790383,167859,140434,19850,159971,20786,304068,2196911,156690
1999:Q4,15650893,1402444,4336716,3916025,1457089,4538619,15650893,8180508,131742,2511245,4365000,1172521,6823333,85133,2003,1594210,2293531,1334498,660739,61744,25309,261996,504170,647052,15270944,2885661,2034134,104442,39877,0,707208,10307988,478144,1267267,214576,17356,85686,546379,1526269,717506,717264,681303,1179905,1031477,105749,0,830637,167823,154573,20535,147857,30353,387329,2077295,379949
2000:Q1,15838333,1478128,4298636,3971750,1461603,4628216,15838333,8220067,132517,2585322,4326404,1175824,6948386,88040,1959,1620483,2323499,1361104,680100,62902,36416,266399,507484,669880,15445154,2785290,1905556,111361,40310,0,728063,10512364,501858,1281496,209897,17282,91301,547906,1546477,709576,705917,695000,1262013,1015488,107414,0,860846,175562,157329,20322,187397,20512,398771,2147500,393179
2000:Q2,15892512,1534260,4119004,4067602,1472014,4699632,15892512,8118840,135917,2652975,4147231,1182717,7122490,91550,2029,1682743,2356632,1388930,708258,64283,36247,275819,515999,651182,15497586,2790222,1879226,123413,40493,0,747090,10521644,505090,1274633,202625,17560,91126,545099,1556826,678148,716917,698673,1214276,1007756,106266,0,884524,180732,159425,19693,180131,19230,462914,2185720,394926
2000:Q3,16120562,1570845,4079861,4196119,1466923,4806814,16120562,8123504,136330,2703036,4107482,1176656,7315606,94032,1940,1752603,2415895,1427728,727582,65365,42588,279620,508253,681452,15773673,2823229,1889467,127237,41426,0,765099,10709393,511543,1286233,210385,19573,85024,547847,1576975,645116,731699,704547,1260214,1030773,106157,0,942266,179461,167189,19967,234835,19827,429762,2241051,346889
2000:Q4,16396630,1613994,4062699,4346988,1480713,4892236,16396630,8116683,137501,2700132,4090025,1189025,7576631,98616,1962,1826417,2493245,1515182,743347,64601,40944,289735,502582,703316,16180561,2984219,2035153,123231,42608,0,783227,10861810,511833,1292950,221998,21086,84785,547303,1586508,596136,740333,721119,1348643,1034925,106523,0,1015603,176758,173357,21347,214702,19114,426787,2334532,216069
2001:Q1,16730435,1540163,4095263,4455491,1509553,5129965,16730435,8233458,138656,2756544,4122030,1216228,7779851,101950,1819,1892900,2535824,1527323,718484,67455,35007,313964,585125,717126,16560417,2940058,1976440,111704,44040,0,807874,11194712,523872,1273287,225309,19434,94141,539969,1612098,615442,751353,697891,1472811,1074441,106056,0,1078120,186022,177258,21538,308411,19864,397395,2425647,170018
2001:Q2,16900500,1479518,3949181,4629047,1548554,5294200,16900500,8218907,142324,2849940,3976229,1250414,7975518,100757,1353,1964609,2637390,1579305,728401,65151,43913,310154,544485,706075,16688454,2911704,1914999,110744,45222,0,840739,11288482,535120,1293014,229728,19088,93763,539992,1649647,596082,764606,708765,1486655,1110982,104950,0,1143284,191050,170048,23106,278601,19213,330788,2488268,212046
2001:Q3,17248740,1442404,4031221,4833695,1557240,5384180,17248740,8326520,144462,2867505,4058181,1256372,8236902,101974,1030,2046278,2760457,1651492,732951,67025,47064,320449,508182,685318,17154496,3025319,2013860,115942,45652,0,849865,11583868,534146,1335242,238145,19992,103455,546467,1701249,578755,780812,679138,1590795,1115036,107247,0,1210412,192840,176461,25553,356303,18879,272941,2545309,94244
2001:Q4,17703428,1473993,4118460,4989126,1603398,5518451,17703428,8490133,151328,2899185,4145237,1294383,8509334,101979,1089,2130565,2831784,1758763,733687,69243,42343,307972,531909,703961,17579015,2955905,1903286,123891,46334,0,882394,11888160,551685,1404278,241455,23308,113913,562571,1713413,559216,812647,668411,1624482,1143035,110175,0,1256355,210239,192367,30066,305789,22972,341783,2734950,124413
2002:Q1,18020808,1411428,4157645,5158371,1627094,5666270,18020808,8578899,153440,2925332,4183973,1316154,8721362,99295,966,2175623,2956420,1809332,721283,69901,38425,314249,535868,720547,17846066,2940578,1873103,123491,46302,0,897682,12090955,575366,1456287,226922,25017,125599,573041,1780878,570019,802104,675783,1592750,1181445,112368,0,1320740,216311,188175,36667,289586,25813,316084,2814533,174742
2002:Q2,18323582,1348556,4187119,5279787,1681145,5826975,18323582,8672271,156625,2935549,4213894,1366203,8907656,100021,939,2210400,3042612,1870384,740447,74425,42805,308282,517341,743655,18269017,3078700,1985641,127139,46270,0,919650,12237183,590693,1489173,242377,25754,127198,585844,1838859,585531,812715,646827,1519197,1215212,115657,0,1342791,223564,192700,42685,342998,26344,271064,2953134,54565
2002:Q3,18618768,1340821,4287334,5395156,1706636,5888821,18618768,8778701,158059,2916726,4314504,1389412,9093093,98806,1066,2282789,3085197,1918038,766068,79713,46614,313042,501760,746974,18773914,3182931,2059170,139956,46238,0,937567,12526550,604201,1518240,260775,25752,130127,600948,1913022,576290,828804,619906,1506231,1280958,121477,3933,1370730,249713,201971,46378,325826,25907,315361,3064433,-155146
2002:Q4,19134684,1374897,4400053,5536276,1762821,6060637,19134684,8939783,163897,2910256,4427328,1438302,9375603,101496,655,2350398,3158603,2014742,783093,83260,40624,321526,521206,819298,19346658,3328244,2159032,145157,46206,0,977849,12820619,629416,1565065,264218,27298,138887,625823,1967555,550500,848195,591833,1596707,1307441,125081,3914,1414264,285029,210467,42116,335518,25139,266153,3197795,-211974
2003:Q1,19463097,1358915,4441492,5664191,1793878,6204621,19463097,9018909,167987,2917433,4468372,1465117,9645674,103758,538,2406836,3230475,2098681,786298,86800,50232,335745,546311,798514,19687739,3208830,2042735,146697,46550,0,972848,13180968,641474,1629640,272775,26285,157108,637952,2030440,570046,779955,587654,1577920,1355575,131200,3669,1452223,316252,219026,42526,381982,30602,336664,3297942,-224642
2003:Q2,19888595,1328250,4558534,5774915,1853615,6373281,19888595,9222522,171757,2945257,4585543,1519965,9844327,105590,458,2454945,3292961,2158261,831104,91085,46175,355112,508636,821746,20231053,3204543,2035275,149637,46895,0,972736,13559859,652128,1684747,279592,29126,163738,654812,2090839,583950,841135,606873,1582105,1446576,148491,3868,1442512,349948,235140,43746,332174,36466,351893,3466651,-342458
2003:Q3,20277030,1295613,4675606,5972097,1865836,6467878,20277030,9384766,174523,2978819,4702629,1528795,10099720,106070,470,2569913,3375161,2203962,844984,97806,48640,358879,493835,792544,20532269,3228702,2021204,162238,47239,0,998021,13743401,656126,1641190,261005,32820,160084,674091,2127032,598538,857127,607667,1555550,1435031,156697,4206,1537862,373523,253769,43732,365973,29575,371803,3560167,-255239
