1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q4,530370,12726,276737,17385,100397,123125,530370,477861,0,98057,279407,100397,43374,4331,685,13846,869,0,23643,0,0,0,0,9135,530370,166018,121426,19756,0,45,24791,346967,40553,124611,930,222,338,20419,70152,25696,19724,27515,0,3861,2061,0,1896,0,0,0,2449,0,6540,17385,0
1966:Q1,538869,14456,276864,18869,101842,126838,538869,482859,0,101043,279974,101842,46516,4371,684,14810,949,0,25702,0,0,0,0,9494,538869,173940,128182,20617,0,67,25074,348107,40226,122358,885,237,363,20691,71412,26684,19747,28357,0,4308,2113,0,1876,0,0,0,1605,0,7245,16822,0
1966:Q2,543696,14545,272111,23042,104141,129857,543696,484532,0,103651,276740,104141,49535,4457,691,17380,1033,0,25974,0,0,0,0,9629,543696,174618,129939,19245,0,106,25328,352021,41907,120772,814,258,399,21087,71533,27014,20835,28941,0,4578,2082,0,2187,0,0,0,2303,0,7311,17057,0
1966:Q3,551280,15527,274208,23200,105524,132821,551280,490343,0,106689,278130,105524,51201,4417,681,18111,1167,0,26825,0,0,0,0,9736,551280,179148,135295,18339,0,547,24967,354951,41585,121216,955,280,437,21496,71867,27411,20935,29837,0,4950,2056,0,2075,0,0,0,1595,0,8256,17181,0
1966:Q4,564127,17284,280293,24243,106633,135674,564127,500047,0,109096,284318,106633,54210,4605,728,18904,1314,0,28659,0,0,0,0,9870,564127,181712,137202,18572,0,1355,24583,365154,43724,123936,977,295,467,21882,72193,27981,20977,30432,0,5119,2044,0,2831,0,0,0,3235,0,9061,17261,0
1967:Q1,574056,20234,281315,25227,107874,139406,574056,507972,0,113294,286804,107874,55925,4890,748,18258,1480,0,30549,0,0,0,0,10159,574056,179599,135430,18078,0,1769,24322,376578,44029,130538,1017,317,490,22251,73128,28227,20925,30920,0,4835,2117,0,3818,0,0,0,3379,0,10587,17879,0
1967:Q2,572998,20779,272756,26373,110195,142895,572998,507529,0,117478,279856,110195,55073,5258,834,17613,1660,0,29708,0,0,0,0,10396,572998,172324,130988,15334,0,1737,24265,382414,46355,132439,1050,339,507,22576,73907,28195,22043,31595,0,4363,2123,0,3975,0,0,0,2340,0,10607,18260,0
1967:Q3,588762,20941,281351,26150,112319,148001,588762,522598,0,122009,288270,112319,55379,5305,837,17410,1821,0,30006,0,0,0,0,10785,588762,176278,135424,14993,50,1345,24466,393493,46462,141977,1252,361,525,22913,75169,28553,22074,32328,0,4145,2143,0,3153,0,0,0,2632,0,9806,18991,0
1967:Q4,606734,21445,290462,28518,113793,152516,606734,537601,0,125166,298642,113793,58047,5451,872,18350,1988,0,31386,0,0,0,0,11086,606734,181432,138576,16871,100,1267,24618,405265,49055,147416,1389,382,549,23298,75730,28679,22292,33277,0,4309,2189,0,2855,0,0,0,2888,0,10957,20037,0
1968:Q1,620368,23506,295845,30168,115278,155571,620368,547876,0,128216,304382,115278,61103,5466,876,19462,2169,0,33130,0,0,0,0,11389,620368,187453,141562,19243,150,1251,25247,413038,49595,150025,1420,395,582,23744,77153,29303,22334,33818,0,4918,2271,0,3019,0,0,0,2509,0,11952,19877,0
1968:Q2,625520,23840,292526,32673,117323,159158,625520,550969,0,131662,301984,117323,63102,5602,866,20856,2359,0,33419,0,0,0,0,11449,625520,189267,143180,18304,200,1658,25925,416907,52364,148398,1412,403,617,24248,77814,29317,23603,34599,0,4326,2399,0,3180,0,0,0,2305,0,11922,19346,0
1968:Q3,640487,25346,299259,33932,119319,162631,640487,565546,0,136491,309736,119319,63258,5718,874,21011,2444,0,33211,0,0,0,0,11683,640487,190306,143841,17515,250,1641,27059,429458,52454,156075,1408,410,659,24758,78704,29505,23594,35358,0,4654,2522,0,2767,0,0,0,4211,0,12379,20723,0
1968:Q4,651537,25645,301225,35445,122132,167090,651537,573971,0,139274,312565,122132,65396,5799,894,21579,2526,0,34598,0,0,0,0,12170,651537,191620,142391,19274,300,1401,28254,437311,52995,161380,1361,444,712,25220,79362,29756,23628,36278,0,4128,2588,0,2735,0,0,0,3534,0,13190,22606,0
1969:Q1,663030,28933,301194,36896,125803,170204,663030,581891,0,143342,312746,125803,68652,5704,902,22728,2616,0,36502,0,0,200,0,12487,663030,205659,153398,20976,350,1102,29833,435395,52089,157368,1401,459,778,25637,80683,29729,23755,37074,0,5161,2702,0,2467,0,0,0,1823,0,14269,21976,0
1969:Q2,663440,31731,290326,38803,129343,173237,663440,577369,0,146657,301369,129343,73379,5952,986,25059,2701,0,37416,20,0,1245,0,12692,663440,203100,151756,19656,400,472,30816,438087,54136,153307,1424,473,858,25928,80849,29571,24871,38022,0,4760,2699,0,2527,0,0,0,2851,0,15811,22253,0
1969:Q3,681943,35763,296824,40084,132054,177218,681943,588502,0,150245,306203,132054,80334,6242,1057,27756,2949,0,39651,84,0,2595,0,13107,681943,216408,166380,17611,450,354,31613,440602,54028,151009,1482,488,943,26381,81478,30160,25176,39122,0,5334,2660,0,1908,0,0,0,2087,0,18346,24933,0
1969:Q4,697608,38106,301974,42885,133518,181125,697608,596884,0,152356,311010,133518,87526,6442,1101,30645,3204,0,41745,95,0,4294,0,13198,697608,224880,173775,17750,500,104,32751,449564,57218,151588,1572,506,1028,26832,81719,30404,25147,39893,0,5145,2576,0,2147,0,0,0,3670,0,20119,23164,0
1970:Q1,714183,43690,304398,46361,135658,184076,714183,605753,0,157113,312982,135658,94950,6385,1081,34278,3499,0,41990,302,0,7415,0,13480,714183,233479,182021,17562,550,120,33226,455198,55697,150307,1322,517,1114,27604,82608,30657,25185,40853,0,5589,2423,0,3438,0,0,0,3436,0,24448,25506,0
1970:Q2,722126,44985,300478,47633,138998,190032,722126,610266,0,162692,308576,138998,98438,6919,1207,35822,3713,0,41796,400,0,8581,0,13422,722126,227711,174668,19033,600,117,33293,466226,57746,154631,1419,522,1206,28366,82887,30775,26910,41683,0,6938,2173,0,2881,0,0,0,2351,0,25738,28189,0
1970:Q3,736821,41147,308087,49546,141582,196459,736821,626186,0,168518,316086,141582,96817,6835,1181,37415,4132,0,41182,400,0,5672,0,13818,736821,228223,176650,18488,650,113,32322,477394,60142,164601,1674,530,1295,29409,84143,31697,27046,43016,0,6207,1941,0,2399,0,0,0,3850,0,19444,31204,0
1970:Q4,759160,40200,317451,51712,145501,204296,759160,644919,0,173889,325529,145501,100169,7838,1426,38879,4755,0,43222,600,0,3449,0,14072,759160,226195,175932,19056,700,7,30500,498005,62199,178416,2281,543,1371,30625,84100,32471,27528,43682,0,5729,1842,0,3247,0,0,0,6003,0,17968,34960,0
1971:Q1,772728,39940,320237,51176,149746,211629,772728,657909,0,180555,327608,149746,100465,8346,1449,37848,5957,0,42339,715,0,3811,0,14354,772728,221358,173032,19163,750,7,28406,510929,64133,188785,1749,629,1430,31576,86101,31771,27726,44608,0,5468,1936,0,4395,0,0,0,4520,0,16102,40441,0
1971:Q2,786029,38623,324021,51632,153986,217767,786029,669620,0,184497,331157,153966,101787,8815,1544,36924,7572,0,42102,979,0,3851,0,14622,786029,219306,170459,20525,800,0,27522,519047,64930,195257,1505,667,1468,32529,87498,30949,29583,45366,0,5311,2097,0,3632,0,0,0,3394,0,14861,47676,0
1971:Q3,807806,39911,333600,53699,157928,222668,807806,686861,0,188691,340295,157875,106011,9358,1646,38635,8369,0,42754,1207,0,4042,0,14934,807806,224832,176141,20548,860,0,27283,524816,66802,197227,1582,712,1511,33481,89247,30525,29814,46005,0,4937,2287,0,2352,0,0,0,3579,0,14755,58158,0
1971:Q4,833382,40094,346291,56565,161652,228780,833382,706781,0,191896,353319,161566,111589,9364,1594,40021,9516,0,45087,1796,0,4211,0,15012,833382,225289,172223,24418,900,25,27723,545246,69561,208555,1630,722,1587,34424,90117,31345,30371,46588,0,5523,2410,0,2701,0,0,0,4642,0,15070,62847,0
1972:Q1,849559,41680,350191,58107,165807,233774,849559,718988,0,196002,357305,165681,115076,9938,1613,40451,10542,0,45215,2474,0,4843,0,15495,849559,227382,174067,23843,950,4,28518,556109,69748,213208,1950,738,1694,35377,92829,32197,30289,47648,0,5834,2562,0,4373,0,0,0,3316,0,14346,66068,0
1972:Q2,857684,41506,346318,60732,169358,239770,857684,723051,0,200569,353417,169065,118716,9335,1428,41885,11748,0,45924,3217,0,5179,0,15917,857684,225535,172125,22902,1000,3,29505,565049,71845,214916,1869,735,1831,36353,94143,33828,32423,48708,0,5750,2601,0,3449,0,0,0,3303,0,13295,67100,0
1972:Q3,871734,40680,351066,62929,172942,244117,871734,734517,0,203414,358627,172476,121428,9094,1334,42553,12815,0,45596,3930,0,6106,0,15789,871734,228768,173502,23241,1050,3,30972,571389,69708,217903,2125,872,1977,37297,96936,36295,32693,49785,0,6171,2636,0,2617,0,0,0,3569,0,10805,71577,0
1972:Q4,896276,41688,363483,65873,175818,249414,896276,751946,0,205352,371410,175184,128288,9701,1393,43542,14404,0,47829,4630,0,6789,0,16042,896276,233033,172544,26327,1100,8,33054,590065,71189,228547,2425,1000,2108,38150,97413,37818,33364,50958,0,6025,2704,0,1900,0,0,0,5958,0,10506,73178,0
1973:Q1,914088,40980,371244,68894,180262,252708,914088,764767,61,206028,379432,179246,133146,9601,1386,45546,15160,0,48897,4640,0,7916,0,16175,914088,239950,178904,24727,1133,13,35173,592824,75247,223381,2506,923,2229,39020,100836,39986,33182,52185,0,6466,2897,0,1336,0,0,0,3920,0,8710,81314,0
1973:Q2,925772,43095,367336,74970,183929,256442,925772,767317,144,209771,375107,182295,142130,9806,1462,50584,16615,0,49868,4839,0,8956,0,16325,925772,243542,180522,24502,1161,6,37351,603236,76437,223122,2827,846,2353,39830,101842,41224,35497,53471,0,6590,3053,0,837,0,0,0,4587,0,10720,78994,0
1973:Q3,941846,45893,365479,81941,187988,260545,941846,772921,255,213220,373692,185754,152379,10542,1650,56671,17057,0,50681,5690,0,10088,0,16546,941846,253740,191361,21890,1176,4,39309,609465,76916,221819,2657,921,2473,40667,103134,43334,35193,54945,0,6823,3192,0,855,0,0,0,4897,0,11639,78641,0
1973:Q4,966107,50054,372203,86234,192693,264923,966107,788544,400,217721,380560,189863,160563,11320,1796,59837,18040,0,53696,5915,0,9959,0,17000,966107,259244,193539,23431,1183,6,41085,632197,80463,229915,2806,997,2585,41611,103077,44383,35499,55970,0,6643,3252,0,1688,0,0,0,7526,0,15782,74666,0
1974:Q1,984888,54958,374816,88300,197202,269612,984888,800581,578,222690,383530,193783,166615,12414,2054,59877,19709,0,55536,5450,0,11575,0,17692,984888,269825,201800,24079,1199,8,42739,640755,79906,233109,3096,963,2677,42671,106234,45609,35113,57235,187,7132,3331,0,1780,0,0,0,5287,0,16425,74308,0
1974:Q2,1003966,58152,372699,94208,201835,277072,1003966,809186,787,229232,381384,197783,176629,14955,2661,65391,20132,0,56888,3641,0,12961,0,18151,1003966,271096,202003,23788,1214,0,44091,655124,83216,231349,3407,1030,2738,43838,106953,47142,38912,58908,358,7068,3228,0,1329,0,0,0,6092,0,19556,77746,0
1974:Q3,1033644,65361,376391,102062,206004,283826,1033644,823633,1028,236357,384868,201380,191356,17256,3239,73048,20537,0,59231,2938,0,15107,0,18655,1033644,290910,217892,26587,1226,0,45205,665157,84377,228790,3375,1075,2819,45039,107782,50161,38126,60758,598,7212,3111,0,1396,0,0,0,6822,0,23716,77577,0
1974:Q4,1063695,67813,387067,106124,207999,294692,1063695,842385,1300,243170,395294,202621,201757,19225,3734,76439,21458,0,62900,2809,0,15192,0,19553,1063695,300577,227446,26740,1238,0,45153,683573,85339,236843,3716,986,2973,46214,108467,53276,38238,61684,757,7398,3044,0,2987,0,0,0,7750,0,23901,79545,0
1975:Q1,1102549,69744,406793,108426,210167,307419,1102549,874912,1603,254526,414727,204056,205902,19469,3783,76072,24420,0,63515,2594,0,16049,0,21735,1102549,297000,226921,22971,1228,0,45880,719432,87706,247992,3037,1037,3201,47906,111577,57738,37947,63492,1294,7453,3107,0,6431,0,0,0,7625,0,31889,86117,0
1975:Q2,1136545,66683,428741,109510,214248,317363,1136545,906813,1937,261258,436626,206992,206643,18696,3583,76022,25603,0,64325,2440,0,15974,0,23089,1136545,299525,225828,25659,1226,0,46812,750530,89077,267127,3401,1072,3508,49392,113551,61567,43043,65872,1079,7619,3106,0,5639,0,0,0,7695,0,27782,86490,0
1975:Q3,1168947,65215,451163,111617,216917,324035,1168947,935694,2303,265658,459039,208694,208879,18046,3392,76956,26785,0,65334,2135,0,16231,0,24374,1168947,315797,240304,25362,1243,0,48888,767765,92563,276481,3317,1126,3826,51145,117518,65452,41962,67748,1334,8030,3119,0,4290,0,0,0,6863,0,22991,85385,0
1975:Q4,1220092,66604,476979,115166,222956,338387,1220092,971208,2700,270077,484853,213578,221785,19660,3783,78781,28511,0,68467,1929,0,20654,0,27099,1220092,335684,252707,30745,1274,0,50958,796416,93530,289561,3608,1175,4088,53487,120829,68839,42061,70714,1455,8029,3133,0,4545,0,0,0,8775,1500,21087,87992,0
1976:Q1,1261685,68428,500032,118587,227091,347547,1261685,1006709,3131,278165,508438,216975,225374,19972,3818,79029,31152,0,68754,1622,0,21027,0,29602,1261685,344227,251093,35755,1249,0,56130,826649,94440,301931,3615,1295,4287,57269,126227,71900,41323,73056,1915,7672,3258,0,6058,0,0,0,9284,1600,21519,90809,0
1976:Q2,1300668,70028,515607,122020,236798,356215,1300668,1037882,3575,284516,524055,225736,231624,20951,3996,79556,34016,0,70290,1607,0,21208,0,31162,1300668,351586,255514,36008,1258,0,58806,855893,97741,307855,3750,1375,4448,59493,130501,74899,47681,76687,1669,7624,3333,0,6085,0,0,0,8972,1700,22080,93189,0
1976:Q3,1335783,69647,532091,126588,241084,366373,1335783,1063705,4082,290157,540824,228642,238117,20976,3959,80871,36984,0,71497,1636,0,22194,0,33961,1335783,359455,260452,35022,1352,0,62629,878395,101262,314753,3968,1548,4588,62789,136153,75059,46312,78968,1746,7795,3385,0,5891,0,0,0,12754,1800,19624,97933,0
1976:Q4,1375994,74789,550401,130263,243876,376665,1375994,1090269,4700,296826,558730,230013,249739,23499,4550,81241,40693,0,75251,1475,0,23030,0,35986,1376502,373885,265275,39154,1515,0,67941,904197,100258,327931,4540,1765,4726,65944,140700,75346,46657,79959,1893,8405,3355,0,6000,0,0,0,16584,2055,18079,98420,-508
1977:Q1,1412862,77592,567090,135711,248344,384125,1412862,1117708,5453,306027,575265,230963,258287,23687,4584,82118,45418,0,77317,1398,0,23765,0,36867,1413370,383319,267205,39768,1686,0,74660,924598,102391,335050,4376,1810,4862,70252,146941,76217,45466,81459,1866,9243,3230,0,5143,0,0,0,8715,2300,25277,105453,-508
1977:Q2,1446325,83046,567606,140748,260914,394011,1446325,1135243,6363,312705,575703,240472,272340,24976,4735,84671,47980,0,83414,1434,0,25130,0,38742,1446833,381572,264116,34028,1878,0,81550,953773,105629,337510,3941,1884,4993,74458,152135,80103,46928,84540,1725,10338,2998,0,4101,0,0,0,10183,2600,29707,111488,-508
1977:Q3,1494688,83502,593712,146033,267803,403638,1494688,1174105,7291,320704,601311,244799,279815,25134,4710,86022,52412,0,83943,1379,0,26215,0,40768,1495196,393343,268099,33482,2123,0,89639,980387,109779,339852,4574,1940,5106,79044,157493,81566,53102,87795,1671,11807,2770,0,2911,0,0,0,7849,3000,30128,121466,-508
1977:Q4,1546829,89789,614181,152556,273620,416683,1546829,1207656,8100,329676,621737,248143,297997,27739,5182,88197,56803,0,91629,1347,0,27100,0,41176,1546201,405465,274077,32988,2412,0,95988,1006244,108922,343769,4735,1998,5184,83324,161167,85675,53232,91175,1947,12290,2654,0,2431,0,0,0,11274,3349,33118,134492,628
1978:Q1,1592378,91638,633741,159366,283342,424291,1592378,1241971,8808,336357,640974,255832,307806,26603,4885,92621,59512,0,94576,1263,0,28346,0,42601,1591750,422381,282044,31857,2732,0,105748,1020523,107819,344638,5004,2116,5131,87659,168776,86654,51966,94464,2625,13090,2720,0,2201,0,0,0,9026,3000,33634,148846,628
1978:Q2,1636947,97416,637824,169026,298639,434042,1636947,1268371,9431,345610,644960,268370,324544,27215,4906,99279,62611,0,98654,1352,0,30527,0,44032,1636319,432276,283201,31087,3001,0,114987,1058968,116027,348178,5587,2229,4839,90860,173710,91407,53425,98950,3569,13025,2811,0,2745,0,0,0,8350,2700,40556,145075,628
1978:Q3,1685939,97117,659402,177607,311442,440371,1685939,1307942,10039,353531,665986,278386,333091,25495,4434,105268,65755,0,98857,1377,0,31905,0,44906,1685311,447006,290941,29508,3143,0,123414,1089685,120977,353890,5823,2328,4640,95438,180191,93994,59653,102405,4043,12593,2923,0,1688,0,0,0,6745,2400,39954,148620,628
1978:Q4,1745755,107456,675125,187894,324876,450404,1745755,1342328,10700,361147,681346,289135,355883,28143,4930,111266,70407,0,104549,1259,0,35329,0,47544,1742273,466071,300508,31966,3184,0,130413,1115645,117374,358864,6172,2427,4353,99831,182255,96009,60259,107409,5138,12508,2974,0,1823,0,0,0,7564,2065,48620,160557,3482
1979:Q1,1789864,115734,684106,198574,334127,457323,1789864,1366466,11398,370006,689699,295363,374749,28555,4990,117354,75627,0,110222,1266,0,36735,0,48649,1786382,487310,313492,31664,3192,0,138962,1144074,116724,364345,5994,2243,4229,103644,189063,99249,58551,109371,9899,13179,3061,0,1257,0,0,0,7847,2500,52918,154998,3482
1979:Q2,1827134,128400,681578,208211,344686,464259,1827134,1382241,12118,380512,686724,302887,395572,30958,5550,122559,80506,0,114563,1380,0,40056,0,49321,1823652,504048,324330,34343,3159,0,142216,1176182,114193,363997,6092,2096,4099,105697,193773,105441,60046,113753,14505,14194,3035,0,2219,0,0,0,13996,3000,56046,143422,3482
1979:Q3,1884333,137501,701618,219355,355757,470102,1884333,1420406,12854,390286,706688,310578,412148,35100,6440,126976,87309,0,112829,1179,0,42315,0,51779,1880851,509501,331583,28160,3024,0,146734,1219564,122820,370994,7106,2218,3909,109524,198462,112178,67607,114725,17780,14585,3001,0,1373,0,0,0,10125,3500,59657,151786,3482
1979:Q4,1945223,144985,720317,235238,364182,480501,1945223,1451870,13600,397461,725255,315554,438287,36838,6750,135522,94778,0,120252,1361,0,42786,0,55066,1941708,554550,370824,29316,2805,0,151605,1240543,124507,378282,7286,2335,3283,113006,198291,117641,68259,116955,24939,14545,2985,0,2177,0,0,0,3946,3722,58384,146615,3515
1980:Q1,2000401,155653,735824,249123,370864,488937,2000401,1486474,14339,412059,740698,319378,458092,39511,7450,144295,99954,0,119816,1264,0,45802,0,55835,1995602,563703,376148,34124,2635,0,150796,1283762,123945,383279,7297,2421,2724,115578,202875,124722,66161,122397,37719,14211,2989,0,2908,0,0,0,8109,3800,62627,148137,4799
1980:Q2,2051465,164302,743632,257577,380809,505145,2051465,1520490,15056,431388,748317,325729,473917,42994,8103,148876,104016,0,109042,1263,0,46924,12699,57058,2048727,555356,373162,29518,2509,0,150167,1339701,132933,398133,7103,2593,3640,117057,204813,133066,67358,129872,49323,16506,3013,0,3683,0,0,0,12163,3800,54645,153670,2738
1980:Q3,2113674,161823,781070,265008,390860,514913,2113674,1571066,15820,437306,785643,332297,485168,43220,8894,150744,109691,0,109705,1134,0,48362,13418,57440,2109731,568374,379052,31966,2493,0,154863,1380799,128200,417311,8147,2744,4243,119732,210284,140604,76924,133641,47961,17136,3029,0,3479,0,0,0,10689,3900,52775,160558,3943
1980:Q4,2168775,163820,807189,278330,399440,519996,2168775,1604670,16700,439488,811634,336848,505007,43589,8649,159926,113959,0,113088,1165,0,52108,12523,59098,2160382,588457,391446,34396,2564,0,160051,1406644,128038,436261,8805,2766,4267,122530,212104,147815,77183,136284,42048,17057,3010,0,2881,0,0,0,6554,3904,55137,165281,8393
1981:Q1,2231383,176604,838634,285034,408226,522885,2231383,1654696,17634,452370,843025,341667,515746,46880,9291,163383,117260,0,114340,1237,0,49267,14088,60941,2222640,583016,386543,28656,2728,0,165089,1462525,126388,441902,9001,2666,4424,125229,219418,153623,74439,139477,70044,17830,3182,0,950,0,0,0,19065,3700,51187,177099,8743
1981:Q2,2283111,194563,837682,298481,418219,534166,2283111,1677192,18563,469953,841914,346762,542558,47768,10248,173398,120851,0,120275,1199,0,54452,14367,63361,2273768,598408,390125,32498,2900,0,172885,1497037,128711,445248,9677,2449,4353,126784,224740,160053,75653,146259,75683,18888,3064,0,2897,0,0,0,16750,3643,52185,178323,9343
1981:Q3,2368101,212570,867051,315259,431847,541374,2368101,1730861,19660,483822,871221,356158,572374,49294,10633,186719,124370,0,122730,1250,0,60109,17269,64866,2357232,626663,406998,36467,3091,0,180107,1553553,132991,449547,9816,2200,3932,129241,230364,165892,86895,149946,96446,19102,2952,0,2975,0,0,0,14043,3700,53511,177016,10869
1981:Q4,2445573,215070,903113,323521,443653,560216,2445573,1783923,21100,492376,907217,363230,589623,51497,11865,190431,128986,0,126144,1239,0,62648,16813,72027,2433645,647498,416425,43236,3298,0,184539,1604591,136863,459041,11173,2000,4611,130707,232678,174716,87179,156449,107489,20184,2898,0,3570,0,0,0,20949,3860,50224,181556,11928
1982:Q1,2517736,222460,933246,333348,456863,571819,2517736,1841692,22860,511040,936752,371040,602640,52588,12423,192214,137628,0,124422,1203,0,64234,17928,73404,2506167,661715,431984,36605,3080,0,190046,1659956,133005,475509,10508,1920,5124,132201,242105,188462,84313,162435,116826,20866,3187,0,3178,0,0,0,21481,2900,55936,184496,11569
1982:Q2,2587837,239219,944377,351445,474230,578566,2587837,1877174,24914,521369,947862,383029,635183,54804,13356,201009,146951,0,130169,1167,0,67669,20058,75480,2576334,678585,446703,31586,2945,0,197351,1707148,136007,478789,10450,1897,5471,133746,249074,199167,86345,168574,122838,21916,3254,0,3671,0,0,0,18862,1904,65183,190601,11503
1982:Q3,2701027,230488,1013958,370776,491353,594452,2701027,1969801,27186,531636,1017401,393578,652657,55820,12661,207102,160231,0,127072,1131,0,66285,22355,78569,2691907,717171,480180,33659,3014,0,200318,1775771,139540,491278,10585,1901,4938,135575,256874,207946,98516,174283,140457,23773,3332,0,7427,0,0,0,17758,2300,59288,198965,9120
1982:Q4,2816765,226843,1077356,387243,508049,617274,2816765,2047367,29600,533077,1080707,403983,682031,62039,13415,205373,178519,0,128408,1095,0,70426,22756,87367,2819061,731374,479836,44459,3244,0,203835,1867881,144544,533009,11527,1900,5802,138027,267514,217596,99245,176919,137553,25360,3370,0,4735,0,0,0,36187,2700,61893,219806,-2296
1983:Q1,2906614,226311,1130245,402097,520910,627051,2906614,2122923,32309,545301,1133632,411681,694004,57689,12492,202193,196517,0,129844,1081,46,72281,21861,89687,2909046,758683,494513,49745,3987,0,210438,1922841,145566,571488,8934,1910,5934,140018,279443,226423,96374,180066,133936,28234,3082,0,4656,0,0,0,19159,2750,74868,227522,-2432
1983:Q2,3017084,233658,1179462,419074,543310,641580,3017084,2203282,35463,556969,1182806,428044,721293,59821,12432,202669,213061,220,134018,1067,74,75077,22854,92509,3019320,804623,525047,56051,4711,0,218814,1980606,149401,605939,10174,1940,9398,140729,289194,233448,98735,184530,122464,31653,3100,0,4398,0,0,0,19032,2773,73698,234091,-2236
1983:Q3,3132974,242383,1238968,438438,559704,653481,3132974,2285477,38535,565361,1242288,439293,753606,61658,14553,203580,231538,2229,136651,1053,122,79558,22664,93891,3134986,846026,568013,51430,5386,0,221197,2053639,154908,626930,10319,1976,10710,142558,299305,248051,111500,182817,119983,32722,3142,0,5268,1789,0,0,25032,3600,73029,235321,-2012
1983:Q4,3212986,253778,1277228,454898,575106,651976,3212986,2339400,41000,567652,1280539,450209,788953,65175,15652,206780,244807,3655,141455,1039,377,84064,25949,84633,3212324,860873,561831,64787,6023,0,228232,2114010,159203,646475,11067,2000,8947,145247,307788,257414,113787,184170,119697,34910,3149,0,3846,2995,0,0,25539,4492,83284,237441,662
1984:Q1,3313168,268645,1324160,471527,590092,658744,3313168,2415246,43368,583617,1327434,460827,810984,62363,16358,212323,255930,5630,148629,1611,128,81384,26628,86938,3312403,880442,562066,76853,6139,0,235384,2189005,159372,669893,10407,2017,9794,147842,320955,263161,111640,190729,132316,39164,3126,0,4257,4750,13742,690,19493,4100,81557,242956,765
1984:Q2,3431336,296549,1358733,487974,610773,677307,3431336,2489875,45649,605223,1361995,477008,847373,69993,18510,221368,263344,7600,152159,2192,337,91192,20678,94088,3428518,937874,613968,74845,6155,0,242906,2238719,161360,670696,11067,2021,10791,151675,332194,257266,115547,201352,134467,41727,3133,0,5104,6500,13750,1379,14695,3874,100121,251925,2818
1984:Q3,3574030,300622,1425508,512617,631749,703534,3574030,2598300,48212,628268,1428763,493057,885041,64348,21840,233824,275538,9570,154780,2775,515,94025,27826,90689,3573450,975226,649944,69308,5920,0,250054,2336867,163511,686600,12133,2036,11021,155807,344830,275121,128964,209169,140567,46920,2815,0,8742,8250,14147,2066,27278,4600,92290,261357,580
1984:Q4,3720813,305701,1493072,529441,650603,741996,3720813,2700467,51171,657987,1496316,494993,933731,67097,22921,237210,288987,21339,163663,3410,1071,100921,27112,86615,3725559,979785,645712,74011,5481,0,254581,2451871,167612,698288,12576,2083,9633,159311,357730,296028,132262,217912,165056,50845,2672,0,5347,8799,13580,2572,54122,5345,90098,293903,-4746
1985:Q1,3856651,317853,1544223,548395,675913,770267,3856651,2799896,53635,682669,1547453,516139,968629,65626,22505,241132,304033,25928,170550,3669,382,104638,30166,88126,3861361,1058166,714272,62817,5468,0,275609,2503357,169355,706549,13638,2169,11213,163689,373212,295012,140863,217234,175513,63647,2943,0,7435,5015,13834,2580,26648,5900,106908,299838,-4710
1985:Q2,4011863,326920,1594076,574247,705901,810719,4011863,2907777,56013,715218,1597297,539249,1012689,63385,23159,249936,321090,29733,182977,3933,548,107482,30446,91397,4019404,1116447,733983,82688,5488,0,294288,2584890,177413,701908,14594,2287,12295,169628,387558,301886,144839,222794,188949,79975,3071,0,9476,6699,14923,2591,34157,6528,103319,318067,-7541
1985:Q3,4177954,343467,1654805,600079,737592,842011,4177954,3019414,57850,739841,1658020,563703,1064967,64412,23012,253532,343332,33294,194675,4206,622,112157,35725,93573,4184541,1145754,764972,70885,5588,0,304309,2704658,177929,721462,16773,2421,13242,179107,404020,303540,158741,231312,183620,95010,3557,0,13534,9450,17404,2603,39456,8100,123377,334129,-6587
1985:Q4,4489890,358526,1758725,628876,859484,884279,4489890,3271867,81334,777480,1761942,651111,1123671,65317,24416,257795,367864,37174,207972,4422,1342,118664,38705,94352,4509623,1269311,801030,81169,5754,0,381358,2876391,186025,761997,20525,2554,13321,188482,419013,314830,172130,237054,179152,129592,4070,0,9272,10174,17309,2763,58195,9710,140223,363921,-19733
