date,Federal government; total financial assets,Federal government; U.S. official reserve assets,Federal government; checkable deposits and currency; asset,Federal government; total time and savings deposits; asset,Federal government; debt securities; asset,Federal government; agency- and GSE-backed securities; asset,Federal government; corporate bonds issued by commercial banking under TARP; asset,Federal government; loans; asset,Federal government; other loans and advances; asset,Federal government; total mortgages; asset,Federal government; consumer credit, student loans; asset,Federal government; corporate equities; asset,Federal government; trade receivables; asset,Federal government; total taxes receivable; asset,Federal government; total miscellaneous assets,Federal government; total liabilities,Federal government; special drawing rights (SDRs) allocations; liability,Monetary authority; SDR certificates issued by federal government; asset,Federal government; Treasury currency; liability,Federal government; debt securities; liability,Federal government; Treasury securities; liability,Federal government; marketable Treasury securities; liability,Federal government; nonmarketable Treasury securities; liability,Federal government; budget agency securities; liability,Federal government; loans; liability,Federal government; multifamily residential mortgages; liability,Federal government; other loans and advances due to federal government defined contribution retirement funds; liability,Federal government; trade payables; liability,Federal government; life insurance reserves; liability,Federal government; total miscellaneous liabilities,Federal government defined benefit retirement funds; claims of pension funds on sponsor; asset,Federal government; Paycheck Protection Program payables; liability,Federal government; miscellaneous liabilities, excluding claims of pension funds
1979:Q1,183643,6446,10436,935,0,0,0,124435,94511,29924,0,0,9151,24246,7994,1260828,4077,1300,9659,689699,684106,487732,196374,5593,746,746,0,26361,12094,516892,516892,0,0
1979:Q2,189316,7036,20826,973,0,0,0,131133,99499,31634,0,0,9892,11333,8123,1269996,4090,1800,9982,686724,681578,487581,193997,5146,705,705,0,27378,12357,526960,526960,0,0
1979:Q3,203096,5826,27081,997,0,0,0,135808,102598,33210,0,0,10224,14945,8215,1294370,4175,1800,10262,706688,701618,498750,202868,5070,680,680,0,28676,12359,529730,529730,0,0
1979:Q4,205375,5328,19183,1007,0,0,0,141523,106956,34567,0,0,11313,18678,8343,1322747,4173,1800,10493,725255,720317,516104,204213,4938,654,654,0,27767,12630,539975,539975,0,0
1980:Q1,214875,8013,11623,909,0,0,0,148341,111278,37063,0,0,12838,24756,8395,1353623,5058,2968,10709,740698,735824,540619,195205,4874,633,633,0,28609,12598,552350,552350,0,0
1980:Q2,211355,8463,17428,758,0,0,0,154908,115756,39152,0,0,13316,7965,8517,1372960,5353,3018,10849,748317,743632,553831,189801,4685,601,601,0,29247,12842,562733,562733,0,0
1980:Q3,231309,9620,25115,988,0,0,0,160135,119729,40406,0,0,14443,12213,8795,1412057,5305,3268,10925,785643,781070,582379,198691,4573,572,572,0,29832,12860,563652,563652,0,0
1980:Q4,235618,10550,16176,797,0,0,0,165553,123480,42073,0,0,15091,17413,10038,1448567,5155,2518,11057,811634,807189,609679,197510,4445,550,550,0,30033,13195,574425,574425,0,0
1981:Q1,254851,12240,19813,823,0,0,0,173192,129744,43448,0,0,15733,22985,10065,1495766,6019,2818,11167,843025,838634,646299,192335,4391,520,520,0,31462,13163,587592,587592,0,0
1981:Q2,243923,12042,17720,757,0,0,0,180542,135556,44986,0,0,16495,5802,10565,1505795,5637,3068,11266,841914,837682,646256,191426,4232,493,493,0,31484,13497,598436,598436,0,0
1981:Q3,252737,13037,23978,667,0,0,0,185352,139633,45719,0,0,17133,1720,10850,1534725,5608,3318,11374,871221,867051,668124,198927,4170,465,465,0,31209,13473,598057,598057,0,0
1981:Q4,252011,13834,17367,655,0,0,0,189833,142821,47012,0,0,17633,1778,10911,1581573,5703,3318,11502,907217,903113,705719,197394,4104,441,441,0,30572,13833,608987,608987,0,0
1982:Q1,257168,13881,18910,784,0,0,0,193017,145432,47585,0,0,18712,677,11187,1626375,5454,3568,11606,936752,933246,738577,194669,3506,415,415,0,31624,13868,623088,623088,0,0
1982:Q2,249566,14782,17130,958,0,0,0,198425,149807,48618,0,0,19968,-13394,11697,1650827,5351,3818,11693,947862,944377,749688,194689,3485,383,383,0,33484,14232,634004,634004,0,0
1982:Q3,286126,14760,34884,986,0,0,0,203637,155073,48564,0,0,19852,1,12006,1721695,5254,4218,11764,1017401,1013958,809587,204371,3443,353,353,0,34969,14242,633494,633494,0,0
1982:Q4,285617,17076,24513,1127,0,0,0,206050,156674,49376,0,0,22425,2283,12143,1797247,5405,4618,11859,1080707,1077356,869350,208006,3351,322,322,0,35325,14679,644332,644332,0,0
1983:Q1,291803,18173,20669,950,0,0,0,207280,158333,48947,0,0,23698,8398,12635,1865011,5285,4618,11971,1133632,1130245,925470,204775,3387,307,307,0,35546,14707,658945,658945,0,0
1983:Q2,303844,18459,33178,749,0,0,0,211092,161356,49736,0,0,24780,2688,12898,1927162,5234,4618,12104,1182806,1179462,966482,212980,3344,275,275,0,37472,15112,669541,669541,0,0
1983:Q3,314486,18255,41761,784,0,0,0,213344,163246,50098,0,0,25071,2062,13209,1987649,5178,4618,12241,1242288,1238968,1010312,228656,3320,261,261,0,39169,15164,668730,668730,0,0
1983:Q4,295757,18986,16444,676,0,0,0,214814,164218,50596,0,0,26191,5120,13526,2038615,5130,4618,12327,1280539,1277228,1044748,232480,3311,241,241,0,40336,15637,679787,679787,0,0
1984:Q1,311793,19888,18381,816,0,0,0,216404,166128,50276,0,0,27510,14692,14102,2104236,5214,4618,12501,1327434,1324160,1092278,231882,3274,204,204,0,42926,15723,695616,695616,0,0
1984:Q2,306744,19764,18636,841,0,0,0,219096,168577,50519,0,0,29795,4202,14410,2152729,5052,4618,12656,1361995,1358733,1121406,237327,3262,180,180,0,45535,16177,706516,706516,0,0
1984:Q3,331719,19734,34521,939,0,0,0,222615,172730,49885,0,0,31057,7937,14916,2221574,4895,4618,12739,1428763,1425508,1172606,252902,3255,152,152,0,47291,16230,706886,706886,0,0
1984:Q4,331426,20307,21828,1208,0,0,0,231856,180393,51463,0,0,31273,9726,15228,2300371,4803,4618,12880,1496316,1493072,1232741,260331,3244,141,141,0,47479,16721,717413,717413,0,0
1985:Q1,339010,20469,17379,1139,0,0,0,238057,186393,51664,0,0,33352,12981,15633,2361363,4857,4618,13157,1547453,1544223,1277088,267135,3230,116,116,0,50496,16757,723909,723909,0,0
1985:Q2,342631,20897,27693,1112,0,0,0,241551,189390,52161,0,0,35083,588,15707,2425132,4891,4618,13175,1597297,1594076,1310253,283823,3221,96,96,0,53373,17226,734456,734456,0,0
1985:Q3,359118,22289,21029,1195,0,0,0,251120,198379,52741,0,0,36123,11337,16025,2490055,5191,4618,13255,1658020,1654805,1348328,306477,3215,83,83,0,56180,17282,735426,735426,0,0
1985:Q4,375227,25129,33973,1248,0,0,0,250671,197367,53304,0,0,34952,12875,16379,2598434,5382,4718,13267,1761942,1758725,1425915,332810,3217,72,72,0,58119,17829,737105,737105,0,0
1986:Q1,365762,26196,14951,1621,0,0,0,252813,199508,53305,0,0,34455,19161,16565,2656309,5577,4718,13478,1797058,1793895,1461722,332173,3163,61,61,0,60178,17859,757380,757380,0,0
1986:Q2,370977,27405,26717,1646,0,0,0,254307,201224,53083,0,0,35161,8825,16916,2731056,5770,4818,13571,1853824,1850659,1488154,362505,3165,52,52,0,65151,18355,769515,769515,0,0
1986:Q3,388864,27928,33585,1456,0,0,0,256635,203500,53135,0,0,34213,18369,16678,2812697,5945,5018,13647,1922764,1919205,1553259,365946,3559,40,40,0,71063,18428,775792,775792,0,0
1986:Q4,389589,28032,32846,1433,0,0,0,257450,203093,54357,0,0,32630,20348,16850,2902152,5993,5018,13756,2007511,2003903,1608685,395218,3608,36,36,0,72737,18871,778230,778230,0,0
1987:Q1,369829,28338,10024,1321,0,0,0,251405,197338,54067,0,0,37905,23644,17192,2948434,6299,5018,13884,2032489,2027895,1624673,403222,4594,27,27,0,75048,18998,796671,796671,0,0
1987:Q2,389915,24962,42488,1573,0,0,0,248123,194103,54020,0,0,39389,16065,17315,2997494,6262,5018,13991,2070146,2066019,1646764,419255,4127,25,25,0,76347,19487,806218,806218,0,0
1987:Q3,385611,26958,37426,1520,0,0,0,242261,193495,48766,0,0,40469,19251,17726,3039447,6270,5018,14105,2105953,2102052,1663907,438145,3901,22,22,0,78794,20518,808767,807805,0,962
1987:Q4,373725,29112,21410,1651,0,0,0,242290,193222,49068,0,0,40608,20739,17915,3118375,6951,5018,14225,2181693,2176549,1711632,464917,5144,21,21,0,80214,20076,810177,809011,0,1166
1988:Q1,376804,25533,20996,1572,0,0,0,240813,191643,49170,0,0,41759,28045,18086,3178261,6797,5018,14354,2218897,2213876,1743989,469887,5021,21,21,0,82883,20097,830194,828431,0,1763
1988:Q2,378159,23799,39514,1644,0,0,0,239754,191272,48482,0,0,41875,13212,18361,3217270,6421,5018,14454,2245357,2238405,1755942,482463,6952,22,22,0,85428,20617,839953,837146,0,2807
1988:Q3,387783,27264,44806,1419,0,0,0,230621,183055,47566,0,0,40550,24497,18626,3274891,6322,5018,14574,2298425,2286249,1786803,499446,12176,20,20,0,86539,20654,843339,839756,0,3583
1988:Q4,363882,27671,32118,1404,0,0,0,216820,168803,48017,0,0,40682,26010,19177,3350291,6593,5018,14736,2369599,2347021,1824433,522588,22578,16,16,0,88180,21249,844900,839078,0,5822
1989:Q1,356350,28725,13572,1332,0,0,0,212314,164311,48003,0,0,42390,38582,19435,3406967,6334,5368,14876,2402753,2380469,1856155,524314,22284,15,15,0,90818,21271,865532,859426,0,6106
1989:Q2,369038,30632,42937,1285,0,0,0,211819,164660,47159,0,0,43782,18944,19639,3441604,6107,8518,15056,2420771,2397204,1861784,535420,23567,14,14,0,94295,21798,875045,867892,0,7153
1989:Q3,375173,31356,36747,1155,0,0,0,209025,161861,47164,0,0,43963,23844,29083,3497836,6270,8518,15166,2471490,2446148,1892480,553668,25342,13,13,0,95893,21790,878696,871213,0,7483
1989:Q4,372761,32275,25570,1261,0,0,0,208811,161526,47285,0,0,43876,26450,34518,3577251,6439,8518,15303,2550509,2526312,1942516,583796,24197,13,13,0,96799,22406,877264,869492,0,7772
1990:Q1,381947,31852,15129,1409,0,0,0,218803,164158,54645,0,0,46080,34833,33841,3649136,6373,8518,15453,2604040,2572450,1955020,617430,31590,14,14,0,94174,22402,898162,890722,0,7440
1990:Q2,411388,32067,31113,1335,0,0,0,228962,163574,65388,0,0,47088,18293,52530,3705166,6486,8518,15614,2648417,2615484,1985110,630374,32933,11,11,0,95581,22950,907589,899896,0,7693
1990:Q3,438998,34568,33389,1459,0,0,0,244130,165102,79028,0,0,46090,22499,56863,3784405,6823,8518,15713,2725169,2692566,2043898,648668,32603,10,10,0,95060,22985,910127,902690,0,7437
1990:Q4,442454,39684,25417,1403,0,0,0,242554,159695,82859,0,0,42141,22575,68680,3887535,6970,10018,16256,2830760,2798410,2117196,681214,32350,10,10,0,91002,23594,908925,901237,0,7688
1991:Q1,454179,36904,32672,1300,0,0,0,249824,157304,92520,0,0,41281,30048,62150,3951049,6596,10018,15958,2875416,2849066,2165271,683795,26350,11,11,0,88244,23655,931151,923730,0,7421
1991:Q2,459799,35258,40223,1544,0,0,0,257209,156019,101190,0,0,40363,16055,69147,4012648,6441,10018,16070,2927919,2903119,2204987,698132,24800,10,10,0,88837,24227,939126,931451,0,7675
1991:Q3,481528,37793,27232,1527,0,0,0,256317,152611,103706,0,0,39797,16440,102422,4125000,6703,10018,16170,3037866,3020264,2308289,711975,17602,10,10,0,89161,24118,940954,934249,0,6705
1991:Q4,501403,39097,50916,1551,0,0,0,250433,152145,98288,0,0,37508,17111,104787,4229161,7008,10018,16296,3147353,3128797,2390681,738116,18556,10,10,0,85478,24790,938208,931249,0,6959
1992:Q1,499712,37607,23391,1901,0,0,0,254660,152173,102487,0,0,38176,31431,112546,4328792,6721,10018,16314,3224421,3208656,2473821,734835,15765,10,10,0,84605,24674,962029,955360,0,6669
1992:Q2,513268,41615,48971,2201,0,0,0,249752,152001,97751,0,0,35602,14015,121112,4413034,7012,10018,16386,3297683,3281821,2532517,749304,15862,8,8,0,86007,25287,970633,963709,0,6924
1992:Q3,518984,43109,59309,2175,0,0,0,242672,152111,90561,0,0,32351,16980,122388,4506080,7216,10018,16433,3388744,3370625,2606080,764545,18119,8,8,0,85310,25454,972897,966266,0,6631
1992:Q4,480548,38847,31741,874,0,0,0,238467,152120,86347,0,0,30831,19663,120125,4601097,6737,8018,16516,3491123,3472337,2683010,789327,18786,8,8,0,82677,26229,969789,962905,0,6884
1993:Q1,481728,41089,22661,936,0,0,0,232705,150788,81917,0,0,30550,34116,119671,4679089,6848,8018,16588,3542998,3523422,2737390,786032,19576,8,8,0,83807,26232,994590,987799,0,6791
1993:Q2,490093,40682,61834,835,0,0,0,226439,150030,76409,0,0,28921,12651,118731,4759318,6877,8018,16678,3613614,3593018,2786667,806351,20596,8,8,0,85357,26872,1001894,995106,0,6788
1993:Q3,481198,41605,53892,826,0,0,0,222099,148908,73191,0,0,29103,19112,114561,4824243,6949,8018,16784,3674507,3649853,2829297,820556,24654,7,7,0,87373,26941,1003664,997116,0,6548
1993:Q4,489815,40151,52188,811,0,0,0,227017,141624,85040,353,0,28443,24916,116289,4929191,6730,8018,16962,3784327,3757742,2911911,845831,26585,6,6,0,85628,27622,999898,993098,0,6800
1994:Q1,485329,42559,45982,723,0,0,0,214978,135117,79511,350,0,27736,38882,114469,4997609,6921,8018,17126,3827640,3801381,2964629,836752,26259,6,6,0,86141,27628,1024129,1017626,0,6503
1994:Q2,466591,42371,51684,689,0,0,0,212210,133982,77874,354,0,26966,13138,119533,5024157,7096,8018,17285,3844792,3817354,2971742,845612,27438,6,6,0,87192,28307,1031461,1024906,0,6555
1994:Q3,455049,42379,36394,722,0,0,0,211851,134600,76693,558,0,26560,19581,117562,5078410,7189,8018,17477,3896168,3868006,3011491,856515,28162,6,6,0,86684,28405,1034463,1027823,0,6640
1994:Q4,459582,41351,27819,688,0,0,0,221519,143648,71006,6865,0,24664,24036,119505,5154879,7153,8018,17648,3977819,3951076,3074079,876997,26743,6,6,0,85408,28890,1029937,1023135,0,6802
1995:Q1,474941,50519,16328,1126,0,0,0,219235,143546,68815,6874,0,25058,46832,115843,5236597,7646,8018,17832,4034810,4008374,3147620,860754,26436,6,6,0,83866,28940,1055479,1048889,0,6590
1995:Q2,483763,55145,59027,1054,0,0,0,213648,142912,64525,6211,0,23833,16514,114542,5279986,7686,8018,18002,4070411,4043573,3172695,870878,26838,6,6,0,83125,29371,1063367,1056614,0,6753
1995:Q3,467015,54544,38689,1053,0,0,0,211191,142720,61305,7166,0,22561,22992,115985,5319413,7380,10168,18199,4105024,4078084,3199633,878451,26940,6,6,0,82747,29445,1066444,1059826,0,6618
1995:Q4,436792,53779,22173,940,0,0,0,197040,130369,57489,9182,0,23073,22353,117434,5377556,7283,10168,18326,4143073,4114850,3247828,867022,28223,8920,6,8914,80945,29909,1078932,1072271,0,6661
1996:Q1,467910,53266,24179,1035,0,0,0,205591,138466,55589,11536,0,23879,44253,115707,5466629,7159,10168,18325,4228059,4200416,3326813,873603,27643,6,6,0,81286,30001,1091625,1085025,0,6600
1996:Q2,459620,52880,42763,4336,0,0,0,206453,138797,54617,13039,0,22697,15684,114807,5463424,7072,10168,18280,4216402,4188197,3302754,885443,28205,5,5,0,82725,30609,1098163,1090837,0,7326
1996:Q3,462583,45069,47479,3313,0,0,0,205452,137693,52230,15529,0,23291,22988,114991,5520840,7052,9718,18866,4268808,4241371,3344692,896679,27437,4,4,0,83470,30648,1102274,1095100,0,7174
1996:Q4,450489,44872,38314,2376,0,0,0,201063,133118,50274,17671,0,23992,29141,110731,5585218,7045,9718,18865,4343081,4316468,3387118,929350,26613,2,2,0,82046,30526,1093935,1086666,0,7269
1997:Q1,469762,38315,39963,2426,0,0,0,205905,137359,48034,20512,0,24778,50595,107780,5648219,6795,9200,18974,4381251,4354993,3433093,921900,26258,0,0,0,80463,31236,1120300,1113747,0,6553
1997:Q2,455505,38886,57758,3270,0,0,0,206285,135977,47423,22885,0,25403,17880,106023,5596127,6801,9200,19013,4321557,4295238,3361985,933253,26319,0,0,0,79485,31787,1128284,1121585,0,6699
1997:Q3,520524,38599,49307,2757,0,0,0,212422,140540,46268,25614,0,21918,90200,105321,5619284,6689,9200,19326,4347737,4321648,3369532,952116,26089,0,0,0,76869,31763,1127700,1123508,0,4192
1997:Q4,514279,41957,41582,3395,0,0,0,212541,139168,45738,27635,0,20752,86783,107269,5669789,6611,9200,19325,4406492,4379966,3388018,991948,26526,0,0,0,73769,32263,1122129,1115494,0,6635
1998:Q1,540434,41682,37857,2985,0,0,0,216408,139561,45450,31397,0,22456,110417,108629,5711489,6545,9200,19405,4421163,4395245,3399328,995917,25918,0,0,0,72104,32443,1150629,1144024,0,6605
1998:Q2,556874,42836,82928,3230,0,0,0,218981,140281,45114,33586,0,22279,76493,110127,5647947,6524,9200,19461,4350424,4324866,3302345,1022521,25558,0,0,0,70734,33096,1158508,1151935,0,6573
1998:Q3,536480,46269,47053,3550,0,0,0,220599,138807,44800,36992,0,24305,82900,111804,5637449,6719,9200,19886,4336375,4310920,3265085,1045835,25455,0,0,0,70163,33099,1162007,1155307,0,6700
1998:Q4,510350,51037,23186,4714,0,0,0,218282,136872,44894,36516,0,22254,76506,114371,5684337,6899,9200,19885,4395086,4366585,3292049,1074536,28501,0,0,0,66198,33555,1153514,1146814,0,6700
1999:Q1,544221,48262,29145,3858,0,0,0,221419,136234,44549,40636,0,23847,102100,115590,5709181,6653,8200,19885,4392185,4364067,3298489,1065578,28118,0,0,0,66671,33724,1181863,1175166,0,6697
1999:Q2,553452,45974,61206,4065,0,0,0,223601,136361,44453,42787,0,24520,76650,117436,5623093,6545,8200,20402,4294362,4266094,3187031,1079063,28268,0,0,0,69107,34398,1190079,1183422,0,6657
1999:Q3,598725,46378,62916,4582,0,0,0,261348,137128,77763,46457,0,25668,79199,118634,5624715,6799,7200,20902,4290764,4262488,3172959,1089529,28276,0,0,0,70564,34455,1194031,1187330,0,6701
1999:Q4,617343,44452,87921,5385,0,0,0,255746,130017,77741,47988,0,22859,81457,119523,5691461,6725,6200,20901,4365000,4336716,3221095,1115621,28284,0,0,0,72015,34956,1185664,1179114,0,6550
2000:Q1,607815,44052,48487,5474,0,0,0,259119,130057,76798,52264,0,25429,103882,121372,5688377,6599,6200,21441,4326404,4298636,3201973,1096663,27768,0,0,0,78144,35248,1214341,1207712,0,6629
2000:Q2,589046,41473,60162,5725,0,0,0,260084,129158,76821,54105,0,26889,72392,122321,5517554,6552,4200,22124,4147231,4119004,3014524,1104480,28227,0,0,0,79477,35904,1222066,1215552,0,6514
2000:Q3,598165,39682,55735,6248,0,0,0,262099,128291,75266,58542,0,27667,83700,123034,5483660,6359,3200,23181,4107482,4079861,2970228,1109633,27621,0,0,0,80897,35958,1226583,1220029,0,6554
2000:Q4,564952,41051,24271,6339,0,0,0,262569,127253,75654,59662,0,28146,78475,124101,5473236,6384,2200,23180,4090025,4062699,2944782,1117917,27326,0,0,0,77678,36396,1237373,1230983,0,6390
2001:Q1,595530,38741,30666,8384,0,0,0,264469,125019,75064,64386,0,31652,96567,125051,5518980,6177,2200,23578,4122030,4095263,2964368,1130895,26767,0,0,0,80619,36555,1247821,1241343,0,6478
2001:Q2,592087,39495,48951,9862,0,0,0,265154,123543,74928,66683,0,33828,68908,125889,5383212,6103,2200,23904,3976229,3949181,2804731,1144450,27048,0,0,0,81570,37148,1256058,1249701,0,6357
2001:Q3,621020,44666,50562,11674,0,0,0,268133,123289,74079,70765,0,37647,82200,126138,5474346,6316,2200,24462,4058181,4031221,2883903,1147318,26960,0,0,0,84292,37155,1261740,1255348,0,6392
2001:Q4,610899,43164,66852,10530,0,0,0,266435,119426,74539,72470,0,35470,62434,126014,5549553,6157,2200,24462,4145237,4118460,2940792,1177668,26777,0,0,0,80897,37781,1252819,1246602,0,6217
2002:Q1,581916,42247,25212,15236,0,0,0,269731,119130,74509,76092,0,35898,67649,125943,5619908,6109,2200,24696,4183973,4157645,2994298,1163347,26328,0,0,0,82282,37713,1282935,1276631,0,6304
2002:Q2,598732,47606,53502,9851,0,0,0,270412,119770,74246,76396,0,34660,56194,126507,5662449,6519,2200,24846,4213894,4187119,3012323,1174796,26775,0,0,0,84298,38713,1291979,1285803,0,6176
2002:Q3,668570,48815,77651,18414,0,0,0,273851,119606,73796,80449,0,32480,89400,127959,5769818,6481,2200,25450,4314504,4287334,3096826,1190508,27170,0,0,0,84450,38684,1298049,1291846,0,6203
2002:Q4,651822,50977,47703,27595,0,0,0,274453,118904,75059,80490,0,32197,89865,129032,5886695,6661,2200,25450,4427328,4400053,3181716,1218337,27275,0,0,0,81414,39354,1304288,1282891,0,21397
2003:Q1,663915,51745,23346,18415,0,0,0,274742,118904,72709,83129,0,45581,121658,128428,6031842,6731,2200,25591,4468372,4441492,3293980,1147512,26880,49520,0,49520,104448,39373,1335607,1313407,0,22200
2003:Q2,674145,52934,41852,27783,0,0,0,273337,118409,72764,82164,0,48735,99796,129708,6128221,6864,2200,25992,4585543,4558534,3356764,1201770,27009,0,0,0,122536,39793,1345293,1322099,0,23194
2003:Q3,663141,54879,53292,9106,0,0,0,273013,117363,72339,83311,0,48424,94400,130027,6274801,7005,2200,26015,4702629,4675606,3438700,1236906,27023,0,0,0,141020,39930,1356002,1331557,0,24445
2003:Q4,676606,54972,54308,2408,0,0,0,272189,117238,72585,82366,0,51277,110752,130700,6444295,7281,2200,26014,4848035,4823169,3553832,1269337,24866,0,0,0,153571,40480,1366714,1325911,0,40803
2004:Q1,687759,54360,22675,1850,0,0,0,278543,118549,74591,85403,0,57635,141285,131411,6608151,7254,2200,26210,4970105,4944973,3702839,1242134,25132,0,0,0,162256,40468,1399658,1359290,0,40368
2004:Q2,688411,52282,46845,2114,0,0,0,274498,116676,73094,84728,0,60967,119466,132239,6675991,7184,2200,26499,5018844,4994623,3736774,1257849,24221,0,0,0,167726,40940,1412598,1371543,0,41055
2004:Q3,650256,52002,35405,2247,0,0,0,275910,115495,73275,87140,0,59836,91400,133456,6784850,7197,2200,26673,5117264,5093081,3822244,1270837,24183,0,0,0,171224,40994,1419298,1377654,0,41644
2004:Q4,650022,54298,22176,2402,0,0,0,274606,114345,74187,86074,0,61768,100838,133934,6922541,7609,2200,26703,5250883,5226622,3919926,1306696,24261,0,0,0,168971,41566,1424609,1366639,0,57970
2005:Q1,682183,47496,20806,2393,0,0,0,270529,106652,74452,89425,0,62466,144863,133630,7121067,7402,2200,26902,5403995,5379919,4062682,1317237,24076,0,0,0,179621,41567,1459380,1399496,0,59884
2005:Q2,668436,46157,33467,1692,0,0,0,269535,105994,74605,88936,0,67175,115906,134504,7107065,7137,2200,27172,5356972,5333242,3992064,1341178,23730,0,0,0,189662,41985,1481937,1425502,0,56435
2005:Q3,645951,41025,34784,2074,0,0,0,272529,105248,75566,91715,0,69305,90700,135534,7213026,7102,2200,27401,5443776,5420140,4044797,1375343,23636,0,0,0,199590,42055,1490902,1432479,0,58423
2005:Q4,655110,35057,37049,1439,0,0,0,271648,105253,76573,89822,0,70992,103211,135714,7372213,7003,2200,27482,5584775,5560940,4143058,1417882,23835,0,0,0,202635,42702,1505416,1424668,0,80748
2006:Q1,682403,34898,8624,1537,0,0,0,291667,104558,77014,110095,0,69468,139079,137130,7551496,7059,2200,27626,5726756,5703174,4297584,1405590,23582,0,0,0,206183,42778,1538894,1459277,0,79617
2006:Q2,680631,36558,45946,1575,0,0,0,293252,104910,78736,109606,0,71816,94268,137216,7504229,7248,2200,27815,5656530,5632891,4211505,1421386,23639,0,0,0,213579,43333,1553524,1475048,0,78476
2006:Q3,689745,35088,51476,4822,0,0,0,294786,104688,79639,110459,0,71108,94300,138165,7568367,7234,2200,28065,5714828,5691443,4257879,1433564,23385,0,0,0,214219,43470,1558351,1480315,0,78036
2006:Q4,666694,34239,33195,1660,0,0,0,294842,105899,80279,108664,0,59397,104662,138699,7663138,7371,2200,28064,5803923,5780414,4297561,1482853,23509,0,0,0,208857,44204,1568519,1469955,0,98564
2007:Q1,681684,34491,7377,1561,0,0,0,299590,106320,81093,112177,0,61231,138174,139260,7844612,7399,2200,28166,5940824,5917644,4423714,1493930,23180,0,0,0,218470,44565,1602988,1505549,0,97439
2007:Q2,660441,34129,28362,1433,0,0,0,300219,106466,81899,111854,0,63511,92614,140173,7789559,7426,2200,27835,5819983,5796827,4294495,1502332,23156,0,0,0,232637,45132,1654346,1536465,0,117881
2007:Q3,725544,35716,77247,1351,0,0,0,302324,105444,81880,115000,0,66496,101500,140910,7927506,7627,2200,27484,5941940,5918987,4403060,1515927,22953,0,0,0,239438,45116,1663701,1541004,0,122697
2007:Q4,683215,36379,56501,2841,0,0,0,301705,103686,82362,115657,0,60593,84535,140661,8056344,7742,2200,27383,6074315,6051176,4493689,1557487,23139,0,0,0,238176,45769,1660759,1518554,0,142205
2008:Q1,703056,39232,42885,3782,0,0,0,307369,103396,82873,121100,0,61938,106406,141444,8295835,8057,2200,27156,6259453,6235995,4691656,1544339,23458,0,0,0,257445,45682,1695842,1554365,0,141477
2008:Q2,658814,39560,53267,1776,0,0,0,312543,104347,85841,122355,0,65025,46222,140421,8295782,8004,2200,27039,6217605,6194084,4656134,1537950,23521,0,0,0,283298,46170,1711466,1568459,0,143007
2008:Q3,1042252,37076,372655,2851,3311,3311,0,324627,104758,88869,131000,0,67438,115500,118794,8849527,7630,2200,26742,6762926,6739828,5192997,1546831,23098,0,0,0,284237,46054,1719738,1570315,0,149423
2008:Q4,1275246,40556,369385,1577,54427,54427,0,340834,109856,95826,135152,188676,64748,102449,112594,9425404,7547,2200,26551,7376817,7353471,5757055,1596416,23346,0,0,0,259999,46747,1705543,1537375,0,168168
2009:Q1,1324071,40167,272199,1730,106711,106711,0,368204,124585,96731,146888,223856,65015,130787,115402,9893928,7325,2200,26550,7820167,7797619,6227207,1570412,22548,0,0,0,242548,46689,1748449,1584563,0,163886
2009:Q2,1372489,45699,319388,1614,150742,150370,372,405101,148665,102176,154260,157566,68236,113436,110707,10247946,7605,2200,26549,8162894,8140620,6571808,1568812,22274,0,0,0,232351,47204,1769143,1604173,0,164970
2009:Q3,1448600,97060,275039,1922,173873,173327,546,465578,172420,109945,183213,158847,45722,131200,99359,10692243,55953,5200,26299,8557508,8534306,6968783,1565523,23202,0,0,0,221554,47239,1778490,1612485,0,166005
2009:Q4,1407840,94289,193921,1914,196967,196407,560,517183,176146,108387,232650,67351,43648,145183,147384,10980461,55364,5200,26199,8882645,8859150,7232689,1626461,23495,0,0,0,204828,47845,1758380,1573987,0,184393
2010:Q1,1504325,91928,219689,2017,186977,186396,581,571865,217030,107077,247758,50234,45040,188200,148375,11510491,53618,5200,26199,9343729,9320148,7714997,1605151,23581,0,0,0,212611,47750,1821384,1638156,0,183228
2010:Q2,1523423,89592,291859,1830,175982,175330,652,588222,215053,108374,264795,49613,42035,152830,131460,11907533,52228,5200,26198,9692462,9668612,8059428,1609184,23850,0,0,0,216670,47927,1866848,1682568,0,184280
2010:Q3,1592996,96025,310379,1770,165158,164401,757,646464,215919,106564,323981,50814,42745,141900,137741,12351238,54958,5200,25923,10099248,10075277,8457152,1618125,23971,0,0,0,214735,48092,1903082,1714974,0,188108
2010:Q4,1675459,95148,342322,1966,150102,149222,880,688548,218196,106568,363784,49928,42942,162114,142389,12786264,54387,5200,25923,10528562,10504401,8822662,1681739,24161,0,0,0,213877,48707,1909608,1703104,0,206504
2011:Q1,1568561,100919,118683,1528,139324,138445,879,744712,223520,107269,413923,62137,44671,214051,142536,13071835,55993,5200,25923,10774648,10750189,9090815,1659374,24459,0,0,0,216464,48777,1944830,1738508,0,206322
2011:Q2,1553027,108521,136704,1658,104554,103675,879,769878,230373,108934,430571,65960,46977,174986,143789,13294478,56521,5200,25923,10780701,10756203,9295140,1461063,24498,104574,0,104574,225673,49209,2046677,1846800,0,199877
