date,Federal government; total financial assets,Federal government; U.S. official reserve assets,Federal government; checkable deposits and currency; asset,Federal government; total time and savings deposits; asset,Federal government; debt securities; asset,Federal government; agency- and GSE-backed securities; asset,Federal government; corporate bonds issued by commercial banking under TARP; asset,Federal government; loans; asset,Federal government; other loans and advances; asset,Federal government; total mortgages; asset,Federal government; consumer credit, student loans; asset,Federal government; corporate equities; asset,Federal government; trade receivables; asset,Federal government; total taxes receivable; asset,Federal government; total miscellaneous assets,Federal government; total liabilities,Federal government; special drawing rights (SDRs) allocations; liability,Monetary authority; SDR certificates issued by federal government; asset,Federal government; Treasury currency; liability,Federal government; debt securities; liability,Federal government; Treasury securities; liability,Federal government; marketable Treasury securities; liability,Federal government; nonmarketable Treasury securities; liability,Federal government; budget agency securities; liability,Federal government; loans; liability,Federal government; multifamily residential mortgages; liability,Federal government; other loans and advances due to federal government defined contribution retirement funds; liability,Federal government; trade payables; liability,Federal government; life insurance reserves; liability,Federal government; total miscellaneous liabilities,Federal government defined benefit retirement funds; claims of pension funds on sponsor; asset,Federal government; Paycheck Protection Program payables; liability,Federal government; miscellaneous liabilities, excluding claims of pension funds
1952:Q2,53394,1663,8305,317,4,4,0,17821,15218,2603,0,0,2000,21975,1309,283885,0,0,2420,222032,221979,165031,56948,53,0,0,0,2400,6177,50856,47761,0,3095
1952:Q3,41496,1671,8420,325,2,2,0,18250,15580,2670,0,0,2200,9332,1296,288998,0,0,2429,225653,225252,167863,57389,401,0,0,0,2500,6185,52231,49218,0,3013
1952:Q4,43748,1557,7438,351,2,2,0,18645,15782,2863,0,0,2251,12197,1307,295191,0,0,2435,229829,229203,171619,57584,626,0,0,0,2775,6185,53967,51036,0,2931
1953:Q1,47172,1578,8240,345,54,54,0,18995,15944,3051,0,0,2577,14065,1318,294134,0,0,2438,226911,226183,168191,57992,728,0,0,0,2883,6193,55709,52825,0,2884
1953:Q2,47903,1506,6017,340,20,20,0,19793,16594,3199,0,0,2490,16441,1296,295530,0,0,2451,226926,226643,168581,58062,283,0,0,0,2679,6211,57263,54445,0,2818
1953:Q3,42304,1561,8770,344,1,1,0,20459,17171,3288,0,0,2514,7363,1292,304004,0,0,2458,233608,233183,175018,58165,425,0,0,0,2667,6236,59035,56263,0,2772
1953:Q4,41834,1471,5906,342,0,0,0,20602,17344,3258,0,0,2214,10005,1294,309522,0,0,2469,237379,235126,176814,58312,2253,0,0,0,2600,6259,60815,58124,0,2691
1954:Q1,44126,1429,7772,344,18,18,0,20519,17329,3190,0,0,2527,10256,1261,307582,0,0,2491,233493,230582,172200,58382,2911,0,0,0,2763,6246,62589,59942,0,2647
1954:Q2,44747,1439,8223,335,8,8,0,20141,16962,3179,0,0,2416,10886,1299,307993,0,0,2501,232735,230733,171915,58818,2002,0,0,0,2412,6187,64158,61587,0,2571
1954:Q3,36429,1264,6155,344,6,6,0,20204,16888,3316,0,0,2608,4482,1366,311460,0,0,2503,234566,234029,175045,58984,537,0,0,0,2308,6087,65996,63442,0,2554
1954:Q4,38774,1302,5567,370,1,1,0,20375,16950,3425,0,0,2445,7245,1469,318824,0,0,2505,240195,237857,178532,59325,2338,0,0,0,2366,5960,67798,65317,0,2481
1955:Q1,41930,1221,5564,374,7,7,0,20614,17157,3457,0,0,2472,10107,1571,316366,0,0,2508,236080,233485,173973,59512,2595,0,0,0,2220,5861,69697,67205,0,2492
1955:Q2,46832,1235,6987,370,8,8,0,20856,17305,3551,0,0,2333,13373,1670,316134,0,0,2507,234433,232883,172997,59886,1550,0,0,0,2145,5809,71240,68879,0,2361
1955:Q3,38561,1198,6179,352,4,4,0,20943,17371,3572,0,0,2229,5911,1745,319575,0,0,2507,236252,235344,175191,60153,908,0,0,0,2166,5810,72840,70583,0,2257
1955:Q4,40936,1168,5297,357,20,20,0,20938,17316,3622,0,0,2274,9070,1812,325388,0,0,2507,240077,238466,178189,60277,1611,0,0,0,2283,5795,74726,72504,0,2222
1956:Q1,44675,1127,7778,351,15,15,0,20894,17269,3625,0,0,2266,10322,1922,323009,0,0,2509,235799,234182,173724,60458,1617,0,0,0,2289,5853,76559,74433,0,2126
1956:Q2,46837,1076,7178,331,14,14,0,21138,17504,3634,0,0,2516,12544,2040,319389,0,0,2512,230350,229199,168502,60697,1151,0,0,0,2302,5943,78282,76193,0,2089
1956:Q3,39835,1231,6961,330,6,6,0,21167,17536,3631,0,0,2493,5387,2260,322218,0,0,2517,231549,230632,169476,61156,917,0,0,0,2367,6029,79756,77703,0,2053
1956:Q4,41570,1776,5009,330,9,9,0,21590,17946,3644,0,0,2350,8099,2407,328098,0,0,2526,235039,233683,172637,61046,1356,0,0,0,2608,6098,81827,79824,0,2003
1957:Q1,46674,1718,8235,340,20,20,0,21610,17915,3695,0,0,2455,9557,2739,330464,0,0,2533,233391,232013,171487,60526,1378,0,0,0,2534,6144,85862,83858,0,2004
1957:Q2,47029,1791,6467,326,18,18,0,21405,17668,3737,0,0,2638,11357,3027,328314,0,0,2544,227347,226421,166057,60364,926,0,0,0,2479,6166,89778,87786,0,1992
1957:Q3,42397,2045,7967,340,19,19,0,21631,17818,3813,0,0,2568,4667,3160,336337,0,0,2552,231295,230591,170669,59922,704,48,48,0,2427,6178,93837,91961,0,1876
1957:Q4,42333,2080,5145,301,13,13,0,22182,18257,3925,0,0,2261,7252,3099,342600,0,0,2562,233144,231465,171843,59622,1679,96,96,0,2769,6185,97844,96135,0,1709
1958:Q1,44549,2174,6857,270,55,55,0,22457,18464,3993,0,0,2123,7393,3220,343867,0,0,2578,232192,229917,170060,59857,2275,222,222,0,2667,6192,100016,98334,0,1682
1958:Q2,49237,2187,10556,274,26,26,0,22601,18551,4050,0,0,1946,8245,3402,348427,0,0,2590,234625,233403,173354,60049,1222,347,347,0,2606,6203,102056,100460,0,1596
1958:Q3,39798,2178,5516,300,7,7,0,23003,18900,4103,0,0,1816,3476,3502,351650,0,0,2593,235401,234110,173914,60196,1291,439,439,0,2674,6219,104324,102702,0,1622
1958:Q4,43828,2041,5453,327,3,3,0,23626,19291,4335,0,0,1723,7227,3428,361631,0,0,2600,242842,241244,181096,60148,1598,532,532,0,2832,6241,106584,105047,0,1537
1959:Q1,43507,1871,4986,320,2,2,0,24339,19580,4759,0,0,1692,6810,3487,363567,0,0,2606,242477,241163,181118,60045,1314,581,581,0,2802,6268,108833,107330,0,1503
1959:Q2,46419,2186,5914,331,6,6,0,25133,19950,5183,0,0,1687,7543,3619,366249,0,0,2621,243070,242044,182046,59998,1026,632,632,0,2679,6299,110948,109504,0,1444
1959:Q3,46445,2346,7379,320,15,15,0,25594,20113,5481,0,0,1702,5649,3440,372944,0,0,2626,247259,246320,186548,59772,939,739,739,0,2669,6327,113324,111932,0,1392
1959:Q4,45931,2110,6111,285,2,2,0,25682,20077,5605,0,0,1722,6578,3441,378813,0,0,2639,250333,249384,190148,59236,949,847,847,0,2903,6350,115741,114393,0,1348
1960:Q1,44550,1993,5762,280,47,47,0,25884,20355,5529,0,0,1822,5180,3582,377775,0,0,2652,246581,245603,186451,59152,978,947,947,0,3108,6371,118116,116824,0,1292
1960:Q2,46547,1928,8627,290,16,16,0,26175,20602,5573,0,0,1771,3926,3814,378312,0,0,2661,244884,243931,184325,59606,953,1049,1049,0,2997,6389,120332,119098,0,1234
1960:Q3,48138,1851,8918,280,4,4,0,26411,20740,5671,0,0,1761,5000,3913,382391,0,0,2673,246289,245897,186230,59667,392,1150,1150,0,3078,6406,122795,121605,0,1190
1960:Q4,47361,1693,7154,262,37,37,0,26678,20878,5800,0,0,1790,5613,4134,387873,0,0,2686,248820,248132,188350,59782,688,1252,1252,0,3359,6426,125330,124169,0,1161
1961:Q1,44375,1659,5382,300,36,36,0,27299,21414,5885,0,0,1792,3696,4211,388532,0,0,2691,246835,245901,185688,60213,934,1306,1306,0,3444,6447,127809,126689,0,1120
1961:Q2,45659,1868,7457,288,13,13,0,27148,21171,5977,0,0,1749,2818,4318,391507,0,0,2707,247672,247016,185994,61022,656,1360,1360,0,3211,6469,130088,128997,0,1091
1961:Q3,51019,2214,9428,300,37,37,0,27884,21776,6108,0,0,1798,5037,4321,399597,0,0,2723,252852,252416,191041,61375,436,1417,1417,0,3365,6493,132747,131687,0,1060
1961:Q4,50836,1911,7055,284,35,35,0,28340,22091,6249,0,0,1776,6875,4560,406524,0,0,2740,256702,255707,194206,61501,995,1474,1474,0,3618,6519,135471,134434,0,1037
1962:Q1,50542,1686,7435,290,38,38,0,29037,22737,6300,0,0,1780,5667,4609,409693,0,0,2748,257378,256084,194302,61782,1294,1554,1554,0,3410,6548,138055,137157,0,898
1962:Q2,53973,1665,10910,300,8,8,0,29620,23325,6295,0,0,1821,4887,4762,412929,0,0,2757,258002,256655,194009,62646,1347,1635,1635,0,3465,6579,140491,139629,0,862
1962:Q3,53512,1238,9864,270,5,5,0,29762,23468,6294,0,0,1886,5661,4826,416494,0,0,2749,258460,257712,194901,62811,748,1683,1683,0,3634,6612,143356,142522,0,834
1962:Q4,53841,1209,8098,269,0,0,0,30323,24002,6321,0,0,2005,7016,4921,425742,0,0,2760,264310,262772,199754,63018,1538,1734,1734,0,4051,6644,146243,145428,0,815
1963:Q1,54105,1265,8646,260,10,10,0,31006,24734,6272,0,0,2292,5653,4973,429274,0,0,2769,265011,263272,199827,63445,1739,1759,1759,0,3964,6677,149094,148305,0,789
1963:Q2,58416,1312,12595,254,59,59,0,31116,25187,5929,0,0,2545,5287,5248,432181,0,0,2779,265537,264048,199094,64954,1489,1786,1786,0,3758,6711,151610,150880,0,730
1963:Q3,57532,1237,10100,250,41,41,0,31288,25421,5867,0,0,2500,6850,5266,435158,0,0,2788,265321,264385,199333,65052,936,1790,1790,0,3925,6744,154590,153888,0,702
1963:Q4,57473,1229,7671,260,29,29,0,31848,25926,5922,0,0,2490,8571,5375,442616,0,0,2806,269212,267845,202211,65634,1367,1796,1796,0,4381,6775,157646,156959,0,687
1964:Q1,58020,1173,9058,260,21,21,0,32554,26620,5934,0,0,2553,7108,5293,445814,0,0,2825,269465,268229,202520,65709,1236,1793,1793,0,4268,6803,160660,159990,0,670
1964:Q2,60107,1053,11686,257,14,14,0,33196,27319,5877,0,0,2573,6057,5271,447756,0,0,2841,269020,267656,200805,66851,1364,1787,1787,0,3914,6827,163367,162774,0,593
1964:Q3,60986,940,10996,240,20,20,0,33987,28113,5874,0,0,2675,6923,5205,453978,0,0,2855,271891,270714,203501,67213,1177,1805,1805,0,4088,6851,166488,165913,0,575
1964:Q4,60522,1034,8165,272,12,12,0,34633,28760,5873,0,0,2734,8231,5441,462235,0,0,2830,276483,274261,206767,67494,2222,1826,1826,0,4476,6879,169741,169185,0,556
1965:Q1,61956,939,10202,260,18,18,0,35386,29547,5839,0,0,2770,7081,5300,465438,0,0,2864,276404,274096,206174,67922,2308,1850,1850,0,4483,6910,172927,172395,0,532
1965:Q2,65393,1677,13387,260,25,25,0,36062,30336,5726,0,0,2898,5695,5389,466122,0,0,2901,273954,271988,202972,69016,1966,1876,1876,0,4531,6944,175916,175282,0,634
1965:Q3,62579,1306,9080,250,47,47,0,36546,30789,5757,0,0,3096,6756,5498,468970,0,0,2949,273152,270884,201452,69432,2268,1861,1861,0,4790,6979,179239,178621,0,618
1965:Q4,63430,1396,6750,250,45,45,0,37540,31686,5854,0,0,3122,8880,5447,479162,0,0,3064,279407,276737,207025,69712,2670,1845,1845,0,5048,7013,182785,182186,0,599
1966:Q1,63821,1233,6716,250,67,67,0,38729,32660,6069,0,0,3330,8088,5408,483449,0,0,3242,279974,276864,206960,69904,3110,1830,1830,0,5035,7042,186326,185747,0,579
1966:Q2,67351,1103,13162,240,106,106,0,39376,33095,6281,0,0,3493,4335,5536,483581,0,0,3543,276740,272111,200411,71700,4629,1815,1815,0,5130,7070,189283,188976,0,307
1966:Q3,65573,1070,8758,230,547,547,0,40842,34268,6574,0,0,3964,4484,5678,489402,0,0,3740,278130,274208,202581,71627,3922,1800,1800,0,5401,7096,193235,192715,0,520
1966:Q4,66432,905,6370,220,1355,1355,0,41448,34557,6891,0,0,4371,6057,5706,500431,0,0,3963,284318,280293,208138,72155,4025,1783,1783,0,5831,7120,197416,196625,0,791
1967:Q1,68154,620,7334,250,1769,1769,0,43017,35964,7053,0,0,4868,4998,5298,506926,0,0,4176,286804,281315,209601,71714,5489,1770,1770,0,5723,7144,201309,200578,0,731
1967:Q2,63233,645,8451,270,1737,1737,0,43841,36689,7152,0,0,5435,-2588,5442,504370,0,0,4394,279856,272756,199980,72776,7100,1755,1755,0,6141,7168,205056,204134,0,922
1967:Q3,72295,926,8428,260,1345,1345,0,45283,37818,7465,0,0,5746,4825,5482,516983,0,0,4560,288270,281351,208290,73061,6919,1738,1738,0,6152,7188,209075,208208,0,867
1967:Q4,74704,1304,7525,267,1267,1267,0,46016,38199,7817,0,0,5839,6819,5667,531960,0,0,4646,298642,290462,216899,73563,8180,1720,1720,0,6483,7200,213269,212225,0,1044
1968:Q1,78908,1959,6850,330,1251,1251,0,47572,39354,8218,0,0,6066,9303,5577,541951,0,0,4870,304382,295845,222114,73731,8537,1702,1702,0,6200,7202,217595,216392,0,1203
1968:Q2,76974,2748,6502,321,1658,1658,0,48452,39883,8569,0,0,6248,5312,5733,543303,0,0,4930,301984,292526,217294,75232,9458,1684,1684,0,6046,7194,221465,220106,0,1359
1968:Q3,82187,3058,9687,350,1641,1641,0,49836,40901,8935,0,0,6309,5720,5586,555370,0,0,4976,309736,299259,223989,75270,10477,1670,1670,0,6095,7186,225707,224508,0,1199
1968:Q4,80374,3340,5119,368,1401,1401,0,50834,41573,9261,0,0,6414,7466,5432,563166,0,0,5062,312565,301225,225679,75546,11340,1654,1654,0,6467,7186,230232,229017,0,1215
1969:Q1,83672,3371,5837,350,1102,1102,0,51968,42461,9507,0,0,6850,8970,5224,567125,0,0,5108,312746,301194,225552,75642,11552,1635,1635,0,6124,7197,234315,233143,0,1172
1969:Q2,79803,3915,7073,352,472,472,0,53000,43218,9782,0,0,7203,2411,5377,559520,0,0,5166,301369,290326,213596,76730,11043,1610,1610,0,6090,7217,238068,237078,0,990
1969:Q3,82813,4076,7781,300,354,354,0,54096,44116,9980,0,0,7466,3254,5486,568707,0,0,5198,306203,296824,219837,76987,9379,1598,1598,0,5929,7239,242540,241617,0,923
1969:Q4,84244,4691,6915,211,104,104,0,55270,45039,10231,0,0,7333,4193,5527,579127,0,0,5334,311010,301974,224726,77248,9036,1573,1573,0,6389,7252,247569,246652,0,917
1970:Q1,87664,4872,8475,180,120,120,0,56165,45847,10318,0,0,7165,5114,5573,589212,867,400,5397,312982,304398,227467,76931,8584,1556,1556,0,6224,7321,254465,254148,0,317
1970:Q2,83307,4340,10152,202,117,117,0,56868,46420,10448,0,0,6971,-1003,5660,591207,867,400,5421,308576,300478,221776,78702,8098,1532,1532,0,5692,7333,261386,261069,0,317
1970:Q3,85940,3785,10612,360,113,113,0,57654,47158,10496,0,0,6809,943,5664,606752,867,400,5492,316086,308087,229196,78891,7999,1506,1506,0,5572,7344,269485,269181,0,304
1970:Q4,86418,3573,9809,463,7,7,0,58154,47621,10533,0,0,6556,2080,5776,624070,867,400,5556,325529,317451,237659,79792,8078,1498,1498,0,5351,7358,277511,277207,0,304
1971:Q1,86473,3672,6641,480,7,7,0,58602,48158,10444,0,0,6120,5220,5731,633351,1584,400,5654,327608,320237,239296,80941,7371,1484,1484,0,5349,7375,283897,283583,0,314
1971:Q2,86050,3149,10810,517,0,0,0,59476,49072,10404,0,0,5260,1137,5701,642267,1584,400,5797,331157,324021,241212,82809,7136,1463,1463,0,4956,7393,289517,289206,0,311
1971:Q3,89427,2053,11915,530,0,0,0,59991,49656,10335,0,0,5024,4120,5794,658057,1584,400,5911,340295,333600,249957,83643,6695,1445,1445,0,4877,7412,296133,295822,0,311
1971:Q4,92131,2192,13228,520,25,25,0,60279,50126,10153,0,0,4852,5194,5841,677245,1720,400,6046,353319,346291,261392,84899,7028,1426,1426,0,4228,7429,302677,302366,0,311
1972:Q1,93419,2897,9863,500,4,4,0,61102,50863,10239,0,0,4856,8420,5777,689052,2491,400,6219,357305,350191,264601,85590,7114,1401,1401,0,3945,7459,309832,309520,0,312
1972:Q2,89484,2989,12103,492,3,3,0,61225,51031,10194,0,0,4866,1974,5832,690783,2491,400,6372,353417,346318,257796,88522,7099,1383,1383,0,3512,7498,315710,315398,0,312
1972:Q3,92456,2785,11695,610,3,3,0,62093,52010,10083,0,0,4693,4711,5866,703389,2491,400,6483,358627,351066,261550,89516,7561,1362,1362,0,3754,7540,322732,322420,0,312
1972:Q4,94879,2627,13287,606,8,8,0,62128,52668,9460,0,0,4033,6244,5946,723705,2491,400,6579,371410,363483,272428,91055,7927,1340,1340,0,4429,7581,329475,329163,0,312
1973:Q1,101901,2814,14865,770,13,13,0,63114,53815,9299,0,0,4143,10116,6066,739331,2767,400,6667,379432,371244,279503,91741,8188,1318,1318,0,4183,7624,336940,336628,0,312
1973:Q2,95347,2810,15029,730,6,6,0,62519,54250,8269,0,0,4476,3610,6167,741305,2767,400,6860,375107,367336,272356,94980,7771,1300,1300,0,4250,7671,342950,342638,0,312
1973:Q3,94185,2810,9834,590,4,4,0,64506,55277,9229,0,0,4378,5824,6239,748026,2767,400,6924,373692,365479,270401,95078,8213,1284,1284,0,4491,7717,350751,350439,0,312
1973:Q4,100209,2887,12642,439,6,6,0,64804,55933,8871,0,0,4307,8202,6922,763130,2767,400,7001,380560,372203,276350,95853,8357,1269,1269,0,5219,7756,358158,357846,0,312
1974:Q1,100047,3101,10797,590,8,8,0,63240,54443,8797,0,0,4516,10595,7200,773417,2767,400,6988,383530,374816,278582,96234,8714,1249,1249,0,4918,7789,365776,365776,0,0
1974:Q2,96086,3371,12109,446,0,0,0,64771,55099,9672,0,0,4740,3898,6751,776347,2767,400,7085,381384,372699,271853,100846,8685,1227,1227,0,5039,7816,370629,370629,0,0
1974:Q3,101943,4159,11155,490,0,0,0,67585,56496,11089,0,0,5097,6768,6689,788784,2723,400,7188,384868,376391,251769,124622,8477,1196,1196,0,5567,7842,379000,379000,0,0
1974:Q4,105967,4312,8254,477,0,0,0,72220,59586,12634,0,0,5305,8481,6918,809407,2809,400,7333,395294,387067,261883,125184,8227,1163,1163,0,6165,7871,388372,386649,0,1723
1975:Q1,109921,4655,8945,650,0,0,0,74499,61597,12902,0,0,5402,8729,7041,841926,2862,400,7500,414727,406793,278231,128562,7934,1159,1159,0,10140,9015,396123,394581,0,1542
1975:Q2,108550,4625,11293,492,0,0,0,78611,63588,15023,0,0,5924,438,7167,868477,2836,500,7711,436626,428741,294758,133983,7885,1117,1117,0,10737,9394,399556,398180,0,1376
1975:Q3,119093,4662,12848,650,0,0,0,82294,65263,17031,0,0,6315,5002,7322,900346,2671,500,7910,459039,451163,319044,132119,7876,1100,1100,0,11616,9433,408077,406855,0,1222
1975:Q4,124472,4571,11153,572,0,0,0,85642,66499,19143,0,0,6495,8458,7581,934955,2685,500,8170,484853,476979,343752,133227,7874,1073,1073,0,11791,10152,415731,414606,0,1125
1976:Q1,133421,4801,10233,620,0,0,0,89082,69248,19834,0,0,6499,14398,7788,968868,2653,500,8318,508438,500032,365380,134652,8406,1051,1051,0,13549,10053,424306,423245,0,1061
1976:Q2,134829,5759,17935,724,0,0,0,87513,68816,18697,0,0,6882,8014,8002,988700,2629,500,8657,524055,515607,372629,142978,8448,1029,1029,0,14559,10387,426884,425934,0,950
1976:Q3,144045,6752,19881,570,0,0,0,91881,72390,19491,0,0,6984,9648,8329,1016548,2654,800,8556,540824,532091,388895,143196,8733,997,997,0,16438,10440,435839,435048,0,791
1976:Q4,142420,7005,14990,731,0,0,0,93791,74228,19563,0,0,6949,12988,5966,1044583,2665,1200,8659,558730,550401,402836,147565,8329,982,982,0,17920,10751,443676,443026,0,650
1977:Q1,143970,7452,11898,590,0,0,0,95203,75423,19780,0,0,6768,15976,6083,1071195,2659,1200,8648,575265,567090,417402,149688,8175,949,949,0,19239,10803,452432,451856,0,576
1977:Q2,140924,7500,19148,810,0,0,0,95956,74974,20982,0,0,6583,4519,6408,1080497,2674,1200,8765,575703,567606,413050,154556,8097,919,919,0,20153,10970,460113,459632,0,481
1977:Q3,153297,7350,21995,760,0,0,0,100508,78243,22265,0,0,7037,9039,6608,1109350,2669,1200,8864,601311,593712,429469,164243,7599,894,894,0,21146,11069,462197,461802,0,395
1977:Q4,152694,7605,14626,878,0,0,0,103554,79809,23745,0,0,6187,13044,6800,1138743,2787,1250,8909,621737,614181,445890,168291,7556,869,869,0,21125,11422,470644,470644,0,0
1978:Q1,157218,7429,9099,690,0,0,0,107756,83502,24254,0,0,7376,17733,7135,1170042,2837,1250,9045,640974,633741,461467,172274,7233,845,845,0,22235,11475,481381,481381,0,0
1978:Q2,161172,7128,20073,1051,0,0,0,110697,85586,25111,0,0,7836,7122,7265,1184821,2843,1250,9142,644960,637824,462538,175286,7136,818,818,0,22851,11781,491176,491176,0,0
1978:Q3,178649,7188,25109,946,0,0,0,117147,90054,27093,0,0,8077,12747,7435,1211071,2939,1300,9271,665986,659402,474270,185132,6584,792,792,0,23953,11848,494982,494982,0,0
1978:Q4,180237,5402,18652,942,0,0,0,120341,92375,27966,0,0,8912,18204,7784,1238549,2989,1300,9383,681346,675125,478139,196986,6221,772,772,0,25524,12112,505123,505123,0,0
