date,U.S. national income,Households and nonprofit organizations; compensation of employees received,Households and nonprofit organizations; wages and salaries received (IMA),Households and nonprofit organizations; supplements to wages and salaries,Nonfinancial business; proprietors' income with IVA and CCAdj,Nonfinancial noncorporate business; rental income of persons with CCAdj,Corporate business; corporate profits before tax including IVA and CCAdj,Corporate business; corporate profits before tax with IVA excluding CCAdj,Corporate business; corporate profits before tax excluding IVA and CCAdj,Nonfinancial corporate business; corporate profits before tax excluding IVA and CCAdj,Domestic financial sectors; corporate profits before tax excluding IVA and CCAdj,Rest of the world; corporate profits before tax excluding IVA and CCAdj,Corporate business; taxes on corporate income (accrual basis),Nonfinancial corporate business; taxes on corporate income,Domestic financial sectors; taxes on corporate income,Corporate business; corporate profits after tax excluding IVA and CCAdj,Corporate business; net dividends paid,Nonfinancial corporate business; net dividends paid,Domestic financial sectors; net dividends paid,Rest of the world; net dividends paid,Corporate business; undistributed corporate profits excluding IVA and CCAdj,Nonfinancial corporate business; undistributed corporate profits excluding IVA and CCAdj,Domestic financial sectors; undistributed corporate profits excluding CCAdj,Rest of the world; undistributed corporate profits,Nonfinancial corporate business; inventory valuation adjustment (IVA),Corporate business; capital consumption adjustment (CCADj),Nonfinancial corporate business; capital consumption adjustment (CCADj),Domestic financial sectors; capital consumption adjustment (CCAdj),National income; net interest and miscellaneous payments,General government; taxes on production and imports, receivable (IMA),General government; subsidies paid,Nonfinancial business; other current transfers paid,Households and nonprofit organizations; other current transfers received (IMA),General government; other current transfers received from business,Rest of the world; other current transfers received,General government; operating surplus, net,U.S. national income,Private domestic sectors; consumption of fixed capital, structures, equipment, and intellectual property products, current cost basis,General government; consumption of fixed capital, structures, equipment, and intellectual property products, current cost basis (NIPA basis),Gross domestic product (GDP); statistical discrepancy (calculated from components),Rest of the world; net income payments to the U.S.,Gross domestic product (GDP); sum of pieces
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1961:Q1,480301,303112,273789,29323,52327,16918,50242,49103,49179,37241,8550,3388,19956,17096,2860,29223,14264,10256,1636,2372,14959,9889,4054,1016,-76,1139,1339,-200,11340,45776,1572,1851,1320,531,0,307,480301,49124,20372,-1203,3576,545017
1961:Q2,489937,307313,277633,29680,52646,17084,54482,53111,52095,40661,8257,3177,21424,18660,2764,30671,14308,10464,1624,2220,16363,11537,3869,957,1016,1371,1562,-191,11851,46463,2008,1870,1340,530,0,236,489937,49541,20643,-1174,3400,555546
1961:Q3,499689,312320,282252,30068,53325,17286,57243,55357,55033,43463,8226,3344,22716,19964,2752,32317,14608,10536,1600,2472,17709,12963,3874,872,324,1886,2065,-179,12205,47256,2172,1915,1368,547,0,311,499689,49991,20970,516,3502,567664
1961:Q4,514227,318939,288403,30536,54494,17512,61816,59131,59311,47677,8278,3356,24716,21956,2760,34595,15172,11048,1608,2516,19423,14673,3910,840,-180,2685,2846,-161,12927,48377,2304,1968,1416,552,0,498,514227,50472,21304,-1793,3597,580613
1962:Q1,523402,325482,293276,32206,55324,17739,62551,58784,58340,46562,8406,3372,23144,20488,2656,35196,15324,11392,1576,2356,19872,14682,4174,1016,444,3767,3906,-139,12734,49396,2284,2034,1480,554,0,426,523402,50987,21715,1511,3601,594014
1962:Q2,530535,331427,298747,32680,54966,17950,62521,57902,58026,45729,8673,3624,22860,20128,2732,35166,15792,11680,1540,2572,19374,13921,4401,1052,-124,4619,4746,-127,13697,49906,2384,2091,1532,559,0,361,530535,51514,22015,297,3992,600367
1962:Q3,536928,334241,301175,33066,54888,18150,64244,59005,59757,47292,8749,3716,23552,20796,2756,36205,15992,11880,1556,2556,20213,14616,4437,1160,-752,5239,5367,-128,14175,50888,2216,2146,1572,574,0,412,536928,52056,22493,1602,4051,609026
1962:Q4,544923,337658,304234,33424,55760,18343,66857,61230,60694,47764,8554,4376,23628,20952,2676,37066,16196,11408,1588,3200,20870,15404,4290,1176,536,5627,5769,-142,14587,51338,2208,2197,1612,585,0,391,544923,52612,22997,-3523,4730,612281
1963:Q1,551840,342654,307962,34692,55974,18542,67196,61412,60428,47875,8410,4143,23720,20924,2796,36708,16596,12056,1788,2752,20112,14895,3826,1391,984,5784,5950,-166,14346,52005,2032,2438,1796,642,0,717,551840,53182,23336,-2178,4507,621672
1963:Q2,560856,347560,312356,35204,55800,18687,70229,64280,64064,51843,8265,3956,25412,22672,2740,38652,16944,12424,1980,2540,21708,16747,3545,1416,216,5949,6123,-174,14542,52938,2176,2520,1836,684,0,756,560856,53801,23726,-4296,4337,629752
