1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015:Q3,991263,991263,201257,349055,57750,291305,440951,100058,36080,71791,121968,0,16009,95045,0,0,0,991263,135588,73510,0,0,0,0,8975,48773,40499,44138,437655,13505,4994,19537,63260,100829
2015:Q4,941493,941493,179017,329283,44108,285175,433193,102750,42812,81032,66869,0,5659,134071,0,0,0,941493,139396,72950,0,0,0,0,9178,44440,39586,44454,389235,10858,5466,19472,62191,104267
2016:Q1,1021136,1021136,184673,347249,57252,289997,489214,111611,51915,82799,66355,0,5583,170951,0,0,0,1021136,138410,70355,0,0,0,0,10649,46794,39455,42838,396733,25279,5502,20276,122378,102467
2016:Q2,1015897,1015897,185663,336065,61747,274318,494169,120213,53932,84731,68469,0,4599,162225,0,0,0,1015897,147987,70810,0,0,0,0,12557,47395,39325,47184,339858,18580,5566,17024,160117,109494
2016:Q3,911319,911319,176268,279221,61295,217926,455830,108049,49765,85227,67283,0,2834,142672,0,0,0,911319,161276,72725,0,0,0,0,17640,49047,39194,49138,157393,17505,5839,13587,198024,129951
2016:Q4,884870,884870,180783,270095,44597,225498,433992,94740,49183,80325,71419,0,2202,136123,0,0,0,884870,132530,73438,0,0,0,10,20269,46621,39063,56200,146370,20089,5939,13773,189816,140752
2017:Q1,937154,937154,195512,303998,47027,256971,437644,91608,44133,76492,67786,0,3278,154347,0,0,0,937154,135989,74746,0,0,0,0,17160,45754,40018,54068,168105,27829,5451,11719,221792,134523
2017:Q2,925651,925651,194666,312612,47964,264648,418373,91337,44063,74924,69070,0,3300,135679,0,0,0,925651,145288,74775,0,0,0,0,14500,43386,40973,53154,174093,25818,5985,11936,196085,139658
2017:Q3,982360,982360,206063,368882,61272,307610,407415,92878,44488,71978,69298,0,4281,124492,0,0,0,982360,127454,75384,0,0,0,0,12686,41826,41927,54860,195369,76879,6027,11740,213053,125155
2017:Q4,965933,965933,206670,362037,45111,316926,397226,75512,38067,64965,72150,0,4428,142104,0,0,0,965933,123727,77664,0,0,0,0,11351,38070,42882,53977,200018,71048,6392,9307,196073,135424
2018:Q1,1048476,1048476,242010,391428,57943,333485,415038,84723,42981,60573,66943,0,2981,156837,0,0,0,1048476,127799,76292,0,0,0,149,9722,35532,41559,55288,214698,63911,7151,15419,250909,150047
2018:Q2,1051523,1051523,240837,375964,62765,313199,434722,90141,44425,68144,69341,0,3887,158784,0,0,0,1051523,133908,78286,0,0,0,434,8557,33553,40236,55331,224892,74634,7406,13292,238258,142736
2018:Q3,1045550,1045550,223580,392612,67160,325452,429358,93324,40506,75976,65094,0,5046,149412,0,0,0,1045550,141763,79646,0,0,0,239,8521,34322,38914,54671,249913,43180,6701,16817,233323,137540
2018:Q4,995971,995971,196467,368346,51508,316838,431158,87495,40788,80888,64605,0,5933,151449,0,0,0,995971,162126,78209,0,0,0,179,9198,33149,37591,52116,238124,10865,6882,11448,231357,124727
2019:Q1,1071231,1071231,241104,387676,64186,323490,442451,81598,37901,82749,64712,0,6179,169312,0,0,0,1071231,168856,78049,0,0,0,271,10550,33373,36975,19597,313448,8590,7624,13916,263546,116436
2019:Q2,1090408,1090408,236578,413874,73812,340062,439956,78957,38619,84583,65392,0,6379,166026,0,0,0,1090408,178111,77049,0,0,0,429,10135,33841,36360,16809,343606,28457,6920,11972,231053,115666
2019:Q3,1074907,1074907,216317,456172,67185,388987,402418,68713,38449,81028,59801,0,3834,150593,0,0,0,1074907,207804,77145,0,0,0,436,8960,32204,35745,11803,346189,50276,6938,13773,146520,137114
2019:Q4,1045248,1045248,194530,452790,57762,395028,397928,68396,38500,75932,63533,0,5860,145707,0,0,0,1045248,217568,77573,0,0,0,709,9665,28757,35129,12375,323751,52564,7141,8544,141259,130213
2020:Q1,1088765,1088765,243129,423605,63912,359693,422031,80011,51115,80665,61726,0,5414,143100,0,0,0,1088765,227784,76540,0,27546,0,1160,11061,38340,35502,16317,314459,38495,8191,20710,172758,99902
2020:Q2,1006631,1006631,166104,437393,72240,365153,403134,84499,43310,86721,50836,0,4887,132881,0,0,0,1006631,219935,75148,0,11756,0,686,13406,34836,35152,10309,297606,46135,7490,13009,134830,106333
2020:Q3,956940,956940,122229,455972,61201,394771,378739,89541,36150,87763,42465,0,3571,119249,0,0,0,956940,238656,76148,0,3898,0,299,13257,40386,34873,10243,241367,44903,6180,11027,147507,88196
2020:Q4,986898,986898,132202,463809,48786,415023,390887,99237,35889,90618,41832,0,5152,118159,0,0,0,986898,255886,77148,0,1992,0,340,8893,33976,34363,8615,232254,49876,7291,8211,182781,85272
2021:Q1,1105201,1105201,144023,505974,52132,453842,455204,106347,40718,86175,41524,0,5516,174924,0,0,0,1105201,235649,78148,0,110,0,162,9217,31091,33959,15332,275891,53926,6957,9206,253762,101791
2021:Q2,1085403,1085403,131976,524227,58478,465749,429200,105803,41978,84715,40875,0,6522,149307,0,0,0,1085403,268163,79148,0,0,0,75,10237,31768,33404,18398,236107,49756,5391,11670,235447,105839
2021:Q3,1071401,1071401,122448,554908,60143,494765,394045,84531,33526,73141,38912,0,6482,157453,0,0,0,1071401,274255,80148,0,0,0,26,9089,33765,32950,17359,249649,46719,4720,13999,204838,103884
2021:Q4,1014172,1014172,138243,485468,53808,431660,390461,80282,35929,88150,37614,0,8129,140357,0,0,0,1014172,271261,81148,0,0,0,3,7442,27869,32371,19134,226244,48542,4689,11499,175824,108146
