1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q3,4798012,3206478,527023,6554,4103,483095,97816,26948,7464,-9116,153868,42358,365604,37756,-174915,23907,-931,3018451,1291709,484419,85154,138550,18328,328733,32791,9213,16885,-83172,154046,145156,7469,62050,116030,0,80861,48963,20858,25666,34595,147,1779561
2000:Q4,4777519,3173669,549183,6390,3767,483385,100691,24756,5607,-7373,151379,46130,386296,38094,-203893,23971,-4533,4198987,2424097,506237,85668,123322,19277,328656,33481,6598,18896,-73722,158521,145059,8216,66503,113187,0,63374,51723,21746,62685,35202,261,578532
2001:Q1,4635429,3076728,562973,6478,3148,483645,110113,24506,3459,-11900,135546,65588,413676,37983,-232005,22878,-67387,4476184,2724771,534204,86205,124143,19254,330631,32974,7071,29899,-73909,208714,112454,9350,44567,92241,0,62923,55017,21985,12794,40634,261,159245
2001:Q2,4660814,3110500,576763,6357,2385,464343,102178,23443,6047,-16990,143414,65565,420666,37862,-147396,24191,-158513,4600078,2753629,566020,86547,126143,20168,328846,31551,7787,29858,-75736,208647,107798,9394,53894,85218,0,63688,42900,22809,91277,39378,261,60736
2001:Q3,4490662,2894416,590553,6392,2206,529659,106758,24491,5468,-20151,162148,81760,416311,37594,-152837,24729,-218835,4899233,2960310,594187,86431,118756,20444,400919,39655,8182,39528,-77385,215151,104413,10211,46713,83265,0,71510,50644,22701,60806,42531,261,-408572
2001:Q4,4753010,3003619,604343,6217,1150,414671,89034,28996,3768,69181,163916,84637,419128,38145,-42197,26461,-158059,5586635,3420429,633503,86032,107588,20305,384092,32037,12477,27274,54981,200496,100699,10000,60431,78465,0,68910,67465,22385,157194,41671,201,-833625
2002:Q1,4705369,3026932,609023,6304,1769,411651,70794,29741,5170,72065,179096,77719,426331,38624,-90172,26329,-186007,5589423,3377570,642418,85526,102066,21173,435692,31833,13476,42659,49074,187002,101814,8893,52237,90188,0,68694,64567,22751,146593,44996,201,-884054
2002:Q2,4678172,2952829,613703,6176,1668,478599,100008,28749,4770,71245,190030,86801,431081,39073,-80370,28151,-274341,5784065,3486186,651599,85787,91269,21006,489309,34049,14050,33136,49834,193798,106388,66334,56539,76972,0,74141,66483,23529,115988,47466,201,-1105892
2002:Q3,4706262,2797689,618384,6203,2617,514239,110616,30305,5585,66530,220686,104508,448164,40331,-51604,29278,-237269,6014805,3631828,660779,86797,85896,20094,537431,34265,13784,32255,48346,202895,107475,64247,61212,71989,0,85291,73977,23635,122501,49907,201,-1308543
2002:Q4,4710030,2885188,623064,6028,827,525258,108984,28286,5694,75506,178777,120039,446097,40920,-113357,35103,-256384,6236514,4123731,423300,87554,80245,19616,566342,36267,6439,32843,49734,197616,103642,70232,51375,78481,0,90867,81075,25019,59298,52654,184,-1526484
2003:Q1,4874299,2927439,628911,6106,290,550223,105602,29829,6301,84928,226802,110033,449087,39699,-110709,33175,-213417,6247129,4072697,426352,86598,76588,19309,583964,35444,7899,33130,56771,215391,107567,70813,45320,79185,0,92224,89392,24702,67457,56142,184,-1372829
2003:Q2,5179061,3087613,634758,5977,993,590262,138088,31088,6803,89045,240306,111077,467719,40473,-91921,30974,-204194,6166573,3915388,429952,87484,73996,18852,607513,45173,6790,31496,52701,223613,106775,77020,36884,83219,0,101080,102031,25197,84760,56464,184,-987512
2003:Q3,5240793,3098311,640605,6000,1021,637973,115544,34066,6772,88134,224832,100183,534975,40336,-105000,38348,-221307,6123248,3863144,432820,87519,73991,18510,637845,33339,6262,25725,50047,213531,102405,78662,38061,84622,0,105571,114464,26512,68625,61409,184,-882455
2003:Q4,5308638,3229500,646452,5823,691,606397,109587,31704,7427,106525,202358,82382,536715,42465,-106242,36834,-229980,5642291,3478104,436910,87919,69800,18231,590098,29571,4268,24599,35419,207785,100831,84295,33201,95169,0,109362,120546,29269,24202,62504,208,-333653
2004:Q1,5401807,3270875,663644,5895,1338,617899,110219,34552,7995,103393,247935,99980,548580,44172,-116095,38149,-276725,5706636,3447581,483904,88324,72813,18117,579294,28016,4618,27691,23749,228887,100738,83927,36278,149934,0,104287,110748,32149,20259,65114,208,-304830
2004:Q2,5494491,3312981,680836,5759,1436,601744,97651,36875,9376,102182,245989,76575,538878,42640,-58090,38638,-238979,5786767,3475422,530989,88675,66389,17857,625434,32705,3856,27368,21744,224931,106651,92430,39919,95451,0,102724,97777,34210,35107,66920,208,-292276
2004:Q3,5523459,3273285,698028,5780,3861,607988,107818,40032,9245,113610,245078,87752,536638,45385,-53185,38820,-236676,5980168,3531967,577944,89073,84737,17707,705945,32191,6362,23919,23056,222921,103896,85542,36815,99145,0,109394,98297,36590,29617,64841,208,-456708
2004:Q4,5815355,3430959,715220,5598,1937,663260,107427,42480,9326,122440,220190,75301,532245,50755,-46344,35822,-151261,5941854,3421327,626194,89301,58048,18575,730367,30802,5217,24028,37267,224339,104533,93666,43782,117819,1335,113852,94477,40350,-94,66405,264,-126499
2005:Q1,5893361,3526278,750894,5598,2018,684649,121633,42831,8742,117341,238200,85761,498175,47284,-144951,36166,-127258,6048497,3419489,678063,88673,61609,17551,713864,30247,5511,31342,39318,231729,103250,93345,27415,131708,2554,135198,86310,43233,39929,67895,264,-155136
2005:Q2,5941527,3652478,786569,5533,2370,663738,120019,42026,12056,122084,233225,85452,510612,50200,-141475,37830,-241190,6220881,3561290,730042,89217,70159,17898,714322,33459,5128,27530,41160,227484,101153,97766,21467,128275,2638,124607,88108,46009,23155,69749,264,-279354
2005:Q3,6093333,3751787,822243,5550,3053,644037,142875,41832,14181,138048,235759,83907,544906,52211,-127824,40067,-299299,6365643,3686650,780264,89985,84545,17324,720197,35717,5353,25614,42302,236431,98680,97257,33383,127698,3394,75986,37991,48234,45011,73363,264,-272311
2005:Q4,6093080,3815510,857917,5360,3052,652996,118028,42159,11944,130742,204114,72625,469391,55268,-147579,41105,-239553,6512889,3700556,832140,89943,83305,18143,747442,34226,5305,24055,46849,239585,98150,98986,32530,123778,4798,117830,46667,51928,40002,76442,229,-419809
2006:Q1,6150059,3785053,894069,5426,3783,712133,133113,41559,9903,131843,218439,82858,457430,52836,-121375,42213,-299224,6794657,3597626,910295,90070,65961,17484,692478,38255,6122,28000,30881,241765,434886,138534,25475,152830,7915,109431,26443,50818,66565,62594,229,-644598
2006:Q2,6039132,3738980,930221,5283,3923,695634,158244,41740,9792,129964,220388,95015,448428,55644,-95686,43117,-441555,7183627,3824420,988009,90024,77251,17659,714166,40496,8460,22317,36383,245054,441622,133372,44334,153210,10594,114048,13556,54289,89423,64711,229,-1144495
2006:Q3,6118060,3827566,966373,5296,4658,713994,143894,38976,12604,133069,227329,81620,454464,58826,-74864,43279,-519024,7333067,3830359,1065728,90665,81894,17785,756393,41745,6127,24547,38412,263461,448358,135176,44680,160876,11395,122828,-4556,54924,79750,62291,229,-1215007
2006:Q4,6044243,3853605,1002525,5095,4559,598438,136667,37746,9215,133852,222759,84670,469360,62970,-75613,48727,-550332,7262994,3849572,1144238,90989,83259,17026,635915,37571,5944,28939,27017,275214,455093,140019,47225,150384,14699,114651,11119,59739,8071,66001,309,-1218751
2007:Q1,6151074,4016079,1025997,5163,4935,571096,155447,36833,10451,141009,240635,78892,427696,58464,17433,45786,-684842,7455727,3894846,1213446,91270,94566,16772,601959,41262,6380,36209,41105,280665,463145,138599,52327,151371,17345,123531,6570,54795,54583,74671,309,-1304653
2007:Q2,6503982,4142010,1049469,5011,4623,673864,161972,36510,8303,143323,236528,87891,427656,57346,95882,47862,-674268,7476302,3771774,1282631,91030,76715,17388,590653,44742,8666,36772,35878,291947,471196,142986,49086,146996,17354,140335,9412,57461,118272,74699,309,-972320
2007:Q3,6526840,4235769,1072940,5015,4864,711457,165964,34611,3527,149553,252039,89188,435503,62293,-13750,50014,-732147,7664044,3778554,1351912,91689,87100,16715,680247,53033,8571,35038,35697,297120,479247,149309,69975,152271,23378,135466,14097,56887,78926,68503,309,-1137204
2007:Q4,6462103,4183372,1096412,4861,2476,662315,161494,26167,3600,141348,241758,92013,440215,67602,-48148,49774,-663156,8244277,4186186,1422152,91370,92957,16474,677558,45920,12061,33531,36704,323306,487298,147068,72377,156331,28906,141695,21288,55380,129001,66350,364,-1782174
2008:Q1,6251247,3993699,1124984,4562,1461,691555,178210,26810,7600,143316,255418,106532,448511,65996,-83706,45476,-759177,8678884,4383903,1429255,92065,104234,16260,810147,61677,12752,37067,74715,333985,487392,143014,43535,157136,36019,127384,25371,57228,169538,75843,364,-2427637
2008:Q2,6118994,3930059,1153556,4484,883,609934,152204,27311,3200,130716,263948,100445,449580,64721,-125529,53332,-699850,8530162,4294873,1438063,89990,102845,15194,760154,42716,13518,35103,76930,325438,487486,142179,43101,172971,40775,128375,38206,59720,141201,80959,364,-2411168
2008:Q3,5977124,3760023,1182128,4404,2307,615410,163506,23564,1900,138008,209273,117672,463878,67207,-218522,48205,-601839,9342383,4920848,1446013,68258,109419,14863,874264,53686,12841,28728,116782,341822,487580,133837,42094,159608,37561,107743,56069,61302,197664,71038,364,-3365259
2008:Q4,5916785,3686639,1210699,4322,419,574095,206061,21705,4700,125307,229830,139695,465445,64878,-322111,52501,-547400,10150906,5679387,1456232,61997,125353,15118,1018362,48959,11074,30012,142882,405560,487674,118226,43635,124953,35728,99113,61548,54570,55364,74923,236,-4234122
2009:Q1,5813807,3556918,1218861,4241,1078,495977,178572,21833,20742,141275,205873,171341,458968,65559,-312310,91300,-506421,10397887,5874269,1444412,64692,124817,24009,955503,49979,10009,35388,169660,409069,494634,109424,49652,88513,51252,109651,68083,61930,72560,130146,236,-4584080
2009:Q2,5891748,3708066,1227023,4156,2512,493992,140059,20838,20906,132792,184379,172587,429464,62035,-302755,93863,-498169,9832154,5413295,1431541,58718,127508,45981,877561,49512,9063,32092,137085,387249,501595,109678,31691,105998,58480,127222,61518,59990,75398,130743,236,-3940406
2009:Q3,6191973,3931689,1235185,4069,2056,483004,147362,26749,20746,139243,196416,192544,412723,59897,-234696,89805,-514819,9169441,4854177,1418399,47312,119531,56351,797537,41778,8010,30502,110750,391198,508556,110384,32218,129838,62730,104658,71137,59771,85877,128492,236,-2977468
2009:Q4,6437006,4103166,1243347,3980,-4281,603063,120753,24996,19363,127057,165097,201562,363747,59594,-217232,102554,-479760,9212340,4894097,1405123,94326,141874,64568,748333,44512,6529,30611,85891,365085,515516,120241,45732,144530,74528,100313,71107,64794,50582,143779,269,-2775334
2010:Q1,6285075,4152442,1225800,3891,-5305,483770,134361,22204,11364,144540,176310,98272,357411,62948,-220681,98140,-460392,9163589,4870527,1422746,94012,115676,67607,672760,44206,7462,30885,119146,375333,519055,122979,31446,134694,71476,129453,78655,65803,50432,138967,269,-2878513
2010:Q2,6261982,4094907,1213539,3799,-5754,435106,147221,26116,11963,125014,208169,89377,355950,60034,-238648,96944,-361755,9824276,5445019,1439431,74816,120965,66759,735129,43575,13277,29562,132882,383730,522594,124709,34097,95389,83947,120092,91369,64028,65386,137251,269,-3562294
2010:Q3,6475699,4252437,1201278,3704,-8276,442067,158478,21563,12383,134490,191279,90094,355092,70099,-211625,103143,-340507,9360359,5030842,1456466,80309,118554,65799,667021,42894,12091,31535,121920,372594,526132,127054,42514,103189,88475,146441,76849,68739,46297,134374,269,-2884660
2010:Q4,6273702,4337083,1189017,3607,21659,422817,121762,19999,11092,134686,179459,115930,187768,63680,-245863,99368,-388362,7149680,2982467,1474558,84480,114181,81483,573831,29193,11015,71894,152138,333586,529671,135476,22399,-468,97038,148632,76925,66136,27404,137362,279,-875978
2011:Q1,6311568,4482238,1183755,3511,-6901,380069,122323,18773,11618,141631,181968,75624,184688,68362,-268110,104578,-372559,7074247,2821195,1489410,83570,103067,91127,565817,42698,10875,80811,143803,346672,554104,117999,13908,89779,103334,108822,71230,75910,12828,147009,279,-762679
2011:Q2,6360981,4462421,1178493,3410,-11259,390519,135013,17170,12185,143631,187241,78163,178108,70355,-221241,107142,-370370,7230332,2779708,1502305,83315,96332,103218,570748,47923,11948,70704,161107,357544,565175,121567,54875,172482,103106,109190,64720,79191,22995,151900,279,-869351
2011:Q3,6196548,4259442,1173230,3307,-697,379456,164408,20168,11454,144252,213912,79803,198029,73530,-251726,107821,-379841,8738069,3787645,1515709,83011,113166,102213,714569,44939,16687,63284,196302,416431,576242,123481,19047,340945,106253,153984,87814,79997,53172,142899,279,-2541521
2011:Q4,6481182,4549045,1167968,3201,1926,350544,165665,14827,12446,136052,202086,74537,204003,70813,-258670,111265,-324526,8093071,3379866,1528814,83211,113796,124030,643926,44219,11808,59009,180247,392145,587305,124089,51616,132976,104809,148492,83013,74655,84704,140073,269,-1611889
2012:Q1,6824888,4835318,1180909,3095,4361,359427,156272,14407,13216,139888,92638,72750,209556,86205,-418248,357758,-282664,7853073,3110467,1566672,80169,97822,19591,515443,49910,12004,67479,171460,382735,595833,116266,12189,138749,111875,150059,81021,80996,87793,404271,269,-1028185
2012:Q2,6833755,4913176,1193849,2986,743,360780,151125,13054,13080,140457,92236,73985,198460,82714,-423629,349915,-329176,8469133,3632580,1603313,79878,101941,20611,584488,45588,16033,61216,181533,391143,604351,121375,13109,157536,104376,135949,69881,83257,89711,370995,269,-1635378
2012:Q3,6894167,5021965,1206790,2873,7503,366836,164627,13621,14420,160768,182134,71065,194731,105150,-597934,259225,-279607,8040715,3309455,1640135,79643,103722,19688,536253,54288,13156,60648,167886,396525,612863,124121,11906,169583,120504,139629,63021,91295,83625,242500,269,-1146548
2012:Q4,6934738,5077543,1219731,2758,6960,336016,142181,12183,12726,148759,282007,69150,200979,96259,-717607,254523,-209430,7776831,3021442,1676017,79752,99774,19655,512715,43919,11089,59777,165744,402257,621368,121307,34184,171225,115215,152575,57288,100394,65616,245218,300,-842093
2013:Q1,7034835,5159997,1230182,2643,7779,349596,141148,11603,15283,165887,283775,66204,204280,89359,-677969,248321,-263253,7645024,2872744,1730313,80527,98048,21195,426387,52838,11427,67910,154536,411768,628866,122299,13635,206993,104749,167897,47831,105873,74218,244670,300,-610188
2013:Q2,6845588,5006680,1240633,2524,4445,420274,134068,10983,15547,165509,297422,69259,200499,91615,-725744,249612,-337738,7773158,2896767,1783151,75479,95546,22873,465627,67312,12042,68698,153468,419315,636377,122054,23734,209689,69618,167708,45328,112346,82454,243271,300,-927570
2013:Q3,6893237,5026128,1251085,2402,8825,405424,122545,10468,15431,168788,290143,68688,206164,75713,-670969,254493,-342091,7424619,2599403,1836466,79251,89640,22283,409072,63585,15586,58735,144403,414746,643901,122240,4157,223970,73205,166834,39837,98127,57132,261746,300,-531382
2013:Q4,6790575,5049596,1261536,2276,5236,410270,111104,9361,14210,172716,301685,62402,202339,74144,-671230,119184,-334254,7158314,2302561,1890277,83437,86445,24215,380853,65021,14379,58743,141204,415848,651437,121131,20078,221158,61480,165627,38956,109124,129360,176665,315,-367738
2014:Q1,6800257,5087250,1281013,2151,7739,423443,109876,9088,13793,204420,318778,60241,214437,79098,-681704,113937,-443303,7362076,2244777,1953324,86182,87880,24841,376887,70800,11299,69876,170326,446303,658393,122680,26305,322214,64658,152109,41147,120527,139358,171875,315,-561819
2014:Q2,6979878,5191764,1300490,2022,8412,442018,107460,9159,16142,188692,316914,59935,214438,82574,-695573,119280,-383849,7132593,1966792,2015341,89475,78069,26265,366225,71595,16315,65729,149860,450200,665334,123522,29821,338759,65082,151430,39301,127566,124993,170604,315,-152715
2014:Q3,7154045,5217129,1319967,1888,8398,513200,117341,7193,16857,199716,316275,61029,219554,82660,-699998,115308,-342472,7676227,2393400,2077514,91740,72233,25956,387711,73758,15087,62176,162446,462708,672263,119373,25902,359711,59045,149274,57673,128572,128410,150960,315,-522182
2014:Q4,7588626,5611491,1339444,1752,4998,553184,115101,7124,15403,188029,330969,59045,221665,82346,-688882,119741,-372784,7883931,2677118,2140757,93610,75284,27097,414391,70678,26745,63511,139141,488929,679178,122214,11645,285308,54695,154660,56009,126531,31724,144296,411,-295306
2015:Q1,7760960,5738494,1344615,1615,8630,574117,129426,5826,15897,197982,352277,57981,232708,81309,-666811,112494,-425600,8248252,2890638,2213841,96344,81971,25498,417458,75803,25039,72310,141613,528918,676284,123909,4147,300444,57964,164706,68647,133063,10766,138478,411,-487292
2015:Q2,7882445,5898087,1349785,1474,8480,584270,105083,6144,16677,197283,322038,52772,236273,82893,-724850,114837,-368801,8629497,3251450,2285737,100682,82235,26137,401954,70045,30638,68427,157762,512325,673403,120586,24693,286895,55544,166255,44476,137286,7203,125353,411,-747052
2015:Q3,8040927,6047735,1354956,1329,7394,611200,112406,5194,15728,194006,339874,55427,240353,93280,-741209,105238,-401985,9645843,4144245,2357517,103380,96642,25391,462924,61205,29746,68344,177895,502515,670532,119549,23899,275276,50593,154161,33871,140086,29719,117943,410,-1604916
2015:Q4,8153119,6197055,1360127,1180,6525,562162,108303,5014,15950,178790,304215,53716,207305,80421,-632547,98738,-393835,9434977,3817090,2430400,105772,98606,26289,482856,52308,28533,69192,174104,465101,667675,121697,41158,276120,47344,148156,57947,136673,80939,106316,701,-1281858
2016:Q1,8290340,6207382,1410468,1030,7124,585637,127575,4710,20982,189708,338580,53951,231388,86923,-677966,89181,-386333,9786825,3952988,2488971,109353,100221,25323,518149,64063,34382,76859,188883,495955,675434,118964,25135,302497,61090,156127,78365,146381,57944,109019,721,-1496484
2016:Q2,8793791,6425395,1460809,878,7027,612061,141254,4559,17137,186746,377901,51518,212407,99258,-621488,91611,-273282,10296564,4263101,2546823,112121,98968,25582,562251,70659,31105,82562,195235,530767,683180,132568,21923,297776,73566,164025,71863,153044,72352,106361,731,-1502773
2016:Q3,8776885,6578318,1511151,722,7028,592684,113154,4038,16546,194526,374136,51777,217911,97288,-786160,-18818,-177416,10104387,4043904,2604259,114394,100165,24474,508427,64009,30106,72161,192040,524525,690912,143965,56352,301146,74300,171543,53533,156079,68733,108634,727,-1327502
2016:Q4,9094563,6829578,1561492,568,7174,583769,97294,3833,17234,194319,321908,55095,216508,96691,-752355,-12620,-125925,10176719,4180542,2663336,116982,99184,26486,497873,62969,35525,74144,171662,502144,698630,154434,43461,260276,60266,150714,44838,168113,59184,104339,1617,-1082156
2017:Q1,9167353,6746793,1587589,417,6903,600764,95884,3502,15729,220807,323255,46482,215970,94286,-620229,-28387,-142412,9960721,3915424,2767871,120788,94993,23962,459216,55170,34912,80680,189532,500868,717194,170844,28565,287063,63466,124419,37653,165226,33628,88607,640,-793368
2017:Q2,9243644,6745880,1613686,289,7298,612021,99499,3881,16575,232491,338591,45444,217592,101899,-595764,-27025,-168713,9884396,3693671,2869911,119299,90290,24653,457006,65775,34553,76960,188392,497249,735776,184873,25969,290910,63690,132236,33168,168887,38172,92330,625,-640752
2017:Q3,9565589,7014702,1639783,193,6524,613113,102443,3649,17688,240404,332729,51147,195567,112877,-594806,-28770,-141654,9742074,3486173,2967736,121571,85131,24489,430606,72543,26544,74272,191732,504854,754375,192846,44287,235419,66209,134637,26968,176979,20577,103494,632,-176485
2017:Q4,9103153,6602334,1665881,110,7148,612870,111138,4108,18268,222485,319267,51540,194577,101521,-630277,-22716,-155101,9490241,3232971,3073082,126366,84196,25654,380777,96623,27110,74950,153275,473910,772991,198292,36274,279457,66170,110962,28099,179969,-10635,78060,1688,-387088
2018:Q1,9258958,6692646,1689285,29,6080,588292,114101,3787,18487,226975,319223,50120,176259,106905,-626080,-21551,-85600,10129741,3812837,3122382,128747,81277,24112,397607,96554,27290,83460,157449,484338,770604,206759,20067,259208,68811,104590,22969,192462,1522,65802,894,-870783
2018:Q2,9145290,6545592,1712690,-44,6497,594196,103686,3777,18926,230593,308242,51137,158031,114252,-589732,-19885,-92668,10327505,3938773,3170104,133399,81508,24933,406808,99378,28470,80116,156081,498542,768230,216370,29017,220769,66176,106972,30309,194286,5315,71060,889,-1182216
2018:Q3,9422784,6774043,1736094,-109,7399,625722,106766,3166,19434,235950,304281,52199,136556,121794,-590968,-13681,-95862,10269346,3865876,3217350,136762,75021,23337,409094,90253,27872,79713,155847,513333,765864,211177,29933,196409,60824,100972,25509,202604,11301,69411,885,-846563
2018:Q4,9255437,6654331,1759499,-163,8218,577158,94778,3235,18254,219048,299104,52093,139964,117618,-620874,-13688,-53138,11874426,5349084,3266674,140030,102476,23124,428139,76226,28507,82511,168730,517730,763511,200065,-38053,236851,63233,95254,54347,204768,41825,68061,1333,-2618988
2019:Q1,10438160,7622082,1777973,-187,7512,660120,110424,3210,19574,231780,307866,54186,144999,149625,-623854,-14202,-12948,12475441,5513703,3310845,142019,88965,22116,346101,93249,24941,89898,160961,509349,790964,548654,-22927,352271,65083,102940,45668,205131,16244,67532,1733,-2037280
2019:Q2,10776594,7941961,1794931,-193,8496,685888,117330,3206,20694,243976,331154,53653,154607,138092,-647331,-10233,-59637,12806959,5607610,3350117,143699,77458,22830,361860,94928,19926,88589,164242,523144,818416,775827,9923,242547,68495,115500,46840,189811,16673,67236,1288,-2030365
2019:Q3,11092745,8222552,1818100,-196,7828,696040,111534,3216,19515,257142,364504,57593,144199,145216,-645690,631,-109439,13265564,6071606,3404716,145136,59759,20579,367627,85883,21657,90244,173239,547567,845869,668297,-26345,279636,80745,135347,46827,186379,3791,54785,2220,-2172819
2019:Q4,11644737,8751337,1838229,-199,8716,665891,78901,2972,19442,254583,350506,55312,150181,147644,-622267,13959,-70470,13625407,6270561,3451669,145662,43815,21674,343642,83722,16961,88221,174469,539426,873323,816318,15752,273348,81534,127333,51408,192110,-31249,44257,1452,-1980670
2020:Q1,11526027,8435446,1866189,-200,18840,668279,116676,3076,19940,248193,453739,58618,160560,146423,-782632,63,112817,15788671,7870753,3480509,147330,29756,24721,629011,105931,13074,101719,156869,646703,921878,727810,-3989,318936,90258,150169,58130,197578,78714,40504,2308,-4262644
2020:Q2,11869338,8718299,1890863,0,9999,598917,109339,3524,24051,270303,451230,56660,168831,148835,-692693,10854,100326,14677564,6805890,3517884,148425,45831,30642,539054,86978,10546,118902,141305,618135,953865,826993,-35458,272001,122726,170034,60019,189107,8885,43688,2111,-2808226
2020:Q3,12111161,8931326,1909397,0,9301,560150,102315,4111,23349,278021,432569,57466,173166,156326,-675566,3876,145354,14679324,6714782,3552657,150314,58546,30092,589541,81816,11751,116167,148224,604022,989359,792507,-66123,277426,145815,186473,53761,188600,12402,39073,2120,-2568163
2020:Q4,12470887,9276917,1930766,0,10502,533899,95297,3208,23251,279466,457000,63094,172173,160771,-699043,4655,158931,14246020,6057793,3585620,151803,61926,31094,562046,77596,11867,120892,199349,641625,1020087,827307,7129,283705,144286,189682,61431,199032,-30972,40935,1786,-1775133
2021:Q1,12793303,9371740,1953244,0,10702,555105,99020,2663,22587,299432,460753,61888,179372,165343,-668239,1468,278225,14169106,5995670,3613840,153929,65440,30913,528677,83171,20675,112381,165002,647272,1031712,851042,-37533,299941,127511,199262,43532,215167,-23308,42664,2145,-1375803
2021:Q2,12912516,9594489,1977196,0,11226,532772,99760,2356,24975,315178,470096,58434,174050,166253,-714298,-775,200804,13867753,5560889,3643830,155907,85440,31494,519802,93378,21097,126876,165346,670151,1058366,882878,-60928,345816,139206,174628,38743,218017,-53369,44626,5560,-955237
2021:Q3,12940815,9600265,2001234,0,9605,582810,98779,2298,27367,330211,473776,61212,194098,162143,-728192,9843,115366,14285381,5802322,3673783,157097,94729,32053,569389,86245,10152,130356,138243,663710,1082679,943159,41325,348847,131996,173533,23543,216440,-79182,42693,2270,-1344566
2021:Q4,12952561,9725909,2018783,0,11947,539322,102158,2093,25062,333728,460235,60970,172932,167898,-753901,3627,81798,14357225,5817793,3709345,159265,106522,32866,527028,93580,6812,117494,135949,744433,1099778,959005,-2913,332749,133113,159007,9209,229986,-53187,37585,1807,-1404664
