1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q1,53560,-58904,18524,0,1909,44661,957,-256,1315,756,9649,3165,13593,618,-3288,4436,16425,69956,-6543,11433,0,118,1023,14291,526,2277,0,0,5071,21015,0,9,0,0,2108,11755,396,-1015,7492,0,-16396
1974:Q2,44083,-67945,19382,0,1976,39757,1078,-258,1423,694,10078,2976,13051,2008,-3586,3893,19556,65232,-11129,11258,0,144,1174,13542,505,2230,0,0,5213,22161,0,2,0,0,1435,11496,769,-1026,7458,0,-21149
1974:Q3,32168,-83745,20985,0,2164,42266,758,-257,1510,633,10227,2814,12406,1942,-4374,1123,23716,67461,-451,11005,0,176,1161,9067,359,2088,0,0,5370,23590,0,2,0,0,1745,10463,454,-1038,3470,0,-35293
1974:Q4,23512,-77605,23025,1723,2517,27347,690,-255,1607,556,10559,2502,8108,1851,-4655,1641,23901,111296,42645,10776,0,124,3193,9727,-25,2005,0,0,5551,24697,0,2,0,0,533,8975,275,-1050,3868,0,-87784
1975:Q1,325348,212348,23806,1542,1774,30977,1506,-260,1629,592,10642,2609,8819,1999,-5929,1405,31889,204905,135736,10510,0,109,3122,9888,101,2171,0,0,5771,25861,0,0,0,0,462,8360,1072,-1062,2804,0,120443
1975:Q2,345053,239119,23807,1376,1962,30806,1668,-267,1642,628,11074,3516,4661,1456,-6918,2741,27782,200786,129864,10137,0,94,2965,7659,643,2352,0,0,6043,28740,0,50,0,0,886,8175,507,-1074,3745,0,144266
1975:Q3,358534,243851,24202,1222,1858,40880,2035,-249,1631,664,11305,3281,5673,480,-5063,3773,22991,209056,123840,9820,0,92,2807,16882,175,2466,0,0,6302,32945,0,66,0,0,1791,8026,182,-1086,4748,0,149478
1975:Q4,347950,241410,26055,1125,2306,37897,1955,-232,1634,701,11875,3589,1957,112,-6267,2746,21087,215978,128756,9719,0,52,3201,18697,244,2588,0,0,6486,35450,0,51,0,0,1496,7558,131,-1099,2648,0,131972
1976:Q1,392947,278785,25764,1061,2085,40841,2158,-170,1663,736,12070,3479,2587,453,-3547,3773,21209,217316,125696,9823,0,11,3120,20881,69,2443,0,0,6686,35497,0,92,0,0,1287,7577,90,1432,2612,0,175631
1976:Q2,399549,281176,25888,950,1912,43054,1501,-118,1696,788,12770,3168,2951,270,-3351,4992,21902,224906,137023,10112,0,114,3048,19717,-244,2321,0,0,6870,33278,0,92,0,0,884,7454,70,1594,2573,0,174642
1976:Q3,414894,291393,26346,791,2335,49253,1526,-116,1718,840,13112,3583,3054,30,-3703,5306,19426,232714,143586,10493,0,165,3088,18396,-48,2432,0,0,7047,35445,0,145,0,0,1084,6967,30,1454,2430,0,182180
1976:Q4,381878,271696,27301,650,2364,37759,1450,-115,1759,906,13391,3874,1522,185,-4369,6036,17469,173250,83779,10873,0,141,2982,16720,-224,2493,0,0,7225,38493,0,24,0,0,1023,6878,0,727,2116,0,208628
1977:Q1,407494,280901,27590,576,1785,43070,1821,-93,1942,958,13721,4169,3403,356,-3886,6835,24346,183705,83364,11296,0,145,2882,20276,-457,2525,0,0,7579,43725,0,139,0,0,956,6557,2,1488,3228,0,223788
1977:Q2,420890,284849,26631,481,2033,49746,1143,-75,2123,980,14011,4465,2116,127,-3777,6870,29167,185643,80987,11802,0,76,2829,23678,-507,2496,0,0,7915,43733,0,149,0,0,1344,6663,0,1712,2766,0,235247
1977:Q3,441808,298620,26838,395,2364,54607,1569,-125,2296,1002,14326,4172,3511,51,-4388,6885,29685,196073,86858,12317,0,6,2768,23039,-589,2501,0,0,8241,47881,0,236,0,0,1370,7523,0,1624,2298,0,245735
1977:Q4,435158,298026,27248,0,2536,46876,2018,-195,2482,994,14739,4229,2172,63,-6721,8064,32627,200115,95530,12764,0,-13,2378,20966,-818,2505,0,0,8557,46992,0,147,0,0,1996,7502,80,-419,1948,0,235043
1978:Q1,470120,319012,28779,0,2124,56380,2466,-197,2562,1016,15095,3974,2987,425,-5630,8054,33073,226492,109772,13151,0,-16,2211,23678,-303,2784,232,0,8761,51862,0,337,0,0,2518,7191,18,2000,2296,0,243628
1978:Q2,502949,334453,29376,0,2462,65410,3391,-199,2633,1074,15446,4402,682,480,-3630,6773,40196,217955,98230,13485,0,33,2340,26137,-26,3182,783,0,8981,50378,0,275,0,0,2421,7608,61,1906,2161,0,284994
1978:Q3,549703,368092,29553,0,2579,72359,4756,-215,2668,1132,15831,4993,5061,216,-3054,6295,39437,236960,103264,13814,0,108,2358,33691,530,3394,1240,0,9208,53177,0,269,0,0,2624,8982,15,2465,1821,0,312742
1978:Q4,575398,380352,30488,0,3470,72288,4496,-232,2683,1188,16284,5489,8236,291,-2937,5698,47604,250302,109407,14186,0,131,2887,33230,317,3559,1795,0,9486,57146,0,1212,0,0,2442,9860,230,2551,1863,0,325096
1979:Q1,632008,423875,32477,0,2597,78753,5980,-239,2766,1339,16795,5459,8780,244,-4846,5665,52363,253887,110849,14604,0,191,2580,32117,337,3949,2146,0,9811,59705,0,483,0,0,2759,9558,289,2534,1975,0,378122
1979:Q2,662228,443484,32887,0,2810,85695,4022,-246,2831,1490,17387,5852,13003,160,-5133,2544,55442,263103,112686,15073,0,229,2748,33969,289,4311,2522,0,10181,61640,0,612,0,0,2300,11171,336,3260,1776,0,399125
1979:Q3,716294,488070,33693,0,3090,83292,4114,-254,2857,1640,17979,5406,18595,421,-3774,2285,58880,278678,133039,15529,0,272,3733,23569,394,4566,2977,0,10559,61688,0,770,0,0,2332,13643,378,3553,1676,0,437617
1979:Q4,729393,503362,37425,0,4112,78095,3635,-262,2828,1778,18454,6575,15145,268,-3209,3949,57238,276513,131449,15908,0,188,3045,19859,374,4849,3592,0,10911,63710,0,767,0,0,2856,12497,400,4354,1754,0,452880
1980:Q1,774930,535171,38986,0,2728,85148,4683,31,4641,1929,18737,6645,17619,317,-4810,1198,61907,271143,120809,15507,0,209,2585,26674,361,5243,4773,0,11242,65572,18,483,0,0,2912,10050,430,3655,620,0,503788
1980:Q2,808153,570439,41439,0,3890,80940,3008,696,4656,2006,18758,7321,32141,299,-13488,2176,53872,281410,121531,13623,0,154,3123,25192,3761,5632,5643,0,11555,66936,35,1346,0,0,2886,14081,467,4584,861,0,526743
1980:Q3,856827,621360,42702,0,2568,81600,3092,1389,3777,2075,18845,8309,30137,401,-13148,2738,50982,324546,159502,13132,0,128,3226,25271,4217,6059,6061,0,11873,69121,53,1011,0,0,3236,15003,497,5322,834,0,532281
1980:Q4,850985,608363,44203,0,3129,81174,3385,1880,4480,2617,19216,8635,30186,325,-12566,1951,54007,310812,135936,16906,0,122,3526,30539,4982,6609,7031,0,12218,67837,70,754,0,0,4106,12503,510,5750,1413,0,540173
1981:Q1,952034,703551,42822,0,2619,84159,3828,2221,4331,2679,20001,9051,40945,266,-16062,1233,50390,397968,211618,20421,0,221,3056,34696,5432,7411,6439,0,12531,66440,88,-1486,0,0,5485,16455,540,5084,3537,0,554065
1981:Q2,943433,689097,41457,0,3233,89804,3379,2474,3869,2752,21204,8955,43901,321,-19612,1454,51145,406060,211306,23811,0,270,4149,39524,5764,8381,5920,0,12737,67445,105,484,0,0,3524,15328,553,5507,1252,0,537373
1981:Q3,959620,702358,42032,0,3646,85478,4232,2638,4705,2878,22513,9257,47827,263,-25533,4391,52935,424982,223617,26576,0,332,3592,37761,7200,9178,6805,0,13091,69127,123,400,0,0,3936,15986,544,4814,1900,0,534637
1981:Q4,963908,711307,42896,0,3763,73699,4960,2719,4646,2782,23512,10079,47880,251,-14964,2238,48140,441700,243162,28966,0,205,3954,32503,7737,9462,6183,0,13845,66368,141,1078,0,0,4747,14328,539,6539,1943,0,522208
1982:Q1,1029312,760391,50009,0,2918,75945,5649,2620,4249,2816,24245,9970,52254,357,-19536,3466,53959,655865,445538,25834,0,188,3921,44648,9328,9042,5167,3600,15707,61333,171,390,0,0,4970,17014,582,6167,2265,0,373447
1982:Q2,1066203,764564,56919,0,2850,92066,7358,2251,4334,2792,24828,10751,55847,317,-23064,2275,62115,669955,446552,22827,0,172,3871,56229,9603,7860,6421,3600,17277,62025,202,1436,0,0,4807,18570,551,6146,1806,0,396248
1982:Q3,1100496,820019,63908,0,2811,69511,6481,1981,4290,2764,25532,7390,52510,329,-19350,6715,55604,693554,465520,20445,0,245,4386,56131,9910,6688,6264,3600,19042,68418,233,2104,0,0,2241,18756,578,7103,1890,0,406941
1982:Q4,1081979,817700,71472,0,3719,48750,5798,2181,3954,3306,26538,12060,48093,325,-25301,3771,59613,700154,467400,18438,0,196,3947,57389,12092,6298,5882,3452,20719,68471,264,1291,0,0,5668,16694,578,8949,2426,0,381825
1983:Q1,1156938,848374,74238,0,2666,69199,5915,2525,4197,3292,27723,13088,50268,305,-18436,2719,70865,733940,485099,19403,0,145,4036,66631,8333,6314,5829,3452,21855,72888,299,380,204,0,6234,20653,646,10905,635,0,422998
1983:Q2,1207662,880911,77655,0,2874,79323,5179,3482,4324,3288,29005,13800,51520,348,-16382,1968,70367,751287,490292,20493,0,429,3905,66802,7573,7155,4576,3452,23880,81708,351,363,223,0,6617,20681,689,10215,1883,0,456375
1983:Q3,1219708,880089,80665,0,3217,85945,6106,4396,4399,3499,30332,14563,50369,275,-19203,4442,70613,761611,488797,22208,0,530,4428,70187,8747,7960,5844,3452,26606,81475,422,95,225,0,6434,20328,667,10144,3062,0,458096
1983:Q4,1205629,846476,84094,0,3537,86816,6230,4714,4266,3830,31657,14503,53548,328,-17469,5010,78089,724519,451926,24299,0,294,4860,66925,8509,7977,6207,2039,27852,83350,509,541,277,0,6748,17227,812,11294,2874,0,481110
1984:Q1,1195640,838290,87251,0,3215,77887,6685,4949,4315,3871,33943,14952,55186,348,-22673,11616,75805,753551,462963,22449,0,443,4882,96575,9637,7737,5913,2039,28112,79866,474,474,201,0,7716,7024,804,11612,4630,0,442088
1984:Q2,1202946,819763,87669,0,3291,83579,6238,4626,4576,3820,36878,16139,56673,395,-22512,5014,96796,802629,509592,20475,0,1320,5630,99992,10106,6790,6002,2039,30049,77785,439,792,201,0,8094,6524,985,12357,3457,0,400316
1984:Q3,1295289,889722,91000,0,3313,107951,8134,4217,4495,3691,39845,15541,53423,467,-20543,6975,87058,887364,564443,17875,0,2166,8461,118783,12381,5719,5702,2039,31429,83143,422,539,199,0,8952,6342,1180,13357,4232,0,407926
1984:Q4,1260507,847107,93673,0,3922,112882,7869,4297,5125,3288,41806,16843,53601,519,-19404,4262,84717,922570,595160,14901,0,1698,8523,125109,11451,5214,5769,1978,35499,85266,369,423,469,0,9529,1769,1472,13696,4275,0,337937
1985:Q1,1384547,934416,99651,0,3183,119092,9074,4431,5047,3234,44568,19167,55266,419,-20172,4362,102809,967559,627793,14269,0,1277,8272,130762,11276,4766,6494,1978,36008,91075,386,-574,361,0,9404,3843,1673,14279,4217,0,416988
1985:Q2,1435502,976053,103927,0,3043,132564,7707,4990,4555,3162,47421,18092,53877,218,-22613,4891,97615,980189,626922,13763,0,1692,8041,135803,9556,4686,6547,1978,37970,97317,404,1300,215,0,9422,3972,1752,14811,4038,0,455314
1985:Q3,1492733,983130,118297,0,3126,133854,12094,5526,4448,3375,48629,27051,50238,15,-21773,5843,118881,1020822,667625,13881,0,2847,8422,134293,11302,4675,7620,1978,38907,93845,440,377,201,0,7785,5791,1830,15282,3721,0,471911
1985:Q4,1639751,1115720,122822,0,3922,137450,5466,5594,5200,3681,51306,18391,52464,654,-20845,4572,133354,997472,624475,14375,0,7689,8035,134537,7400,4443,7167,-377,40924,111918,490,2159,1473,0,3920,3991,1692,18998,4163,0,642279
1986:Q1,1675083,1143835,126175,0,2698,142850,6762,5203,5072,3590,52211,17136,48917,1144,-17114,14539,122065,993103,615209,15109,0,7946,7707,131123,9460,4011,7995,-377,40572,109816,589,1999,2098,0,4444,4742,972,23549,6139,0,681980
1986:Q2,1641602,1117239,127097,0,2754,145020,5684,4389,4746,3598,51692,19466,43941,1992,-22092,9150,126925,973507,591647,15969,0,9176,7341,131717,8796,3400,9016,-377,43812,110477,680,2437,2631,0,514,3924,1133,23284,7930,0,668094
1986:Q3,1653504,1100994,128549,0,2749,153040,7537,3499,5547,3632,51603,20257,47295,2808,-19749,9296,136446,1040946,649732,17453,0,9990,7635,136432,11281,2797,9357,-377,46900,113326,671,2462,3115,0,1437,8213,1984,10612,7926,0,612558
1986:Q4,1587521,1034673,131304,0,2802,147725,6847,2871,5665,4758,51362,22483,45425,771,-18662,9539,139958,992043,570366,19313,0,9382,7734,137542,10725,2380,10340,-3392,49033,128539,702,3570,4323,0,5823,6234,1305,21169,6956,0,595478
1987:Q1,1730847,1155560,126841,0,2649,176698,8578,2456,5844,4623,52000,25891,44656,1216,-23269,9994,137110,1044338,580497,20724,0,9245,6892,156725,12007,2090,12187,-3392,52089,139381,770,4133,5231,0,7649,7375,991,21658,8086,0,686509
1987:Q2,1764248,1171546,126297,0,2981,178677,7991,2136,5754,5021,50375,27215,47398,973,-19929,10155,147658,1047849,589251,22261,0,9655,6243,147930,11474,1887,12083,-3392,55342,140113,765,3909,4081,0,9091,6724,1683,21156,7593,0,716399
1987:Q3,1771722,1176746,124144,962,2951,186820,10073,1914,6644,5071,51606,26771,51760,1199,-24817,10165,139713,1095285,596224,24422,0,10538,9713,150906,14198,1785,12079,-3392,59416,157791,619,3790,5386,0,8668,9699,1832,22678,8933,0,676437
1987:Q4,1645792,982392,124862,1166,3626,172235,10197,1794,6943,8131,67001,25343,88613,1188,-25870,10465,167706,1159876,659594,26959,0,13261,9907,169677,13863,1815,8058,-3435,60382,134307,571,4076,5753,0,12696,12356,2235,19639,8162,0,485916
1988:Q1,1683812,1001647,129207,1763,3326,180202,13051,1822,6919,8408,69043,25196,111348,1985,-48177,10549,167523,1207345,686564,31120,0,6518,8128,176033,17283,2021,10158,-3435,65391,136488,527,6925,6256,0,12853,12991,1841,21517,8166,0,476466
1988:Q2,1720862,1003557,133552,2807,3758,193615,12831,2023,6728,8535,70217,25642,112446,1939,-50608,11295,182525,1250019,697101,35156,0,7227,8291,194356,16899,2430,9263,-3435,67018,143286,483,5509,6369,0,13753,15587,1845,20998,7884,0,470843
1988:Q3,1744869,990371,137898,3583,4261,203095,14268,2273,8019,8636,71107,28205,113631,2910,-56385,11292,201705,1321219,737007,38567,0,6829,8452,207288,17940,2883,10717,-3435,66653,154816,512,7303,5478,0,15501,14586,1622,20824,7676,0,423650
1988:Q4,1861220,1068009,142243,5822,4709,219002,14664,2447,7704,9182,71274,25810,116909,3520,-52032,11510,210447,1469407,857766,41603,0,7424,9401,219782,18638,3177,8464,-6290,68029,161903,2117,5410,5457,0,20215,15098,3053,20439,7722,0,391813
1989:Q1,1924655,1185262,147461,6106,3266,157385,16808,2730,6650,9088,73599,25974,111783,1511,-58358,11678,223712,1522745,950393,43205,0,7075,8269,172201,21416,3391,10051,-6290,70096,162719,2733,3909,6183,0,18086,15574,3689,21815,8230,0,401909
1989:Q2,1944460,1190987,152679,7153,3273,161006,17141,2821,6633,9329,75725,23668,116484,1858,-59344,12034,223014,1512243,924344,44682,0,7651,9729,176813,20890,3674,8844,-6290,73897,155276,3919,6630,7295,0,23021,16534,4909,21921,8504,0,432217
1989:Q3,2033137,1265344,157897,7483,3082,171226,20992,2922,7050,9978,78082,26679,115414,1620,-78437,11760,232045,1520606,911802,45535,9098,8579,7978,180435,24634,3917,9553,-6290,76333,144231,5200,9763,8026,0,28430,17119,5076,22988,8199,0,512531
1989:Q4,1982336,1229828,163116,7772,3993,161431,19258,3074,7581,10796,80679,25800,114380,2148,-68842,12161,209161,1433911,835393,46012,14311,8791,7196,168629,22663,4066,10042,-10952,70858,147680,6269,7885,8674,0,30259,17978,4690,23826,9640,0,548426
1990:Q1,1970764,1186965,162295,7440,3970,194243,19244,3315,7350,11053,78957,22347,103050,2313,-60936,12391,216767,1416436,868970,45706,13236,9151,5397,136356,23159,3363,10943,-10952,66741,139777,6609,8120,9202,0,29357,15967,4357,21253,9724,0,554328
1990:Q2,1969420,1186148,161474,7693,3809,178853,19355,3667,7702,11228,78237,24319,116987,1584,-58297,12545,214117,1369416,812510,45526,31632,10301,4951,130474,22050,4215,12803,-10952,66675,130704,7829,11372,9706,0,32687,15844,3569,17725,9795,0,600004
1990:Q3,1911956,1141165,160653,7437,4022,178676,22782,3972,7925,11514,75552,19232,123860,2292,-49924,11630,191168,1417229,850578,45971,35476,8868,5693,138284,25577,4223,13332,-10952,65272,129935,7625,6354,9634,0,31220,15701,3061,21751,9626,0,494726
1990:Q4,1905300,1167806,159833,7688,2958,159966,22067,3978,8062,13218,72709,24898,125136,1202,-49768,10691,174856,1598834,1012220,46790,47127,10299,6046,140487,25277,4192,12335,-4537,65952,113974,7831,15625,9980,0,32941,16088,4270,22660,9277,0,306467
1991:Q1,2040969,1299353,159681,7421,2592,155595,26005,3913,8050,15287,78896,25757,128732,1171,-49990,9807,168698,1618011,1033416,48270,40251,11104,5318,143257,30144,4100,14404,-4537,79243,111103,3910,2775,8525,0,32294,17615,4273,23774,8771,0,422958
1991:Q2,2001829,1285719,160029,7675,2555,150162,23551,3656,8236,15214,84413,27727,132872,1777,-47063,9927,135379,1608254,1012316,49876,46621,11373,5044,132262,26724,3937,17947,-4537,76961,118879,4763,8656,8654,0,31129,18286,4293,25684,9386,0,393575
1991:Q3,2068039,1372582,162377,6705,2850,141724,25841,3339,9200,15894,84427,31464,139695,1745,-48278,9906,108568,1631166,1000271,49606,79118,9941,5136,123518,31091,3762,19852,-4537,83443,117194,5032,8830,8634,0,32173,22775,3775,22620,8932,0,436873
1991:Q4,2101190,1397150,163475,6959,2513,144570,26619,3104,8927,19433,82494,31843,139913,2851,-51341,9968,112712,1550275,911648,50962,80712,13922,5572,124004,30273,3669,17186,-6645,81727,111918,4621,7644,10305,0,39208,27198,5411,21635,9305,0,550915
1992:Q1,2301668,1574489,166934,6669,2103,147913,25613,3593,8450,19617,85142,40256,153046,247,-53412,9716,111291,1668076,1038542,51964,88089,10133,5093,119905,30849,3649,21374,-6645,80206,99695,4738,7183,23953,0,31073,24698,6400,18012,9165,0,633591
1992:Q2,2301313,1555734,170393,6924,1259,150759,26516,3782,8932,19689,85243,36638,154650,1147,-50644,9306,120986,1621251,974659,53092,96210,11680,5154,123689,31235,3366,21189,-6645,80746,103190,4741,7916,28117,0,32356,19414,6028,14571,10543,0,680062
1992:Q3,2276487,1551073,172602,6631,1355,151574,31377,3893,9539,19741,85471,40129,157113,1041,-57427,12210,90164,1627594,957254,55344,97334,8690,7047,119332,37047,3127,22150,-6645,81925,101622,4037,7506,38513,0,33069,20891,6433,22574,10345,0,648892
1992:Q4,2298189,1569219,177312,6884,1780,148569,27523,4182,9159,20191,85999,45391,162688,2424,-56700,12383,81185,1695064,1053935,56971,94599,10641,7351,116028,33467,2992,21070,-4797,78772,98822,4544,10203,29522,0,26901,20202,3134,20374,10333,0,603125
1993:Q1,2358012,1668014,178576,6791,2249,151784,28438,4467,9455,20263,88516,34613,160952,646,-63952,13027,54173,1753391,1103638,59779,93591,3274,7690,111773,35147,2849,23356,-4797,79769,98733,4637,14205,30923,0,29477,23981,2248,22084,11034,0,604622
1993:Q2,2387595,1662951,179840,6788,1987,168176,28774,4809,9724,20040,90802,44298,170447,1500,-62071,13425,46106,1767446,1102602,62711,91949,270,9204,119462,36840,2804,23358,-4797,83727,94108,4725,15807,30868,0,28763,25729,3277,24093,11946,0,620149
1993:Q3,2406498,1677731,181105,6548,3286,170393,29722,5177,9992,19978,92343,43174,171350,1619,-61773,14034,41819,1769718,1105367,66269,86970,2003,8348,119946,37733,2702,24472,-4797,77569,88036,4302,18464,32007,0,33867,28095,4437,22550,11378,0,636780
1993:Q4,2399690,1681369,182369,6800,2434,175020,26323,5570,9954,20206,94843,45856,177023,2337,-71019,12509,28096,1695542,1046197,70202,89343,4008,9564,110976,32712,2552,23016,-13457,74900,86605,4109,22764,29466,0,32538,29104,4580,25187,11176,0,704148
1994:Q1,2504965,1606802,183569,6503,2585,369256,31047,5540,9942,20713,95357,34996,183629,4324,-76456,12357,14801,1835714,1050008,75196,87337,6017,8572,209459,38489,2793,24611,-13457,85808,83598,3822,29155,43872,0,30753,24904,6134,27237,11406,0,669252
1994:Q2,2521181,1601962,188520,6555,3857,412078,37115,5739,10370,21004,94976,30792,186348,4110,-75647,12229,-18827,1892095,1055810,79065,91874,8033,8865,244075,45951,2919,24430,-13457,76167,87372,4074,26724,58089,0,28368,21159,5448,26043,11086,0,629086
1994:Q3,2539310,1637394,193471,6640,3681,390700,39559,6046,10984,21405,94976,30853,192875,4799,-78088,12007,-27992,1888100,1072414,83559,89173,11725,8736,218689,47002,2913,19464,-13457,83335,89466,4631,24791,57225,0,26384,17319,5644,27680,11407,0,651210
1994:Q4,2593491,1671991,198422,6802,3136,382051,40940,7405,11746,21845,95828,26856,204972,5284,-84137,13157,-12807,2004698,1173309,87178,91052,25104,9833,223129,45865,2432,19984,-13428,81483,86517,4587,25824,54447,0,27293,12883,6376,28900,11930,0,588793
1995:Q1,2686189,1715103,201823,6590,4573,407880,71220,7259,10321,22173,102108,23871,214864,5330,-99669,13114,-20371,2024940,1200570,95347,87075,22148,8624,215867,43602,2026,20498,-13428,87428,88020,4227,21565,51061,0,27502,15667,6396,28729,12016,0,661249
1995:Q2,2728685,1769147,205224,6753,4955,355989,81063,8299,10199,23306,106688,26067,220793,5950,-102719,12942,-5971,2051249,1191084,103641,85485,63658,9427,190303,40169,2390,20026,-13428,81061,89522,4581,29168,59892,0,29030,15512,7195,30301,12232,0,677436
1995:Q3,2827781,1842185,208625,6618,4494,370978,77270,8272,10231,23636,107867,28861,222377,6301,-108327,13660,4734,2128497,1236556,112559,86283,77991,9299,180855,42160,2522,19358,-13428,84480,91024,4834,32484,54920,0,39114,15478,7578,32567,11863,0,699285
1995:Q4,2916234,1894771,212026,6661,4284,386360,75616,10325,10265,29500,108823,27619,230716,6677,-97797,14222,-3834,2069788,1179202,121853,87225,80418,10737,163953,36585,4024,19521,-20395,92582,92527,4801,36624,56774,0,26883,18214,7327,37625,13308,0,846447
1996:Q1,2968172,1968299,219384,6600,4161,378137,68281,10188,10448,30138,108763,30146,230649,7051,-116818,14174,-1429,2133726,1257432,130163,84913,55555,9812,166426,31417,3831,22226,-20395,86468,96878,5156,42939,55640,0,30171,17701,7077,37120,13197,0,834445
1996:Q2,2981911,1982540,226742,7326,4251,396629,65246,9902,10791,30754,108468,26895,226028,7574,-124716,14486,-11005,2186232,1262074,138597,83897,33356,10203,198846,27915,3947,21104,-20395,87530,101231,5438,43963,61598,0,52654,16527,7055,36981,13710,0,795679
1996:Q3,3095637,2055651,234100,7174,4530,420580,64794,10734,10967,31232,109947,25969,226802,8199,-116504,15152,-13690,2246128,1278335,147658,83731,58284,10155,210676,27632,4374,19667,-20395,86400,105584,5268,42494,62050,0,52673,17691,5173,35240,13437,0,849509
1996:Q4,3142998,2102342,241458,7269,3730,413464,73534,10886,10844,26925,116967,27966,238805,9174,-112593,17541,-45314,2186042,1182490,157092,78826,82075,11201,186844,27375,4798,19868,-19009,104283,112337,5519,43553,60795,0,60102,22895,5607,24397,14994,0,956957
1997:Q1,3157663,2070296,256707,6553,3761,425422,83713,13094,4701,26848,104587,36998,249796,10569,-114893,16566,-37054,2216335,1148893,169321,75423,108130,10558,201847,28936,4945,13044,-18952,110466,113072,4936,49060,68775,0,52769,30029,6466,23550,15067,0,941328
1997:Q2,3196729,2144350,270706,6699,4898,438961,82010,14176,4952,27505,102082,32668,239219,12138,-119381,16967,-81221,2164921,1035971,182925,73244,121317,12783,202409,27009,5311,15986,-18886,108195,116120,5173,51427,82915,0,56689,36181,7613,26558,15981,0,1031808
1997:Q3,3289097,2181749,284705,4192,3947,452711,80365,15192,4810,30376,93323,35287,256963,14312,-118647,17654,-67842,2205427,1014817,197154,72098,148850,12316,208994,25643,5298,15445,-18814,117776,117710,5331,58816,79652,0,57643,28815,10019,32354,15510,0,1083671
1997:Q4,3292024,2085300,297455,6635,5006,488132,86088,15577,4626,32882,106689,35115,256495,18020,-132022,18746,-32719,2161944,880231,213009,73831,155520,13217,225670,28554,6639,17309,-30190,123635,122325,5578,60716,81874,0,67695,37312,10465,51229,17326,0,1130080
1998:Q1,3318809,2181814,322985,6605,4672,339518,84093,16318,5004,32706,121268,44527,228878,22534,-72979,18874,-38008,2115163,780690,240898,74784,193281,13426,166221,26569,6698,21260,-30237,136824,124182,5765,77975,78494,0,65634,11367,17088,85642,18602,0,1203646
1998:Q2,3270423,2160370,344765,6573,4525,350207,89591,17124,5543,32274,122003,42299,227842,26298,-123899,18729,-53821,2208739,828046,273237,75812,183463,14629,194397,31026,7030,17747,-30274,137522,126044,5916,62392,84692,0,67938,12697,19696,76572,20157,0,1061684
1998:Q3,3118055,1997109,365295,6700,3664,383913,85214,17584,5381,31808,129269,42673,224827,29305,-132072,19435,-92051,2365786,889398,306201,77214,194599,15388,212986,35481,7596,19552,-30307,149187,127667,5803,66677,90602,0,65794,2017,21148,87235,21548,0,752269
1998:Q4,3604086,2449252,389575,6700,5079,394218,83050,21860,5173,31083,123243,45203,252356,31630,-162933,21673,-93075,2473466,1004372,334865,79503,159164,16139,230504,34793,9730,24032,-40392,141524,127588,5812,65501,83122,0,67597,3110,21194,81423,23885,0,1130620
1999:Q1,3693067,2521130,405492,6697,3466,389261,76278,22554,4991,30986,150774,40603,266716,33421,-225104,20108,-54306,2507336,989407,360215,80206,160914,15636,248755,32864,9723,26137,-40305,147157,132211,6258,60274,93151,0,70415,10848,21541,59632,22297,0,1185731
1999:Q2,3863980,2654882,426409,6657,4513,381673,75183,23833,4952,34435,156178,40810,274114,32114,-231332,22125,-42565,2523550,954420,377066,81484,153482,16406,271290,30351,10134,22588,-40207,145570,137719,6524,70179,88687,0,69599,11872,20406,67828,28152,0,1340430
1999:Q3,3836486,2573185,444825,6701,5158,408257,89721,25570,5058,39255,173140,37137,264929,35337,-211389,22336,-82734,2593425,996451,397416,82236,151000,16370,278150,31995,10315,19364,-40101,151732,142769,6570,65318,86137,0,73469,8116,19980,68456,27682,0,1243061
1999:Q4,4156050,2856197,463242,6550,3747,422558,90176,24054,6034,-2423,133274,41470,271711,36270,-196350,30711,-31171,2142900,637132,416266,82552,145812,16798,266799,37143,8708,8835,-76320,121606,147296,7114,87962,92293,0,72549,17214,19851,3841,29448,0,2013151
2000:Q1,4455765,3014025,485552,6629,4614,436163,93172,24748,5368,-4663,140126,46975,332025,35856,-173666,21256,-12415,2359225,799823,438109,84365,143921,16494,286132,33007,8370,17294,-78618,123949,145839,6977,43253,93746,0,75758,47393,20327,20605,32334,147,2096540
2000:Q2,4592999,3070316,504362,6514,4142,441207,90376,25312,6141,-6401,148363,45434,348897,37341,-174250,22880,22364,2670695,1038371,463177,84858,137974,16564,311677,30524,8777,13822,-80905,135976,145739,7232,51250,109247,0,79187,44624,20237,18808,33409,147,1922303
