1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1994:Q1,-192340,-149500,55,-3736,5036,2795,-1830,24117,8644,-87,451,-20642,-17857,-1218,-678,0,6489,5600,483,-676,-46990
1994:Q2,-6112,-13171,-10375,-5883,-23220,7650,-937,1733,-4368,14,514,-2206,3786,-2580,-544,0,7419,5648,143,-969,38885
1994:Q3,-33168,-14958,2743,6654,-4728,-27951,-645,-28402,24,-80,219,-3571,-6188,-3491,-178,0,10030,6173,447,-2289,5073
1994:Q4,-61416,15032,-55268,7066,-40789,-738,90,-6026,3334,-18,806,-5773,-1206,-3753,-796,0,9487,2261,3549,-2692,13283
1995:Q1,-39683,-49262,37717,-15863,-14672,-12570,-2906,19085,-12519,-52,290,-934,-13115,318,-869,0,527,521,-1779,-1138,14966
1995:Q2,-65918,-13684,-8026,-17474,-17757,-24586,911,-40044,2841,-64,64,3107,5626,2254,-870,0,2712,2508,-1134,-2497,15609
1995:Q3,-42496,8569,-4319,16271,-24984,-23203,-380,-9439,-1828,-46,345,-11030,-3329,3239,-204,0,2150,1393,-1020,-3054,-14831
1995:Q4,-22416,-59705,-17164,29547,-13872,15025,52,10501,610,-241,67,4637,-6033,2892,-445,0,3318,3671,-1365,-2637,23753
1996:Q1,-127656,-124538,12748,-14631,8807,-30664,-218,-21045,3806,-29,336,-1657,-8525,1331,-921,0,-1429,2946,-1132,-4128,20622
1996:Q2,-22319,-8839,12420,-26808,-11286,6598,-82,1703,-3935,-62,552,58,70,1375,-567,0,8415,4193,-821,-4301,5595
1996:Q3,-11165,30660,-31743,15405,-16600,-15066,310,2843,2873,-77,533,-2762,-16027,925,-870,0,-970,5199,-231,-6812,6179
1996:Q4,-47169,-55152,-584,38303,-13745,18301,420,-9135,17526,208,78,-336,1058,1248,2424,0,3860,6571,-103,-5518,-34292
1997:Q1,-40221,133,18545,1993,-9952,-60092,-461,-3198,4403,-59,-5747,-13305,-32983,1851,-459,0,-5699,9093,678,-14206,9151
1997:Q2,-48743,2615,37664,-39633,-19810,-18079,427,-7775,-3693,-111,122,-6640,-2058,1668,-1280,0,-1228,10869,986,-9365,-11501
1997:Q3,-16489,-5727,5801,7801,-11061,1134,-434,916,18512,-107,290,-2534,-15774,1554,248,0,-6479,11471,-20,-6510,-14437
1997:Q4,2412,-40702,-2616,35634,-4084,20947,1626,19444,-6779,-133,194,-478,-7549,1148,-1921,0,-2144,22936,-856,-4540,-6767
1998:Q1,16303,-54044,59486,256,-15209,15778,-968,18663,3940,-2,-2364,-1288,-1306,-8194,869,0,1921,15532,-7145,-3882,10036
1998:Q2,-56838,-30569,-11322,-62764,-14183,7999,-1357,22376,-4802,-281,591,-1098,-2621,-8251,369,0,-1031,16320,-6909,-5309,54000
1998:Q3,-95960,-25692,-153246,17624,-23355,17245,-1240,24609,15827,-20,-602,-6305,-10686,-8364,-761,0,-4348,19132,-5966,-4030,71465
1998:Q4,-45790,12410,-24007,65531,1082,-45300,584,-22451,-10223,-103,-2052,730,6414,-8534,-1295,0,-7923,12626,-6310,-6764,-55505
1999:Q1,61804,68493,-19352,-7604,9573,-63197,-540,-29868,7009,289,-2771,173,-6283,-9379,453,0,-17173,6001,-5612,-5496,73891
1999:Q2,102050,198403,-44920,-65429,-3826,4423,-494,-18279,23609,-35,1637,9903,1795,-9894,969,0,5819,-3646,-9182,2221,13399
1999:Q3,44459,137873,-125708,15243,-13955,-2711,-851,9580,13065,-112,1919,11230,-7803,-10700,416,0,-12050,6301,-6479,-7228,33716
1999:Q4,94349,60545,58409,44003,-11002,-44238,944,-39637,5259,-49,3616,-113,-9961,-11795,445,0,15563,2160,-6014,-4657,-13368
2000:Q1,179778,-5598,46496,35518,-3514,-44276,-333,29743,-29323,-129,-9554,-5995,-13098,-12679,28,0,18911,-449,-14171,-7226,151153
2000:Q2,-112845,122873,-87494,-100196,-17416,21434,5166,4223,31557,-110,7544,7390,-988,-13326,-1329,0,-682,-660,-12184,-5168,-52046
2000:Q3,-65501,100591,-77516,26110,-61519,-21296,1474,20191,-2368,-151,-4649,334,-4344,-13250,-1371,0,1924,-4956,-12197,-1935,-31870
2000:Q4,-393421,-185131,-326772,45531,14219,39246,-1617,29143,19848,-275,427,-22724,10931,-12453,19552,0,16876,-4789,-11752,-3924,19486
2001:Q1,-123013,-117627,-119210,28970,-14981,-14707,647,48095,5889,-299,-18152,3039,-41362,-10345,12432,0,-3937,1509,-9339,-2886,114544
2001:Q2,-127378,22600,53047,-101159,-36222,-20146,-364,-3653,1665,-133,1487,-7416,2561,-9038,-3666,0,6539,94,-4614,-3609,-45499
2001:Q3,-191501,-2804,-200490,30354,-24133,25576,0,80112,-25286,-337,-1615,-1029,-7502,-7933,8389,0,-9024,-1045,-3108,-6046,-20005
2001:Q4,-62827,-126275,51719,57022,14537,-39022,648,-41115,11265,215,2020,-3406,6832,-7013,-3348,0,212,1087,-2496,-3922,-20809
2002:Q1,109037,46160,42403,30934,-12628,-45573,-1054,-27273,9553,4,-7419,-374,-387,-5925,-5892,0,-6172,3435,-2476,-1593,47741
2002:Q2,120519,106014,-106043,-37858,14427,97987,-1707,50018,29079,-134,4079,-1364,8287,-5295,2480,0,9855,8591,549,-6452,45992
2002:Q3,-57602,227197,-147568,-26585,-105490,52955,195,57147,2285,-356,322,-2721,-9893,-4843,11698,0,3442,3553,-1351,-6524,-58111
2002:Q4,7336,-162758,86000,40134,83544,-57903,411,-7690,-23665,-239,4301,265,-35784,-4466,12071,0,-8003,4273,2289,-1668,18319
2003:Q1,172070,192115,-17887,37369,-90583,-63147,-1692,-43299,2936,-220,-14269,-1056,-3035,-4073,-4564,0,11105,-574,-2602,-1804,114203
2003:Q2,339684,-111600,103745,-24608,219308,26329,-64,-17037,20645,-235,4276,12103,-14252,-4242,-1018,0,23473,3281,-770,170,126509
2003:Q3,47295,72941,35100,-9810,-49701,-19878,-1712,-1925,-19014,-192,9847,4035,-9849,-4525,-6506,0,6706,3654,1186,-1582,18643
2003:Q4,-127468,-191601,84032,52261,-27226,-23639,839,-42415,1820,-318,5884,29433,9,-5001,-14967,0,-3089,6048,3586,-5469,-21296
2004:Q1,25812,-88976,973,25468,8038,-55319,-484,-70131,5144,-421,-8125,6206,2499,-5328,-2925,0,14401,2635,-614,1825,135627
2004:Q2,33654,192735,-36050,-39825,-47633,-9989,325,13435,-16306,166,7026,415,322,-6084,-17558,0,1840,3739,2021,670,-25583
2004:Q3,101283,-6334,-61269,-26202,8105,84242,-51,9340,20619,-455,5317,-830,-1917,-6922,31043,0,3240,6034,2390,16434,102741
2004:Q4,-13451,-71168,-45269,48664,1587,62853,-1077,18425,28806,249,-2849,6151,-4325,-7666,-18930,0,22228,18381,3447,12,-10118
2005:Q1,81938,68118,-16045,53662,-4323,-150518,621,-95665,-16256,-109,-6319,-11875,-5502,-9126,-4628,0,-464,1680,3057,-5933,131043
2005:Q2,-96998,-72916,-17568,-85270,-728,-12852,259,1111,-8289,-402,7029,-3272,5585,-9462,3166,0,-7209,2609,-6024,2047,92337
2005:Q3,-191722,62946,-84966,-17179,-59765,-55775,257,-39396,5689,80,6928,-5384,-10569,-9863,-5985,0,6710,3950,-577,-7615,-36983
2005:Q4,-481502,-243929,-40605,77279,-37738,-108930,2169,-39369,-17725,-56,-3299,3457,-4242,-9967,-7215,0,-21747,-5119,-1325,-4494,-127579
2006:Q1,88550,-25095,-67522,84701,-2999,-12442,-583,-30766,35096,128,-12959,10334,2491,-11061,1488,0,2433,1139,-5266,-4916,111907
2006:Q2,-81007,86425,-98016,-120040,-30357,-20631,333,1201,-20944,150,7423,-8552,-4117,-11390,1754,0,18617,2477,-2944,-4638,101611
2006:Q3,73789,79505,-54930,-31035,20783,-19219,771,2579,15825,-396,3616,3036,-8887,-11970,-16538,0,240,-1859,-2688,-2947,78687
2006:Q4,-188979,-48259,-66337,87742,-34304,-98990,1099,-85822,-40216,-4,-6393,27783,-564,-12760,11752,0,10147,-2892,2311,-3431,-28830
2007:Q1,-74227,-96755,-40604,92774,7722,-109615,-2611,-28197,23030,-270,-18070,-22525,-11343,-13591,238,0,-10733,-1180,-12128,-12236,72250
2007:Q2,207067,333229,-58611,-123393,-20046,-15388,-531,16394,-2653,226,3272,3134,-5730,-14393,-4287,0,6646,5875,-12594,-10746,91276
2007:Q3,-258524,-437522,-101766,-25334,-4055,-15391,-716,3707,-24113,-226,3157,1398,-5863,-14962,15171,0,-1602,15376,1298,-8017,325544
2007:Q4,-636750,-410115,-275158,75142,8936,-122229,1153,-37885,-66158,-6826,10446,-11215,-21885,-15312,14514,0,-1990,9457,868,2603,86674
2008:Q1,56700,-293635,75528,100031,11143,3291,-3848,20225,9673,-921,-4380,-33108,-27115,-14050,-5693,0,10695,-5865,5239,52439,160342
2008:Q2,-76832,53821,171724,-157618,-41288,-91084,-1489,-108753,5743,-269,4369,7164,-12707,-13809,-11089,0,6387,-7086,-15370,55825,-12388
2008:Q3,-83465,-238529,117377,45722,17761,12615,2383,102945,-79804,-191,9697,-43754,-52087,-13049,57128,0,3880,-614,4618,21465,-38411
2008:Q4,-120158,-398310,161069,95776,83260,44084,2720,-37861,-26337,260,4781,-37710,-65996,-11806,57062,0,-14592,385,-22703,195879,-106037
2009:Q1,99465,-29040,-161210,67109,26222,87663,-1851,37299,-11735,-715,29340,-20865,24920,-12180,26414,0,-8556,-3918,-25704,55214,108720
2009:Q2,230504,146354,117394,-79993,46458,-104111,1133,-48867,8889,25,1734,21518,3487,-10720,-37814,0,-23551,-4723,-15611,390,104402
2009:Q3,401052,28284,58886,-21060,7205,143378,-2958,12528,68919,5870,-4730,29443,13297,-9446,638,0,5581,-3863,7597,20503,184359
2009:Q4,-307753,-206757,-94276,-26153,-42982,183767,-2287,49530,104580,105,-2056,14019,-3059,-8328,16991,0,13066,1218,7628,-7638,-121352
2010:Q1,-4285,-132958,44455,55956,6912,11141,-778,-33072,71768,616,-7820,-15619,-14117,-5286,23495,0,-6429,-1326,5595,-5886,10208
2010:Q2,96186,-62057,-16515,-29506,-20748,79233,-2987,128979,-31878,-495,-989,-16983,2499,-5814,18031,0,-16783,173,-5269,10749,145779
2010:Q3,150837,14118,96873,-50054,26613,45079,-4708,74906,-83592,117,7013,17350,378,-6474,18633,0,542,7537,1467,11909,18208
2010:Q4,-120580,-252120,786,-19179,-35097,169549,-1500,-27734,113674,593,22047,15765,35663,-7296,-17118,0,21562,1668,13722,-1497,15481
2011:Q1,-15865,-67271,74958,58387,26231,81252,-4484,41979,39647,134,-2866,12396,-6096,-8532,6332,0,7056,-8159,1142,2703,-189422
2011:Q2,-58916,-147960,-15766,-120673,18543,27237,-312,29633,4287,8,-22463,549,4276,-9170,1312,0,6179,13008,5609,-5679,179703
2011:Q3,-403470,-297912,-71087,9039,11611,-5112,2169,109383,-93628,-828,6106,-33391,-9328,-9232,-2247,0,14665,7692,-2118,5645,-50009
2011:Q4,398143,-185467,418452,25208,-983,112986,1442,21921,33832,448,-7841,39163,2708,-8782,634,0,22533,5685,1266,-22,27947
2012:Q1,397246,101783,258546,115833,14721,6951,-6157,4294,20191,-203,-6809,-4595,-837,-9871,631,0,9048,8416,-10234,3077,-100588
2012:Q2,-188979,-69789,-105391,-106492,-3064,17002,-4523,819,-15131,182,10325,10377,3778,-9512,8662,0,13195,2725,1430,-5324,78755
2012:Q3,127961,-99284,143057,-118663,-16060,146922,-4858,102903,-24112,179,5445,28274,10355,-10368,8169,0,18212,5693,-735,7763,71990
2012:Q4,73989,-176448,307330,99139,-43180,-17453,-2994,-45466,34172,202,-1623,-17773,4424,-11938,3934,0,7033,12445,7823,-7691,-95399
2013:Q1,116259,-24964,81712,60369,4163,-66120,-546,-33148,9736,187,7894,21787,2093,-14028,-53425,0,-5692,-1270,2248,-1953,61098
2013:Q2,-59540,73239,123816,-149526,-56369,-99613,-1246,-71024,-26078,-624,-4412,954,-7563,-12708,50942,0,-30642,12677,-4303,-5588,48914
2013:Q3,2353,109091,8086,-26322,16731,-126374,-420,-42930,-55529,827,1882,16613,36,-16876,-28873,0,-5216,2166,8734,-6789,21141
2013:Q4,-332711,-149602,-78649,-71522,-15904,97653,682,80809,-8180,-1582,-1361,27344,-25988,-14348,22393,0,-6360,21785,5646,-3187,-114686
2014:Q1,-136651,-158161,-44495,42541,46198,-15406,-1198,17397,-19405,127,949,-5796,-2131,-19868,8626,0,5497,359,-2284,2321,-7327
2014:Q2,85833,16860,99396,-124410,11609,51556,350,12934,3298,165,1312,10012,7055,-18901,10302,0,5992,2111,9123,7803,30823
2014:Q3,177219,105817,21701,122296,-56867,-100687,2707,-48134,-22581,-124,640,-3488,-13495,-18911,-1536,0,-77,5256,-1447,504,84959
2014:Q4,86160,-347645,363600,41122,-47336,42452,2112,35037,-16427,-63,1223,20570,2309,-19376,8200,0,-6263,21341,1527,-7738,33966
2015:Q1,-107217,-324343,155117,25724,-4834,-16105,1898,-27029,7395,171,-476,-81,-2779,-13680,-3865,0,9054,-5564,5896,12956,57225
2015:Q2,-181955,228306,-55013,-177373,-46426,-73998,1712,-60913,1418,-353,-2656,-3532,1036,-17550,-13417,0,4997,7001,6593,1665,-57451
2015:Q3,-143994,-43982,-191904,-22412,-20669,-54346,2194,-8113,7022,-148,1258,-16123,-16796,-22733,10188,0,2488,2217,-5533,-10269,189320
2015:Q4,-115258,-259710,185038,110881,-39091,-24599,1460,-12006,9823,-17,-922,12954,-11301,-30160,-5134,0,8882,-3759,6979,-1395,-87777
2016:Q1,2824,-192372,52350,37965,33675,4182,-1325,-10756,-5262,387,1500,22259,14288,1712,10941,0,-10670,-12009,-485,-6398,67024
2016:Q2,-16650,84172,-72538,-157846,-16211,-30689,-2127,35518,-28486,212,3400,2153,-4477,-16703,-2892,0,-7835,-2616,885,-7721,176462
2016:Q3,-99909,272241,-21545,31122,-68901,-105594,-208,23721,-18210,-69,-2363,4724,728,-23661,9586,0,5425,-22960,-113511,31204,-207233
2016:Q4,207877,233095,96723,50462,-100730,-41488,3512,-64432,32169,-616,-2988,27192,-5823,-27458,-15839,0,7490,4090,13621,-12408,-30185
2017:Q1,-137933,-114826,9476,119080,-3764,-179051,-6,-122865,-8474,16,-85,344,-995,-13761,747,0,-5137,-589,-13579,-14668,31153
2017:Q2,-83869,94475,-7297,-157392,-12501,-1425,-2019,-39371,22794,45,1259,16834,6382,-15306,5863,0,13199,2740,6973,-20817,270
2017:Q3,3988,239811,-131940,-44090,-41347,-55539,-686,65237,-34887,-127,608,-9086,-24140,-17964,457,0,845,-5618,-1083,-29096,37093
2017:Q4,-604209,-216053,-196253,23671,-70607,-122820,-317,-89460,-22914,-73,-169,12282,31898,-21067,11894,0,-23177,-6108,6492,-22100,-22147
2018:Q1,-113868,-141531,-73178,140109,-48766,-30865,766,-31721,46438,-557,-1867,4384,3793,-18834,-19283,0,-6317,-5549,-7502,5381,40362
2018:Q2,45317,267450,-83527,-202253,-52182,37799,905,114881,-11133,-151,-644,7701,-22702,-19128,-7461,0,6663,-16870,12503,-26765,78030
2018:Q3,281288,66190,206625,-56643,18487,-118537,1344,-70426,12072,-237,223,15331,-6244,-13524,-4458,0,-1731,-12283,4760,-43365,165166
2018:Q4,-243830,-252424,14623,94409,-16270,-6353,2008,69520,7328,119,1748,-39399,-4674,-3382,10692,0,-20553,-3409,-31548,5196,-77815
2019:Q1,-11023,-252009,135699,112738,-46183,-21130,3976,2231,-26473,615,-537,20958,187,21551,6255,0,4423,-14937,7301,-46681,59862
2019:Q2,-347065,-71200,-198495,-149009,36168,54810,2166,52456,-16057,564,792,11117,-7734,30920,11262,0,-463,3832,2700,-36745,-19339
2019:Q3,-74957,119702,-295527,-42638,15629,-4664,2470,-32737,16974,305,444,3425,-3809,35852,3712,0,13016,795,-3152,-41958,132543
2019:Q4,-577971,-520735,-120185,46638,-9318,8862,22,-72314,39084,557,-1675,26688,9973,43529,-13002,0,6335,16538,-1660,-45214,16767
2020:Q1,40076,-154822,-167793,66759,40683,94081,2084,94153,-17781,1490,2567,-283,-23503,6118,32484,0,13668,22428,-44320,4976,161167
2020:Q2,330710,33980,209155,96386,18235,14266,-69,-92696,71001,475,-4591,27910,5281,18963,-937,0,20425,-14888,1087,-17694,-41312
2020:Q3,66741,496843,-162948,-270971,21667,-103186,-674,-107886,-11876,651,-4205,26575,609,19384,4811,0,1568,-17462,-7934,-6747,85337
2020:Q4,-208112,-441662,253750,141446,-47572,-15899,656,-69047,33232,-355,-2861,-30198,27762,14760,8818,0,13751,-2887,10024,-19554,-98174
2021:Q1,395534,506226,182061,-183437,27470,-164764,-1118,-67097,-31982,-1996,-4244,45272,-25996,15000,-31630,0,-6647,-14335,-19869,-20123,27978
2021:Q2,129612,142132,55343,-166133,14062,22450,-847,79342,-52722,1040,4359,17676,-16766,17500,-1871,0,23242,-6644,52,-41910,61757
2021:Q3,67006,93684,-177115,69408,15588,-100069,-1224,-41344,-39006,-456,-6887,38111,-5683,17500,-8782,0,3232,-12687,-4134,-38710,165509
2021:Q4,-357726,-176544,-4607,50178,-11859,-99893,-969,-7596,-29321,-287,-2732,10540,-19047,17500,-22578,0,7914,-946,-13944,-38427,-115002
