1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,3595,3534,-20,0,81,3595,3479,0,0,0,-9,159,-16,0,0,0,0,-16,0,-18
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,2543,2457,-7,0,93,2543,2201,0,0,0,6,271,44,0,0,0,0,44,0,21
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,2981,2860,23,0,98,2981,2594,0,0,0,65,152,28,0,0,0,0,28,0,142
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,2743,2574,20,0,149,2743,2365,0,0,0,8,101,42,0,0,0,0,42,0,227
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q1,2516,1891,55,211,359,2516,5007,-1364,-1364,0,-18,-834,-54,119,-178,0,0,5,0,-221
1969:Q2,176,-547,21,328,374,176,4776,-3099,-3099,0,2,-1586,338,241,91,0,0,6,0,-255
1969:Q3,-5332,-5906,78,305,191,-5332,-1466,-1068,-1068,0,-52,-3118,257,180,68,0,0,9,0,115
1969:Q4,1981,1263,77,140,501,1981,377,127,127,0,-89,-352,177,209,-41,0,0,9,0,1741
1970:Q1,4022,3422,174,53,373,4022,1029,896,696,200,-31,1714,196,217,-32,0,0,11,0,218
1970:Q2,12130,11512,90,36,492,12130,8121,1363,963,400,22,2214,304,220,71,0,0,13,0,106
1970:Q3,20320,19990,69,30,231,20320,17873,414,14,400,158,2748,207,233,-42,0,0,16,0,-1080
1970:Q4,18389,17670,43,30,646,18389,15162,422,22,400,103,3329,281,216,46,0,0,19,0,-908
1971:Q1,29586,28770,56,-13,773,29586,23662,2597,2197,400,17,2954,291,252,20,0,0,19,0,65
1971:Q2,17570,16707,38,-11,836,17570,15579,1680,1280,400,37,42,163,198,-53,0,0,18,0,69
1971:Q3,15099,14388,114,111,486,15099,13160,841,441,400,13,705,279,268,-6,0,0,17,0,101
1971:Q4,19588,18701,52,65,770,19588,15174,644,244,400,-10,3458,228,237,-26,0,0,17,0,94
1972:Q1,24961,23924,97,-33,973,24961,20268,2631,2231,400,-20,1436,150,243,-109,0,0,16,0,496
1972:Q2,20905,19976,76,-32,885,20905,18022,984,584,400,-8,1290,319,308,-6,0,0,17,0,298
1972:Q3,20688,20385,-274,102,475,20688,19717,-983,-1383,400,118,290,382,334,32,0,0,16,0,1164
1972:Q4,21837,21077,-271,103,928,21837,15287,1349,949,400,-4,3761,498,356,126,0,0,16,0,946
1973:Q1,31904,30364,387,13,1140,31904,23186,4099,3693,406,164,2988,509,380,113,0,0,16,0,958
1973:Q2,19658,18465,45,-38,1186,19658,14947,2701,2296,405,-40,585,481,341,125,0,0,15,0,984
1973:Q3,14837,14353,356,93,35,14837,12367,-206,-608,402,-140,2003,695,448,231,0,0,16,0,118
1973:Q4,12017,11252,173,74,518,12017,9514,-248,-648,400,-151,1648,502,347,140,0,0,15,0,752
1974:Q1,25913,24788,82,-12,1055,25913,21373,2690,2168,522,151,1576,585,417,87,67,0,14,0,-462
