date,State and local governments; total financial assets,State and local governments; checkable deposits and currency; asset,State and local governments; total time and savings deposits; asset,State and local governments; money market fund shares; asset,State and local governments; security repurchase agreements; asset,State and local governments; debt securities; asset,State and local governments; commercial paper; asset,State and local governments; Treasury securities, including SLGS; asset,State and local governments; agency- and GSE-backed securities; asset,State and local governments; municipal securities; asset,State and local governments; corporate and foreign bonds; asset,State and local governments; total mortgages; asset,State and local governments; corporate equities; asset,State and local governments; mutual fund shares; asset,State and local governments; trade receivables; asset,State and local governments; taxes receivable; asset,State and local governments; unidentified miscellaneous assets,State and local governments; total liabilities,State and local governments; municipal securities; liability,State and local governments; short-term municipal securities; liability,State and local governments; long-term municipal securities; liability,State and local governments; U.S. government loans; liability,State and local governments; trade payables; liability,State and local government employee defined benefit retirement funds; claims of pension fund on sponsor; asset
1990:Q4,1032490,28934,75246,0,111771,593140,3969,410555,151033,11583,16000,110215,4750,4844,56691,36600,10299,1724522,977772,27788,949984,9648,153326,583776
1991:Q1,1041424,26123,77435,0,109672,601741,4899,415619,152905,11896,16422,111575,5125,5899,55161,37589,11104,1721261,991423,28012,963411,9580,156685,563573
1991:Q2,1053674,30146,72890,0,114641,605586,6000,416835,153813,12000,16938,112113,5500,7000,56201,38224,11373,1769311,1009504,27857,981647,9403,160065,590339
1991:Q3,1073488,30325,70566,0,115611,624478,7336,430235,157515,11907,17485,112955,5875,8156,57271,38310,9941,1808139,1037959,34805,1003154,9801,163507,596872
1991:Q4,1095553,34239,65295,0,118442,636859,8969,435538,162725,11627,18000,113723,6250,9375,59091,38357,13922,1846760,1068584,34659,1033925,10011,167005,601160
1992:Q1,1100913,32176,66261,0,115788,648526,10617,460017,148155,11284,18453,113714,6625,10656,58386,38648,10133,1913791,1070532,29685,1040847,10050,170576,662633
1992:Q2,1104840,34152,60538,0,122350,644502,12000,435563,166627,11000,19312,113895,7000,12000,59795,38928,11680,1980681,1080174,26923,1053251,10000,174157,716350
1992:Q3,1107295,35542,61117,0,122183,645889,13156,429310,172507,10751,20165,113757,7375,13406,60597,38739,8690,2035033,1093769,38379,1055390,9950,177744,753570
1992:Q4,1104476,38125,57261,0,123050,638604,14125,418175,174902,10502,20900,113679,7750,14875,62201,38290,10641,2056434,1085225,33586,1051639,9870,181351,779988
1993:Q1,1107701,36491,60865,26,125870,643102,15036,434058,161627,10257,22124,113718,8128,16412,61958,37857,3274,2073994,1102882,34103,1068779,9750,185014,776348
1993:Q2,1114896,39106,56964,53,124256,657593,16011,441428,166518,10007,23629,110713,8506,18013,62638,36784,270,2115961,1128561,33848,1094713,9613,188762,789025
1993:Q3,1115939,39192,57556,105,126012,653700,16989,421087,180726,9759,25139,109601,8891,19676,63516,35687,2003,2130819,1143629,37630,1105999,9438,192537,785215
1993:Q4,1123981,40180,55020,158,134021,650028,17901,420702,175367,9503,26555,108508,9286,21391,65802,35579,4008,2145026,1143882,35378,1108504,9158,196360,795626
1994:Q1,1119607,40120,58031,211,128778,643855,18882,419193,168599,9254,27927,108107,9673,23185,65516,36114,6017,2188536,1140838,37493,1103345,9154,200227,838317
1994:Q2,1122906,41198,55235,316,126308,644888,20082,413090,173359,9037,29320,108310,10041,25103,67321,36153,8033,2207332,1128085,30781,1097304,9240,204171,865836
1994:Q3,1124204,38874,56556,421,118998,645674,21575,399574,184965,8844,30716,109741,10376,27255,68439,36145,11725,2203835,1115642,34360,1081282,9683,208240,870270
1994:Q4,1127015,42086,57802,527,119449,622728,22440,371630,187873,8667,32118,111261,10670,29298,71244,36846,25104,2203162,1097943,33200,1064743,9554,212372,883293
1995:Q1,1126074,39275,62781,597,110624,626215,24204,352221,207483,8507,33800,112647,11005,31595,71266,37921,22148,2169152,1083130,36797,1046333,9663,216586,859773
1995:Q2,1127679,41930,60595,792,102132,588893,26447,315622,202344,8385,36095,114059,11544,33791,72562,37723,63658,2143010,1074431,32680,1041751,9626,220898,838055
1995:Q3,1131059,40797,62701,835,106893,560600,35286,306322,174033,7269,37690,114238,20246,34751,74635,37372,77991,2101677,1048582,32618,1015964,10215,225223,817657
1995:Q4,1130144,42911,66423,960,117106,529915,39850,292068,153361,5178,39458,115207,26739,35430,77310,37725,80418,2088974,1037040,34430,1002610,9692,229594,812648
1996:Q1,1131656,38790,71561,1011,137338,528216,42308,286003,152530,4109,43266,115777,31055,36221,77378,38754,55555,2075268,1032290,35865,996425,9825,233999,799154
1996:Q2,1142371,40174,71282,1004,145625,539291,51074,285599,151312,4854,46452,116313,36950,39602,79590,39184,33356,2071558,1033512,34210,999302,10384,238499,789163
1996:Q3,1149635,38334,73074,1020,146019,513696,54801,265879,139557,4618,48841,117404,41521,41007,79785,39491,58284,2064261,1014241,37548,976693,10637,243089,796294
1996:Q4,1172039,40623,74851,1083,149780,492358,60479,259072,117763,4701,50343,119198,47524,41582,82902,40063,82075,2044863,1021340,40682,980658,4849,247833,770841
1997:Q1,1194418,38042,78079,1180,153854,479383,66304,250172,110470,4493,47944,119976,50261,41125,82877,41511,108130,2069380,1024126,41691,982435,10240,252601,782413
1997:Q2,1231418,40620,76792,1234,151586,491710,68020,245284,123331,4605,50470,121090,61006,39384,84326,42353,121317,1983540,1036877,39296,997581,10016,257418,679229
1997:Q3,1260930,40639,79708,1328,154942,476121,72317,237077,111907,4061,50759,122120,71464,36428,86328,43002,148850,1929827,1045093,44566,1000527,10537,262316,611881
1997:Q4,1294309,42856,80781,1407,153772,489352,75173,241144,117265,3962,51808,123230,79669,34169,89245,44308,155520,1970728,1066957,48996,1017961,9989,267315,626467
1998:Q1,1353045,39288,86409,1484,162568,489164,80541,239729,111995,3556,53343,124300,88981,30989,90449,46132,193281,1898366,1086783,49897,1036886,9974,272354,529255
1998:Q2,1397237,41910,87441,1704,156771,534969,79250,260332,134884,3054,57449,125569,95633,33513,90879,45385,183463,1945168,1110880,44448,1066432,10082,277533,546673
1998:Q3,1421169,39920,89550,1861,155039,562031,82315,273937,143243,3099,59437,125500,85995,26934,91882,47858,194599,2141515,1114893,40797,1074096,10346,282851,733425
1998:Q4,1486490,43613,95158,4201,162225,605387,90519,285711,160714,3331,65112,132823,102777,35602,96255,49285,159164,2006586,1133636,42728,1090908,10117,288235,574598
1999:Q1,1518146,40336,98681,4298,161710,631398,94835,293613,171568,3412,67970,133978,102772,35430,98344,50285,160914,2023552,1152668,43649,1109019,10117,293743,567024
1999:Q2,1547292,41901,101005,4374,160267,658769,98797,304025,181906,3476,70565,134430,102189,35053,99936,55886,153482,1982717,1165057,41503,1123554,10199,299368,508093
1999:Q3,1566103,41929,104407,4449,158646,676902,102821,304879,192466,3541,73195,134794,101505,34634,101526,56311,151000,2116578,1166567,42974,1123593,10163,305130,634718
1999:Q4,1611936,46776,108848,4605,159689,707208,108844,310531,206927,3671,77235,137513,102545,34794,104942,59204,145812,1966047,1172521,45291,1127230,8488,311080,473958
2000:Q1,1637365,43631,112825,4688,157927,728063,113239,312518,218456,3742,80108,137914,101804,34339,106684,65569,143921,1953567,1175824,46952,1128872,8525,317205,452013
2000:Q2,1651563,44820,115502,4732,154763,747090,116785,315716,228434,3782,82373,137143,100168,33577,107549,68245,137974,2046629,1182717,45705,1137012,8584,323357,531971
2000:Q3,1668913,43020,120409,4811,152566,765099,121216,314553,240222,3850,85258,137286,99171,33023,109189,65789,138550,2061695,1176656,43774,1132882,8818,329611,546610
2000:Q4,1672745,47635,119372,4847,148993,783227,124707,316938,250221,3886,87475,136242,97289,32168,109867,69783,123322,2251368,1189025,46648,1142377,8867,336029,717447
2001:Q1,1691040,43639,121822,4903,145825,807874,128662,324059,261207,3934,90012,135609,95681,31401,110969,69174,124143,2493977,1216228,52839,1163389,8941,342638,926170
2001:Q2,1735233,47439,126442,5026,144502,840739,134493,332246,276109,4038,93853,136778,95300,31027,113602,68235,126143,2486951,1250414,55118,1195296,8971,349450,878116
2001:Q3,1728152,46638,127472,5026,139540,849865,137111,328770,284492,4044,95448,134562,92532,29869,113441,70451,118756,2749638,1256372,65514,1190858,8892,356129,1128245
2001:Q4,1762772,53127,131593,5140,137673,882394,142944,336421,299612,4142,99275,135391,91828,29372,115862,72804,107588,2714137,1294383,70496,1223887,8967,362983,1047804
2002:Q1,1766485,52381,134480,5167,133307,897682,146403,335823,309839,4169,101448,133836,89472,28339,116322,73433,102066,2744335,1316154,71605,1244549,9237,369964,1048980
2002:Q2,1772393,54974,136250,5191,128819,919650,149815,342062,319994,4195,103584,132192,87041,27279,116701,73027,91269,2998374,1366203,76729,1289474,9322,376991,1245858
2002:Q3,1773206,54539,137079,5189,123652,937567,152474,347140,328555,4199,105199,129861,84153,26075,116507,72688,85896,3177673,1389412,85135,1304277,9495,384078,1394688
2002:Q4,1814860,59768,140357,5282,120653,977849,157968,363559,343275,4280,108767,129862,82753,25325,118433,74333,80245,3284018,1438302,95717,1342585,9598,391241,1444877
2003:Q1,1811538,57743,146939,5279,120591,972848,157886,358879,343096,4277,108710,129794,82710,25312,118357,75377,76588,3307518,1465117,97398,1367719,9650,398473,1434278
2003:Q2,1828722,59731,147563,5442,121792,972736,159459,352645,346517,4321,109794,131089,95117,28703,116943,75610,73996,3371549,1519965,97180,1422785,9623,405576,1436385
2003:Q3,1865988,59668,151625,5634,123105,998021,159735,367304,354151,4575,112256,134202,97395,29869,116151,76327,73991,3389413,1528795,99902,1428893,9709,412775,1438134
2003:Q4,1944928,67556,159815,6060,127592,1038711,164034,380851,371169,4961,117696,140885,108152,32843,116471,77043,69800,3332970,1558759,106092,1452667,9676,419999,1344536
2004:Q1,2007182,66401,168377,6382,130371,1073868,166025,397356,383530,5296,121661,145820,109703,33974,119497,79976,72813,4178689,2339563,24898,2314665,9745,427323,1402058
2004:Q2,1968364,61668,162954,6330,125680,1055677,158498,399266,373924,5329,118660,142402,109898,34225,120233,82908,66389,4263923,2402829,29707,2373122,9804,434757,1416533
2004:Q3,2088513,59750,168435,7005,135009,1128726,168564,418955,406267,5969,128971,154972,106575,34369,122473,86462,84737,4505192,2436821,40803,2396018,9859,442276,1616236
2004:Q4,1998528,63243,171956,6630,124076,1061902,153325,405268,377660,5714,119935,144295,116072,37352,124937,90017,58048,4358145,2481257,44395,2436862,9994,449958,1416936
2005:Q1,2033394,71155,170456,6771,123225,1083456,150666,426935,379412,5906,120537,145198,112171,37017,128684,93652,61609,4493115,2535606,45660,2489946,10073,457722,1489714
2005:Q2,2149032,71509,169777,7300,129184,1164960,156236,472007,402394,6438,127885,154240,113436,38036,133144,97287,70159,4620275,2583483,35903,2547580,10187,465601,1561004
2005:Q3,2315775,63795,176421,8146,140306,1277105,167788,519309,442166,7265,140577,169755,116663,39893,138494,100652,84545,4709249,2609599,33835,2575764,10428,473640,1615582
2005:Q4,2359358,72298,184611,7671,139830,1295104,165291,534615,445873,7517,141808,171450,117849,40849,142374,104017,83305,4735181,2646252,42704,2603548,10620,481877,1596432
2006:Q1,2291798,70502,188116,7891,132053,1246301,154243,523041,426087,7366,135564,164101,122887,43021,143500,107465,65961,4616061,2651836,43197,2608639,10694,490253,1463278
2006:Q2,2366305,69509,189734,8328,135924,1294514,156818,544741,443833,7861,141261,171203,119108,42574,147247,110913,77251,4773582,2690391,35216,2655175,10922,498817,1573452
2006:Q3,2449124,68122,198296,8946,140956,1342339,160566,559187,465824,8448,148314,179965,123034,44296,148622,112654,81894,4804385,2709515,30400,2679115,11067,507455,1576348
2006:Q4,2573192,74976,210375,9757,146324,1415889,164503,596969,489444,9083,155890,189383,130434,47071,151330,114394,83259,4832491,2762078,34311,2727767,11215,516156,1543042
2007:Q1,2699193,71211,215246,10627,153053,1507047,169746,644122,518228,9834,165117,200829,130852,48156,152779,114827,94566,4967156,2822159,36041,2786118,11427,525125,1608445
2007:Q2,2653396,64678,216705,11623,146084,1484185,159755,654376,500740,9712,159602,194348,137378,50834,155585,115261,76715,4866018,2871819,31226,2840593,11603,534272,1448324
2007:Q3,2758055,64270,229056,13742,152379,1544105,164232,671972,528815,10476,168610,205558,137929,52239,156360,115317,87100,4970397,2888078,37203,2850875,11756,543520,1527043
2007:Q4,2790560,75023,246681,15701,151119,1544769,160440,673195,531021,10739,169374,206726,131999,51045,159166,115374,92957,5131066,2936430,51286,2885144,11881,552938,1629817
2008:Q1,2754874,69948,247822,18273,147673,1523536,154352,665207,525472,10843,167662,204872,118002,47473,156885,116156,104234,5365796,2960676,52742,2907934,11991,562389,1830740
2008:Q2,2710490,69776,243587,18684,144053,1496213,148150,652323,519122,10924,165694,202697,114774,47271,153653,116937,102845,5447607,2967177,42255,2924922,12195,572016,1896219
2008:Q3,2642235,69379,247265,19713,138437,1447538,140002,630065,505295,10839,161337,197590,103427,42161,148938,118368,109419,5792918,2962844,43764,2919080,12470,581868,2235736
2008:Q4,2569280,83394,265791,20639,130186,1379185,129378,604212,481334,10521,153740,188498,78357,34600,143478,119799,125353,6276424,2976913,56059,2920854,12716,591454,2695341
2009:Q1,2487106,78238,278910,22438,123122,1321541,120157,582604,461165,10267,147348,180864,68747,32644,137791,117994,124817,6509722,3005801,55649,2950152,12866,601039,2890016
2009:Q2,2618227,102945,268113,23314,131287,1400152,125726,605668,498223,11292,159243,195682,78996,37519,136522,116189,127508,6508477,3038710,46296,2992414,13060,610767,2845940
2009:Q3,2650303,88953,273730,23572,134129,1423590,125944,605068,515773,11896,164909,202867,90574,42876,136061,114420,119531,6347022,3059037,61569,2997468,13241,620542,2654202
2009:Q4,2682670,102593,276629,17858,134320,1412961,98560,611271,523434,12281,167415,206177,94519,44514,138575,112650,141874,6379828,3118805,63973,3054832,13536,630296,2617191
2010:Q1,2721356,98762,282661,17554,135675,1460141,122159,617885,535864,12785,171448,211375,99043,46341,141865,112263,115676,6471606,3145348,63942,3081406,20733,639919,2665606
2010:Q2,2647263,99298,265834,17954,130157,1419938,114593,604847,521084,12638,166776,205837,86779,43230,145395,111876,120965,6722777,3141973,47527,3094446,20644,649533,2910627
2010:Q3,2718137,98641,269355,19244,133974,1460806,115219,614344,543753,13402,174088,215095,95451,47506,147796,111715,118554,6706650,3149483,52268,3097215,21011,659083,2877073
2010:Q4,2798312,108787,276162,20679,136470,1500821,114515,630803,561584,14061,179858,222460,105246,50424,151528,111554,114181,6751076,3205859,63207,3142652,21796,668616,2854805
2011:Q1,2765490,108180,279586,20427,132865,1471881,108650,617088,554423,14098,177622,219930,110624,52659,154549,111722,103067,6701703,3186782,60348,3126434,22923,678157,2813841
2011:Q2,2700899,113287,275103,20429,127666,1422253,101605,593278,540276,13947,173147,214615,109257,53037,157030,111890,96332,6709382,3153676,37882,3115794,26498,687737,2841471
2011:Q3,2659311,112743,280644,20293,125665,1387974,100012,571995,531806,13729,170432,211250,91304,47225,157101,111946,113166,7046379,3147770,48314,3099456,30626,697297,3170686
2011:Q4,2762967,125771,294210,21074,131377,1436743,101906,596112,547003,14293,177429,219923,100955,50059,157057,112002,113796,7035096,3167790,52572,3115218,28577,706877,3131852
2012:Q1,2757994,122903,313453,19688,130029,1416773,98257,596976,532581,14087,174872,216755,112574,54911,159271,113815,97822,6856875,3170144,52139,3118005,32310,716466,2937955
2012:Q2,2736032,121246,306930,18652,128999,1408606,94917,607318,519693,13916,172762,214140,107667,53598,158625,115628,101941,6980753,3185552,43609,3141943,32442,726011,3036748
2012:Q3,2799428,115903,319791,18399,133249,1438597,95421,623214,527935,14315,177712,220274,112883,56367,162689,117554,103722,6955452,3179612,56158,3123454,32407,735533,3007900
2012:Q4,2772675,122075,326956,18864,130503,1408947,90907,622317,508432,13962,173329,214842,111580,57037,162617,119480,99774,6939036,3176573,56605,3119968,16388,745090,3000985
2013:Q1,2838388,119575,332377,17986,135644,1445691,91861,640390,519573,14452,179415,222385,122473,60344,163568,120297,98048,7066307,3183864,54742,3129122,16787,754722,3110934
2013:Q2,2815069,116830,331121,17745,134782,1427109,88689,639065,507511,14301,177543,220064,124425,60328,166004,121115,95546,7285970,3165785,39639,3126146,16821,764381,3338983
2013:Q3,2806395,120187,338988,18136,135557,1396169,86617,615707,501688,14325,177832,220424,130601,63553,171176,121964,89640,7383567,3140085,46849,3093236,16974,774114,3452394
2013:Q4,2882257,128941,347405,18053,140311,1429656,87004,634254,510311,14767,183320,227225,142244,67106,172057,122814,86445,7504600,3126261,45453,3080808,61077,783878,3533384
2014:Q1,2893381,125916,355601,17011,141879,1424558,85318,632734,507017,14872,184617,228833,143578,68399,175144,124582,87880,7592307,3118994,43199,3075795,72151,793648,3607514
2014:Q2,2861190,125956,349294,16128,139918,1402179,81537,633501,491205,14607,181329,224758,148973,70951,178614,126350,78069,7543162,3115952,33796,3082156,61662,803560,3561988
2014:Q3,2800184,128429,355666,15930,135380,1346941,76397,614899,466826,14076,174743,216595,147328,70153,183389,128140,72233,7594139,3086484,37597,3048887,17965,813587,3676103
2014:Q4,2885837,145725,359003,16352,139671,1389739,76264,646472,472978,14465,179560,222565,153432,71052,183085,129929,75284,7660670,3096211,39066,3057145,18091,823669,3722699
2015:Q1,2938510,135177,370117,15744,144110,1424095,76073,669473,479158,14865,184526,228721,154609,72779,179888,131299,81971,7707269,3119291,38252,3081039,18214,833651,3736113
2015:Q2,2901648,139017,362570,15484,143284,1391010,73058,652808,467683,14721,182740,226506,153213,72826,182835,132668,82235,7789233,3127057,31201,3095856,18331,843958,3799887
2015:Q3,2852658,135875,364751,15603,141274,1347962,73510,627951,452582,14457,179462,222442,140523,68392,185112,134082,96642,8044641,3117794,31893,3085901,18269,854426,4054152
2015:Q4,2933083,137086,373158,16161,147478,1392048,72950,653845,463616,15032,186605,231297,147710,70376,183666,135497,98606,8068721,3110299,33129,3077170,18228,864847,4075347
2016:Q1,2957585,137982,376692,17636,148332,1404309,70355,664847,466302,15119,187686,232637,147410,70821,183423,138122,100221,8156917,3127364,32525,3094839,18085,875397,4136071
2016:Q2,2995293,136399,373495,18615,149291,1431835,70810,687593,469316,15217,188899,234140,149637,72344,189821,140748,98968,8216861,3148760,27241,3121519,17777,886123,4164201
2016:Q3,3066112,138219,368567,19889,153329,1475234,72725,710864,482008,15629,194008,240472,154649,75186,196854,143548,100165,8217366,3141446,30125,3111321,17773,896961,4161186
2016:Q4,3114182,143016,381342,21562,154832,1489193,73438,717329,486733,15783,195910,242829,159362,75349,201165,146348,99184,8288942,3140890,30408,3110482,18480,907941,4221631
2017:Q1,3141016,143156,375717,20899,157589,1510210,74746,724599,495401,16064,199400,247155,166944,79081,197477,147795,94993,8243101,3128212,30184,3098028,18527,919081,4177281
2017:Q2,3124197,140698,371439,20522,157651,1495992,74775,710075,495594,16071,199477,247250,170294,81480,199339,149242,90290,8224341,3125226,24642,3100584,18662,930230,4150223
2017:Q3,3137560,134379,376903,21271,158935,1496330,75384,704010,499631,16202,201103,249264,176382,84513,204012,150440,85131,8160183,3109683,32984,3076699,18702,941455,4090343
2017:Q4,3246126,140552,395470,21868,163742,1551245,77664,734961,514743,16692,207185,256804,185816,87391,207404,151638,84196,8127544,3140050,35173,3104877,18948,952938,4015608
2018:Q1,3198013,140095,390174,20618,160848,1517613,76292,715754,505646,16397,203524,252265,183017,87114,208695,156297,81277,8183789,3121185,36099,3085086,19174,964579,4078851
2018:Q2,3248579,134532,384241,19992,165054,1549597,78286,726775,518865,16826,208845,258861,188388,88364,217085,160957,81508,8227824,3120137,31616,3088521,19389,976432,4111866
2018:Q3,3296475,127840,389848,19484,167922,1567786,79646,730667,527881,17118,212474,263360,200019,91287,227759,166149,75021,8238346,3111616,37281,3074335,19685,988338,4118707
2018:Q4,3270585,132916,403380,19778,164891,1535230,78209,713220,518354,16808,208639,258605,169586,82155,230228,171340,102476,8609417,3100231,38043,3062188,20051,1000208,4488927
2019:Q1,3334900,131317,405103,20660,164554,1578003,78049,752674,524793,16775,205712,258077,191608,90398,232317,173898,88965,8450905,3083660,39201,3044459,20299,1012211,4334735
2019:Q2,3338746,128994,405835,22146,162445,1581268,77049,751405,528294,16559,207961,254771,197649,93288,238598,176294,77458,8421740,3066545,36591,3029954,20563,1024454,4310178
2019:Q3,3365334,128608,410152,24464,162648,1607920,77145,766827,536603,16580,210765,255089,198092,93689,246137,178776,59759,8417914,3063000,40093,3022907,20823,1036601,4297490
2019:Q4,3434595,139075,423154,26537,163551,1638631,77573,793144,539326,16673,211915,256504,214120,98937,249339,180932,43815,8373291,3097927,44829,3053098,21098,1048776,4205490
2020:Q1,3453591,142313,430350,32362,161371,1724846,76540,862144,560762,16452,208948,253089,167571,83406,242564,185963,29756,8970360,3104745,43029,3061716,21207,1061049,4783359
2020:Q2,3695553,167254,429711,35326,174249,1864384,75148,1034846,503033,17763,233594,256286,202783,96380,230993,192356,45831,8719967,3126403,41158,3085245,21370,1072754,4499440
2020:Q3,3763794,178084,434052,34324,176749,1859360,76148,1059688,483287,18235,222002,259520,219458,102230,247056,194415,58546,8658921,3161814,44843,3116971,21811,1084796,4390500
2020:Q4,3892754,229884,413598,34458,179249,1898134,77148,1111901,466517,18639,223929,261730,250043,112780,256926,194026,61926,8327870,3188276,46556,3141720,22097,1097176,4020321
2021:Q1,3897989,248853,406227,35768,181749,1851598,78148,1112124,439814,19479,202033,263619,264385,116576,265051,198723,65440,8281833,3213184,43119,3170065,22261,1109891,3936497
2021:Q2,4209925,296575,392000,36077,184249,2069009,79148,1326223,442687,20216,200735,264635,284518,123411,277232,196780,85440,8069699,3231395,36822,3194573,22262,1122859,3693183
2021:Q3,4310001,318457,384836,36119,186749,2132261,80148,1398168,431183,21132,201630,265150,282410,122874,289683,196733,94729,8135264,3239548,30825,3208723,22199,1136134,3737383
2021:Q4,4429295,345612,382380,37834,189249,2177428,81148,1451389,422399,22239,200253,264970,306377,127879,298486,192557,106522,8022975,3248781,32866,3215915,22562,1149796,3601836
