1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q2,370730,21881,190082,94380,39335,22141,1020,16174,0,25052,5161,19891,0,370730,0,332160,38570,0,0
1979:Q3,388907,21675,198376,98714,40334,24367,930,15037,0,29808,7653,22155,0,388907,0,343957,44950,0,0
1979:Q4,400076,22486,204440,101694,40084,24449,830,14805,0,31372,7307,24065,0,400076,0,352640,47436,0,0
1980:Q1,404877,22115,211726,102154,38115,24193,800,13122,0,30767,7874,22893,0,404877,0,355161,49650,66,0
1980:Q2,396676,22715,200606,102796,37978,24057,751,13170,0,32581,9228,23353,0,396676,0,349038,47475,163,0
1980:Q3,408252,21851,211545,103488,36651,24779,710,11162,0,34717,10002,24715,0,408252,0,357232,50741,279,0
1980:Q4,437838,23844,231595,104594,39331,25386,680,13265,0,38474,11851,26623,0,437838,0,380135,57303,400,0
1981:Q1,434948,22230,229633,106493,36717,24558,651,11508,0,39875,10938,28937,0,434948,0,375652,58757,539,0
1981:Q2,458125,23855,240073,111361,41904,26538,620,14746,0,40932,11226,29706,0,458125,0,400178,57291,656,0
1981:Q3,475338,23464,253344,114800,41383,26932,590,13861,0,42347,11796,30551,0,475338,0,411713,62780,845,0
1981:Q4,510908,26284,263884,115997,43875,27295,560,16020,0,60868,17266,43602,0,510908,0,446036,63672,1200,0
1982:Q1,523726,24266,276786,114721,39947,28593,526,10828,0,68006,17657,50348,0,523726,0,452553,69434,1739,0
1982:Q2,552558,25267,297491,114130,40958,28602,551,11805,0,74712,20905,53807,0,552558,0,476230,73843,2485,0
1982:Q3,568426,24622,313553,112249,42361,28513,573,13275,0,75641,22012,53629,0,568426,0,485840,79324,3262,0
1982:Q4,582053,26881,323733,109439,45037,29886,576,14575,0,76963,22893,54070,0,582053,0,497994,80159,3900,0
1983:Q1,585395,23251,326056,108888,45425,31095,570,13760,0,81775,25425,56350,0,585395,0,495871,85098,4426,0
1983:Q2,593687,23371,325790,110273,49491,31471,480,17540,0,84762,27626,57136,0,593687,0,506562,82241,4884,0
1983:Q3,606795,23017,331693,110852,47451,31576,420,15455,0,93782,28411,65371,0,606795,0,511231,90266,5298,0
1983:Q4,615569,25965,352715,111560,51125,32314,351,18460,0,74204,23964,50241,0,615569,0,517518,92351,5700,0
1984:Q1,633213,19588,368369,115513,48853,30805,360,17688,0,80890,25062,55828,0,633213,0,532612,94544,6057,0
1984:Q2,661918,17216,388451,121669,52191,34169,381,17641,0,82391,26627,55764,0,661918,0,559153,96419,6346,0
1984:Q3,673453,14718,391315,126719,52805,34530,395,17880,0,87896,28498,59398,0,673453,0,570692,96118,6643,0
1984:Q4,708421,19631,411929,129331,57598,35506,400,21692,0,89932,27987,61945,0,708421,0,598521,102874,7026,0
1985:Q1,711643,18349,422840,129531,51927,31950,410,19567,0,88996,27209,61787,0,711643,0,602013,102117,7513,0
1985:Q2,725911,24054,425185,132549,54665,29795,475,24395,0,89458,26985,62473,0,725911,0,612250,105534,8127,0
1985:Q3,737262,20334,434380,132975,61900,35495,570,25835,0,87673,27626,60047,0,737262,0,619770,108785,8707,0
1985:Q4,765292,26136,453929,131383,63194,33052,680,29462,0,90650,26959,63690,0,765292,0,634098,122103,9091,0
1986:Q1,766567,25032,460434,130931,61168,31560,770,28838,0,89002,27132,61869,0,766567,0,636272,121003,9292,0
1986:Q2,777475,17137,469700,132147,71440,41545,860,29035,0,87051,25671,61379,0,777475,0,645369,122777,9329,0
1986:Q3,776452,13052,471790,132675,71298,46767,951,23580,0,87637,25524,62114,0,776452,0,637134,130022,9296,0
1986:Q4,833079,22885,519640,131977,70981,45700,1020,24261,0,87596,25872,61723,0,833079,0,678756,145033,9290,0
1987:Q1,807617,18688,504674,131935,63040,40011,1145,21884,0,89280,28640,60640,0,807617,0,650969,147367,9281,0
1987:Q2,813921,19610,508793,136343,64268,40238,1270,22760,0,84907,26373,58535,0,813921,0,654531,150152,9238,0
1987:Q3,822633,25738,512770,139569,61910,35257,1400,25253,0,82646,25082,57563,0,822633,0,660237,153211,9185,0
1987:Q4,833548,26822,524047,140669,53633,32997,1520,19116,0,88377,26327,62051,0,833548,0,662791,161609,9148,0
1988:Q1,833998,28582,527447,142092,50403,27940,1719,20744,0,85474,26693,58782,0,833998,0,664542,160243,9213,0
1988:Q2,856082,27891,543546,146079,54072,33100,2017,18955,0,84494,26569,57926,0,856082,0,677635,169108,9339,0
1988:Q3,856220,30938,544311,148502,51372,31072,2107,18193,0,81097,26345,54752,0,856220,0,677764,168982,9474,0
1988:Q4,878153,27035,565416,149960,54975,32790,3101,19084,0,80767,25739,55028,0,878153,0,691519,177070,9564,0
1989:Q1,879053,31561,568118,151423,47903,24436,3841,19626,0,80048,25875,54173,0,879053,0,689897,179585,9571,0
1989:Q2,893804,32793,577005,156759,52400,26391,3957,22052,0,74847,25372,49474,0,893804,0,707786,176565,9453,0
1989:Q3,900086,30530,580513,160650,55281,28259,4020,23002,0,73112,24874,48238,0,900086,0,711005,179656,9425,0
1989:Q4,926864,31077,604541,162723,58711,33610,4090,21011,0,69812,23387,46426,0,926864,0,712787,186493,9702,17882
1990:Q1,909468,32533,598251,162736,50664,26391,4160,20113,0,65284,20990,44294,0,909468,0,703093,178346,10376,17653
1990:Q2,916530,32020,600956,165597,53539,30129,4230,19180,0,64418,20615,43803,0,916530,0,704844,182722,11541,17423
1990:Q3,906298,30188,592325,166892,54419,31624,4300,18495,0,62474,19413,43061,0,906298,0,695616,180884,12609,17189
1990:Q4,908755,31355,594058,166680,55463,35208,4370,15885,0,61199,17059,44139,0,908755,0,687636,191169,12994,16956
1991:Q1,892617,33900,581382,165655,50553,29471,4440,16642,0,61127,15520,45607,0,892617,0,668140,195098,12687,16692
1991:Q2,879689,32075,565328,167327,56650,33098,4514,19038,0,58309,15542,42767,0,879689,0,653571,198016,11678,16424
1991:Q3,869066,32550,552776,167718,57542,33957,4631,18954,0,58480,15616,42864,0,869066,0,634444,207878,10590,16154
1991:Q4,864590,33942,542316,166737,61980,34844,5000,22136,0,59615,13386,46229,0,864590,0,618273,220393,10040,15884
1992:Q1,854624,35198,536795,165571,57524,30709,5458,21357,0,59536,12179,47356,0,854624,0,612844,216283,10089,15408
1992:Q2,851213,36406,525425,168579,59799,32545,5609,21645,0,61004,11423,49582,0,851213,0,604690,221437,10155,14931
1992:Q3,845221,35837,517213,170036,63114,34446,5943,22725,0,59021,9452,49569,0,845221,0,599436,221124,10211,14450
1992:Q4,843691,37172,513956,169474,68263,39138,3745,25380,0,54826,8883,45943,0,843691,0,593340,226183,10200,13968
1993:Q1,824221,36092,508097,165010,63462,36731,3600,23131,0,51560,7565,43995,0,824221,0,584873,215214,10113,14021
1993:Q2,835263,33081,507802,170132,74124,42592,3585,27947,0,50124,6954,43170,0,835263,0,595494,215759,9935,14075
1993:Q3,831153,31022,500973,170404,80467,47704,3526,29237,0,48287,6994,41293,0,831153,0,597035,210228,9760,14130
1993:Q4,842563,28329,506662,173860,86228,50201,3554,32473,0,47484,5806,41677,0,842563,0,605639,213064,9676,14184
1994:Q1,846281,30025,513379,175714,81971,43690,4200,34081,0,45192,5768,39424,0,846281,0,609040,213056,9780,14405
1994:Q2,856309,32040,523931,182362,71884,37894,4900,29090,0,46092,5131,40962,0,856309,0,621611,210326,9743,14629
1994:Q3,868464,32497,535277,187236,68115,37098,5700,25317,0,45339,5265,40073,0,868464,0,628955,214455,10199,14855
1994:Q4,896316,34748,554175,189177,72236,38902,6033,27301,0,45980,4939,41040,0,896316,0,643926,225963,11346,15081
1995:Q1,926023,36102,584346,191612,67207,37095,5700,24412,0,46756,4724,42032,0,926023,0,666072,233148,11625,15178
1995:Q2,967727,38755,605399,197179,76293,42302,4923,29068,0,50101,4323,45778,0,967727,0,693647,246624,12179,15277
1995:Q3,984805,41330,615857,200339,77705,43235,4479,29991,0,49574,4475,45099,0,984805,0,704455,252352,12622,15376
1995:Q4,1006065,48120,631493,200634,74450,41643,5024,27783,0,51368,4711,46657,0,1006065,0,718022,259423,13145,15475
1996:Q1,1011828,41156,629014,204222,85174,50491,5569,29114,0,52262,4213,48049,0,1011828,0,731371,264190,13661,2606
1996:Q2,1036287,47708,637523,212590,83374,49991,6332,27051,0,55092,5294,49798,0,1036287,0,745386,274028,14177,2696
1996:Q3,1066630,50336,654084,225786,81239,48332,7242,25665,0,55185,5415,49769,0,1066630,0,764638,284707,14506,2779
1996:Q4,1087214,44805,662307,229829,92615,54118,7757,30740,0,57658,5187,52472,0,1087214,0,777647,292125,14581,2861
1997:Q1,1126176,53145,681234,242272,91126,50732,8428,31966,0,58399,4211,54187,0,1126176,0,809777,298869,14666,2864
1997:Q2,1165924,57168,694276,256238,95676,52354,10981,32341,0,62566,4260,58306,0,1165924,0,837784,310120,15053,2967
1997:Q3,1174078,43708,701623,264294,101609,56494,11668,33447,0,62844,4383,58461,0,1174078,0,852700,302981,15360,3037
1997:Q4,1221155,55874,716874,276569,104059,52555,17621,33883,0,67779,4441,63338,0,1221155,0,888075,314516,15465,3099
1998:Q1,1243727,59460,725632,277519,110824,51089,22923,36812,0,70292,4751,65541,0,1243727,0,912868,312324,15417,3118
1998:Q2,1292637,57331,753418,289584,121104,56968,26241,37895,0,71200,4999,66201,0,1292637,0,958561,314945,15957,3174
1998:Q3,1323214,61210,776539,297105,116073,50745,33485,31843,0,72287,4774,67513,0,1323214,0,985766,318009,16201,3238
1998:Q4,1356130,67444,797481,302100,114252,49534,33611,31107,0,74853,5883,68970,0,1356130,0,1024696,311574,16328,3532
1999:Q1,1363685,65099,807848,313186,103120,45292,28726,29102,0,74432,5990,68442,0,1363685,0,1049350,294969,15820,3546
1999:Q2,1380557,67229,812028,320663,107970,47289,28402,32279,0,72667,5587,67080,0,1380557,0,1080837,279822,16231,3667
