1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1992:Q2,30525,-53407,72520,1087,-24791,47046,-5303,27207,6819,-139,-3637,-998,-11226,3680,-3273,0,30379,-1626,-4788,9950,-11929
1992:Q3,-345186,-347177,48435,6004,-18223,-17431,6716,61186,-34243,-145,-4850,-77354,-10375,3460,-710,0,20466,1330,3666,13421,-16793
1992:Q4,83454,-16930,70364,37679,-17321,87258,1414,16215,959,-155,-3525,-9404,44451,2420,-2187,0,23006,4903,-1899,11061,-77596
1993:Q1,99109,131246,23609,-3707,8071,-71196,-1810,-52651,-20388,-470,16699,-18235,-28516,5272,558,0,13160,1902,6296,6986,11086
1993:Q2,-118682,-110360,-64417,19274,24441,-52696,507,11126,-17724,-477,-3029,-13450,-36584,5820,1373,0,-11754,2399,4656,4440,65076
1993:Q3,-437632,-337456,-72955,-1313,27984,-13352,-3217,-41915,21292,-394,-5855,-29077,429,4104,-1145,0,25567,11477,4154,1227,-40541
1993:Q4,-172375,565,-23986,37223,-19567,-68077,1848,-45530,-9703,-336,-3906,13019,-10147,1380,400,0,-40446,20403,4448,493,-98533
1994:Q1,-515638,-279550,-79425,-21386,-17312,56816,-7320,106088,39702,-346,21529,-82568,-60269,-4872,-2712,0,25954,22400,1932,-2703,-174781
1994:Q2,-47057,-222010,7832,118974,-88860,-8545,-3749,-3681,-42249,54,-5640,-8824,19083,-10320,-2179,0,29675,22591,570,-3877,145552
1994:Q3,-338390,-254632,-6017,-15247,9194,-89591,-2581,-115806,34210,-318,-5569,-14285,-28011,-13964,-712,0,40120,24692,1789,-9157,17904
1994:Q4,-271059,105806,-173773,-65941,-157824,-31655,358,-20915,-1132,-72,-2363,-23094,-16661,-15012,-3185,0,37946,9044,14196,-10766,52329
1995:Q1,56586,134138,49842,-93568,-85970,-17201,-11623,75977,-56287,-208,23166,-3736,-34812,1272,-3476,0,2108,2086,-7117,-4550,69344
1995:Q2,-240319,-258843,13137,153065,-66529,-135704,3645,-163646,-16349,-257,-8855,12428,25441,9016,-3483,0,10849,10031,-4535,-9988,54554
1995:Q3,-405378,-192565,-26746,3348,-77579,-61089,-1520,-32365,35735,-184,-8304,-44119,-20348,12956,-816,0,8601,5571,-4081,-12215,-50747
1995:Q4,-92937,-139055,-3405,-12912,-55060,32659,207,40448,-6688,-964,-2942,18549,-37685,11568,-1778,0,13271,14685,-5461,-10549,84836
1996:Q1,-407728,-258568,-96004,-62131,8870,-100654,-871,-78752,9324,-115,20432,-6627,-30712,5324,-3686,0,-5717,11783,-4526,-16512,100760
1996:Q2,-14326,-189722,114614,106192,-32791,-17541,-329,1175,-43914,-246,-6588,233,-1044,5500,-2271,0,33658,16770,-3282,-17205,4922
1996:Q3,-300079,-136728,-156696,28530,-55540,-9769,1239,22994,61513,-306,-8937,-11048,-64192,3700,-3483,0,-3881,20798,-922,-27246,30124
1996:Q4,-111105,-46458,109449,-23517,-51834,44643,1680,-47949,54158,830,1089,-1343,2251,4992,9694,0,15441,26286,-413,-22072,-143387
1997:Q1,-73461,267623,-36302,-12429,-84063,-263747,-1844,-30875,10038,-234,-9695,-53221,-142948,7404,-1836,0,-22795,36371,2711,-56823,55456
1997:Q2,-85696,-236911,256376,119832,-64449,-94833,1706,-9946,-47915,-445,-8516,-26561,-9757,6672,-5123,0,-4912,43478,3944,-37459,-65710
1997:Q3,-337947,-273173,8217,-13382,-29298,39910,-1734,10225,99427,-426,-3703,-10137,-54801,6216,992,0,-25914,45885,-79,-26040,-70221
1997:Q4,84932,67736,9287,-70845,-1817,94307,6504,68142,-11780,-533,1349,-1912,-25952,4592,-7684,0,-8577,91742,-3424,-18160,-13735
1998:Q1,139202,93039,130327,-74756,-118888,46538,-3870,67188,17135,-7,362,-5152,-25523,-32774,3476,0,7682,62128,-28578,-15529,62942
1998:Q2,-171299,-437990,68911,71401,-45552,-25702,-5426,82219,-64401,-1124,-6100,-4393,-7240,-33002,1477,0,-4123,65280,-27635,-21235,197633
1998:Q3,-680639,-343846,-637554,-8879,-79646,104374,-4960,102958,79441,-80,-2222,-25221,-28193,-33456,-3042,0,-17394,76527,-23865,-16120,284912
1998:Q4,-16404,297223,-78041,94824,37428,-142323,2334,-79574,-13207,-411,-9746,2918,28159,-34134,-5180,0,-31692,50504,-25238,-27056,-225515
1999:Q1,319641,585545,-183150,-91147,-23840,-265065,-2160,-124745,28554,1154,246,691,-43985,-37514,1815,0,-68694,24002,-22446,-21984,297299
1999:Q2,479573,485771,-71547,57307,-4114,-41728,-1974,-81151,49145,-138,-2693,39610,10325,-39576,3878,0,23275,-14585,-36727,8884,53883
1999:Q3,-110857,325887,-528368,-27865,-35216,18830,-3403,35695,67237,-448,8624,44919,-14835,-42798,1664,0,-48201,25203,-25917,-28910,135875
1999:Q4,522284,464053,256779,6555,-13669,-134928,3774,-142612,50832,-196,11427,-450,-40515,-47179,1780,0,62253,8640,-24056,-18626,-56507
2000:Q1,811986,305750,73262,96975,-49620,-175643,-1332,106889,-114901,-516,-17583,-23980,-74196,-50717,12434,0,75645,-1797,-56685,-28903,561261
2000:Q2,-490056,209829,-305277,-150878,-91993,16497,20664,-10396,75589,-439,15679,29561,5468,-53302,8449,0,-2728,-2640,-48736,-20672,-168234
2000:Q3,-696688,154996,-361917,-52712,-205523,-87665,5895,63645,3644,-602,-9441,1337,-7705,-52998,-22786,0,7695,-19823,-48787,-7740,-143866
2000:Q4,-1193202,-539631,-1187215,134458,74216,227246,-6466,173065,114526,-1099,-13582,-90895,46434,-49811,69423,0,67505,-19154,-47006,-15694,97724
2001:Q1,-327833,-74423,-577046,136564,-82320,-137082,2586,161527,5930,-1194,-59966,12156,-176508,-41379,18376,0,-15747,6035,-37354,-11544,406473
2001:Q2,-522148,-45169,242452,-268831,-173172,-142435,-1455,-45575,-43365,-532,-4139,-29665,14741,-36153,10068,0,26155,377,-18457,-14435,-134994
2001:Q3,-1238063,-397660,-839599,12786,-67736,141914,-1,302344,-78162,-1346,1744,-4117,-17285,-31733,47362,0,-36098,-4178,-12432,-24184,-87769
2001:Q4,69159,-379179,314459,180232,80035,-55601,2590,-84545,89731,860,-2677,-13623,21167,-28053,-20575,0,849,4347,-9984,-15688,-70786
2002:Q1,292142,315609,101484,-4980,-68679,-277778,-4217,-158639,22874,15,-18786,-1495,-10535,-23698,-56070,0,-24690,13738,-9903,-6373,226487
2002:Q2,400100,181349,-460635,77117,20092,346916,-6827,173432,57406,-536,5319,-5454,33675,-21178,60904,0,39422,34363,2197,-25807,235261
2002:Q3,-591201,495174,-554394,-54416,-395126,245931,781,225247,34482,-1424,8084,-10883,-31311,-19370,43846,0,13766,14213,-5405,-26096,-328369
2002:Q4,616121,-125676,412715,8774,363127,-125206,1645,48770,-45755,-955,10512,1061,-142934,-17863,32747,0,-32012,17093,9154,-6670,82387
2003:Q1,499438,837865,-97186,-42518,-402079,-329552,-6769,-205292,10299,-879,-49033,-4225,-20995,-16291,-60864,0,44421,-2297,-10409,-7217,532908
2003:Q2,1325369,-686726,340751,214139,858859,93329,-257,-101478,38383,-941,8892,48410,-54702,-16968,67375,0,93891,13123,-3081,681,505018
2003:Q3,-250284,-122129,154703,50449,-167303,-94232,-6846,-13844,-71227,-769,43739,16139,-30965,-18098,-52215,0,26822,14615,4744,-6327,-71773
2003:Q4,151800,-181589,421696,-1219,-82285,9109,3356,-98095,48090,-1270,19350,117731,-1843,-20004,-62511,0,-12356,24193,14345,-21876,-13911
2004:Q1,-113071,-251815,-57603,-117990,-26294,-287503,-1937,-299701,33187,-1682,-24682,24823,4358,-21312,-73545,0,57603,10541,-2456,7299,628134
2004:Q2,-6030,421748,-172374,217545,-200025,-88275,1299,-6343,-105155,663,19235,1661,3406,-24336,-11789,0,7361,14957,8085,2680,-184649
2004:Q3,43557,-392308,-250316,-6476,59538,356816,-203,42458,85036,-1819,25349,-3319,-4948,-27688,129560,0,12958,24136,9558,65737,276304
2004:Q4,664737,327403,-86168,-60657,47167,346115,-4307,147860,139990,997,-14427,24605,-16504,-30662,-77706,0,88912,73523,13786,49,90877
2005:Q1,115687,329626,-119462,60416,-109122,-669149,2485,-378553,-77769,-435,-16992,-47500,-24820,-36502,-82423,0,-1856,6719,12228,-23731,623379
2005:Q2,-768706,-737300,-140425,79957,1045,-161879,1036,-82366,-70859,-1609,19305,-13088,28055,-37848,29801,0,-28835,10435,-24094,8188,189896
2005:Q3,-801165,138136,-306935,-121129,-200152,-68100,1028,-104672,53267,319,31248,-21537,-43011,-39453,44840,0,26839,15801,-2308,-30460,-242984
2005:Q4,-1298942,-473578,-69915,94728,-101987,-413167,8676,-127681,-50957,-223,-16203,13827,-19138,-39867,-50862,0,-86990,-20476,-5298,-17975,-335023
2006:Q1,-36,-19235,-296356,181508,-83475,-221436,-2330,-125024,50328,510,-43433,41337,11342,-44242,-83487,0,9732,4556,-21063,-19662,438958
2006:Q2,-594448,6181,-433543,-34419,-129112,-192746,1331,-23989,-136306,601,21302,-34208,-11508,-45561,-18456,0,74467,9907,-11775,-18552,189192
2006:Q3,286219,283844,-260953,-225862,118471,164010,3083,12475,133458,-1583,17496,12144,-37789,-47880,101621,0,962,-7437,-10753,-11786,206709
2006:Q4,-122322,99515,-156369,164238,-93394,-354953,4394,-314698,-88439,-14,-28618,111132,-6356,-51039,-5855,0,40586,-11566,9243,-13723,218642
2007:Q1,-796643,-525006,-201105,239072,-36514,-563476,-10443,-101569,-27424,-1078,-64562,-90100,-44646,-54362,-24185,0,-42932,-4719,-48513,-48943,290386
2007:Q2,546370,1104962,-273685,-118418,-77050,-192178,-2124,44509,-72354,904,6015,12535,-17421,-57573,-63393,0,26582,23500,-50374,-42984,102740
2007:Q3,-966051,-1705108,-424306,-237124,33536,85960,-2862,3639,-23241,-905,14306,5593,-21625,-59848,142679,0,-6406,61505,5190,-32066,1280991
2007:Q4,-1833408,-1319494,-1005461,193224,50256,-380793,4612,-130505,-156554,-27302,39461,-44860,-95591,-61249,47442,0,-7958,37828,3472,10412,628859
2008:Q1,284076,-967949,339527,282596,-5653,45944,-15393,106002,-36493,-3682,-17518,-132431,-108725,-56201,60355,0,42778,-23459,20955,209757,589612
2008:Q2,-771086,-56816,641445,-366556,-134860,-493844,-5956,-455678,-33269,-1075,17475,28657,-46064,-55236,-101723,0,25548,-28345,-61478,223299,-360454
2008:Q3,-416944,-948491,432058,137695,94796,771,9530,373198,-288437,-764,38787,-175015,-203197,-52195,181472,0,15519,-2457,18470,85860,-133772
2008:Q4,8934,-1533367,689761,281914,329224,322756,10880,-117295,-4702,1041,19125,-150839,-273636,-47224,249528,0,-58368,1541,-90810,783516,-81353
2009:Q1,297174,20592,-755543,94601,56200,505743,-7403,205119,-63031,-2860,117358,-83459,97566,-48720,223027,0,-34222,-15673,-102815,220856,375581
2009:Q2,516823,241254,448140,-57961,205486,-500157,4531,-177388,-569,99,6937,86073,18563,-42879,-221542,0,-94204,-18892,-62445,1559,180061
2009:Q3,1454137,-120789,280279,62821,36337,464550,-11830,-37343,283305,23478,-18918,117771,61091,-37785,-34488,0,22323,-15451,30388,82010,730938
2009:Q4,-575063,-385694,-289697,-339843,-150416,772655,-9146,211572,462907,418,-8224,56074,-22645,-33313,57917,0,52262,4871,30512,-30550,-182067
2010:Q1,157783,-174048,58369,125457,-78331,246063,-3110,-51806,294013,2462,-31280,-62475,-61699,-21142,213287,0,-25718,-5305,22378,-23542,-19726
2010:Q2,-28910,-731787,-67350,248571,-43036,322826,-11947,557490,-119416,-1978,-3954,-67933,13066,-23256,25275,0,-67133,692,-21077,42997,241865
2010:Q3,333029,-304512,431021,61174,113803,-39913,-18833,157150,-377463,469,28053,69400,11424,-25895,29961,0,2167,30149,5869,47636,71455
2010:Q4,26724,-521713,80355,-606337,-81717,691033,-5998,-90522,482756,2371,88187,63060,134900,-29184,-96356,0,86246,6673,54886,-5987,465104
2011:Q1,-112699,5783,243871,-68748,12162,510295,-17937,242700,165162,535,-11464,49584,-35364,-34129,140238,0,28225,-32635,4568,10813,-816063
2011:Q2,-419877,-913292,-106806,45230,102078,99506,-1246,157099,23931,31,-89851,2195,19504,-36680,-51942,0,24718,52031,22434,-22716,353407
2011:Q3,-2087658,-1604082,-220281,99596,66686,-204098,8677,308536,-410509,-3311,24424,-133564,-25387,-36929,-39571,0,58661,30767,-8472,22579,-225479
2011:Q4,2299804,-282837,1709447,-188233,40680,459744,5769,103329,157967,1791,-31365,156651,7482,-35128,-24602,0,90131,22741,5065,-87,561004
2012:Q1,1585645,778046,989595,110524,-18775,185278,-24629,85384,91530,-810,-27234,-18379,-18765,-39483,96437,0,36193,33664,-40935,12306,-459022
2012:Q2,-969971,-647529,-471899,162797,6336,42157,-18092,34969,-56125,729,41299,41508,14734,-38048,-26920,0,52780,10900,5720,-21296,-61833
2012:Q3,14881,-912785,656091,-338654,-54928,449787,-19431,301221,-128468,715,21781,113097,54465,-41470,24147,0,72846,22771,-2939,31050,215371
2012:Q4,1010328,-192676,1240381,24600,-122967,-63530,-11974,-171373,153543,806,-6492,-71090,20446,-47753,-8080,0,28132,49780,31291,-30765,124520
2013:Q1,349362,82834,233325,45109,-68010,-148711,-2185,-68513,53528,747,31574,87146,-11133,-56111,-157094,0,-22769,-5081,8992,-7813,204815
2013:Q2,-434135,-79015,455313,43192,-222935,-433730,-4983,-268871,-100015,-2497,-17647,3818,-33022,-50831,151741,0,-122570,50708,-17211,-22350,-196960
2013:Q3,-462056,-88006,136399,-14097,82711,-596197,-1679,-253741,-252506,3308,7526,66452,12246,-67502,-105882,0,-20866,8663,34937,-27154,17135
2013:Q4,-547726,115252,-285181,-822207,2719,400825,2728,325952,-21211,-6328,-5442,109377,-93777,-57393,75382,0,-25441,87141,22583,-12747,40866
2014:Q1,-560149,-325817,-238773,-56966,96531,9884,-4792,131088,-59182,509,3794,-23185,-31101,-79472,48651,0,21989,1434,-9134,9285,-45008
2014:Q2,56460,-378633,342718,158677,32154,166242,1398,45825,17101,661,5246,40050,22663,-75605,8785,0,23968,8445,36493,31213,-264698
2014:Q3,115946,-283768,194501,639927,-199598,-462245,10826,-250330,-119545,-497,2558,-13954,-44051,-75644,11445,0,-307,21025,-5788,2017,227129
2014:Q4,1237990,-544300,1462360,-415442,-114675,197780,8448,142354,-58830,-253,4892,82279,27441,-77502,33485,0,-25054,85364,6109,-30952,652267
2015:Q1,-563427,-1223463,535780,74589,-124863,-36032,7591,-62543,51718,682,-1904,-323,-36912,-54720,-28989,0,36218,-22255,23583,51822,210563
2015:Q2,-1039552,383168,-234486,-49775,-211875,-340881,6849,-258954,7680,-1410,-10624,-14127,-2234,-70200,-78883,0,19987,28002,26372,6661,-585703
2015:Q3,-1158105,-828467,-681776,1736,-55493,-254066,8777,-80450,6179,-590,5032,-64492,-58282,-90930,65077,0,9953,8868,-22132,-41076,659960
2015:Q4,567390,69851,753434,-279275,-51850,-45217,5839,-30298,37050,-67,-3689,51815,-21934,-120640,-6119,0,35530,-15037,27914,-5580,120447
2016:Q1,-146915,-874563,146513,289460,17054,3921,-5299,-28213,7262,1547,5998,89038,29948,6848,15041,0,-42679,-48036,-1941,-25593,270701
2016:Q2,-441607,-277722,-299257,-9156,-73012,-181375,-8508,126326,-116234,848,13601,8610,-24426,-66811,-45634,0,-31340,-10464,3540,-30883,398915
2016:Q3,-1030469,657573,-43936,5414,-231503,-444737,-830,44428,-91494,-277,-9450,18894,11901,-94643,76104,0,21698,-91840,-454044,124817,-973280
2016:Q4,1995556,2083249,416641,-438904,-321208,-72158,14049,-206333,121314,-2463,-11951,108767,1443,-109831,-38327,0,29962,16361,54485,-49633,327936
2017:Q1,-890246,-694432,-91131,655562,-105004,-779403,-23,-518676,379,65,-339,1375,-33800,-55045,-37448,0,-20548,-2354,-54317,-58672,124161
2017:Q2,-702695,-279442,-979,-26201,-52594,-75526,-8075,-163270,84385,179,5035,67336,18420,-61223,-26694,0,52797,10960,27890,-83266,-267954
2017:Q3,-552650,589939,-488037,-337296,-147608,-215697,-2742,206266,-152568,-509,2433,-36343,-88229,-71854,67658,0,3379,-22473,-4332,-116383,46048
2017:Q4,-1142507,397559,-723908,-526991,-207673,-364711,-1268,-270159,-106122,-290,-676,49127,156193,-84268,72325,0,-92707,-24433,25967,-88400,283216
2018:Q1,-722836,-885291,-371682,839758,-284374,-231725,3064,-189391,229481,-2226,-7466,17538,-16460,-75334,-134983,0,-25269,-22197,-30006,21524,210479
2018:Q2,-255123,398107,-353319,-240429,-206022,78314,3618,458583,-56559,-605,-2575,30804,-98204,-76510,-82362,0,26653,-67481,50010,-107058,68225
2018:Q3,510134,-43713,839161,-467389,78570,-448903,5374,-337625,36264,-949,893,61324,-16809,-54094,67192,0,-6923,-49130,19040,-173460,552407
2018:Q4,343455,289632,144013,-229450,16903,130493,8033,397449,9634,476,6993,-157594,12170,-13527,68114,0,-82211,-13637,-126192,20785,-8137
2019:Q1,-417476,-1519051,485038,787419,-275780,-233352,15903,-84148,-53401,2461,-2148,83833,-33235,86205,-49245,0,17691,-59748,29205,-186725,338250
2019:Q2,-1782634,-955539,-790039,-60185,158158,154843,8665,217160,-80409,2254,3169,44470,-38824,123680,-2618,0,-1851,15326,10799,-146978,-289871
2019:Q3,-830093,343440,-1191920,-456106,75122,22820,9880,-183321,56634,1219,1776,13700,-7561,143408,112284,0,52063,3180,-12609,-167833,376550
2019:Q4,-1013860,-765826,-417116,-400217,27684,207208,87,-151145,131287,2226,-6698,106752,74090,174116,-27509,0,25341,66152,-6638,-180854,334406
2020:Q1,-297624,-1226741,-740401,677206,35797,183927,8334,249823,-9413,5961,10269,-1132,-129984,24473,38588,0,54670,89713,-177279,19904,772588
2020:Q2,805909,-692692,827099,927296,93011,-6540,-276,-357457,262947,1900,-18364,111641,12877,75851,-51379,0,81700,-59551,4347,-70775,-342265
2020:Q3,-202675,1942911,-655643,-1408082,93162,-353334,-2696,-483562,-57847,2605,-16821,106298,9842,77536,133607,0,6271,-69847,-31735,-26986,178312
2020:Q4,612051,-286130,1097599,-61944,-89916,133003,2622,-110707,102616,-1419,-11444,-120790,147868,59038,59885,0,55003,-11549,40095,-78215,-180561
2021:Q1,991808,1135994,649805,-194241,41341,-893018,-4471,-426791,-57301,-7984,-16977,181089,-142185,60000,-234504,0,-26588,-57339,-79474,-80493,251928
2021:Q2,50666,-183373,221453,-213359,83632,32116,-3386,338209,-236341,4158,17435,70702,-75754,70000,-51868,0,92967,-26576,209,-167638,110197
2021:Q3,-124589,601645,-751106,-139931,67313,-324069,-4897,-214911,-165550,-1822,-27547,152443,-15745,70000,93156,0,12928,-50746,-16537,-154840,421561
2021:Q4,19827,707729,102577,-372400,-11240,-184123,-3877,156714,-152933,-1148,-10929,42159,-36271,70000,-66229,0,31656,-3782,-55777,-153707,-222715
