date,Federal government; U.S. equity in IBRD, etc.; asset,Federal government; U.S. equity in IBRD, etc.; asset,Monetary authority; Federal Reserve bank stock; liability,Monetary authority; Federal Reserve bank stock; liability,Government-sponsored enterprises; equity in government-sponsored enterprises (GSEs); liability,Nonfinancial corporate business; equity in Fannie Mae and Farm Credit System; asset,Nonfinancial noncorporate business; equity in Farm Credit System; asset,Federal government; equity in government-sponsored enterprises (GSEs); asset,U.S.-chartered depository institutions; equity in FHLB; asset,Credit unions; equity in FHLB; asset,Property-casualty insurance companies; equity in FHLB; asset,Life insurance companies, general accounts; equity in FHLB; asset,Finance companies; equity in FHLB; asset,Mortgage real estate investment trusts; equity in FHLB; asset,U.S.-chartered depository institutions; net transactions due to holding companies, excluding foreign bank affiliates; liability,Property-casualty insurance companies; net transactions due to holding companies; liability,Life insurance companies; net transactions due to holding companies; liability,Finance companies; net transactions due to holding companies; liability,Security brokers and dealers; net transactions due to holding companies; liability,Rest of the world; net transactions due to holding companies; liability,Holding companies; net transactions due from own subsidiaries; asset,Nonfinancial corporate business; equity investment in finance company subsidiaries; asset,Nonfinancial corporate business; equity investment in finance company subsidiaries; asset,Foreign banking offices in the U.S.; equity investment by funding corporations; liability,Security brokers and dealers; investment by funding corporations; liability,Other financial business; equity investment in own subsidiaries; asset,Other financial business; equity investment in funds associated with PPIP; liability,Households and nonprofit organizations; equity investment in funding corporations under PPIP; asset,Federal government; equity investment in funding corporations under PPIP; asset,Federal government; Exchange Stabilization Fund Economic Recovery Programs investment in Money Market Mutual Fund Liquidity Facility (MMLF); asset,Other financial business; Exchange Stabilization Fund Economic Recovery Programs Equity Investment in Federal Reserve credit facility LLCs; liability,Federal government; Total Exchange Stabilization Fund Economic Recovery Programs investments in Federal Reserve credit facilities; asset
2019:Q1,66092,66092,32522,32522,49578,1330,12463,0,26425,3820,220,4742,36,542,2155059,6317,5243,12984,976838,42624,3199065,114686,114686,138501,0,138501,0,0,0,0,0,0
2019:Q2,67441,67441,32395,32395,50560,1313,12586,0,27332,3867,192,4745,36,489,2206908,6832,5659,12364,992394,45534,3269691,112650,112650,122362,0,122362,0,0,0,0,0,0
2019:Q3,67459,67459,32488,32488,49208,1248,12765,0,25567,3843,197,5046,52,490,2207313,6681,5900,11921,985229,48657,3265701,112132,112132,118744,0,118744,0,0,0,0,0,0
2019:Q4,67459,67459,31698,31698,48565,1313,12757,0,24573,3941,208,5214,58,501,2233537,6845,5921,10171,983318,17129,3256921,112515,112515,119535,0,119535,0,0,0,0,0,0
2020:Q1,68757,68757,31966,31966,55046,1379,12630,0,30090,4283,334,6018,53,259,2197029,6694,0,9322,1049357,5563,3267965,111272,111272,122375,0,122375,0,0,0,0,0,0
2020:Q2,68767,68767,32025,32025,46187,1295,12807,0,20626,3920,406,6985,38,110,2225010,1870,0,9067,1001962,22844,3260753,107775,107775,111454,0,111454,0,0,0,1500,112500,114000
2020:Q3,68982,68982,32392,32392,43948,1292,12987,0,17575,3959,788,7274,50,23,2252878,2977,0,9259,1008340,6382,3279836,103793,103793,101020,0,101020,0,0,0,1500,112500,114000
2020:Q4,69306,69306,32376,32376,41772,1388,12986,0,14948,3887,745,7759,37,22,2306304,2926,0,8215,1065233,-14501,3368177,109483,109483,91954,0,91954,0,0,0,1500,112500,114000
2021:Q1,70475,70475,32469,32469,41209,1519,13021,0,13555,3835,711,8539,7,22,2320591,3652,0,7642,1067425,3049,3402359,109388,109388,134247,0,134247,0,0,0,1500,50278,51778
2021:Q2,70475,70475,32819,32819,40875,1490,13579,0,12450,3980,667,8677,9,23,2387164,4437,0,6901,1124976,5818,3529296,99595,99595,116796,0,116796,0,0,0,0,40278,40278
2021:Q3,70512,70512,33089,33089,40012,1408,13790,0,11309,4129,608,8738,9,21,2431386,4426,0,9871,1110045,2958,3558686,93821,93821,125787,0,125787,0,0,0,0,26859,26859
2021:Q4,69985,69985,33877,33877,39704,1535,14269,0,10146,4150,567,9007,9,21,2452601,3459,0,10146,1125983,-8345,3583844,94241,94241,108531,0,108531,0,0,0,0,21258,21258
