1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q4,3085760,102250,300062,618354,1992717,688437,181813,240714,497195,384558,72377,3085760,3085760,0,0,0,0,52723
2008:Q1,3442540,112509,388253,603934,2294309,676074,302500,396951,512341,406443,43535,3442540,3442540,0,0,0,0,60035
2008:Q2,3377297,112635,405177,528965,2287419,655613,289666,433824,518576,389740,43101,3377297,3377297,0,0,0,0,59010
2008:Q3,3420293,102333,383747,605118,2287001,506003,470378,530050,488074,292496,42094,3420293,3420293,0,0,0,0,65000
2008:Q4,3832237,87521,405865,554862,2740354,632716,590959,773528,509883,233268,43635,3832237,3832237,0,0,0,0,74971
2009:Q1,3813876,77002,476018,578141,2633063,596659,532664,804378,494333,205029,49652,3813876,3813876,0,0,0,0,74864
2009:Q2,3653101,89432,559209,499161,2473608,538694,500464,757788,474182,202480,31691,3653101,3653101,0,0,0,0,68536
2009:Q3,3425463,105759,550160,505468,2231858,524455,435474,649634,450644,171651,32218,3425463,3425463,0,0,0,0,62484
2009:Q4,3315893,99091,577976,489612,2103482,520748,414572,553903,440937,173322,45732,3315893,3315893,0,0,0,0,57296
2010:Q1,2983807,94391,515405,448018,1894547,454900,379203,475138,405654,179652,31446,2983807,2983807,0,0,0,0,53507
2010:Q2,2813331,94586,439109,472781,1772758,391376,356585,460382,391604,172811,34097,2813331,2813331,0,0,0,0,53230
2010:Q3,2796581,106365,476875,503691,1667136,390883,314578,423561,373967,164147,42514,2796581,2796581,0,0,0,0,50822
2010:Q4,3034465,107992,588336,530301,1785437,468660,380546,450611,410096,75524,22399,3034465,3034465,0,874104,1786411,373950,48554
2011:Q1,2970327,111587,583460,498829,1762543,487324,369324,433044,398170,74681,13908,2970327,2970327,0,831337,1774159,364832,47894
2011:Q2,2934857,116222,580212,506540,1677008,449253,363175,417798,372153,74629,54875,2934857,2934857,0,853115,1738168,343574,48318
2011:Q3,2876458,71574,533047,539299,1713491,412844,402652,460773,365040,72182,19047,2876458,2876458,0,921466,1651343,303649,51334
2011:Q4,2941890,43839,503333,528873,1814229,416905,496874,459258,368637,72555,51616,2941890,2941890,0,1000103,1638496,303291,48873
2012:Q1,2862155,40962,492649,569020,1747335,413848,544720,383682,351558,53527,12189,2862155,2862155,0,915104,1650379,296671,46685
2012:Q2,2785404,33681,475022,585063,1678529,394044,489640,394529,335483,64833,13109,2785404,2785404,0,897044,1609948,278412,46009
2012:Q3,2858215,40975,523060,559907,1722367,396935,513720,405277,330728,75707,11906,2858215,2858215,0,885202,1693076,279936,44420
2012:Q4,2996592,44102,554984,589834,1773488,429399,510255,406117,339735,87982,34184,2996592,2996592,0,949271,1748327,298995,43932
2013:Q1,2922416,49631,575290,513820,1770040,450104,531816,390515,316027,81578,13635,2922416,2922416,0,909663,1731278,281475,40111
2013:Q2,2901526,37758,580444,487895,1771695,459653,498739,404994,315358,92951,23734,2901526,2901526,0,923219,1707356,270951,41753
2013:Q3,3004474,36924,624179,541443,1797771,459690,526649,413698,308842,88892,4157,3004474,3004474,0,974092,1755270,275112,41622
2013:Q4,3047282,34281,631168,556106,1805649,440645,547316,437873,308394,71421,20078,3047282,3047282,0,980877,1785174,281231,39792
2014:Q1,2995782,19732,653754,590115,1705876,443441,525350,383217,294882,58986,26305,2995782,2995782,0,946123,1769427,280232,38904
2014:Q2,2920671,27113,643992,650805,1568940,426594,427503,387044,282162,45637,29821,2920671,2920671,0,945611,1711157,263904,37951
2014:Q3,2968844,23626,655350,630249,1633717,435869,446312,416736,276886,57914,25902,2968844,2968844,0,984857,1719518,264469,38668
2014:Q4,3072970,24518,635450,702558,1698799,417383,484687,456828,274603,65298,11645,3072970,3072970,0,1038090,1764681,270199,37124
2015:Q1,3002355,20486,627094,684889,1665739,433965,508750,397989,268866,56169,4147,3002355,3002355,0,996224,1739206,266924,35388
2015:Q2,2957534,22491,596257,698304,1615789,439207,444548,406419,254299,71316,24693,2957534,2957534,0,1007042,1699538,250954,35516
2015:Q3,3015801,12565,576761,763948,1638628,437655,435774,466701,251461,47037,23899,3015801,3015801,0,1022763,1740375,252663,41182
2015:Q4,3078204,11071,501094,769701,1755180,389235,530292,533090,246524,56039,41158,3078204,3078204,0,1249542,1564812,263850,39043
2016:Q1,3064466,17565,511822,648839,1861105,396733,606063,537089,229555,91665,25135,3064466,3064466,0,1311681,1510323,242462,39387
2016:Q2,2969440,12921,475656,684945,1773995,339858,555988,627137,213958,37054,21923,2969440,2969440,0,1511936,1256617,200886,35978
2016:Q3,2943898,4323,255187,909036,1719000,157393,709170,676846,160484,15107,56352,2943898,2943898,0,2069693,738582,135623,36237
2016:Q4,2955224,1858,188905,854305,1866695,146370,850977,700527,160350,8471,43461,2955224,2650849,304375,2273801,546965,134458,35892
2017:Q1,2926657,3591,241068,869380,1784053,168105,786773,666651,152003,10521,28565,2926657,2574011,352646,2195339,595944,135374,34442
2017:Q2,2892645,3262,227887,983049,1652478,174093,662297,665904,137625,12559,25969,2892645,2521546,371099,2148757,610812,133077,33262
2017:Q3,3029916,5538,257762,985058,1737271,195369,695020,698598,130958,17326,44287,3029916,2619766,410150,2238271,659621,132024,32900
2017:Q4,3120533,3724,226123,1028144,1826268,200018,756197,716378,138155,15520,36274,3120533,2717677,402856,2324476,661642,134415,32196
2018:Q1,3067973,1236,221947,836308,1988415,214698,951188,673601,136019,12909,20067,3067973,2659439,408534,2273019,657852,137102,32703
2018:Q2,3092120,2884,227427,973560,1859232,224892,788105,694574,139405,12256,29017,3092120,2679773,412347,2282257,670782,139082,31707
2018:Q3,3143468,2099,244039,985334,1882063,249913,826306,658424,134884,12536,29933,3143468,2695953,447515,2270132,738173,135163,32157
2018:Q4,3289687,1535,244312,1057713,2024180,238124,945064,680612,147617,12763,-38053,3289687,2864371,425316,2383889,756099,149699,38305
2019:Q1,3482976,1460,281372,1033425,2189646,313448,1010338,712751,141644,11465,-22927,3482976,2886832,596144,2376819,961132,145025,35075
2019:Q2,3600902,2151,319637,1211225,2057966,343606,829281,729894,140898,14287,9923,3600902,2983902,617000,2455308,1004378,141216,35668
2019:Q3,3834010,3935,312103,1230921,2313396,346189,1048004,764375,135473,19355,-26345,3834010,3203563,630447,2647429,1047527,139054,35673
2019:Q4,4002466,7381,300167,1242633,2436533,323751,1122598,828223,139464,22497,15752,4002466,3370643,631823,2782377,1077307,142782,35279
2020:Q1,4727179,3752,278081,1551256,2898079,314459,1358143,1072184,135599,17694,-3989,4727179,4166560,560619,3624051,971046,132082,46576
2020:Q2,5087590,2113,250621,952732,3917582,297606,2564674,895906,144542,14854,-35458,5087590,4378864,708726,3806320,1144671,136599,44597
2020:Q3,4846839,896,211291,1049739,3651036,241367,2493606,768312,130215,17536,-66123,4846839,4155462,691377,3749815,975893,121130,43528
2020:Q4,4765920,719,164141,1068704,3525227,232254,2465928,688108,125447,13490,7129,4765920,4127602,638318,3755116,896916,113887,40839
2021:Q1,4979998,2162,214457,1194775,3606137,275891,2583204,616758,116970,13314,-37533,4979998,4298234,681764,3958192,913608,108198,39162
2021:Q2,5015397,261,176078,1714744,3185242,236107,2288119,535917,112532,12567,-60928,5015397,4336922,678475,4028820,884279,102297,36608
2021:Q3,5019225,859,179073,2263515,2534453,249649,1694672,474043,106313,9776,41325,5019225,4354575,664650,4063293,858367,97564,35813
2021:Q4,5205455,265,143601,2495693,2568809,226244,1814671,409853,110880,7161,-2913,5205455,4586454,619001,4304272,806987,94196,35157
