date,State and local government employee defined contribution retirement funds; total financial assets,State and local government employee defined contribution retirement funds; money market fund shares, including variable annuity money market fund shares; asset,State and local government employee defined contribution retirement funds; mutual fund shares, including variable annuity mutual fund shares; asset,State and local government employee defined contribution retirement funds; miscellaneous assets,State and local government employee defined contribution retirement funds; unallocated insurance contracts; asset,State and local government employee defined contribution retirement funds; unidentified miscellaneous assets,State and local government employee defined contribution retirement funds; total financial assets
1945:Q4,0,0,0,0,0,0,0
1946:Q1,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND
1946:Q4,0,0,0,0,0,0,0
1947:Q1,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND
1947:Q4,0,0,0,0,0,0,0
1948:Q1,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND
1948:Q4,0,0,0,0,0,0,0
1949:Q1,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND
1949:Q4,0,0,0,0,0,0,0
1950:Q1,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND
1950:Q4,0,0,0,0,0,0,0
1951:Q1,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND
1998:Q1,215960,4623,129562,81775,81775,0,215960
1998:Q2,225659,5033,135463,85163,85163,0,225659
1998:Q3,221268,5762,131396,84110,84110,0,221268
1998:Q4,248294,6192,149134,92968,92968,0,248294
1999:Q1,260886,6645,159070,95171,95171,0,260886
1999:Q2,278926,6936,172918,99072,99072,0,278926
1999:Q3,284123,7382,177839,98902,98902,0,284123
1999:Q4,312347,7805,198545,105997,105997,0,312347
2000:Q1,315626,7334,201103,107189,107189,0,315626
2000:Q2,308867,7068,196587,105212,105212,0,308867
2000:Q3,304641,6820,193783,104038,104038,0,304641
2000:Q4,290516,6613,184163,99740,99740,0,290516
2001:Q1,272599,7237,171441,93921,93921,0,272599
2001:Q2,276408,7378,174075,94955,94955,0,276408
2001:Q3,258216,7901,161270,89045,89045,0,258216
2001:Q4,266386,8036,166897,91453,91453,0,266386
2002:Q1,263303,7591,164687,91025,91025,0,263303
2002:Q2,248066,7331,153967,86768,86768,0,248066
2002:Q3,229636,7191,140935,81510,81510,0,229636
2002:Q4,231876,7047,142056,82773,82773,0,231876
2003:Q1,238534,6870,146232,85432,85432,0,238534
2003:Q2,260202,6412,160958,92832,92832,0,260202
2003:Q3,273181,6146,169538,97497,97497,0,273181
2003:Q4,294369,5728,183889,104752,104752,0,294369
2004:Q1,303605,5365,190287,107953,107953,0,303605
2004:Q2,310781,5199,195078,110504,110504,0,310781
2004:Q3,315082,4988,197943,112151,112151,0,315082
2004:Q4,332688,4659,210034,117995,117995,0,332688
2005:Q1,335720,4729,211940,119051,119051,0,335720
2005:Q2,343089,4801,216812,121476,121476,0,343089
2005:Q3,354359,4937,224289,125133,125133,0,354359
2005:Q4,362879,4996,229960,127923,127923,0,362879
2006:Q1,406122,5144,239650,161328,132376,28952,406122
2006:Q2,411151,5594,242327,163230,133733,29497,411151
2006:Q3,424560,5933,250847,167780,137732,30048,424560
2006:Q4,442194,6189,262342,173663,143064,30599,442194
2007:Q1,450150,6436,267487,176227,145264,30963,450150
2007:Q2,475629,6772,284116,184741,152685,32056,475629
2007:Q3,484561,8202,289431,186928,154872,32056,484561
2007:Q4,480446,8433,284014,187999,154850,33149,480446
2008:Q1,446631,8855,259922,177854,145434,32420,446631
2008:Q2,450207,8855,260001,181351,147838,33513,450207
2008:Q3,407881,9107,229936,168838,136053,32785,407881
2008:Q4,343658,10166,185238,148254,117655,30599,343658
2009:Q1,325076,10435,169988,144653,113690,30963,325076
2009:Q2,367969,9984,197216,160769,127256,33513,367969
2009:Q3,410093,9498,225322,175273,139939,35334,410093
2009:Q4,426474,9191,236050,181233,144806,36427,426474
2010:Q1,442720,8993,246945,186782,149626,37156,442720
2010:Q2,411145,8875,224557,177713,140921,36792,411145
2010:Q3,445431,8715,246657,190059,151446,38613,445431
2010:Q4,474093,8504,265642,199947,159877,40070,474093
2011:Q1,501213,7327,274661,219225,203895,15330,501213
2011:Q2,495391,7210,269835,218346,203414,14932,495391
2011:Q3,445443,7370,229798,208275,193737,14538,445443
2011:Q4,461006,7180,241835,211991,197844,14147,461006
2012:Q1,486750,6866,264082,215802,202116,13686,486750
2012:Q2,469944,6763,252767,210414,197182,13232,469944
2012:Q3,480897,6642,262345,211910,199124,12786,480897
2012:Q4,478093,6550,260532,211011,198663,12348,478093
2013:Q1,492873,6362,272967,213544,201152,12392,492873
2013:Q2,487841,6341,270134,211366,198942,12424,487841
2013:Q3,499938,7289,280902,211747,199303,12444,499938
2013:Q4,515693,7121,292365,216207,203756,12451,515693
2014:Q1,506491,6799,287942,211750,200082,11668,506491
2014:Q2,502168,6479,286061,209628,198731,10897,502168
2014:Q3,485338,6179,271115,208044,197903,10141,485338
2014:Q4,478022,5850,266174,205998,196600,9398,478022
2015:Q1,476116,5650,264383,206083,196920,9163,476116
2015:Q2,467063,5516,255680,205867,196951,8916,467063
2015:Q3,436391,4410,229128,202853,194196,8657,436391
2015:Q4,440783,5228,231450,204105,195718,8387,440783
2016:Q1,434736,4082,224401,206253,198420,7833,434736
2016:Q2,430448,3871,220950,205627,198334,7293,430448
2016:Q3,430104,3652,221267,205185,198418,6767,430104
2016:Q4,426523,3446,194874,228203,221949,6254,426523
2017:Q1,436467,3234,205418,227815,221397,6418,436467
2017:Q2,443007,3046,209776,230185,223622,6563,443007
2017:Q3,450407,2986,210790,236631,229939,6692,450407
2017:Q4,467308,2891,217358,247059,240256,6803,467308
2018:Q1,455840,2811,209832,243197,236684,6513,455840
2018:Q2,454754,2693,207378,244683,238471,6212,454754
2018:Q3,463079,2589,207072,253418,247518,5900,463079
2018:Q4,417230,2551,176414,238265,232688,5577,417230
2019:Q1,449263,2539,195596,251128,245498,5630,449263
2019:Q2,458032,2550,200216,255266,249583,5683,458032
2019:Q3,457938,2578,200326,255034,249298,5736,457938
2019:Q4,476993,2574,214620,259799,254010,5789,476993
2020:Q1,430102,2896,174425,252781,246938,5843,430102
2020:Q2,467593,2901,204908,259784,253888,5896,467593
2020:Q3,484501,2894,215950,265657,259708,5949,484501
2020:Q4,516307,2669,241060,272578,266576,6002,516307
2021:Q1,524680,2559,247950,274171,268116,6055,524680
2021:Q2,543083,2389,261299,279395,273287,6108,543083
2021:Q3,538976,2356,259198,277422,271260,6162,538976
2021:Q4,553442,2346,269290,281806,275591,6215,553442
