date,FA156000105.A,FA146000105.A,FA316000105.A,FA216000105.A,FA386000105.A,FA796000105.A,FA266000105.A,FA896000105.A,FA156300005.A,FA146300005.A,FA316300001.A,FA216300001.A,FA386300005.A,FA796300005.A,FA886300005.A,FA156006305.A,FA146006305.A,FA316006305.A,FA216006305.A,FA386006305.A,FA796006305.A,FA266000105.A,FA896006305.A,FA155090005.A,FA145090005.A,FA315090005.A,FA215090005.A,FA385090005.A,FA795090005.A,FA265090005.A,FA895090005.A,FA907005005.A,FA155050005.A,FA145050005.A,FA315050005.A,FA215050005.A,FA385050005.A,FA795019005.A,FA265420005.A,FA895050005.A,FA906000105.A,FA155111003.A,FA155111003.A,FA155111003.A,FA155012005.A,FA145012005.A,FA315012065.A,FA215012063.A,FA385012005.A,FA125012063.A,FA885012005.A,FA165013005.A,FA145013005.A,FA315013005.A,FA215013005.A,FA385013005.A,FA795013005.A,FA885013005.A,FA145020005.A,FA145020005.A,FA145020005.A,FA155420003.A,FA105420005.A,FA315420003.A,FA215420003.A,FA385420005.A,FA265420005.A,FA155000005.A,FA145000005.A,FA315000005.A,FA215000005.A,FA385000005.A,FA795000005.A,FA265000005.A,FA895000005.A,FA905000005.A,FA154090005.A,FA144090005.A,FA314090005.A,FA214090005.A,FA384090005.A,FA794090005.A,FA264090005.A,FA894090005.A,FA154190005.A,FA144194005.A,FA314190005.A,FA214190005.A,FA384194005.A,FA794194005.A,FA264194005.A,FA894194005.A,FA313011005.A,FA313111303.A,FA313011005.A,FA313111303.A,FA713011005.A,FA263011005.A,FA263111005.A,FA893011005.A,FA893111005.A,FA713014003.A,FA713014003.A,FA713014003.A,FA713014003.A,FA713014003.A,FA313112003.A,FA313112003.A,FA713012003.A,FA713012003.A,FA313112003.A,FA903012005.A,FA153091003.A,FA103091003.A,FA383091005.A,FA633091003.A,FA263191005.A,FA893091005.A,FA263191005.A,FA903091005.A,FA794010005.A,FA794110005.A,FA264016005.A,FA894010005.A,FA794110005.A,FA904010005.A,FA153020005.A,FA143020005.A,FA313020005.A,FA213020005.A,FA383020005.A,FA793020005.A,FA793120005.A,FA263020005.A,FA893020005.A,FA793120005.A,FA903020005.A,FA153030005.A,FA143030005.A,FA313030003.A,FA213030000.A,FA383030005.A,FA793030005.A,FA703130005.A,FA263030005.A,FA703130005.A,FA703130005.A,FA153034005.A,FA143034005.A,FA213034003.A,FA383034005.A,FA793034005.A,FA634090005.A,FA263034003.A,FA634090005.A,FA634090005.A,FA102051003.A,FA212051003.A,FA382051005.A,FA792050005.A,FA792150005.A,FA262051005.A,FA262151003.A,FA892050005.A,FA892150005.A,FA902050005.A,FA154022005.A,FA163162003.A,FA144022005.A,FA104122005.A,FA314022005.A,FA314122005.A,FA214022005.A,FA213162005.A,FA384022005.A,FA384122005.A,FA794022005.A,FA794122005.A,FA264022005.A,FA264122005.A,FA894122005.A,FA894122005.A,FA103069100.A,FA103169100.A,FA213069103.A,FA383069105.A,FA103169100.A,FA793069175.A,FA793169175.A,FA263069103.A,FA263169105.A,FA893169175.A,FA893169175.A,FA153061105.A,FA143061105.A,FA313161105.A,FA213061105.A,FA383061105.A,FA313161105.A,FA793061105.A,FA263061105.A,FA313161105.A,FA313161105.A,FA153061705.A,FA103061703.A,FA313061703.A,FA313161705.A,FA213061703.A,FA383061705.A,FA313161705.A,FA793061705.A,FA423161705.A,FA263061705.A,FA893161705.A,FA893161705.A,FA153062005.A,FA163162003.A,FA143062005.A,FA103162000.A,FA213062003.A,FA213162005.A,FA383062005.A,FA383162005.A,FA793062005.A,FA263062003.A,FA383162005.A,FA383162005.A,FA153063005.A,FA103163003.A,FA313063763.A,FA213063003.A,FA383063005.A,FA103163003.A,FA793063005.A,FA793163005.A,FA263063005.A,FA263163005.A,FA893063005.A,FA893163005.A,FA154023005.A,FA154123005.A,FA144023005.A,FA144123005.A,FA314023005.A,FA314123005.A,FA213065005.A,FA213169203.A,FA384023005.A,FA384123005.A,FA794023005.A,FA794123005.A,FA263069500.A,FA264123005.A,FA894123005.A,FA894123005.A,FA153168005.A,FA143168005.A,FA383168005.A,FA793068005.A,FA793168005.A,FA263168005.A,FA793068005.A,FA793068005.A,FA153069005.A,FA153169005.A,FA143169005.A,FA313069005.A,FA313169003.A,FA213169203.A,FA383069005.A,FA383169005.A,FA793069005.A,FA793169005.A,FA263069500.A,FA263169005.A,FA893169005.A,FA893169005.A,FA153065005.A,FA153165005.A,FA143065005.A,FA143165005.A,FA313065005.A,FA313165403.A,FA213065005.A,FA383065005.A,FA383165005.A,FA793065005.A,FA123165005.A,FA893065005.A,FA893065005.A,FA163066223.A,FA153166000.A,FA143066005.A,FA313066220.A,FA383066005.A,FA153166000.A,FA793066005.A,FA153166000.A,FA153166000.A,FA153064105.A,FA103064103.A,FA103164103.A,FA313064105.A,FA213064103.A,FA383064105.A,FA103164103.A,FA793064105.A,FA793164105.A,FA263064105.A,FA263164100.A,FA893064105.A,FA893064105.A,FA153064205.A,FA103064203.A,FA213064203.A,FA383064205.A,FA793064205.A,FA653164205.A,FA263064203.A,FA653164205.A,FA653164205.A,FA163070005.A,FA163170005.A,FA143070005.A,FA143170005.A,FA313070000.A,FA313170005.A,FA213070003.A,FA213170003.A,FA383070005.A,FA383170005.A,FA793070005.A,FA793170005.A,FA263070005.A,FA263170005.A,FA893070005.A,FA893170005.A,FA903070005.A,FA153040005.A,FA313140003.A,FA153040005.A,FA313140003.A,FA793040005.A,FA543140005.A,FA543141905.A,FA263140005.A,FA893140005.A,FA893140005.A,FA153050005.A,FA153050005.A,FA543050005.A,FA583150005.A,FA543151905.A,FA263150005.A,FA893150005.A,FA893150005.A,FA143178005.A,FA313078000.A,FA213078005.A,FA383078005.A,FA143178005.A,FA793178005.A,FA893078005.A,FA893178005.A,FA903078005.A,FA152090205.A,FA112090205.A,FA152090205.A,FA112090205.A,FA662090003.A,FA152090205.A,FA152090205.A,FA103092305.A,FA103092305.A,FA793092305.A,FA263192305.A,FA263192305.A,FA263192305.A,FA103092105.A,FA103092105.A,FA793092105.A,FA263192101.A,FA263192101.A,FA263192101.A,FA143192305.A,FA143192305.A,FA793192305.A,FA263092303.A,FA263092303.A,FA263092303.A,FA143192105.A,FA143192105.A,FA793192105.A,FA263092101.A,FA263092101.A,FA263092101.A,FA153090005.A,FA543077073.A,FA143090005.A,FA143190005.A,FA313090005.A,FA313190005.A,FA213093003.A,FA223073045.A,FA383090005.A,FA383190005.A,FA793090005.A,FA793190005.A,FA263076005.A,FA263190005.A,FA893090005.A,FA893190005.A,FA903090005.A,FA157005005.A,FA107005005.A,FA317005005.A,FA217005005.A,FA387005005.A,FA797005005.A,FA267005005.A,FA897005005.A,FA907005005.A
1946,38126,13986,1108,2612,55832,1556,-4917,52471,12997,11653,9952,1571,36173,324,36497,25129,2333,-8844,1041,19659,1232,-4917,15974,40216,9333,7485,1342,58376,1807,-4736,55448,-2977,23253,25116,3079,1699,53147,552,0,53699,-1228,15862,15862,15862,6794,1161,258,119,8332,0,8332,597,18014,2821,1510,22942,552,23494,6011,6011,6011,0,-70,0,70,0,0,16963,-15782,4406,-357,5230,1255,-4736,1749,-1749,23820,290,-15753,445,8802,2971,-2240,9533,6857,16072,-20159,802,3572,1716,2496,7784,-89,0,-89,0,464,-623,-248,-248,-248,0,0,0,0,0,126,126,223,223,126,-97,0,35,35,0,35,35,35,0,217,-706,-425,-208,-706,-498,5202,1147,-22723,875,-15499,436,-14577,-397,-15460,-14577,883,6338,0,16,179,6533,-2,6535,4,6535,6535,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,14,5,-9,-2354,0,-5636,995,0,-23079,-757,69,-8747,-22015,-12055,573,-732,-92,-21534,-21534,32,42,0,32,42,210,216,16,0,258,258,-1390,-5729,-22876,-352,-7471,-22876,-14931,-474,-22876,-22876,32,0,0,-203,-100,-68,-203,160,295,0,92,92,-52,0,61,0,-305,69,-296,69,365,0,69,69,-944,953,0,0,-944,953,2141,62,-274,-92,923,923,1561,6625,622,6171,1963,0,25,-21,4171,12775,9979,-1020,0,2395,14150,14150,-116,4483,4367,3202,-1155,-10,3202,3202,39,-728,1,2309,0,-21,2348,-748,-556,135,0,2405,1792,1792,1522,4492,5,1687,-346,0,25,1206,6179,4973,0,6179,6179,0,2977,617,0,617,2977,2360,2977,2977,1008,0,1018,0,0,1008,1018,303,137,-64,92,1247,1247,185,0,0,185,0,185,0,185,185,0,167,3763,7842,-800,-2013,123,146,3086,6142,117,15,1,-43,3204,6114,2910,3800,1165,3800,1165,0,2635,0,0,3800,3800,6705,6705,0,6705,0,0,6705,6705,-1958,5813,0,5813,-1958,14,5813,-1944,-7757,572,572,572,572,0,572,572,16,16,-7,9,9,9,195,195,26,221,221,221,-4,-4,3,-1,-1,-1,-8,-8,5,-3,-3,-3,803,65,148,1444,67,3642,0,608,1018,5759,3256,1207,0,127,4274,7093,2820,-2090,4653,-6377,1270,-2544,-251,-181,-2977,-2977
1947,34525,19970,11535,2256,68286,1403,-9289,60400,15600,14376,9512,1875,41363,422,41785,18925,5594,2023,381,26923,981,-9289,18615,39120,16778,21204,2534,79636,1445,-8658,72423,-12023,31588,25266,2796,2980,62630,635,0,63265,-2865,20447,20447,20447,10394,1815,34,183,12426,0,12426,747,24091,2762,2707,30307,635,30942,-550,-550,-550,0,-90,0,90,0,0,7532,-8488,18408,-446,17006,810,-8658,9158,-9158,16559,9539,14778,1811,42688,19655,-2147,60196,9027,18028,-3630,2257,25682,18845,6511,51038,1401,0,1401,0,1946,-2162,1185,1185,1185,0,0,0,0,0,-28,-28,0,0,-28,-28,0,-17,-17,0,-17,-17,-17,0,1903,2130,102,2005,2130,125,-105,2082,-552,741,2166,315,1105,-562,1919,1105,-814,3479,0,-9,159,3629,-16,3595,-18,3595,3595,0,0,0,0,0,0,0,0,0,0,0,0,82,2,0,0,82,2,-80,-174,0,-354,2848,0,-6408,675,1611,147,-1949,-2370,404,657,-21,-1566,-1566,97,35,0,97,35,89,157,6,0,192,192,-62,-488,-6371,711,161,-6371,-7132,600,-6371,-6371,55,0,0,-37,3,58,-37,21,116,0,79,79,641,0,37,0,-39,1611,639,1611,972,0,1611,1611,-808,2813,0,0,-808,2813,3680,131,51,-21,2923,2923,1286,8846,916,5805,3966,0,25,19,6193,14670,12190,-389,0,4102,18383,18383,-18,3720,3702,3530,-447,275,3530,3530,-73,84,178,4059,0,19,3986,281,180,58,0,3827,4166,4166,1359,5259,6,1907,-93,0,25,1297,7166,5869,0,7166,7166,0,3521,910,0,910,3521,2611,3521,3521,1079,0,1093,0,0,1079,1093,559,388,-151,6,1487,1487,163,0,0,163,0,163,0,163,163,0,100,5286,4367,-100,-666,211,-132,5397,3669,100,15,-23,77,5474,3761,-1713,3150,605,3150,605,0,2545,0,0,3150,3150,7057,7057,0,7057,0,0,7057,7057,2186,9669,0,9669,2186,-109,9669,2077,-7592,86,86,86,86,0,86,86,16,16,13,29,29,29,711,711,9,720,720,720,-27,-27,29,2,2,2,28,28,-20,8,8,8,538,81,899,1641,403,2867,0,759,1840,5348,4924,1930,0,430,6764,7708,943,-4595,3192,-9669,-278,-11351,-41,-631,-12023,-12023
1948,43102,27405,9318,2656,82481,1960,-2417,82024,18750,16937,8368,2137,46192,492,46684,24352,10468,950,519,36289,1468,-2417,35340,47190,22006,17420,3258,89873,1673,-3092,88455,-6431,37442,35009,4411,4185,81047,727,0,81774,250,22947,22947,22947,13381,2427,58,116,15982,0,15982,1114,27040,4353,3953,36460,727,37187,5658,5658,5658,0,-116,0,116,0,0,9748,-13003,13009,-927,8827,946,-3092,6681,-6681,18389,5421,11283,1514,36607,18795,-978,54424,8641,18424,-1726,2441,27780,17849,2114,47743,399,0,399,0,1488,-1531,356,356,356,0,0,0,0,0,-5,-5,27,27,-5,-32,0,-41,-41,0,-41,-41,-41,0,2347,2315,116,2463,2315,-148,-2398,-43,1185,499,-757,20,-582,481,-256,-582,-326,2201,0,6,271,2478,44,2543,21,2543,2543,0,0,0,0,0,0,0,0,0,0,0,0,4,-6,0,0,4,-6,-10,914,0,715,4294,0,-4886,604,1334,2233,742,-620,892,101,80,1714,1714,51,-6,0,51,-6,71,177,49,0,171,171,752,562,-5733,387,1701,-5733,-7534,100,-5733,-5733,-53,0,0,847,197,144,847,982,279,0,1126,1126,171,0,102,0,20,1334,293,1334,1041,0,1334,1334,44,4300,0,0,44,4300,4820,436,-48,80,4816,4816,1192,8510,921,3113,1363,0,54,70,3530,11693,10444,1149,0,1132,13974,13974,5,697,702,1818,1078,38,1818,1818,-6,101,416,1317,0,70,1311,587,441,71,0,1094,1752,1752,1198,5370,14,2000,46,0,54,1312,7370,6058,0,7370,7370,0,3034,907,0,907,3034,2127,3034,3034,915,0,1000,0,0,915,1000,346,182,-144,-65,1117,1117,148,0,0,148,0,148,0,148,148,0,80,2116,2719,0,0,86,143,2202,2942,74,10,-56,19,2220,2971,751,2843,213,2843,213,0,2630,0,0,2843,2843,7357,7357,0,7357,0,0,7357,7357,775,8415,0,8415,775,147,8415,922,-7493,4821,4821,4821,4821,0,4821,4821,10,10,18,28,28,28,685,685,8,693,693,693,-37,-37,44,7,7,7,66,66,-39,27,27,27,395,51,1059,1673,-85,2952,0,894,1369,5570,4595,1059,0,-88,5964,6541,578,-4088,5400,-8102,-602,-7392,286,675,-6431,-6431
1949,42098,28250,-1176,3224,72396,2334,-879,73851,20262,18428,7518,2176,48384,539,48923,21836,9822,-8694,1048,24012,1795,-879,24928,45917,23362,6259,4354,79892,1748,-881,80760,-6909,38945,24367,5918,5596,74826,764,0,75590,-1739,25176,25176,25176,12451,2390,37,306,15184,0,15184,1318,24868,5881,5091,37158,764,37922,-2692,-2692,-2692,0,-199,0,199,0,0,6972,-1005,341,-1242,5067,984,-881,5170,-5170,14924,4073,6993,823,26814,15165,462,42441,7952,5078,6652,2065,21747,14181,1343,37271,149,0,149,0,184,-164,169,169,169,0,0,0,0,0,-19,-19,9,9,-19,-28,0,0,0,0,0,0,0,0,-3911,-3370,475,-3436,-3370,66,-1779,914,339,246,-280,119,-4,-211,-372,-4,368,2594,0,65,152,2811,28,2981,142,2981,2981,0,0,0,0,0,0,0,0,0,0,0,0,-9,-6,0,0,-9,-6,3,61,0,1962,2899,0,3617,379,986,2402,7502,5244,379,226,-9,7872,7872,85,-4,0,85,-4,61,181,31,0,177,177,1439,1844,3528,66,3349,3528,79,100,3528,3528,-66,0,0,89,0,-66,89,46,-109,0,-20,-20,-905,0,33,0,313,986,-559,986,1545,0,986,986,-407,2903,0,0,-407,2903,3513,307,95,-9,3201,3201,773,7850,630,66,857,0,81,-85,2341,7831,6789,937,0,362,9130,9130,16,-2026,-2010,-1066,971,-27,-1066,-1066,48,563,210,740,0,-85,788,688,255,-34,0,389,1043,1043,725,4229,-6,1882,117,0,81,917,6111,5194,0,6111,6111,0,3042,636,0,636,3042,2406,3042,3042,561,0,1212,0,0,561,1212,994,331,-21,-9,1534,1534,275,0,0,275,0,275,0,275,275,0,33,-899,-2,0,0,-35,161,-934,192,71,15,-41,-3,-904,204,1108,2751,84,2751,84,0,2667,0,0,2751,2751,7904,7904,0,7904,0,0,7904,7904,-2302,5434,0,5434,-2302,213,5434,-2089,-7523,1414,1414,1414,1414,0,1414,1414,14,14,12,26,26,26,617,617,17,634,634,634,-17,-17,29,12,12,12,63,63,-19,44,44,44,370,69,836,1745,149,2970,0,1003,1355,5787,5618,1849,0,173,6973,7809,837,-3819,4888,-7435,-1130,-7496,585,2,-6909,-6909
1950,54350,27678,8415,3118,93561,2010,1843,97414,22768,19807,6879,2181,51635,585,52220,31582,7871,1536,937,41926,1425,1843,45194,57797,22719,17235,2252,100003,2757,3177,105937,-8523,50053,36031,5531,6194,97809,868,0,98677,-1263,30690,30690,30690,17692,3052,45,315,21104,0,21104,1671,27478,5486,5610,40245,868,41113,5770,5770,5770,0,-269,0,269,0,0,7744,-13312,11704,-3942,2194,1889,3177,7260,-7260,21486,18412,16634,1775,58307,29079,3775,91161,13742,31724,4930,5717,56113,27190,598,83901,-284,0,-284,0,-1475,1743,-16,-16,-16,0,0,0,0,0,-10,-10,38,38,-10,-48,0,47,47,0,47,47,47,0,2170,2451,182,2352,2451,99,2561,1548,-238,469,4340,531,5292,47,4918,5292,374,2365,0,8,101,2474,42,2743,227,2743,2743,0,0,0,0,0,0,0,0,0,0,0,0,54,9,0,0,54,9,-45,806,0,3218,1669,0,-395,693,4525,4717,5799,666,781,1448,251,6831,6831,-122,45,0,-122,45,270,161,58,0,206,206,-756,3173,227,509,2926,227,-4099,1400,227,227,92,0,0,-622,-100,-8,-622,-208,406,0,-216,-216,1741,0,167,0,284,4525,2192,4525,2333,0,4525,4525,-271,1624,0,0,-271,1624,2370,214,-10,251,2089,2089,965,13572,1294,7485,955,0,52,67,3266,21124,19686,1937,0,-109,22952,22952,142,4598,4740,5769,1285,-256,5769,5769,269,713,602,388,0,67,657,1382,1524,652,0,147,2181,2181,696,8144,-1,2285,567,0,52,1314,10429,9115,0,10429,10429,0,4573,1295,0,1295,4573,3278,4573,4573,766,0,1288,0,0,766,1288,710,418,3,-227,1479,1479,211,0,0,211,0,211,0,211,211,0,67,11039,9231,400,1100,460,114,11899,10512,17,15,45,-4,11961,10523,-1438,2945,309,2945,309,0,2636,0,0,2945,2945,8430,8430,0,8430,0,0,8430,8430,7255,15798,0,15798,7255,160,15798,7415,-8383,2102,2102,2102,2102,0,2102,2102,6,6,18,24,24,24,579,579,18,597,597,597,-69,-69,86,17,17,17,149,149,-86,63,63,63,335,103,681,2615,-5,3926,0,1011,1011,7655,6604,2107,0,35,7615,9797,2181,-3447,4959,-8820,866,-6442,-746,-1334,-8523,-8523
1951,59702,30974,11859,4872,107407,2312,-877,108842,27249,22546,7358,2621,59774,671,60445,32453,8428,4501,2251,47633,1641,-877,48397,69496,13053,21187,5336,109072,1549,-785,109835,-993,47934,43498,12543,7310,111285,1015,0,112300,-3458,29961,29961,29961,16118,2543,108,546,19315,0,19315,1855,31317,12435,6492,52099,1015,53114,9910,9910,9910,0,-272,0,272,0,0,21562,-30446,8644,-1974,-2214,534,-785,-2465,2465,30326,8734,16370,1582,57012,34597,183,91792,8764,39179,7726,3556,59225,34063,968,94256,37,0,37,0,-5,-52,-20,-20,-20,0,0,0,0,0,24,24,73,73,24,-49,0,34,34,0,34,34,34,0,2666,2424,552,3218,2424,-794,4429,2143,119,414,7105,256,7228,-335,7026,7228,202,4970,0,88,152,5210,29,4951,-288,4951,4951,0,0,0,0,0,0,0,0,0,0,0,0,108,-6,0,0,108,-6,-114,-564,0,922,3356,5,272,709,2115,1072,5743,5944,1071,75,277,7091,7091,-53,62,0,-53,62,471,447,91,0,509,509,-1074,783,409,480,189,409,242,-22,409,409,-42,0,5,-137,200,163,-137,-62,238,0,101,101,275,0,192,0,29,2115,496,2115,1619,0,2115,2115,277,3294,0,0,277,3294,3674,386,6,277,3957,3957,856,8602,736,8366,1318,0,69,261,2979,17229,14317,-255,0,322,17296,17296,231,5023,5254,5076,-278,100,5076,5076,-78,123,723,690,0,261,612,1107,740,23,0,222,1352,1352,934,6845,3,2620,628,0,69,1634,9465,7831,0,9465,9465,0,1403,733,0,733,1403,670,1403,1403,1545,0,2107,0,0,1545,2107,632,391,120,-201,2297,2297,266,0,0,266,0,266,0,266,266,0,83,3264,-53,900,1600,238,86,4402,1716,110,10,21,45,4533,1771,-2762,2728,173,2728,173,0,2555,0,0,2728,2728,13803,13803,0,13803,0,0,13803,13803,4476,13956,0,13956,4476,230,13956,4706,-9250,1709,1709,1709,1709,0,1709,1709,-2,-2,22,20,20,20,467,467,21,488,488,488,-22,-22,41,19,19,19,105,105,-34,71,71,71,584,79,1170,19136,-53,5657,0,1094,1701,25966,10424,1388,0,3,12125,27357,15232,-9794,17922,-9328,-464,-1664,763,-92,-993,-993
1952,61444,33605,6107,5381,106536,2725,-590,108670,28323,23917,8267,2796,63303,707,64009,33121,9688,-2160,2584,43233,2018,-590,44661,75264,36053,15360,1538,128214,2386,-605,129995,-21325,47472,38026,17223,7650,110371,931,0,111302,-2631,29407,29407,29407,16290,2568,75,601,19535,0,19535,1775,32196,17148,6797,57915,931,58846,3514,3514,3514,0,-252,0,252,0,0,27792,-1973,-1863,-6113,17843,1455,-605,18693,-18693,40115,7515,10833,2625,61088,40525,866,102479,12323,9488,12696,8738,43244,39070,1471,83785,-74,0,-74,0,490,-380,36,36,36,0,0,0,0,0,37,37,103,103,37,-66,0,-16,-16,0,-16,-16,-16,0,-159,-81,187,28,-81,-109,2141,313,2371,323,5148,118,6529,250,5516,6529,1013,7474,0,73,85,7632,419,8192,141,8192,8192,0,0,0,0,0,0,0,0,0,0,247,247,575,34,0,0,822,34,-788,6810,0,-932,4767,-3,6323,1422,6887,7297,17977,10893,428,242,27,18432,18432,105,62,0,105,62,297,356,16,0,418,418,1963,-1006,5942,1206,2163,5942,3589,190,5942,5942,-80,0,-3,381,166,83,381,355,57,0,438,438,5217,0,-31,0,50,6887,5236,6887,1651,0,6887,6887,-290,4705,0,0,-290,4705,5001,15,36,27,4747,4747,487,12148,1254,3964,1575,0,103,322,3419,16434,14988,1448,0,525,18407,18407,-133,1175,1042,2830,1674,114,2830,2830,-179,218,723,1015,0,322,836,1263,612,-226,0,411,1448,1448,666,6891,4,2066,560,0,103,1333,8957,7624,0,8957,8957,0,5172,1250,0,1250,5172,3922,5172,5172,790,0,2320,0,0,790,2320,1578,270,255,33,2623,2623,505,0,0,505,0,505,0,505,505,0,99,4766,1342,951,75,74,490,5791,2006,98,60,39,28,5928,2094,-3834,2888,43,2888,43,0,2845,0,0,2888,2888,15746,15746,0,15746,0,0,15746,15746,-3156,5954,10,5964,-3156,339,5964,-2817,-8781,2537,2537,2537,2537,0,2537,2537,31,31,2,33,33,33,779,779,40,819,819,819,24,24,3,27,27,27,78,78,27,105,105,105,737,76,1320,-2388,-14,6218,361,1039,2404,4944,11380,2725,0,-14,13784,7655,-6129,-13820,-2449,-9253,3843,-21679,339,15,-21325,-21325
1953,66698,34327,5112,6022,112159,2904,1321,116384,29530,25359,9250,2894,67032,751,67783,37168,8968,-4138,3128,45127,2153,1321,48600,77598,36995,14972,3529,133094,2811,121,136025,-19642,52023,39970,18671,8325,118988,1208,0,120195,-3812,33115,33115,33115,16963,2736,233,508,20440,0,20440,1945,35615,18438,7488,63485,1208,64693,1948,1948,1948,0,-329,0,329,0,0,25576,-2975,-3699,-4796,14106,1603,121,15830,-15830,38310,3628,10653,1644,54235,35803,1951,91989,12734,6603,14352,6440,40129,34200,1830,76159,-86,0,-86,0,-1170,1161,-95,-95,-95,0,0,0,0,0,34,34,82,82,34,-48,0,39,39,0,39,39,39,0,-177,-391,-80,-257,-391,-134,1284,-287,-1532,415,-120,199,32,-452,-373,32,405,8235,0,-9,329,8555,73,9229,601,9229,9229,0,0,0,0,0,0,0,0,0,0,-72,-72,-72,-9,0,0,-144,-9,135,3710,0,1794,3586,-2,7550,902,5355,6404,16491,10987,1686,674,-112,18065,18065,9,71,0,9,71,277,307,92,0,378,378,649,1593,5923,804,3046,5923,2310,567,5923,5923,155,0,-2,1627,-84,69,1627,1562,4,0,1631,1631,2916,0,192,0,182,5355,3290,5355,2065,0,5355,5355,-10,3515,0,0,-10,3515,4773,1375,15,-112,4778,4778,990,12563,388,1185,1656,0,83,-364,3117,13384,11807,306,0,1234,14924,14924,61,-1072,-1011,-902,224,-115,-902,-902,-6,592,245,1261,0,-364,1255,473,649,82,0,1349,1904,1904,996,7818,2,2012,395,0,83,1476,9830,8354,0,9830,9830,0,4092,386,0,386,4092,3706,4092,4092,573,0,1766,0,0,573,1766,1944,635,-55,61,2462,2462,383,0,0,383,0,383,0,383,383,0,79,-450,89,-37,-175,4,518,-483,511,58,30,-56,-19,-481,522,1003,2982,74,2982,74,0,2908,0,0,2982,2982,16591,16591,0,16591,0,0,16591,16591,605,10676,-53,10623,605,469,10623,1074,-9549,2917,2917,2917,2917,0,2917,2917,26,26,3,29,29,29,652,652,54,706,706,706,32,32,1,33,33,33,80,80,45,125,125,125,645,92,1466,-3657,-13,6869,36,931,2134,4235,12015,2285,0,-13,14149,6507,-7642,-10900,-2669,-9860,2493,-20935,94,1200,-19642,-19642
1954,64962,36921,2542,5839,110264,3041,-170,113135,32017,26606,10061,2961,71646,802,72447,32945,10315,-7519,2878,38618,2240,-170,40688,71155,-15393,12406,4605,72774,4395,1051,78220,34915,53379,35696,16102,9660,114837,1236,0,116073,-2938,32607,32607,32607,18519,2923,49,322,21813,0,21813,2253,35076,16054,8972,62355,1236,63591,-1938,-1938,-1938,0,-366,0,366,0,0,17777,-51088,-3696,-5055,-42063,3159,1051,-37853,37853,30245,6129,5668,1823,43865,38176,2195,84236,12468,57217,9364,6878,85927,35017,1144,122088,-169,0,-169,0,-311,298,-182,-182,-182,0,0,0,0,0,36,36,91,91,36,-55,0,44,44,0,44,44,44,0,-1457,-2011,-19,-1476,-2011,-535,2080,2204,-339,371,4316,4,4639,210,4530,4639,109,9296,200,28,462,9986,71,10549,492,10549,10549,0,0,0,0,0,0,0,0,0,0,-3,-3,-524,-20,0,0,-527,-20,507,-1002,0,-1663,3664,1,2816,764,5651,-1900,12131,13197,-164,620,-50,11917,11917,87,129,0,87,129,10,151,183,0,280,280,-1951,-1717,2731,447,-3221,2731,5521,431,2731,2731,-7,0,1,85,143,137,85,-69,-17,0,68,68,2091,0,-33,0,174,5651,2232,5651,3419,0,5651,5651,-1135,3535,0,0,-1135,3535,4316,-298,6,-50,3187,3187,1450,12295,347,2485,-227,0,90,-335,1660,14445,13715,781,0,149,15375,15375,197,-429,-232,608,554,286,608,608,312,1051,392,-394,0,-335,-82,1108,1280,227,0,-137,1198,1198,1138,9698,1,2522,167,0,90,1396,12220,10824,0,12220,12220,0,1349,346,0,346,1349,1003,1349,1349,-4,0,1583,0,0,-4,1583,1157,-253,483,306,1636,1636,421,0,0,421,0,421,0,421,421,0,86,3326,3770,231,-234,175,580,3732,4202,58,20,-13,99,3777,4321,544,2702,-299,2702,-299,0,3001,0,0,2702,2702,16007,16007,0,16007,0,0,16007,16007,-3219,5968,46,6014,-3219,-269,6014,-3488,-9502,-1080,-1080,-1080,-1080,0,-1080,-1080,24,24,2,26,26,26,575,575,66,641,641,641,9,9,16,25,25,25,70,70,29,99,99,99,375,87,1072,49936,175,7045,-82,982,1540,58050,12107,2271,0,111,13647,60432,46785,-6194,52314,-9864,1233,37489,-1354,-1221,34915,34915
