year,Category,Before_Tax_Income,Net_Worth,Assets,Financial_Assets,Transaction_Accounts,Certificates_of_Deposit,Savings_Bonds,Directly_Held_Bonds,Directly_Held_Stocks,Pooled_Investment_Funds,Cash_Value_Life_Insurance,Other_Managed_Assets,Retirement_Accounts,Other_Financial_Assets,Stock_Holdings,Nonfinancial_Assets,Primary_Residence,Owned_Vehicles,Other_Residential_Real_Estate,Net_Equity_in_Nonres_Real_Estate,Business_Equity,Other_Non_Financial_Assets,Unrealized_Capital_Gains,Debt,Home_Secured_Debt,Other_Res_Real_Estate_Debt,Installment_Loans,Other_Lines_of_Credit,Credit_Card_Balances,Other_Debt,Mortgages_Home_Equity_Loans,Home_Equity_Lines_of_Credit,Vehicle_Installment_Loans,Education_Installment_Loans,Other_Installment_Loans
1989,Managerial or professional,148.56866,763.2627,876.0285,258.38351,38.707531,58.436169,5.864243,241.80516,130.48045,114.95644,32.849155,518.83215,105.20178,69.039734,165.41388,630.75,327.93719,25.346714,248.19609,469.03204,925.4491,68.907715,401.20242,120.61061,128.17664,97.302269,23.948336,27.148369,4.803781,20.420294,124.12358,60.494232,16.079844,13.779152,22.404171
1989,"Technical, sales, or services",79.865974,259.86758,328.36874,92.002853,21.618757,45.210148,4.9481325,183.37105,64.082787,134.36107,22.257383,108.62807,57.567726,23.952332,67.824585,262.57053,215.04666,18.036703,153.76482,299.02502,357.72678,87.594955,184.08499,66.279305,89.139908,85.204025,13.746611,9.6545038,4.0856175,27.426781,85.946411,56.469879,12.935955,9.5742702,6.0525379
1989,Other occupation,73.061005,221.83015,277.72891,60.747341,10.815314,48.790661,5.7247009,104.56487,42.317966,46.663757,18.208851,101.17852,38.048504,32.981876,44.3064,228.35445,147.98293,20.060772,137.1358,102.8688,416.88791,25.698492,126.88863,58.214584,68.895355,45.660892,18.191313,56.507141,3.0455618,13.799174,66.607239,59.696365,16.434801,8.6566658,10.124386
1989,Retired or other not working,43.784203,312.59921,368.48181,181.86742,41.204441,84.096832,20.430466,224.5408,190.84941,88.839561,14.53167,210.60989,92.033981,90.739304,165.23216,226.0694,165.77888,14.989833,152.67201,256.10196,564.06793,35.10318,170.7536,30.756729,44.566578,46.085838,12.116178,254.78673,2.3859026,12.121489,44.003242,49.013916,11.663469,10.399509,8.2617712
1992,Managerial or professional,131.64569,674.50537,793.98389,244.15884,37.348751,42.619621,7.2333884,244.18947,143.01401,90.202675,30.9694,203.7998,125.90603,60.507278,159.54973,562.19757,291.49832,24.218906,235.04019,436.85669,718.77673,65.60537,359.92618,132.99696,143.28778,119.51881,19.672743,28.155849,5.25352,28.514343,139.73813,39.126163,13.881026,18.026775,11.847882
1992,"Technical, sales, or services",67.499084,245.5743,313.30164,92.132858,17.402819,36.150608,3.3207788,187.31714,76.213203,106.05934,18.353703,147.53136,52.672092,40.224689,79.284332,238.62486,185.59692,16.216082,176.51381,267.21548,301.04465,54.608868,142.53082,69.165672,95.999496,101.29277,12.505279,15.055979,4.1374259,11.618773,94.719749,35.116398,12.086843,9.6936455,5.7995648
1992,Other occupation,64.286537,156.40004,214.79567,49.733795,10.169054,42.274288,3.606797,262.13754,22.692799,29.037846,21.650635,75.723022,34.903706,19.93696,29.645428,174.87169,148.96405,17.284763,116.07331,128.9532,233.75841,16.316065,86.047249,63.731003,83.055801,75.282921,11.713097,7.2497292,4.0106702,10.585699,81.616814,30.155952,11.574823,8.5801554,5.1121516
1992,Retired or other not working,40.12442,281.24924,326.59943,145.26135,29.356169,78.293304,11.237563,259.59637,177.59131,103.25401,15.348372,161.56412,78.898499,54.520176,143.23877,212.78223,161.14676,13.878511,147.77965,306.94727,538.30243,46.79483,144.02904,35.68288,63.912727,82.849937,11.217834,19.139456,2.874274,9.5735836,60.872246,36.912178,9.8999538,10.244514,8.2799892
1995,Managerial or professional,136.54961,726.53223,852.91986,325.88934,45.324684,80.734138,8.6217127,310.35214,201.78302,163.42206,47.555058,296.75659,152.18723,61.233055,222.58427,546.46246,291.88776,28.432207,237.76517,298.22058,759.45117,94.592964,287.6312,142.63632,152.67001,132.06439,19.529724,20.13229,6.7761321,45.634018,150.34293,36.656124,15.637589,17.739271,8.6488705
1995,"Technical, sales, or services",71.391449,267.22601,342.81277,112.63942,15.724752,36.635494,6.3981633,188.99512,86.35244,139.90976,33.900944,109.38006,69.990234,44.905426,96.668823,252.53276,186.76573,20.884537,194.77629,221.54301,549.17017,55.406879,135.9249,78.156563,106.672,104.81467,16.515894,23.635057,4.9386568,16.742189,106.02415,25.103014,14.393995,11.581693,9.0334196
