year,Category,Before_Tax_Income,Net_Worth,Assets,Financial_Assets,Transaction_Accounts,Certificates_of_Deposit,Savings_Bonds,Directly_Held_Bonds,Directly_Held_Stocks,Pooled_Investment_Funds,Cash_Value_Life_Insurance,Other_Managed_Assets,Retirement_Accounts,Other_Financial_Assets,Stock_Holdings,Nonfinancial_Assets,Primary_Residence,Owned_Vehicles,Other_Residential_Real_Estate,Net_Equity_in_Nonres_Real_Estate,Business_Equity,Other_Non_Financial_Assets,Unrealized_Capital_Gains,Debt,Home_Secured_Debt,Other_Res_Real_Estate_Debt,Installment_Loans,Other_Lines_of_Credit,Credit_Card_Balances,Other_Debt,Mortgages_Home_Equity_Loans,Home_Equity_Lines_of_Credit,Vehicle_Installment_Loans,Education_Installment_Loans,Other_Installment_Loans
1989,Employee,64.353149,76.17691,154.68089,19.09395,3.9779065,13.922672,.99447662,19.889532,7.9558129,9.944766,5.9668593,35.801159,19.889532,3.9779065,12.928196,134.31401,151.16045,15.314939,99.437714,35.801159,49.723831,11.933719,49.723831,39.779064,71.602318,55.690689,11.933719,3.9779065,1.9889532,3.9779065,71.602318,37.790112,11.933719,5.9668593,2.9834297
1989,Self-employed,74.732689,337.12756,443.73544,38.983482,8.6519461,29.834297,.99447662,69.613365,19.889532,41.768017,11.933719,119.33719,43.756969,11.933719,39.779064,365.96738,198.89532,19.889532,159.11626,109.39243,120.92835,37.790112,159.61349,51.712784,69.613365,79.558128,15.911626,19.889532,1.9889532,9.944766,63.646503,43.756969,15.911626,5.9668593,7.9558129
1989,Retired,29.062712,134.59247,163.29306,40.972435,6.8618884,43.756969,3.9779065,59.668594,41.768017,45.745922,3.9779065,89.502892,29.834297,15.911626,39.779064,119.33719,109.39243,9.944766,77.569176,33.812202,135.24881,15.911626,75.580223,9.944766,21.878485,27.845345,6.9414468,.79558128,1.0143661,1.9889532,21.878485,13.922672,9.944766,3.9779065,1.7900579
1989,Other not working,14.531356,1.1535928,24.106113,1.9889532,1.5911626,3.9779065,1.1933719,79.558128,59.668594,11.933719,1.9889532,19.889532,3.9779065,1.3922672,9.944766,23.867437,69.613365,3.9779065,59.668594,27.845345,151.16045,3.9779065,17.900579,7.5381327,25.856392,39.779064,3.9779065,,1.1933719,.55690688,25.856392,3.9779065,5.9668593,3.9779065,.99447662
1992,Employee,62.293434,70.703804,139.6199,18.592152,3.5754137,12.513948,.98323876,44.692673,8.9385347,21.452482,5.7206621,35.754139,20.201088,3.5754137,15.195508,116.88027,151.95508,13.229031,80.446808,37.899384,26.815603,10.726241,33.966431,37.541843,82.234512,39.329552,8.9385347,2.8603311,1.8592151,4.4692674,80.446808,21.452482,10.189929,5.8994327,1.7877069
1992,Self-employed,80.615036,262.79291,360.4017,35.754139,8.9385347,17.877069,.89385343,89.385345,19.664776,44.692673,11.441324,169.83215,44.692673,12.513948,30.391016,321.25092,223.46336,19.664776,134.07802,107.26241,107.26241,26.815603,128.71489,77.407707,109.05012,73.295982,11.441324,7.1508274,3.1284871,8.9385347,107.26241,25.027897,10.726241,6.2569742,3.5754137
1992,Retired,27.482397,126.03333,152.75955,29.854704,5.3631206,35.754139,1.7877069,57.206619,28.60331,44.692673,4.1117258,35.754139,32.178722,10.726241,32.178722,117.27357,116.20094,8.1340666,80.446808,35.754139,107.26241,12.513948,62.56974,9.8323879,33.966431,32.178722,6.0782032,7.1508274,1.287149,3.5754137,30.391016,17.877069,6.6145153,6.4357448,2.6815603
1992,Other not working,20.153759,5.8994327,36.290451,5.3631206,1.7877069,11.620094,.89385343,80.446808,14.301655,18.949692,8.5809927,10.726241,17.877069,3.2178724,13.407802,32.178722,100.11159,7.508369,53.631207,89.385345,29.139622,13.407802,25.027897,8.2234516,44.692673,48.268085,4.6480379,2.1452482,1.3407801,4.4692674,41.117256,48.268085,8.2234516,5.3631206,1.6625674
1995,Employee,61.543118,82.631126,164.76146,24.372009,3.3386314,13.354526,1.4689978,30.047682,9.5150995,21.701103,9.1812363,25.039736,26.709051,3.3386314,18.362473,135.88229,150.2384,18.362473,77.623177,28.378366,25.039736,16.693157,30.047682,47.792507,93.481674,45.405388,11.518278,4.1732893,2.6709051,3.3386314,91.812363,16.693157,11.852141,6.3433995,2.5039735
1995,Self-employed,63.252647,260.58017,380.93784,43.402206,7.5119205,26.709051,1.4689978,83.465782,30.047682,41.732891,10.015894,71.780571,41.732891,6.6772628,49.244812,287.12228,200.31789,21.701103,133.54526,87.639076,83.465782,13.354526,111.84415,66.772629,100.15894,75.119202,9.8489628,11.685209,4.1732893,8.3465786,98.489624,30.047682,12.019073,6.3433995,2.6709051
