year,Categorization,Category,Before_Tax_Income_mean,Net_Worth_mean,Assets_mean,Financial_Assets_mean,Transaction_Accounts_mean,Certificates_of_Deposit_mean,Savings_Bonds_mean,Directly_Held_Bonds_mean,Directly_Held_Stocks_mean,Pooled_Investment_Funds_mean,Cash_Value_Life_Insurance_mean,Other_Managed_Assets_mean,Retirement_Accounts_mean,Other_Financial_Assets_mean,Stock_Holdings_mean,Nonfinancial_Assets_mean,Primary_Residence_mean,Owned_Vehicles_mean,Other_Residential_Real_Estate_mean,Net_Equity_in_Nonres_Real_Estate_mean,Business_Equity_mean,Other_Non_Financial_Assets_mean,Unrealized_Capital_Gains_mean,Debt_mean,Home_Secured_Debt_mean,Other_Res_Real_Estate_Debt_mean,Installment_Loans_mean,Other_Lines_of_Credit_mean,Credit_Card_Balances_mean,Other_Debt_mean,Mortgages_Home_Equity_Loans_mean,Home_Equity_Lines_of_Credit_mean,Vehicle_Installment_Loans_mean,Education_Installment_Loans_mean,Other_Installment_Loans_mean,Before_Tax_Income_median,Net_Worth_median,Assets_median,Financial_Assets_median,Transaction_Accounts_median,Certificates_of_Deposit_median,Savings_Bonds_median,Directly_Held_Bonds_median,Directly_Held_Stocks_median,Pooled_Investment_Funds_median,Cash_Value_Life_Insurance_median,Other_Managed_Assets_median,Retirement_Accounts_median,Other_Financial_Assets_median,Stock_Holdings_median,Nonfinancial_Assets_median,Primary_Residence_median,Owned_Vehicles_median,Other_Residential_Real_Estate_median,Net_Equity_in_Nonres_Real_Estate_median,Business_Equity_median,Other_Non_Financial_Assets_median,Unrealized_Capital_Gains_median,Debt_median,Home_Secured_Debt_median,Other_Res_Real_Estate_Debt_median,Installment_Loans_median,Other_Lines_of_Credit_median,Credit_Card_Balances_median,Other_Debt_median,Mortgages_Home_Equity_Loans_median,Home_Equity_Lines_of_Credit_median,Vehicle_Installment_Loans_median,Education_Installment_Loans_median,Other_Installment_Loans_median,US_GDP,World_GDP
2010,Net Worth Percentile,50-74.9,74.418411,198.04672,307.16769,73.012909,14.31321,30.072229,2.6873798,44.799538,21.813892,38.137409,20.263311,53.253021,66.512733,18.364552,44.227711,237.01987,204.2114,25.285797,92.857384,52.617687,70.976692,34.060528,59.778767,135.91077,145.12201,93.271431,22.130644,21.020493,8.0543985,13.187056,143.87047,38.130363,16.26914,24.10955,10.725316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14992052727000.0,66500496746881.5
2010,Net Worth Percentile,75-89.9,104.65636,618.5946,753.24182,274.57813,38.876984,67.199448,9.6155024,96.829308,57.737431,125.03917,30.728241,118.23235,196.05504,50.780231,146.90393,482.32828,342.03656,32.343586,190.99408,152.68884,224.90358,51.921947,168.57947,186.38365,183.66461,159.66548,23.518204,101.52,10.390697,18.360909,183.76718,59.493267,17.834282,24.630802,16.233669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14992052727000.0,66500496746881.5
2010,Net Worth Percentile,90-100,349.53189,4338.1714,4655.6616,1993.0605,243.10532,230.96535,17.539927,917.00891,601.38177,862.99237,97.113541,670.63446,756.01617,341.15363,1075.908,2666.0767,858.87738,61.603775,706.87482,880.61121,2401.7004,197.93672,1319.9625,451.8833,376.38864,379.45013,62.186214,226.67651,17.479473,113.32549,366.77612,138.93251,47.872601,29.862915,210.42383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14992052727000.0,66500496746881.5
2013,Net Worth Percentile,Less than 25,34.520889,-14.238095,42.845112,5.1680727,1.9262348,6.3650355,0.95061511,,6.9932408,4.8077755,3.5168862,19.149899,11.535322,2.2747009,6.9897223,50.903355,132.03239,12.049894,72.173317,9.537921,20.666168,5.7114019,-18.776733,76.64238,162.28905,121.33804,37.713737,6.3503218,6.6552973,11.187992,161.33437,30.387514,13.453367,39.306786,22.545105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16784849196000.0,77443227662994.0
2013,Net Worth Percentile,25-49.9,51.496155,39.383987,104.03223,17.482067,5.5659881,12.643118,1.7574024,10.75879,10.267971,14.070889,8.3227634,19.261852,20.306467,6.8524289,12.603412,90.167862,115.52784,18.095972,53.197044,15.810205,19.129623,9.4317818,7.4247584,83.640793,122.20059,75.575111,20.088734,10.741505,4.7840762,5.01472,121.73446,42.085556,13.862244,22.087486,7.9530029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16784849196000.0,77443227662994.0
2013,Net Worth Percentile,50-74.9,72.280266,195.1611,291.67032,76.271614,16.402748,26.650181,4.7213726,37.330669,25.808691,38.956638,13.68175,56.039341,75.588745,17.417255,49.062996,218.11652,189.93346,23.885998,94.401199,42.227272,60.80743,22.491821,50.953148,122.29483,134.91258,92.462852,21.847797,19.629377,6.2448764,7.2535105,134.75819,34.101112,15.871777,24.6113,12.043768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16784849196000.0,77443227662994.0
2013,Net Worth Percentile,75-89.9,109.84788,599.87842,733.4621,291.49158,40.230473,61.789036,7.710063,51.303173,79.589661,121.79021,33.334145,152.2706,212.04958,66.230827,163.27541,445.89465,328.72574,32.264923,184.74359,135.68864,203.16988,37.998989,143.22673,184.30112,192.78113,127.42921,28.665329,43.757233,7.1782689,15.737295,197.53532,40.658894,20.311062,35.802444,9.3676691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16784849196000.0,77443227662994.0
2013,Net Worth Percentile,90-100,390.64465,4351.4268,4615.123,2107.9463,253.53482,199.89153,17.688826,875.52179,773.77679,1016.658,140.65222,919.81891,793.38165,335.26669,1251.7587,2523.2886,791.23358,54.408897,773.04718,714.14728,2715.8662,239.29124,1347.5042,368.8866,329.69183,316.88745,35.107876,178.82933,10.860182,95.265335,332.23334,95.317024,22.851746,34.038876,88.780121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16784849196000.0,77443227662994.0
2016,Net Worth Percentile,Less than 25,36.397751,-12.651877,31.198835,5.1765685,2.1743567,4.8079915,1.0342842,,4.4417543,12.451098,3.9610319,7.0332661,11.498798,2.6136589,8.1233892,37.726841,132.1087,13.2611,43.997864,4.0839663,12.238684,5.5676541,1.6665277,60.60894,140.15068,42.724632,43.317066,7.5426946,4.2225966,8.4399443,140.33856,40.396,15.606033,45.701618,17.973938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18745075687000.0,76313195980325.6
2016,Net Worth Percentile,25-49.9,54.031376,47.506908,111.36411,20.725451,6.1958036,9.9142723,2.7995484,15.597052,10.663843,12.227449,8.4775238,30.087574,23.179329,12.426284,15.417059,94.311356,118.78127,18.697102,68.647018,12.48711,20.967434,9.6595802,14.300248,79.349579,107.52853,84.883003,24.489941,6.4941669,5.3600311,4.5580502,108.24274,29.742739,15.862115,26.646156,9.8716068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18745075687000.0,76313195980325.6
2016,Net Worth Percentile,50-74.9,79.699371,217.0285,320.51349,86.332626,18.417332,28.413233,4.7721777,76.260269,19.75289,54.773857,19.56675,80.318192,77.403053,22.23012,50.909771,235.69481,204.95329,26.94746,94.05542,43.275833,64.162613,26.204729,61.981533,122.88785,135.35669,96.291428,26.967371,6.2958598,6.5152931,12.954689,136.436,43.323429,18.894432,28.816708,11.577426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18745075687000.0,76313195980325.6
2016,Net Worth Percentile,75-89.9,120.82459,701.05933,838.41119,340.72821,52.477688,57.479866,8.9601297,67.123489,74.012871,144.31972,31.265223,163.27963,245.30174,50.282784,177.79967,500.90878,368.14355,34.2402,202.86923,148.38982,217.31523,48.946903,167.70576,183.68652,197.11482,137.31494,28.036247,25.333012,7.9063592,20.117638,202.78032,50.560776,20.300837,33.877724,16.784973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18745075687000.0,76313195980325.6
2016,Net Worth Percentile,90-100,480.97458,5648.5049,5932.1211,2764.3062,272.40021,216.8987,28.296316,1245.5479,886.67084,1730.5083,140.35925,1147.6615,928.73822,341.59924,1678.2169,3167.8152,892.84137,59.171585,793.56116,1226.2427,3505.5891,244.05606,1842.9812,407.82687,338.39462,275.03516,60.30302,443.71469,11.933879,158.20023,354.9017,80.154121,28.365253,40.838631,256.23279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18745075687000.0,76313195980325.6
2019,Net Worth Percentile,Less than 25,37.910431,-13.634118,33.318298,5.495944,2.4348185,3.3399706,0.43620145,0.034321312,2.1419935,5.7404299,5.4469771,1.3287172,11.292388,1.9535972,6.3851552,38.762775,145.18423,12.08076,56.039825,23.807859,9.7441254,6.627358,8.082983,66.944695,146.16444,36.780998,48.469612,4.1892915,4.8277998,18.627022,147.59998,11.461679,13.460558,54.446918,25.011644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21433224697000.0,87568054060440.9
2019,Net Worth Percentile,25-49.9,58.206646,58.182098,129.06268,22.910994,7.1568656,8.7648191,1.6908863,6.2286406,7.3273177,16.752855,7.5326161,33.403187,27.529665,12.525169,16.281828,111.37307,133.32745,19.416859,54.116367,16.607943,26.066801,13.147436,21.671423,89.072128,123.29012,64.728233,24.664944,4.637486,5.2278905,7.54498,124.06905,32.475254,15.781123,28.375174,8.16642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21433224697000.0,87568054060440.9
2019,Net Worth Percentile,50-74.9,80.571838,236.27991,346.83786,84.080566,20.097155,31.023703,3.170151,35.037006,29.311626,35.721325,17.254103,65.455666,78.67189,26.511471,49.846539,264.77066,235.31564,25.809191,97.331985,59.133221,68.990433,20.542282,76.604897,132.52435,147.46188,94.764992,27.655617,8.8748484,6.2733088,12.19784,152.34918,31.086481,18.110979,31.872339,15.812593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21433224697000.0,87568054060440.9
2019,Net Worth Percentile,75-89.9,129.93671,703.586,845.55634,333.92499,53.539562,65.210289,8.4972429,107.61752,74.268135,148.21103,35.31884,156.6638,243.52805,49.327168,178.73329,513.92432,380.01431,33.757946,223.5757,135.8566,210.95041,61.908424,170.93436,186.02086,196.98117,143.22908,29.591761,75.070473,9.0093889,22.562109,206.75421,37.746876,21.615808,32.274738,18.651323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21433224697000.0,87568054060440.9
2019,Net Worth Percentile,90-100,425.85025,5710.3447,6003.7979,2801.395,255.20193,266.17648,24.45335,1051.2114,1012.942,1669.9763,148.52545,1162.7816,946.3407,446.59695,1744.6842,3219.2195,956.86115,61.135384,856.5116,957.57574,3510.9033,250.83769,1973.2637,412.65256,371.92523,363.87521,40.430828,371.10611,12.889421,136.87325,381.24887,107.33366,26.495153,34.050785,138.47821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21433224697000.0,87568054060440.9
1989,Income Percentile,Less than 20,11.89347,49.122231,68.53373,23.924065,6.9168434,42.042053,7.1749048,89.077095,85.529724,33.823879,10.520682,28.290565,30.995417,26.507673,59.857849,60.79781,76.299026,7.7537289,51.567917,72.818939,173.05287,15.797502,55.769207,10.478241,25.620268,19.195639,6.5270691,2.5136931,1.0567396,7.9832211,25.912825,0.019889532,5.7390308,10.3641,2.9014115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641580000000.0,20171334961132.8
1989,Income Percentile,20-39.9,29.283026,135.37183,158.15013,47.021236,15.828562,45.536934,7.3202686,69.232132,21.683495,41.247643,8.71208,62.759457,45.445591,11.809818,26.959505,124.06381,124.78503,10.622575,75.053406,57.538586,219.18001,29.646578,91.763817,25.021595,39.527138,65.659348,10.066374,3.6615813,2.3426676,6.3679342,39.312828,43.5331,8.7190676,6.7630763,6.8154626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641580000000.0,20171334961132.8
1989,Income Percentile,40-59.9,51.65799,204.13921,238.5834,63.552803,15.658995,55.221272,8.3647375,77.198341,47.41246,34.185978,10.666245,130.1953,29.414455,15.189878,35.205826,182.29495,156.27226,14.985545,142.46324,70.680611,350.52069,15.880805,124.92695,44.012318,56.447742,46.649414,17.584223,3.2910917,3.2520444,7.5069046,55.838268,22.659452,13.334599,14.5858,11.977091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641580000000.0,20171334961132.8
1989,Income Percentile,60-79.9,81.497063,271.66647,340.51431,104.99836,20.815754,58.387558,6.9828973,101.22376,59.454102,63.791676,17.176043,232.11021,37.170891,68.043335,51.160557,241.39337,188.85818,21.459499,107.09908,126.53408,229.73251,27.521442,124.62466,77.946693,85.255272,40.887146,20.899361,6.1458926,3.8348103,15.298,83.075279,49.004715,16.774977,12.586088,12.383678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641580000000.0,20171334961132.8
1989,Income Percentile,80-89.9,121.97055,444.82318,540.97546,146.36409,28.119415,44.934002,4.2396145,130.49742,64.918617,37.132118,22.290447,120.74065,71.249878,30.642323,65.401352,398.64996,252.73236,28.483768,209.64363,207.26167,303.77393,33.810436,175.44339,102.81475,99.0896,72.155884,19.336206,21.749861,4.4149265,25.924425,96.758469,52.791092,18.386684,7.2310343,7.8510785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641580000000.0,20171334961132.8
1989,Income Percentile,90-100,345.52646,2000.613,2181.3928,748.61542,116.20606,139.59462,16.703955,358.63736,258.58963,213.03889,61.498734,540.77911,192.01465,181.84868,339.37564,1441.0631,483.07068,43.883789,318.70383,849.19678,1452.3442,174.73772,838.43542,206.50856,169.51509,118.3183,33.572445,119.11583,7.7876253,39.233337,162.09163,84.569473,20.438807,12.507677,55.278797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641580000000.0,20171334961132.8
1992,Income Percentile,Less than 20,11.722241,59.574596,82.736664,19.106157,5.7895632,30.918911,7.2405505,26.192352,25.83882,42.68026,5.9582152,30.451937,27.785679,6.1838398,24.142578,81.841141,94.967308,7.3875999,84.176964,125.70998,167.96933,9.1773338,66.518608,17.922131,48.880829,40.414951,7.3578391,1.5833385,2.27549,14.431212,48.876682,71.508278,6.3040566,7.8384948,4.8823719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6520327000000.0,25393696182655.1
1992,Income Percentile,20-39.9,28.39378,115.88698,138.51967,39.734406,9.4216614,46.848415,3.8587694,31.025007,34.671761,41.694839,13.908215,64.895538,21.467104,26.498913,28.588707,108.55165,121.20731,10.276557,70.242043,88.128189,118.00883,24.456278,74.880997,28.109211,53.952808,18.046749,10.759368,28.370222,2.8944218,3.8672686,54.981071,23.465706,9.0399828,11.755833,6.9278092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6520327000000.0,25393696182655.1
1992,Income Percentile,40-59.9,48.578499,181.31364,220.00101,62.734318,16.560028,66.768127,4.2872872,55.201118,43.74704,55.51902,15.625101,62.166656,29.178503,18.702597,36.641804,164.409,143.57124,13.899179,119.01365,200.26303,235.58153,25.879753,107.20846,48.281437,68.485207,77.558784,13.36031,6.4137363,3.3994861,16.93001,66.054054,32.991146,9.2543755,17.612457,6.6352878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6520327000000.0,25393696182655.1
1992,Income Percentile,60-79.9,77.330582,249.78622,316.13318,91.547432,16.54888,53.890015,4.1655941,136.80367,43.915054,55.897663,16.520258,73.644615,49.976479,18.149166,50.029079,228.11545,181.33527,19.752674,121.00323,143.98828,211.9872,37.41605,109.52666,78.040848,89.910255,68.348152,14.701247,6.183084,4.8467069,9.2779512,89.011833,19.692837,12.688414,9.8327799,7.3205252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6520327000000.0,25393696182655.1
1992,Income Percentile,80-89.9,114.84682,407.50311,504.98288,159.89488,29.319363,55.879078,7.4912014,69.704155,74.222595,78.359901,23.44339,120.16821,73.552635,31.906027,79.030708,346.57431,230.82195,24.857313,152.35149,240.76532,260.9184,50.656948,165.19566,111.74762,112.51945,80.83284,15.865461,6.5030255,5.0805507,10.962648,110.66527,31.925905,14.767914,11.969131,4.7337432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6520327000000.0,25393696182655.1
1992,Income Percentile,90-100,268.79071,1722.712,1935.0499,689.64276,101.35358,107.06114,12.148669,473.39911,299.53632,178.25111,51.691849,453.40051,213.58716,200.63724,356.1666,1256.3667,443.24628,38.719513,334.14114,691.86639,1207.9229,111.2686,706.16815,233.37328,195.45157,155.3187,27.581852,69.755554,7.7273302,37.932171,188.22177,53.933472,20.943804,19.377943,30.40251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6520327000000.0,25393696182655.1
1995,Income Percentile,Less than 20,11.100297,74.516289,100.30214,26.707277,6.8126149,28.956245,9.2619915,124.76317,42.843452,62.213093,10.817968,197.38345,42.787487,23.946972,40.132832,94.178505,93.879776,9.3565302,90.706207,120.46269,289.33054,21.76922,68.119156,20.589592,50.972973,43.096695,9.5883522,2.4554241,2.9706385,11.568502,51.714058,18.234715,8.2483644,10.880804,5.9682074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7639749000000.0,31043806328491.8
1995,Income Percentile,20-39.9,29.3745,134.02539,159.68658,56.235115,9.1658926,45.898766,9.236412,94.115562,56.364067,117.78192,18.865114,103.54049,42.18457,18.946966,57.374615,114.91969,130.88626,13.017618,75.626747,79.858849,131.79889,17.68873,67.49485,33.004173,57.522881,53.531609,10.862546,3.3860369,4.1172891,7.375936,57.990299,18.317831,9.2818804,11.363542,5.0798621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7639749000000.0,31043806328491.8
1995,Income Percentile,40-59.9,50.289562,169.46153,211.30817,69.848907,13.727195,46.871944,6.0817685,67.295982,50.509472,80.940834,21.05472,107.15244,38.893932,19.311636,44.852161,149.7403,147.86223,18.735041,114.43111,94.860771,146.86568,22.65069,79.986847,52.009876,75.116142,65.234924,14.966542,13.751965,4.5766258,10.347344,74.943832,27.088966,12.37649,16.052324,7.2978826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7639749000000.0,31043806328491.8
1995,Income Percentile,60-79.9,77.260803,266.68878,344.70969,115.24618,16.742519,55.023193,6.8439217,90.473045,47.600754,99.535103,32.364491,187.08545,53.306137,33.108131,74.042023,236.02773,180.52429,25.762794,148.48232,131.12141,189.35031,42.40839,85.691177,88.049194,100.29482,74.629181,16.450336,6.9491744,4.6491065,8.7053347,100.55215,18.338196,14.71698,11.122272,6.8742805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7639749000000.0,31043806328491.8
1995,Income Percentile,80-89.9,116.19244,431.72516,544.30292,202.02829,24.266581,61.661205,8.9401522,146.46504,95.125237,118.86659,42.348785,254.70558,85.800934,52.426319,118.59636,345.17996,231.37085,33.105495,171.06235,136.82332,287.91757,67.786949,121.26806,124.938,125.93528,85.635971,21.450741,14.27015,5.9428511,10.593059,125.54792,32.972862,17.160564,18.002745,10.813495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7639749000000.0,31043806328491.8
1995,Income Percentile,90-100,293.33682,1836.1256,2028.269,832.84106,107.25246,141.54524,14.218203,631.8338,413.99783,291.13684,74.849937,489.57135,284.23257,169.29951,476.40588,1200.1769,395.16895,44.411404,313.19507,540.50958,1697.2261,179.60454,680.32007,222.94768,189.24915,152.60461,24.458096,46.45892,9.4089165,79.473701,185.51361,44.535027,18.193136,16.808731,27.323082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7639749000000.0,31043806328491.8
1998,Income Percentile,Less than 20,12.369493,77.953758,102.11963,32.586609,6.1229115,38.96159,5.5028515,78.552628,63.164001,44.132149,13.564299,145.96417,28.775909,16.826885,54.992233,93.825996,109.45943,9.8505888,214.68484,174.47195,183.09193,15.237182,73.093956,22.805561,52.376125,86.357979,12.563922,1.7309935,3.2923717,4.6013012,53.393242,19.641481,9.1480942,15.34463,7.2175627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9062818202000.0,31539696077319.9
1998,Income Percentile,20-39.9,31.677456,153.65401,182.72273,66.768837,14.112907,55.115429,5.6382108,140.15376,71.545708,85.7939,19.825457,110.95603,41.164165,16.66383,58.157791,130.7592,137.52347,13.958247,139.11604,151.82941,134.9431,17.407501,80.943863,38.842922,68.934647,73.556541,14.600362,4.4795022,4.7281365,7.1690607,70.590378,23.784859,11.259104,19.266665,7.3135591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9062818202000.0,31539696077319.9
1998,Income Percentile,40-59.9,53.371433,197.76093,250.42867,81.913696,13.408741,44.558601,4.4051499,95.749313,59.220909,60.368877,29.639528,73.763504,46.498798,15.317779,60.662617,177.19075,157.70674,19.12521,110.45126,109.45914,204.90959,38.521885,91.342125,63.49762,79.735008,55.59182,18.168226,6.6024017,6.7519565,9.098341,80.077988,25.01132,14.358928,22.701403,8.650094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9062818202000.0,31539696077319.9
1998,Income Percentile,60-79.9,85.342339,321.00696,420.39203,151.02652,19.210155,52.118984,7.2293611,114.81626,91.861893,99.474678,41.448872,133.37285,74.731949,22.456739,101.59777,277.09024,204.96819,26.40066,150.62938,139.78546,274.86414,34.150955,123.73605,112.75916,112.07732,98.057312,27.501862,6.4585319,7.1435671,22.907682,111.65874,25.688118,18.300699,20.72402,30.497574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9062818202000.0,31539696077319.9
1998,Income Percentile,80-89.9,125.02212,518.44525,645.56036,271.72281,30.43305,68.346497,7.4224386,93.846588,119.96397,97.551369,67.753944,195.11525,141.38371,57.021832,172.86862,380.26187,254.87489,32.438511,180.79982,144.45694,304.52023,48.845818,162.10957,142.12355,134.40448,100.74296,24.532732,7.8636413,6.9512644,18.09034,133.83566,21.85195,18.929098,17.297489,23.305973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9062818202000.0,31539696077319.9
1998,Income Percentile,90-100,343.64838,2441.3357,2680.9033,1222.5874,111.84333,119.02206,13.066783,641.80597,671.96497,360.68192,93.115349,874.23346,338.62067,169.51454,839.53314,1473.1776,478.73383,56.182255,363.86435,702.53339,1916.7557,173.67514,925.75812,272.05234,234.24394,170.89452,41.848755,47.97496,10.57776,127.20406,233.39641,46.073978,29.234346,31.946522,45.796188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9062818202000.0,31539696077319.9
2001,Income Percentile,Less than 20,14.4639,76.978767,103.73894,35.380394,7.3368106,33.187019,6.3061271,103.13545,31.12335,109.19714,13.259549,198.46443,32.918331,27.594517,78.653793,91.799797,109.02952,11.455743,53.414883,89.313965,269.38651,18.635157,61.475792,24.31456,53.731682,22.320457,12.715962,8.7713175,3.0080314,3.0474792,56.433662,18.639843,10.546277,12.946696,9.2638741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10581821399000.0,33614851304324.4
2001,Income Percentile,20-39.9,34.849895,170.64268,201.58844,66.375717,13.160878,38.848038,7.003243,39.625759,53.533672,76.756363,22.448631,210.36092,43.542408,15.789558,67.109581,145.96465,158.39079,16.288561,142.26289,127.71743,149.82866,27.362011,97.214439,38.937756,65.234146,45.137451,15.351007,9.8121634,3.9642997,12.017179,66.402542,19.68178,11.282668,18.031567,9.7067814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10581821399000.0,33614851304324.4
2001,Income Percentile,40-59.9,58.222607,235.8541,292.91788,118.06006,16.907528,43.016045,4.0963769,46.018642,68.861,89.084053,38.820507,284.60376,67.893234,33.455128,102.05763,184.52832,177.17403,21.289652,154.59172,120.73345,182.86763,20.935659,94.652924,68.843376,91.641922,70.700645,18.724411,4.3193245,5.4132552,8.9436827,92.790016,22.949963,14.681516,18.882841,7.7758193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10581821399000.0,33614851304324.4
2001,Income Percentile,60-79.9,94.187851,426.20306,519.96185,216.55701,25.480015,49.823673,15.151632,148.29057,128.24365,105.07109,53.087673,250.24532,102.10629,35.051517,151.96425,310.76343,234.01604,29.872902,146.1468,242.01172,292.52606,27.349842,145.07014,109.47947,117.19012,71.143341,21.854029,25.824381,6.6133552,9.1820059,117.47004,20.281445,17.457954,18.343699,11.949866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10581821399000.0,33614851304324.4
2001,Income Percentile,80-89.9,141.7303,654.28516,800.35565,340.82697,36.382301,53.433243,5.3467097,186.8028,130.88222,131.76904,62.758469,337.41888,158.05379,29.514904,234.75528,462.53769,301.82806,37.807888,194.08832,218.5769,382.59256,50.207314,212.68962,158.93889,150.46536,82.872147,26.493067,17.225903,10.730187,16.228985,149.63977,32.870487,21.230574,22.533674,14.868351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10581821399000.0,33614851304324.4
2001,Income Percentile,90-100,453.26614,3265.1741,3527.2847,1602.2195,169.02351,117.64581,22.743711,803.14856,723.22693,417.08133,117.25753,996.3233,448.07272,269.64105,1073.2103,1939.2368,646.16705,55.649223,562.08612,877.44421,1991.7749,240.62451,1148.2761,307.38712,265.05103,184.45468,44.53299,157.55959,9.3622513,139.33707,256.155,86.354599,22.592247,37.760014,79.579422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10581821399000.0,33614851304324.4
2004,Income Percentile,Less than 20,14.654716,97.013443,124.62289,31.444963,7.1907129,72.024963,5.5476236,,58.219563,107.84522,15.336054,54.1012,37.869091,16.164112,69.767319,117.39495,138.60869,10.652098,171.61292,158.9118,394.18829,21.538239,98.035667,33.902363,67.938309,318.20926,16.586023,34.704563,3.6520028,10.921341,71.286148,32.026497,10.453532,20.848988,12.149971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12213729147000.0,44114320822433.6
2004,Income Percentile,20-39.9,35.357899,167.05481,211.78329,57.816456,12.378757,92.336571,3.1356704,9.63587,42.139389,87.370819,10.256676,114.57492,35.482365,18.626818,54.845024,167.60942,180.66924,14.820338,153.1244,176.68022,248.44823,33.757915,120.90122,57.644001,92.604286,116.68564,20.104174,8.965723,5.2054262,11.517303,91.717644,37.450153,11.721727,24.394247,20.382532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12213729147000.0,44114320822433.6
2004,Income Percentile,40-59.9,58.870499,265.33838,345.61359,100.12679,18.059628,36.113506,5.1679106,72.463852,74.261841,100.82335,16.856289,159.50905,60.216461,17.914888,82.695244,254.64003,238.1888,21.41589,152.67337,211.25201,187.30107,61.709957,131.51009,94.377724,118.31387,114.2933,20.269928,4.137609,6.9890141,9.1751156,116.29406,39.87521,14.815257,20.660183,9.5365973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12213729147000.0,44114320822433.6
2004,Income Percentile,60-79.9,93.783417,459.83392,586.94275,198.02119,37.837711,56.018559,8.9791842,208.14906,77.122284,142.15936,21.99674,202.90408,100.21674,23.564203,118.31792,397.23367,302.72189,32.571701,252.4702,187.98283,314.763,44.36462,189.47556,146.58177,153.20305,122.77724,27.285437,21.315718,7.4610424,7.8075681,152.8866,35.255093,20.045765,21.679071,27.940985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12213729147000.0,44114320822433.6
